,Concept_ID,os,kn
538,Mittag::N,æмбисбон,ನಡುಹಗಲು
539,Abend::N,изӕр,ಸಂಜೆ
540,Nacht::N,ӕхсӕв,ರಾತ್ರಿ
541,Woche::N,къуыри,ವಾರ
542,Monat::N,мӕй,ತಿಂಗಳು
543,Jahr::N,аз,ಸಂವತ್ಸರ
544,Jahr::N,афӕдз,ಸಂವತ್ಸರ
545,Frühling::N,уалдзæг,ವಸಂತ
546,Sommer::N,сӕрд,ಬಿಸಿಲುಕಾಲ
547,Herbst::N,фæззæг,ಶರತ್ಕಾಲ
548,Winter::N,зымӕг,ಚಳಿಗಾಲ
549,Januar::N,январь,ನಾಲ್ಚಳಿ
550,Februar::N,февраль,ಅಯ್ಚಳಿ
551,März::N,мартъи,ಮೊಬ್ಬೇಸಿಗೆ
552,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
553,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
554,Juni::N,июнь,ಮೊಮ್ಮಳೆ
555,Juli::N,июль,ಇಮ್ಮಳೆ
556,August::N,август,ಮುಮ್ಮಳೆ
557,September::N,сентябрь,ನಾಲ್ಮಳೆ
558,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
559,November::N,ноябрь,ಇಚ್ಚಳಿ
560,Dezember::N,декабрь,ಮುಚ್ಚಳಿ
561,Montag::N,къуырисæр,ಸೋಮುವಾರ
562,Dienstag::N,дыццæг,ಮಂಗಳವಾರ
563,Mittwoch::N,æртыццæг,ಬುಧವಾರ
564,Donnerstag::N,цыппæрæм,ಗುರುವಾರ
565,Freitag::N,майрæмбон,ಶುಕ್ರವಾರ
566,Samstag::N,сабат,ಶನಿವಾರ
567,Sonntag::N,хуыцаубон,ಭಾನುವಾರ
568,groß::A,дынджыр,ದೊಡ್ಡ
569,klein::A,гыццыл,ಪುಟ್ಟ
570,lang::A,даргъ,ದೀರ್ಘ
571,kurz::A,цыбыр,ಚಕ್ಕ
572,breit::A,фӕтӕн,ಅಗಲವಾದ
573,schmal::A,нарӕг,ಇಕ್ಕಟ್ಟಾದ
574,schmal::A,уынгӕг,ಇಕ್ಕಟ್ಟಾದ
575,dicht::A,бæзджын,ದಟ್ಟ
576,dicht::A,тар,ದಟ್ಟ
577,dick[Gegenstand]::A,сӕвджын,ದಟ್ಟ
578,dünn::A,тæнæг,ತೆಳು
579,fein::A,лыстӕг,ಕೋಮಲ
580,fest::A,фидар,ಘನ
581,fest::A,хъӕддых,ಘನ
582,flach::A,тъӕпӕн,ಚಪ್ಪಟೆ
583,glatt::A,лӕгъз,ನಯ
584,hart::A,хъӕбӕр,ಗಟ್ಟಿ
585,weich::A,фӕлмӕн,ಮೃದುವಾದ
586,rund::A,тымбыл,ವರ್ತುಳ
587,spitz::A,цыргъбырынкъ,ಮೊನಚಾದ
588,spitz::A,цыргъфындз,ಮೊನಚಾದ
589,scharf::A,цыргъ,ತೀಕ್ಷ್ಣ
590,stumpf::A,къуымых,ಮೊಂಡು
591,schwer::A,уӕззау,ಭಾರಿ
592,schön::A,аив,ಸುಂದರ
593,schön::A,рӕсугъд,ಸುಂದರ
594,heiß::A,тӕвд,ಬಿಸಿ
595,warm::A,хъарм,ಬಿಸಿ
596,kalt::A,уазал,ತಣ್ಣನೆಯ
597,kühl::A,сатæг,ತಂಪಾದ
598,kühl::A,уазалгомау,ತಂಪಾದ
599,frisch::A,сатæг,ನಿರ್ಮಲ
600,feucht::A,уымӕл,ಒದ್ದೆಯಾದ
601,nass::A,хуылыдз,ಒದ್ದೆಯಾದ
602,trocken::A,хус,ಶುಷ್ಕ
603,voll::A,дзаг,ತುಂಬಿದ
604,voll::A,йедзаг ,ತುಂಬಿದ
605,leer::A,афтид,ಖಾಲಿ
606,offen::A,гом,ಮುಚ್ಚಲ್ಲದ
607,geschlossen::A,æхгæд,ಮುಚ್ಚಿದ
608,sauber::A,сыгъдæг,ಶುದ್ಧ
609,schmutzig::A,чъиллон,ಅಶುದ್ಧ
610,roh::A,хом,ಹಸಿ
611,reif::A,рӕгъӕд,ಹಣ್ಣಾದ
612,lecker::A,хӕрзад,ಗುಚಿಕರ
613,süß::A,адджын,ಸಿಹಿ
614,bitter::A,судзаг,ಕಹಿ
615,sauer::A,туаг,ಹುಳಿಯಾದ
616,hell::A,рухс,ಹೊಳೆಯುವ
617,dunkel::A,талынг,ಮಬ್ಬಾದ
618,schwarz::A,сау,ಕಪ್ಪು
619,weiß::A,урс,ಬಿಳಿಯ
620,rot::A,сырх,ಕೆಂಪು
621,gelb::A,бур,ಹಳದಯ
622,blau::A,цъӕх,ನೀಲ
623,grün::A,цъӕх,ಕಾಯಾದ
624,grün::A,кӕрдӕгхуыз,ಕಾಯಾದ
625,grau::A,цъӕх,ಬೂದುಬಣ್ಣದ
626,grau::A,фӕныкхуыз,ಬೂದುಬಣ್ಣದ
627,bunt::A,хъулон,ವರ್ಣರಂಜಿತ
628,bunt::A,гæрæм,ವರ್ಣರಂಜಿತ
629,billig::A,аслам,ಅಗ್ಗ
630,teuer::A,зынаргъ,ದುಬಾರಿಯಾದ
631,wertvoll::A,зынаргъ,ಅಮೂಲ್ಯ
632,blind::A,куырм,ಅಂಧ
633,taub::A,къуырма,ಕಿವುಡಾದ
634,kräftig::A,домбай,ಪ್ರಬಲ
635,kräftig::A,тыхджын,ಪ್ರಬಲ
636,stark::A,тыхджын,ಶಕ್ತಿವಂತ
637,schwach::A,ӕнӕбон,ದುರ್ಬಲ
638,fett::A,нард,ಕೊಬ್ಬಿದ
639,schlank::A,гуырвидыц,ತೆಳ್ಳಗಿನ
640,schlank::A,хæрзконд,ತೆಳ್ಳಗಿನ
641,schlank::A,рæхснæг,ತೆಳ್ಳಗಿನ
642,schlank::A,сагамад,ತೆಳ್ಳಗಿನ
643,hübsch::A,аив,ಅಂದವಾದ
644,hübsch::A,рӕсугъд,ಅಂದವಾದ
645,böse::A,фыдзӕрдӕ,ಕೆಟ್ಟ
646,dumm::A,ӕдылы,ಮಂದ
647,faul::A,зивӕг,ಆಲಸ
648,faul::A,зивӕггӕнаг,ಆಲಸ
649,fleißig::A,æнæзивæг,ಕಡಗುವ
650,fleißig::A,æнувыд,ಕಡಗುವ
651,geizig::A,чъынды,ಜುಗ್ಗ
652,geizig::A,æлгъин,ಜುಗ್ಗ
653,geizig::A,мæрддзæст,ಜುಗ್ಗ
654,klug::A,зондджын,ಚತುರ
655,geschickt::A,хӕрзарӕхст,ದಕ್ಷ
656,lieb::A,уарзон,ಪ್ರಿಯ
657,lustig::A,хъӕлдзӕг,ಖುಷಿಯಾದ
658,sanft::A,мынчын,ಸೌಮ್ಯ
659,hungrig::A,ӕххормаг,ಹಸಿದ
660,krank::A,нӕфӕразгӕ,ಅಸ್ವಸ್ಥ
661,nackt::A,бӕгънӕг,ನಗ್ನ
662,traurig::A,ӕрхӕндӕг,ದುಃಖಿತ
663,lebendig::A,цардӕгас,ಜೀವಂತ
664,gut::A,хорз,ಒಳ್ಳೆಯ
665,schlecht::A,цауд,ದುಷ್ಟ
666,richtig::A,раст,ಸರಿ
667,schlimm::A,ӕвзӕр,ಅಸಹ್ಯ
668,wahr::A,ӕцӕг,ನಿಜ
669,alt::A,зӕронд,ಮುದಿ
670,neu::A,ног,ಹೊಸ
671,ehemalig::A,раздӕры,ಮಾಜೀ
672,alt[Lebewesen]::A,ацӕргӕ,ವೃದ್ಧ
673,jung::A,ӕрыгон,ಎಳ
674,arm::A,мӕгуыр,ಬಡ
675,reich::A,хъӕздыг,ಶ್ರೀಮಂತ
676,bekannt::A,зонгӕ,ಅಪ್ತ
677,berühmt::A,номдзыд,ಪ್ರಸಿದ್ಧ
678,fremd::A,æцæгæлон,ಪರಕೀಯ
679,verschieden::A,æндæр æмæ æндæр,ಬೇರೆ
680,verschieden::A,алы,ಬೇರೆ
681,verschieden::A,алыхуызон,ಬೇರೆ
682,nah::A,хӕстӕг,ಹತ್ತಿರವಾದ
683,fern::A,дард,ದೂರದ
684,fern::A,дӕрддаг,ದೂರದ
685,linker::A,галиу,ಎಡ
686,rechter::A,рахиз,ಬಲ
687,anderer::A,иннӕ,ಇತರ
688,anderer::A,ӕндӕр,ಇತರ
689,erster::A,фыццаг,ಪ್ರಥಮ
690,erster::A,фыццӕгӕм,ಪ್ರಥಮ
691,zweiter::A,дыккаг,ದ್ವಿತೀಯ
692,zweiter::A,дыккæгæм,ದ್ವಿತೀಯ
693,dritter::A,æртыккаг,ಮೂರನೆಯಜಗತ್ತು
694,dritter::A,æртыккæгæм,ಮೂರನೆಯಜಗತ್ತು
695,letzter::A,фӕстаг,ಅಂತ್ಯ
696,allein::ADV,иунæг,ಒಬ್ಬನೇ
697,auf einmal::ADV,уайтагъд,ಒಡನೆ
698,auf einmal::ADV,æвиппайды,ಒಡನೆ
699,auf einmal::ADV,æваст,ಒಡನೆ
700,zusammen::ADV,иумӕ,ಒಟ್ಟಿಗೆ
701,lange::ADV,бирæ рæстæг,ದೀರ್ಘ
702,plötzlich::ADV,æвиппайды,ಅನಾಮತ್ತು
703,plötzlich::ADV,æваст,ಅನಾಮತ್ತು
704,sofort::ADV,уыцы сахат,ಜಾಗ್ರತೆ
705,sofort::ADV,уайтагъд,ಜಾಗ್ರತೆ
706,später::ADV,фæстæдæр,ತರುವಾಯ
707,jetzt::ADV,ныр,ಈಗ
708,heute::ADV,абон,ಇಂದು
709,morgen::ADV,райсом,ನಾಳೆ
710,bald::ADV,тагъд,ಬೇಗ
711,bald::ADV,рæхджы,ಬೇಗ
712,dann::ADV,стæй,ಆಗ
713,gestern::ADV,знон,ನಿನ್ನೆ
714,einst::ADV,кӕддӕр,ಪೂರ್ವದಲ್ಲಿ
715,damals::ADV,уæд,ಆಗ
716,danach::ADV,стæй,ಆಮೇಲೆ
717,danach::ADV,уый фæстæ,ಆಮೇಲೆ
718,vorher::ADV,раздæр,ಮುಂಚೆ
719,zuerst::ADV,фыццаг,ಮೊದಲಿಗೆ
720,einmal::ADV,иу хатт,ಒಮ್ಮೆ
721,manchmal::ADV,хатт,ಆಗಾಗ
722,oft::ADV,арæх,ಅನೇಕಸಲ
723,immer::ADV,ӕдзух,ಯಾವಾಗಲೂ
724,niemals::ADV,никуы,ಯಾವಾಗಲೂ ಇಲ್ಲ
725,niemals::ADV,никæд,ಯಾವಾಗಲೂ ಇಲ್ಲ
726,hier::ADV,ам,ಇಲ್ಲಿ
727,hierhin::ADV,ардӕм,ಇತ್ತ
728,von hier::ADV,ардыгæй,ಇಲ್ಲಿಂದ
729,dort::ADV,уым,ಅಲ್ಲಿ
730,dorthin::ADV,уырдӕм,ಅಲ್ಲಿಗೆ
731,geradeaus::ADV,æргом,ಸೀದಾ
732,vorwärts::ADV,размӕ,ಮುನ್ನೆಡೆವ
733,rückwärts::ADV,фӕстӕмӕ,ಹಿಂದುಗಡೆಗೆ
734,zurück::ADV,фӕстӕмӕ,ಹಿಂದಕ್ಕೆ
735,unten::ADV,дæлæ,ಕೆಳಗೆ
736,unten::ADV,дæлейы,ಕೆಳಗೆ
737,unten::ADV,бынæй,ಕೆಳಗೆ
738,hinab::ADV,дӕлӕмӕ,ಕೆಳಕ್ಕೆ
739,hinab::ADV,уырдыгмӕ,ಕೆಳಕ್ಕೆ
740,oben::ADV,уӕле,ಮೇಲೆ
741,hinauf::ADV,уӕлӕмӕ,ಮೇಲಕ್ಕೆ
742,überall::ADV,алыран,ಎಲ್ಲಸ್ಥಳಗಳು
743,überall::ADV,алкæм,ಎಲ್ಲಸ್ಥಳಗಳು
744,überall::ADV,кæмдæриддæр,ಎಲ್ಲಸ್ಥಳಗಳು
745,nicht::ADV,нӕ,ಇಲ್ಲ
746,nicht::ADV,нӕ,ಅಲ್ಲ
747,ein wenig::ADV,чысыл,ತುಸು
748,kaum::ADV,цъус,ಕಠಿನವಾಗಿ
749,sehr::ADV,тынг,ಬಹು
750,sehr::ADV,иттӕг,ಬಹು
751,so::ADV,афтӕ,ಅಷ್ಟು
752,noch::ADV,ма,ಇನ್ನು
753,nur::ADV,канд,ಕೇವಲ
754,nur::ADV,ӕрмӕст,ಕೇವಲ
755,schon::ADV,нырид,ಆಗಲೇ
756,wieder::ADV,ногӕй,ಪುನಃ
757,vergebens::ADV,дзæгъæлы,ನಿಷ್ಫಲವಾಗಿ
758,vergebens::ADV,уæгъды,ನಿಷ್ಫಲವಾಗಿ
759,vergebens::ADV,æнæхъуаджы,ನಿಷ್ಫಲವಾಗಿ
760,vor::PRP,разы,ಮುಂದೆ
761,hinter::PRP,фӕстӕ,ಹಿಂದ
762,unter::PRP,бын,ಕೆಳ
763,durch::PRP,æхсæнты,ನೇರವಾಗಿ
764,neben::PRP,цур,ಅಧರ ಬಲಿಕ
765,zwischen::PRP,астӕу,ನಡುವೆ
766,wegen::PRP,тыххай,ಅಧಕ್ಕಗಿ
767,dies::PRN,ай,ಈ
768,das::PRN,уый,ಅದು
769,alles::PRN,алцы,ಎಲ್ಲ
770,alles::PRN,æппæтдæр,ಎಲ್ಲ
771,alles::PRN,иууылдӕр,ಎಲ್ಲ
772,ich::PRN,æз,ನಾನು
773,du::PRN,ды,ನೀನು
774,er::PRN,уый,ಅವನು
775,er::PRN,уый,ಇವನು
776,wir::PRN,мах,ನಾವು
777,ihr::PRN,сымах,ನೀವು
778,sie::PRN,уыдон,ಅವರು
779,was::FPRN,цы,ಏನು
780,wer::FPRN,чи,ಯಾರಿಗೆ
781,wo::FADV,кӕм,ಎಲ್ಲಿ
782,wohin::FADV,кӕдӕм,ಎಲ್ಲಿಗೆ
783,wie::FADV,куыд,ಹೇಗೆ
784,warum::FADV,цӕмӕн,ಏಕೆ
785,wieviel::FNUM,цал,ಎಷ್ಟು
786,eins::NUM,иу,ಒಂದು
787,zwei::NUM,дыууӕ,ಎರಡು
788,drei::NUM,ӕртӕ,ಮೂರು
789,vier::NUM,цыппар,ನಾಲ್ಕು
790,fünf::NUM,фондз,ಅಯ್ದು
791,sechs::NUM,ӕхсӕз,ಆರು
792,sieben::NUM,авд,ಏಳು
793,acht::NUM,аст,ಎಂಟು
794,neun::NUM,фараст,ಒಂಭಬತ್ತು
795,zehn::NUM,дӕс,ಹತ್ತು
796,elf::NUM,иуæндæс,ಹನ್ನೊಂದು
797,zwölf::NUM,дыууадæс,ಹನ್ನೆರಡು
798,zwanzig::NUM,дыууын,ಇಪ್ಪತ್ತು
799,dreißig::NUM,æртын,ಮೂವತ್ತು
800,dreißig::NUM,дæсæмæссæдз,ಮೂವತ್ತು
801,vierzig::NUM,цыппор,ನಲವತ್ತು
802,vierzig::NUM,цыппур,ನಲವತ್ತು
803,vierzig::NUM,дыууиссæдзы,ನಲವತ್ತು
804,fünfzig::NUM,фӕндзай,ಐವತ್ತು
805,sechzig::NUM,æхсай,ಅರುವತ್ತು
806,sechzig::NUM,æртиссæдзы,ಅರುವತ್ತು
807,siebzig::NUM,æвдай,ಎಪ್ಪತ್ತು
808,siebzig::NUM,дæс æмæ æртиссæдзы,ಎಪ್ಪತ್ತು
809,achtzig::NUM,цыппарыссæдзы,ಎಂಬತ್ತು
810,achtzig::NUM,æстай,ಎಂಬತ್ತು
811,neunzig::NUM,нæуæдз,ತೊಂಬತ್ತು
812,neunzig::NUM,дæс æмæ цыппарыссæдзы,ತೊಂಬತ್ತು
813,hundert::NUM,сӕдӕ,ನೂರು
814,tausend::NUM,мин,ಸಾವಿರ
815,und::CNJ,ӕмӕ,ಮತ್ತು
816,oder::CNJ,кӕнӕ,ಅಥವಾ
817,stehen::V,лӕууын,ನಿಲ್ಲು
818,sitzen::V,бадын,ಕುಳ್ಳಿರು
819,liegen::V,хуыссын,ಮಲಗಿಕೊ
820,hängen::V,ауыгъд уын,ಇಳಿಯಬಿಡು
821,werden::V,суӕвын,ಆಗು
822,passieren::V,æрцæуын,ಆಗು
823,beginnen::V,райдайын,ಆರಂಭಿಸು
824,enden::V,фæуын,ಕೊನೆಗಾಣು
825,wechseln::V,ивын,ಮಾರ್ಪಡಿಸು
826,aufgehen[Sonne]::V,скæсын,ಮೂಡು
827,untergehen[Sonne]::V, аныгуылын,ಮುಳುಗು
828,scheinen[Sonne]::V,рухс кӕнын,ಹೊಳೆ
829,donnern::V,нæрын,ಗುಡುಗಾಗು
830,wehen::V,дымын,ತೀಡು
831,strömen::V,кӕлын,ಹರಿ
832,fließen::V,цæуын,ಹರಿ
833,fließen::V,уайын,ಹರಿ
834,fließen::V,кæлын,ಹರಿ
835,sich drehen::V,зилын,ಸುತ್ತು
836,schwanken::V,æнкъуысын,ಓಲಾಡು
837,schwingen::V,æнкъуысын,ತೂಗು
838,schwingen::V,змæлын,ತೂಗು
839,fallen::V,хауын,ಉದುರು
840,brennen::V,судзын,ಉರಿ
841,rauchen::V,фæздæг кæнын,ಹೊಗೆಬಿಡು
842,regnen::V,уарын,ಸುರಿ
843,gefrieren::V,сӕлын,ಹೆಪ್ಪುಗಟ್ಟು
844,tauen::V,стайын,ಬೆಚ್ಚಗಾಗು
845,schmelzen::V,тайын,ಕರಗು
846,trocknen::V,хус кæнын,ಒಣಗು
847,sieden::V,фыцын,ಕುದಿ
848,faulen::V,ӕмбийын,ಕೊಳೆ
849,verfaulen::V,бамбийын,ನಶಿಸು
850,reißen::V,скъуийын,ಒಡೆ
851,versinken::V,дӕлдон_кӕнын,ಮುಳುಗು
852,vergehen::V,аивгъуийын,ಸಾಗು
853,erscheinen::V,разынын,ತೋರು
854,verschwinden::V,фæтары уын,ಮಾಯವಾಗು
855,verschwinden::V,фæдæлдзæх уын,ಮಾಯವಾಗು
856,verschwinden::V,фесæфын,ಮಾಯವಾಗು
857,verschwinden::V,æрбайсæфын,ಮಾಯವಾಗು
858,sinken::V,дæлæмæ æрхауын,ಕುಸಿ
859,abnehmen::V,фæкъаддæр уын,ತಗ್ಗು
860,abnehmen::V,фæцух уын,ತಗ್ಗು
861,zunehmen::V,фæфылдæр уын,ಬೆಳೆ
862,zunehmen::V,сбирæ уын,ಬೆಳೆ
863,zunehmen::V,сахадын,ಬೆಳೆ
864,steigen::V,сыстын,ಉಬ್ಬು
865,wachsen::V,рӕзын,ಬೆಳೆ
866,glänzen::V,ӕрттивын,ಮಿರುಗು
867,funkeln::V,тыбар-тыбур_кӕнын,ಮಿನುಗು
868,lärmen::V,хъæлæба кæнын,ಶಬ್ದ ಮಾಡಲು
869,läuten::V,цæгъдын,ಬಾರಿಸು
870,klingeln::V,цæгъдын,ಅನುರಣಿಸು
871,klirren::V,дзыгъал-мыгъул кæнын,ಕಿಣಿಕಿಣಿಸು
872,klirren::V,дзæгъ-дзæгъ кæнын,ಕಿಣಿಕಿಣಿಸು
873,brausen::V,абухын,ಅಬ್ಬರಿಸು
874,klingen::V,зæлын,ಉಸಿರು
875,klingen::V,азæлын,ಉಸಿರು
876,klingen::V,хъуысын,ಉಸಿರು
877,bellen::V,рæйын,ಬಗುಳು
878,heulen::V,ниуын,ಅರಚು
879,blasen::V,фу кӕнын,ಗಾಳಿ ಊದು
880,pfeifen::V,æхситт кæнын,ಸಿಳ್ಳೆಯೂದು
881,pfeifen::V,къуыззитт кæнын,ಸಿಳ್ಳೆಯೂದು
882,schreien::V,хъӕр кӕнын,ಕರೆ
883,stöhnen::V,хъæрзын,ನರಳು
884,stöhnen::V,дзыназын,ನರಳು
885,zittern::V,ризын,ನಡುಗು
886,leben::V,цӕрын,ಇರು
887,geboren werden::V,райгуырын,ಉಂಟಾಗು
888,atmen::V,улӕфын,ಉಸಿರು
889,trinken::V,нуазын,ಕುಡಿ
890,essen::V,хӕрын,ತಿನ್ನು
891,schlucken::V,ныхъуырын,ನುಂಗು
892,müde werden::V,бафæллайын,ಬಳಲು
893,müde werden::V,бафæлмæцын,ಬಳಲು
894,müde werden::V,сфæлмæцын,ಬಳಲು
895,einschlafen::V,бафынæй уын,ನಿದ್ಧೆಹೋಗು
896,schlafen::V,хуыссын,ನಿದ್ರಿಸು
897,schlafen::V,фынӕй кӕнын,ನಿದ್ರಿಸು
898,aufwachen::V,райхъал уын,ಏಳು
899,aufstehen::V,стын,ಏಳು
900,sich erholen::V,фæллад уадзын,ಸುಧಾರಿಸು
901,sich erholen::V,улæфын,ಸುಧಾರಿಸು
902,krank werden::V,фӕрынчын уын,ಬೇನೆಬೀಳು
903,krank sein::V,сӕйын,ಕೆಟ್ಟ ಎಂದು
904,schmerzen::V,риссын,ಕಚ್ಚು
905,husten::V,хуыфын,ಕೆಮ್ಮು
906,genesen::V,сдзæбæх уын,ಮತ್ತೆಹೊದಿಸು
907,genesen::V,рандидзын,ಮತ್ತೆಹೊದಿಸು
908,genesen::V,сæндидзын,ಮತ್ತೆಹೊದಿಸು
909,sterben::V,мӕлын,ಮೃತಪಡು
910,umkommen::V,фесæфын,ಹಾಳಾಗು
911,umkommen::V,байсæфын,ಹಾಳಾಗು
912,umkommen::V,бабын уын,ಹಾಳಾಗು
913,umkommen::V,мард фæуын,ಹಾಳಾಗು
914,sich bewegen::V,тæлфын,ಚಲಿಸು
915,sich bewegen::V,цæуын,ಚಲಿಸು
916,sich rühren::V,змӕлын,ಕದಲು
917,sich erheben::V,стын,ಏಳು
918,sich setzen::V,сбадын,ಕೂರು
919,hinfallen::V,ӕрхауын,ಬೀಳು
920,laufen::V,цӕуын,ನಡೆ
921,laufen::V,рацу-бацу_кӕнын,ನಡೆ
922,schreiten::V,къахдзæф кæнын,ಮೆಲ್ಲಗೆ ನಡೆ
923,schreiten::V,санчъех кæнын,ಮೆಲ್ಲಗೆ ನಡೆ
924,schreiten::V,цæуын,ಮೆಲ್ಲಗೆ ನಡೆ
925,spazierengehen::V,озер кæнын,ವಿಹರಿಸು
926,spazierengehen::V,тезгъо кæнын,ವಿಹರಿಸು
927,eilen::V,тагъд кæнын,ಮುನ್ನುಗ್ಗು
928,eilen::V,тындзын,ಮುನ್ನುಗ್ಗು
929,sich beeilen::V,тагъд кæнын,ಆತುರಪಡು
930,sich beeilen::V,тындзын,ಆತುರಪಡು
931,sausen::V,уайын,ಒಗೆ
932,sausen::V,тæхын,ಒಗೆ
933,rennen::V,згъорын,ಓಡು
934,springen::V,гæпп кæнын,ಜಿಗಿ
935,springen::V,сæррæтт кæнын,ಜಿಗಿ
936,springen::V,лиуырын,ಜಿಗಿ
937,klettern::V,хилын,ಏರು
938,schaukeln::V,хецъро кæнын,ತೂಗು
939,schaukeln::V,херыйыл бадын,ತೂಗು
940,kriechen::V,бырын,ತೆವಳು
941,schwimmen::V,ленк кӕнын,ಈಜು
942,tauchen::V,ныгъуылын,ಕೆಳಗಿಳಿ
943,rudern::V,бæлæгъ тæрын,ಸಾಗಿಸು
944,rudern::V,чема тæрын,ಸಾಗಿಸು
945,fahren::V,цӕуын,ನಡೆಸು
946,fliegen::V,тӕхын,ಹಾರು
947,gehen::V,цӕуын,ಹೋಗು
948,weggehen::V,ацӕуын,ಹೊರಡು
949,abfahren::V,араст уын,ತೆರಳು
950,anhalten::V,æрлæууын,ನಿಲ್ಲು
951,hineingehen::V,мидæмæ цæуын,ಒಳಹೊಗು
952,eintreten::V,бацӕуын,ಒಳಹೊಗು
953,kommen::V,æрцæуын,ಬರು
954,ankommen::V,æрцæуын,ಬರು
955,zurückkommen::V,раздæхын,ಹಿಂದಿರುಗು
956,zurückkommen::V,фæстæмæ_раздæхын,ಹಿಂದಿರುಗು
957,zurückkommen::V,æрбаздæхын,ಹಿಂದಿರುಗು
958,zurückkommen::V,аздæхын,ಹಿಂದಿರುಗು
959,bleiben::V,лӕууын,ಇರು
960,warten::V,ӕнхъӕлмӕ кӕсын,ಇರು
961,erwarten::V,ӕнхъӕлмӕ кӕсын,ನಿರೀಕ್ಷಿಸು
962,suchen::V,агурын,ಹುಡುಕು
963,finden::V,ссарын,ಕಂಡುಕೊ
964,versuchen::V,фӕлварын,ಪ್ರಯತ್ನಿಸು
965,vorbereiten::V,бацаттæ кæнын,ಸಿದ್ಧವಾಗು
966,vorbereiten::V,æрæввонг кæнын,ಸಿದ್ಧವಾಗು
967,lieben::V,уарзын,ಪ್ರೀತಿಸು
968,mögen::V,зæрдæмæ цæуын,ಇಷ್ಟಪಡು
969,lachen::V,худын,ನಗು
970,rühren::V,зæрдæ суынгæг кæнын,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
971,weinen::V,кӕуын,ಅಳು
972,schimpfen::V,æлгъитын,ಗೊಣಗು
973,sich ärgern::V,мæсты кæнын,ಗಣಗಾಡು
974,sich fürchten::V,тæрсын,ನಡುಗು
975,fürchten::V,тæрсын,ಹೆದರು
976,fliehen::V,лидзын,ಓಡಿಹೋಗು
977,flüchten::V,алидзын,ಪಾರಾಗು
978,sehen::V,уынын,ಕಾಣು
979,anschauen::V,акӕсын,ನೋಡು
980,ansehen::V,кӕсын,ನಿರೀಕ್ಷಿಸು
981,hören::V,хъусын,ಕೇಳು
982,zuhören::V,хъусын,ಆಲಿಸು
983,probieren::V,уынын,ರುಚಿ ನೋಡು
984,probieren::V,аходын,ರುಚಿ ನೋಡು
985,riechen::V,смудын,ಮೂಸು
986,fühlen::V,ӕнкъарын,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
987,scheinen::V,зынын,ತೋರು
988,zu sehen sein::V,зынын,ಕಾಣಿಸು
989,vernehmen::V,фехъусын,ಕೇಳು
990,frieren::V,сийын,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
991,tun::V,кӕнын,ಮಾಡು
992,können::V,фӕразын,ಮಾಡಬಲ್ಲ
993,wollen::V,фӕндын,ಬಯಸು
994,anfangen::V,райдайын,ಪ್ರಾರಂಭಿಸು
995,beenden::V,фӕуын,ನಿಲ್ಲಿಸು
996,aufhören::V,банцайын,ಮುಗಿಸು
997,aufhören::V,фенцайын,ಮುಗಿಸು
998,gelingen::V,бантысын,ಯಶಸ್ವಿಯಾಗು
999,geraten::V,разынын,ಉತ್ಪತ್ತಿಮಾಡು
1000,öffnen::V,гом кӕнын,ತೆರೆ
1001,schließen::V,ӕхгӕнын,ಮುಚ್ಚು
1002,stellen::V,ӕвӕрын,ಇಕ್ಕು
1003,setzen::V,сбадын кӕнын,ಇಡು
1004,legen::V,ӕрӕвӕрын,ಇಡು
1005,berühren::V,агайын,ತಾಕು
1006,verbinden::V,бӕттын,ಕೂಡಿಸು
1007,bedecken::V,ӕмбӕрзын,ಮುಚ್ಚು
1008,aufhängen::V,ауындзын,ತೂಗುಹಾಕು
1009,anzünden::V,ссудзын,ಹತ್ತಿಸು
1010,aufheben::V,сисын,ಆಯಿ
1011,zurücklassen::V,ныууадзын,ಬಿಡು
1012,verlieren::V,фесафын,ಕಳೆ
1013,fallen lassen::V,ӕрӕппарын,ಬೀಳಿಸು
1014,fallen lassen::V,къухтӕй феуӕгъд кӕнын,ಬೀಳಿಸು
1015,machen::V,саразын,ಮಾಡು
1016,herstellen::V,сцæттæ кæнын,ತಯಾರಿಸು
1017,herstellen::V,саразын,ತಯಾರಿಸು
1018,bauen::V,амайын,ಕಟ್ಟು
1019,reparieren::V,æмпъузын,ಸರಿಪಡಿಸು
1020,reparieren::V,цалцæг кæнын,ಸರಿಪಡಿಸು
1021,verbessern::V,фæхуыздæр кæнын,ತಿದ್ದು
1022,ändern::V,аивын,ಬದಲಾಯಿಸು
1023,graben::V,къахын,ಅಗೆ
1024,beugen::V,æркъæдз кæнын,ಬಗ್ಗಿಸು
1025,beugen::V,æртасын кæнын,ಬಗ್ಗಿಸು
1026,biegen::V,тасын кӕнын,ಬಗ್ಗಿಸು
1027,drehen::V,здухын,ತಿರುಗು
1028,wenden::V,афæлдахын,ತಿರುಗು
1029,wenden::V,рафæлдахын,ತಿರುಗು
1030,umdrehen::V,афæлдахын,ತಿರುಗಿಸು
