,Concept_ID,cy,fr
194,Krähe::N,brân,corneille
195,Kuckuck::N,cog,coucou
196,Kuckuck::N,cwcw,coucou
197,Schwan::N,alarch,cygne
198,Fisch::N,pysgod,poisson
199,Barsch::N,draenog,perche
200,Hecht::N,penhwyad,brochet
201,Schlange[Tier]::N,neidr,serpent
202,Wurm::N,abwydyn,ver
203,Wurm::N,pryf genwair,ver
204,Spinne::N,cor,araignée
205,Spinne::N,pryf copyn,araignée
206,Ameise::N,morgrugyn,fourmi
207,Laus::N,lleuen,pou
208,Mücke::N,gwybedyn,moucheron
209,Fliege::N,cleren,mouche
210,Schmetterling::N,glöyn byw,papillon
211,Schmetterling::N,iâr fach yr haf,papillon
212,Beere::N,aeronen,baie
213,Apfel::N,afal,pomme
214,Pilz::N,madarch,champignon
215,Zwiebel::N,nionyn,oignon
216,Zwiebel::N,winwnsyn,oignon
217,Saat::N,had,semence
218,Korn::N,grawn,grain
219,Heu::N,gwair,foin
220,Schale::N,croen,pelure
221,Schale::N,plisgyn,pelure
222,Grube::N,pwll,fosse
223,Grube::N,pydew,fosse
224,Falle::N,magl,piège
225,Schlinge::N,cwlwm rhedeg,lacs
226,Spur::N,ôl,trace
227,Asche::N,lludw,cendre
228,Dreck::N,baw,crotte
229,Dreck::N,budreddi,crotte
230,Eisen::N,haearn,fer
231,Gold::N,aur,or
232,Silber::N,arian,argent
233,Kohle::N,glo,charbon
234,Glas::N,gwydr,verre
235,Lehm::N,clai,glaise
236,Sand::N,tywod,sable
237,Mensch::N,dyn,homme
238,Mann::N,dyn,homme
239,Frau::N,merch,femme
240,Frau::N,gwraig,femme
241,Kind::N,plentyn,enfant
242,Junge::N,hogyn,garçon
243,Junge::N,bachgen,garçon
244,Mädchen::N,merch,fille
245,Mädchen::N,merch,jeune fille
246,Mädchen::N,geneth,fille
247,Mädchen::N,geneth,jeune fille
248,Familie::N,teulu,famille
249,Familie::N,tylwyth,famille
250,Großvater::N,taid,grand-père
251,Großvater::N,tad-cu,grand-père
252,Großmutter::N,nain,grand-mère
253,Großmutter::N,mam-gu,grand-mère
254,Eltern::N,rhieni,parents
255,Vater::N,tad,père
256,Mutter::N,mam,mère
257,Sohn::N,mab,fils
258,Tochter::N,merch,fille
259,Bruder::N,brawd,frère
260,Schwester::N,chwaer,sœur
261,Onkel::N,ewythr,oncle
262,Tante::N,modryb,tante
263,Ehemann::N,gŵr,mari
264,Ehemann::N,gŵr,époux
265,Ehefrau::N,gwraig,femme
266,Ehefrau::N,gwraig,épouse
267,Freude::N,gorfoledd,joie
268,Freude::N,gorfoledd,plaisir
269,Gelächter::N,chwerthin,rires
270,Glück::N,hapusrwydd,bonheur
271,Kummer::N,galar,peine
272,Kummer::N,galar,chagrin
273,Wunsch::N,dymuniad,désir
274,Lust::N,chwant,envie
275,Geist::N,ysbryd,esprit
276,Gedanke::N,meddwl,idée
277,Gedanke::N,meddwl,pensée
278,Gedächtnis::N,cof,mémoire
279,Verstand::N,meddwl,raison
280,Sinn::N,ystyr,sens
281,Grund::N,achos,cause
282,Grund::N,achos,raison
283,Grund::N,rheswm,cause
284,Grund::N,rheswm,raison
285,Wahrheit::N,gwir,vérité
286,Wahrheit::N,gwirionedd,vérité
287,Gespräch::N,sgwrs,conversation
288,Märchen::N,chwedl werin,conte
289,Märchen::N,chwedl werin,conte de fées
290,Erzählung::N,stori,conte
291,Erzählung::N,stori,narration
292,Nachricht::N,neges,message
293,Neuigkeit::N,newydd,nouvelle
294,Name::N,enw,nom
295,Rätsel::N,pos,énigme
296,Rätsel::N,pos,devinette
297,Rede::N,araith,parole
298,Rede::N,araith,discours
299,Sprache::N,iaith,langue
300,Sprache::N,iaith,langage
301,Stimme::N,llais,voix
302,Wort::N,gair,mot
303,Zeichen::N,arwydd,signe
304,Ruf::N,galwad,cri
305,Ruf::N,galwad,appel
306,Lärm::N,trwst,bruit
307,Laut::N,sain,son
308,Ton::N,tôn,ton
309,Lied::N,cân,chant
310,Lied::N,cân,chanson
311,Ruhe::N,tawelwch,calme
312,Ruhe::N,tawelwch,tranquillité
313,Leute::N,pobl,gens
314,Volk::N,pobl,peuple
315,Arbeit::N,gwaith,travail
316,Gast::N,gwestai,hôte
317,Gast::N,gwestai,invité
318,Geschenk::N,rhodd,cadeau
319,Geschenk::N,rhodd,présent
320,Geschenk::N,anrheg,cadeau
321,Geschenk::N,anrheg,présent
322,Spiel::N,chwarae,jeu
323,Gesellschaft::N,cwmni,compagnie
324,Hilfe::N,cymorth,aide
325,Hilfe::N,cymorth,secours
326,Freund::N,cyfaill,ami
327,Kamerad::N,cydymaith,copain
328,Kamerad::N,cydymaith,camarade
329,Angelegenheit::N,pwnc,affaire
330,Anzahl::N,cyfrif,nombre
331,Art::N,bath,sorte
332,Art::N,bath,espèce
333,Stück::N,darn,morceau
334,Teil::N,rhan,part
335,Teil::N,rhan,partie
336,Hälfte::N,hanner,moitié
337,Kreis::N,cylch,cercle
338,Kreuz::N,croes,croix
339,Linie::N,llinell,ligne
340,Strich::N,strôc,trait
341,Strich::N,trawiad,trait
342,Abstand::N,bwlch,écart
343,Abstand::N,pellter,écart
344,Entfernung::N,pellter,distance
345,Gegend::N,cylch,région
346,Gegend::N,cylch,contrée
347,Platz::N,lle,place
348,Ort::N,lle,lieu
349,Ort::N,lle,endroit
350,Seite::N,ochr,côté
351,Mitte::N,canol,milieu
352,Gegenstand::N,eitem,objet
353,Sache::N,peth,chose
354,Rand::N,cwr,bord
355,Rand::N,ymyl,bord
356,Kante::N,min,arête
357,Kante::N,ymyl,arête
358,Ecke::N,cornel,coin
359,Ecke::N,cornel,tournant
360,Spitze::N,blaen,cime
361,Spitze::N,blaen,pointe
362,Ende::N,pen,bout
363,Loch::N,twll,trou
364,Winkel::N,congl,coin
365,Winkel::N,congl,réduit
366,Muster::N,patrwm,dessin
367,Größe::N,maint,grandeur
368,Größe::N,maintioli,grandeur
369,Länge::N,hyd,longueur
370,Höhe::N,uchder,hauteur
371,Höhe::N,uchder,altitude
372,Gewicht::N,pwysau,poids
373,Menge::N,swm,quantité
374,Menge::N,maint,quantité
375,Haufen::N,pentwr,tas
376,Reihe::N,rhes,file
377,Reihe::N,rhes,rangée
378,Boot::N,cwch,canot
379,Boot::N,cwch,bateau
380,Ruder::N,rhwyf,rame
381,Ruder::N,rhwyf,aviron
382,Schlitten::N,sled,traîneau
383,Schlitten::N,car llusg,traîneau
384,Ski::N,sgi,ski
385,Lagerfeuer::N,coelcerth,feu de camp
386,Last::N,llwyth,charge
387,Last::N,llwyth,fardeau
388,Gang::N,tro,tour
389,Gang::N,tro,marche
390,Schritt::N,cam,pas
391,Norden::N,gogledd,nord
392,Süden::N,de,sud
393,Westen::N,gorllewin,ouest
394,Westen::N,gorllewin,occident
395,Osten::N,dwyrain,est
396,Osten::N,dwyrain,orient
397,Holz::N,pren,bois
398,Brett::N,bwrdd,planche
399,Brett::N,astell,planche
400,Platte::N,llech,plaque
401,Stütze::N,ateg,appui
402,Stütze::N,ateg,soutien
403,Stütze::N,cynhalydd,appui
404,Stütze::N,cynhalydd,soutien
405,Stange::N,polyn,barre
406,Stange::N,polyn,perche
407,Stock::N,ffon,canne
408,Stock::N,brigyn,canne
409,Stab::N,ffon,bâton
410,Rohr::N,pibell,tube
411,Rohr::N,pibell,tuyau
412,Haus::N,tŷ,maison
413,Heim::N,cartref,maison
414,Ofen::N,stof,poêle
415,Fußboden::N,llawr,plancher
416,Tisch::N,bwrdd,table
417,Stuhl::N,cadair,chaise
418,Wiege::N,crud,berceau
419,Bett::N,gwely,lit
420,Regal::N,silff,étagère
421,Kiste::N,bocs,caisse
422,Kiste::N,blwch,caisse
423,Fenster::N,ffenestr,fenêtre
424,Tür::N,drws,porte
425,Tor::N,porth,porte
426,Tor::N,porth,portail
427,Zaun::N,ffens,clôture
428,Dach::N,to,toit
429,Leiter::N,ysgol,échelle
430,Besen::N,ysgub,balai
431,Spaten::N,rhaw,bêche
432,Schaufel::N,rhaw,pelle
433,Gabel::N,fforc,fourchette
434,Löffel::N,llwy,cuiller
435,Messer::N,cyllell,couteau
436,Nagel::N,hoel,clou
437,Netz::N,gwe,filet
438,Netz::N,rhwyd,filet
439,Haken::N,bach,croc
440,Haken::N,bach,crochet
441,Griff::N,carn,prise
442,Griff::N,carn,manche
443,Schloss::N,clo,serrure
444,Bild::N,llun,image
445,Bild::N,llun,tableau
446,Bild::N,pictiwr,image
447,Bild::N,pictiwr,tableau
448,Figur::N,ffigur,figure
449,Puppe::N,dol,poupée
450,Beutel::N,cwd,sac
451,Beutel::N,cwd,petit sac
452,Bündel::N,bwndel,paquet
453,Bündel::N,bwndel,faisceau
454,Bündel::N,coflaid,paquet
455,Bündel::N,coflaid,faisceau
456,Tasche::N,cod,sac
457,Eimer::N,bwced,seau
458,Eimer::N,cunnog,seau
459,Deckel::N,caead,couvercle
460,Geschirr::N,llestri,vaisselle
461,Sack::N,sach,sac
462,Tasse::N,cwpan,tasse
463,Topf::N,pot,pot
464,Topf::N,pot,marmite
465,Topf::N,crochan,pot
466,Topf::N,crochan,marmite
467,Kessel::N,tegell,chaudron
468,Essen::N,pryd o fwyd,repas
469,Essen::N,pryd o fwyd,manger
470,Nahrung::N,bwyd,nourriture
471,Speise::N,saig,plat
472,Fleisch::N,cig,viande
473,Getreide::N,ŷd,blé
474,Getreide::N,ŷd,céréales
475,Getreide::N,llafur,blé
476,Getreide::N,llafur,céréales
477,Brei::N,uwd,purée
478,Brei::N,uwd,bouillie
479,Brot::N,bara,pain
480,Scheibe::N,tafell,tranche
481,Fett::N,saim,graisse
482,Fett::N,braster,graisse
483,Butter::N,ymenyn,beurre
484,Öl::N,olew,huile
485,Salz::N,halen,sel
486,Suppe::N,cawl,soupe
487,Suppe::N,cawl,potage
488,Honig::N,mêl,miel
489,Milch::N,llaeth,lait
490,Milch::N,llefrith,lait
491,Tee::N,te,thé
492,Leder::N,lledr,cuir
493,Wolle::N,gwlân,laine
494,Stoff::N,lliain,tissu
495,Stoff::N,lliain,étoffe
496,Stoff::N,brethyn,tissu
497,Stoff::N,brethyn,étoffe
498,Nadel::N,nodwydd,aiguille
499,Faden::N,edau,fil
500,Faden::N,edefyn,fil
501,Knopf::N,botwm,bouton
502,Knoten::N,cwlwm,nœud
503,Farbe::N,paent,peinture
504,Kleidung::N,dillad,vêtements
505,Kleidung::N,dillad,habillement
506,Kleidung::N,gwisgoedd,vêtements
507,Kleidung::N,gwisgoedd,habillement
508,Hemd::N,crys,chemise
509,Kragen::N,coler,col
510,Ärmel::N,llawes,manche
511,Hose::N,trowsus,pantalon
512,Gürtel::N,gwregys,ceinture
513,Mütze::N,cap,bonnet
514,Mütze::N,cap,casquette
515,Schuh::N,esgid,soulier
516,Schuh::N,esgid,chaussure
517,Stiefel::N,botasen,botte
518,Ring::N,modrwy,bague
519,Band::N,rhuban,ruban
520,Kamm::N,crib,peigne
521,Spiegel::N,drych,glace
522,Spiegel::N,drych,miroir
523,Riemen::N,strap,lanière
524,Riemen::N,strap,courroie
525,Schnur::N,llinyn,corde
526,Schnur::N,llinyn,ficelle
527,Leine::N,tennyn,laisse
528,Decke::N,blanced,couverture
529,Decke::N,gwrthban,couverture
530,Kissen::N,clustog,oreiller
531,Kissen::N,gobennydd,oreiller
532,Tuch::N,sgarff,drap
533,Tuch::N,sgarff,fichu
534,Handtuch::N,tywel,serviette
535,Handtuch::N,tywel,essuie-mains
536,Handtuch::N,lliain sychu,serviette
537,Handtuch::N,lliain sychu,essuie-mains
538,Kraft::N,grym,force
539,Stärke::N,nerth,vigueur
540,Stärke::N,cryfder,vigueur
541,Gesundheit::N,iechyd,santé
542,Krankheit::N,afiechyd,maladie
543,Krankheit::N,anhwylder,maladie
544,Schmerz::N,poen,douleur
545,Schmerz::N,gwayw,douleur
546,Wunde::N,clwyf,plaie
547,Wunde::N,clwyf,blessure
548,Fieber::N,twymyn,fièvre
549,Arznei::N,meddyginiaeth,remède
550,Arznei::N,meddyginiaeth,médecine
551,Brücke::N,pont,pont
552,Brunnen::N,ffynnon,puits
553,Weide::N,porfa,pâturage
554,Pfad::N,llwybr,sentier
555,Weg::N,ffordd,voie
556,Weg::N,ffordd,chemin
557,Straße::N,heol,route
558,Straße::N,ffordd,route
559,Dorf::N,pentref,village
560,Stadt::N,tref,cité
561,Stadt::N,tref,ville
562,Brief::N,llythyr,lettre
563,Buch::N,llyfr,livre
564,Buchstabe::N,llythyren,lettre
565,Buchstabe::N,llythyren,caractère
566,Zeitung::N,papur newydd,journal
567,Leben::N,bywyd,vie
568,Tod::N,marwolaeth,mort
569,Grab::N,bedd,tombe
570,Kirche::N,eglwys,église
571,Sünde::N,pechod,péché
572,Gott::N,duw,dieu
573,Arbeiter::N,gweithiwr,ouvrier
574,Arbeiter::N,gweithiwr,travailleur
575,Chef::N,pennaeth,chef
576,Chef::N,pennaeth,patron
577,Meister::N,meistr,maître
578,Arzt::N,meddyg,médecin
579,Lehrer::N,athro,professeur
580,Lehrer::N,athro,instituteur
581,Geld::N,pres,argent
582,Geld::N,arian,argent
583,Geschäft::N,busnes,affaire
584,Geschäft::N,busnes,commerce
585,Laden::N,siop,magasin
586,Laden::N,siop,boutique
587,Preis::N,pris,prix
588,Ware::N,nwydd,marchandise
589,Nutzen::N,elw,profit
590,Nutzen::N,budd,profit
591,Reichtum::N,cyfoeth,richesse
592,Welt::N,byd,monde
593,Land::N,gwlad,pays
594,Staat::N,gwladwriaeth,État
595,König::N,brenin,roi
596,Macht::N,grym,pouvoir
597,Macht::N,grym,puissance
598,Macht::N,awdurdod,pouvoir
599,Macht::N,awdurdod,puissance
600,Grenze::N,ffin,frontière
601,Grenze::N,goror,frontière
602,Krieg::N,rhyfel,guerre
603,Feind::N,gelyn,ennemi
604,Gewalt::N,ffyrnigrwydd,violence
605,Kampf::N,brwydr,lutte
606,Kampf::N,brwydr,combat
607,Bogen[Waffe]::N,bwa,arc
608,Pfeil::N,saeth,flèche
609,Gewehr::N,dryll,fusil
610,Fehler::N,gwall,faute
611,Fehler::N,gwall,erreur
612,Fehler::N,camgymeriad,faute
613,Fehler::N,camgymeriad,erreur
614,Lüge::N,celwydd,mensonge
615,Lüge::N,anwiredd,mensonge
616,Schaden::N,niwed,dégât
617,Schaden::N,niwed,dommage
618,Schaden::N,difrod,dégât
619,Schaden::N,difrod,dommage
620,Unglück::N,anffawd,malheur
621,Schuld::N,bai,faute
622,Schuld::N,bai,culpabilité
623,Alter::N,oed,âge
624,Schluss::N,diwedd,fin
625,Zeit::N,amser,temps
626,Tag::N,dydd,jour
627,Tag::N,dydd,journée
628,Tag::N,diwrnod,jour
629,Tag::N,diwrnod,journée
630,Morgen::N,bore,matin
631,Morgen::N,bore,matinée
632,Mittag::N,nawn,midi
633,Abend::N,noswaith,soir
634,Abend::N,noswaith,soirée
635,Nacht::N,nos,nuit
636,Woche::N,wythnos,semaine
637,Monat::N,mis,mois
638,Jahr::N,blwyddyn,an
639,Jahr::N,blwyddyn,année
640,Frühling::N,gwanwyn,printemps
641,Sommer::N,haf,été
642,Herbst::N,hydref,automne
643,Winter::N,gaeaf,hiver
644,Januar::N,Ionawr,janvier
645,Februar::N,Chwefror,février
646,März::N,Mawrth,mars
647,April::N,Ebrill,avril
648,Mai::N,Mai,mai
649,Juni::N,Mehefin,juin
650,Juli::N,Gorffennaf,juillet
651,August::N,Awst,août
652,September::N,Medi,septembre
653,Oktober::N,Hydref,octobre
654,November::N,Tachwedd,novembre
655,Dezember::N,Rhagfyr,décembre
656,Montag::N,dydd Llun,lundi
657,Dienstag::N,dydd Mawrth,mardi
658,Mittwoch::N,dydd Mercher,mercredi
659,Donnerstag::N,dydd Iau,jeudi
660,Freitag::N,dydd Gwener,vendredi
661,Samstag::N,dydd Sadwrn,samedi
662,Sonntag::N,dydd Sul,dimanche
663,groß::A,mawr,grand
664,klein::A,bach,petit
665,lang::A,hir,long
666,kurz::A,byr,court
667,kurz::A,cwta,court
668,breit::A,llydan,large
669,schmal::A,cul,étroit
670,dicht::A,dwys,dense
671,dick[Gegenstand]::A,trwchus,épais
672,dünn::A,tenau,mince
673,fein::A,main,fin
674,fein::A,main,menu
675,fest::A,cadarn,ferme
676,fest::A,cadarn,solide
677,flach::A,gwastad,plat
678,glatt::A,llyfn,poli
679,glatt::A,llyfn,lisse
680,hart::A,caled,dur
681,weich::A,meddal,mou
682,rund::A,crwn,rond
683,spitz::A,pigfain,aigu
684,spitz::A,pigfain,pointu
685,scharf::A,miniog,tranchant
686,stumpf::A,pŵl,mousse
687,stumpf::A,pŵl,émoussé
688,schwer::A,trwm,lourd
689,schwer::A,trwm,pesant
690,schön::A,teg,beau
691,schön::A,hardd,beau
692,schön::A,prydferth,beau
693,heiß::A,poeth,chaud
694,heiß::A,poeth,très chaud
695,warm::A,twym,chaud
696,warm::A,cynnes,chaud
697,kalt::A,oer,froid
698,kühl::A,oeraidd,frais
699,frisch::A,iach,frais
700,feucht::A,llaith,humide
701,nass::A,gwlyb,mouillé
702,trocken::A,sych,sec
703,voll::A,llawn,plein
704,voll::A,llawn,rempli
705,leer::A,gwag,vide
706,offen::A,agored,ouvert
707,geschlossen::A,caead,clos
708,geschlossen::A,caead,fermé
709,geschlossen::A,caeëdig,clos
710,geschlossen::A,caeëdig,fermé
711,sauber::A,glân,net
712,sauber::A,glân,propre
713,schmutzig::A,budr,sale
714,schmutzig::A,budr,crasseux
715,schmutzig::A,brwnt,sale
716,schmutzig::A,brwnt,crasseux
717,roh::A,amrwd,cru
718,roh::A,amrwd,brut
719,reif::A,aeddfed,mûr
720,lecker::A,blasus,délicieux
721,lecker::A,blasus,appétissant
722,lecker::A,danteithiol,délicieux
723,lecker::A,danteithiol,appétissant
724,süß::A,melys,doux
725,bitter::A,chwerw,amer
726,sauer::A,sur,aigre
727,hell::A,disglair,clair
728,dunkel::A,tywyll,sombre
729,schwarz::A,du,noir
730,weiß::A,gwyn,blanc
731,rot::A,coch,rouge
732,gelb::A,melyn,jaune
733,blau::A,glas,bleu
734,grün::A,gwyrdd,vert
735,grau::A,llwyd,gris
736,bunt::A,lliwgar,multicolore
737,billig::A,rhad,bon marché
738,teuer::A,drud,cher
739,wertvoll::A,gwerthfawr,précieux
740,blind::A,dall,aveugle
741,taub::A,byddar,sourd
742,kräftig::A,nerthol,fort
743,kräftig::A,nerthol,vigoureux
744,kräftig::A,grymus,fort
745,kräftig::A,grymus,vigoureux
746,stark::A,cryf,fort
747,stark::A,cryf,puissant
748,stark::A,cadarn,fort
749,stark::A,cadarn,puissant
750,schwach::A,gwan,faible
751,fett::A,tew,gras
752,schlank::A,main,svelte
753,hübsch::A,tlws,joli
754,böse::A,drwg,mauvais
755,dumm::A,twp,sot
756,dumm::A,twp,bête
757,faul::A,diog,fainéant
758,faul::A,diog,paresseux
759,fleißig::A,dyfal,appliqué
760,geizig::A,crintach,avare
761,geizig::A,cybyddlyd,avare
762,klug::A,deallus,intelligent
763,geschickt::A,medrus,habile
764,geschickt::A,deheuig,habile
765,lieb::A,hoff,cher
766,lieb::A,hoff,gentil
767,lieb::A,annwyl,cher
768,lieb::A,annwyl,gentil
769,lustig::A,llon,gai
770,lustig::A,llon,joyeux
771,sanft::A,mwyn,doux
772,hungrig::A,newynog,affamé
773,krank::A,sâl,malade
774,krank::A,gwael,malade
775,nackt::A,noeth,nu
776,traurig::A,trist,triste
777,lebendig::A,yn fyw,vivant
778,gut::A,da,bon
779,schlecht::A,drwg,mauvais
780,schlecht::A,gwael,mauvais
781,richtig::A,cywir,juste
782,richtig::A,cywir,correct
783,schlimm::A,enbyd,grave
784,schlimm::A,enbyd,mauvais
785,wahr::A,gwir,vrai
786,wahr::A,gwir,véritable
787,alt::A,hen,vieux
788,neu::A,newydd,neuf
789,neu::A,newydd,nouveau
790,ehemalig::A,blaenorol,ancien
791,alt[Lebewesen]::A,oedrannus,âgé
792,alt[Lebewesen]::A,oedrannus,vieux
793,jung::A,ifanc,jeune
794,arm::A,tlawd,pauvre
795,reich::A,cyfoethog,riche
796,bekannt::A,cynefin,connu
797,bekannt::A,cyfarwydd,connu
798,berühmt::A,enwog,fameux
799,berühmt::A,enwog,célèbre
800,fremd::A,estron,étranger
801,verschieden::A,gwahanol,différent
802,nah::A,agos,lié
803,nah::A,agos,proche
804,fern::A,pell,éloigné
805,fern::A,pell,lointain
806,linker::A,aswy,gauche
807,linker::A,chwith,gauche
808,rechter::A,de,droit
809,rechter::A,deau,droit
810,anderer::A,arall,autre
811,erster::A,cyntaf,premier
812,zweiter::A,ail,second
813,zweiter::A,ail,deuxième
814,dritter::A,trydydd,troisième
815,letzter::A,olaf,dernier
816,allein::ADV,unig,seul
817,allein::ADV,ar ei ben ei hun,seul
818,auf einmal::ADV,ar yr un pryd,à la fois
819,zusammen::ADV,ynghyd,ensemble
820,zusammen::ADV,gyda'i gilydd,ensemble
821,lange::ADV,amser hir,longtemps
822,plötzlich::ADV,yn sydyn,tout à coup
823,sofort::ADV,ar unwaith,immédiatement
824,später::ADV,yn ddiweddarach,plus tard
825,jetzt::ADV,yn awr,maintenant
826,heute::ADV,heddiw,aujourd'hui
827,morgen::ADV,yfory,demain
828,bald::ADV,yn fuan,bientôt
