,Concept_ID,ja,cs
845,tauen::V,溶ける,tát
846,schmelzen::V,溶ける,tavit
847,trocknen::V,乾く,schnout
848,sieden::V,沸く,vřít
849,faulen::V,腐る,hnít
850,verfaulen::V,朽ちる,shnít
851,reißen::V,切れる,roztrhat se
852,versinken::V,沈む,topit se
853,versinken::V,沈む,ponořit se
854,vergehen::V,経つ,plynout
855,erscheinen::V,現れる,objevit se
856,verschwinden::V,消える,zmizet
857,sinken::V,下がる,klesat
858,abnehmen::V,減る,ubýt
859,zunehmen::V,増える,přibýt
860,steigen::V,上がる,stoupat
861,wachsen::V,伸びる,růst
862,glänzen::V,輝く,lesknout se
863,funkeln::V,ぴかぴか光る,jiskřit se
864,lärmen::V,騒ぐ,dělat hluk
865,läuten::V,鳴る,zvonit
866,klingeln::V,鳴る,zvonit
867,klirren::V,がらんがらんと鳴る,řinčet
868,brausen::V,逆巻く,hučet
869,rauschen::V,戦ぐ,šumět
870,klingen::V,鳴る,znít
871,bellen::V,吠える,štěkat
872,heulen::V,きゃんきゃん鳴く,výt
873,blasen::V,吹く,foukat
874,pfeifen::V,口笛を吹く,pískat
875,schreien::V,叫ぶ,křičet
876,stöhnen::V,うめく,sténat
877,zittern::V,震える,třást se
878,leben::V,生きている,žít
879,geboren werden::V,生まれる,rodit se
880,atmen::V,呼吸する,dýchat
881,trinken::V,飲む,pít
882,essen::V,食べる,jíst
883,schlucken::V,飲み込む,polykat
884,müde werden::V,眠くなる,unavit se
885,einschlafen::V,寝付く,usnout
886,schlafen::V,眠る,spát
887,aufwachen::V,目が覚める,probudit se
888,aufstehen::V,起きる,vstát
889,sich erholen::V,休養する,zotavovat se
890,krank werden::V,病気になる,onemocnět
891,krank sein::V,病気である,být nemocný
892,schmerzen::V,痛む,bolet
893,husten::V,咳をする,kašlat
894,genesen::V,元気になる,uzdravit se
895,sterben::V,死ぬ,umřít
896,sterben::V,亡くなる,umřít
897,umkommen::V,死亡する,zahynout
898,sich bewegen::V,移動する,pohnout se
899,sich rühren::V,動く,hnout se
900,sich erheben::V,立ち上がる,zdvihnout se
901,sich setzen::V,座る,posadit se
902,hinfallen::V,転ぶ,upadnout
903,laufen::V,歩く,běžet
904,schreiten::V,跨ぐ,kráčet
905,spazierengehen::V,散歩する,procházet se
906,eilen::V,急ぐ,spěchat
907,sich beeilen::V,焦る,pospíšit si
908,sausen::V,疾駆する,fičet
909,rennen::V,走る,pádit
910,springen::V,跳ぶ,skákat
911,klettern::V,よじ登る,lézt
912,klettern::V,よじ登る,šplhat
913,schaukeln::V,ぶらんこに乗る,houpat
914,kriechen::V,這う,lézt
915,kriechen::V,這う,plazit se
916,schwimmen::V,泳ぐ,plavat
917,tauchen::V,潜る,nořit se
918,rudern::V,漕ぐ,veslovat
919,fahren::V,行く,jet
920,fahren::V,行く,jezdit
921,fahren::V,乗車する,jet
922,fahren::V,乗車する,jezdit
923,fliegen::V,飛ぶ,létat
924,gehen::V,行く,jít
925,weggehen::V,立ち去る,odejít
926,abfahren::V,出発する,odjet
927,anhalten::V,止まる,zastavit se
928,hineingehen::V,入る,vcházet se
929,eintreten::V,中に入る,vstoupit
930,kommen::V,来る,přijít
931,ankommen::V,着く,dojít
932,ankommen::V,到着する,dojít
933,zurückkommen::V,帰る,vrátit se
934,bleiben::V,留まる,zůstat
935,warten::V,待つ,čekat
936,erwarten::V,期待する,čekat na
937,suchen::V,探る,hledat
938,finden::V,見つける,najít
939,versuchen::V,試す,zkoušet
940,vorbereiten::V,準備する,připravit
941,lieben::V,愛する,milovat
942,mögen::V,好きである,mít rád
943,lachen::V,笑う,smát se
944,rühren::V,感情を動かす,dojmout
945,weinen::V,泣く,plakat
946,schimpfen::V,叱る,nadávat
947,sich ärgern::V,怒る,pohoršit se
948,sich ärgern::V,腹を立てる,pohoršit se
949,sich fürchten::V,怖がる,bát se
950,fürchten::V,恐れる,bát se
951,fliehen::V,逃げる,utéct
952,flüchten::V,逃亡する,prchnout
953,sehen::V,見る,vidět
954,anschauen::V,眺める,podívat se na
955,ansehen::V,見る,sledovat
956,hören::V,聞く,slyšet
957,zuhören::V,聴く,poslouchat
958,probieren::V,食べてみる,ochutnávat
959,riechen::V,気取る,cítit
960,fühlen::V,感じる,cítit
961,scheinen::V,ように見える,zdát se
962,zu sehen sein::V,見える,moci být viděn
963,vernehmen::V,承る,uslyšet
964,frieren::V,寒気がする,mrznout
965,tun::V,する,dělat
966,können::V,出来る,moct
967,wollen::V,-たい,chtít
968,anfangen::V,始める,začít
969,beenden::V,終える,ukončit
970,aufhören::V,止める,přestat
971,gelingen::V,成功する,podařit se
972,geraten::V,当たる,dařit se
973,öffnen::V,開く,otevřít
974,öffnen::V,開ける,otevřít
975,schließen::V,閉める,zavřít
976,stellen::V,置く,postavit
977,stellen::V,据える,postavit
978,setzen::V,座らせる,posadit
979,legen::V,置く,klást
980,legen::V,置く,položit
981,berühren::V,触る,dotýkat se
982,berühren::V,触れる,dotýkat se
983,verbinden::V,結びつける,spojit
984,bedecken::V,覆う,pokrýt
985,aufhängen::V,掛ける,oběsit
986,aufhängen::V,掛ける,pověsit
987,anzünden::V,燃やす,zapálit
988,anzünden::V,燃やす,podpálit
989,anzünden::V,火をつける,zapálit
990,anzünden::V,火をつける,podpálit
991,aufheben::V,拾う,zvednout
992,aufheben::V,拾う,zdvihnout
993,zurücklassen::V,残す,zanechat
994,verlieren::V,無くす,ztratit
995,fallen lassen::V,落とす,upustit
996,machen::V,作る,udělat
997,herstellen::V,製造する,vyrobit
998,bauen::V,建設する,stavět
999,bauen::V,建設する,budovat
1000,reparieren::V,直す,opravit
1001,reparieren::V,修理する,opravit
1002,verbessern::V,改良する,zlepšit
1003,ändern::V,変える,změnit
1004,graben::V,掘る,rýt
1005,graben::V,掘る,kopat
1006,beugen::V,折る,ohnout
1007,biegen::V,曲げる,ohnout
1008,drehen::V,回す,točit
1009,wenden::V,裏返す,obrátit
1010,umdrehen::V,裏返す,obrátit
1011,heben::V,挙げる,zdvihnout
1012,hochheben::V,持ち上げる,zvednout
1013,ergreifen::V,取り上げる,chopit se
1014,halten::V,持つ,držet
1015,drücken::V,押す,stisknout
1016,schieben::V,ずらす,posouvat
1017,kratzen::V,引っ掻く,škrábat
1018,lecken::V,なめる,lízat
1019,beißen::V,噛む,kousat
1020,abreißen::V,剝ぎ取る,utrhat
1021,abreißen::V,剝ぎ取る,odtrhat
1022,abschneiden::V,切り取る,uřezat
1023,abschneiden::V,切り取る,ukrojit
1024,binden::V,縛る,přivázat
1025,stecken::V,差し込む,strčit
1026,brechen::V,破る,lomit
1027,klopfen::V,とんとん叩く,ťukat
1028,klopfen::V,とんとん叩く,klepat
1029,hauen::V,叩く,bít
1030,kleben::V,貼る,lepit
1031,kleben::V,くっ付ける,lepit
1032,reiben::V,擦る,třít
1033,streichen::V,塗る,mazat
1034,schleifen::V,研ぐ,brousit
1035,schneiden::V,切る,řezat
1036,schneiden::V,切る,střihat
1037,rütteln::V,揺さぶる,třást
1038,rütteln::V,揺さぶる,otřást
1039,schütteln::V,振る,třást
1040,schütteln::V,振る,zatřást
1041,schütteln::V,揺さぶる,třást
1042,schütteln::V,揺さぶる,zatřást
1043,schwenken::V,振る,mávat
1044,schütten::V,注ぐ,nasypat
1045,füllen::V,いっぱいにする,naplnit
1046,einwickeln::V,包む,zavinout
1047,tragen::V,運ぶ,nést
1048,schleppen::V,引きずる,vléct
1049,ziehen::V,引く,tahat
1050,ziehen::V,引く,táhnout
1051,aufbewahren::V,預かる,schovat
1052,werfen::V,投げる,házet
1053,fangen::V,受ける,chytat
1054,packen::V,掴む,uchvátit
1055,verstecken::V,隠す,schovat
1056,teilen::V,分ける,rozdělit
1057,schicken::V,送る,posílat
1058,bringen::V,持って行く,přinést
1059,hinzufügen::V,加える,připojit
1060,bekommen::V,得る,dostat
1061,erhalten::V,受ける,uchovat
1062,nehmen::V,取る,vzít
1063,wählen::V,選ぶ,zvolit
1064,auswählen::V,選ぶ,vybrat
1065,bewahren::V,保存する,uchránit
1066,behindern::V,妨害する,překážet
1067,verderben::V,台無しにする,zkazit
1068,beschädigen::V,損傷する,porušit
1069,beschädigen::V,損傷する,poškodit
1070,zerbrechen::V,割る,rozlámat
1071,zerreißen::V,引き裂く,roztrhnout
1072,zerstören::V,破壊する,zničit
1073,verbrennen::V,焼く,spálit
1074,geben::V,上げる,dát
1075,reichen::V,渡す,podat
1076,schenken::V,贈る,darovat
1077,versprechen::V,約束する,slíbit
1078,wünschen::V,望む,přát
1079,loben::V,褒める,chválit
1080,küssen::V,キスする,líbat
1081,wiegen::V,揺する,chovat
1082,wiegen::V,揺する,kolébat
1083,zudecken::V,覆う,přikrýt
1084,zudecken::V,覆う,přiklopit
1085,wecken::V,起こす,vzbudit
1086,zeigen::V,見せる,ukázat
1087,führen::V,案内する,vést
1088,lehren::V,教える,učit
1089,unterrichten::V,通知する,vyučovat
1090,aufziehen::V,育てる,vychovat
1091,leiten::V,導く,vodit
1092,antreiben::V,励ます,nutit
1093,lassen::V,～させる,dát
1094,einladen::V,誘う,pozvat
1095,einladen::V,招待する,pozvat
1096,vereinigen::V,一つにする,spojit
1097,besuchen::V,訪ねる,návštívit
1098,treffen::V,出会う,potkat
1099,sich versammeln::V,集まる,shromáždit se
1100,spielen::V,遊ぶ,hrát
1101,singen::V,歌う,zpívat
1102,tanzen::V,踊る,tančit
1103,sich trennen::V,別れる,rozejít se
1104,verlassen::V,別れる,opustit
1105,retten::V,救う,zachránit
1106,retten::V,助ける,zachránit
1107,bewachen::V,見張る,hlídat
1108,bewachen::V,軽微する,hlídat
1109,schützen::V,保護する,chránit
1110,verteidigen::V,守る,obhájit
1111,sich schlagen::V,殴る,bít se
1112,schießen::V,撃つ,střílet
1113,siegen::V,勝つ,zvítězit
1114,ärgern::V,怒らせる,zlobit
1115,ärgern::V,怒らせる,pohoršit
1116,schlagen::V,殴る,udeřit
1117,schlagen::V,殴る,praštit
1118,treten::V,蹴る,kopnout
1119,stechen::V,突く,bodnout
1120,stechen::V,突く,píchnout
1121,stoßen::V,突く,strčit
1122,stehlen::V,盗る,ukrást
1123,stören::V,構う,vyrušit
1124,belästigen::V,邪魔する,obtěžovat
1125,verbergen::V,隠す,skrýt
1126,täuschen::V,だます,klamat
1127,betrügen::V,だます,podvést
1128,töten::V,殺す,zabít
1129,wohnen::V,住む,bydlit
1130,arbeiten::V,働く,pracovat
1131,sammeln::V,集める,sebrat
1132,sammeln::V,収集する,sebrat
1133,pflücken::V,摘む,česat
1134,jagen::V,狩りをする,uhonit
1135,fischen::V,釣る,chytat ryby
1136,fassen::V,捕る,ulovit
1137,hüten::V,放牧する,pást
1138,treiben::V,追う,hnát
1139,anbinden::V,繋ぐ,přivázat
1140,füttern::V,餌をやる,krmit
1141,melken::V,搾乳する,dojit
1142,hacken::V,刻む,seknout
1143,gießen::V,水をやる,zalít
1144,reifen::V,熟す,uzrát
1145,zubereiten::V,調理する,připravit
1146,kochen::V,煮る,vařit
1147,backen::V,焼く,péct
1148,braten::V,焼く,smažit
1149,braten::V,炒める,smažit
1150,umrühren::V,混ぜる,zamíchat
1151,stricken::V,編む,plést
1152,nähen::V,縫う,šít
1153,färben::V,染める,nabarvit
1154,reinigen::V,掃除する,očistit
1155,waschen::V,洗う,mýt
1156,waschen::V,洗濯する,mýt
1157,abwischen::V,拭く,utřít
1158,spülen::V,洗う,spláchnout
1159,spülen::V,すすぐ,spláchnout
1160,fegen::V,掃除する,zamést
1161,kehren::V,掃く,mést
1162,baden::V,入浴する,koupat se
1163,sich waschen::V,洗う,mýt se
1164,ausziehen::V,脱ぐ,svléct
1165,anziehen::V,着る,obléct
1166,sich anziehen::V,着る,oblékat se
1167,kämmen::V,梳く,učesat
1168,schmücken::V,飾る,ozdobit
1169,sagen::V,言う,říct
1170,sprechen::V,話す,mluvit
1171,reden::V,話す,hovořit
1172,sich unterhalten::V,話をする,povídat se
1173,fragen::V,聞く,zeptat se
1174,bitten::V,頼む,prosit
1175,bitten::V,お願いする,prosit
1176,erzählen::V,物語る,povídat
1177,mitteilen::V,伝える,sdělit
1178,mitteilen::V,伝える,oznámit
1179,nennen::V,名づける,nazvat
1180,rufen::V,呼ぶ,volat
1181,rufen::V,呼ぶ,zavolat
1182,prahlen::V,自慢する,chlubit se
1183,übersetzen::V,訳す,přeložit
1184,denken::V,考える,myslit
1185,glauben::V,信じる,věřit
1186,bemerken::V,気が付く,zpozorovat
1187,erkennen::V,認識する,poznat
1188,begreifen::V,分かる,pochopit
1189,verstehen::V,聞き取る,porozumět
1190,lernen::V,学ぶ,učit se
1191,lernen::V,勉強する,učit se
1192,wissen::V,知っている,vědět
1193,sich erinnern an::V,思い出す,vzpomínat si na
1194,vergessen::V,忘れる,zapomínat
1195,messen::V,計る,měřit
1196,messen::V,測定する,měřit
1197,zählen::V,数える,spočítat
1198,rechnen::V,計算する,počítat
1199,lesen::V,読む,číst
1200,malen::V,描く,malovat
1201,zeichnen::V,写生する,rýsovat
1202,schreiben::V,書く,psát
1203,besitzen::V,所持する,mít
1204,besitzen::V,所持する,vlastnit
1205,kaufen::V,買う,koupit
1206,verkaufen::V,売る,prodat
1207,bezahlen::V,払う,zaplatit
1208,zahlen::V,支払う,platit
1209,beherrschen::V,支配する,ovládat
1210,ertragen::V,耐える,snést
