,Concept_ID,sk,ab
735,berühmt::A,povestný,адыр
736,fremd::A,cudzí,атəым
737,verschieden::A,rôzny,Еиуа-еиҧшым
738,verschieden::A,rozličný,Еиуа-еиҧшым
739,nah::A,blízky,ааигəа
740,fern::A,ďaleký,ахара
741,linker::A,ľavý,арма
742,rechter::A,pravý,арҕьа
743,anderer::A,iný,даҽа
744,anderer::A,iný,даҽакы
745,anderer::A,druhý,даҽа
746,anderer::A,druhý,даҽакы
747,erster::A,prvý,актәи
748,zweiter::A,druhý,аҩбатəи
749,dritter::A,tretí,ахҕатәи
750,letzter::A,ostatný,аҵыхəтəантəи
751,letzter::A,posledný,аҵыхəтəантəи
752,allein::ADV,sám,мацара
753,auf einmal::ADV,zároveň,зныкала
754,auf einmal::ADV,zároveň,зныкҟьара
755,zusammen::ADV,spolu,аиц...
756,zusammen::ADV,spoločne,аиц...
757,lange::ADV,dlho,акыраамҭа
758,plötzlich::ADV,náhle,иаалырҟьаны
759,sofort::ADV,hneď,иаразнакҵәҟьа
760,sofort::ADV,ihneď,иаразнакҵәҟьа
761,später::ADV,neskoršie,уажəшьҭаншəа
762,jetzt::ADV,teraz,уажәы
763,heute::ADV,dnes,иахьа
764,morgen::ADV,zajtra,уаҵәы
765,bald::ADV,skoro,иласны
766,dann::ADV,nato,нас
767,dann::ADV,potom,нас
768,gestern::ADV,včera,иацы
769,einst::ADV,kedysi,зны
770,einst::ADV,niekedy,зны
771,damals::ADV,vtedy,усҟан
772,danach::ADV,potom,нас
773,danach::ADV,podľa toho,нас
774,vorher::ADV,napred,уаанӡа
775,vorher::ADV,predtým,уаанӡа
776,zuerst::ADV,najprv,азнаказы
777,zuerst::ADV,najprv,аҧхьа
778,einmal::ADV,raz,зны
779,einmal::ADV,jedenkrát,зны
780,manchmal::ADV,občas,зны-зынла
781,manchmal::ADV,niekedy,зны-зынла
782,oft::ADV,často,лассы-лассы
783,immer::ADV,vždy,енагь
784,immer::ADV,vždy,еснагь
785,immer::ADV,ustavične,енагь
786,immer::ADV,ustavične,еснагь
787,niemals::ADV,nikdy,ианакəызаалак
788,hier::ADV,tu,ара
789,hier::ADV,tu,абра
790,hier::ADV,tu,араҟа
791,hierhin::ADV,sem,ара
792,hierhin::ADV,sem,араҟа
793,hierhin::ADV,tade,ара
794,hierhin::ADV,tade,араҟа
795,von hier::ADV,odtiaľto,арантә
796,dort::ADV,tam,уа
797,dorthin::ADV,ta,уахь
798,dorthin::ADV,ta,анахь
799,dorthin::ADV,tam,уахь
800,dorthin::ADV,tam,анахь
801,geradeaus::ADV,rovno,ишиашоу
802,geradeaus::ADV,priamo,ишиашоу
803,vorwärts::ADV,napred,ҕхьаҟа
804,rückwärts::ADV,nazad,шьҭахьла
805,zurück::ADV,späť,шьҭахьҟа
806,zurück::ADV,naspäť,шьҭахьҟа
807,unten::ADV,dolu,лбаа
808,unten::ADV,naspodku,лбаа
809,hinab::ADV,dolu,алада
810,oben::ADV,hore,хыхь
811,oben::ADV,navrchu,хыхь
812,hinauf::ADV,hore,аҩада
813,hinauf::ADV,navrch,аҩада
814,überall::ADV,všade,зегьынцьара
815,nicht::ADV,nie,-м
816,ein wenig::ADV,trocha,ҕыҭк
817,kaum::ADV,ledva,аарлаҳәа
818,kaum::ADV,ledva,афергьҳәа
819,sehr::ADV,veľmi,даара
820,so::ADV,tak,ас
821,so::ADV,tak,абас
822,so::ADV,takto,ас
823,so::ADV,takto,абас
824,noch::ADV,ešte,макьана
825,nur::ADV,len,заҵәык
826,schon::ADV,už,уажәшьҭа
827,schon::ADV,už,аиҳа ипоу
828,wieder::ADV,zasa,ҿыц
829,wieder::ADV,zasa,дырҩегь
830,wieder::ADV,zasa,дырҩегьых
831,vergebens::ADV,márne,баша
832,vergebens::ADV,nadarmo,баша
833,vor::PRP,pred,аҕхьа
834,hinter::PRP,za,нхыҵ
835,unter::PRP,pod,амҵа
836,unter::PRP,pod,амҵан
837,durch::PRP,cez,
838,neben::PRP,pri,ааигуара
839,neben::PRP,vedľa,ааигуара
840,zwischen::PRP,medzi,абжьара
841,wegen::PRP,pre,-иззы
842,wegen::PRP,pre,-ҟнытә
843,wegen::PRP,kvôli,-иззы
844,wegen::PRP,kvôli,-ҟнытә
845,dies::PRN,to,ари
846,dies::PRN,to,абри
847,dies::PRN,táto,ари
848,dies::PRN,táto,абри
849,das::PRN,to,Абни
850,das::PRN,to,убри
851,alles::PRN,všetko,зегьы
852,ich::PRN,ja,са
853,ich::PRN,ja,сара
854,du::PRN,ty,бара
855,er::PRN,on,иара
856,wir::PRN,my,ҳара
857,ihr::PRN,vy,шәара
858,sie::PRN,oni,дара
859,was::FPRN,čo,
860,wer::FPRN,kto,дарбан
861,wo::FADV,kde,иабыкуу
862,wo::FADV,kde,аба-
863,wo::FADV,kde,ахь-
864,wohin::FADV,kam,иабыкуу
865,wohin::FADV,kam,аба-
866,wohin::FADV,kam,ахь-
867,wie::FADV,ako,-шҕа
868,warum::FADV,prečo,избан
869,wieviel::FNUM,koľko,заҟа
870,eins::NUM,jeden,акы
871,eins::NUM,jeden,аӡәы
872,zwei::NUM,dva,ҩба
873,drei::NUM,tri,хҕа
874,vier::NUM,štyri,ҕшьба
875,fünf::NUM,päť,хəба
876,sechs::NUM,šesť,фба
877,sieben::NUM,sedem,Бжьба
878,acht::NUM,osem,ааба
879,neun::NUM,deväť,жәба
880,zehn::NUM,desať,жәаба
881,elf::NUM,jedenásť,жәеизатәи
882,zwölf::NUM,dvanásť,жәаҩа
883,zwanzig::NUM,dvadsať,ҩажәа
884,dreißig::NUM,tridsať,ҩажәижәабатәи
885,vierzig::NUM,štyridsať,ҩынҩажәа
886,fünfzig::NUM,päťdesiat,ҩынҩажәеижәаба
887,sechzig::NUM,šesťdesiat,хынҩажәа
888,siebzig::NUM,sedemdesiat,хынҩажәижәаба
889,achtzig::NUM,osemdesiat,ҕшьынҩажәа
890,neunzig::NUM,deväťdesiat,ҕшьынҩажәижәаба
891,hundert::NUM,sto,шәкы
892,tausend::NUM,tisíc,зқьы
893,und::CNJ,i,-и
894,oder::CNJ,alebo,ма
895,stehen::V,stáť,агылазаара
896,sitzen::V,sedieť,атəара
897,sitzen::V,sedieť,атəа(заа)ра
898,liegen::V,ležať,аиара
899,hängen::V,visieť,акнаҳара
900,werden::V,stať sa,аҟалара
901,passieren::V,stať sa,аҟалара
902,beginnen::V,začať sa,алагара
903,enden::V,končiť sa,алгара
904,wechseln::V,meniť sa,аҽыҧсахра
905,aufgehen[Sonne]::V,vychádzať,агылара
906,aufgehen[Sonne]::V,vychádzať,ахашлара
907,aufgehen[Sonne]::V,vychádzať,аҩаҵхахара
908,untergehen[Sonne]::V,zapadnúť,аҭашəара
909,scheinen[Sonne]::V,svietiť,акаҧхара
910,donnern::V,hrmieť,адыдра
911,wehen::V,viať,асра
912,strömen::V,prúdiť,акаҭəара
913,fließen::V,tiecť,ацара
914,sich drehen::V,točiť sa,ахагьежьра
915,sich drehen::V,krútiť sa,ахагьежьра
916,schwanken::V,kolísať,аҵысра
917,schwanken::V,klátiť sa,аҵысра
918,schwingen::V,kývať sa,ахызазара
919,schwingen::V,kývať sa,акьаандара
920,schwingen::V,chvieť sa,ахызазара
921,schwingen::V,chvieť sa,акьаандара
922,fallen::V,padať,акаҳара
923,brennen::V,páliť,абылра
924,brennen::V,horieť,абылра
925,rauchen::V,dymiť sa,ахылҵра
926,regnen::V,pršať,аура
927,gefrieren::V,zamrznút,аҵаара
928,tauen::V,taviť sa,аӡҭра
929,schmelzen::V,taviť sa,ақəӡыҭра
930,schmelzen::V,taviť sa,аҭəара
931,trocknen::V,schnúť,абара
932,sieden::V,vrieť,ашра
933,faulen::V,hniť,абаара
934,verfaulen::V,zhniť,абаара
935,verfaulen::V,zhniť,аилашра
936,reißen::V,pretrhnúť sa,аҧжəара
937,versinken::V,zapadnúť,аӡааҟəрылара
938,versinken::V,potopiť sa,аӡааҟəрылара
939,vergehen::V,plynúť,ацара
940,erscheinen::V,objaviť sa,ацəырҵра
941,verschwinden::V,zmiznúť,аҵашəкəара
942,sinken::V,klesať,атəара
943,sinken::V,klesať,алаҟəра
944,abnehmen::V,ubúdať,ацӡаара
945,abnehmen::V,ubúdať,аиҵалара
946,zunehmen::V,pribúdať,аҽырҭбаара
947,zunehmen::V,pribúdať,аиҵыҵра
948,zunehmen::V,pribúdať,арацəахара
949,steigen::V,stúpať,азҳара
950,steigen::V,stúpať,ашьҭыҵра
951,steigen::V,stúpať,адухара
952,steigen::V,stúpať,ацлара
953,wachsen::V,rásť,азҳара
954,glänzen::V,jagať sa,ацыр-цырра
955,glänzen::V,jagať sa,ацыҩ-цыҩра
956,glänzen::V,jagať sa,аказказра
957,glänzen::V,lesknúť sa,ацыр-цырра
958,glänzen::V,lesknúť sa,ацыҩ-цыҩра
959,glänzen::V,lesknúť sa,аказказра
960,funkeln::V,iskriť sa,ашап-шапра
961,funkeln::V,iskriť sa,ацым-цымра
962,lärmen::V,lomoziť,ашьҭыбжьгара
963,lärmen::V,lomoziť,аҕьҕьаҳәа аилалара
964,läuten::V,cengať,аҵəҵəасра
965,klingeln::V,zvoniť,аҵəҵəасра
966,klirren::V,rinčať,ахьархьарра
967,klirren::V,rinčať,архьархьарра
968,brausen::V,hučať,аилаҽҽара
969,brausen::V,hučať,еилашуера
970,rauschen::V,šumieť,
971,klingen::V,znieť,агара
972,klingen::V,znieť,ашьҭыбжь гара
973,klingen::V,zvoniť,агара
974,klingen::V,zvoniť,ашьҭыбжь гара
975,bellen::V,štekať,ашра
976,bellen::V,brechať,ашра
977,heulen::V,vyť,ауура
978,blasen::V,duť,аҭəҳəара
979,blasen::V,fúkať,аҭəҳəара
980,pfeifen::V,pískať,ашəшəра
981,pfeifen::V,hvízdať,ашəшəра
982,schreien::V,kričať,аҳəҳəара
983,schreien::V,kričať,ахəаара
984,schreien::V,kričať,аҟаара
985,stöhnen::V,stenať,ақьра
986,zittern::V,triasť sa,аҵыс-ҵысра
987,leben::V,žiť,аҟазаара
988,geboren werden::V,narodiť sa,Аира
989,atmen::V,dýchať,аҕсыҕ лагаҩагара
990,trinken::V,piť,ажəра
991,essen::V,jesť,акрыфара
992,schlucken::V,zhltnuť,албаадара
993,müde werden::V,unaviť sa,ааҕсара
994,einschlafen::V,usnúť,ацəара
995,einschlafen::V,zaspať,ацəара
996,schlafen::V,spať,ацəазаара
997,aufwachen::V,zobudiť sa,аҿыхара
998,aufstehen::V,vstať,Агəылҵра
999,sich erholen::V,zotavovať sa,аҧсшьара
1000,sich erholen::V,oddýchovať si,аҧсшьара
1001,krank werden::V,ochorieť,ачмазаҩхара
1002,krank sein::V,chorieť,аҳəарҧсарра
1003,krank sein::V,byť chorý,аҳəарҧсарра
1004,schmerzen::V,bolieť,ахьра
1005,husten::V,kašľať,аимҳәара
1006,genesen::V,uzdraviť sa,абзиахара
1007,genesen::V,uzdraviť sa,аӷəӷəахара
1008,sterben::V,umrieť,аҧсра
1009,sterben::V,zomrieť,аҧсра
1010,umkommen::V,zahynúť,аҭахара
1011,sich bewegen::V,pohybovať sa,аиҭаҵра
1012,sich rühren::V,hnúť sa,ақəацара
1013,sich erheben::V,zdvihnúť sa,аҩагылара
1014,sich setzen::V,sadnúť si,атəара
1015,hinfallen::V,spadnúť,акаҳара
1016,laufen::V,bežať,аныҟəара
1017,schreiten::V,kráčať,ашьаҿа еихгара
1018,spazierengehen::V,prechádzať sa,анеи-ааира
1019,eilen::V,súriť,аццакра
1020,sich beeilen::V,ponáhľať sa,аццакра
1021,sausen::V,hučať,аҧырра
1022,sausen::V,hučať,иҭрысны
1023,sausen::V,hučať,ишьҭҟьаны ацара
1024,rennen::V,bežať,аҩра
1025,springen::V,skákať,аҧара
1026,klettern::V,liezť,ақəлара
1027,schaukeln::V,húpať,аҟəараҟəанҽара
1028,schaukeln::V,hojdať,аҟəараҟəанҽара
1029,kriechen::V,liezť,аҳəазара
1030,kriechen::V,plaziť sa,аҳəазара
1031,schwimmen::V,plávať,аӡсара
1032,tauchen::V,ponoriť sa,ахəӡааҵəира
1033,rudern::V,veslovať,аҵшьра
1034,fahren::V,ísť,акала
1035,fahren::V,jazdiť,акала
1036,fliegen::V,letieť,аҧырра
1037,gehen::V,ísť,аиҭаҵра
1038,weggehen::V,odísť,ацара
1039,weggehen::V,odchádzať,ацара
1040,abfahren::V,odcestovať,адəықəлара
1041,abfahren::V,odcestovať,ацара
1042,anhalten::V,zadržať sa,ааныргылара
1043,anhalten::V,zastaviť sa,ааныргылара
1044,hineingehen::V,vchádzať,аҭалара
1045,eintreten::V,vojsť,аҩналара
1046,eintreten::V,vstúpiť,аҩналара
1047,kommen::V,prísť,аара
1048,kommen::V,prísť,ааира
1049,ankommen::V,prísť,ааира
1050,ankommen::V,prísť,аара
1051,ankommen::V,prísť,анеира
1052,ankommen::V,doraziť,ааира
1053,ankommen::V,doraziť,аара
1054,ankommen::V,doraziť,анеира
1055,zurückkommen::V,vrátiť sa,азыхынҳəра
1056,bleiben::V,ostať,аанхара
1057,bleiben::V,ostať,анхара
1058,bleiben::V,ostať,аангылара
1059,bleiben::V,zostať,аанхара
1060,bleiben::V,zostať,анхара
1061,bleiben::V,zostať,аангылара
1062,warten::V,čakať,азҧшзаара
1063,erwarten::V,očakávať,азҧшра
1064,suchen::V,hľadať,ашьҭазаара
1065,finden::V,nájsť,аҧшаара
1066,versuchen::V,skúsiť,аҽазкра
1067,versuchen::V,pokúsiť sa,аҽазкра
1068,vorbereiten::V,pripraviť,армазеира
1069,lieben::V,ľúbiť,абзиабара
1070,lieben::V,milovať,абзиабара
1071,mögen::V,mať rád,агəаҧхара
1072,lachen::V,smiať sa,аччара
1073,rühren::V,dojať,арҵəуара
1074,weinen::V,plakať,аҵəуара
1075,schimpfen::V,nadávať,ацəҳара
1076,sich ärgern::V,hnevať sa,агəаара
1077,sich ärgern::V,zlostiť sa,агəаара
1078,sich fürchten::V,báť sa,аӡыӡара
1079,fürchten::V,báť sa,ацəшəара
1080,fliehen::V,utekať,абналара
1081,fliehen::V,utekať,ацəцара
1082,flüchten::V,utiecť,абналара
1083,flüchten::V,utiecť,ацəцара
1084,sehen::V,vidieť,абара
1085,anschauen::V,pozrieť sa na,ахəаҧшра
1086,ansehen::V,pozrieť,ахəаҧшра
1087,hören::V,počúvať,аҳара
1088,zuhören::V,počúvať,азыӡырҩра
1089,probieren::V,ochutnať,аҧышəара
1090,riechen::V,ňuchať,афыҩра
1091,fühlen::V,cítiť,анырра
1092,fühlen::V,cítiť,ацәакырра
1093,fühlen::V,pociťovať,анырра
1094,fühlen::V,pociťovať,ацәакырра
1095,scheinen::V,zdať sa,шәа
1096,scheinen::V,zdať sa,аацәырҵа
1097,zu sehen sein::V,byť vidieť,
1098,vernehmen::V,počuť,аҳара
1099,frieren::V,mrznúť,ашəра
1100,frieren::V,mrznúť,аҵаара
1101,frieren::V,oziabať,ашəра
1102,frieren::V,oziabať,аҵаара
1103,tun::V,robiť,аҟаҵара
1104,können::V,môcť,алшара
1105,wollen::V,chcieť,аҭахра
1106,anfangen::V,začať,алагара
1107,beenden::V,skončiť,алгара
1108,aufhören::V,prestať,аҟəыҵра
1109,gelingen::V,podariť sa,аура
1110,gelingen::V,podariť sa,аманшəалахара
1111,gelingen::V,podariť sa,алҵра
1112,geraten::V,dariť sa,нзаарын
1113,öffnen::V,otvoriť,аартра
1114,schließen::V,zavrieť,аркра
1115,stellen::V,postaviť,аргылара
1116,setzen::V,posadiť,артəара
1117,legen::V,klásť,ақəҵара
1118,legen::V,položiť,ақəҵара
1119,berühren::V,dotykať sa,акьысра
1120,berühren::V,dotykať sa,алакьысра
1121,verbinden::V,spojiť,аҿаҳəара
1122,bedecken::V,pokryť,ақəршəра
1123,aufhängen::V,zavesiť,акнаҳара
1124,anzünden::V,zapáliť,аркра
1125,aufheben::V,zdvihnúť,ашьҭыхра
1126,zurücklassen::V,zanechať,аныжьра
1127,verlieren::V,stratiť,ацəыӡра
1128,fallen lassen::V,pustiť,ацəкаҳара
1129,machen::V,robiť,ачаҧара
1130,herstellen::V,vyrobiť,аиҵдара
1131,bauen::V,stavať,аргылара
1132,bauen::V,budovať,аргылара
1133,reparieren::V,opraviť,арҽеира
1134,verbessern::V,zlepšiť,аиҕьтəра
1135,ändern::V,zmeniť,аҧсахра
1136,ändern::V,preinačiť,аҧсахра
1137,graben::V,ryť,ажра
1138,graben::V,kopať,ажра
1139,beugen::V,ohnúť,арҟəра
1140,beugen::V,ohnúť,архəара
1141,biegen::V,ohnúť,арҟəра
1142,biegen::V,ohnúť,архəара
1143,drehen::V,točiť,аргьежьра
1144,drehen::V,krútiť,аргьежьра
1145,wenden::V,obrátiť,
1146,wenden::V,prevrátiť,
1147,umdrehen::V,otočiť,аарҳәра
1148,umdrehen::V,obrátiť,аарҳәра
1149,heben::V,dvíhať,аҩахара
1150,heben::V,dvíhať,араҳара
1151,heben::V,povzniesť,аҩахара
1152,heben::V,povzniesť,араҳара
1153,hochheben::V,zdvihnúť,ахагалара
1154,hochheben::V,zdvihnúť,ашьҭҳəара
1155,ergreifen::V,uchopiť sa,
1156,halten::V,držať,акра
1157,drücken::V,tisnúť,ақəрӷəӷəара
1158,schieben::V,posunovať,аҵгəара
1159,schieben::V,posunovať,агəара
1160,kratzen::V,škrabať,ацəҟьара
1161,lecken::V,lízať,арбзара
1162,beißen::V,kúsať,ацҳара
1163,abreißen::V,odtrhnúť,амжəара
1164,abschneiden::V,odrezať,ахҵəара
1165,abschneiden::V,odrezať,аҿахҵəара
1166,abschneiden::V,odkrojiť,ахҵəара
1167,abschneiden::V,odkrojiť,аҿахҵəара
1168,binden::V,zaviazať,аҿаҳəара
1169,binden::V,priviazať,аҿаҳəара
1170,stecken::V,strčiť,алаҵара
1171,brechen::V,zlomiť,аҧҵəара
1172,klopfen::V,tĺcť,асра
1173,klopfen::V,klopať,асра
1174,hauen::V,nabiť,ақəкшара
1175,kleben::V,lepiť,аҷабра
1176,kleben::V,nalepiť,аҷабра
1177,reiben::V,trieť,арҟəыҷра
1178,streichen::V,namazať,ахьшьра
1179,schleifen::V,ostríť,ахра
1180,schneiden::V,rezať,аҧҟара
1181,schneiden::V,strihať,аҧҟара
1182,rütteln::V,triasť,арҵысра
1183,rütteln::V,lomcovať,арҵысра
1184,schütteln::V,triasť,аршəшəара
1185,schütteln::V,potriasť,аршəшəара
1186,schwenken::V,mávať,аҟьара
1187,schütten::V,sypať,аҭаҭəара
1188,füllen::V,plniť,арҭəра
1189,einwickeln::V,zabaliť,алаҳəара
1190,tragen::V,niesť,аҩагара
1191,schleppen::V,vliecť,арҳəазара
1192,ziehen::V,ťahať,ахара
1193,aufbewahren::V,uložiť,аҵəахра
1194,aufbewahren::V,uschovať,аҵəахра
1195,werfen::V,hodiť,аршəра
1196,werfen::V,vrhnúť,аршəра
1197,fangen::V,chytať,акра
1198,packen::V,baliť,анкра
1199,packen::V,baliť,аҵкаара
1200,packen::V,chytiť,анкра
1201,packen::V,chytiť,аҵкаара
1202,verstecken::V,skryť,аҵəахра
1203,verstecken::V,schovať,аҵəахра
1204,teilen::V,podeliť,ашара
1205,teilen::V,rozdeliť,ашара
1206,schicken::V,posielať,ашьҭра
1207,bringen::V,priniesť,аагара
1208,hinzufügen::V,pripojiť,ацҵара
1209,bekommen::V,dostať,аҧшаара
1210,bekommen::V,dostať,архиара
1211,bekommen::V,dostať,аура
1212,erhalten::V,prijať,аиура
1213,nehmen::V,vziať,агара
1214,wählen::V,voliť,алҧшаара
1215,auswählen::V,vybrať,алхра
1216,auswählen::V,vyvoliť,алхра
1217,bewahren::V,zachovať,
1218,behindern::V,zavadzať,аҧырхагахара
1219,behindern::V,byť v ceste,аҧырхагахара
1220,verderben::V,skaziť,алгара
1221,verderben::V,skaziť,абжьыхра
1222,verderben::V,skaziť,аҧхасҭатəра
1223,beschädigen::V,ublížiť,аҧхасҭатəра
1224,beschädigen::V,poškodiť,аҧхасҭатəра
1225,zerbrechen::V,rozbiť,аҧҽра
1226,zerbrechen::V,prelomiť,аҧҽра
1227,zerreißen::V,pretrhnúť,аҧжəара
1228,zerstören::V,zničiť,аилаҧыххаара
1229,verbrennen::V,spáliť,абылра
1230,geben::V,dať,аҭара
1231,reichen::V,podať,аҭара
1232,schenken::V,darovať,аҩгара
1233,versprechen::V,sľúbiť,ақəргəыӷра
1234,wünschen::V,želať,
1235,loben::V,chváliť,арҽхəара
1236,küssen::V,bozkať,агəӡра
1237,wiegen::V,kolísať,
1238,zudecken::V,prikryť,аҵахҩара
1239,zudecken::V,prikryť,ақəршəра
1240,wecken::V,zobudiť,арҿыхара
1241,zeigen::V,ukázať,арбара
1242,führen::V,viesť,аныҟəгара
1243,lehren::V,učiť,арҵара
1244,unterrichten::V,vyučovať,арҧхьара
1245,aufziehen::V,vychovať,ааӡара
1246,leiten::V,viesť,ахагылазаара
1247,antreiben::V,popudiť,арццакра
1248,lassen::V,dať,арҟаҵара
1249,einladen::V,pozvať,ааҕхьара
1250,einladen::V,pozvať,анаҧхьара
1251,einladen::V,povolať,ааҕхьара
1252,einladen::V,povolať,анаҧхьара
1253,vereinigen::V,spojiť,аилаҵара
1254,vereinigen::V,zjednotiť,аилаҵара
1255,besuchen::V,navštíviť,абара
1256,treffen::V,stretnúť,аҧылара
1257,sich versammeln::V,zhromaždiť sa,аизара
1258,spielen::V,hrať,ахəмарра
1259,singen::V,spievať,ашəаҳəара
1260,tanzen::V,tancovať,акəашара
1261,sich trennen::V,rozísť sa,аилыҵра
1262,verlassen::V,opustiť,акажьра
1263,retten::V,zachrániť,Аиқəрхара
1264,bewachen::V,strážiť,ахьчара
1265,schützen::V,chrániť,ацəыхьчара
1266,verteidigen::V,brániť,ахьчара
1267,sich schlagen::V,biť sa,аисра
1268,schießen::V,streliť,ахысра
1269,schießen::V,strieľať,ахысра
1270,siegen::V,zvíťaziť,аиааира
1271,ärgern::V,hnevať,аргəаара
1272,ärgern::V,zlostiť,аргəаара
1273,schlagen::V,biť,асра
1274,schlagen::V,biť,аҭасра
1275,schlagen::V,udrieť,асра
1276,schlagen::V,udrieť,аҭасра
1277,treten::V,kopnúť,
1278,stechen::V,bodnúť,алакшара
1279,stechen::V,pichnúť,алакшара
1280,stoßen::V,udrieť,агəҭасра
1281,stehlen::V,kradnúť,аӡара
1282,stören::V,vyrušiť,аҧырхагахара
1283,belästigen::V,obťažovať,аргəамҵра
1284,verbergen::V,skryť,аӡара
1285,täuschen::V,sklamať,ажьара
1286,betrügen::V,klamať,ажьара
1287,betrügen::V,podvádzať,ажьара
1288,töten::V,zabiť,ашьра
1289,töten::V,usmrtiť,ашьра
1290,wohnen::V,bývať,анхара
1291,arbeiten::V,pracovať,аусура
1292,sammeln::V,zbierať,аҟəшəара
1293,pflücken::V,trhať,аҿыршəара
1294,pflücken::V,trhať,аҿыхра
1295,pflücken::V,oberať,аҿыршəара
1296,pflücken::V,oberať,аҿыхра
1297,jagen::V,poľovať,ашəарыцара
1298,fischen::V,loviť ryby,аҧсыӡ икуеит
1299,fischen::V,chytať ryby,аҧсыӡ икуеит
1300,fassen::V,uloviť,акра
1301,hüten::V,pásť,арҳəра
1302,hüten::V,pásť,ахьчара
1303,treiben::V,hnať,акацара
1304,anbinden::V,priviazať,адҳəалара
1305,füttern::V,kŕmiť,акырҿаҵара
1306,melken::V,dojiť,ахьара
1307,hacken::V,seknúť,аҟəаҟəара
1308,gießen::V,polievať,аҵаҭəара
1309,reifen::V,dozrieť,ашəра
1310,reifen::V,dozrieť,аҟалара
1311,zubereiten::V,pripraviť,ацура
1312,kochen::V,variť,ажəра
1313,backen::V,piecť,аӡра
1314,backen::V,smažiť,аӡра
1315,braten::V,piecť,аӡра
1316,braten::V,pražiť,аӡра
1317,umrühren::V,pomiešať,аилрыхра
1318,stricken::V,pliesť,аҧара
1319,nähen::V,šiť,аӡахра
1320,färben::V,zafarbiť,ашəра
1321,reinigen::V,čistiť,арыцқьара
1322,waschen::V,myť,аӡәӡәара
1323,abwischen::V,utrieť,арбара
1324,spülen::V,vyplachovať,аҭыршара
1325,fegen::V,zametať,аҧссара
1326,kehren::V,zametať,
1327,baden::V,kúpať sa,аҽыкəабара
1328,sich waschen::V,umývať sa,аҽыӡəӡəара
1329,ausziehen::V,zobliecť,ашəыхра
1330,anziehen::V,obliecť,ашəҵара
1331,sich anziehen::V,obliecť sa,аҽеилаҳəара
1332,kämmen::V,česať,аҳəара
1333,schmücken::V,ozdobiť,арҧшӡара
1334,sagen::V,povedať,аҳəара
1335,sprechen::V,hovoriť,ацəажəара
1336,reden::V,rozprávať,ацəажəара
1337,reden::V,rozprávať,аицәажәара
1338,sich unterhalten::V,rozprávať sa,аицәажәара
1339,fragen::V,spýtať sa,азҵаара
1340,bitten::V,prosiť,аҳəара
1341,erzählen::V,rozprávať,аҳəара
1342,mitteilen::V,oznámiť,азыцҳара
1343,nennen::V,nazvať,ахьӡҵара
1344,nennen::V,menovať,ахьӡҵара
1345,rufen::V,volať,азҿыҭра
1346,rufen::V,zavolať,азҿыҭра
1347,prahlen::V,vystatovať sa,аҽхəара
1348,übersetzen::V,preložiť,аиҭагара
1349,denken::V,myslieť,азхəыцра
1350,glauben::V,veriť,ахаҵара
1351,bemerken::V,podotknuť,агəаҭара
1352,bemerken::V,spozorovať,агəаҭара
1353,erkennen::V,poznať,адырра
1354,begreifen::V,pochopiť,аилкаара
1355,begreifen::V,porozumieť,аилкаара
1356,verstehen::V,rozumieť,аҳара
1357,lernen::V,učiť sa,аҵара
1358,wissen::V,vedieť,адырра
1359,sich erinnern an::V,pamätať si na,агəаларшəара
1360,vergessen::V,zabudnuť,ахашҭра
1361,messen::V,merať,ашəара
1362,zählen::V,počítať,аҧхьаӡара
1363,rechnen::V,rátať,аҳасабра
1364,rechnen::V,počítať,аҳасабра
1365,lesen::V,čítať,аҧхьара
1366,malen::V,maľovať,
1367,zeichnen::V,kresliť,
1368,schreiben::V,písať,
1369,besitzen::V,mať,амазаара
1370,besitzen::V,vlastniť,амазаара
1371,kaufen::V,kúpiť,Аахəара
1372,verkaufen::V,predať,аҭира
1373,bezahlen::V,zaplatiť,ахҭынҵара
1374,bezahlen::V,zaplatiť,ашəара
1375,zahlen::V,platiť,ашəара
1376,beherrschen::V,ovládať,
1377,ertragen::V,znášať,ачҳара
1378,ertragen::V,vydržať,ачҳара
