,Concept_ID,kl,ku
120,Bucht::N,kangerliumaneq,derav
121,Insel::N,qeqertaq,girav
122,Blume::N,naasoq,kulînk
123,Gras::N,ivigaq,giha
124,Wurzel::N,niulutaq,reh
125,Baum::N,orpik,dar
126,Stamm::N,kanaartaq,bavik
127,Rinde::N,ameraq,qaqil
128,Ast::N,avalequt,gulî
129,Zweig::N,avalequt,şax
130,Blatt::N,pilutaq,pel
131,Birke::N,patitsit,dara sipî
132,Weide[Baum]::N,palleq,dara belalûk
133,Tanne::N,orsuerneq,merx
134,Horn::N,nassuk,strô
135,Feder::N,suluk,pîrtîk
136,Fell::N,ameq,heyar
137,Flügel::N,suluk,per
138,Flügel::N,isaroq,per
139,Klaue::N,kukik,napîk
140,Kralle::N,kukik,dinik
141,Kralle::N,kukik,dirnax
142,Schwanz::N,pamioq,dûv
143,Schwanz::N,paperuusaq,dûv
144,Ei::N,mannik,hêk
145,Nest::N,ullut,hêlîn
146,Bau::N,ini,avahî
147,Tier::N,uumasoq,heywan
148,Herde::N,unguukkat,hoz
149,Kuh::N,ussik,çêlek
150,Bulle::N,angukulak,ga
151,Bulle::N,anguteralak,ga
152,Bulle::N,angutikulooq,ga
153,Schaf::N,sava,mîh
154,Schwein::N,puuluki,beraz
155,Hund::N,qimmeq,seh
156,Katze::N,puisaaq,pişîk
157,Bär::N,allaq,hirç
158,Eichhörnchen::N,sissinnguaq,pilûr
159,Fuchs::N,terianniaq,rovî
160,Hase::N,ukaleq,kîroşk
161,Maus::N,teriannguaq,mişk
162,Wolf::N,amaroq,gur
163,Vogel::N,timmiaq,çûk
164,Huhn::N,kukkukooq,mirîşk
165,Huhn::N,marloraaqaaq,mirîşk
166,Hahn::N,kiasiusaq,dîk
167,Gans::N,nerleq,qaz
168,Adler::N,nattoralik,eylo
169,Eule::N,uppik,bûm
170,Eule::N,uppik,kund
171,Kranich::N,qorlorfik,quling
172,Krähe::N,tuluatsiaq,qijik
173,Kuckuck::N,kukkooq,pepûk
174,Schwan::N,qussuk,qû
175,Fisch::N,aalisagaq,masî
176,Schlange[Tier]::N,pulateriarsuk,mar
177,Schlange[Tier]::N,pulateriaarsuk,mar
178,Spinne::N,aasiaq,pîrê
179,Spinne::N,nissavaarsuk,pîrê
180,Ameise::N,uniaaluk,mîro
181,Ameise::N,uniaaluk,gêrîk
182,Laus::N,kumak,spi
183,Mücke::N,ippernaq,mêş
184,Fliege::N,ippernaq,mêş
185,Schmetterling::N,paluaq,perperîk
186,Schmetterling::N,pakkaluaq,perperîk
187,Schmetterling::N,utsuppaluaq,perperîk
188,Schmetterling::N,taqaleqisaaq,perperîk
189,Beere::N,paarmaq,hirç
190,Beere::N,paarngaq,hirç
191,Apfel::N,iipili,sêv
192,Pilz::N,anngiusaq,bîrov
193,Zwiebel::N,uanitsoq,pîvaz
194,Saat::N,naatsiiassaq,tov
195,Korn::N,maannineq,dexl
196,Schale::N,niutsivik,qaşik
197,Schale::N,ilulissaq qaartussaq,qaşik
198,Grube::N,itersaq,çahl
199,Falle::N,pualavoq,dafik
200,Schlinge::N,orseq,dahf
201,Schlinge::N,norloq,dahf
202,Spur::N,tumaa,rêç
203,Asche::N,arsat,xweli
204,Dreck::N,minguk,gemarî
205,Eisen::N,savimineq,hesing
206,Eisen::N,saffiugassaq,hesing
207,Gold::N,kuulti,zêr
208,Silber::N,siilviuvoq,zîv
209,Kohle::N,aamarsuit aamaruutissat,komir
210,Glas::N,igalaaq,qedeh
211,Glas::N,imertarfik,qedeh
212,Glas::N,igalaamineq,qedeh
213,Lehm::N,marraq,kelpîç
214,Sand::N,sioqqat,qûm
215,Mensch::N,inuk,mirov
216,Mensch::N,silamiu,mirov
217,Mann::N,angut,mêr
218,Frau::N,arnaq,jin
219,Kind::N,meeraq,zarok
220,Junge::N,nukappiaraq,kur
221,Mädchen::N,arnannguaq,keç
222,Mädchen::N,arnannguaq,keçik
223,Familie::N,ilaqutakka,malbat
224,Familie::N,ilaqutariit,malbat
225,Großvater::N,aatak,bapîr
226,Großmutter::N,aanaq,pîrik
227,Eltern::N,angajoqqaat,bavudê
228,Vater::N,ataata,bav
229,Vater::N,ataataq,bav
230,Mutter::N,anaana,dê
231,Mutter::N,anaana,dayik
232,Sohn::N,erneq,kur
233,Tochter::N,panik,keç
234,Bruder::N,ani,bira
235,Bruder::N,aqqaluk,bira
236,Bruder::N,qatanngut,bira
237,Schwester::N,naja,xweh
238,Schwester::N,aleqa,xweh
239,Schwester::N,qatanngut,xweh
240,Onkel::N,akkak,am
241,Onkel::N,akkak,xal
242,Tante::N,aja,metik
243,Tante::N,aja,xaltîk
244,Tante::N,ajak,metik
245,Tante::N,ajak,xaltîk
246,Tante::N,atsak,metik
247,Tante::N,atsak,xaltîk
248,Ehemann::N,ui,mêr
249,Ehefrau::N,nuliaq,kulfet
250,Freude::N,tipaatsussuseq,kêfxweşî
251,Gelächter::N,illaq,pîrqînî
252,Glück::N,usornaat,bext
253,Glück::N,usornarsuseq,bext
254,Wunsch::N,kissaat,daxwaz
255,Wunsch::N,kissaat,xwestek
256,Lust::N,illigussuseq,şewq
257,Lust::N,piummaseq,şewq
258,Geist::N,anerneq,aqil
259,Geist::N,toornaq,aqil
260,Gedanke::N,isumassaq,fikir
261,Gedächtnis::N,eqqaamannissuseq,aqil
262,Verstand::N,isuma,fêm
263,Verstand::N,sianissut,fêm
264,Verstand::N,misigissut,fêm
265,Verstand::N,sianissuseq,fêm
266,Verstand::N,silaqassuseq,fêm
267,Sinn::N,isuma,aqil
268,Grund::N,patsit,asas
269,Wahrheit::N,sallusuissut,rastî
270,Märchen::N,oqalualaarut,çirok
271,Märchen::N,oqaluasaaq,çirok
272,Erzählung::N,oqaluttuaq,çirok
273,Erzählung::N,oqaluttuaq,vegotin
274,Nachricht::N,oqaassut,nûçe
275,Nachricht::N,oqqersuut,nûçe
276,Neuigkeit::N,tusarnartaq,hewal
277,Name::N,ateq,nav
278,Name::N,ateq,paşnav
279,Rätsel::N,nalorsitsaarut,tiştonek
280,Rede::N,oqaluuseq,gotar
281,Rede::N,oqaluuseq,axavtin
282,Sprache::N,oqaatsit,ziman
283,Stimme::N,erinaq,pejn
284,Stimme::N,qarluuseq,pejn
285,Wort::N,oqaasii,gotin
286,Zeichen::N,nalunaaqqut,şanek
287,Ruf::N,qaaqqussut,hawar
288,Lärm::N,perpaluk,xarbalix
289,Laut::N,torsukattak,deng
290,Laut::N,torsukattak,hês
291,Ton::N,erinaq,awaz
292,Lied::N,taalliaq,sitran
293,Lied::N,erinarsuut,sitran
294,Ruhe::N,qatsunganeq,rihetî
295,Leute::N,inuiak,xelk
296,Leute::N,inuiaqatigiit,xelk
297,Volk::N,inuiaat,xelk
298,Arbeit::N,suliaq,xebat
299,Gast::N,qaaqqusaq,mêvan
300,Geschenk::N,pajugut,diyarî
301,Hilfe::N,annertoqqut,alîkarî
302,Freund::N,tiliaq,heval
303,Freund::N,ikinngut,heval
304,Kamerad::N,tiliaq,heval
305,Kamerad::N,ikinngut,heval
306,Art::N,ileqquuseq,çeh
307,Stück::N,nakkaalaniku,lib
308,Stück::N,nakkaalaniku,parçe
309,Teil::N,tassiaasat,parçe
310,Hälfte::N,affaq,nîvî
311,Kreis::N,kaajaluinneq or kaajaluitsoq,çemil
312,Kreuz::N,sanningasulik,xaç
313,Linie::N,tittaq,xezik
314,Linie::N,titarneq,xezik
315,Abstand::N,aku,dûrahî
316,Abstand::N,ikiaq,dûrahî
317,Entfernung::N,asi,dûrahî
318,Gegend::N,nuna,dever
319,Platz::N,ini,çih
320,Platz::N,inissaq,çih
321,Ort::N,sumiiffik,dever
322,Seite::N,saneraq,rûpel
323,Mitte::N,qiteq,nav
324,Mitte::N,qiteq,nabênê
325,Sache::N,pigisaq,tişt
326,Rand::N,sini,kevî
327,Rand::N,akerfineq,kevî
328,Kante::N,akerfineq,kevî
329,Ecke::N,teqeqqoq,qunç
330,Ecke::N,tikeqqoq,qunç
331,Spitze::N,inngik,derzî
332,Ende::N,isu,talî
333,Loch::N,putu,qul
334,Winkel::N,teqeqqorissaat,kurnîşk
335,Muster::N,ilisserut,desen
336,Größe::N,angissuseq,mezinî
337,Länge::N,takissuseq,dirêjahî
338,Gewicht::N,oqimaalutaq,giranî
339,Menge::N,amerlassuseq,qas
340,Haufen::N,eqimattat,lod
341,Reihe::N,allunaasaq,rêz
342,Boot::N,qajaq,kelek
343,Boot::N,angallat,kelek
344,Boot::N,umiatsiaq,kelek
345,Ruder::N,iput,bêrik
346,Schlitten::N,qamutit,xîjik
347,Schlitten::N,qimusseq,xîjik
348,Ski::N,ataarut,lakan
349,Last::N,nammagaq,bar
350,Schritt::N,allorneq,gav
351,Norden::N,avannaq,bakur
352,Süden::N,qava,başur
353,Süden::N,kujat,başur
354,Süden::N,kujataa,başur
355,Westen::N,kitaa,rojava
356,Osten::N,kangi,rojhilat
357,Holz::N,qisuk,dep
358,Brett::N,salliligaq,dep
359,Platte::N,qaateq,dep
360,Stütze::N,ajagutaq,destek
361,Stütze::N,ajaagutaq,destek
362,Stange::N,kaaviffik,sing
363,Stock::N,ajaappissat,çam
364,Stab::N,ajaappissat,qat
365,Rohr::N,sullulik,borî
366,Haus::N,illu,mal
367,Haus::N,illu,xanî
368,Ofen::N,kissarsuut,sobe
369,Fußboden::N,nateq,binpê
370,Tisch::N,allattarfik,mase
371,Stuhl::N,issiavik,kursî
372,Stuhl::N,issiaffik,kursî
373,Wiege::N,uaasoq,derguş
374,Bett::N,nallavik,qerewêle
375,Regal::N,ilisivik,rêbaz
376,Kiste::N,sakissat,sindoq
377,Kiste::N,illerfiusaq,sindoq
378,Fenster::N,aki,çam
379,Fenster::N,aki,şibeke
380,Fenster::N,igalaaq,çam
381,Fenster::N,igalaaq,şibeke
382,Tür::N,matu,derî
383,Tor::N,isaaffik,derge
384,Zaun::N,saputit,hejik
385,Dach::N,qaliaq,sere xanî
386,Leiter::N,tummeqqat,pêling
387,Leiter::N,majuartarfiit,pêling
388,Besen::N,saligutit,melkes
389,Spaten::N,nivaataq,mer
390,Schaufel::N,nivaataq,bêr
391,Gabel::N,qilluaq,çetel
392,Gabel::N,ajassaatit,çetel
393,Löffel::N,alussaat,kevçî
394,Messer::N,savik,kêr
395,Nagel::N,kukik,bizmar
396,Netz::N,anguffaseq,tor
397,Haken::N,nissik,çenqel
398,Haken::N,qarsorsaq,çenqel
399,Haken::N,qarsorsartoq,çenqel
400,Griff::N,ipi,destî
401,Schloss::N,illussaarsuaq,qonax
402,Bild::N,assiliaq,dimen
403,Figur::N,kisitsit,figûr
404,Puppe::N,inuusaq,bûk
405,Bündel::N,qilertaq,pêçek
406,Tasche::N,pooqattaq,bêrîk
407,Deckel::N,matu,devik
408,Geschirr::N,anut,ferax
409,Tasse::N,tiitorfik,kada
410,Tasse::N,tiitorfiup ilorlia,kada
411,Topf::N,qoqqoq,beroş
412,Kessel::N,uunnaavik,şîril
413,Essen::N,igaaq,xwarin
414,Nahrung::N,neqissaq,xwarin
415,Speise::N,nerisassat,xwarin
416,Fleisch::N,neqi,goşt
417,Getreide::N,maannineq,zad
418,Brot::N,iffit,
419,Brot::N,iffiaq,
420,Scheibe::N,igalaassiaq,parçe
421,Fett::N,tarnutissaq,rûn
422,Fett::N,tarnutissiaq,rûn
423,Butter::N,punneq,rûn
424,Öl::N,uulia,rûn
425,Salz::N,taratsut,xwe
426,Suppe::N,qajoq,şorbe
427,Honig::N,tungusunnitsuut,hingiv
428,Milch::N,immuk,şîr
429,Tee::N,tii,çay
430,Tee::N,teeq,çay
431,Wolle::N,nuersagassiaq,herî
432,Stoff::N,milliaq,paç
433,Stoff::N,qarlissiaq,paç
434,Nadel::N,meqqut,derzî
435,Faden::N,ujalussiaq,ta
436,Knopf::N,attat,bişkok
437,Knoten::N,akeroq,girêk
438,Knoten::N,qilerneq,girêk
439,Farbe::N,qalipaat,boyax
440,Kleidung::N,atisat,çil
441,Kleidung::N,annoraaq,çil
442,Hemd::N,ilupaaq,qutik
443,Hemd::N,ilupaaq,miltan
444,Kragen::N,qungasiinnaq,stûvang
445,Ärmel::N,aaq,hûçik
446,Hose::N,qarliit,şewel
447,Gürtel::N,qiterut,qayiş
448,Gürtel::N,unngersaq,qayiş
449,Mütze::N,nasaq,fîno
450,Schuh::N,skuu,şêkal
451,Schuh::N,ikernuk,şêkal
452,Schuh::N,ateraasaq,şêkal
453,Stiefel::N,kamik,gizme
454,Stiefel::N,kamik,çizme
455,Ring::N,assammiu,xelek
456,Band::N,qilerutissiaq,band
457,Kamm::N,illaagutit,şeh
458,Kamm::N,illaajaatit pl.,şeh
459,Spiegel::N,tarrarsuut,eynik
460,Riemen::N,allunaaq,qayiş
461,Schnur::N,kujaaq,doxin
462,Schnur::N,allunaasaq,doxin
463,Leine::N,aleq,şirît
464,Decke::N,qipik,bataniye
465,Kissen::N,akit,balgî
466,Tuch::N,qarlissiaq,şar
467,Handtuch::N,allarut,dezmal
468,Handtuch::N,allarterut,dezmal
469,Kraft::N,pissak,hêz
470,Kraft::N,pissak,qewet
471,Stärke::N,qerattarsaat,xurtî
472,Gesundheit::N,peqqisusseq,nojdarî
473,Krankheit::N,nappaat,nexweşî
474,Schmerz::N,anniaat,êş
475,Wunde::N,iki,kul
476,Fieber::N,nappaat qanimanartoq,ta
477,Arznei::N,imigassaq,derman
478,Brücke::N,ikaartarfik,kopî
479,Brunnen::N,tissaluttuliaq,çal
480,Brunnen::N,tissaluttuliaq,kani
481,Weide::N,masarsuk,beyar
482,Pfad::N,aqqut,xaçirek
483,Weg::N,aggerfik,rê
484,Straße::N,aqqusineq,rê
485,Dorf::N,nunaqarfik,gund
486,Stadt::N,illorpaat,baçar
487,Stadt::N,illorpalik,baçar
488,Brief::N,allagarsiaq,name
489,Buch::N,atuakkat,kitêb
490,Buch::N,atuakkat,pirtûk
491,Buch::N,mappersagaq,kitêb
492,Buch::N,mappersagaq,pirtûk
493,Buchstabe::N,naqinneq,herf
494,Zeitung::N,aviisi,rojname
495,Leben::N,inuussuseq,jiyan
496,Tod::N,toqu,mirin
497,Tod::N,toquneq,mirin
498,Grab::N,iliveq,mezel
499,Grab::N,illissat,mezel
500,Kirche::N,oqaluffik,gilyas
501,Sünde::N,ajorti,guneh
502,Arbeiter::N,sulisoq,hîşçî
503,Chef::N,ittoqut,bêg
504,Meister::N,naalagaq,hoste
505,Arzt::N,katsorsaasoq,doktor
506,Lehrer::N,ilinniartitsisoq,mamoste
507,Geld::N,aningaasat,pere
508,Geschäft::N,niuertarfik,firoşgeh
509,Laden::N,niuertarfik,dikan
510,Preis::N,aki,buha
511,Ware::N,qaliata pii,tişt
512,Ware::N,nioqqutissaq,tişt
513,Nutzen::N,iluaqut,fêde
514,Welt::N,nunarsuaq,dinya
515,Land::N,nuna,welat
516,König::N,kunngi,şah
517,König::N,kunngi,qral
518,Macht::N,pissaassuseq,qewet
519,Macht::N,pissaassuseq,destihilat
520,Grenze::N,killik,kevî
521,Krieg::N,sorsunneq,çeng
522,Krieg::N,sorsunneq,sêwaş
523,Feind::N,akeraq,dijmin
524,Feind::N,akerartorti,dijmin
525,Feind::N,qinngarsuisoq,dijmin
526,Kampf::N,sorsunneq,şer
527,Pfeil::N,qalugiusaq,çîrik
528,Gewehr::N,aallaat,tifing
529,Fehler::N,kukkuneq,şaşî
530,Fehler::N,paarlaappaa,şaşî
531,Unglück::N,perluut,bêbextî
532,Schuld::N,akiitsugaq,suç
533,Schuld::N,akiligassaq,suç
534,Alter::N,utoqqaq,temen
535,Schluss::N,isu,girtin
536,Zeit::N,ulloq,çax
537,Zeit::N,akuttoqatigiinneq,çax
538,Tag::N,ulloq,roj
539,Morgen::N,ullaaq,sibeh
540,Mittag::N,ulloqeqqa,nîro
541,Abend::N,unnuk,êvar
542,Nacht::N,unnuaq,şev
543,Woche::N,sapaatip akunnera,heftî
544,Monat::N,qaammat,meh
545,Jahr::N,ukioq,sal
546,Frühling::N,upernaaq,bihar
547,Sommer::N,aasaq,havîn
548,Herbst::N,ukiaq,payîz
549,Winter::N,ukioq,zistan
550,Januar::N,siulleeq,çile
551,Januar::N,qaammaliaq,çile
552,Februar::N,aarlaat,sibat
553,März::N,marsi,adar
554,März::N,martsi,adar
555,Mai::N,maaji,gûlan
556,Juni::N,juuni,hezîran
557,Juli::N,juuli,tîmeh
558,August::N,aggusti,tebax
559,September::N,septembari,îlon
560,Oktober::N,oktobari,çotmeh
561,November::N,novembari,mijdar
562,Dezember::N,detsembari,kanûn
563,Montag::N,ataasinngortoq,duşemb
564,Dienstag::N,marlunngorneq,sêşem
565,Mittwoch::N,pingasunngorneq,çarşemb
566,Donnerstag::N,sisamanngorneq,pêşemb
567,Freitag::N,tallimanngorneq,în
568,Samstag::N,arfininngorneq,şemî
569,Sonntag::N,sapaat,yekşemb
570,Sonntag::N,sapaati,yekşemb
571,groß::A,angivoq,mezin
572,klein::A,mikivoq,çûçik
573,lang::A,takisooq,dirêj
574,kurz::A,naatsoq,kin
575,breit::A,silippoq,fireh
576,schmal::A,amitsoq,tenik
577,dicht::A,torsusooq,gir
578,dick[Gegenstand]::A,issuvoq,şîşman
579,dick[Gegenstand]::A,issusooq,şîşman
580,dünn::A,amitsoq,zirav
581,fein::A,mamarpoq,tenik
582,fest::A,tangeqarpoq,saxlem
583,flach::A,nalimmappoq,pahn
584,glatt::A,quasak,dûz
585,glatt::A,quasak,şayîk
586,hart::A,mattusooq,hişk
587,hart::A,manngerpoq,hişk
588,hart::A,titeqquluppoq,hişk
589,weich::A,nerumaarpoq,nerm
590,rund::A,ammallorippoq,gilover
591,spitz::A,qummukujooq,pîj
592,scharf::A,ipippoq,tûj
593,stumpf::A,anngerpoq,ne tûj
594,schwer::A,oqimaappoq,giran
595,schön::A,kusanarpoq,xweş
596,schön::A,kusanarpoq,xweşik
597,heiß::A,kiappoq,kelandî
598,warm::A,oqorpoq,germ
599,kalt::A,issippoq,sar
600,kühl::A,pueqqortippoq,jemîrî
601,feucht::A,isugutavoq,şil
602,feucht::A,qaasernarpoq,şil
603,nass::A,imerorpoq,şilek
604,trocken::A,panerpoq,zuwa
605,voll::A,ulikkaarpoq,tijî
606,leer::A,imaattuarpoq,vala
607,offen::A,ammavoq,vekirî
608,geschlossen::A,matuvoq,asê
609,sauber::A,eqqippoq,pakij
610,sauber::A,sukuluippoq,pakij
611,sauber::A,ipeqanngilaq,pakij
612,schmutzig::A,tapappoq,lewitî
613,schmutzig::A,minguppoq,lewitî
614,roh::A,aapavoq,xav
615,reif::A,qaarulerpoq,gihaştî
616,süß::A,tungusunnippoq,şîrîn
617,bitter::A,qasilippoq,tahl
618,hell::A,qaamavoq,ronî
619,dunkel::A,qernerpoq,tarî
620,schwarz::A,qernerpoq,reş
621,weiß::A,qaqorpoq,sipî
622,rot::A,aappaluppoq,sor
623,gelb::A,sungaarpoq,zer
624,blau::A,tungujorpoq,şîn
625,grün::A,qorsooqqippoq,şîn
626,grau::A,qaserpoq,gewr
627,billig::A,akikippoq,erzan
628,wertvoll::A,erlinnarpoq,hêja
629,wertvoll::A,erlinnarpoq,giranbiha
630,blind::A,tappiippoq,kor
631,blind::A,isigisaqanngilaq,kor
632,taub::A,tusilarpoq,kerr
633,kräftig::A,pissaq,gir
634,kräftig::A,pissaq,xurt
635,kräftig::A,pissarsuaq,gir
636,kräftig::A,pissarsuaq,xurt
637,stark::A,sanngivoq,xurt
638,schwach::A,nakuippoq,kesad
639,fett::A,pualavoq,qelew
640,schlank::A,tuappoq,zirav
641,hübsch::A,aatsialaq,xweşik
642,böse::A,ajorpoq,xerab
643,böse::A,ajorpoq,aciz
644,dumm::A,taqajak,gêj
645,dumm::A,sikkilluppoq,gêj
646,dumm::A,qaatusimasaqanngilaq,gêj
647,faul::A,eqiasuppoq,têmbêl
648,faul::A,eqiattortuvoq,têmbêl
649,fleißig::A,eqiasuippoq,jêhatî
650,geizig::A,iasilaarpoq,destgirtî
651,geizig::A,tukkuippoq,destgirtî
652,klug::A,mallak,baqil
653,klug::A,ittanneq,baqil
654,klug::A,kutaappoq,baqil
655,klug::A,kuttaappoq,baqil
656,klug::A,qarasagippoq,baqil
657,lieb::A,akisooq,delal
658,lustig::A,piikulavoq,kêfxweş
659,sanft::A,isumagippoq,nazenîn
660,hungrig::A,kaappoq,birçî
661,hungrig::A,perlilerpoq,birçî
662,krank::A,napparsimavoq,nexweş
663,traurig::A,aliasuppoq,xemgîn
664,lebendig::A,uumavoq,bisaxî
665,gut::A,ajunngilaq,baş
666,schlecht::A,sualuppoq,xerab
667,richtig::A,iluarpoq,rast
668,richtig::A,iluarpoq,saxlem
669,schlimm::A,amiilaarnarpoq,nebaş
670,wahr::A,ilumoorpoq,rast
671,alt::A,pisoqaq,pîr
672,alt::A,pisoqaq,kevn
673,neu::A,nutaavoq,nû
674,alt[Lebewesen]::A,utoqqaq,pîr
675,jung::A,inuusuppoq,xort
676,jung::A,kingulliarsuk,xort
677,arm::A,piillasoq,feqîr
678,arm::A,piillasoq,desteng
679,arm::A,piitsuuvoq,feqîr
680,arm::A,piitsuuvoq,desteng
681,reich::A,pisuuvoq,dewlemend
682,berühmt::A,tusaamasaq,navdar
683,fremd::A,ajasoornarpoq,xerîb
684,verschieden::A,allatut,çîhê
685,verschieden::A,tamalaat,çîhê
686,nah::A,qanippoq,nêzîk
687,fern::A,ungasippoq,dûr
688,linker::A,saamerleq,çepê
689,rechter::A,innarluissut,rastê
690,erster::A,siulleq,yekemîn
691,zweiter::A,qataatsup tullia,duda
692,dritter::A,pingajorarterut,sisêya
693,letzter::A,kingulleq,paşîn
694,allein::ADV,kisimiippoq,tenê
695,auf einmal::ADV,tassanngaannaq,jar kê
696,zusammen::ADV,attaasa,tev
697,zusammen::ADV,attaasa,bi hev re
698,zusammen::ADV,attarmik,tev
699,zusammen::ADV,attarmik,bi hev re
700,lange::ADV,akuni,dirêj
701,plötzlich::ADV,tassanngaannaq,ji nişkave
702,sofort::ADV,erniinnaq,yekser
703,später::ADV,kingorna,paşiyê
704,jetzt::ADV,maanna,nuha
705,jetzt::ADV,massakkut,nuha
706,heute::ADV,ullumi,îro
707,morgen::ADV,aqagu,sibeh
708,bald::ADV,erniinnaq,nêzîk
709,dann::ADV,taava,paşê
710,gestern::ADV,ippassaq,do
711,einst::ADV,ataatsimik,jar ke
712,einst::ADV,ilaanni,jar ke
713,damals::ADV,taamani,hîngî
714,damals::ADV,taamanikkut,hîngî
715,damals::ADV,taassumuunakkut,hîngî
716,danach::ADV,taava,piştra
717,vorher::ADV,siornagut,pîşî
718,einmal::ADV,ilaanni,çarik
719,einmal::ADV,ataatsimik,çarik
720,manchmal::ADV,qaqutigu,çarna
721,manchmal::ADV,qaqutigut,çarna
722,oft::ADV,akulikitsumik,gelek çaran
723,immer::ADV,tamatigut,daîm
724,hier::ADV,maani,li vir
725,hierhin::ADV,maani,vir
726,dorthin::ADV,ikuuna,wêda
727,geradeaus::ADV,narlumut,rastê rast
728,vorwärts::ADV,pilangavoc,ber bi pêş
729,rückwärts::ADV,kingumut,paşpê
730,rückwärts::ADV,tunumut or tunummut,paşpê
731,zurück::ADV,kingumut,paşdo
732,zurück::ADV,kingumut,paşvê
733,zurück::ADV,tunumut or tunummut,paşdo
734,zurück::ADV,tunumut or tunummut,paşvê
735,unten::ADV,kana,jêrî
736,hinab::ADV,qiviu,berjêr
737,überall::ADV,tamaginni,li her derê
738,überall::ADV,tamani tamaani,li her derê
