,Concept_ID,kv,sq
65,Wind::N,тӧв,erë
66,Welle::N,гы,valë
67,Welle::N,гы,dallgë
68,Wasser::N,ва,ujë
69,Stein::N,из,gur
70,Boden::N,му,tokë
71,Boden::N,му,truall
72,Erde::N,му,dhe
73,Erde::N,му,baltë
74,Staub::N,бус,pluhur
75,Rauch::N,тшын,tym
76,Funke::N,бичир,xixë
77,Funke::N,бичир,shkëndijë
78,Feuer::N,би,zjarr
79,Licht::N,би,dritë
80,Schatten::N,вуджӧр,hije
81,Wetter::N,погоддя,mot
82,Nebel::N,туман,mjegull
83,Wolke::N,кымӧр,re
84,Regen::N,зэр,shi
85,Schnee::N,лым,borë
86,Eis::N,йы,akull
87,Frost::N,мороз,ngricë
88,Kälte::N,кӧдзыт,të ftohtë
89,Hitze::N,ӧд,vapë
90,Hitze::N,ӧд,nxehtësi
91,Raureif::N,кижа,cikmë
92,Regenbogen::N,енӧшка,ylber
93,Donner::N,гым,gjëmim
94,Donner::N,гым,bubullimë
95,Strömung::N,визывтӧм,rrymë
96,Tropfen::N,тёп,pikë
97,Schaum::N,быг,shkumë
98,Schmutz::N,нять,baltë
99,See::N,ты,liqen
100,Sumpf::N,арай,batak
101,Moor::N,нюр,kënetë
102,Wiese::N,видз,livadh
103,Wald::N,вӧр,pyll
104,Hügel::N,мыльк,kodër
105,Anhöhe::N,вывтас,bregore
106,Anhöhe::N,вылынін,bregore
107,Berg::N,керӧс,mal
108,Gipfel::N,йыв,kulm
109,Höhle::N,нора,shpellë
110,Höhle::N,нора,zgafelle
111,Abhang::N,покат,shpat
112,Abhang::N,покат,tatëpjetë
113,Quelle::N,больган,krua
114,Quelle::N,больган,burim
115,Bach::N,шор,virua
116,Fluss::N,ю,lumë
117,Ufer::N,берег,breg
118,Küste::N,берег,anëdet
119,Küste::N,берег,bregdet
120,Festland::N,му,kontinent
121,Meer::N,море,det
122,Bucht::N,курья,gji deti
123,Blume::N,цветок,lule
124,Gras::N,турун,bar
125,Wurzel::N,вуж,rrënjë
126,Baum::N,пу,pemë
127,Stamm::N,мыр,trung
128,Stamm::N,кер,trung
129,Rinde::N,кач,lëvore
130,Ast::N,ув,degë
131,Zweig::N,ув,bisk
132,Blatt::N,лист,fletë
133,Blatt::N,лист,gjethe
134,Birke::N,кыдз,mështekën
135,Kiefer[Baum]::N,пожум,pishë
136,Weide[Baum]::N,бадь,shelg
137,Tanne::N,кӧз,bredh
138,Horn::N,сюр,bri
139,Feder::N,гӧн,pupël
140,Fell::N,кучик,lëkurë
141,Flügel::N,борд,krah
142,Flügel::N,борд,fletë
143,Klaue::N,гыж,kthetër
144,Kralle::N,кабыр,thua
145,Kralle::N,кабыр,kthetër
146,Schwanz::N,бӧж,bisht
147,Ei::N,кольть,vezë
148,Nest::N,поз,fole
149,Bau::N,осьта,strofkë
150,Bau::N,нора,strofkë
151,Tier::N,зверь,kafshë
152,Herde::N,гурт,kope
153,Herde::N,гурт,grigjë
154,Kuh::N,мӧс,lopë
155,Bulle::N,ӧшка,dem
156,Pferd::N,вӧв,kalë
157,Schaf::N,баля,dele
158,Schwein::N,порсь,derr
159,Hund::N,пон,qen
160,Katze::N,кань,mace
161,Bär::N,ош,ari
162,Eichhörnchen::N,ур,ketër
163,Elch::N,вӧр мӧс,dre brilopatë
164,Fuchs::N,руч,dhelpër
165,Hase::N,кӧч,lepur
166,Maus::N,шыр,mi
167,Wolf::N,кӧин,ujk
168,Vogel::N,кай,zog
169,Vogel::N,кай,shpend
170,Schwarm::N,стая,luzmë
171,Schwarm::N,чукӧр,luzmë
172,Huhn::N,курӧг,pulë
173,Hahn::N,петух,gjel
174,Hahn::N,петух,këndes
175,Hahn::N,ай курӧг,gjel
176,Hahn::N,ай курӧг,këndes
177,Gans::N,дзодзог,patë
178,Adler::N,куч,shqiponjë
179,Adler::N,кутш,shqiponjë
180,Ente::N,утка,rosë
181,Eule::N,тупка,buf
182,Kranich::N,тури,lejlek
183,Kranich::N,тури,kurrillë
184,Krähe::N,рака,sorrë
185,Kuckuck::N,кӧк,qyqe
186,Schwan::N,юсь,mjellmë
187,Fisch::N,чери,peshk
188,Barsch::N,ёкыш,purtekë
189,Hecht::N,сирпинь,mlysh
190,Schlange[Tier]::N,змей,gjarpër
191,Wurm::N,номыр,krimb
192,Spinne::N,черань,marimangë
193,Ameise::N,кӧдзывкар,thnegël
194,Ameise::N,кӧдзывкар,milingonë
195,Laus::N,ляпа той,morr
196,Mücke::N,ном,kunup
197,Mücke::N,ном,mushkonjë
198,Fliege::N,гут,mizë
199,Schmetterling::N,бабыв,flutur
200,Beere::N,ягӧд,frutë
201,Beere::N,ягӧд,manaferrë
202,Apfel::N,яблоко,mollë
203,Pilz::N,тшак,kërpudhë
204,Zwiebel::N,грез,qepë
205,Saat::N,кӧдзыс,farë
206,Korn::N,сю,grurë
207,Korn::N,сю,kokërr
208,Heu::N,турун,sanë
209,Schale::N,кыш,lëkurë
210,Schale::N,киль,lëkurë
211,Grube::N,яма,gropë
212,Falle::N,нальк,kurth
213,Falle::N,нальк,grackë
214,Falle::N,кляпча,kurth
215,Falle::N,кляпча,grackë
216,Schlinge::N,лӧч,nyjë
217,Spur::N,туй,gjurmë
218,Asche::N,пӧим,hi
219,Dreck::N,нять,baltë
220,Eisen::N,кӧрт,hekur
221,Gold::N,зарни,ar
222,Gold::N,зарни,flori
223,Silber::N,язісь,argjend
224,Kohle::N,шом,qymyr
225,Kohle::N,уголь,qymyr
226,Glas::N,стекло,qelq
227,Lehm::N,сёй,argjilë
228,Sand::N,лыа,rërë
229,Mensch::N,морт,njeri
230,Mann::N,мужик,burrë
231,Mann::N,мужик,mashkull
232,Frau::N,инька,grua
233,Frau::N,инька,femër
234,Kind::N,кага,kalama
235,Junge::N,зонка,djalë
236,Mädchen::N,нывкаок,gocë
237,Mädchen::N,нывкаок,vajzë
238,Familie::N,семья,familje
239,Großvater::N,дед,gjysh
240,Großmutter::N,баб,gjyshe
241,Eltern::N,ай-мам,prindër
242,Vater::N,ай,atë
243,Mutter::N,мам,nënë
244,Sohn::N,зон,bir
245,Tochter::N,ныв,bijë
246,Bruder::N,вон,vëlla
247,Schwester::N,сой,motër
248,Onkel::N,дядь,dajë
249,Onkel::N,дядь,xhaxha
250,Tante::N,айӧлӧн сой,teze
251,Tante::N,айӧлӧн сой,hallë
252,Tante::N,ичинь,teze
253,Tante::N,ичинь,hallë
254,Ehemann::N,жӧник,burrë
255,Ehemann::N,жӧник,bashkëshort
256,Ehefrau::N,инь,grua
257,Ehefrau::N,инь,bashkëshorte
258,Freude::N,гаж,gaz
259,Freude::N,гаж,gëzim
260,Freude::N,радъялӧм,gaz
261,Freude::N,радъялӧм,gëzim
262,Gelächter::N,сералӧм,qeshje
263,Glück::N,мичлун,lumturi
264,Kummer::N,шог,brengë
265,Kummer::N,шог,pikëllim
266,Wunsch::N,мӧдӧм,dëshirë
267,Wunsch::N,охотитӧм,dëshirë
268,Lust::N,охота,epsh
269,Lust::N,охота,dashuri
270,Geist::N,лов,frymë
271,Geist::N,лов,shpirt
272,Gedanke::N,дума,ide
273,Gedanke::N,дума,mendim
274,Gedächtnis::N,тӧдвыв,kujtesë
275,Verstand::N,вежӧр,mend
276,Sinn::N,ылӧс,kuptim
277,Grund::N,мог,arsye
278,Wahrheit::N,правда,vërtetë
279,Gespräch::N,сёрни,bisedim
280,Märchen::N,сказка,përrallë
281,Erzählung::N,висьт,tregim
282,Nachricht::N,юӧр,lajm
283,Nachricht::N,висьталӧм,lajm
284,Neuigkeit::N,новость,risi
285,Name::N,ним,emër
286,Rätsel::N,загадка,gjëzë
287,Rätsel::N,загадка,gjëegjëzë
288,Rede::N,сёрни,fjalim
289,Sprache::N,кыв,gjuhë
290,Stimme::N,голос,zë
291,Wort::N,кыв,fjalë
292,Zeichen::N,пас,shenjë
293,Ruf::N,чуксӧм,thirrmë
294,Ruf::N,чукӧстӧм,thirrmë
295,Lärm::N,шум,zhurmë
296,Laut::N,шы,tingull
297,Ton::N,гор,ton
298,Lied::N,сьыланкыв,këngë
299,Ruhe::N,спокой,qetësi
300,Leute::N,йӧз,botë
301,Leute::N,йӧз,njerëz
302,Volk::N,йӧз,popull
303,Volk::N,народ,popull
304,Arbeit::N,удж,punë
305,Gast::N,гӧсь,mik
306,Gast::N,гӧсь,mysafir
307,Geschenk::N,гӧснеч,dhuratë
308,Geschenk::N,гӧснеч,peshqesh
309,Geschenk::N,подарок,dhuratë
310,Geschenk::N,подарок,peshqesh
311,Spiel::N,орсӧм,lojë
312,Gesellschaft::N,компания,shoqëri
313,Hilfe::N,отсӧт,ndihmë
314,Freund::N,модз,mik
315,Freund::N,дружок,mik
316,Kamerad::N,тӧдса,shok
317,Angelegenheit::N,дело,punë
318,Anzahl::N,лыд,sasi
319,Art::N,пӧлӧс,lloj
320,Stück::N,тор,copë
321,Teil::N,юкӧм,pjesë
322,Hälfte::N,джын,gjysmë
323,Kreis::N,круг,qark
324,Kreis::N,круг,rreth
325,Kreuz::N,перна,kryq
326,Linie::N,визь,vijë
327,Strich::N,кырӧв,vizë
328,Abstand::N,колас,distancë
329,Entfernung::N,ылына,largim
330,Gegend::N,места,vise
331,Gegend::N,места,krahinë
332,Platz::N,места,shesh
333,Ort::N,места,vend
334,Seite::N,ладор,anë
335,Mitte::N,шӧр,mes
336,Gegenstand::N,тор,send
337,Sache::N,тор,gjë
338,Sache::N,тор,send
339,Rand::N,дор,qoshe
340,Kante::N,ордлы,teh
341,Ecke::N,пельӧс,qoshe
342,Spitze::N,йыв,majë
343,Ende::N,йыв,skaj
344,Ende::N,йыв,bisht
345,Loch::N,осьта,vrimë
346,Winkel::N,пельӧс,kënd
347,Muster::N,сер,mostër
348,Größe::N,ыжда,madhësi
349,Länge::N,кузя,gjatësi
350,Höhe::N,сувда,lartësi
351,Höhe::N,вылына,lartësi
352,Gewicht::N,сьӧкта,peshë
353,Haufen::N,куча,grumbull
354,Reihe::N,лёдз,radhë
355,Reihe::N,лёдз,rresht
356,Boot::N,пыж,barkë
357,Boot::N,пыж,lundër
358,Ruder::N,пелыс,rrem
359,Schlitten::N,додь,sajë
360,Ski::N,лямпа,ski
361,Lagerfeuer::N,бипур,flakadan
362,Lagerfeuer::N,бипур,zjarr i madh
363,Last::N,тягота,barrë
364,Gang::N,мунӧм,ecje
365,Schritt::N,вожмӧв,hap
366,Norden::N,ой,veri
367,Süden::N,лун,jug
368,Westen::N,рытвыв,perëndim
369,Osten::N,асыв,lindje
370,Holz::N,пу,dru
371,Brett::N,пӧв,dërrasë
372,Platte::N,плита,pllakë
373,Stütze::N,пика,shtyllë
374,Stütze::N,пика,mbështetesë
375,Stange::N,зор,shufër
376,Stange::N,потш,shufër
377,Stock::N,бедь,dajak
378,Stab::N,шест,shkop
379,Rohr::N,труба,tub
380,Haus::N,керку,shtëpi
381,Heim::N,керку,konak
382,Heim::N,керку,shtëpi
383,Ofen::N,пӧжавны,sobë
384,Ofen::N,пӧжавны,stufë
385,Fußboden::N,джодж,dysheme
386,Tisch::N,пызан,tryezë
387,Stuhl::N,стул,karrige
388,Wiege::N,зыбка,djep
389,Bett::N,кровать,shtrat
390,Regal::N,джадж,raft
391,Kiste::N,ящик,kuti
392,Fenster::N,ӧшын,dritare
393,Tür::N,ыбӧс,derë
394,Tor::N,ворота,portë
395,Zaun::N,забор,gardh
396,Dach::N,крыша,çati
397,Leiter::N,лиснич,shkallë
398,Besen::N,рос,fshesë
399,Spaten::N,зыр,lopatë
400,Schaufel::N,зыр,qyrek
401,Gabel::N,вила,pirun
402,Löffel::N,пань,lugë
403,Messer::N,пурт,thikë
404,Nagel::N,кӧрттув,gozhdë
405,Netz::N,кыйӧт,rrjetë
406,Haken::N,ем,grep
407,Haken::N,ем,grremç
408,Griff::N,пу,dorak
409,Griff::N,пу,dorezë
410,Schloss::N,замок,bravë
411,Bild::N,картина,tablo
412,Bild::N,картина,pikturë
413,Figur::N,мыгӧр,figurë
414,Puppe::N,акань,kukull
415,Beutel::N,мешӧк,qese
416,Beutel::N,мешӧк,trastë
417,Bündel::N,нин,deng
418,Tasche::N,сумка,çantë
419,Eimer::N,ведра,kovë
420,Deckel::N,вевт,kapak
421,Deckel::N,вевт,mbulesë
422,Geschirr::N,доз,enë
423,Geschirr::N,бекӧрпань,enë
424,Sack::N,мешӧк,thes
425,Sack::N,мешӧк,torbë
426,Tasse::N,бекӧр,filxhan
427,Topf::N,кастрюля,kusi
428,Topf::N,кастрюля,tenxhere
429,Kessel::N,пӧрт,kazan
430,Essen::N,сёйӧм,ngrënie
431,Nahrung::N,вердан,ushqim
432,Speise::N,сёян,gatesë
433,Fleisch::N,яй,mish
434,Getreide::N,сю,drithë
435,Brei::N,каша,qull
436,Brot::N,нянь,bukë
437,Scheibe::N,шӧрӧм,fetë
438,Fett::N,гос,lyrë
439,Fett::N,гос,yndyrë
440,Butter::N,ви,gjalpë
441,Öl::N,ви,vaj
442,Salz::N,сов,kripë
443,Suppe::N,шыд,supë
444,Suppe::N,шыд,çorbë
445,Honig::N,ма,mjaltë
446,Milch::N,йӧв,qumësht
447,Tee::N,чай,çaj
448,Leder::N,кучик,lëkurë
449,Wolle::N,гӧн,lesh
450,Stoff::N,дӧра,pëlhurë
451,Nadel::N,ем,gjilpërë
452,Faden::N,сунис,pe
453,Faden::N,сунис,fije
454,Knopf::N,кизь,kopsë
455,Knoten::N,узӧв,komb
456,Knoten::N,гӧрӧд,komb
457,Farbe::N,краска,bojë
458,Kleidung::N,паськӧм,veshje
459,Hemd::N,йӧрнӧс,këmishë
460,Kragen::N,воротник,jakë
461,Ärmel::N,сос,mëngë
462,Hose::N,вешьян,brekë
463,Gürtel::N,йи,rrip
464,Mütze::N,шапка,kësulë
465,Schuh::N,ботинки,këpucë
466,Stiefel::N,сапог,çizme
467,Ring::N,чунькытш,unazë
468,Band::N,ленточка,shirit
469,Kamm::N,сынан,krehër
470,Spiegel::N,зеркало,pasqyrë
471,Riemen::N,ремень,rrip
472,Schnur::N,гез,litar
473,Schnur::N,гез,cikomë
474,Leine::N,повод,rrip
475,Decke::N,одеяло,batanije
476,Kissen::N,подушка,jastëk
477,Tuch::N,чышьян,shami
478,Handtuch::N,чышкӧт,peshqir
479,Kraft::N,прак,forcë
480,Stärke::N,вын,koll
481,Gesundheit::N,здоровье,shëndet
482,Krankheit::N,шог,sëmundje
483,Schmerz::N,зубыт,dhimbje
484,Wunde::N,рана,plagë
485,Fieber::N,лёк тресся,ethe
486,Fieber::N,кынтан шогӧт,ethe
487,Arznei::N,лекарство,ilaç
488,Brücke::N,пос,urë
489,Brunnen::N,колодец ,pus
490,Weide::N,пода йирсян,kullotë
491,Pfad::N,туй,ravë
492,Pfad::N,туй,shteg
493,Weg::N,туй,udhë
494,Weg::N,туй,shteg
495,Straße::N,туй,rrugë
496,Dorf::N,деревня,fshat
497,Dorf::N,деревня,katund
498,Stadt::N,город,qytet
499,Brief::N,гижӧт,letër
500,Buch::N,книга,libër
501,Buchstabe::N,буква,shkronjë
502,Zeitung::N,газета,gazetë
503,Leben::N,олан,jetë
504,Tod::N,кулӧм,mortje
505,Grab::N,гу,varr
506,Kirche::N,вичку,kishë
507,Sünde::N,грек,mëkat
508,Sünde::N,грек,gjynah
509,Gott::N,ен,hy
510,Gott::N,ен,zot
511,Arbeiter::N,уджалiсь,punëtor
512,Chef::N,начальник,shef
513,Chef::N,начальник,drejtues
514,Meister::N,мастер,mjeshtër
515,Arzt::N,врач,mjek
516,Arzt::N,врач,doktor
517,Lehrer::N,велӧтісь,mësues
518,Lehrer::N,велӧтісь,arsimtar
519,Geld::N,деньга,para
520,Geld::N,деньга,holla
521,Geschäft::N,удж,ujdi
522,Geschäft::N,удж,biznes
523,Laden::N,магазин,dyqan
524,Preis::N,дон,çmim
525,Ware::N,товар,mall
526,Nutzen::N,путь,dobi
527,Nutzen::N,путь,leverdi
528,Reichtum::N,богатство,kamje
529,Reichtum::N,богатство,pasuri
530,Welt::N,му,botë
531,Land::N,страна,vend
532,Staat::N,государство,shtet
533,König::N,кан,mbret
534,Macht::N,власть,fuqi
535,Macht::N,власть,pushtet
536,Grenze::N,граница,kufi
537,Krieg::N,война,luftë
538,Feind::N,враг,armik
539,Kampf::N,нярасьӧм,luftim
540,Kampf::N,вермасьӧм,luftim
541,Bogen[Waffe]::N,лук,hark
542,Pfeil::N,ньӧв,shigjetë
543,Gewehr::N,ружьё,pushkë
544,Fehler::N,ошибка,gafë
545,Fehler::N,ошибка,gabim
546,Lüge::N,ылӧтӧм,gënjeshtër
547,Lüge::N,пӧрьялӧм,gënjeshtër
548,Schaden::N,лёк,dëm
549,Schaden::N,лёк,zarar
550,Unglück::N,пик,fatkeqësi
551,Unglück::N,оказзё,fatkeqësi
552,Schuld::N,вина,faj
553,Schluss::N,ком,fund
554,Zeit::N,кад,kohë
555,Tag::N,лун,ditë
556,Morgen::N,асыв,mëngjes
557,Mittag::N,луншӧр кад,mesditë
558,Abend::N,рыт,mbrëmje
559,Nacht::N,ой,natë
560,Woche::N,неделя,javë
561,Monat::N,тӧлicь,muaj
562,Jahr::N,год,vit
563,Frühling::N,тулыс,pranverë
564,Sommer::N,гожум,verë
565,Herbst::N,ар,vjeshtë
566,Winter::N,тӧв,dimër
567,Januar::N,январ,janar
568,Februar::N,февраль,shkurt
569,März::N,март,mars
570,April::N,апрель,prill
571,Mai::N,май,maj
572,Juni::N,юнь,qershor
573,Juli::N,юль,korrik
574,August::N,август,gusht
575,September::N,сентяб,shtator
576,Oktober::N,октяб,tetor
577,November::N,нояб,nëntor
578,Dezember::N,декаб,dhjetor
579,Montag::N,вильлун,hënë
580,Dienstag::N,мӧдӧдзлун,martë
581,Mittwoch::N,шӧрлун,mërkurë
582,Donnerstag::N,нёльӧдзлун,enjte
583,Freitag::N,витӧдзлун,premte
584,Samstag::N,пывсянлун,shtunë
585,Sonntag::N,кресення,diel
586,groß::A,ыджыт,madh
587,klein::A,учӧтик,vogël
588,lang::A,кузь,gjatë
589,kurz::A,дженыт,shkurtër
590,breit::A,ота,gjerë
591,schmal::A,векнит,ngushtë
592,dicht::A,тшӧк,dendur
593,dick[Gegenstand]::A,кыз,trashë
594,dünn::A,вӧснит,hollë
595,fein::A,вӧснит,imët
596,fest::A,крепыт,fortë
597,flach::A,лапкӧса,sheshtë
598,glatt::A,волькыт,rrafshët
599,hart::A,чӧрыт,fortë
600,weich::A,небыт,butë
601,rund::A,гӧгрӧса,rrumbullakët
602,spitz::A,ёся,majëmprehtë
603,scharf::A,лэчыт,mprehtë
604,stumpf::A,ныж,topitur
605,schwer::A,сьӧкыт,rëndë
606,schön::A,басӧк,bukur
607,heiß::A,жар,nxehtë
608,warm::A,шоныт,ngrohtë
609,kalt::A,кӧдзыт,ftohtë
610,kühl::A,сайкыт,freskët
611,frisch::A,виль,pastër
612,feucht::A,вакодь,lagësht
613,nass::A,ва,lagur
614,trocken::A,кӧс,thatë
615,voll::A,тыра,plotë
616,leer::A,тыртӧм,bosh
617,leer::A,тыртӧм,zbrazët
618,offen::A,оссьӧм,hapur
619,geschlossen::A,игана,mbyllur
620,geschlossen::A,пӧдана,mbyllur
621,sauber::A,сӧдз,dëlirë
622,sauber::A,сӧстӧм,dëlirë
623,schmutzig::A,нятьӧсь,ndyrë
624,roh::A,путӧм,gjallë
625,reif::A,кисьмалӧм,arrirë
626,lecker::A,кӧра ,shijshëm
627,süß::A,чӧскыт,ëmbël
628,bitter::A,курыт,hidhur
629,sauer::A,шӧма ,thartë
630,hell::A,югыт,me dritë
631,dunkel::A,пемыт,errët
632,schwarz::A,сьӧд,i zi
633,weiß::A,чочком,bardhë
634,rot::A,гӧрд,kuq
635,gelb::A,веж,verdhë
636,blau::A,лӧз,blu
637,blau::A,лӧз,kaltër
638,grün::A,веж,blertë
639,grün::A,веж,gjelbër
640,grau::A,руд,hirtë
641,grau::A,руд,bojë hiri
642,grau::A,бусӧй,hirtë
643,grau::A,бусӧй,bojë hiri
644,bunt::A,быдрӧма,shumëngjyrëshëm
645,billig::A,донтӧм,lirë
646,teuer::A,дона,shtrenjtë
647,wertvoll::A,дона,çmuar
648,wertvoll::A,дона,vlershëm
649,blind::A,синтӧм,qorr
650,blind::A,синтӧм,verbër
651,taub::A,пельтӧм,shurdhër
652,kräftig::A,вына,fuqishëm
653,stark::A,вына,fortë
654,schwach::A,некодя,dobët
655,fett::A,госа,dhjamur
656,schlank::A,статя,hollë
657,hübsch::A,басӧк,bukur
658,hübsch::A,басӧк,hijshëm
659,böse::A,лёк,keq
660,dumm::A,бӧбӧв,teveqel
661,dumm::A,вежӧртӧм,teveqel
662,faul::A,дыш,dembel
663,fleißig::A,уджалicь,zellshëm
664,geizig::A,жикмӧра,kurnac
665,geizig::A,жикмӧра,dorështrënguar
666,geizig::A,горшаліcь,kurnac
667,geizig::A,горшаліcь,dorështrënguar
668,klug::A,авья,mençur
669,klug::A,вежӧра,mençur
670,geschickt::A,кипода,aftë
671,lieb::A,муса,dashur
672,lieb::A,дзулиньӧй,dashur
673,lustig::A,гажа,gëzuar
674,sanft::A,лебезнӧй,butë
675,hungrig::A,тшыг,uritur
676,krank::A,шогалiсь,sëmurë
677,nackt::A,куш,lakuriq
678,nackt::A,куш,zhveshur
679,traurig::A,жугыль,trishtuar
680,lebendig::A,ловья,gjallë
681,gut::A,бур,mirë
682,schlecht::A,умӧль,keq
683,schlimm::A,нештӧм,keq
684,alt::A,важ,vjetër
685,neu::A,виль,i ri
686,ehemalig::A,вӧвлӧм,dikurshëm
687,alt[Lebewesen]::A,года,plak
688,alt[Lebewesen]::A,годдэза,plak
689,jung::A,том,i ri
690,arm::A,гов,varfër
691,arm::A,гов,vobektë
692,arm::A,беднӧй,varfër
693,arm::A,беднӧй,vobektë
694,reich::A,эма,pasur
695,bekannt::A,тӧдса,njohur
696,fremd::A,чужӧй,huaj
697,verschieden::A,быдкодь,ndryshëm
698,nah::A,матiсь,afërt
699,fern::A,ылicь,largët
700,linker::A,шульга,majtë
701,rechter::A,веськытланись,djathtë
702,anderer::A,мукӧд,tjetër
703,erster::A,медодзза,parë
704,zweiter::A,кыкӧт,dytë
705,dritter::A,куимӧт,i tretë
706,dritter::A,куимӧдз,i tretë
707,letzter::A,бӧрья,fundit
708,letzter::A,мёдбӧрья,fundit
709,auf einmal::ADV,тшӧтш,njëkohësisht
710,zusammen::ADV,ӧтлаын,bashkë
711,zusammen::ADV,ӧтлаын,së bashku
712,lange::ADV,дыр,për një kohë të gjatë
713,plötzlich::ADV,друг,befas
714,sofort::ADV,тшӧтш,menjëherë
715,sofort::ADV,тшӧтш,aty për aty
716,später::ADV,медбӧрын,më vonë
717,jetzt::ADV,ӧні,tash
718,heute::ADV,талун,sot
719,morgen::ADV,ашын,nesër
720,bald::ADV,чожа,shpejt
721,bald::ADV,чожа,së shpejti
722,dann::ADV,сыбӧрын,pastaj
723,gestern::ADV,тӧн,dje
724,einst::ADV,ӧтпыр,dikur
725,damals::ADV,сэк,atëherë
726,damals::ADV,сэки,atëherë
727,danach::ADV,сэсся,mandej
728,vorher::ADV,одзжык,më parë
729,zuerst::ADV,наперво,së pari
730,einmal::ADV,ӧтпыр,njëherë
731,manchmal::ADV,мукӧдпыр,nganjëherë
732,oft::ADV,-лы-,shpesh
733,immer::ADV,быдпыр,përherë
734,immer::ADV,быдпыр,gjithnjë
735,immer::ADV,быдпырся,përherë
736,immer::ADV,быдпырся,gjithnjë
737,niemals::ADV,некӧр,kurrë
738,niemals::ADV,некӧр,asnjëherë
739,hier::ADV,татӧн,këtu
740,hierhin::ADV,татчӧ,knej
741,von hier::ADV,тасянь,që këtej
742,von hier::ADV,тасянь,prej këtej
743,dort::ADV,сэтӧн,aty
744,dort::ADV,сэтӧн,atje
745,dorthin::ADV,сэтчин,anej
746,geradeaus::ADV,веськыта,drejt
747,vorwärts::ADV,одзӧ,mbroth
748,vorwärts::ADV,одзӧ,përpara
749,rückwärts::ADV,бӧр,mbrapsht
750,zurück::ADV,бӧр,prapa
751,zurück::ADV,бӧр,mbrapsht
752,unten::ADV,увтын,poshtë
753,hinab::ADV,увтас,përposh
754,oben::ADV,вевдӧрас,lart
755,oben::ADV,вевдӧрас,sipër
756,hinauf::ADV,вывлань,lart
757,hinauf::ADV,вывлань,përpjetë
758,hinauf::ADV,вывланьӧ,lart
759,hinauf::ADV,вывланьӧ,përpjetë
760,überall::ADV,быдлан,kudo
761,nicht::ADV,ог,s'
762,nicht::ADV,ог,nuk
763,ein wenig::ADV,-ышт,një tis
764,ein wenig::ADV,невна,një tis
765,kaum::ADV,ӧдва,mezi
766,sehr::ADV,вывтi,fort
767,sehr::ADV,вывтi,shumë
768,so::ADV,сiдз,ashtu
769,so::ADV,сiдз,kështu
770,noch::ADV,эшӧ,ende
771,noch::ADV,эшӧ,akoma
772,nur::ADV,только,vetëm
773,schon::ADV,ни,tashmë
774,wieder::ADV,бӧра,përsëri
775,vergebens::ADV,весись,kot
776,vor::PRP,одзас,para
777,hinter::PRP,бӧрӧ,prapa
778,hinter::PRP,бӧрӧ,mbrapa
779,unter::PRP,увтын,nën
780,durch::PRP,пыр,nëpër
781,neben::PRP,бокам,pranë
782,neben::PRP,бокам,përbri
783,neben::PRP,боксиным,pranë
784,neben::PRP,боксиным,përbri
785,zwischen::PRP,коласас,midis
786,zwischen::PRP,коласас,ndërmjet
787,wegen::PRP,понда,për
