,Concept_ID,he,ce
782,glänzen::V,בהק,лепа
783,funkeln::V,נצנץ,къега
784,lärmen::V,רעש,гӏовгӏаян
785,läuten::V,צלצל,детта
786,klingeln::V,צלצל,дека
787,klirren::V,קרקש,дека
788,brausen::V,געש,хьаьдда даха
789,rauschen::V,רשרש,леста
790,klingen::V,נשמע,дека
791,bellen::V,נבח,лета
792,heulen::V,ילל,угӏа
793,blasen::V,נשף,хӏуп баха
794,pfeifen::V,שרק,шок етта
795,schreien::V,צעק,мохь бетта
796,stöhnen::V,נאנק,узарш дан
797,zittern::V,רעד,дега
798,leben::V,חי,даха
799,geboren werden::V,נולד,хила
800,atmen::V,נשם,садеӏа
801,trinken::V,שתה,мала
802,essen::V,אכל,кхалла
803,schlucken::V,בלע,къурдбан
804,müde werden::V,התעיף,кӏаддала
805,einschlafen::V,נרדם,наб кхета
806,schlafen::V,ישן,вижа
807,schlafen::V,ישן,наб ян
808,schlafen::V,ישן,дижина хила
809,aufwachen::V,התעורר,самадала
810,aufstehen::V,קם,гӏатта
811,sich erholen::V,נפש,садаӏа
812,krank werden::V,חלה,цомгуш хила
813,krank sein::V,היה חולה,цомгуш хила
814,schmerzen::V,כאב,лаза
815,schmerzen::V,כאב,ӏийжа
816,husten::V,השתעל,йовхарш етта
817,genesen::V,הבריא,тадала
818,sterben::V,מת,дала
819,umkommen::V,נספה,хӏаллакхила
820,sich bewegen::V,נע,лела
821,sich rühren::V,זז,меттахъхьен
822,sich erheben::V,קם,хьалагlатта
823,sich setzen::V,התישב,хаа
824,hinfallen::V,נפל,дожа
825,hinfallen::V,נפל,охьакхета
826,laufen::V,הלך ברגל,вада
827,laufen::V,הלך ברגל,хьада
828,schreiten::V,פסע,болар дан
829,schreiten::V,פסע,ког баккха
830,spazierengehen::V,טיל,доладала
831,eilen::V,אץ,сихдала
832,eilen::V,מהר,сихдала
833,sich beeilen::V,מהר,сихдала
834,sausen::V,אץ,
835,rennen::V,רץ,дада
836,springen::V,קפץ,ирхкхийсадала
837,klettern::V,טפס,тӏедийла
838,schaukeln::V,התנדנד,техко
839,kriechen::V,זחל,такха
840,schwimmen::V,שחה,некадан
841,tauchen::V,צלל,чулелха
842,rudern::V,חתר,дига лело
843,rudern::V,חתר,кема лело
844,fahren::V,נסע,хахка
845,fliegen::V,עף,тӏемадала
846,gehen::V,הלך,лeла
847,weggehen::V,עזב,дӏадаха
848,abfahren::V,יצא,дӏадаха
849,anhalten::V,עצר,саца
850,hineingehen::V,נכנס,чудала
851,eintreten::V,נכנס,чудала
852,kommen::V,בא,кхача
853,kommen::V,בא,дӏакхача
854,kommen::V,בא,схьакхача
855,ankommen::V,הגיע,кхача
856,ankommen::V,הגיע,схьакхача
857,zurückkommen::V,שב,юхада
858,zurückkommen::V,חזר,юхада
859,bleiben::V,נשאר,диса
860,warten::V,חכה,хьежа
861,warten::V,חכה,cобар дан
862,warten::V,המתין,хьежа
863,warten::V,המתין,cобар дан
864,erwarten::V,צפה,хьоьжуш ӏан
865,suchen::V,חפש,леха
866,finden::V,מצא,каро
867,versuchen::V,נסה,дан хьажа
868,vorbereiten::V,הכין,кечъян
869,lieben::V,אהב,деза
870,mögen::V,אהב,безамхила
871,lachen::V,צחק,дела
872,rühren::V,נגע ללב,хьедан
873,weinen::V,בכה,делха
874,schimpfen::V,גער,чехо
875,sich ärgern::V,זעם,оьгӏазъэха
876,sich ärgern::V,כעס,оьгӏазъэха
877,sich fürchten::V,פחד,кхера
878,sich fürchten::V,חשש,кхера
879,fürchten::V,פחד מ,кхера
880,fürchten::V,חשש מ,кхера
881,fliehen::V,ברח,дӏадада
882,flüchten::V,נמלט,дӏадада
883,sehen::V,ראה,ган
884,anschauen::V,הביט,хьажа
885,anschauen::V,הביט,хьежа
886,ansehen::V,התבונן,хьовса
887,hören::V,שמע,хаза
888,zuhören::V,הקשיב,ладогӏа
889,probieren::V,נסה,хьажа
890,riechen::V,הריח,хьожа яха
891,fühlen::V,חש,хаадала
892,scheinen::V,נדמה,мотта
893,zu sehen sein::V,נראה,гуш хила
894,vernehmen::V,נודע ל,бартхатта
895,frieren::V,קר ל,гӏоро
896,tun::V,פעל,дан
897,können::V,יכל,дадала
898,wollen::V,רצה,тӏергӏа
899,anfangen::V,התחיל,доло
900,beenden::V,גמר,довла
901,aufhören::V,סים,саца
902,gelingen::V,הצליח,кадала
903,geraten::V,עלה,хила
904,öffnen::V,פתח,дӏаделла
905,öffnen::V,פתח,схьаделла
906,schließen::V,סגר,къовла
907,schließen::V,סגר,дӏачӏагӏа
908,stellen::V,העמיד,хlотто
909,setzen::V,הושיב,дийгӏа
910,legen::V,שם,охьадилла
911,berühren::V,נגע,хьедан
912,verbinden::V,קשר,вовшахтаса
913,bedecken::V,כסה,тилла
914,bedecken::V,כסה,тӏетаса
915,aufhängen::V,תלה,хьалаолла
916,anzünden::V,הצית,лато
917,aufheben::V,אסף,айа
918,zurücklassen::V,השאיר,дита
919,verlieren::V,אבד,дайа
920,fallen lassen::V,שמט,охьадожо
921,fallen lassen::V,הפיל,охьадожо
922,machen::V,עשה,дан
923,herstellen::V,יצר,дан
924,bauen::V,בנה,гӏишлоян
925,reparieren::V,תקן,тадан
926,verbessern::V,שפר,нисдан
927,ändern::V,שנה,хийца
928,graben::V,חפר,ахка
929,beugen::V,כפף,сатто
930,biegen::V,כופף,сатто
931,drehen::V,סובב,хьовзо
932,wenden::V,הפך,
933,umdrehen::V,סובב,хьовзo
934,heben::V,הרים,айа
935,heben::V,הרים,хьалаайа
936,hochheben::V,הרים,хьалаайа
937,ergreifen::V,אחז,дӏалаца
938,halten::V,החזיק,латто
939,drücken::V,לחץ,тӏетаӏо
940,schieben::V,הזיז,татта
941,kratzen::V,שרט,мӏараш тийса
942,kratzen::V,שפשף,мӏараш тийса
943,lecken::V,לקק,мотт хьекха
944,beißen::V,נשך,катoха
945,abreißen::V,קרע,схьадаккха
946,abschneiden::V,חתך,кхада
947,binden::V,קשר,дӏадехка
948,binden::V,קשר,вовшахтаса
949,stecken::V,תקע,чудахийта
950,brechen::V,שבר,кагдан
951,klopfen::V,נקש,детта
952,hauen::V,הכה,етта
953,kleben::V,הדביק,тӏелато
954,reiben::V,שפשף,хьекхо
955,streichen::V,מרח,тlехьакха
956,schleifen::V,השחיז,ирдан
957,schneiden::V,גזר,ларга
958,rütteln::V,נענע,лесто
959,schütteln::V,נער,лесто
960,schwenken::V,נופף,лесто
961,schwenken::V,טלטל,лесто
962,schütten::V,שפך,дотта
963,füllen::V,מלא,дуза
964,einwickeln::V,עטף,хьарчо
965,tragen::V,נשא,дахьа
966,schleppen::V,סחב,ийзо
967,ziehen::V,משך,озо
968,aufbewahren::V,שמר,ӏалашдан
969,werfen::V,זרק,кхосса
970,fangen::V,תפס,леца
971,packen::V,אחז,леца
972,verstecken::V,החביא,къайладаккха
973,teilen::V,חלק,декъа
974,schicken::V,שלח,дӏадахьийта
975,bringen::V,הביא,дан
976,hinzufügen::V,הוסיף,тӏетоха
977,bekommen::V,תפס,даккха
978,erhalten::V,קבל,даккха
979,nehmen::V,אחז,схьаэца
980,wählen::V,בחר,харжа
981,auswählen::V,בחר ב,харжа
982,bewahren::V,קים,lалашдан
983,behindern::V,מנע,новкъарло ян
984,verderben::V,מנע,талхо
985,beschädigen::V,הזיק,дохо
986,zerbrechen::V,נשבר,дохо
987,zerbrechen::V,נשבר,кагдан
988,zerreißen::V,קרע,хадо
989,zerstören::V,הרס,дохо
990,zerstören::V,הרס,кагдан
991,zerstören::V,השמיד,дохо
992,zerstören::V,השמיד,кагдан
993,verbrennen::V,שרף,даго
994,geben::V,נתן,яла
995,reichen::V,העביר,дӏадала
996,reichen::V,העביר,дӏакховдо
997,schenken::V,נתן במתנה,совгӏат дан
998,versprechen::V,הבטיח,ваӏда дан
999,wünschen::V,אחל,лаа
1000,loben::V,שבח,хасто
1001,küssen::V,נשק,оба яккха
1002,wiegen::V,נדנד,тахка
1003,zudecken::V,כסה,тӏетаса
1004,wecken::V,עורר,самадаккха
1005,zeigen::V,הראה,гайта
1006,führen::V,הביא,дига
1007,führen::V,הוביל,дига
1008,lehren::V,למד,ӏамо
1009,unterrichten::V,למד,хьеха
1010,aufziehen::V,רומם,кхио
1011,leiten::V,נהל,урхалла дан
1012,antreiben::V,המרץ,сихдан
1013,lassen::V,נתן,-йта
1014,einladen::V,הזמין,кхайкха
1015,vereinigen::V,אחד,цхьаьнатоха
1016,vereinigen::V,לכד,цхьаьнатоха
1017,besuchen::V,בקר,хьажахIотта
1018,treffen::V,פגש,дуьхьалкхета
1019,sich versammeln::V,התאסף,гулдан
1020,spielen::V,שחק,ловза
1021,singen::V,שר,лакха
1022,tanzen::V,רקד,хелхадала
1023,sich trennen::V,נפרד,къаста
1024,verlassen::V,עזב,дита
1025,retten::V,הציל,кӏелхьардаккха
1026,bewachen::V,שמר,ха дан
1027,schützen::V,אבטח,лардан
1028,verteidigen::V,הגן,лардан
1029,sich schlagen::V,התכתש,етта
1030,schießen::V,ירה,детта
1031,siegen::V,גבר,тола
1032,siegen::V,נצח,тола
1033,ärgern::V,עצבן,оьгӏаздахийта
1034,schlagen::V,הכה,тоха
1035,schlagen::V,הלקה,тоха
1036,treten::V,בעט,мийра тоха
1037,stechen::V,דקר,ӏотта
1038,stechen::V,דקר,къовзо
1039,stoßen::V,דחק,татта
1040,stehlen::V,גנב,лачкъо
1041,stören::V,קטע,новкъарло ян
1042,stören::V,הפריע,новкъарло ян
1043,belästigen::V,הציק,сагатдан
1044,belästigen::V,הטריד,сагатдан
1045,verbergen::V,הצניע,къайладаккха
1046,täuschen::V,שגע,ӏexo
1047,betrügen::V,הונה,ледан
1048,töten::V,הרג,ден
1049,wohnen::V,גר,даха
1050,arbeiten::V,עבד,къахьега
1051,sammeln::V,אסף,гулдан
1052,pflücken::V,קטף,даха
1053,jagen::V,צד,талла
1054,fischen::V,דג,чӏерий леца
1055,fassen::V,תפס,лаца
1056,fassen::V,תפס,схьалаца
1057,hüten::V,רעה,лардан
1058,treiben::V,הוציא,лахка
1059,anbinden::V,קשר,дӏадехка
1060,füttern::V,הלעיט,хӏума яла
1061,melken::V,חלב,оза
1062,hacken::V,קצץ,
1063,gießen::V,השקה,хи тоха
1064,reifen::V,בשל,хьекъа
1065,zubereiten::V,הכין,кечъян
1066,zubereiten::V,הכין,кхача бан
1067,kochen::V,בשל,кхача бан
1068,backen::V,אפה,датта
1069,braten::V,צלה,кхарза
1070,braten::V,טגן,кхарза
1071,umrühren::V,ערבב,кего
1072,stricken::V,סרג,
1073,nähen::V,תפר,тега
1074,färben::V,צבע,басардан
1075,reinigen::V,נקה,цӏандан
1076,waschen::V,רחץ,йила
1077,waschen::V,רחץ,йитта
1078,waschen::V,רחץ,дӏадайа
1079,waschen::V,כבס,йила
1080,waschen::V,כבס,йитта
1081,waschen::V,כבס,дӏадайа
1082,abwischen::V,נגב,дӏадайа
1083,spülen::V,שטף,хи кхарза
1084,fegen::V,טאטא,нуй хьакха
1085,kehren::V,טאטא,нуй хьакха
1086,baden::V,טבל,лийча
1087,baden::V,שחה,лийча
1088,sich waschen::V,התרחץ,юьхь йила
1089,ausziehen::V,הוריד,духар дӏадаккха
1090,anziehen::V,לבש,
1091,sich anziehen::V,התלבש,духа
1092,kämmen::V,סרק,ехк хьакха
1093,schmücken::V,קשט,хаздан
1094,sagen::V,אמר,ала
1095,sprechen::V,דבר,баха
1096,sprechen::V,דבר,мотт бийца
1097,reden::V,דבר,къамел дан
1098,sich unterhalten::V,שוחח,къамел дан
1099,fragen::V,שאל,хатта
1100,bitten::V,בקש,деха
1101,erzählen::V,ספר,дийца
1102,mitteilen::V,מסר,хаам бан
1103,mitteilen::V,הודיע,хаам бан
1104,nennen::V,קרא בשם,цӏе яккха
1105,rufen::V,גיס,кхайкха
1106,rufen::V,הזמין לבוא,кхайкха
1107,prahlen::V,התרברב,куралла ян
1108,prahlen::V,התרברב,дозалла дан
1109,übersetzen::V,תרגם,гоч дан
1110,denken::V,חשב,ойла ян
1111,glauben::V,האמין,теша
1112,bemerken::V,הבחין,ган
1113,erkennen::V,זהה,довза
1114,begreifen::V,קלט,кхета
1115,begreifen::V,הבין,кхета
1116,verstehen::V,הבין,кхета
1117,lernen::V,למד,деша
1118,wissen::V,ידע,хаа
1119,sich erinnern an::V,זכר,дагадан
1120,vergessen::V,שכח,дицдала
1121,messen::V,מדד,дуста
1122,zählen::V,ספר,дагардан
1123,rechnen::V,חשב,лара
1124,lesen::V,קרא,еша
1125,malen::V,ציר,сурт дилла
1126,zeichnen::V,שרטט,сурт дилла
1127,schreiben::V,כתב,яздан
1128,besitzen::V,היה בעל של,доладан
1129,kaufen::V,קנה,эца
1130,kaufen::V,רכש,эца
1131,verkaufen::V,מכר,дохка
1132,bezahlen::V,שלם,мах бала
1133,zahlen::V,שלם,мах бала
1134,beherrschen::V,שלט,собаре хила
1135,ertragen::V,סבל,лан
1136,ertragen::V,סבל,сатоха
1137,ertragen::V,סבל,садетта
