,Concept_ID,it,hi
185,Hügel::N,colle,टीला
186,Hügel::N,colle,पहाड़
187,Hügel::N,collina,टीला
188,Hügel::N,collina,पहाड़
189,Anhöhe::N,altura,टीला
190,Anhöhe::N,altura,पहाड़ी
191,Berg::N,monte,पहाड़
192,Berg::N,montagna,पहाड़
193,Gipfel::N,cima,शिखर
194,Höhle::N,grotta,गुहा
195,Höhle::N,grotta,गुफ़ा
196,Höhle::N,caverna,गुहा
197,Höhle::N,caverna,गुफ़ा
198,Abhang::N,pendìo,ढाल
199,Abhang::N,pendìo,ढलान
200,Quelle::N,sorgente,चश्मा
201,Bach::N,ruscello,सोता
202,Bach::N,ruscello,नदिका
203,Fluss::N,fiume,नदी
204,Fluss::N,fiume,सरिता
205,Ufer::N,riva,तट
206,Ufer::N,riva,किनारा
207,Küste::N,costa,समुद्र-तट
208,Festland::N,terraferma,महाद्वीप
209,Meer::N,mare,सागर
210,Meer::N,mare,समुद्र
211,Bucht::N,cala,खाड़ी
212,Insel::N,ìsola,टापू
213,Insel::N,ìsola,द्वीप
214,Blume::N,fiore,फूल
215,Blume::N,fiore,पुष्प
216,Gras::N,erba,घास
217,Wurzel::N,radice,मूल
218,Baum::N,àlbero,पेड़
219,Baum::N,àlbero,वृक्ष
220,Stamm::N,tronco,धड़
221,Rinde::N,corteccia,छाल
222,Rinde::N,corteccia,वल्कल
223,Ast::N,ramo,डाल
224,Ast::N,ramo,शाखा
225,Zweig::N,ramo,टहनी
226,Blatt::N,foglia,पत्र
227,Blatt::N,foglia,पत्ता
228,Birke::N,betulla,भूर्ज
229,Kiefer[Baum]::N,pino,पाइन-वृक्ष
230,Weide[Baum]::N,sàlice,बेंत
231,Tanne::N,abete,फ़र
232,Horn::N,corno,सींग
233,Horn::N,corno,विषाण
234,Feder::N,penna,पर
235,Feder::N,penna,पंख
236,Fell::N,manto,खाल
237,Fell::N,manto,पशु-चर्म
238,Fell::N,pelame,खाल
239,Fell::N,pelame,पशु-चर्म
240,Flügel::N,ala,पंख
241,Flügel::N,ala,डैना
242,Klaue::N,grinfia,पंजा
243,Kralle::N,unghia,पंजा
244,Kralle::N,unghia,नाख़ून
245,Kralle::N,artiglio,पंजा
246,Kralle::N,artiglio,नाख़ून
247,Schwanz::N,coda,पूँछ
248,Ei::N,uovo,अंडा
249,Nest::N,nido,नीड़
250,Nest::N,nido,घोंसला
251,Bau::N,covo,बिल
252,Bau::N,covo,माँद
253,Tier::N,bestia,पशु
254,Tier::N,bestia,जानवर
255,Tier::N,animale,पशु
256,Tier::N,animale,जानवर
257,Herde::N,gregge,गल्ला
258,Kuh::N,vacca,गौ
259,Kuh::N,vacca,गाय
260,Bulle::N,toro,साँड़
261,Pferd::N,cavallo,अश्व
262,Pferd::N,cavallo,घोड़ा
263,Schaf::N,pècora,भेड़
264,Schwein::N,porco,शूकर
265,Schwein::N,maiale,शूकर
266,Hund::N,cane,श्वान
267,Hund::N,cane,कुत्ता
268,Katze::N,gatta,बिल्ली
269,Bär::N,orso,रीछ
270,Bär::N,orso,भालू
271,Eichhörnchen::N,scoiàttolo,गिलहरी
272,Elch::N,alce,एल्क
273,Fuchs::N,volpe,लोमड़ी
274,Hase::N,lepre,खरहा
275,Hase::N,lepre,ख़रगोश
276,Maus::N,topo,मूष
277,Maus::N,topo,चूहा
278,Maus::N,sorcio,मूष
279,Maus::N,sorcio,चूहा
280,Wolf::N,lupo,वृक
281,Wolf::N,lupo,भेड़िया
282,Vogel::N,uccello,पक्षी
283,Vogel::N,uccello,चिड़िया
284,Schwarm::N,stormo,झुंड
285,Huhn::N,gallina,मुर्ग़ी
286,Hahn::N,gallo,मुर्ग़ा
287,Gans::N,oca,हंस
288,Gans::N,oca,हंसिनी
289,Adler::N,àquila,उक़ाब
290,Ente::N,ànatra,बतख़
291,Ente::N,ànatra,बत्तक
292,Eule::N,gufo,उल्लू
293,Eule::N,civetta,उल्लू
294,Kranich::N,gru,सारस
295,Kranich::N,gru,क्रौंंच
296,Krähe::N,cornacchia,काक
297,Kuckuck::N,cuccù,कोयल
298,Kuckuck::N,cuccù,कोकिल
299,Kuckuck::N,cùculo,कोयल
300,Kuckuck::N,cùculo,कोकिल
301,Schwan::N,cigno,हंस
302,Schwan::N,cigno,मराल
303,Fisch::N,pesce,मछली
304,Fisch::N,pesce,मत्स्य
305,Barsch::N,pèrsico,पर्च
306,Hecht::N,luccio,पाइक
307,Schlange[Tier]::N,serpente,सर्प
308,Wurm::N,baco,कृमि
309,Wurm::N,baco,कीड़ा
310,Wurm::N,verme,कृमि
311,Wurm::N,verme,कीड़ा
312,Spinne::N,ragno,लूता
313,Spinne::N,ragno,मकड़ी
314,Ameise::N,formica,चींटी
315,Laus::N,pidocchio,जूँ
316,Mücke::N,zanzara,डाँस
317,Fliege::N,mosca,मक्खी
318,Fliege::N,mosca,मक्षिका
319,Schmetterling::N,farfalla,तितली
320,Beere::N,bacca,बेरी
321,Apfel::N,mela,सेब
322,Pilz::N,fungo,खुंबी
323,Zwiebel::N,cipolla,प्याज़
324,Saat::N,semente,बीज
325,Korn::N,grano,दाना
326,Heu::N,fieno,मूखी घास
327,Schale::N,buccia,बकला
328,Schale::N,buccia,छिलका
329,Grube::N,cava,गड्ढा
330,Grube::N,fossa,गड्ढा
331,Falle::N,tràppola,जाल
332,Falle::N,tràppola,फँदा
333,Schlinge::N,laccio,फँदा
334,Spur::N,traccia,सुराग़
335,Spur::N,traccia,पद-चिह्न
336,Asche::N,cenere,राख
337,Dreck::N,fango,मैल
338,Dreck::N,fango,गंदगी
339,Eisen::N,ferro,लोहा
340,Gold::N,oro,सोना
341,Gold::N,oro,स्वर्ण
342,Silber::N,argento,रजत
343,Silber::N,argento,चाँदी
344,Kohle::N,carbone,कोयला
345,Glas::N,vetro,काँच
346,Lehm::N,argilla,चिकनी मिट्टी
347,Sand::N,arena,रेत
348,Sand::N,arena,बालू
349,Sand::N,sabbia,रेत
350,Sand::N,sabbia,बालू
351,Mensch::N,uomo,मानव
352,Mensch::N,uomo,इनसान
353,Mensch::N,uomo,मनुष्य
354,Mensch::N,èssere umano,मानव
355,Mensch::N,èssere umano,इनसान
356,Mensch::N,èssere umano,मनुष्य
357,Mann::N,uomo,आदमी
358,Mann::N,uomo,पुरुष
359,Frau::N,donna,औरत
360,Frau::N,donna,महिला
361,Frau::N,donna,स्त्री
362,Kind::N,bambino,बाल
363,Kind::N,bambino,बच्चा
364,Junge::N,ragazzo,लड़का
365,Mädchen::N,ragazza,लड़की
366,Mädchen::N,ragazza,कुमारी
367,Familie::N,famiglia,परिवार
368,Großvater::N,nonno,दादा
369,Großmutter::N,nonna,नानी
370,Eltern::N,genitori,माँ-बाप
371,Eltern::N,genitori,माता-पिता
372,Vater::N,padre,बाप
373,Vater::N,padre,पिता
374,Mutter::N,madre,माँ
375,Mutter::N,madre,माता
376,Sohn::N,figlio,बेटा
377,Sohn::N,figlio,पुत्र
378,Tochter::N,figlia,बेटी
379,Tochter::N,figlia,पुत्री
380,Bruder::N,fratello,भाई
381,Bruder::N,fratello,भ्राता
382,Schwester::N,sorella,बहन
383,Schwester::N,sorella,भगिनी
384,Onkel::N,zio,ताऊ
385,Onkel::N,zio,काका
386,Tante::N,zia,बूआ
387,Tante::N,zia,फूफी
388,Tante::N,zia,ख़ाला
389,Ehemann::N,marito,पति
390,Ehemann::N,marito,शौहर
391,Ehefrau::N,moglie,बीवी
392,Freude::N,gioia,आनंद
393,Freude::N,gioia,प्रसन्नता
394,Freude::N,piacere,आनंद
395,Freude::N,piacere,प्रसन्नता
396,Gelächter::N,risata,हँसी
397,Gelächter::N,risata,क़हक़हा
398,Glück::N,felicità,आनंद
399,Glück::N,felicità,ख़ुशी
400,Kummer::N,afflizione,शोक
401,Kummer::N,afflizione,दुःख
402,Wunsch::N,desiderio,इच्छा
403,Wunsch::N,desiderio,अभिलाषा
404,Lust::N,voglia,चाह
405,Lust::N,voglia,कामना
406,Geist::N,mente,जान
407,Geist::N,mente,प्राण
408,Geist::N,spìrito,जान
409,Geist::N,spìrito,प्राण
410,Gedanke::N,idea,विचार
411,Gedanke::N,pensiero,विचार
412,Gedächtnis::N,memoria,याददाश्त
413,Gedächtnis::N,memoria,स्मरण-शक्ति
414,Verstand::N,intelletto,समझ
415,Verstand::N,intelletto,अक़्ल
416,Verstand::N,intelletto,बुद्धि
417,Sinn::N,senso,अर्थ
418,Sinn::N,significato,अर्थ
419,Grund::N,causa,वजह
420,Grund::N,causa,कारण
421,Grund::N,motivo,वजह
422,Grund::N,motivo,कारण
423,Grund::N,ragione,वजह
424,Grund::N,ragione,कारण
425,Wahrheit::N,verità,सत्य
426,Wahrheit::N,verità,सच्चाई
427,Gespräch::N,discorso,चर्चा
428,Gespräch::N,discorso,वार्ता
429,Gespräch::N,discorso,बात-चीत
430,Gespräch::N,conversazione,चर्चा
431,Gespräch::N,conversazione,वार्ता
432,Gespräch::N,conversazione,बात-चीत
433,Märchen::N,fiaba,क़िस्सा
434,Märchen::N,fàvola,क़िस्सा
435,Erzählung::N,racconto,कथा
436,Erzählung::N,racconto,कहानी
437,Erzählung::N,narrazione,कथा
438,Erzählung::N,narrazione,कहानी
439,Nachricht::N,messaggio,सूचना
440,Nachricht::N,messaggio,समाचार
441,Neuigkeit::N,notizia,ख़बर
442,Neuigkeit::N,notizia,समाचार
443,Name::N,nome,नाम
444,Rätsel::N,indovinello,पहेली
445,Rede::N,discorso,वचन
446,Rede::N,discorso,भाषण
447,Sprache::N,lingua,भाषा
448,Sprache::N,lingua,ज़बान
449,Sprache::N,linguaggio,भाषा
450,Sprache::N,linguaggio,ज़बान
451,Stimme::N,voce,स्वर
452,Stimme::N,voce,आवाज़
453,Wort::N,parola,शब्द
454,Wort::N,parola,लफ़्ज़
455,Zeichen::N,segno,निशान
456,Zeichen::N,segnale,निशान
457,Ruf::N,chiamata,पुकार
458,Ruf::N,chiamata,आह्वान
459,Lärm::N,chiasso,शोर
460,Lärm::N,chiasso,हुल्लड़
461,Lärm::N,strèpito,शोर
462,Lärm::N,strèpito,हुल्लड़
463,Laut::N,suono,स्वर
464,Laut::N,suono,ध्वनि
465,Ton::N,tono,सुर
466,Ton::N,tono,स्वर
467,Lied::N,canto,गीत
468,Lied::N,canzone,गीत
469,Ruhe::N,calma,आराम
470,Ruhe::N,calma,ख़ामोशी
471,Ruhe::N,tranquillità,आराम
472,Ruhe::N,tranquillità,ख़ामोशी
473,Leute::N,gente,लोग
474,Volk::N,pòpolo,क़ौम
475,Volk::N,pòpolo,प्रजा
476,Arbeit::N,lavoro,काम
477,Gast::N,òspite,अतिथि
478,Gast::N,òspite,मेहमान
479,Gast::N,invitato,अतिथि
480,Gast::N,invitato,मेहमान
481,Geschenk::N,regalo,उपहार
482,Geschenk::N,regalo,तोहफ़ा
483,Spiel::N,gioco,खेल
484,Spiel::N,gioco,क्रीड़ा
485,Gesellschaft::N,compagnìa,साथ
486,Hilfe::N,aiuto,मदद
487,Hilfe::N,aiuto,सहायता
488,Hilfe::N,soccorso,मदद
489,Hilfe::N,soccorso,सहायता
490,Freund::N,amico,मित्र
491,Kamerad::N,camerata,साथी
492,Kamerad::N,camerata,कामरेड
493,Angelegenheit::N,affare,बात
494,Angelegenheit::N,affare,मामला
495,Angelegenheit::N,faccenda,बात
496,Angelegenheit::N,faccenda,मामला
497,Anzahl::N,nùmero,तादाद
498,Anzahl::N,nùmero,संख्या
499,Anzahl::N,quantità,तादाद
500,Anzahl::N,quantità,संख्या
501,Art::N,tipo,तरह
502,Art::N,tipo,क़िस्म
503,Art::N,specie,तरह
504,Art::N,specie,क़िस्म
505,Stück::N,pezzo,फाँक
506,Stück::N,pezzo,टुकड़ा
507,Teil::N,parte,भाग
508,Teil::N,parte,हिस्सा
509,Hälfte::N,metà,अर्धभाग
510,Kreis::N,cìrcolo,चक्कर
511,Kreuz::N,croce,सलीब
512,Kreuz::N,croce,क्रूस
513,Linie::N,lìnea,लाइन
514,Strich::N,tratto,लकीर
515,Abstand::N,distanza,अंतर
516,Abstand::N,distanza,फ़ासला
517,Entfernung::N,distanza,दूरी
518,Entfernung::N,distanza,फ़ासला
519,Entfernung::N,lontananza,दूरी
520,Entfernung::N,lontananza,फ़ासला
521,Gegend::N,regione,इलाक़ा
522,Platz::N,posto,जगह
523,Platz::N,posto,स्थान
524,Platz::N,spazio,जगह
525,Platz::N,spazio,स्थान
526,Ort::N,luogo,स्थल
527,Ort::N,luogo,स्थान
528,Ort::N,località,स्थल
529,Ort::N,località,स्थान
530,Seite::N,lato,ओर
531,Seite::N,lato,तरफ़
532,Seite::N,parte,ओर
533,Seite::N,parte,तरफ़
534,Mitte::N,mezzo,बीच
535,Mitte::N,mezzo,मध्य
536,Mitte::N,centro,बीच
537,Mitte::N,centro,मध्य
538,Gegenstand::N,oggetto,चीज़
539,Gegenstand::N,oggetto,पदार्थ
540,Sache::N,cosa,चीज़
541,Sache::N,cosa,वस्तु
542,Rand::N,orlo,छोर
543,Rand::N,orlo,उपांत
544,Rand::N,bordo,छोर
545,Rand::N,bordo,उपांत
546,Kante::N,spìgolo,कोर
547,Kante::N,spìgolo,किनारा
548,Ecke::N,canto,कोना
549,Ecke::N,canto,नुक्कड़
550,Spitze::N,punta,नोक
551,Ende::N,capo,छोर
552,Ende::N,capo,सिरा
553,Ende::N,estremità,छोर
554,Ende::N,estremità,सिरा
555,Loch::N,buco,छेद
556,Loch::N,buco,सूराख़
557,Winkel::N,àngolo,कोण
558,Winkel::N,àngolo,कोना
559,Muster::N,disegno,नमूना
560,Muster::N,disegno,डिज़ाइन
561,Größe::N,taglia,परिमाण
562,Größe::N,taglia,विस्तार
563,Größe::N,grandezza,परिमाण
564,Größe::N,grandezza,विस्तार
565,Länge::N,lunghezza,लंबाई
566,Höhe::N,altezza,ऊँचाई
567,Höhe::N,altezza,उच्चता
568,Gewicht::N,peso,भार
569,Gewicht::N,peso,वज़न
570,Menge::N,quantità,मात्रा
571,Haufen::N,cùmulo,ढेर
572,Haufen::N,cùmulo,अंबार
573,Haufen::N,mucchio,ढेर
574,Haufen::N,mucchio,अंबार
575,Reihe::N,fila,क़तार
576,Reihe::N,fila,पंक्ति
577,Boot::N,barca,नाव
578,Boot::N,barca,नौका
579,Boot::N,battello,नाव
580,Boot::N,battello,नौका
581,Ruder::N,remo,चप्पू
582,Schlitten::N,slitta,बर्फ़-गाड़ी
583,Ski::N,sci,स्की
584,Lagerfeuer::N,falò,अलाव
585,Lagerfeuer::N,falò,कैंप-फ़ायर
586,Lagerfeuer::N,fuoco di bivacco,अलाव
587,Lagerfeuer::N,fuoco di bivacco,कैंप-फ़ायर
588,Last::N,càrico,भार
589,Gang::N,andata,चाल
590,Schritt::N,passo,डग
591,Schritt::N,passo,क़दम
592,Norden::N,nord,उत्तर
593,Norden::N,settentrione,उत्तर
594,Süden::N,sud,दक्खिन
595,Süden::N,meridione,दक्खिन
596,Westen::N,òvest,पश्चिम
597,Westen::N,occidente,पश्चिम
598,Osten::N,est,पूरब
599,Osten::N,oriente,पूरब
600,Holz::N,legno,काठ
601,Holz::N,legno,काष्ठ
602,Brett::N,asse,पटरा
603,Brett::N,asse,तख़्ता
604,Brett::N,tàvola,पटरा
605,Brett::N,tàvola,तख़्ता
606,Platte::N,lastra,फलक
607,Platte::N,lastra,तख़्ता
608,Platte::N,piastra,फलक
609,Platte::N,piastra,तख़्ता
610,Stütze::N,supporto,टेक
611,Stütze::N,supporto,थूनी
612,Stange::N,sbarra,छड़
613,Stange::N,sbarra,बाँस
614,Stange::N,pèrtica,छड़
615,Stange::N,pèrtica,बाँस
616,Stock::N,verga,लाठी
617,Stock::N,bastone,लाठी
618,Stock::N,bacchetta,लाठी
619,Stab::N,asta,लग्गा
620,Rohr::N,tubo,नल
621,Haus::N,casa,घर
622,Haus::N,casa,मकान
623,Heim::N,casa,घर
624,Heim::N,casa,गृह
625,Ofen::N,stufa,चूल्हा
626,Fußboden::N,pavimento,फ़र्श
627,Tisch::N,tàvolo,मेज़
628,Stuhl::N,sedia,कुरसी
629,Wiege::N,culla,पालना
630,Wiege::N,culla,हिंडोला
631,Bett::N,letto,खाट
632,Bett::N,letto,पलंग
633,Regal::N,scaffale,शेल्फ़
634,Kiste::N,cassa,पेटी
635,Kiste::N,cassa,डिब्बा
636,Fenster::N,finestra,खिड़की
637,Tür::N,porta,द्वार
638,Tür::N,porta,दरवाज़ा
639,Tor::N,portone,फाटक
640,Zaun::N,recinto,बाड़ा
641,Dach::N,tetto,छत
642,Dach::N,tetto,छप्पर
643,Leiter::N,scala,सीढ़ी
644,Leiter::N,scala a pioli,सीढ़ी
645,Besen::N,scopa,झाड़ू
646,Besen::N,scopa,बुहारी
647,Spaten::N,vanga,कुदाल
648,Schaufel::N,pala,बेलचा
649,Schaufel::N,pala,फावड़ा
650,Gabel::N,forchetta,काँटा
651,Löffel::N,cucchiaio,चम्मच
652,Messer::N,coltello,छुरा
653,Messer::N,coltello,चाक़ू
654,Nagel::N,chiodo,कील
655,Nagel::N,chiodo,मेख़
656,Netz::N,rete,जाल
657,Haken::N,uncino,अंकुश
658,Griff::N,mànico,मूठ
659,Griff::N,mànico,हत्था
660,Griff::N,maniglia,मूठ
661,Griff::N,maniglia,हत्था
662,Schloss::N,serratura,ताला
663,Bild::N,quadro,चित्र
664,Bild::N,immàgine,चित्र
665,Figur::N,figura,मूर्ति
666,Puppe::N,bàmbola,पुतली
667,Puppe::N,bàmbola,गुड़िया
668,Beutel::N,borsa,झोला
669,Beutel::N,sacchetto,झोला
670,Bündel::N,fascio,पुलिंदा
671,Bündel::N,fagotto,पुलिंदा
672,Tasche::N,borsa,बेग
673,Tasche::N,borsa,बस्ता
674,Eimer::N,secchio,बाल्टी
675,Deckel::N,coperchio,ढक्कन
676,Geschirr::N,stoviglie,बरतन-भाँड़े
677,Sack::N,sacco,बोरा
678,Tasse::N,tazza,प्याला
679,Topf::N,pèntola,देग़चा
680,Kessel::N,paiolo,देग़
681,Kessel::N,paiolo,बटलोई
682,Kessel::N,calderone,देग़
683,Kessel::N,calderone,बटलोई
684,Essen::N,pasto,खाना
685,Essen::N,mangiare,खाना
686,Nahrung::N,cibo,भोजन
687,Nahrung::N,alimento,भोजन
688,Speise::N,piatto,खाना
689,Speise::N,piatto,व्यंजन
690,Fleisch::N,carne,मांस
691,Fleisch::N,carne,गोश्त
692,Getreide::N,cereali,अनाज
693,Brei::N,purè,भरता
694,Brei::N,purè,दलिया
695,Brei::N,pappa,भरता
696,Brei::N,pappa,दलिया
697,Brot::N,pane,रोटी
698,Scheibe::N,fetta,कतला
699,Scheibe::N,trancia,कतला
700,Fett::N,grasso,वसा
701,Fett::N,grasso,चरबी
702,Butter::N,burro,मक्खन
703,Öl::N,olio,तेल
704,Salz::N,sale,नमक
705,Suppe::N,zuppa,सूप
706,Suppe::N,zuppa,शोरबा
707,Suppe::N,minestra,सूप
708,Suppe::N,minestra,शोरबा
709,Honig::N,miele,शहद
710,Milch::N,latte,दूध
711,Tee::N,tè,चाय
712,Leder::N,pelle,चमड़ा
713,Wolle::N,lana,ऊन
714,Stoff::N,panno,कपड़ा
715,Stoff::N,tessuto,कपड़ा
716,Nadel::N,ago,सूई
717,Faden::N,filo,डोरा
718,Knopf::N,bottone,बटन
719,Knopf::N,bottone,घुंडी
720,Knoten::N,nodo,गाँठ
721,Knoten::N,nodo,गुत्थी
722,Farbe::N,pittura,रंग
723,Farbe::N,pittura,वर्ण
724,Kleidung::N,vestiti,पहनावा
725,Kleidung::N,vestiario,पहनावा
726,Hemd::N,camicia,कुरता
727,Hemd::N,camicia,क़मीज़
728,Kragen::N,bàvero,गरदनी
729,Kragen::N,bàvero,गरेबान
730,Kragen::N,colletto,गरदनी
731,Kragen::N,colletto,गरेबान
732,Ärmel::N,mànica,आस्तीन
733,Hose::N,calzoni,पैंट
734,Hose::N,calzoni,पतलून
735,Gürtel::N,cintura,पेटी
736,Gürtel::N,cintura,मेखला
737,Mütze::N,berretto,टोपी
738,Schuh::N,scarpa,जूता
739,Stiefel::N,stivale,बूट
740,Ring::N,anello,अँगूठी
741,Band::N,nastro,पट्टी
742,Band::N,fettuccia,पट्टी
743,Kamm::N,pèttine,कंघी
744,Spiegel::N,specchio,आईना
745,Spiegel::N,specchio,दर्पण
746,Riemen::N,cinghia,तसमा
747,Riemen::N,cinghia,पट्टा
748,Schnur::N,corda,डोरी
749,Schnur::N,corda,सुतली
750,Leine::N,guinzaglio,रस्सी
751,Decke::N,coperta,रज़ाई
752,Kissen::N,cuscino,तकिया
753,Kissen::N,cuscino,गाद्दा
754,Kissen::N,guanciale,तकिया
755,Kissen::N,guanciale,गाद्दा
756,Tuch::N,fazzoletto,रूमाल
757,Tuch::N,fazzoletto,वस्त्र
758,Handtuch::N,asciugamano,अँगोछा
759,Kraft::N,forza,ज़ोर
760,Kraft::N,forza,शक्ति
761,Stärke::N,forza,बल
762,Stärke::N,forza,ताक़त
763,Stärke::N,vigore,बल
764,Stärke::N,vigore,ताक़त
765,Stärke::N,fortezza,बल
