,Concept_ID,ab,ce
710,unter::PRP,амҵа,кIелахь
711,unter::PRP,амҵан,кIелахь
712,neben::PRP,ааигуара,юххе
713,zwischen::PRP,абжьара,юккъехь
714,wegen::PRP,-иззы,дуьхьа
715,wegen::PRP,-ҟнытә,дуьхьа
716,dies::PRN,ари,и
717,dies::PRN,ари,иза
718,dies::PRN,абри,и
719,dies::PRN,абри,иза
720,das::PRN,Абни,и
721,das::PRN,Абни,иза
722,das::PRN,убри,и
723,das::PRN,убри,иза
724,alles::PRN,зегьы,дерриг
725,ich::PRN,са,cо
726,ich::PRN,сара,cо
727,du::PRN,бара,хьо
728,er::PRN,иара,и
729,er::PRN,иара,иза
730,wir::PRN,ҳара,тхо
731,wir::PRN,ҳара,вай
732,ihr::PRN,шәара,шу
733,sie::PRN,дара,уьш
734,wer::FPRN,дарбан,мила
735,wo::FADV,иабыкуу,мичaхь
736,wo::FADV,аба-,мичaхь
737,wo::FADV,ахь-,мичaхь
738,wohin::FADV,иабыкуу,мича
739,wohin::FADV,аба-,мича
740,wohin::FADV,ахь-,мича
741,wie::FADV,-шҕа,муха
742,warum::FADV,избан,хӏунда
743,wieviel::FNUM,заҟа,мел
744,wieviel::FNUM,заҟа,маса
745,eins::NUM,акы,цхьаъ
746,eins::NUM,аӡәы,цхьаъ
747,zwei::NUM,ҩба,шиъ
748,drei::NUM,хҕа,кхоъ
749,vier::NUM,ҕшьба,диъ
750,fünf::NUM,хəба,пхиъ
751,sechs::NUM,фба,ялх
752,sieben::NUM,Бжьба,ворхӏ
753,acht::NUM,ааба,бархӏ
754,neun::NUM,жәба,исс
755,zehn::NUM,жәаба,итт
756,elf::NUM,жәеизатәи,цхьайтта
757,zwölf::NUM,жәаҩа,шийтта
758,zwanzig::NUM,ҩажәа,ткъа
759,dreißig::NUM,ҩажәижәабатәи,ткъе итт
760,vierzig::NUM,ҩынҩажәа,шовзткъа
761,fünfzig::NUM,ҩынҩажәеижәаба,шовзткъе итт
762,sechzig::NUM,хынҩажәа,кхузткъа
763,siebzig::NUM,хынҩажәижәаба,кхузткъе итт
764,achtzig::NUM,ҕшьынҩажәа,дезткъа
765,neunzig::NUM,ҕшьынҩажәижәаба,дезткъе итт
766,hundert::NUM,шәкы,бӏе
767,tausend::NUM,зқьы,эзар
768,und::CNJ,-и,a
769,oder::CNJ,ма,я
770,stehen::V,агылазаара,латта
771,sitzen::V,атəара,хиъна ӏан
772,sitzen::V,атəа(заа)ра,хиъна ӏан
773,liegen::V,аиара,ӏилла
774,hängen::V,акнаҳара,кхаза
775,werden::V,аҟалара,хила
776,passieren::V,аҟалара,хила
777,beginnen::V,алагара,доло
778,enden::V,алгара,дӏадерза
779,wechseln::V,аҽыҧсахра,хийца
780,aufgehen[Sonne]::V,агылара,кхета
781,aufgehen[Sonne]::V,ахашлара,кхета
782,aufgehen[Sonne]::V,аҩаҵхахара,кхета
783,untergehen[Sonne]::V,аҭашəара,чубуза
784,scheinen[Sonne]::V,акаҧхара,серло яла
785,donnern::V,адыдра,къекъа
786,wehen::V,асра,хьекха
787,strömen::V,акаҭəара,эха
788,fließen::V,ацара,охьаэха
789,sich drehen::V,ахагьежьра,хьийза
790,schwanken::V,аҵысра,леста
791,schwingen::V,ахызазара,лесто
792,schwingen::V,акьаандара,лесто
793,fallen::V,акаҳара,охьакхета
794,brennen::V,абылра,дага
795,rauchen::V,ахылҵра,оза
796,regnen::V,аура,догlа догlу
797,gefrieren::V,аҵаара,гӏоро
798,tauen::V,аӡҭра,даша
799,schmelzen::V,ақəӡыҭра,лала
800,schmelzen::V,аҭəара,лала
801,trocknen::V,абара,дакъо
802,sieden::V,ашра,кхехка
803,faulen::V,абаара,дахкадала
804,verfaulen::V,абаара,дахкадала
805,verfaulen::V,аилашра,дахкадала
806,reißen::V,аҧжəара,хеда
807,versinken::V,аӡааҟəрылара,хичудаха
808,vergehen::V,ацара,дlаэха
809,erscheinen::V,ацəырҵра,схьадала
810,erscheinen::V,ацəырҵра,ӏоттадала
811,verschwinden::V,аҵашəкəара,къайладала
812,sinken::V,атəара,лахдала
813,sinken::V,алаҟəра,лахдала
814,abnehmen::V,ацӡаара,
815,abnehmen::V,аиҵалара,
816,zunehmen::V,аҽырҭбаара,лакхадала
817,zunehmen::V,аиҵыҵра,лакхадала
818,zunehmen::V,арацəахара,лакхадала
819,steigen::V,азҳара,хьаладала
820,steigen::V,ашьҭыҵра,хьаладала
821,steigen::V,адухара,хьаладала
822,steigen::V,ацлара,хьаладала
823,wachsen::V,азҳара,кхиа
824,glänzen::V,ацыр-цырра,лепа
825,glänzen::V,ацыҩ-цыҩра,лепа
826,glänzen::V,аказказра,лепа
827,funkeln::V,ашап-шапра,къега
828,funkeln::V,ацым-цымра,къега
829,lärmen::V,ашьҭыбжьгара,гӏовгӏаян
830,lärmen::V,аҕьҕьаҳәа аилалара,гӏовгӏаян
831,läuten::V,аҵəҵəасра,детта
832,klingeln::V,аҵəҵəасра,дека
833,klirren::V,ахьархьарра,дека
834,klirren::V,архьархьарра,дека
835,brausen::V,аилаҽҽара,хьаьдда даха
836,brausen::V,еилашуера,хьаьдда даха
837,klingen::V,агара,дека
838,klingen::V,ашьҭыбжь гара,дека
839,bellen::V,ашра,лета
840,heulen::V,ауура,угӏа
841,blasen::V,аҭəҳəара,хӏуп баха
842,pfeifen::V,ашəшəра,шок етта
843,schreien::V,аҳəҳəара,мохь бетта
844,schreien::V,ахəаара,мохь бетта
845,schreien::V,аҟаара,мохь бетта
846,stöhnen::V,ақьра,узарш дан
847,zittern::V,аҵыс-ҵысра,дега
848,leben::V,аҟазаара,даха
849,geboren werden::V,Аира,хила
850,atmen::V,аҕсыҕ лагаҩагара,садеӏа
851,trinken::V,ажəра,мала
852,essen::V,акрыфара,кхалла
853,schlucken::V,албаадара,къурдбан
854,müde werden::V,ааҕсара,кӏаддала
855,einschlafen::V,ацəара,наб кхета
856,schlafen::V,ацəазаара,вижа
857,schlafen::V,ацəазаара,наб ян
858,schlafen::V,ацəазаара,дижина хила
859,aufwachen::V,аҿыхара,самадала
860,aufstehen::V,Агəылҵра,гӏатта
861,sich erholen::V,аҧсшьара,садаӏа
862,krank werden::V,ачмазаҩхара,цомгуш хила
863,krank sein::V,аҳəарҧсарра,цомгуш хила
864,schmerzen::V,ахьра,лаза
865,schmerzen::V,ахьра,ӏийжа
866,husten::V,аимҳәара,йовхарш етта
867,genesen::V,абзиахара,тадала
868,genesen::V,аӷəӷəахара,тадала
869,sterben::V,аҧсра,дала
870,umkommen::V,аҭахара,хӏаллакхила
871,sich bewegen::V,аиҭаҵра,лела
872,sich rühren::V,ақəацара,меттахъхьен
873,sich erheben::V,аҩагылара,хьалагlатта
874,sich setzen::V,атəара,хаа
875,hinfallen::V,акаҳара,дожа
876,hinfallen::V,акаҳара,охьакхета
877,laufen::V,аныҟəара,вада
878,laufen::V,аныҟəара,хьада
879,schreiten::V,ашьаҿа еихгара,болар дан
880,schreiten::V,ашьаҿа еихгара,ког баккха
881,spazierengehen::V,анеи-ааира,доладала
882,eilen::V,аццакра,сихдала
883,sich beeilen::V,аццакра,сихдала
884,sausen::V,аҧырра,
885,sausen::V,иҭрысны,
886,sausen::V,ишьҭҟьаны ацара,
887,rennen::V,аҩра,дада
888,springen::V,аҧара,ирхкхийсадала
889,klettern::V,ақəлара,тӏедийла
890,schaukeln::V,аҟəараҟəанҽара,техко
891,kriechen::V,аҳəазара,такха
892,schwimmen::V,аӡсара,некадан
893,tauchen::V,ахəӡааҵəира,чулелха
894,rudern::V,аҵшьра,дига лело
895,rudern::V,аҵшьра,кема лело
896,fahren::V,акала,хахка
897,fliegen::V,аҧырра,тӏемадала
898,gehen::V,аиҭаҵра,лeла
899,weggehen::V,ацара,дӏадаха
900,abfahren::V,адəықəлара,дӏадаха
901,abfahren::V,ацара,дӏадаха
902,anhalten::V,ааныргылара,саца
903,hineingehen::V,аҭалара,чудала
904,eintreten::V,аҩналара,чудала
905,kommen::V,аара,кхача
906,kommen::V,аара,дӏакхача
907,kommen::V,аара,схьакхача
908,kommen::V,ааира,кхача
909,kommen::V,ааира,дӏакхача
910,kommen::V,ааира,схьакхача
911,ankommen::V,ааира,кхача
912,ankommen::V,ааира,схьакхача
913,ankommen::V,аара,кхача
914,ankommen::V,аара,схьакхача
915,ankommen::V,анеира,кхача
916,ankommen::V,анеира,схьакхача
917,zurückkommen::V,азыхынҳəра,юхада
918,bleiben::V,аанхара,диса
919,bleiben::V,анхара,диса
920,bleiben::V,аангылара,диса
921,warten::V,азҧшзаара,хьежа
922,warten::V,азҧшзаара,cобар дан
923,erwarten::V,азҧшра,хьоьжуш ӏан
924,suchen::V,ашьҭазаара,леха
925,finden::V,аҧшаара,каро
926,versuchen::V,аҽазкра,дан хьажа
927,vorbereiten::V,армазеира,кечъян
928,lieben::V,абзиабара,деза
929,mögen::V,агəаҧхара,безамхила
930,lachen::V,аччара,дела
931,rühren::V,арҵəуара,хьедан
932,weinen::V,аҵəуара,делха
933,schimpfen::V,ацəҳара,чехо
934,sich ärgern::V,агəаара,оьгӏазъэха
935,sich fürchten::V,аӡыӡара,кхера
936,fürchten::V,ацəшəара,кхера
937,fliehen::V,абналара,дӏадада
938,fliehen::V,ацəцара,дӏадада
939,flüchten::V,абналара,дӏадада
940,flüchten::V,ацəцара,дӏадада
941,sehen::V,абара,ган
942,anschauen::V,ахəаҧшра,хьажа
943,anschauen::V,ахəаҧшра,хьежа
944,ansehen::V,ахəаҧшра,хьовса
945,hören::V,аҳара,хаза
946,zuhören::V,азыӡырҩра,ладогӏа
947,probieren::V,аҧышəара,хьажа
948,riechen::V,афыҩра,хьожа яха
949,fühlen::V,анырра,хаадала
950,fühlen::V,ацәакырра,хаадала
951,scheinen::V,шәа,мотта
952,scheinen::V,аацәырҵа,мотта
953,vernehmen::V,аҳара,бартхатта
954,frieren::V,ашəра,гӏоро
955,frieren::V,аҵаара,гӏоро
956,tun::V,аҟаҵара,дан
957,können::V,алшара,дадала
958,wollen::V,аҭахра,тӏергӏа
959,anfangen::V,алагара,доло
960,beenden::V,алгара,довла
961,aufhören::V,аҟəыҵра,саца
962,gelingen::V,аура,кадала
963,gelingen::V,аманшəалахара,кадала
964,gelingen::V,алҵра,кадала
965,geraten::V,нзаарын,хила
966,öffnen::V,аартра,дӏаделла
967,öffnen::V,аартра,схьаделла
968,schließen::V,аркра,къовла
969,schließen::V,аркра,дӏачӏагӏа
970,stellen::V,аргылара,хlотто
971,setzen::V,артəара,дийгӏа
972,legen::V,ақəҵара,охьадилла
973,berühren::V,акьысра,хьедан
974,berühren::V,алакьысра,хьедан
975,verbinden::V,аҿаҳəара,вовшахтаса
976,bedecken::V,ақəршəра,тилла
977,bedecken::V,ақəршəра,тӏетаса
978,aufhängen::V,акнаҳара,хьалаолла
979,anzünden::V,аркра,лато
980,aufheben::V,ашьҭыхра,айа
981,zurücklassen::V,аныжьра,дита
982,verlieren::V,ацəыӡра,дайа
983,fallen lassen::V,ацəкаҳара,охьадожо
984,machen::V,ачаҧара,дан
985,herstellen::V,аиҵдара,дан
986,bauen::V,аргылара,гӏишлоян
987,reparieren::V,арҽеира,тадан
988,verbessern::V,аиҕьтəра,нисдан
989,ändern::V,аҧсахра,хийца
990,graben::V,ажра,ахка
991,beugen::V,арҟəра,сатто
992,beugen::V,архəара,сатто
993,biegen::V,арҟəра,сатто
994,biegen::V,архəара,сатто
995,drehen::V,аргьежьра,хьовзо
996,umdrehen::V,аарҳәра,хьовзo
997,heben::V,аҩахара,айа
998,heben::V,аҩахара,хьалаайа
999,heben::V,араҳара,айа
1000,heben::V,араҳара,хьалаайа
1001,hochheben::V,ахагалара,хьалаайа
1002,hochheben::V,ашьҭҳəара,хьалаайа
1003,halten::V,акра,латто
1004,drücken::V,ақəрӷəӷəара,тӏетаӏо
1005,schieben::V,аҵгəара,татта
1006,schieben::V,агəара,татта
1007,kratzen::V,ацəҟьара,мӏараш тийса
1008,lecken::V,арбзара,мотт хьекха
1009,beißen::V,ацҳара,катoха
1010,abreißen::V,амжəара,схьадаккха
1011,abschneiden::V,ахҵəара,кхада
1012,abschneiden::V,аҿахҵəара,кхада
1013,binden::V,аҿаҳəара,дӏадехка
1014,binden::V,аҿаҳəара,вовшахтаса
1015,stecken::V,алаҵара,чудахийта
1016,brechen::V,аҧҵəара,кагдан
1017,klopfen::V,асра,детта
1018,hauen::V,ақəкшара,етта
1019,kleben::V,аҷабра,тӏелато
1020,reiben::V,арҟəыҷра,хьекхо
1021,streichen::V,ахьшьра,тlехьакха
1022,schleifen::V,ахра,ирдан
1023,schneiden::V,аҧҟара,ларга
1024,rütteln::V,арҵысра,лесто
1025,schütteln::V,аршəшəара,лесто
1026,schwenken::V,аҟьара,лесто
1027,schütten::V,аҭаҭəара,дотта
1028,füllen::V,арҭəра,дуза
1029,einwickeln::V,алаҳəара,хьарчо
1030,tragen::V,аҩагара,дахьа
1031,schleppen::V,арҳəазара,ийзо
1032,ziehen::V,ахара,озо
1033,aufbewahren::V,аҵəахра,ӏалашдан
1034,werfen::V,аршəра,кхосса
1035,fangen::V,акра,леца
1036,packen::V,анкра,леца
1037,packen::V,аҵкаара,леца
1038,verstecken::V,аҵəахра,къайладаккха
1039,teilen::V,ашара,декъа
1040,schicken::V,ашьҭра,дӏадахьийта
1041,bringen::V,аагара,дан
1042,hinzufügen::V,ацҵара,тӏетоха
1043,bekommen::V,аҧшаара,даккха
1044,bekommen::V,архиара,даккха
1045,bekommen::V,аура,даккха
1046,erhalten::V,аиура,даккха
1047,nehmen::V,агара,схьаэца
1048,wählen::V,алҧшаара,харжа
1049,auswählen::V,алхра,харжа
1050,behindern::V,аҧырхагахара,новкъарло ян
1051,verderben::V,алгара,талхо
1052,verderben::V,абжьыхра,талхо
1053,verderben::V,аҧхасҭатəра,талхо
1054,beschädigen::V,аҧхасҭатəра,дохо
1055,zerbrechen::V,аҧҽра,дохо
1056,zerbrechen::V,аҧҽра,кагдан
1057,zerreißen::V,аҧжəара,хадо
1058,zerstören::V,аилаҧыххаара,дохо
1059,zerstören::V,аилаҧыххаара,кагдан
1060,verbrennen::V,абылра,даго
1061,geben::V,аҭара,яла
1062,reichen::V,аҭара,дӏадала
1063,reichen::V,аҭара,дӏакховдо
1064,schenken::V,аҩгара,совгӏат дан
1065,versprechen::V,ақəргəыӷра,ваӏда дан
1066,loben::V,арҽхəара,хасто
1067,küssen::V,агəӡра,оба яккха
1068,zudecken::V,аҵахҩара,тӏетаса
1069,zudecken::V,ақəршəра,тӏетаса
1070,wecken::V,арҿыхара,самадаккха
1071,zeigen::V,арбара,гайта
1072,führen::V,аныҟəгара,дига
1073,lehren::V,арҵара,ӏамо
1074,unterrichten::V,арҧхьара,хьеха
1075,aufziehen::V,ааӡара,кхио
1076,leiten::V,ахагылазаара,урхалла дан
1077,antreiben::V,арццакра,сихдан
1078,lassen::V,арҟаҵара,-йта
1079,einladen::V,ааҕхьара,кхайкха
1080,einladen::V,анаҧхьара,кхайкха
1081,vereinigen::V,аилаҵара,цхьаьнатоха
1082,besuchen::V,абара,хьажахIотта
1083,treffen::V,аҧылара,дуьхьалкхета
1084,sich versammeln::V,аизара,гулдан
1085,spielen::V,ахəмарра,ловза
1086,singen::V,ашəаҳəара,лакха
1087,tanzen::V,акəашара,хелхадала
1088,sich trennen::V,аилыҵра,къаста
1089,verlassen::V,акажьра,дита
1090,retten::V,Аиқəрхара,кӏелхьардаккха
1091,bewachen::V,ахьчара,ха дан
1092,schützen::V,ацəыхьчара,лардан
1093,verteidigen::V,ахьчара,лардан
1094,sich schlagen::V,аисра,етта
1095,schießen::V,ахысра,детта
1096,siegen::V,аиааира,тола
1097,ärgern::V,аргəаара,оьгӏаздахийта
1098,schlagen::V,асра,тоха
1099,schlagen::V,аҭасра,тоха
1100,stechen::V,алакшара,ӏотта
1101,stechen::V,алакшара,къовзо
1102,stoßen::V,агəҭасра,татта
1103,stehlen::V,аӡара,лачкъо
1104,stören::V,аҧырхагахара,новкъарло ян
1105,belästigen::V,аргəамҵра,сагатдан
1106,verbergen::V,аӡара,къайладаккха
1107,täuschen::V,ажьара,ӏexo
1108,betrügen::V,ажьара,ледан
1109,töten::V,ашьра,ден
1110,wohnen::V,анхара,даха
1111,arbeiten::V,аусура,къахьега
1112,sammeln::V,аҟəшəара,гулдан
1113,pflücken::V,аҿыршəара,даха
1114,pflücken::V,аҿыхра,даха
1115,jagen::V,ашəарыцара,талла
1116,fischen::V,аҧсыӡ икуеит,чӏерий леца
1117,fassen::V,акра,лаца
1118,fassen::V,акра,схьалаца
1119,hüten::V,арҳəра,лардан
1120,hüten::V,ахьчара,лардан
1121,treiben::V,акацара,лахка
1122,anbinden::V,адҳəалара,дӏадехка
1123,füttern::V,акырҿаҵара,хӏума яла
1124,melken::V,ахьара,оза
1125,hacken::V,аҟəаҟəара,
1126,gießen::V,аҵаҭəара,хи тоха
1127,reifen::V,ашəра,хьекъа
1128,reifen::V,аҟалара,хьекъа
1129,zubereiten::V,ацура,кечъян
1130,zubereiten::V,ацура,кхача бан
1131,kochen::V,ажəра,кхача бан
1132,backen::V,аӡра,датта
1133,braten::V,аӡра,кхарза
1134,umrühren::V,аилрыхра,кего
1135,stricken::V,аҧара,
1136,nähen::V,аӡахра,тега
1137,färben::V,ашəра,басардан
1138,reinigen::V,арыцқьара,цӏандан
1139,waschen::V,аӡәӡәара,йила
1140,waschen::V,аӡәӡәара,йитта
1141,waschen::V,аӡәӡәара,дӏадайа
1142,abwischen::V,арбара,дӏадайа
1143,spülen::V,аҭыршара,хи кхарза
1144,fegen::V,аҧссара,нуй хьакха
1145,baden::V,аҽыкəабара,лийча
1146,sich waschen::V,аҽыӡəӡəара,юьхь йила
1147,ausziehen::V,ашəыхра,духар дӏадаккха
1148,anziehen::V,ашəҵара,
1149,sich anziehen::V,аҽеилаҳəара,духа
1150,kämmen::V,аҳəара,ехк хьакха
1151,schmücken::V,арҧшӡара,хаздан
1152,sagen::V,аҳəара,ала
1153,sprechen::V,ацəажəара,баха
1154,sprechen::V,ацəажəара,мотт бийца
1155,reden::V,ацəажəара,къамел дан
1156,reden::V,аицәажәара,къамел дан
1157,sich unterhalten::V,аицәажәара,къамел дан
1158,fragen::V,азҵаара,хатта
1159,bitten::V,аҳəара,деха
1160,erzählen::V,аҳəара,дийца
1161,mitteilen::V,азыцҳара,хаам бан
1162,nennen::V,ахьӡҵара,цӏе яккха
1163,rufen::V,азҿыҭра,кхайкха
1164,prahlen::V,аҽхəара,куралла ян
1165,prahlen::V,аҽхəара,дозалла дан
1166,übersetzen::V,аиҭагара,гоч дан
1167,denken::V,азхəыцра,ойла ян
1168,glauben::V,ахаҵара,теша
1169,bemerken::V,агəаҭара,ган
1170,erkennen::V,адырра,довза
1171,begreifen::V,аилкаара,кхета
1172,verstehen::V,аҳара,кхета
1173,lernen::V,аҵара,деша
1174,wissen::V,адырра,хаа
1175,sich erinnern an::V,агəаларшəара,дагадан
1176,vergessen::V,ахашҭра,дицдала
1177,messen::V,ашəара,дуста
1178,zählen::V,аҧхьаӡара,дагардан
1179,rechnen::V,аҳасабра,лара
1180,lesen::V,аҧхьара,еша
1181,besitzen::V,амазаара,доладан
1182,kaufen::V,Аахəара,эца
1183,verkaufen::V,аҭира,дохка
1184,bezahlen::V,ахҭынҵара,мах бала
1185,bezahlen::V,ашəара,мах бала
1186,zahlen::V,ашəара,мах бала
1187,ertragen::V,ачҳара,лан
1188,ertragen::V,ачҳара,сатоха
1189,ertragen::V,ачҳара,садетта
1190,Moor::N,,уьшал
1191,Kralle::N,,тlод
1192,Sache::N,,хӏума
1193,Menge::N,,дукхалла
1194,Essen::N,,юург
1195,Geschäft::N,,туька
1196,Monat::N,,бутт
1197,Jahr::N,,шо
1198,dünn::A,,дуткъа
1199,roh::A,,буьйда
1200,durch::PRP,,чекх
1201,was::FPRN,,хӏун
1202,rauschen::V,,леста
1203,zu sehen sein::V,,гуш хила
1204,ergreifen::V,,дӏалаца
1205,bewahren::V,,lалашдан
1206,wünschen::V,,лаа
1207,wiegen::V,,тахка
1208,treten::V,,мийра тоха
1209,kehren::V,,нуй хьакха
1210,malen::V,,сурт дилла
1211,zeichnen::V,,сурт дилла
1212,schreiben::V,,яздан
1213,beherrschen::V,,собаре хила
