,Concept_ID,ba,os
158,Schwein::N,сусҡа,хуы
159,Hund::N,эт,куыдз
160,Katze::N,бесәй,гӕды
161,Bär::N,айыу,арс
162,Eichhörnchen::N,тейен,æхсæрæг
163,Elch::N,мышы,цæгатаг саг
164,Fuchs::N,төлкө,рувас
165,Hase::N,ҡуян,тæрхъус
166,Maus::N,сысҡан,мыст
167,Wolf::N,бүре,бирӕгъ
168,Vogel::N,ҡош,цъиу
169,Vogel::N,ҡош,маргъ
170,Schwarm::N,көтөү,бал
171,Huhn::N,тауыҡ,карк
172,Hahn::N,әтәс,уасӕг
173,Gans::N,ҡаҙ,хъаз
174,Adler::N,бөркөт,цӕргӕс
175,Ente::N,өйрәк,ацц
176,Eule::N,өкө, уыг
177,Eule::N,өкө,сидахъ
178,Eule::N,ябалаҡ, уыг
179,Eule::N,ябалаҡ,сидахъ
180,Kranich::N,торна,зырнæг
181,Kranich::N,торна,хърихъупп
182,Krähe::N,ҡарға,халон
183,Kuckuck::N,кәкүк,гаккук
184,Schwan::N,аҡҡош,доныхъаз
185,Fisch::N,балыҡ,кӕсаг
186,Barsch::N,алабуға,окунь
187,Hecht::N,суртан,хихор кӕсаг
188,Schlange[Tier]::N,йылан,калм
189,Wurm::N,селяүсен,зулкъ
190,Wurm::N,селяүсен,къуыдыргалм
191,Spinne::N,үрмәксе,хӕлуарӕг
192,Ameise::N,ҡырмыҫҡа,мæлдзыг
193,Laus::N,бет,сыст
194,Mücke::N,серәкәй,къогъо
195,Fliege::N,себен,бындз
196,Schmetterling::N,күбәләк,гæлæбу
197,Beere::N,еләк,гагадыргъ
198,Apfel::N,алма,фӕткъуы
199,Pilz::N,бәшмәк,зокъо
200,Pilz::N,бәшмәк,къозо
201,Zwiebel::N,һуган,хъӕдындз
202,Saat::N,орлоҡ,тауинаг
203,Saat::N,орлоҡ,мыггаг
204,Korn::N,иген,мыггаг
205,Korn::N,иген,тауинаг
206,Heu::N,бесән,хос
207,Schale::N,ҡабыҡ,цъар
208,Grube::N,соҡор,урм
209,Grube::N,соҡор,къахт
210,Grube::N,соҡор,дзыхъхъ
211,Falle::N,тоҙак,цъысым
212,Falle::N,тоҙак,къӕппӕг
213,Falle::N,ҡапҡан,цъысым
214,Falle::N,ҡапҡан,къӕппӕг
215,Schlinge::N,тоҙак,цасм
216,Spur::N,әҫер,фæд
217,Asche::N,көл,фӕнык
218,Asche::N,көл,ӕртхутӕг
219,Dreck::N,батҡаҡ,цъыф
220,Eisen::N,тимер,ӕфсӕйнаг
221,Gold::N,алтын,сыгъзӕрин
222,Silber::N,көмөш,ӕвзист
223,Kohle::N,күмер,ӕвзалы
224,Glas::N,быяла,авг
225,Lehm::N,балсыҡ,ӕлыг
226,Sand::N,ҡом,змис
227,Mensch::N,кеше,лӕг
228,Mensch::N,кеше,адӕймаг
229,Mensch::N,кеше,удгоймаг
230,Mann::N,ир,лӕг
231,Mann::N,ир,нӕлгоймаг
232,Frau::N,ҡатын,сылгоймаг
233,Kind::N,бала,сывӕллон
234,Junge::N,малай,лӕппу
235,Mädchen::N,ҡыҙ,чызг
236,Mädchen::N,ҡыҙыҡай,чызг
237,Familie::N,ғаилә,бинонтæ
238,Großvater::N,олатай,фыдыфыд
239,Großvater::N,олатай,мадыфыд
240,Großmutter::N,әбәй,фыды мад
241,Großmutter::N,әбәй,мады мад
242,Eltern::N,ата-әсә,ныййарджытæ
243,Vater::N,атай,фыд
244,Mutter::N,әсә,мад
245,Sohn::N,ул,фырт
246,Tochter::N,ҡыҙ,чызг
247,Bruder::N,агай,ӕфсымӕр
248,Schwester::N,алай,хо
249,Schwester::N,һеңле,хо
250,Onkel::N,ағай,фыдыфсымӕр
251,Tante::N,апай,мадыхо
252,Ehemann::N,ир,мой
253,Ehefrau::N,ҡатын,ус
254,Freude::N,шатлыҡ,цин
255,Freude::N,шатлыҡ,циндзинад
256,Freude::N,ҡыуаныс,цин
257,Freude::N,ҡыуаныс,циндзинад
258,Gelächter::N,көлөү,худын
259,Gelächter::N,көлөү,худт
260,Gelächter::N,көлөү,худæг
261,Glück::N,бәхет,амонд
262,Kummer::N,ҡайғы,хъыг
263,Wunsch::N,теләк,бӕллиц
264,Lust::N,әүәҫлек,монц
265,Geist::N,аң,уд
266,Geist::N,рух,уд
267,Gedanke::N,уй,хъуыды
268,Gedanke::N,фекер,хъуыды
269,Gedächtnis::N,хәтер,мысæн
270,Gedächtnis::N,хәтер,мысын
271,Gedächtnis::N,хәтер,зæрдылдарын
272,Verstand::N,аҡыл,зонд
273,Sinn::N,мәғәня,нысаниуæг
274,Grund::N,сәбәп,ӕфсон
275,Wahrheit::N,дөрөҫлөк,æцæг
276,Gespräch::N,әңгәмә,ныхас
277,Märchen::N,әкиәт,аргъау
278,Erzählung::N,хикәйә,радзырд
279,Nachricht::N,хәбәр,уац
280,Neuigkeit::N,яңылыҡ,хабар
281,Name::N,исем,ном
282,Rätsel::N,йомаҡ,уыци-уыци
283,Rätsel::N,йомаҡ,базон-базон
284,Rede::N,телмәр,раныхас
285,Sprache::N,тел,ӕвзаг
286,Sprache::N,телмәр,ӕвзаг
287,Stimme::N,тауыш,хъӕлӕс
288,Wort::N,һүҙ,дзырд
289,Zeichen::N,билдә,нысан
290,Ruf::N,саҡырыу,сидт
291,Lärm::N,шаулау,уынæр
292,Laut::N,тауыш,зӕл
293,Laut::N,тауыш,мыр
294,Ton::N,яңғырау,мыр
295,Lied::N,йыр,зарӕг
296,Ruhe::N,ял,æнцой
297,Ruhe::N,тыныслыҡ,æнцой
298,Leute::N,кешеләр,адӕм
299,Volk::N,халҡ,адӕм
300,Arbeit::N,эш,фӕллой
301,Gast::N,ҡунаҡ,уазӕг
302,Geschenk::N,бүләк,хуын
303,Spiel::N,уйын,хъазт
304,Gesellschaft::N,йәмғиәт,дзыллæ
305,Gesellschaft::N,йәмғиәт,æхсæнад
306,Hilfe::N,ярҙам,æххуыс
307,Hilfe::N,ярҙам,ахъаз
308,Freund::N,дуҫ,лымӕн
309,Kamerad::N,иптәш,ӕмбал
310,Angelegenheit::N,әш,хъуыддаг
311,Anzahl::N,һан,бӕрц
312,Art::N,төр,хуыз
313,Art::N,төр,хуызад
314,Stück::N,киҫәк,кæрдих
315,Stück::N,киҫәк,комдзаг
316,Teil::N,өлөш,хай
317,Hälfte::N,ярты,æрдæг
318,Hälfte::N,ярты,æмбис
319,Kreis::N,түңәрәк,зиллакк
320,Kreuz::N,тәре,дзуар
321,Linie::N,һыҙыҡ,хахх
322,Strich::N,һыҙат,хахх
323,Abstand::N,ара,æхсæнуат
324,Entfernung::N,алыҫлыҡ,дæрддзæг
325,Entfernung::N,алыҫлыҡ,дардцæг
326,Gegend::N,урын,ран
327,Platz::N,арауыҡ,бууат
328,Ort::N,ерҙәр,ран
329,Ort::N,ерҙәр,бынат
330,Ort::N,урындар,ран
331,Ort::N,урындар,бынат
332,Ort::N,эш урыны,ран
333,Ort::N,эш урыны,бынат
334,Seite::N,яҡ,фахс
335,Mitte::N,урталыҡ,астӕу
336,Gegenstand::N,нәмә,дзаума
337,Sache::N,нәмә,дзаума
338,Sache::N,әйбер,дзаума
339,Rand::N,сит,кӕрон
340,Kante::N,ҡабырға,фӕрск
341,Kante::N,ян,фӕрск
342,Ecke::N,мөйөш,тигъ
343,Ecke::N,мөйөш,фисын
344,Spitze::N,ос,бырынкъ
345,Ende::N,аҙаҡ,кӕрон
346,Loch::N,тишек,хуынкъ
347,Winkel::N,мөйөш,къуым
348,Muster::N,биҙәк,нывæфтыд
349,Muster::N,биҙәк,кæдзист
350,Größe::N,ҙурлыҡ,ас
351,Länge::N,оҙонлоҡ,дӕргъ
352,Höhe::N,бейеклек,бæрзонд
353,Höhe::N,бейеклек,бæрзæнд
354,Höhe::N,бейеклек,бæрзонддзинад
355,Gewicht::N,үлсәү,уӕз
356,Menge::N,һан,бӕрц
357,Haufen::N,өйөм,кӕри
358,Reihe::N,рәт,рӕнхъ
359,Boot::N,кәмә,чема
360,Ruder::N,ишкәк,къохар
361,Schlitten::N,сана,дзоныгъ
362,Ski::N,саңгы,къахдзоныгътæ
363,Ski::N,саңгы,лыжæтæ
364,Lagerfeuer::N,костер,арт
365,Last::N,ауырлыҡ,уаргъ
366,Gang::N,барыу,цыд
367,Schritt::N,аҙым,санчъех
368,Schritt::N,аҙым,къахдзӕф
369,Norden::N,төньяҡ,цæгат
370,Süden::N,көньяҡ,хуссар
371,Westen::N,көнбайыш,ныгуылæн
372,Osten::N,көнсығыш,скæсæн
373,Holz::N,үағас,хъӕдӕрмӕг
374,Brett::N,таҡта,фæйнæг
375,Platte::N,плита,къӕй
376,Stütze::N,терәк,быцæу
377,Stange::N,кәртә,хъил
378,Stock::N,таяҡ,лӕдзӕг
379,Stab::N,ҡолға,хъил
380,Rohr::N,торба,хӕтӕл
381,Haus::N,өй,хӕдзар
382,Haus::N,йорт,хӕдзар
383,Heim::N,өй,къона
384,Ofen::N,мейес,пец
385,Fußboden::N,енес,астӕрд
386,Tisch::N,өҫтәл,стъол
387,Stuhl::N,ултырғыс,бандон
388,Wiege::N,бишек,авдæн
389,Bett::N,карауат,сынтӕг
390,Regal::N,кәштә,тӕрхӕг
391,Regal::N,кәштә,уӕлвӕйнӕг
392,Kiste::N,йәшинк,асыкк
393,Fenster::N,тәҙрә,рудзынг
394,Fenster::N,тәҙрә,фæрссаг
395,Tür::N,ишек,дуар
396,Tor::N,ҡапҡа,кулдуар
397,Zaun::N,ҡойма,æмбонд
398,Zaun::N,ҡойма,быру
399,Zaun::N,ҡойма,гæрæн
400,Dach::N,түбә,уӕлхӕдзар
401,Dach::N,ҡыйыҡ,уӕлхӕдзар
402,Leiter::N,баҫҡыс,асин
403,Besen::N,һепертке,уисой
404,Spaten::N,көрәк,бел
405,Schaufel::N,көрәк,æвгæнæн
406,Schaufel::N,көрәк,кæфой
407,Gabel::N,сәнске,вилкæ
408,Löffel::N,ҡалаҡ,уидыг
409,Messer::N,бысаҡ,кард
410,Nagel::N,сөй,зӕгӕл
411,Netz::N,ау,хыз
412,Haken::N,ыргаҡ,хæдз
413,Haken::N,ыргаҡ,хæбырæгъ
414,Griff::N,тотҡа,фистон
415,Schloss::N,йоҙаҡ,гуыдыр
416,Bild::N,картина,ныв
417,Figur::N,һын,кæрдгæныв
418,Puppe::N,ҡурсаҡ,чындз
419,Beutel::N,тоҡ,дзӕкъул
420,Bündel::N,төргәк,баст
421,Tasche::N,сумка,хызын
422,Tasche::N,сумка,дзæкъул
423,Eimer::N,биҙрә,къæрта
424,Eimer::N,биҙрә,чъыбыла
425,Eimer::N,биҙрә,ведра
426,Deckel::N,ҡапҡас,сæр
427,Deckel::N,ҡапҡас,æмбæрзæн
428,Geschirr::N,һауыт-һаба,мигæнæн
429,Geschirr::N,һауыт-һаба,мигæнæнтæ
430,Sack::N,тоҡ,голлаг
431,Tasse::N,сынаяҡ,пиала
432,Tasse::N,сынаяҡ,къус
433,Topf::N,кәстрүл,аг
434,Topf::N,кәстрүл,чысыл аг
435,Kessel::N,ҡаҙан,аг
436,Essen::N,ашау,хӕрд
437,Nahrung::N,аҙыҡ,хойраг
438,Speise::N,аш,хӕринаг
439,Fleisch::N,ит,дзидза
440,Fleisch::N,ит,фыдызгъӕл
441,Getreide::N,иген,халсар
442,Getreide::N,ашлыҡ,халсар
443,Brei::N,бутҡа,кас
444,Brot::N,икмәк,дзул
445,Scheibe::N,телем,къӕбӕр
446,Fett::N,май,сой
447,Butter::N,май,нӕлхӕ
448,Öl::N,май буяуы,зети
449,Salz::N,тоҙ,цӕхх
450,Suppe::N,һурпа,бас
451,Honig::N,бал,мыд
452,Milch::N,һөт,ӕхсыр
453,Tee::N,сәй,цай
454,Leder::N,күн,мæскуы
455,Wolle::N,йөн,фӕсмын
456,Stoff::N,туҡыма,хъуымац
457,Nadel::N,энә,судзин
458,Faden::N,еп,ӕндах
459,Knopf::N,төймә,цӕппӕр
460,Knoten::N,төйөн,ӕлхынцъ
461,Farbe::N,буяу,ахорæн
462,Kleidung::N,кейем,дарӕс
463,Hemd::N,күлдәк,хӕдон
464,Kragen::N,яға,æфцæггот
465,Ärmel::N,ең,дыс
466,Hose::N,салбар,хæлаф
467,Hose::N,салбар,æддаг хæлаф
468,Hose::N,салбар,салбар
469,Gürtel::N,ҡайыш,рон
470,Mütze::N,бүрк,худ
471,Schuh::N,туфли,басмахъ
472,Stiefel::N,итек,цырыхъхъ
473,Ring::N,йөҙөк,къухдарӕн
474,Ring::N,балдаҡ,къухдарӕн
475,Band::N,таҫма,лент
476,Kamm::N,тараҡ,сӕрвасӕн
477,Spiegel::N,көзгө,айдæн
478,Spiegel::N,көзгө,кæсæн
479,Riemen::N,ҡайыш,гӕрз
480,Schnur::N,бау,бӕндӕн
481,Leine::N,бау,
482,Decke::N,одеяд,хъӕццул
483,Kissen::N,мендәр,баз
484,Tuch::N,яулыҡ,кæлмæрзæн
485,Tuch::N,яулыҡ,кæрдæн
486,Handtuch::N,таҫтамал,хисæрфæн
487,Kraft::N,көс,тых
488,Kraft::N,көс,хъомыс
489,Stärke::N,көс,тых
490,Stärke::N,көс,æхсар
491,Gesundheit::N,һаулыҡ,æнæниздзинад
492,Krankheit::N,сир,низ
493,Krankheit::N,сир,рын
494,Krankheit::N,ауырыу,низ
495,Krankheit::N,ауырыу,рын
496,Schmerz::N,һыҙлау,рис
497,Schmerz::N,әрнеү,рис
498,Wunde::N,йәрәхәт,цӕф
499,Fieber::N,тапма,ризӕг
500,Fieber::N,тапма,тӕфсӕг
501,Fieber::N,биҙгәк,ризӕг
502,Fieber::N,биҙгәк,тӕфсӕг
503,Arznei::N,дарыу,хос
504,Brücke::N,күпер,хид
505,Brunnen::N,ҡоҙоҡ,цъай
506,Weide::N,көтөүлек,хизæн
507,Weide::N,көтөүлек,хизæнуат
508,Weide::N,көтөүлек,сæрвæт
509,Pfad::N,һуҡмаҡ,къахвæндаг
510,Pfad::N,һуҡмаҡ,къахвæд
511,Weg::N,юл,фӕндаг
512,Straße::N,урам,фӕндаг
513,Dorf::N,ауыл,хъӕу
514,Stadt::N,ҡала,сахар
515,Brief::N,хат,фыстӕг
516,Buch::N,китап,чиныг
517,Buch::N,кенәгә,чиныг
518,Buchstabe::N,хәреф,дамгъӕ
519,Zeitung::N,гәзит,газет
520,Leben::N,йәшәү,цард
521,Leben::N,йәшәү,цӕрӕнбон
522,Tod::N,үлем,мæлæт
523,Tod::N,үлем,адзал
524,Grab::N,ҡәбер,ингӕн
525,Kirche::N,сиркәү,аргъуан
526,Sünde::N,гөнаһ,тæригъæд
527,Gott::N,алла,хуыцау
528,Gott::N,хоҙай,хуыцау
529,Arbeiter::N,эшсе,кусæг
530,Chef::N,башлыҡ,ӕмцег
531,Meister::N,оҫта,мастер
532,Meister::N,оҫта,дæсны
533,Arzt::N,врач,хосгæнæг
534,Arzt::N,врач,дохтыр
535,Lehrer::N,уҡытыусы,ахуыргæнæг
536,Geld::N,аҡса,ӕхца
537,Geschäft::N,эш,бизнес
538,Geschäft::N,эш,хъуыддаг
539,Laden::N,магазин,дукани
540,Preis::N,хаҡ,аргъ
541,Ware::N,тауар,базайраг
542,Nutzen::N,файҙа,пайда
543,Reichtum::N,байлыҡ,хъæздыгдзинад
544,Reichtum::N,байлыҡ,исбон
545,Reichtum::N,байлыҡ,мулк
546,Welt::N,донъя,дуне
547,Land::N,ил,бӕстӕ
548,Staat::N,дәүләт,паддзахад
549,König::N,король,къарол
550,Macht::N,власть,хицаудзинад
551,Grenze::N,сик,арӕн
552,Krieg::N,һуғыш,хӕст
553,Feind::N,йылан,знаг
554,Feind::N,йылан,фыдгул
555,Feind::N,йылан,фыдзæрдæ
556,Feind::N,йылан,сон
557,Gewalt::N,көслөк,тыхми
558,Gewalt::N,көслөк,тыхдзинад
559,Kampf::N,көрәш,хæст
560,Kampf::N,көрәш,хъæбысæйхæст
561,Kampf::N,көрәш,тох
562,Bogen[Waffe]::N,йәйә,ӕрдын
563,Pfeil::N,уҡ,фат
564,Gewehr::N,мылтыҡ,топп
565,Fehler::N,хата,рӕдыд
566,Lüge::N,ялған,мӕнг
567,Lüge::N,ялған,гӕдыдзинад
568,Schaden::N,зыян,зиан
569,Schaden::N,зарар,зиан
570,Unglück::N,ҡаза,бæллæх
571,Schuld::N,ғәйеп,азым
572,Alter::N,йәш,кар
573,Schluss::N,һуң,кæрон
574,Schluss::N,аҙаҡ,кæрон
575,Zeit::N,мәл,рӕстӕг
576,Zeit::N,заман,рӕстӕг
577,Tag::N,көн,бон
578,Morgen::N,иртә,райсом
579,Morgen::N,иртәнсәк,райсом
580,Mittag::N,төш,æмбисбон
581,Abend::N,кис,изӕр
582,Nacht::N,төн,ӕхсӕв
583,Woche::N,аҙна,къуыри
584,Monat::N,ай,мӕй
585,Jahr::N,йыл,аз
586,Jahr::N,йыл,афӕдз
587,Frühling::N,яҙ,уалдзæг
588,Sommer::N,йәй,сӕрд
589,Herbst::N,көз,фæззæг
590,Winter::N,ҡыш,зымӕг
591,Januar::N,ғинуар,январь
592,Februar::N,февраль,февраль
593,März::N,март,мартъи
594,April::N,апрель,апрель
595,Mai::N,май,май
596,Juni::N,июнь,июнь
597,Juli::N,июль,июль
598,August::N,август,август
599,September::N,сентябрь,сентябрь
600,Oktober::N,октябрь,октябрь
601,November::N,ноябрь,ноябрь
602,Dezember::N,декабрь,декабрь
603,Montag::N,дүшәмбе,къуырисæр
604,Dienstag::N,шишәмбе,дыццæг
605,Mittwoch::N,шаршамбы,æртыццæг
606,Donnerstag::N,кесаҙна,цыппæрæм
607,Freitag::N,йома,майрæмбон
608,Samstag::N,шәмбе,сабат
609,Sonntag::N,йәкшәмбе,хуыцаубон
610,groß::A,ҙур,дынджыр
611,klein::A,бәләкәс,гыццыл
612,lang::A,оҙон,даргъ
613,kurz::A,ҡыҫҡа,цыбыр
614,breit::A,киң,фӕтӕн
615,schmal::A,тар,нарӕг
616,schmal::A,тар,уынгӕг
617,dicht::A,йыш,бæзджын
618,dicht::A,йыш,тар
619,dicht::A,ҡуйы,бæзджын
620,dicht::A,ҡуйы,тар
621,dick[Gegenstand]::A,ҡалын,сӕвджын
622,dünn::A,йоҡа,тæнæг
623,dünn::A,нәҙек,тæнæг
624,fein::A,нескә,лыстӕг
625,fest::A,ныҡ,фидар
626,fest::A,ныҡ,хъӕддых
627,flach::A,яҫы,тъӕпӕн
628,flach::A,ялпаҡ,тъӕпӕн
629,glatt::A,шыма,лӕгъз
630,hart::A,ҡаты,хъӕбӕр
631,weich::A,йомшаҡ,фӕлмӕн
632,rund::A,түңәрәк,тымбыл
633,spitz::A,осло түбәле,цыргъбырынкъ
634,spitz::A,осло түбәле,цыргъфындз
635,scharf::A,үткер,цыргъ
636,stumpf::A,утмәҫ,къуымых
637,schwer::A,ауыр,уӕззау
638,schön::A,матур,аив
639,schön::A,матур,рӕсугъд
640,heiß::A,эҫе,тӕвд
641,warm::A,йылы,хъарм
642,kalt::A,һыуыҡ,уазал
643,kühl::A,һалҡынса,сатæг
644,kühl::A,һалҡынса,уазалгомау
645,frisch::A,һалҡынса,сатæг
646,feucht::A,еүеш,уымӕл
647,feucht::A,дымлы,уымӕл
648,nass::A,еүеш,хуылыдз
649,trocken::A,кипкән,хус
650,voll::A,тулы,дзаг
651,voll::A,тулы,йедзаг 
652,leer::A,буш,афтид
653,offen::A,асыҡ,гом
654,geschlossen::A,ябыҡ,æхгæд
655,sauber::A,таҙа,сыгъдæг
656,schmutzig::A,бысраҡ,чъиллон
657,roh::A,сей,хом
658,reif::A,өлгөрғән,рӕгъӕд
659,lecker::A,тәмле,хӕрзад
660,süß::A,тямле,адджын
661,süß::A,тәм-том,адджын
662,bitter::A,әсе,судзаг
663,sauer::A,әсе,туаг
664,hell::A,яҡты,рухс
665,dunkel::A,ҡараңғы,талынг
666,schwarz::A,ҡара,сау
667,weiß::A,аҡ,урс
668,rot::A,матур,сырх
669,rot::A,һылыу,сырх
670,rot::A,сибәр,сырх
671,gelb::A,һары,бур
672,blau::A,күк,цъӕх
673,grün::A,йәшел,цъӕх
674,grün::A,йәшел,кӕрдӕгхуыз
675,grau::A,буҙ,цъӕх
676,grau::A,буҙ,фӕныкхуыз
677,bunt::A,сыбар,хъулон
678,bunt::A,сыбар,гæрæм
679,bunt::A,ала-ҡола,хъулон
680,bunt::A,ала-ҡола,гæрæм
681,billig::A,арзан,аслам
682,teuer::A,ҡыйбатлы,зынаргъ
683,wertvoll::A,ҡиммәтле,зынаргъ
684,blind::A,һуҡыр,куырм
685,taub::A,һаңғырау,къуырма
686,kräftig::A,көслө,домбай
687,kräftig::A,көслө,тыхджын
688,kräftig::A,ҡеүәтле,домбай
689,kräftig::A,ҡеүәтле,тыхджын
690,stark::A,көслө,тыхджын
691,stark::A,ҡеүәтле,тыхджын
692,schwach::A,көсһөҙ,ӕнӕбон
693,fett::A,һимеҙ,нард
694,schlank::A,зифа,гуырвидыц
695,schlank::A,зифа,хæрзконд
696,schlank::A,зифа,рæхснæг
697,schlank::A,зифа,сагамад
698,hübsch::A,матур,аив
699,hübsch::A,матур,рӕсугъд
700,böse::A,асыулы,фыдзӕрдӕ
701,dumm::A,иҫәр,ӕдылы
702,faul::A,иренсәк,зивӕг
703,faul::A,иренсәк,зивӕггӕнаг
704,fleißig::A,тырыш,æнæзивæг
705,fleißig::A,тырыш,æнувыд
706,geizig::A,һаран,чъынды
707,geizig::A,һаран,æлгъин
708,geizig::A,һаран,мæрддзæст
