,Concept_ID,it,et
837,hier::ADV,qua,siin
838,hierhin::ADV,qua,siia
839,von hier::ADV,ne,siit
840,von hier::ADV,da qui,siit
841,dort::ADV,lì,seal
842,dorthin::ADV,là,sinna
843,geradeaus::ADV,diritto,otse edasi
844,vorwärts::ADV,avanti,edasi
845,rückwärts::ADV,all'indietro,tagurpidi
846,zurück::ADV,di indietro,tagasi
847,unten::ADV,giù,all
848,unten::ADV,giù,allpool
849,unten::ADV,sotto,all
850,unten::ADV,sotto,allpool
851,hinab::ADV,giù,alla
852,hinab::ADV,in giù,alla
853,oben::ADV,su,ülal
854,oben::ADV,sopra,ülal
855,hinauf::ADV,in sù,üles
856,hinauf::ADV,in alto,üles
857,überall::ADV,dappertutto,kõikjal
858,nicht::ADV,non,ei
859,nicht::ADV,non,mitte
860,ein wenig::ADV,un po',veidi
861,ein wenig::ADV,un po',natuke
862,ein wenig::ADV,un poco,veidi
863,ein wenig::ADV,un poco,natuke
864,kaum::ADV,a appena,vaevalt
865,sehr::ADV,molto,väga
866,so::ADV,così,nii
867,so::ADV,tanto,nii
868,noch::ADV,ancora,veel
869,nur::ADV,solo,ainult
870,nur::ADV,soltanto,ainult
871,schon::ADV,già,juba
872,wieder::ADV,di nuovo,jälle
873,vergebens::ADV,invano,asjata
874,vor::PRP,davanti a,ees
875,hinter::PRP,dietro,taha
876,unter::PRP,sotto,all
877,durch::PRP,per,läbi
878,durch::PRP,per,kaudu
879,durch::PRP,attraverso,läbi
880,durch::PRP,attraverso,kaudu
881,neben::PRP,a accanto a,kõrval
882,zwischen::PRP,fra,vahel
883,wegen::PRP,a causa di,tõttu
884,wegen::PRP,a causa di,pärast
885,dies::PRN,ciò,see
886,dies::PRN,questo,see
887,das::PRN,ciò,see
888,das::PRN,quello,see
889,alles::PRN,tutto,kõik
890,ich::PRN,ìo,mina
891,du::PRN,tu,sina
892,er::PRN,lui,tema
893,er::PRN,egli,tema
894,wir::PRN,noi,me
895,ihr::PRN,voi,te
896,sie::PRN,loro,nad
897,was::FPRN,che,mis
898,was::FPRN,che cosa,mis
899,wer::FPRN,chi,kes
900,wo::FADV,dove,kus
901,wohin::FADV,dove,kuhu
902,wie::FADV,come,kuidas
903,warum::FADV,perche,miks
904,wieviel::FNUM,quanto,mitu
905,wieviel::FNUM,quanto,kui palju
906,eins::NUM,uno,üks
907,zwei::NUM,due,kaks
908,drei::NUM,tre,kolm
909,vier::NUM,quattro,neli
910,fünf::NUM,cinque,viis
911,sechs::NUM,sei,kuus
912,sieben::NUM,sette,seitse
913,acht::NUM,otto,kaheksa
914,neun::NUM,nove,üheksa
915,zehn::NUM,dieci,kümme
916,elf::NUM,ùndici,üksteist
917,zwölf::NUM,dodici,kaksteist
918,zwanzig::NUM,venti,kakskümmend
919,dreißig::NUM,trenta,kolmkümmend
920,vierzig::NUM,quaranta,nelikümmend
921,fünfzig::NUM,cinquanta,viiskümmend
922,sechzig::NUM,sessanta,kuuskümmend
923,siebzig::NUM,settanta,seitsekümmend
924,achtzig::NUM,ottanta,kaheksakümmend
925,neunzig::NUM,novanta,üheksakümmend
926,hundert::NUM,cento,sada
927,tausend::NUM,mille,tuhat
928,und::CNJ,e,ja
929,oder::CNJ,o,või
930,stehen::V,stare in piedi,seisma
931,sitzen::V,sedere,istuma
932,sitzen::V,stare seduto,istuma
933,liegen::V,giacere,lamama
934,hängen::V,pèndere,rippuma
935,hängen::V,èssere appeso,rippuma
936,werden::V,farsi,saama
937,werden::V,farsi,hakkama
938,werden::V,diventare,saama
939,werden::V,diventare,hakkama
940,passieren::V,succèdere,juhtuma
941,beginnen::V,cominciare,algama
942,beginnen::V,cominciare,hakkama
943,enden::V,finire,lõppema
944,enden::V,terminare,lõppema
945,wechseln::V,variare,vahelduma
946,wechseln::V,cambiare,vahelduma
947,aufgehen[Sonne]::V,sòrgere,tõusma
948,aufgehen[Sonne]::V,spuntare,tõusma
949,untergehen[Sonne]::V,tramontare,loojuma
950,scheinen[Sonne]::V,splèndere,paistma
951,donnern::V,tonare,kõmisema
952,wehen::V,soffiare,puhuma
953,strömen::V,fluire,voolama
954,fließen::V,fluire,voolama
955,fließen::V,scorrere,voolama
956,sich drehen::V,girarsi,pöörduma
957,schwanken::V,oscillare,kõikuma
958,schwanken::V,barcollare,kõikuma
959,schwingen::V,vibrare,võnkuma
960,schwingen::V,oscillare,võnkuma
961,fallen::V,cadere,langema
962,brennen::V,àrdere,põlema
963,brennen::V,bruciare,põlema
964,rauchen::V,fumare,suitsema
965,regnen::V,piòvere,sadama
966,gefrieren::V,gelarsi,kinni külmuma
967,gefrieren::V,congelarsi,kinni külmuma
968,tauen::V,sciògliersi,sulama
969,schmelzen::V,fòndere,sulama
970,schmelzen::V,sciògliersi,sulama
971,trocknen::V,asciugarsi,kuivama
972,sieden::V,bollire,keema
973,faulen::V,marcire,mädanema
974,verfaulen::V,imputridire,mädanema
975,reißen::V,strapparsi,rebenema
976,versinken::V,affondare,uppuma
977,vergehen::V,passare,mööduma
978,erscheinen::V,apparire,ilmuma
979,erscheinen::V,comparire,ilmuma
980,verschwinden::V,sparire,kaduma
981,verschwinden::V,scomparire,kaduma
982,sinken::V,calare,vajuma
983,sinken::V,calare,langema
984,sinken::V,scendere,vajuma
985,sinken::V,scendere,langema
986,abnehmen::V,diminuire,vähenema
987,abnehmen::V,diminuire,kahenema
988,zunehmen::V,aumentare,kasvama
989,steigen::V,salire,tõusma
990,steigen::V,salire,üles minema
991,steigen::V,montare,tõusma
992,steigen::V,montare,üles minema
993,wachsen::V,crescere,kasvama
994,glänzen::V,splèndere,läikimä
995,funkeln::V,brillare,sädelema
996,funkeln::V,scintillare,sädelema
997,lärmen::V,strepitare,lärmama
998,lärmen::V,fare chiasso,lärmama
999,läuten::V,suonare,helisema
1000,klingeln::V,suonare,helisema
1001,klirren::V,tintinnare,kõlisema
1002,brausen::V,rombare,kohisema
1003,brausen::V,rumoreggiare,kohisema
1004,rauschen::V,frusciare,kohisema
1005,klingen::V,suonare,kõlama
1006,bellen::V,latrare,haukuma
1007,bellen::V,abbaiare,haukuma
1008,heulen::V,urlare,uluma
1009,heulen::V,ululare,uluma
1010,blasen::V,soffiare,puhuma
1011,pfeifen::V,fischiare,vilistama
1012,schreien::V,gridare,karjuma
1013,stöhnen::V,gèmere,oigama
1014,zittern::V,tremare,värisema
1015,leben::V,vìvere,elama
1016,leben::V,vìvere,elus olema
1017,geboren werden::V,nàscere,sündima
1018,atmen::V,respirare,hingama
1019,trinken::V,bere,jooma
1020,essen::V,mangiare,sööma
1021,schlucken::V,inghiottire,neelama
1022,müde werden::V,stancarsi,väsima
1023,einschlafen::V,addormentarsi,uinuma
1024,schlafen::V,dormire,magama
1025,aufwachen::V,svegliarsi,ärkama
1026,aufstehen::V,levarsi,ärkama
1027,aufstehen::V,levarsi,üles tõusma
1028,sich erholen::V,riposarsi,puhkama
1029,krank werden::V,ammalarsi,haigestuma
1030,krank werden::V,ammalarsi,haigeks jääma
1031,krank sein::V,èssere malato,haige olema
1032,schmerzen::V,dolere,valutama
1033,husten::V,tossire,köhima
1034,genesen::V,guarire,toibuma
1035,sterben::V,morire,surema
1036,umkommen::V,perire,surma saama
1037,sich bewegen::V,agitarsi,liikuma
1038,sich rühren::V,muòversi,liikuma
1039,sich erheben::V,alzarsi,kerkima
1040,sich setzen::V,sedersi,istet võtma
1041,hinfallen::V,cadere,kukkuma
1042,hinfallen::V,cadere,maha kukkuma
1043,laufen::V,camminare,kõndima
1044,laufen::V,andare a piedi,kõndima
1045,schreiten::V,andare,astuma
1046,schreiten::V,procedere,astuma
1047,spazierengehen::V,passeggiare,jalutama
1048,spazierengehen::V,andare a passeggio,jalutama
1049,eilen::V,andare in fretta,ruttama
1050,eilen::V,andare in fretta,kiirustama
1051,sich beeilen::V,affrettarsi,ruttama
1052,sich beeilen::V,affrettarsi,kiirustama
1053,sausen::V,volare,kihutama
1054,sausen::V,volare,tormama
1055,sausen::V,correre,kihutama
1056,sausen::V,correre,tormama
1057,rennen::V,correre,jooksma
1058,rennen::V,correre,kihutama
1059,springen::V,saltare,hüppama
1060,klettern::V,arrampicarsi,ronima
1061,schaukeln::V,fare l'altalena,kiikuma
1062,kriechen::V,strisciare,roomama
1063,schwimmen::V,nuotare,ujuma
1064,tauchen::V,tuffarsi,sukelduma
1065,tauchen::V,immèrgersi,sukelduma
1066,rudern::V,remare,sõudma
1067,fahren::V,andare,sõitma
1068,fahren::V,viaggiare,sõitma
1069,fliegen::V,volare,lendama
1070,gehen::V,andare,käima
1071,gehen::V,andare,minema
1072,weggehen::V,andàrsene,ära minema
1073,weggehen::V,andàrsene,välja minema
1074,weggehen::V,andare via,ära minema
1075,weggehen::V,andare via,välja minema
1076,abfahren::V,partire,väljuma
1077,abfahren::V,partire,ära sõitma
1078,anhalten::V,fermarsi,peatuma
1079,hineingehen::V,entrare,sisenema
1080,hineingehen::V,entrare,sisse minema
1081,eintreten::V,entrare,sisenema
1082,eintreten::V,entrare,sisse astuma
1083,kommen::V,venire,tulema
1084,ankommen::V,arrivare,saabuma
1085,zurückkommen::V,ritornare,tagasi tulema
1086,bleiben::V,restare,jääma
1087,bleiben::V,rimanere,jääma
1088,warten::V,aspettare,ootama
1089,erwarten::V,attèndere,ootama
1090,erwarten::V,attèndere,lootma
1091,suchen::V,cercare,otsima
1092,finden::V,trovare,leidma
1093,versuchen::V,tentare,püüdma
1094,versuchen::V,tentare,üritama
1095,versuchen::V,tentare,katsetama
1096,vorbereiten::V,preparare,valmistama
1097,lieben::V,amare,armastama
1098,mögen::V,piacere a,sallima
1099,mögen::V,piacere a,meeldima
1100,mögen::V,volere bene a,sallima
1101,mögen::V,volere bene a,meeldima
1102,lachen::V,rìdere,naerma
1103,rühren::V,commuòvere,liigutama
1104,rühren::V,commuòvere,heldima panema
1105,weinen::V,piàngere,nutma
1106,schimpfen::V,imprecare,sõimama
1107,sich ärgern::V,stizzirsi,ärrituma
1108,sich ärgern::V,stizzirsi,vihastuma
1109,sich ärgern::V,arrabbiarsi,ärrituma
1110,sich ärgern::V,arrabbiarsi,vihastuma
1111,sich fürchten::V,avere paura,kartma
1112,sich fürchten::V,avere paura,hirmu tundma
1113,fürchten::V,temere,kartma
1114,fliehen::V,fuggire,põgenema
1115,flüchten::V,sfuggire,põgenema
1116,sehen::V,vedere,nägema
1117,anschauen::V,guardare,vaatama
1118,ansehen::V,guardare,vaatama
1119,hören::V,udire,kuulma
1120,hören::V,sentire,kuulma
1121,zuhören::V,ascoltare,kuulama
1122,probieren::V,degustare,proovima
1123,probieren::V,assaggiare,proovima
1124,riechen::V,sentire,nuusutama
1125,fühlen::V,sentire,tundma
1126,scheinen::V,parere,näida
1127,scheinen::V,parere,ilmuda
1128,scheinen::V,sembrare,näida
1129,scheinen::V,sembrare,ilmuda
1130,zu sehen sein::V,vedersi,ilmuma
1131,vernehmen::V,sentire,üle kuulama
1132,vernehmen::V,percepire,üle kuulama
1133,frieren::V,aver freddo,külmetada
1134,tun::V,fare,tegema
1135,können::V,sapere,võima
1136,können::V,sapere,oskama
1137,wollen::V,volere,tahtma
1138,anfangen::V,iniziare,hakkama
1139,anfangen::V,iniziare,alustama
1140,anfangen::V,cominciare,hakkama
1141,anfangen::V,cominciare,alustama
1142,beenden::V,finire,lõpetama
1143,beenden::V,terminare,lõpetama
1144,aufhören::V,finire,lakkama
1145,aufhören::V,cessare,lakkama
1146,gelingen::V,riuscire,õnnestuma
1147,geraten::V,stare,jõudma
1148,öffnen::V,aprire,avama
1149,schließen::V,chiùdere,sulgema
1150,stellen::V,porre,panema
1151,stellen::V,porre,asetama
1152,stellen::V,mettere,panema
1153,stellen::V,mettere,asetama
1154,setzen::V,porre,panema
1155,setzen::V,mettere,panema
1156,legen::V,posare,panema
1157,legen::V,posare,asetama
1158,legen::V,mettere,panema
1159,legen::V,mettere,asetama
1160,berühren::V,toccare,riivama
1161,berühren::V,toccare,puudutama
1162,verbinden::V,unire,ühendama
1163,verbinden::V,congiùngere,ühendama
1164,bedecken::V,coprire,katma
1165,bedecken::V,ricoprire,katma
1166,aufhängen::V,attaccare,riputama
1167,anzünden::V,accèndere,süütama
1168,anzünden::V,incendiare,süütama
1169,aufheben::V,raccògliere,üles tõstma
1170,zurücklassen::V,lasciare,jätma
1171,zurücklassen::V,lasciare indietro,jätma
1172,verlieren::V,pèrdere,kaotama
1173,fallen lassen::V,lasciare cadere,maha pillama
1174,fallen lassen::V,lasciare cadere,kukkuda laskma
1175,machen::V,fare,tegema
1176,herstellen::V,produrre,valmistama
1177,herstellen::V,fabbricare,valmistama
1178,bauen::V,costruire,ehitama
1179,reparieren::V,riparare,parandama
1180,verbessern::V,migliorare,parandama
1181,ändern::V,mutare,muutma
1182,ändern::V,mutare,ümber tegema
1183,ändern::V,cambiare,muutma
1184,ändern::V,cambiare,ümber tegema
1185,graben::V,scavare,kaevama
1186,beugen::V,chinare,painutama
1187,beugen::V,flettere,painutama
1188,biegen::V,tòrcere,painutama
1189,drehen::V,girare,keerama
1190,wenden::V,girare,ümber pöörama
1191,wenden::V,voltare,ümber pöörama
1192,umdrehen::V,rivoltare,ümber keerama
1193,heben::V,levare,tõstma
1194,hochheben::V,levare,üles tõstma
1195,hochheben::V,levare,kõrgele tõstma
1196,hochheben::V,sollevare,üles tõstma
1197,hochheben::V,sollevare,kõrgele tõstma
1198,ergreifen::V,afferrare,haarama
1199,halten::V,tenere,hoidma
1200,drücken::V,premere,pigistama
1201,schieben::V,spìngere,lükkama
1202,kratzen::V,grattare,kraapima
1203,kratzen::V,graffiare,kraapima
1204,lecken::V,leccare,lakkuma
1205,beißen::V,mòrdere,purema
1206,beißen::V,mòrdere,hammustama
1207,abreißen::V,staccarsi,rebima
1208,abreißen::V,staccarsi,ära rebima
1209,abreißen::V,strapparsi,rebima
1210,abreißen::V,strapparsi,ära rebima
1211,abschneiden::V,tagliare,ära lõikama
1212,binden::V,legare,siduma
1213,binden::V,bendare,siduma
1214,stecken::V,ficcare,pistma
1215,brechen::V,rompere,murdma
1216,klopfen::V,bàttere,koputama
1217,hauen::V,picchiare,lööma
1218,kleben::V,incollare,kleepima
1219,reiben::V,fregare,hõõruma
1220,streichen::V,spalmare,silitama
1221,schleifen::V,arrotare,lihvima
1222,schleifen::V,arrotare,teritama
1223,schneiden::V,tagliare,lõikama
1224,rütteln::V,scuòtere,raputama
1225,schütteln::V,agitare,raputama
1226,schütteln::V,agitare,loksutama
1227,schütteln::V,scuòtere,raputama
1228,schütteln::V,scuòtere,loksutama
1229,schwenken::V,agitare,vehkima
1230,schwenken::V,agitare,lehvitama
1231,schwenken::V,sventolare,vehkima
1232,schwenken::V,sventolare,lehvitama
1233,schütten::V,versare,kallama
1234,füllen::V,riempire,täitma
1235,einwickeln::V,involtare,sisse mähkima
1236,tragen::V,portare,kandma
1237,schleppen::V,trainare,tassima
1238,schleppen::V,trainare,lohistama
1239,schleppen::V,trascinare,tassima
1240,schleppen::V,trascinare,lohistama
1241,ziehen::V,tirare,vedama
1242,ziehen::V,tirare,tõmbama
1243,aufbewahren::V,custodire,säilitama
1244,aufbewahren::V,custodire,alal hoidma
1245,aufbewahren::V,conservare,säilitama
1246,aufbewahren::V,conservare,alal hoidma
1247,werfen::V,gettare,viskama
1248,werfen::V,lanciare,viskama
1249,fangen::V,prèndere,püüdma
1250,fangen::V,acchiappare,püüdma
1251,packen::V,pigliare,kinni haarama
1252,packen::V,pigliare,kinni võtma
1253,packen::V,afferrare,kinni haarama
1254,packen::V,afferrare,kinni võtma
1255,verstecken::V,nascondere,peitma
1256,teilen::V,divìdere,jagama
1257,teilen::V,divìdere,jaotama
1258,schicken::V,inviare,saatma
1259,bringen::V,portare,viima
1260,bringen::V,apportare,viima
1261,hinzufügen::V,aggiùngere,lisama
1262,bekommen::V,ricevere,saama
1263,erhalten::V,ricevere,saama
1264,nehmen::V,prèndere,võtma
1265,wählen::V,elèggere,valima
1266,wählen::V,scegliere,valima
1267,auswählen::V,scegliere,valima
1268,bewahren::V,conservare,hoidma
1269,behindern::V,impedire,takistama
1270,verderben::V,guastare,rikkuma
1271,beschädigen::V,danneggiare,rikkuma
1272,zerbrechen::V,rompere,katki tegema
1273,zerbrechen::V,spezzare,katki tegema
1274,zerreißen::V,stracciare,katki rebima
1275,zerstören::V,distrùggere,purustama
1276,verbrennen::V,bruciare,põletama
1277,geben::V,dare,andma
1278,reichen::V,pòrgere,andma
1279,reichen::V,pòrgere,ulatama
1280,schenken::V,regalare,kinkima
1281,versprechen::V,promettere,lubama
1282,versprechen::V,promettere,tõotama
1283,wünschen::V,augurare,soovima
1284,loben::V,lodare,kiitma
1285,küssen::V,baciare,suudlema
1286,wiegen::V,cullare,hällitama
1287,wiegen::V,dondolare,hällitama
1288,zudecken::V,coprire,kaanetama
1289,zudecken::V,coprire,kinni katma
1290,wecken::V,svegliare,äratama
1291,zeigen::V,indicare,näitama
1292,führen::V,guidare,juhatama
1293,führen::V,condurre,juhatama
1294,lehren::V,insegnare,õpetama
1295,unterrichten::V,istruire,õpetama
1296,unterrichten::V,insegnare,õpetama
1297,aufziehen::V,allevare,üles kasvatama
1298,leiten::V,avviare,juhtima
1299,leiten::V,dirìgere,juhtima
1300,antreiben::V,incitare,ergutama
1301,lassen::V,fare,laskma
1302,einladen::V,invitare,kutsuma
1303,vereinigen::V,unire,ühendama
1304,besuchen::V,visitare,külastama
1305,besuchen::V,far vìsita a,külastama
1306,treffen::V,incontrare,kohtama
1307,sich versammeln::V,rinunirsi,kogunema
1308,spielen::V,giocare,mängima
1309,singen::V,cantare,laulma
1310,tanzen::V,danzare,tantsima
1311,sich trennen::V,separarsi,lahku minema
1312,verlassen::V,lasciare,maha jätma
1313,verlassen::V,abbandonare,maha jätma
1314,retten::V,salvare,päästma
1315,bewachen::V,custodire,valvama
1316,schützen::V,protèggere,kaitsma
1317,verteidigen::V,difèndere,kaitsma
1318,sich schlagen::V,bàttersi,kaklema
1319,schießen::V,sparare,tulistama
1320,siegen::V,vìncere,võitma
1321,ärgern::V,stizzire,ärritama
1322,ärgern::V,stizzire,vihastama
1323,schlagen::V,bàttere,lööma
1324,treten::V,calciare,sõtkuma
1325,stechen::V,pùngere,pistma
1326,stechen::V,pùngere,torkama
1327,stoßen::V,urtare,tõukama
1328,stoßen::V,spìngere,tõukama
1329,stehlen::V,rubare,varastama
1330,stören::V,disturbare,segama
1331,stören::V,disturbare,häirima
1332,belästigen::V,molestare,ahistama
1333,belästigen::V,importunare,ahistama
1334,verbergen::V,celare,peitma
1335,verbergen::V,celare,varjama
1336,verbergen::V,nascondere,peitma
1337,verbergen::V,nascondere,varjama
1338,täuschen::V,ingannare,petma
1339,täuschen::V,ingannare,tüssama
1340,betrügen::V,frodare,petma
1341,betrügen::V,frodare,tüssama
1342,betrügen::V,frodare,truudust murtma
1343,betrügen::V,truffare,petma
1344,betrügen::V,truffare,tüssama
1345,betrügen::V,truffare,truudust murtma
1346,töten::V,uccìdere,tapma
1347,töten::V,uccìdere,surmama
1348,wohnen::V,abitare,elama
1349,arbeiten::V,lavorare,töötama
1350,sammeln::V,raccògliere,koguma
1351,sammeln::V,raccògliere,korjama
1352,sammeln::V,collezionare,koguma
1353,sammeln::V,collezionare,korjama
1354,pflücken::V,cògliere,noppima
1355,jagen::V,cacciare,jahtima
1356,fischen::V,pescare,kalastama
1357,fischen::V,pescare,kala püüdma
1358,fassen::V,catturare,püüdma
1359,fassen::V,acchiappare,püüdma
1360,hüten::V,pascolare,karjatama
1361,treiben::V,spìngere,ajama
1362,anbinden::V,legare,kinni siduma
1363,anbinden::V,attaccare,kinni siduma
1364,füttern::V,dar da mangiare a,söötma
1365,melken::V,mùngere,lüpsma
1366,hacken::V,tritare,raiuma
1367,hacken::V,tritare,lõhkuma
1368,hacken::V,spaccare,raiuma
1369,hacken::V,spaccare,lõhkuma
1370,gießen::V,annaffiare,kastma
1371,reifen::V,maturare,valmima
1372,zubereiten::V,preparare,valmistama
1373,kochen::V,cuòcere,keetma
1374,backen::V,cuòcere,küpsetama
1375,backen::V,cuòcere al forno,küpsetama
1376,braten::V,frìggere,praadima
1377,braten::V,arrostire,praadima
1378,umrühren::V,mescolare,segama
1379,stricken::V,llavorare a maglia,kuduma
1380,nähen::V,cucire,õmblema
1381,färben::V,tìngere,värvima
1382,reinigen::V,pulire,puhastama
1383,reinigen::V,nettare,puhastama
1384,waschen::V,lavare,pesema
1385,abwischen::V,asciugare,puhtaks pühkima
1386,spülen::V,lavare,uhtma
1387,spülen::V,sciacquare,uhtma
1388,fegen::V,spazzare,pühkima
1389,kehren::V,spazzare,pühkima
1390,baden::V,bagnarsi,suplema
1391,baden::V,bagnarsi,kümblema
1392,baden::V,fare il bagno,suplema
1393,baden::V,fare il bagno,kümblema
1394,sich waschen::V,lavarsi,end pesema
1395,ausziehen::V,tògliersi,käest võtma
1396,ausziehen::V,tògliersi,jalast võtma
1397,ausziehen::V,tògliersi,seljast võtma
1398,anziehen::V,mettersi,jalga panema
1399,anziehen::V,indossare,jalga panema
1400,sich anziehen::V,vestirsi,riietuma
1401,kämmen::V,pettinare,kammima
1402,schmücken::V,ornare,kaunistama
1403,schmücken::V,decorare,kaunistama
1404,sagen::V,dire,ütlema
1405,sprechen::V,parlare,rääkima
1406,sprechen::V,parlare,kõnelema
1407,reden::V,parlare,kõnelema
1408,sich unterhalten::V,conversare,vestlema
1409,fragen::V,chièdere,küsima
1410,fragen::V,domandare,küsima
1411,bitten::V,pregare,paluma
1412,erzählen::V,narrare,jutustama
1413,erzählen::V,raccontare,jutustama
1414,mitteilen::V,comunicare,teatama
1415,mitteilen::V,comunicare,teada andma
1416,nennen::V,nominare,nimetama
1417,rufen::V,chiamare,kutsuma
1418,prahlen::V,vantarsi,hooplema
1419,übersetzen::V,tradurre,tõlkima
1420,denken::V,pensare,mõtlema
1421,glauben::V,credere,uskuma
1422,bemerken::V,notare,märkama
1423,bemerken::V,osservare,märkama
1424,erkennen::V,riconoscere,ära tundma
1425,begreifen::V,capire,aru saama
1426,begreifen::V,comprèndere,aru saama
1427,verstehen::V,intèndere,mõistma
1428,verstehen::V,comprèndere,mõistma
1429,lernen::V,imparare,õppima
1430,lernen::V,apprèndere,õppima
1431,wissen::V,sapere,teadma
1432,sich erinnern an::V,ricordare,mäletama
1433,sich erinnern an::V,ricordarsi di,mäletama
1434,vergessen::V,dimenticare,unustama
1435,messen::V,misurare,mõõtma
1436,zählen::V,contare,loendama
1437,rechnen::V,contare,arvutama
1438,rechnen::V,calcolare,arvutama
1439,lesen::V,lèggere,lugema
1440,malen::V,dipìngere,maalima
1441,zeichnen::V,disegnare,joonistama
1442,schreiben::V,scrìvere,kirjutama
1443,besitzen::V,possedere,omama
1444,kaufen::V,comprare,ostma
1445,kaufen::V,acquistare,ostma
1446,verkaufen::V,vendere,müüma
1447,bezahlen::V,pagare,tasuma
1448,zahlen::V,pagare,maksma
1449,beherrschen::V,dominare,valitsema
1450,ertragen::V,sopportare,taluma
