,Concept_ID,te,es
704,hier::ADV,ఇక్కడ,aquí
705,hierhin::ADV,ఇక్కడకు,acá
706,von hier::ADV,ఇక్కడనుండి,desde aquí
707,dort::ADV,అక్కడ,ahí
708,dort::ADV,అక్కడ,allí
709,dorthin::ADV,అక్కడికి,allí
710,dorthin::ADV,అక్కడికి,hacia allí
711,geradeaus::ADV,సూటిగా,todo derecho
712,vorwärts::ADV,ముందుకు,adelante
713,rückwärts::ADV,వెనుకకు,hacia atrás
714,zurück::ADV,వెనుకభాగము,atrás
715,unten::ADV,క్రింద,abajo
716,hinab::ADV,కిందికి,hacia abajo
717,oben::ADV,మీద,arriba
718,hinauf::ADV,పైకి,hacia arriba
719,überall::ADV,అంతటా,por todas partes
720,nicht::ADV,కాదు,no
721,ein wenig::ADV,కొంచెము,un poco
722,kaum::ADV,చాలిచాలక,apenas
723,sehr::ADV,చాల,muy
724,sehr::ADV,చాల,mucho
725,so::ADV,ఆలాగున,tan
726,noch::ADV,ఇప్పటికిని,aún
727,noch::ADV,ఇప్పటికిని,todavía
728,nur::ADV,మాత్రము,solamente
729,schon::ADV,ఇదివఱకే,ya
730,wieder::ADV,తిరిగి,de nuevo
731,vergebens::ADV,నిష్ఫలముగా,en vano
732,vor::PRP,ముందు,antes de
733,vor::PRP,ముందు,delante de
734,hinter::PRP,వెనుక,tras
735,hinter::PRP,వెనుక,detrás de
736,unter::PRP,క్రింద,bajo
737,unter::PRP,క్రింద,debajo de
738,durch::PRP,ద్వారా,por
739,durch::PRP,ద్వారా,a través de
740,neben::PRP,దగ్గెర,al lado de
741,zwischen::PRP,మధ్య,entre
742,wegen::PRP,కారణంగా,por
743,wegen::PRP,కారణంగా,a causa de
744,dies::PRN,ఇది,esto
745,das::PRN,అది,eso
746,das::PRN,అది,esto
747,alles::PRN,సకలము,todo
748,ich::PRN,నేను,yo
749,du::PRN,నీవు,tú
750,er::PRN,అతడు,él
751,wir::PRN,మనము,nosotros
752,ihr::PRN,మీరు,vosotros
753,sie::PRN,వారు,ellos
754,was::FPRN,ఏమి,qué
755,wer::FPRN,ఎవడు,quién
756,wo::FADV,ఎక్కడ,dónde
757,wohin::FADV,ఎందుకు,adónde
758,wohin::FADV,ఎందుకు,hacia dónde
759,wie::FADV,ఎట్టు,cómo
760,warum::FADV,ఏల,por qué
761,wieviel::FNUM,ఎంత,cuánto
762,eins::NUM,ఒకటి,uno
763,zwei::NUM,రెండు,dos
764,drei::NUM,మూడు,tres
765,vier::NUM,నాలుగు,cuatro
766,fünf::NUM,అయిదు,cinco
767,sechs::NUM,ఆఱు,seis
768,sieben::NUM,ఏరు,siete
769,acht::NUM,ఎనిమదు,ocho
770,neun::NUM,తొమ్మిది,nueve
771,zehn::NUM,పది,diez
772,elf::NUM,పదునొకొండు,once
773,zwölf::NUM,పండ్రండు,doce
774,zwanzig::NUM,ఇరుపది,veinte
775,dreißig::NUM,ముప్పది,treinta
776,vierzig::NUM,నలువది,cuarenta
777,fünfzig::NUM,ఏబది,cincuenta
778,sechzig::NUM,అరుపది,sesenta
779,siebzig::NUM,డెబ్బది,setenta
780,achtzig::NUM,ఎనుబది,ochenta
781,neunzig::NUM,తొంబది,noventa
782,hundert::NUM,నూఱు,cien
783,hundert::NUM,నూఱు,ciento
784,tausend::NUM,వేయి,mil
785,und::CNJ,మఱియు,y
786,oder::CNJ,లేక,o
787,stehen::V,నిలుచు,estar de pie
788,sitzen::V,కూర్చుండు,estar sentado
789,liegen::V,పండుకొనుట,yacer
790,liegen::V,పండుకొనుట,estar acostado
791,hängen::V,వ్రేలాడదీయు,pender
792,werden::V,అగు,hacerse
793,passieren::V,సంభవించు,suceder
794,beginnen::V,ఆరంభించు,iniciarse
795,beginnen::V,ఆరంభించు,principiar
796,enden::V,తీరుట,acabar
797,enden::V,తీరుట,terminar
798,wechseln::V,మార్చు,variar
799,wechseln::V,మార్చు,alternar
800,aufgehen[Sonne]::V,ఉదయించు,salir
801,untergehen[Sonne]::V,అస్తమించు,ponerse
802,untergehen[Sonne]::V,అస్తమించు,descender
803,scheinen[Sonne]::V,ప్రకాశించు,brillar
804,donnern::V,ఉరుముట,tronar
805,wehen::V,దురద్పప్టము,soplar
806,strömen::V,పారుట,afluir
807,fließen::V,ప్రవహించు,fluir
808,fließen::V,ప్రవహించు,correr
809,sich drehen::V,తిరుగు,girar
810,schwanken::V,ఆడించుట,vacilar
811,schwingen::V,ఊగుట,oscilar
812,fallen::V,పడు,caer
813,brennen::V,కాలుట,arder
814,brennen::V,కాలుట,quemar
815,rauchen::V,పొగసుట,humear
816,rauchen::V,పొగసుట,echar humo
817,regnen::V,కురిపించుట,llover
818,gefrieren::V,గడ్డకట్టు,helarse
819,tauen::V,కరగు,deshelarse
820,schmelzen::V,కరగు,fundirse
821,schmelzen::V,కరగు,derretirse
822,trocknen::V,యెండుట,secarse
823,sieden::V,ఉడుకు,hervir
824,faulen::V,క్రుళ్లు,pudrirse
825,verfaulen::V,క్షిణించు,pudrirse
826,reißen::V,చించు,romperse
827,versinken::V,మునుగు,hundirse
828,vergehen::V,సంభవించు,pasar
829,erscheinen::V,కనబడు,aparecer
830,verschwinden::V,అదృశ్యమగు,desaparecer
831,sinken::V,ముణుగుట,bajar
832,abnehmen::V,తగ్గు,decrecer
833,abnehmen::V,తగ్గు,disminuir
834,zunehmen::V,పెరుగుట,crecer
835,zunehmen::V,పెరుగుట,aumentar
836,steigen::V,లేచు,subir
837,steigen::V,లేచు,ascender
838,wachsen::V,పెరుగు,crecer
839,glänzen::V,ప్రకాశించు,brillar
840,glänzen::V,ప్రకాశించు,resplandecer
841,funkeln::V,ప్రకాశించు,chispear
842,lärmen::V,అరుచుట,hacer ruido
843,läuten::V,మేళవించుట,sonar
844,läuten::V,మేళవించుట,repicar
845,klingeln::V,వాయించుట,tocar el timbre
846,klirren::V,ఘంటానాదము,tintinear
847,brausen::V,గర్జించు,zumbar
848,rauschen::V,చటచటమనుట,murmurar
849,klingen::V,ధ్వనించుట,sonar
850,bellen::V,అఱచు,ladrar
851,heulen::V,కూయు,ulular
852,blasen::V,దురద్పప్టము,soplar
853,pfeifen::V,ఈలవేయు,silbar
854,schreien::V,అఱచు,gritar
855,stöhnen::V,మూలుగు,gemir
856,zittern::V,వణకు,temblar
857,leben::V,జీవించుట,vivir
858,geboren werden::V,పుట్టుట,nacer
859,atmen::V,ఉపిరి తీయు,respirar
860,trinken::V,త్రాగు,beber
861,essen::V,తిను,comer
862,schlucken::V,మ్రింగు,tragar
863,müde werden::V,అలయు,cansarse
864,müde werden::V,అలయు,fatigarse
865,einschlafen::V,నిద్రించు,dormirse
866,schlafen::V,నిద్రురించు,dormir
867,aufwachen::V,మేలుకొను,despertarse
868,aufstehen::V,లేచు,levantarse
869,sich erholen::V,నడ్డి వాల్చు,reposar
870,sich erholen::V,నడ్డి వాల్చు,descansar
871,krank werden::V,జబ్బుపడు,caer enfermo
872,krank sein::V,జబ్బు చేయు,estar enfermo
873,schmerzen::V,నొచ్చుట,doler
874,husten::V,దగ్గుట,toser
875,genesen::V,కుదురుట,convalecer
876,genesen::V,కుదురుట,restablecerse
877,sterben::V,మరణించు,morir
878,umkommen::V,నశించు,perecer
879,sich bewegen::V,కదలు,moverse
880,sich rühren::V,కదలు,rebullir
881,sich erheben::V,లేచు,levantarse
882,sich setzen::V,కూర్చుణ్డు,sentarse
883,hinfallen::V,దొర్లు,caerse
884,laufen::V,నడచు,andar
885,schreiten::V,అడుగుపెట్టుట,proceder
886,spazierengehen::V,పచారు చేయు,pasear
887,spazierengehen::V,పచారు చేయు,pasearse
888,eilen::V,తొందరపడు,correr prisa
889,sich beeilen::V,త్వరపెట్టు,darse prisa
890,sausen::V,విసరికొట్టు,correr
891,rennen::V,పరుగెత్తు,correr
892,springen::V,దుముకు,saltar
893,klettern::V,ఎక్కు,trepar
894,klettern::V,ఎక్కు,escalar
895,schaukeln::V,ఉయ్యాల ఊగు ,bambolearse
896,kriechen::V,ప్రాకు,reptar
897,kriechen::V,ప్రాకు,arrastrarse
898,schwimmen::V,ఈదు,nadar
899,tauchen::V,మునుగు,bucear
900,tauchen::V,మునుగు,sumergirse
901,rudern::V,తెడ్లతోఁగడపు,remar
902,fahren::V,నడపు,ir
903,fliegen::V,ఎగురు,volar
904,gehen::V,పోవు,ir
905,gehen::V,పోవు,andar
906,weggehen::V,బయలుదేరు,irse
907,weggehen::V,బయలుదేరు,marcharse
908,abfahren::V,విడిచిపోవు,salir
909,abfahren::V,విడిచిపోవు,partir
910,anhalten::V,నిలుపు,parar
911,anhalten::V,నిలుపు,pararse
912,hineingehen::V,ప్రవేశించు,entrar
913,eintreten::V,ప్రవేశించు,entrar
914,kommen::V,వచ్చు,venir
915,ankommen::V,వచ్చి చేరు,llegar
916,zurückkommen::V,తిరిగీవచ్చుట,volver
917,zurückkommen::V,తిరిగీవచ్చుట,regresar
918,bleiben::V,ఉండు,quedarse
919,warten::V,కనిపెట్టు,esperar
920,erwarten::V,నిరిక్షించు,esperar
921,suchen::V,వెదకు,buscar
922,finden::V,కనుగొను,hallar
923,finden::V,కనుగొను,encontrar
924,versuchen::V,ప్రయత్నించు,intentar
925,vorbereiten::V,తయారుచేయు,preparar
926,lieben::V,ప్రేమించు,amar
927,lieben::V,ప్రేమించు,querer
928,mögen::V,ఇష్టపడు,querer
929,lachen::V,నవ్వు,reír
930,rühren::V,గుండె తాకు,conmover
931,weinen::V,వీడ్చు,llorar
932,schimpfen::V,గొణుగు,regañar
933,sich ärgern::V,అలుగు,enfadarse
934,sich fürchten::V,భయపడు,tener miedo
935,fürchten::V,భయపడు,temer
936,fürchten::V,భయపడు,tener miedo a
937,fliehen::V,పాఱిపోపు,huir
938,flüchten::V,తప్పించుకొను,escaparse
939,sehen::V,చూచు,ver
940,anschauen::V,చూచు,mirar
941,ansehen::V,కాచియుండు,mirar
942,hören::V,విను,oír
943,zuhören::V,విను,escuchar
944,probieren::V,చవిచూచుట,probar
945,probieren::V,చవిచూచుట,degustar
946,riechen::V,వాసనచూచు,oler
947,fühlen::V,స్పర్శించుట,sentir
948,scheinen::V,కనబడు,parecer
949,zu sehen sein::V,చూవు,poder verse
950,vernehmen::V,విను,oír
951,vernehmen::V,విను,percibir
952,frieren::V,చలికి వడకు,tener frío
953,tun::V,చేయు,hacer
954,können::V,గల,poder
955,wollen::V,కోరు,querer
956,anfangen::V,ఆరంభించు,iniciar
957,beenden::V,ముగించు,acabar
958,beenden::V,ముగించు,terminar
959,aufhören::V,నిలుపు,cesar
960,gelingen::V,గెలుపాందు,salir bien
961,geraten::V,వెలువడు,salir
962,geraten::V,వెలువడు,dar resultado
963,öffnen::V,తెఱచు,abrir
964,schließen::V,మూయు,cerrar
965,stellen::V,ఉంచు,poner
966,stellen::V,ఉంచు,colocar
967,setzen::V,ఉంచు,poner
968,setzen::V,ఉంచు,colocar
969,legen::V,పెట్టు,poner
970,berühren::V,తాకు,tocar
971,verbinden::V,చేర్చుట,unir
972,verbinden::V,చేర్చుట,juntar
973,bedecken::V,మూయు,tapar
974,bedecken::V,మూయు,cubrir
975,aufhängen::V,వ్రేలాడదీయు,colgar
976,anzünden::V,వెలిగించు,encender
977,aufheben::V,సేకరించు,recoger
978,zurücklassen::V,విడుచు,dejar
979,verlieren::V,పోగొట్టుకొను,perder
980,fallen lassen::V,జాఱవిడుచు,dejar caer
981,machen::V,చేయు,hacer
982,herstellen::V,ఉత్పత్తిచేయు,fabricar
983,bauen::V,నిర్మించు,construir
984,reparieren::V,సరిచేయు,reparar
985,verbessern::V,వృద్ధి చేయు,mejorar
986,ändern::V,మార్చు,mudar
987,ändern::V,మార్చు,modificar
988,graben::V,త్రవ్వు,cavar
989,beugen::V,వంచు,doblar
990,beugen::V,వంచు,inclinar
991,biegen::V,వంచు,doblar
992,drehen::V,నూలువడుకు,volver
993,drehen::V,నూలువడుకు,hacer girar
994,wenden::V,త్రిప్పు,volver
995,umdrehen::V,త్రిప్పు,revolver
996,heben::V,ఎత్తు,levantar
997,hochheben::V,ఎత్తు,alzar
998,ergreifen::V,వశపఱచుకొను,coger
999,halten::V,ఉంచు,tener
1000,drücken::V,అణచు,apretar
1001,schieben::V,నొక్కు,empujar
1002,kratzen::V,గోకు,rascar
1003,lecken::V,నాకు,lamer
1004,beißen::V,కఱచు,morder
1005,abreißen::V,తెగతెంచు,arrancar
1006,abschneiden::V,తెగకొట్టు,cortar
1007,binden::V,కట్టు,atar
1008,stecken::V,తగులుకొనివుండుట,meter
1009,brechen::V,పగులగొట్టు,romper
1010,brechen::V,పగులగొట్టు,quebrar
1011,klopfen::V,కొట్టు,golpear
1012,hauen::V,కొట్టు,pegar
1013,kleben::V,అంటుకొను,pegar
1014,kleben::V,అంటుకొను,encolar
1015,reiben::V,రాచు,frotar
1016,streichen::V,వ్యాపింపజేయు,untar
1017,streichen::V,వ్యాపింపజేయు,recubrir
1018,schleifen::V,రాచు,afilar
1019,schneiden::V,కోయు,cortar
1020,rütteln::V,కుదిలించుట,agitar
1021,schütteln::V,కదల్చు,agitar
1022,schütteln::V,కదల్చు,sacudir
1023,schwenken::V,ఊచుట,menear
1024,schütten::V,పోయు,verter
1025,füllen::V,నింపు,llenar
1026,einwickeln::V,చుట్టు,envolver
1027,tragen::V,మోయు,llevar
1028,schleppen::V,ఈడ్చు,arrastrar
1029,ziehen::V,ఈడ్చు,tirar
1030,aufbewahren::V,కాపాడు,conservar
1031,werfen::V,విసరు,echar
1032,werfen::V,విసరు,lanzar
1033,fangen::V,పట్టుకొను,coger
1034,packen::V,పట్టుకొను,agarrar
1035,verstecken::V,దాచు,esconder
1036,teilen::V,భాగించు,partir
1037,teilen::V,భాగించు,dividir
1038,schicken::V,పంపు,enviar
1039,bringen::V,తెచ్చు,traer
1040,hinzufügen::V,చేర్చు,añadir
1041,bekommen::V,సంపాదించు,obtener
1042,bekommen::V,సంపాదించు,conseguir
1043,erhalten::V,పుచ్చుకొను,recibir
1044,nehmen::V,తీసికొను,tomar
1045,wählen::V,ఇష్టపడు,elegir
1046,auswählen::V,ఏరుకొను,escoger
1047,auswählen::V,ఏరుకొను,seleccionar
1048,bewahren::V,భద్రపఱుచు,guardar
1049,bewahren::V,భద్రపఱుచు,preservar
1050,behindern::V,అడ్డగించుట,estorbar
1051,behindern::V,అడ్డగించుట,obstaculizar
1052,verderben::V,చెఱచు,estropear
1053,beschädigen::V,చెరుపుట,deteriorar
1054,zerbrechen::V,పగులగొట్టు,romper
1055,zerbrechen::V,పగులగొట్టు,quebrar
1056,zerreißen::V,చించు,desgarrar
1057,zerreißen::V,చించు,despedazar
1058,zerstören::V,వాశనము చేయు,destruir
1059,zerstören::V,వాశనము చేయు,destrozar
1060,verbrennen::V,కాల్చు,quemar
1061,geben::V,ఇచ్చు,dar
1062,reichen::V,అందుకొనుట,pasar
1063,schenken::V,అర్పించు,regalar
1064,versprechen::V,వాగ్దత్తము చేయు,prometer
1065,wünschen::V,కోరు,desear
1066,loben::V,స్తుతించు,alabar
1067,küssen::V,ముద్దుపెట్టుకొను,besar
1068,wiegen::V,ఊచుట,mecer
1069,zudecken::V,మూయు,tapar
1070,zudecken::V,మూయు,cubrir
1071,wecken::V,నిద్రపలేపుట,despertar
1072,zeigen::V,చూవు,mostrar
1073,führen::V,దారిచూపు,guiar
1074,führen::V,దారిచూపు,conducir
1075,lehren::V,బోధించు,enseñar
1076,lehren::V,బోధించు,instruir
1077,unterrichten::V,నేర్పు,enseñar
1078,aufziehen::V,పెంచు,criar
1079,leiten::V,తీసుకపోవుట,guiar
1080,leiten::V,తీసుకపోవుట,dirigir
1081,antreiben::V,ప్రేరేపించు,impeler
1082,antreiben::V,ప్రేరేపించు,impulsar
1083,lassen::V,అనుమతించు,hacer
1084,einladen::V,ఆహ్వానించు,invitar
1085,vereinigen::V,కూడుట,unir
1086,besuchen::V,పోయి చూచు,visitar
1087,besuchen::V,పోయి చూచు,ir a ver
1088,treffen::V,కలియు,encontrar
1089,sich versammeln::V,కూర్చు,reunirse
1090,sich versammeln::V,కూర్చు,congregarse
1091,spielen::V,ఆట లాడు,jugar
1092,singen::V,పాడు,cantar
1093,tanzen::V,నృత్యముచేయు,bailar
1094,sich trennen::V,ఎడబాయుట,separarse
1095,verlassen::V,విడుచు,dejar
1096,verlassen::V,విడుచు,abandonar
1097,retten::V,తప్పించుట,salvar
1098,bewachen::V,కాపాడు,vigilar
1099,schützen::V,రక్షించు,proteger
1100,verteidigen::V,రక్షించు,defender
1101,sich schlagen::V,జగడమాడు,batirse
1102,schießen::V,కాల్చు,tirar
1103,schießen::V,కాల్చు,disparar
1104,siegen::V,గెలుచు,vencer
1105,ärgern::V,పీడించుట,enojar
1106,ärgern::V,పీడించుట,enfadar
1107,schlagen::V,కొట్టు,pegar
1108,schlagen::V,కొట్టు,golpear
1109,treten::V,తన్ను,dar una patada a
1110,stechen::V,కుట్టు,pinchar
1111,stoßen::V,గెంటు,empujar
1112,stehlen::V,దొంగిలించు,robar
1113,stehlen::V,దొంగిలించు,hurtar
1114,stören::V,కలతపఱచు,molestar
1115,belästigen::V,పీడించు,molestar
1116,belästigen::V,పీడించు,importunar
1117,verbergen::V,దాచు,ocultar
1118,verbergen::V,దాచు,esconder
1119,täuschen::V,మోసము చేయు,engañar
1120,betrügen::V,మోసపుచ్చు,engañar
1121,töten::V,చంపు,matar
1122,wohnen::V,నివసించు,vivir
1123,wohnen::V,నివసించు,habitar
1124,arbeiten::V,పనిచేయు,trabajar
1125,sammeln::V,ప్రోగుచేయు,recoger
1126,sammeln::V,ప్రోగుచేయు,coleccionar
1127,pflücken::V,యేరుట,coger
1128,jagen::V,వేటాడు,cazar
1129,fischen::V,వెదకు,pescar
1130,fassen::V,పట్టుకొమ,atrapar
1131,fassen::V,పట్టుకొమ,capturar
1132,hüten::V,మందచేరుట,guardar
1133,treiben::V,నడపు,aballar
1134,anbinden::V,కట్టు,atar
1135,füttern::V,భోజనము పెట్టు,echar de comer
1136,melken::V,పాలు పితుకు,ordeñar
1137,hacken::V,నఱకు,picar
1138,hacken::V,నఱకు,cortar
1139,gießen::V,నీళ్ళుకట్టుట,regar
1140,reifen::V,పండుట,madurar
1141,zubereiten::V,వండు,preparar
1142,kochen::V,వండు,cocer
1143,kochen::V,వండు,guisar
1144,backen::V,రొట్టెకాల్చు,hornear
1145,backen::V,రొట్టెకాల్చు,cocer al horno
1146,braten::V,వేపు,asar
1147,braten::V,వేపు,freír
1148,umrühren::V,కదులుట,remover
1149,stricken::V,అల్లు,hacer punto
1150,stricken::V,అల్లు,hacer calceta
1151,nähen::V,కుట్టు,coser
1152,färben::V,రంగు వేయు,teñir
1153,färben::V,రంగు వేయు,colorear
1154,reinigen::V,శుభ్రము చేయు,limpiar
1155,waschen::V,కడుగు,lavar
1156,abwischen::V,తుడుచు,fregar
1157,abwischen::V,తుడుచు,limpiar
1158,spülen::V,నీటిలో జడించు,aclarar
1159,spülen::V,నీటిలో జడించు,enjuagar
1160,fegen::V,ఊడ్చు,barrer
1161,fegen::V,ఊడ్చు,pasar la escoba
1162,kehren::V,ఊడ్చు,barrer
1163,baden::V,స్నానము చేయు,bañarse
1164,sich waschen::V,కడుగు,lavarse
1165,ausziehen::V,విప్పు,quitar
1166,ausziehen::V,విప్పు,quitarse
1167,anziehen::V,ధరించు,ponerse
1168,sich anziehen::V,బట్టలు వేసుకొను,vestirse
1169,sich anziehen::V,తొడుగుకొను,vestirse
1170,kämmen::V,దువ్వుట,peinar
1171,schmücken::V,అలంకరించు,adornar
1172,sagen::V,చెప్పు,decir
1173,sprechen::V,చెప్పు,hablar
1174,reden::V,మాటలాడు,hablar
1175,reden::V,మాటలాడు,conversar
1176,sich unterhalten::V,ముచ్చటలాడు,charlar
1177,sich unterhalten::V,ముచ్చటలాడు,conversar
1178,fragen::V,ప్రశ్నించు,preguntar
1179,bitten::V,కోరు,rogar
1180,erzählen::V,చెప్పు,contar
1181,mitteilen::V,తెలియజేయు,comunicar
1182,mitteilen::V,తెలియజేయు,participar
1183,nennen::V,పేరు వెట్టు,llamar
1184,nennen::V,పేరు వెట్టు,nombrar
1185,rufen::V,పిలుచు,llamar
1186,prahlen::V,జల్లి,jactarse
1187,übersetzen::V,తర్జుమాచేయు,traducir
1188,denken::V,ఆలోచించు,pensar
1189,glauben::V,నమ్ము,creer
1190,bemerken::V,గుర్తించు,notar
1191,erkennen::V,గుర్తించు,reconocer
1192,begreifen::V,గ్రహించు,concebir
1193,verstehen::V,గ్రహించు,entender
1194,verstehen::V,గ్రహించు,comprender
1195,lernen::V,నేర్చు కొను,aprender
1196,wissen::V,తెలిసికొను,saber
1197,sich erinnern an::V,జ్ఞాపకముంచుకొను,recordar
1198,sich erinnern an::V,జ్ఞాపకముంచుకొను,acordarse de
1199,vergessen::V,మఱచిపోవు,olvidar
1200,messen::V,కొలుచుట,medir
1201,zählen::V,లెక్కపెట్టు,contar
1202,rechnen::V,లెక్కపెట్టు,contar
1203,rechnen::V,లెక్కపెట్టు,calcular
1204,lesen::V,చదువు,leer
1205,malen::V,పూనుట,pintar
1206,zeichnen::V,వ్రాసుట,dibujar
1207,schreiben::V,వ్రాయు,escribir
1208,besitzen::V,కలిగియుండు,poseer
1209,kaufen::V,కొను,comprar
1210,verkaufen::V,అమ్ము,vender
1211,bezahlen::V,చెల్లించు,pagar
1212,zahlen::V,చెల్లించు,pagar
1213,beherrschen::V,ఏలు,dominar
1214,ertragen::V,భరించు,soportar
