,Concept_ID,is,zh
847,sich erholen::V,hvíla sig,休养
848,krank werden::V,veikjast,生病
849,krank werden::V,verða veikur,生病
850,krank sein::V,vera veikur,生病
851,schmerzen::V,kenna til,疼痛
852,husten::V,hósta,咳
853,genesen::V,batna,痊愈
854,genesen::V,frískast,痊愈
855,sterben::V,deyja,死
856,umkommen::V,farast,丧命
857,sich bewegen::V,bifast,移动
858,sich rühren::V,hreyfast,动弹
859,sich erheben::V,standa upp,站起
860,sich setzen::V,setjast,坐
861,hinfallen::V,detta,跌倒
862,laufen::V,labba,步行
863,schreiten::V,ganga,迈步
864,spazierengehen::V,ganga sér til skemmtunar,散步
865,eilen::V,fara hratt,急忙
866,sich beeilen::V,flýta sér,赶快
867,sausen::V,þjóta,疾驰
868,rennen::V,hlaupa,奔跑
869,springen::V,stökkva,跳
870,klettern::V,klifra,攀缘
871,schaukeln::V,róla,荡秋千
872,schaukeln::V,rugga,荡秋千
873,kriechen::V,skríða,爬行
874,schwimmen::V,synda,游泳
875,tauchen::V,kafa,潜水
876,rudern::V,róa,划船
877,fahren::V,aka,行驶
878,fahren::V,fara,行驶
879,fliegen::V,fljúga,飞
880,gehen::V,fara,走
881,gehen::V,ganga,走
882,weggehen::V,fara burt,离去
883,weggehen::V,ganga burt,离去
884,abfahren::V,aka burt,出发
885,anhalten::V,stöðva,停住
886,hineingehen::V,ganga inn,进去
887,eintreten::V,koma inn,进入
888,eintreten::V,ganga inn,进入
889,kommen::V,koma,来
890,ankommen::V,koma til,到达
891,zurückkommen::V,koma til baka,回来
892,bleiben::V,haldast,停留
893,bleiben::V,vera kyrr,停留
894,warten::V,bíða,等
895,erwarten::V,búast við,等候
896,erwarten::V,eiga von á,等候
897,suchen::V,leita,找
898,finden::V,finna,找到
899,versuchen::V,reyna,尝试
900,vorbereiten::V,undirbúa,预备
901,lieben::V,elska,爱
902,mögen::V,þykja gott,喜欢
903,mögen::V,falla í geð,喜欢
904,lachen::V,hlæja,笑
905,rühren::V,snerta,
906,weinen::V,gráta,哭
907,schimpfen::V,skammast,骂
908,sich ärgern::V,sárna,生气
909,sich ärgern::V,gremjast,生气
910,sich fürchten::V,óttast,害怕
911,fürchten::V,óttast,害怕
912,fliehen::V,flýja,逃走
913,flüchten::V,strjúka,逃跑
914,sehen::V,sjá,看
915,anschauen::V,horfa á,注视
916,ansehen::V,líta á,注视
917,hören::V,heyra,听
918,zuhören::V,hlusta,倾听
919,probieren::V,smakka,尝
920,riechen::V,þefa,闻
921,fühlen::V,finna til,感到
922,scheinen::V,virðast,照耀
923,zu sehen sein::V,vera að sjá,可以看到
924,vernehmen::V,heyra,审讯
925,vernehmen::V,greina,审讯
926,frieren::V,frjósa,觉得冷
927,tun::V,gera,作
928,können::V,geta,能
929,wollen::V,ætla,要
930,wollen::V,vilja,要
931,anfangen::V,hefja,开始
932,beenden::V,enda,结束
933,beenden::V,ljúka,结束
934,aufhören::V,lykta,停止
935,gelingen::V,heppnast,成功
936,geraten::V,lukkast,陷于
937,öffnen::V,opna,打开
938,schließen::V,loka,关
939,stellen::V,láta,放
940,stellen::V,setja,放
941,setzen::V,láta,放
942,setzen::V,setja,放
943,legen::V,láta,摆
944,legen::V,leggja,摆
945,berühren::V,koma við,触
946,verbinden::V,sameina,联结
947,bedecken::V,hylja,覆盖
948,aufhängen::V,hengja,挂
949,aufhängen::V,hengja upp,挂
950,anzünden::V,kveikja í,点
951,aufheben::V,taka upp,拾起
952,aufheben::V,lyfta upp,拾起
953,zurücklassen::V,skilja eftir,遗留
954,verlieren::V,týna,丧失
955,verlieren::V,glata,丧失
956,fallen lassen::V,missa,让掉下
957,machen::V,búa til,做
958,herstellen::V,framleiða,生产
959,bauen::V,smíða,建造
960,bauen::V,byggja,建造
961,reparieren::V,gera við,修理
962,verbessern::V,bæta,改进
963,ändern::V,breyta,改变
964,graben::V,grafa,挖
965,beugen::V,beygja,弯下
966,biegen::V,sveigja,弯
967,drehen::V,snúa,转动
968,wenden::V,snúa,转动
969,wenden::V,venda,转动
970,umdrehen::V,venda,转动
971,umdrehen::V,snúa við,转动
972,heben::V,hefja,举起
973,hochheben::V,lyfta upp,抬高
974,ergreifen::V,grípa,抓住
975,halten::V,rúma,拿着
976,halten::V,halda,拿着
977,drücken::V,þjá,压
978,drücken::V,þrýsta,压
979,schieben::V,ýta,推
980,kratzen::V,klóra,搔
981,lecken::V,sleikja,舔
982,beißen::V,bíta,咬
983,abreißen::V,rífa af,撕下
984,abreißen::V,rífa frá,撕下
985,abschneiden::V,skera af,切断
986,abschneiden::V,klippa af,切断
987,binden::V,binda,捆
988,stecken::V,stinga,插
989,brechen::V,brjóta,断裂
990,klopfen::V,berja,敲
991,klopfen::V,klappa,敲
992,hauen::V,berja,揍
993,hauen::V,höggva,揍
994,kleben::V,líma,粘
995,reiben::V,núa,摩擦
996,streichen::V,smyrja,涂
997,schleifen::V,slípa,拖曳
998,schneiden::V,skera,切
999,schneiden::V,klippa,切
1000,rütteln::V,skaka,颠簸
1001,schütteln::V,hrista,摇动
1002,schwenken::V,sveifla,摇动
1003,schütten::V,hella,倒
1004,füllen::V,fylla,填满
1005,einwickeln::V,vefja inn í,包
1006,tragen::V,bera,提
1007,schleppen::V,draga,扛
1008,ziehen::V,toga,拉
1009,ziehen::V,draga,拉
1010,aufbewahren::V,geyma,保存
1011,werfen::V,kasta,扔
1012,fangen::V,grípa,捕捉
1013,packen::V,þrífa í,抓住
1014,verstecken::V,fela,藏
1015,teilen::V,deila,分
1016,schicken::V,senda,派遣
1017,bringen::V,færa,带来
1018,bringen::V,flytja,带来
1019,hinzufügen::V,bæta við,添加
1020,bekommen::V,hljóta,得到
1021,bekommen::V,ná,得到
1022,erhalten::V,fá,接到
1023,nehmen::V,taka,拿
1024,wählen::V,velja,挑选
1025,auswählen::V,velja úr,选择
1026,bewahren::V,gæta,保持
1027,bewahren::V,vernda,保持
1028,behindern::V,varna,防碍
1029,verderben::V,spilla,败坏
1030,beschädigen::V,skemma,损坏
1031,zerbrechen::V,brjóta,破碎
1032,zerreißen::V,rífa,撕碎
1033,zerreißen::V,rífa sundur,撕碎
1034,zerstören::V,rífa niður,毁坏
1035,verbrennen::V,brenna,燃烧
1036,geben::V,gefa,给
1037,reichen::V,rétta,递给
1038,schenken::V,gefa,赠送
1039,versprechen::V,lofa,许诺
1040,versprechen::V,heita,许诺
1041,wünschen::V,óska,祝
1042,loben::V,lofa,表扬
1043,loben::V,hrósa,表扬
1044,küssen::V,kyssa,亲
1045,wiegen::V,rugga,轻摇
1046,zudecken::V,þekja,盖上
1047,zudecken::V,breiða yfir,盖上
1048,wecken::V,vekja,唤起
1049,zeigen::V,sýna,指
1050,führen::V,leiða,带领
1051,lehren::V,kenna,教
1052,unterrichten::V,fræða,讲课
1053,aufziehen::V,ala upp,抚养
1054,leiten::V,stjórna,领导
1055,antreiben::V,hvetja,催促
1056,lassen::V,láta,让
1057,einladen::V,bjóða heim,邀请
1058,vereinigen::V,sameina,统一
1059,besuchen::V,heimsækja,参观
1060,treffen::V,hitta,会面
1061,sich versammeln::V,safnast saman,聚集
1062,spielen::V,leika sér,玩
1063,singen::V,syngja,唱歌
1064,tanzen::V,dansa,跳舞
1065,sich trennen::V,skiljast,分别
1066,verlassen::V,yfirgefa,离开
1067,retten::V,bjarga,救
1068,bewachen::V,gæta,守卫
1069,bewachen::V,hafa vörð á,守卫
1070,schützen::V,vernda,保护
1071,verteidigen::V,verja,保卫
1072,sich schlagen::V,slást,打架
1073,sich schlagen::V,berjast,打架
1074,schießen::V,skjóta,射击
1075,siegen::V,sigra,获胜
1076,ärgern::V,ergja,激怒
1077,ärgern::V,skaprauna,激怒
1078,schlagen::V,slá,打
1079,schlagen::V,lemja,打
1080,treten::V,sparka,踢
1081,stechen::V,stinga,刺
1082,stoßen::V,hrinda,撞
1083,stehlen::V,stela,盗窃
1084,stören::V,trufla,干扰
1085,belästigen::V,ónáða,打搅
1086,verbergen::V,leyna,隐藏
1087,täuschen::V,gabba,欺骗
1088,täuschen::V,blekkja,欺骗
1089,betrügen::V,svíkja,欺骗
1090,betrügen::V,blekkja,欺骗
1091,töten::V,drepa,杀
1092,wohnen::V,búa,居住
1093,arbeiten::V,vinna,工作
1094,sammeln::V,safna,收集
1095,pflücken::V,tína,采
1096,pflücken::V,reyta,采
1097,jagen::V,veiða,打猎
1098,fischen::V,fiska,捕鱼
1099,fassen::V,veiða,捉住
1100,hüten::V,gæta,守护
1101,hüten::V,vakta,守护
1102,treiben::V,reka,漂
1103,anbinden::V,binda við,拴
1104,anbinden::V,binda fast,拴
1105,füttern::V,fóðra,喂
1106,melken::V,mjólka,挤奶
1107,hacken::V,höggva,剁细
1108,gießen::V,hella,浇
1109,reifen::V,þroskast,成熟
1110,zubereiten::V,elda,
1111,zubereiten::V,tilbúa,
1112,kochen::V,sjóða,煮
1113,backen::V,baka,烤
1114,braten::V,steikja,煎
1115,umrühren::V,hræra í,搅拌
1116,stricken::V,prjóna,织
1117,nähen::V,sauma,缝
1118,färben::V,lita,染色
1119,reinigen::V,hreinsa,清洁
1120,waschen::V,þvo,洗
1121,abwischen::V,þerra,擦掉
1122,spülen::V,skola,清洗
1123,spülen::V,þvo upp,清洗
1124,fegen::V,sópa,扫
1125,fegen::V,hreinsa,扫
1126,kehren::V,sópa,打扫
1127,baden::V,baða sig,给...洗澡
1128,sich waschen::V,þvo sér,洗澡
1129,ausziehen::V,fara úr,脱
1130,anziehen::V,fara í,穿
1131,sich anziehen::V,klæðast,穿衣
1132,kämmen::V,greiða,梳
1133,schmücken::V,prýða,装饰
1134,schmücken::V,skreyta,装饰
1135,sagen::V,segja,说
1136,sprechen::V,tala,说
1137,reden::V,ræða,讲
1138,sich unterhalten::V,spjalla,聊天
1139,sich unterhalten::V,ræðast við,聊天
1140,fragen::V,spyrja,问
1141,bitten::V,biðja,请
1142,erzählen::V,segja frá,叙述
1143,mitteilen::V,tilkynna,通知
1144,nennen::V,nefna,叫做
1145,rufen::V,kalla,叫
1146,prahlen::V,gorta,吹牛
1147,übersetzen::V,þýða,翻译
1148,denken::V,hugsa,想
1149,glauben::V,trúa,以为
1150,bemerken::V,taka eftir,发觉
1151,erkennen::V,þekkja,识别
1152,begreifen::V,skilja,理解
1153,verstehen::V,skilja,明白
1154,lernen::V,læra,学
1155,wissen::V,vita,知道
1156,sich erinnern an::V,minnast,回忆
1157,vergessen::V,gleyma,忘记
1158,messen::V,mæla,测量
1159,zählen::V,telja,数
1160,rechnen::V,reikna,计算
1161,lesen::V,lesa,读
1162,malen::V,mála,画
1163,zeichnen::V,teikna,绘制
1164,schreiben::V,skrifa,写
1165,besitzen::V,hafa,占有
1166,kaufen::V,kaupa,买
1167,verkaufen::V,selja,卖
1168,bezahlen::V,borga,付钱
1169,zahlen::V,borga,支付
1170,beherrschen::V,hafa á valdi sínu,统治
1171,ertragen::V,þola,忍耐
