,Concept_ID,ta,ab
626,berühmt::A,புகழ்பெற்ற,адыр
627,fremd::A,அயல் நாட்டு,атəым
628,verschieden::A,வித்தியாசமான,Еиуа-еиҧшым
629,nah::A,பக்கத்தில் உள்ள,ааигəа
630,fern::A,தொலை தூரத்தில்,ахара
631,linker::A,மீந்திருக்கும்,арма
632,rechter::A,வலதுபக்கம்,арҕьа
633,anderer::A,மற்ற,даҽа
634,anderer::A,மற்ற,даҽакы
635,erster::A,முதனமையான,актәи
636,zweiter::A,இரண்டாவது,аҩбатəи
637,dritter::A,மூன்றாவது,ахҕатәи
638,letzter::A,கடைசி,аҵыхəтəантəи
639,allein::ADV,தனியாக,мацара
640,auf einmal::ADV,தடீரென்று,зныкала
641,auf einmal::ADV,தடீரென்று,зныкҟьара
642,zusammen::ADV,சேர்ந்து,аиц...
643,lange::ADV,அதிக நோம்,акыраамҭа
644,plötzlich::ADV,தடீரென்று,иаалырҟьаны
645,sofort::ADV,உடனடியாக,иаразнакҵәҟьа
646,später::ADV,பிறகு,уажəшьҭаншəа
647,jetzt::ADV,இப்பொழது,уажәы
648,heute::ADV,இன்று,иахьа
649,morgen::ADV,நாளைக்கு,уаҵәы
650,bald::ADV,சீக்கிரம்,иласны
651,dann::ADV,அப்பொழுது,нас
652,gestern::ADV,நேற்று,иацы
653,einst::ADV,ஒரே முறை,зны
654,damals::ADV,அப்பொழுது,усҟан
655,danach::ADV,பிற்பாடு,нас
656,vorher::ADV,முன்பாக,уаанӡа
657,zuerst::ADV,முதலில்,азнаказы
658,zuerst::ADV,முதலில்,аҧхьа
659,einmal::ADV,ஒரே முறை,зны
660,manchmal::ADV,சில நேரங்களில்,зны-зынла
661,oft::ADV,அடிக்கடி,лассы-лассы
662,immer::ADV,எப்பொழுதும்,енагь
663,immer::ADV,எப்பொழுதும்,еснагь
664,niemals::ADV,ஒருபோதும் இல்லை,ианакəызаалак
665,hier::ADV,இங்கே,ара
666,hier::ADV,இங்கே,абра
667,hier::ADV,இங்கே,араҟа
668,hierhin::ADV,இவ்விடத்திற்கு,ара
669,hierhin::ADV,இவ்விடத்திற்கு,араҟа
670,von hier::ADV,இனி,арантә
671,dort::ADV,அங்கே,уа
672,dorthin::ADV,அவ்விடத்திற்கு,уахь
673,dorthin::ADV,அவ்விடத்திற்கு,анахь
674,geradeaus::ADV,முன்னாலிருக்கும்,ишиашоу
675,vorwärts::ADV,முன்புறமாக,ҕхьаҟа
676,rückwärts::ADV,பின்னோக்கி,шьҭахьла
677,zurück::ADV,பின்பக்கம்,шьҭахьҟа
678,unten::ADV,கீழாக,лбаа
679,hinab::ADV,கீழ் நோக்கி,алада
680,oben::ADV,மேலே,хыхь
681,hinauf::ADV,மேலே,аҩада
682,überall::ADV,எல்லா இடத்திலும்,зегьынцьара
683,nicht::ADV,இல்லை,-м
684,ein wenig::ADV,கொஞ்சம்,ҕыҭк
685,kaum::ADV,அரிதாக,аарлаҳәа
686,kaum::ADV,அரிதாக,афергьҳәа
687,sehr::ADV,மிக்க,даара
688,so::ADV,மிகவும்,ас
689,so::ADV,மிகவும்,абас
690,noch::ADV,இப்பொழுதும்,макьана
691,nur::ADV,மட்டும்,заҵәык
692,schon::ADV,ஏற்கனவே,уажәшьҭа
693,schon::ADV,ஏற்கனவே,аиҳа ипоу
694,wieder::ADV,மறுபடியும்,ҿыц
695,wieder::ADV,மறுபடியும்,дырҩегь
696,wieder::ADV,மறுபடியும்,дырҩегьых
697,vergebens::ADV,வீண்,баша
698,vor::PRP,முன்,аҕхьа
699,hinter::PRP,பின்பக்கம்,нхыҵ
700,unter::PRP,கீழே,амҵа
701,unter::PRP,கீழே,амҵан
702,durch::PRP,ஊடே,
703,neben::PRP,அடுத்து,ааигуара
704,zwischen::PRP,இடையில்,абжьара
705,wegen::PRP,ஏனெனில்,-иззы
706,wegen::PRP,ஏனெனில்,-ҟнытә
707,dies::PRN,இது,ари
708,dies::PRN,இது,абри
709,das::PRN,அது,Абни
710,das::PRN,அது,убри
711,alles::PRN,ஒவ்வொன்றும்,зегьы
712,ich::PRN,நான்,са
713,ich::PRN,நான்,сара
714,du::PRN,நீ,бара
715,er::PRN,அவன்,иара
716,wir::PRN,நாம்,ҳара
717,wir::PRN,நாங்கள்,ҳара
718,ihr::PRN,நீங்கள்,шәара
719,sie::PRN,அவர்கள்,дара
720,was::FPRN,என்ன,
721,wer::FPRN,யார்,дарбан
722,wo::FADV,எங்கே,иабыкуу
723,wo::FADV,எங்கே,аба-
724,wo::FADV,எங்கே,ахь-
725,wohin::FADV,எதற்கு,иабыкуу
726,wohin::FADV,எதற்கு,аба-
727,wohin::FADV,எதற்கு,ахь-
728,wie::FADV,எப்படி,-шҕа
729,warum::FADV,ஏன்,избан
730,wieviel::FNUM,எவ்வளவு,заҟа
731,eins::NUM,ஒன்று,акы
732,eins::NUM,ஒன்று,аӡәы
733,zwei::NUM,இரண்டு,ҩба
734,drei::NUM,மூன்று,хҕа
735,vier::NUM,நான்கு,ҕшьба
736,fünf::NUM,ஐந்து,хəба
737,sechs::NUM,ஆறு,фба
738,sieben::NUM,ஏழு,Бжьба
739,acht::NUM,எட்டு,ааба
740,neun::NUM,ஒன்பது,жәба
741,zehn::NUM,பத்து,жәаба
742,elf::NUM,பதினொன்று,жәеизатәи
743,zwölf::NUM,பன்னிரண்டு,жәаҩа
744,zwanzig::NUM,இருபது,ҩажәа
745,dreißig::NUM,முப்பது,ҩажәижәабатәи
746,vierzig::NUM,நாற்பது,ҩынҩажәа
747,fünfzig::NUM,ஐமபது,ҩынҩажәеижәаба
748,sechzig::NUM,அறுபது,хынҩажәа
749,siebzig::NUM,எழுபது,хынҩажәижәаба
750,achtzig::NUM,எண்பது,ҕшьынҩажәа
751,neunzig::NUM,தொன்னூறு,ҕшьынҩажәижәаба
752,hundert::NUM,நூறு,шәкы
753,tausend::NUM,ஆயிரம்,зқьы
754,und::CNJ,மற்றும்,-и
755,oder::CNJ,அல்லது,ма
756,stehen::V,நில்,агылазаара
757,sitzen::V,உட்கார்,атəара
758,sitzen::V,உட்கார்,атəа(заа)ра
759,liegen::V,படு,аиара
760,hängen::V,தொங்கச் செய்,акнаҳара
761,werden::V,ஆகு,аҟалара
762,passieren::V,நிகழ்,аҟалара
763,beginnen::V,ஆரம்பி,алагара
764,enden::V,முடி,алгара
765,wechseln::V,மாற்று,аҽыҧсахра
766,aufgehen[Sonne]::V,உயர எழு,агылара
767,aufgehen[Sonne]::V,உயர எழு,ахашлара
768,aufgehen[Sonne]::V,உயர எழு,аҩаҵхахара
769,untergehen[Sonne]::V,பொறுத்து,аҭашəара
770,scheinen[Sonne]::V,பிரகாசி,акаҧхара
771,donnern::V,இடி,адыдра
772,wehen::V,வீசு,асра
773,strömen::V,பாயதல்,акаҭəара
774,fließen::V,நீரோட்டம் போக்கில் போ,ацара
775,sich drehen::V,சுழல்,ахагьежьра
776,schwanken::V,தள்ளாடு,аҵысра
777,schwingen::V,ஆடு,ахызазара
778,schwingen::V,ஆடு,акьаандара
779,fallen::V,விழு,акаҳара
780,brennen::V,எரி,абылра
781,rauchen::V,பகை பிடி,ахылҵра
782,regnen::V,மழை பெய்,аура
783,gefrieren::V,உறைந்துவிடு,аҵаара
784,tauen::V,உருகு,аӡҭра
785,schmelzen::V,உருகு,ақəӡыҭра
786,schmelzen::V,உருகு,аҭəара
787,trocknen::V,உலர்த்து,абара
788,sieden::V,கொதிக்க வை,ашра
789,faulen::V,அழுகச் செய்,абаара
790,verfaulen::V,அழுகச் செய்,абаара
791,verfaulen::V,அழுகச் செய்,аилашра
792,reißen::V,திடீரென அறு,аҧжəара
793,versinken::V,மூழ்கு,аӡааҟəрылара
794,vergehen::V,கடந்துசெல்,ацара
795,erscheinen::V,தோன்றச்,ацəырҵра
796,verschwinden::V,மறைந்து போ,аҵашəкəара
797,sinken::V,பதைவுறு,атəара
798,sinken::V,பதைவுறு,алаҟəра
799,abnehmen::V,குறை,ацӡаара
800,abnehmen::V,குறை,аиҵалара
801,zunehmen::V,உயர்த்து,аҽырҭбаара
802,zunehmen::V,உயர்த்து,аиҵыҵра
803,zunehmen::V,உயர்த்து,арацəахара
804,steigen::V,உயர எழு,азҳара
805,steigen::V,உயர எழு,ашьҭыҵра
806,steigen::V,உயர எழு,адухара
807,steigen::V,உயர எழு,ацлара
808,wachsen::V,வளர்,азҳара
809,glänzen::V,மிளிர்,ацыр-цырра
810,glänzen::V,மிளிர்,ацыҩ-цыҩра
811,glänzen::V,மிளிர்,аказказра
812,funkeln::V,பிரகாசி,ашап-шапра
813,funkeln::V,பிரகாசி,ацым-цымра
814,lärmen::V,கொம்பு,ашьҭыбжьгара
815,lärmen::V,கொம்பு,аҕьҕьаҳәа аилалара
816,läuten::V,மணியொலியிசை,аҵəҵəасра
817,klingeln::V,மணி அடி,аҵəҵəасра
818,klirren::V,கிலுங்கு,ахьархьарра
819,klirren::V,கிலுங்கு,архьархьарра
820,brausen::V,இரைதல்,аилаҽҽара
821,brausen::V,இரைதல்,еилашуера
822,rauschen::V,சலசலப்பு,
823,klingen::V,சிலம்புதல்,агара
824,klingen::V,சிலம்புதல்,ашьҭыбжь гара
825,bellen::V,குரை,ашра
826,heulen::V,ஊளையிடு,ауура
827,blasen::V,ஊது,аҭəҳəара
828,pfeifen::V,சீழ்க்கை எழப்பு,ашəшəра
829,schreien::V,கூச்சலிடு,аҳəҳəара
830,schreien::V,கூச்சலிடு,ахəаара
831,schreien::V,கூச்சலிடு,аҟаара
832,stöhnen::V,வேதனை,ақьра
833,zittern::V,நடுங்கு,аҵыс-ҵысра
834,leben::V,உயிருடனிரு,аҟазаара
835,geboren werden::V,பிற,Аира
836,atmen::V,சுவாசி,аҕсыҕ лагаҩагара
837,trinken::V,குடி,ажəра
838,essen::V,சாப்பிடு,акрыфара
839,schlucken::V,முழுங்கு,албаадара
840,müde werden::V,கையயர்தல்,ааҕсара
841,einschlafen::V,தூங்க,ацəара
842,schlafen::V,தூங்கு,ацəазаара
843,aufwachen::V,எழுப்பு,аҿыхара
844,aufstehen::V,எழுந்திரு,Агəылҵра
845,sich erholen::V,இளைப்பாறு,аҧсшьара
846,krank werden::V,விழுதல்,ачмазаҩхара
847,krank sein::V,நருக்கலாயிருக்க,аҳəарҧсарра
848,schmerzen::V,நோவுறு,ахьра
849,husten::V,இருமு,аимҳәара
850,genesen::V,குணம் அடை,абзиахара
851,genesen::V,குணம் அடை,аӷəӷəахара
852,sterben::V,மரணமடை,аҧсра
853,umkommen::V,நசி,аҭахара
854,sich bewegen::V,நகர்த்து,аиҭаҵра
855,sich rühren::V,அசை,ақəацара
856,sich erheben::V,எழுந்து நில்,аҩагылара
857,sich setzen::V,உட்கார்,атəара
858,hinfallen::V,விழு,акаҳара
859,laufen::V,நட,аныҟəара
860,schreiten::V,கவடுவைத்தல்,ашьаҿа еихгара
861,spazierengehen::V,உலவு,анеи-ааира
862,eilen::V,விரைந்து,аццакра
863,sich beeilen::V,அவசரப்படுத்து,аццакра
864,sausen::V,விரைந்து செல்,аҧырра
865,sausen::V,விரைந்து செல்,иҭрысны
866,sausen::V,விரைந்து செல்,ишьҭҟьаны ацара
867,rennen::V,ஓடு,аҩра
868,springen::V,குதி,аҧара
869,klettern::V,ஏறு,ақəлара
870,schaukeln::V,தள்ளாடு,аҟəараҟəанҽара
871,kriechen::V,மெதுவாக நடந்து செல்,аҳəазара
872,schwimmen::V,நீந்து,аӡсара
873,tauchen::V,மூழ்கி நீச்சலடி,ахəӡааҵəира
874,rudern::V,துடுப்புப் போடு,аҵшьра
875,fahren::V,ஓட்டு,акала
876,fliegen::V,பற,аҧырра
877,gehen::V,போ,аиҭаҵра
878,weggehen::V,விலகிச் செல்,ацара
879,abfahren::V,புறப்பட்டுச் செல்,адəықəлара
880,abfahren::V,புறப்பட்டுச் செல்,ацара
881,anhalten::V,நின்றுவிடு,ааныргылара
882,hineingehen::V,மறையச் செய்,аҭалара
883,eintreten::V,நுழை,аҩналара
884,kommen::V,வா,аара
885,kommen::V,வா,ааира
886,ankommen::V,வநது சேர்,ааира
887,ankommen::V,வநது சேர்,аара
888,ankommen::V,வநது சேர்,анеира
889,zurückkommen::V,திரும்பி வா,азыхынҳəра
890,bleiben::V,இரு,аанхара
891,bleiben::V,இரு,анхара
892,bleiben::V,இரு,аангылара
893,warten::V,தாமதி,азҧшзаара
894,erwarten::V,எதிர்நோக்கு,азҧшра
895,suchen::V,தேடு,ашьҭазаара
896,finden::V,கண்டுபிடி,аҧшаара
897,versuchen::V,முயற்சி செய்,аҽазкра
898,vorbereiten::V,ஆயத்தம் செய்,армазеира
899,lieben::V,அன்பு செலுத்து,абзиабара
900,mögen::V,விரும்பு,агəаҧхара
901,lachen::V,சிரி,аччара
902,rühren::V,இதயத்தைத் தொடு,арҵəуара
903,weinen::V,அழு,аҵəуара
904,schimpfen::V,சாபமிடு,ацəҳара
905,sich ärgern::V,கோப்பபடு,агəаара
906,sich fürchten::V,பயப்படு,аӡыӡара
907,fürchten::V,பயப்படுத்து,ацəшəара
908,fliehen::V,ஓடு,абналара
909,fliehen::V,ஓடு,ацəцара
910,flüchten::V,தப்பிவிடு,абналара
911,flüchten::V,தப்பிவிடு,ацəцара
912,sehen::V,பார்,абара
913,anschauen::V,கூர்ந்து கவனி,ахəаҧшра
914,ansehen::V,கவனி,ахəаҧшра
915,hören::V,கேள்,аҳара
916,zuhören::V,சுவைத்துப் பார்,азыӡырҩра
917,probieren::V,ருசி,аҧышəара
918,riechen::V,முகர்ந்து பார்,афыҩра
919,fühlen::V,தொட்டுணர்,анырра
920,fühlen::V,தொட்டுணர்,ацәакырра
921,scheinen::V,காணப்படு,шәа
922,scheinen::V,காணப்படு,аацәырҵа
923,zu sehen sein::V,தோன்றுதல்,
924,vernehmen::V,கேள்,аҳара
925,frieren::V,குதுகுதுகு,ашəра
926,frieren::V,குதுகுதுகு,аҵаара
927,tun::V,செய்,аҟаҵара
928,können::V,இயல்வது,алшара
929,wollen::V,விரும்பு,аҭахра
930,anfangen::V,தொடங்கு,алагара
931,beenden::V,முடி,алгара
932,aufhören::V,நிறுத்து,аҟəыҵра
933,gelingen::V,வெற்றி,аура
934,gelingen::V,வெற்றி,аманшəалахара
935,gelingen::V,வெற்றி,алҵра
936,geraten::V,ஏற்படுத்து,нзаарын
937,öffnen::V,திற,аартра
938,schließen::V,மூடு,аркра
939,stellen::V,வை,аргылара
940,setzen::V,வை,артəара
941,legen::V,பரப்பி வை,ақəҵара
942,berühren::V,பதி,акьысра
943,berühren::V,பதி,алакьысра
944,verbinden::V,சேர்,аҿаҳəара
945,bedecken::V,உறைபோடு,ақəршəра
946,aufhängen::V,தொங்கவிடு,акнаҳара
947,anzünden::V,எரியூட்டு,аркра
948,aufheben::V,பொறுக்கி எடு,ашьҭыхра
949,zurücklassen::V,விட்டுச் செல்,аныжьра
950,verlieren::V,இழ,ацəыӡра
951,fallen lassen::V,அளவில் குறைவு,ацəкаҳара
952,machen::V,தயார்செய்,ачаҧара
953,herstellen::V,உற்பத்தி செய்,аиҵдара
954,bauen::V,கட்டு,аргылара
955,reparieren::V,பழுது பார்,арҽеира
956,verbessern::V,மேம்படுத்து,аиҕьтəра
957,ändern::V,மாற்றி அமை,аҧсахра
958,graben::V,குழி வெட்டு,ажра
959,beugen::V,வனை,арҟəра
960,beugen::V,வனை,архəара
961,biegen::V,வனை,арҟəра
962,biegen::V,வனை,архəара
963,drehen::V,சுழல்,аргьежьра
964,wenden::V,குடைகவிழு,
965,umdrehen::V,சுற்றும் முற்றும் பார்,аарҳәра
966,heben::V,தூக்கு,аҩахара
967,heben::V,தூக்கு,араҳара
968,hochheben::V,தூக்கு,ахагалара
969,hochheben::V,தூக்கு,ашьҭҳəара
970,ergreifen::V,பறி,
971,halten::V,பிடித்துக் கொள்,акра
972,drücken::V,அழுத்து,ақəрӷəӷəара
973,schieben::V,தள்ளு,аҵгəара
974,schieben::V,தள்ளு,агəара
975,kratzen::V,கீறு,ацəҟьара
976,lecken::V,நக்கு,арбзара
977,beißen::V,கடி,ацҳара
978,abreißen::V,கிழி,амжəара
979,abschneiden::V,வெட்டி எடு,ахҵəара
980,abschneiden::V,வெட்டி எடு,аҿахҵəара
981,binden::V,கட்டு,аҿаҳəара
982,stecken::V,பதிய வை,алаҵара
983,brechen::V,உடை,аҧҵəара
984,klopfen::V,தட்டு,асра
985,hauen::V,அடி,ақəкшара
986,kleben::V,ஒட்டு,аҷабра
987,reiben::V,தேய்,арҟəыҷра
988,streichen::V,பரவச்செய்,ахьшьра
989,schleifen::V,அரை,ахра
990,schneiden::V,துண்டாக்கு,аҧҟара
991,rütteln::V,மெல்ல தள்ளு,арҵысра
992,schütteln::V,குலுக்கு,аршəшəара
993,schwenken::V,ஊஞ்சலாடு,аҟьара
994,schütten::V,ஊற்று,аҭаҭəара
995,füllen::V,நிரப்பு,арҭəра
996,einwickeln::V,சுற்று,алаҳəара
997,tragen::V,எடுத்துச் செல்,аҩагара
998,schleppen::V,இழுத்துச் செல்,арҳəазара
999,ziehen::V,இழு,ахара
1000,aufbewahren::V,வைத்துக் கொள்,аҵəахра
1001,werfen::V,வீசி எறி,аршəра
1002,fangen::V,பிடி,акра
1003,packen::V,பிடித்துக்கொள்,анкра
1004,packen::V,பிடித்துக்கொள்,аҵкаара
1005,verstecken::V,மறை,аҵəахра
1006,teilen::V,பாகங்களாகப் பிரி,ашара
1007,schicken::V,அனுப்பு,ашьҭра
1008,bringen::V,கொண்டு வா,аагара
1009,hinzufügen::V,சேர்,ацҵара
1010,bekommen::V,பெறு,аҧшаара
1011,bekommen::V,பெறு,архиара
1012,bekommen::V,பெறு,аура
1013,erhalten::V,பெறு,аиура
1014,nehmen::V,எடு,агара
1015,wählen::V,தேர்ந்தெடு,алҧшаара
1016,auswählen::V,தேர்ல்தெடு,алхра
1017,bewahren::V,கெடாது பேணு,
1018,behindern::V,தடங்கல் செய்,аҧырхагахара
1019,verderben::V,நாசமாக்கு,алгара
1020,verderben::V,நாசமாக்கு,абжьыхра
1021,verderben::V,நாசமாக்கு,аҧхасҭатəра
1022,beschädigen::V,சேதப்படுத்து,аҧхасҭатəра
1023,zerbrechen::V,உடை,аҧҽра
1024,zerreißen::V,கிழி,аҧжəара
1025,zerstören::V,அழி,аилаҧыххаара
1026,verbrennen::V,எரியூட்டு,абылра
1027,geben::V,கொடு,аҭара
1028,reichen::V,வழங்கு,аҭара
1029,schenken::V,மொயத்தல்,аҩгара
1030,versprechen::V,உறுதியளி,ақəргəыӷра
1031,wünschen::V,ஆசைப்படு,
1032,loben::V,புகழ்ச்சி கூறு,арҽхəара
1033,küssen::V,முத்தமிடு,агəӡра
1034,wiegen::V,ஆட்டுத்தல்,
1035,zudecken::V,உறைபோடு,аҵахҩара
1036,zudecken::V,உறைபோடு,ақəршəра
1037,wecken::V,எழுப்பு,арҿыхара
1038,zeigen::V,காட்டு,арбара
1039,führen::V,வழிகாட்டி,аныҟəгара
1040,lehren::V,சொல்லிக் கொடு,арҵара
1041,unterrichten::V,அறிவுரை கூறு,арҧхьара
1042,aufziehen::V,வளர்,ааӡара
1043,leiten::V,அழைத்துச் செல்,ахагылазаара
1044,antreiben::V,தூண்டு,арццакра
1045,lassen::V,விடு,арҟаҵара
1046,einladen::V,அழை,ааҕхьара
1047,einladen::V,அழை,анаҧхьара
1048,vereinigen::V,ஒன்றாகச் சேர்,аилаҵара
1049,besuchen::V,வருகை புரி,абара
1050,treffen::V,சந்தி,аҧылара
1051,sich versammeln::V,தொகுப்பு,аизара
1052,spielen::V,விளையாடு,ахəмарра
1053,singen::V,பாடு,ашəаҳəара
1054,tanzen::V,நடனமாடு,акəашара
1055,sich trennen::V,தனிப்படடுத்து,аилыҵра
1056,verlassen::V,கைவிடு,акажьра
1057,retten::V,காப்பாற்று,Аиқəрхара
1058,bewachen::V,காவல் செய்,ахьчара
1059,schützen::V,பாதுகாப்பு செய்,ацəыхьчара
1060,verteidigen::V,எதிர்த்து நில்,ахьчара
1061,sich schlagen::V,பூசலிடு,аисра
1062,schießen::V,சுட்டுக் கொல்,ахысра
1063,siegen::V,வெற்றி பெறு,аиааира
1064,ärgern::V,எரிச்சலூட்டு,аргəаара
1065,schlagen::V,அடி,асра
1066,schlagen::V,அடி,аҭасра
1067,treten::V,உதை,
1068,stechen::V,கொட்டு,алакшара
1069,stoßen::V,நெருக்கு,агəҭасра
1070,stehlen::V,திருடு,аӡара
1071,stören::V,தொல்லைகொடு,аҧырхагахара
1072,belästigen::V,தொல்லை கொடு,аргəамҵра
1073,verbergen::V,மறை,аӡара
1074,täuschen::V,ஏமாற்று,ажьара
1075,betrügen::V,ஏமாற்று,ажьара
1076,töten::V,கொல்,ашьра
1077,wohnen::V,தங்கியிரு,анхара
1078,arbeiten::V,வேலை செய்,аусура
1079,sammeln::V,ஒன்றுசேர்,аҟəшəара
1080,pflücken::V,கொய்து எடு,аҿыршəара
1081,pflücken::V,கொய்து எடு,аҿыхра
1082,jagen::V,வேட்டையாடு,ашəарыцара
1083,fischen::V,மீன் பிடி,аҧсыӡ икуеит
1084,fassen::V,பிடி,акра
1085,hüten::V,காவல் செய்,арҳəра
1086,hüten::V,காவல் செய்,ахьчара
1087,treiben::V,ஓட்டு,акацара
1088,anbinden::V,கட்டு,адҳəалара
1089,füttern::V,உணவளி,акырҿаҵара
1090,melken::V,பால் கற,ахьара
1091,hacken::V,வெட்டி எடு,аҟəаҟəара
1092,gießen::V,நீர்ப் பாய்ச்சு,аҵаҭəара
1093,reifen::V,பழு,ашəра
1094,reifen::V,பழு,аҟалара
1095,zubereiten::V,சமையல் செய்,ацура
1096,kochen::V,வேகவை,ажəра
1097,backen::V,வெப்பத்தில் வாட்டு,аӡра
1098,braten::V,பொரியச் செய்,аӡра
1099,umrühren::V,கலக்கு,аилрыхра
1100,stricken::V,பின்னியிழை,аҧара
1101,nähen::V,தையல் வேலை செய்,аӡахра
1102,färben::V,வண்ணம் பெறச் செய்,ашəра
1103,reinigen::V,சுத்தம் செய்,арыцқьара
1104,waschen::V,கழுவு,аӡәӡәара
1105,abwischen::V,துடை,арбара
1106,spülen::V,அலசு,аҭыршара
1107,fegen::V,பெறுக்கு,аҧссара
1108,kehren::V,பெறுக்கு,
1109,baden::V,குளி,аҽыкəабара
1110,sich waschen::V,கழுவு,аҽыӡəӡəара
1111,ausziehen::V,கழற்று,ашəыхра
1112,anziehen::V,புனைதல்,ашəҵара
1113,sich anziehen::V,உடுத்துதல்,аҽеилаҳəара
1114,kämmen::V,தலை வாரிக் கொள்,аҳəара
1115,schmücken::V,அழகுபடுத்து,арҧшӡара
1116,sagen::V,சொல்,аҳəара
1117,sprechen::V,பேசு,ацəажəара
1118,reden::V,பெசு,ацəажəара
1119,reden::V,பெசு,аицәажәара
1120,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,аицәажәара
1121,fragen::V,கேள்,азҵаара
1122,bitten::V,வேண்டு,аҳəара
1123,erzählen::V,சொல்,аҳəара
1124,mitteilen::V,சொல்,азыцҳара
1125,nennen::V,பெயரிடுதல்,ахьӡҵара
1126,rufen::V,கூச்சலிடு,азҿыҭра
1127,prahlen::V,தற்பெருமை பேசு,аҽхəара
1128,übersetzen::V,மொழிபெயர்ப்பு செய்,аиҭагара
1129,denken::V,யோசி,азхəыцра
1130,glauben::V,நம்பு,ахаҵара
1131,bemerken::V,கவனி,агəаҭара
1132,erkennen::V,அடையாளம் கண்டுகொள்,адырра
1133,begreifen::V,பற்றிக்கொள்,аилкаара
1134,verstehen::V,புரிந்து கொள்,аҳара
1135,lernen::V,கற்றுக்கொள்,аҵара
1136,wissen::V,தெரிந்திரு,адырра
1137,sich erinnern an::V,நினைவு கூர்,агəаларшəара
1138,vergessen::V,மற,ахашҭра
1139,messen::V,அளவிடு,ашəара
1140,zählen::V,எண்ணு,аҧхьаӡара
1141,rechnen::V,கணக்கிடு,аҳасабра
1142,lesen::V,படி,аҧхьара
1143,malen::V,வண்ணச்சித்திரம்,
1144,zeichnen::V,வரை,
1145,schreiben::V,எழுது,
1146,besitzen::V,உடைமையாகக் கொண்டிரு,амазаара
1147,kaufen::V,வாங்கு,Аахəара
1148,verkaufen::V,விற்பனை செய்,аҭира
1149,bezahlen::V,இறுத்தல்,ахҭынҵара
1150,bezahlen::V,இறுத்தல்,ашəара
1151,zahlen::V,பணம் செலுத்து,ашəара
1152,beherrschen::V,ஆட்சிசெய்,
1153,ertragen::V,தாங்கு,ачҳара
