,Concept_ID,uz,fi
102,Sumpf::N,botqoq,suo
103,Moor::N,qir-adir,räme
104,Wiese::N,o'tzor,niitty
105,Wald::N,o'rmon,metsä
106,Hügel::N,tepa,mäki
107,Hügel::N,tepa,kumpu
108,Hügel::N,tepa,kukkula
109,Anhöhe::N,adir,mäki
110,Anhöhe::N,adir,kumpare
111,Berg::N,tog',mäki
112,Berg::N,tog',vuori
113,Gipfel::N,cho'qqi,laki
114,Gipfel::N,cho'qqi,huippu
115,Höhle::N,kavak,luola
116,Abhang::N,to'sh,rinne
117,Quelle::N,buloq,lähde
118,Bach::N,o'zan,puro
119,Fluss::N,daryo,joki
120,Ufer::N,sohil,ranta
121,Küste::N,qirg'oq,rannikko
122,Festland::N,materik,manner
123,Meer::N,dengiz,meri
124,Bucht::N,qo'ltiq,lahti
125,Insel::N,orol,saari
126,Blume::N,gul,kukka
127,Gras::N,sabza,ruoho
128,Wurzel::N,tub,juuri
129,Wurzel::N,tomir,juuri
130,Baum::N,daraxt,puu
131,Stamm::N,o'simta,runko
132,Rinde::N,qobiq,kuori
133,Rinde::N,qobiq,parkki
134,Ast::N,shox,oksa
135,Zweig::N,butoq,haara
136,Blatt::N,barg,lehti
137,Birke::N,qayin,koivu
138,Kiefer[Baum]::N,qarag'ay,mänty
139,Kiefer[Baum]::N,qarag'ay,petäjä
140,Weide[Baum]::N,shum,paju
141,Tanne::N,archa,kuusi
142,Horn::N,mugiz,sarvi
143,Feder::N,par,sulka
144,Feder::N,par,höyhen
145,Fell::N,mo'yna,talja
146,Flügel::N,qanot,siipi
147,Klaue::N,tirnoq,kynsi
148,Kralle::N,tirnoq,kynsi
149,Schwanz::N,quyruq,häntä
150,Schwanz::N,quyruq,pyrstö
151,Ei::N,tuxum,muna
152,Nest::N,oshyon,pesä
153,Bau::N,o'pqon,pesä
154,Tier::N,hayvon,eläin
155,Herde::N,gala,lauma
156,Kuh::N,inak,lehmä
157,Bulle::N,ho'kiz,sonni
158,Pferd::N,ot,hevonen
159,Schaf::N,qo'y,lammas
160,Schwein::N,cho'chqa,sika
161,Hund::N,it,koira
162,Katze::N,mushuk,kissa
163,Bär::N,ayiq,karhu
164,Eichhörnchen::N,tiyin,orava
165,Elch::N,los,hirvi
166,Fuchs::N,tulki,kettu
167,Hase::N,kuyon,jänis
168,Maus::N,sichqon,hiiri
169,Wolf::N,bo'ri,susi
170,Vogel::N,qush,lintu
171,Schwarm::N,to'da,parvi
172,Huhn::N,tovuq,kana
173,Hahn::N,xo'roz,kukko
174,Gans::N,g'oz,hanhi
175,Adler::N,burgut,kotka
176,Ente::N,o'rdak,ankka
177,Eule::N,boyo'g'li,pöllö
178,Kranich::N,turna,kurki
179,Krähe::N,qarg'a,varis
180,Kuckuck::N,kakku,käki
181,Schwan::N,oqkush,joutsen
182,Fisch::N,baliq,kala
183,Barsch::N,olabug'a,ahven
184,Hecht::N,cho'rtan,hauki
185,Schlange[Tier]::N,ilon,käärme
186,Wurm::N,qurt,mato
187,Spinne::N,o'rgimchak,hämähäkki
188,Ameise::N,chumoli,muurahainen
189,Laus::N,bit,täi
190,Mücke::N,chivin,sääski
191,Mücke::N,chivin,hyttynen
192,Fliege::N,pashsha,kärpänen
193,Schmetterling::N,kapalak,perhonen
194,Beere::N,meva,marja
195,Apfel::N,olma,omena
196,Pilz::N,qo'ziqorin,sieni
197,Zwiebel::N,piyoz,sipuli
198,Saat::N,äkin,siemenet
199,Korn::N,zarra,jyvä
200,Korn::N,zarra,vilja
201,Heu::N,xashak,heinä
202,Schale::N,po'choq,kuori
203,Grube::N,co'ra,kuoppa
204,Falle::N,qopqon,loukku
205,Schlinge::N,sirtmoq,ansa
206,Spur::N,iz,jälki
207,Asche::N,kul,tuhka
208,Dreck::N,kir,lika
209,Eisen::N,temir,rauta
210,Gold::N,tilla,kulta
211,Silber::N,kumush,hopea
212,Kohle::N,ko'mir,hiili
213,Glas::N,oyna,lasi
214,Lehm::N,loy,savi
215,Sand::N,qum,hiekka
216,Mensch::N,odam,ihminen
217,Mann::N,ärkak,mies
218,Frau::N,ayol,nainen
219,Kind::N,bola,lapsi
220,Kind::N,kichkintoy,lapsi
221,Junge::N,bola,poika
222,Mädchen::N,qiz,tyttö
223,Familie::N,oila,perhe
224,Großvater::N,buva,isoisä
225,Großvater::N,katta ota,isoisä
226,Großmutter::N,buvi,isoäiti
227,Großmutter::N,katta oyi,isoäiti
228,Eltern::N,ota-ona,vanhemmat
229,Vater::N,ota,isä
230,Mutter::N,ona,äiti
231,Sohn::N,o'g'il,poika
232,Tochter::N,qiz,tytär
233,Bruder::N,og'a,veli
234,Bruder::N,uka,veli
235,Schwester::N,opa,sisko
236,Schwester::N,singil,sisko
237,Onkel::N,amaki,eno
238,Onkel::N,amaki,setä
239,Tante::N,amma,täti
240,Tante::N,xola,täti
241,Ehemann::N,är,mies
242,Ehemann::N,är,aviomies
243,Ehefrau::N,rafiqa,vaimo
244,Ehefrau::N,rafiqa,aviovaimo
245,Freude::N,ayish,ilo
246,Freude::N,ayish,riemu
247,Gelächter::N,kulgi,nauru
248,Glück::N,saodat,onni
249,Kummer::N,g'am,suru
250,Kummer::N,g'am,murhe
251,Wunsch::N,orzu,toive
252,Wunsch::N,orzu,toivomus
253,Lust::N,rag'bat,himo
254,Geist::N,ruh,henki
255,Gedanke::N,fikr,aate
256,Gedanke::N,fikr,ajatus
257,Gedächtnis::N,äs,muisti
258,Verstand::N,aql,äly
259,Verstand::N,aql,järki
260,Verstand::N,aql,ymmärrys
261,Sinn::N,ma'ni,merkitys
262,Grund::N,sabab,syy
263,Grund::N,sabab,peruste
264,Wahrheit::N,haq,tosi
265,Wahrheit::N,haq,totuus
266,Gespräch::N,gap,puhelu
267,Gespräch::N,gap,keskustelu
268,Märchen::N,ärtak,satu
269,Erzählung::N,rivoyat,tarina
270,Erzählung::N,rivoyat,kertomus
271,Nachricht::N,xabar,tieto
272,Nachricht::N,xabar,ilmoitus
273,Neuigkeit::N,yangilik,uutinen
274,Name::N,ot,nimi
275,Rätsel::N,topishmoq,arvoitus
276,Rede::N,nutq,puhe
277,Sprache::N,til,kieli
278,Stimme::N,ovoz,ääni
279,Wort::N,so'z,sana
280,Zeichen::N,alomat,merkki
281,Ruf::N,chaqiriq,kutsu
282,Lärm::N,taraq,melu
283,Lärm::N,taraq,hälinä
284,Laut::N,tovush,ääni
285,Ton::N,un,sävel
286,Lied::N,ashula,laulu
287,Ruhe::N,tinchlik,lepo
288,Ruhe::N,tinchlik,rauha
289,Leute::N,xaloyiq,väki
290,Leute::N,xaloyiq,ihmiset
291,Volk::N,xalq,kansa
292,Arbeit::N,ish,työ
293,Gast::N,mehmon,vieras
294,Geschenk::N,hadya,lahja
295,Spiel::N,o'yin,peli
296,Spiel::N,o'yin,leikki
297,Gesellschaft::N,jamiyat,seura
298,Hilfe::N,yordam,apu
299,Freund::N,do'st,ystävä
300,Kamerad::N,yo'ldosh,toveri
301,Angelegenheit::N,daxl,asia
302,Anzahl::N,son,lukumäärä
303,Art::N,tur,laji
304,Stück::N,parcha,pala
305,Stück::N,parcha,kappale
306,Teil::N,bo'lak,osa
307,Hälfte::N,yarim,puoli
308,Kreis::N,aylana,ympyrä
309,Kreuz::N,xoch,risti
310,Linie::N,liniya,viiva
311,Strich::N,chiziq,piirto
312,Abstand::N,oralik,väli
313,Abstand::N,oralik,väljyys
314,Entfernung::N,uzoqlik,etäisyys
315,Gegend::N,yer,seutu
316,Platz::N,oralig,tila
317,Ort::N,joy,kohta
318,Ort::N,joy,paikka
319,Seite::N,yon,sivu
320,Seite::N,yon,kylki
321,Mitte::N,o'rta,keskus
322,Mitte::N,o'rta,puoliväli
323,Gegenstand::N,ashyo,kalu
324,Gegenstand::N,ashyo,esine
325,Sache::N,buyum,asia
326,Rand::N,chek,ääri
327,Rand::N,chek,syrjä
328,Kante::N,tig',särmä
329,Ecke::N,burchak,nurkka
330,Spitze::N,uch,terä
331,Spitze::N,uch,kärki
332,Ende::N,oxir,pää
333,Ende::N,oxir,perä
334,Loch::N,teshik,kolo
335,Loch::N,teshik,reikä
336,Winkel::N,go'sha,kulma
337,Muster::N,nusha,kuvio
338,Größe::N,kattalik,koko
339,Größe::N,kattalik,suuruus
340,Länge::N,uzunlik,pituus
341,Höhe::N,yuksaklik,korkeus
342,Gewicht::N,solmoq,paino
343,Menge::N,miqdor,määrä
344,Haufen::N,uyum,kasa
345,Reihe::N,saf,rivi
346,Boot::N,qayiq,vene
347,Ruder::N,äshkak,airo
348,Schlitten::N,chana,reki
349,Schlitten::N,chana,kelkka
350,Ski::N,chang'i,suksi
351,Lagerfeuer::N,gulxan,nuotio
352,Last::N,yuk,kuorma
353,Gang::N,yurish,kulku
354,Gang::N,yurish,käynti
355,Schritt::N,qadam,askel
356,Norden::N,shimol,pohjoinen
357,Süden::N,janub,etelä
358,Westen::N,g'arb,länsi
359,Osten::N,sharq,itä
360,Holz::N,yog'och,puu
361,Brett::N,taxta,lauta
362,Platte::N,tabaqa,levy
363,Stütze::N,tayanchi,noja
364,Stange::N,qo'noq,tanko
365,Stock::N,tayoq,keppi
366,Stab::N,gavron,sauva
367,Stab::N,gavron,seiväs
368,Rohr::N,tarnov,putki
369,Haus::N,uy,talo
370,Heim::N,makon,koti
371,Ofen::N,pechka,uuni
372,Fußboden::N,pol,lattia
373,Tisch::N,mosa,pöytä
374,Stuhl::N,o'rindiq,tuoli
375,Wiege::N,beshik,kehto
376,Bett::N,yotoq,sänky
377,Regal::N,tokcha,hylly
378,Kiste::N,sandiq,arkku
379,Kiste::N,sandiq,kirstu
380,Kiste::N,sandiq,laatikko
381,Fenster::N,deraza,ikkuna
382,Tür::N,äshik,ovi
383,Tor::N,darvoza,portti
384,Zaun::N,panjara,aita
385,Dach::N,tom,katto
386,Leiter::N,narvon,tikkaat
387,Leiter::N,narvon,tikapuut
388,Besen::N,supurgi,luuta
389,Spaten::N,bel,lapio
390,Schaufel::N,kurak,lapio
391,Gabel::N,bilka,haarukka
392,Löffel::N,qoshiq,lusikka
393,Messer::N,pichoq,veitsi
394,Nagel::N,mix,naula
395,Netz::N,to'r,verkko
396,Haken::N,ilgak,haka
397,Haken::N,ilgak,koukku
398,Griff::N,sop,ripa
399,Griff::N,sop,kahva
400,Griff::N,tutqich,ripa
401,Griff::N,tutqich,kahva
402,Schloss::N,qulf,lukko
403,Bild::N,rasm,kuva
404,Figur::N,shakl,kuvio
405,Puppe::N,ko'g'irchoq,nukke
406,Beutel::N,to'rva,pussi
407,Bündel::N,bog'lam,nippu
408,Bündel::N,bog'lam,kimppu
409,Tasche::N,kissa,laukku
410,Eimer::N,chelak,sanko
411,Eimer::N,chelak,ämpäri
412,Deckel::N,qopqoq,kansi
413,Geschirr::N,idish,astia
414,Sack::N,qop,säkki
415,Tasse::N,piyola,kuppi
416,Topf::N,tuvak,pata
417,Kessel::N,qozon,kattila
418,Essen::N,tomoq,syönti
419,Nahrung::N,emak,ruoka
420,Nahrung::N,emak,ravinto
421,Speise::N,taom,ruoka
422,Fleisch::N,go'sht,liha
423,Getreide::N,g'alla,vilja
424,Brei::N,bo'tqa,puuro
425,Brot::N,non,leipä
426,Scheibe::N,disk,viipale
427,Fett::N,moy,rasva
428,Butter::N,yog',voi
429,Öl::N,moy,öljy
430,Salz::N,tuz,suola
431,Suppe::N,sho'rva,keitto
432,Honig::N,asal,hunaja
433,Milch::N,sut,maito
434,Tee::N,choy,tee
435,Leder::N,charm,nahka
436,Wolle::N,jun,villa
437,Stoff::N,mato,kangas
438,Nadel::N,igna,neula
439,Faden::N,ip,lanka
440,Knopf::N,tugma,nappi
441,Knoten::N,tugun,solmu
442,Farbe::N,bo'yok,maali
443,Kleidung::N,kiyim,vaatteet
444,Hemd::N,ko'ylak,paita
445,Kragen::N,yoqa,kaulus
446,Ärmel::N,yeng,hiha
447,Hose::N,shim,housut
448,Gürtel::N,tasma,vyö
449,Mütze::N,shapka,lakki
450,Schuh::N,but,kenkä
451,Stiefel::N,botinka,saapas
452,Ring::N,yuzuk,sormus
453,Band::N,rishta,nauha
454,Kamm::N,taroq,kampa
455,Spiegel::N,ko'zgu,peili
456,Riemen::N,qayish,hihna
457,Schnur::N,bog'ich,naru
458,Schnur::N,bog'ich,nuora
459,Leine::N,etak,talutushihna
460,Decke::N,odyol,peite
461,Kissen::N,yostiq,tyyny
462,Kissen::N,yostiq,pielus
463,Tuch::N,gazlama,huivi
464,Handtuch::N,sochiq,pyyheliina
465,Kraft::N,kuch,väki
466,Kraft::N,kuch,voima
467,Stärke::N,quvvat,vahvuus
468,Gesundheit::N,sog'lik,terveys
469,Krankheit::N,kasallik,tauti
470,Krankheit::N,kasallik,sairaus
471,Schmerz::N,og'riq,kipu
472,Schmerz::N,og'riq,särky
473,Wunde::N,yara,haava
474,Fieber::N,bezgak,kuume
475,Arznei::N,dori,lääke
476,Brücke::N,ko'prik,silta
477,Brunnen::N,buloq,kaivo
478,Weide::N,yaylov,laidun
479,Pfad::N,dorojka,polku
480,Weg::N,yo'l,tie
481,Straße::N,ko'cha,katu
482,Dorf::N,ovul,kylä
483,Stadt::N,shahar,kaupunki
484,Brief::N,maktub,kirje
485,Buch::N,kitob,kirja
486,Buchstabe::N,harf,kirjain
487,Zeitung::N,gazet,lehti
488,Zeitung::N,gazet,sanomalehti
489,Leben::N,hayot,elo
490,Leben::N,hayot,elämä
491,Tod::N,o'lim,kuolema
492,Grab::N,go'r,hauta
493,Kirche::N,cherkov,kirkko
494,Sünde::N,gunoh,synti
495,Gott::N,olloh,jumala
496,Arbeiter::N,ishchi,työläinen
497,Chef::N,rais,päällikkö
498,Meister::N,usta,mestari
499,Arzt::N,hakim,lääkäri
500,Lehrer::N,muallim,opettaja
501,Geld::N,pul,raha
502,Geschäft::N,savdo,liike
503,Laden::N,do'kon,puoti
504,Laden::N,do'kon,kauppa
505,Preis::N,baho,hinta
506,Ware::N,mol,tavara
507,Nutzen::N,foyda,hyöty
508,Reichtum::N,boylik,rikkaus
509,Welt::N,olam,maailma
510,Land::N,o'lka,maa
511,Staat::N,davlat,valtio
512,König::N,qirol,kuningas
513,Macht::N,iqtidor,mahti
514,Grenze::N,chegara,raja
515,Krieg::N,harb,sota
516,Feind::N,dushman,vihollinen
517,Gewalt::N,zo'rlik,väkivalta
518,Kampf::N,kurash,taistelu
519,Bogen[Waffe]::N,yoy,jousi
520,Pfeil::N,o'q,nuoli
521,Gewehr::N,vintovka,kivääri
522,Fehler::N,xato,vika
523,Fehler::N,xato,virhe
524,Lüge::N,yolg'on,valhe
525,Schaden::N,ziyon,vaurio
526,Schaden::N,ziyon,vahinko
527,Unglück::N,balo,vahinko
528,Unglück::N,balo,onnettomuus
529,Schuld::N,ayb,syy
530,Alter::N,yosh,ikä
531,Schluss::N,tamom,loppu
532,Zeit::N,vaqt,aika
533,Tag::N,kun,päivä
534,Morgen::N,saboh,aamu
535,Morgen::N,saboh,huomen
536,Mittag::N,kun tushlik,keskipäivä
537,Abend::N,oqshom,ilta
538,Nacht::N,tun,yö
539,Woche::N,hafta,viikko
540,Monat::N,oy,kuukausi
541,Jahr::N,yil,vuosi
542,Frühling::N,bahor,kevät
543,Sommer::N,yoz,kesä
544,Herbst::N,kuz,syksy
545,Herbst::N,xazon,syksy
546,Winter::N,qish,talvi
547,Januar::N,yanvar',tammikuu
548,Februar::N,fevral',helmikuu
549,März::N,mart,maaliskuu
550,April::N,aprel',huhtikuu
551,Mai::N,may,toukokuu
552,Juni::N,iyun',kesäkuu
553,Juli::N,iyul',heinäkuu
554,August::N,avgust,elokuu
555,September::N,sentyabr',syyskuu
556,Oktober::N,oktyabr',lokakuu
557,November::N,noyabr',marraskuu
558,Dezember::N,dekabr',joulukuu
559,Montag::N,dushanba,maanantai
560,Dienstag::N,seshanba,tiistai
561,Mittwoch::N,chorshanba,keskiviikko
562,Donnerstag::N,payshanba,torstai
563,Freitag::N,juma,perjantai
564,Samstag::N,shanba,lauantai
565,Sonntag::N,yakshanba,sunnuntai
566,groß::A,buyuk,iso
567,groß::A,buyuk,suuri
568,klein::A,kichik,pieni
569,lang::A,uzun,pitkä
570,kurz::A,qisqa,lyhyt
571,breit::A,keng,leveä
572,schmal::A,änsiz,kapea
573,dicht::A,quyuq,taaja
574,dick[Gegenstand]::A,qalin,paksu
575,dünn::A,ingichka,ohut
576,fein::A,mayin,hieno
577,fest::A,qattiq,luja
578,flach::A,yalpoq,litteä
579,flach::A,yalpoq,tasainen
580,glatt::A,tekis,sileä
581,glatt::A,tekis,siloinen
582,hart::A,qattiq,kova
583,weich::A,yumshoq,pehmeä
584,rund::A,yumaloq,pyöreä
585,spitz::A,uchli,terävä
586,scharf::A,keskir,terävä
587,stumpf::A,to'mtoq,tylsä
588,schwer::A,salmoqli,raskas
589,schwer::A,salmoqli,painava
590,schön::A,go'zal,kaunis
591,heiß::A,qiziq,kuuma
592,warm::A,issiq,lämmin
593,kalt::A,sovuq,kylmä
594,kalt::A,sovuq,viluinen
595,kühl::A,salqin,viileä
596,frisch::A,toza,tuore
597,feucht::A,namli,kostea
598,nass::A,nam,märkä
599,trocken::A,quruq,kuiva
600,voll::A,to'la,täysi
601,leer::A,puch,tyhjä
602,offen::A,ochiq,avonainen
603,geschlossen::A,berk,suljettu
604,sauber::A,ozoda,puhdas
605,schmutzig::A,kir,likainen
606,roh::A,xom,raaka
607,reif::A,pishiq,kypsä
608,lecker::A,shirin,herkullinen
609,süß::A,shirin,makea
610,bitter::A,achchiq,karvas
611,bitter::A,achchiq,kitkerä
612,sauer::A,achchiq,hapan
613,hell::A,yorug',kirkas
614,hell::A,yorug',valoisa
615,dunkel::A,qorong'i,pimeä
616,schwarz::A,qora,musta
617,weiß::A,oq,valkea
618,rot::A,qizil,punainen
619,gelb::A,sariq,keltainen
620,blau::A,zangori,sininen
621,grün::A,yashil,vihreä
622,grau::A,bo'z,harmaa
623,bunt::A,ola,kirjava
624,billig::A,arzon,halpa
625,billig::A,arzon,huokea
626,teuer::A,qimmat,kallis
627,wertvoll::A,qimmat,arvokas
628,blind::A,ko'r,sokea
629,taub::A,garang,kuuro
630,kräftig::A,kuchli,väkevä
631,kräftig::A,kuchli,voimakas
632,stark::A,quvvatli,vahva
633,schwach::A,kuchsiz,heikko
634,fett::A,semiz,lihava
635,schlank::A,ingichka,hoikka
636,schlank::A,ingichka,solakka
637,hübsch::A,ko'rkam,soma
638,hübsch::A,ko'rkam,sievä
639,böse::A,yovuz,paha
640,böse::A,yovuz,häijy
641,dumm::A,aqlsiz,tyhmä
642,dumm::A,aqlsiz,typerä
643,faul::A,ärinchak,laiska
644,fleißig::A,ishchan,ahkera
645,geizig::A,qurumsoq,saita
646,klug::A,oqil,älykäs
647,geschickt::A,äpchil,taitava
648,lieb::A,aziz,rakas
649,lustig::A,chaqchaq,hauska
650,lustig::A,chaqchaq,iloinen
651,sanft::A,asta,lauha
652,sanft::A,asta,lempeä
653,hungrig::A,och,nälkäinen
654,krank::A,kasal,sairas
655,nackt::A,yalang,alaston
656,traurig::A,xafa,surullinen
657,traurig::A,xafa,murheellinen
658,lebendig::A,hayotiy,elävä
659,gut::A,soz,hyvä
660,schlecht::A,yomon,paha
661,schlecht::A,yomon,huono
662,richtig::A,rost,oikea
663,schlimm::A,yovuz,paha
664,wahr::A,haqiqiy,tosi
665,alt::A,äski,vanha
666,neu::A,yangi,uusi
667,ehemalig::A,sobiq,entinen
668,ehemalig::A,sobiq,muinainen
669,alt[Lebewesen]::A,qari,vanha
670,jung::A,navqiron,nuori
671,arm::A,abgor,köyhä
672,reich::A,boy,rikas
673,bekannt::A,ma'lum,tuttu
674,bekannt::A,ma'lum,tunnettu
675,berühmt::A,mashhur,kuuluisa
676,fremd::A,yot,vieras
677,verschieden::A,turli,eri
678,verschieden::A,turli,erilainen
679,nah::A,yaqindagi,läheinen
680,fern::A,uzoq,etäinen
681,linker::A,so'l,vasen
682,rechter::A,o'ng,oikea
683,anderer::A,boshqa,muu
684,anderer::A,boshqa,toinen
685,erster::A,birinchi,ensimmäinen
686,zweiter::A,ikkinchi,toinen
687,dritter::A,uchinchi,kolmas
688,letzter::A,oxirgi,viimeinen
689,allein::ADV,o'zicha,yksin
690,auf einmal::ADV,varakay,yhdellä kertaa
691,zusammen::ADV,barobar,yhdessä
692,lange::ADV,uzoq,kauan
693,lange::ADV,uzoq,pitkään
694,plötzlich::ADV,qo'qqisdan,äkkiä
695,sofort::ADV,darrov,heti
696,später::ADV,so'ngra,myöhemmin
697,jetzt::ADV,hozirgina,nyt
698,heute::ADV,bugun,tänään
699,morgen::ADV,ärta,huomenna
700,bald::ADV,toz,pian
701,dann::ADV,keyin,sitten
702,gestern::ADV,kecha,eilen
703,einst::ADV,avvallari,aikanaan
704,damals::ADV,ugal,silloin
705,damals::ADV,ugal,siihen aikaan
706,danach::ADV,so'ngra,sen jälkeen
707,vorher::ADV,avval,ennen
708,zuerst::ADV,avval,ensin
709,zuerst::ADV,avval,ensiksi
710,einmal::ADV,bir marta,kerran
711,manchmal::ADV,onda-sonda,joskus
712,oft::ADV,tez-tez,usein
713,immer::ADV,har vaqt,aina
714,niemals::ADV,hargiz,ei koskaan
715,hier::ADV,shu erda,tässä
716,hier::ADV,shu erda,täällä
717,hierhin::ADV,beri,tähän
718,von hier::ADV,shu erdan,tästä
719,von hier::ADV,shu erdan,täältä
720,dort::ADV,ana,siinä
721,dort::ADV,ana,siellä
722,dorthin::ADV,u yerga,sinne
723,dorthin::ADV,u yerga,tuonne
724,geradeaus::ADV,to'g'ri,suoraan
725,vorwärts::ADV,ilgari,eteenpäin
726,rückwärts::ADV,qoloq,taaksepäin
727,zurück::ADV,orqada,takaisin
728,unten::ADV,pastda,alhaalla
729,hinab::ADV,tubanga,alas
730,oben::ADV,ustida,ylhäällä
731,hinauf::ADV,yuqorida,ylös
732,überall::ADV,har erda,kaikkialla
733,nicht::ADV,ämas,ei
734,ein wenig::ADV,biroz,vähän
735,kaum::ADV,arang,tuskin
736,sehr::ADV,ancha,kovin
737,sehr::ADV,ancha,oikein
738,so::ADV,shunday,näin
739,noch::ADV,hali,vielä
740,nur::ADV,yolg'iz,vain
741,nur::ADV,yolg'iz,ainoastaan
742,schon::ADV,endi,jo
743,wieder::ADV,yana,taas
744,wieder::ADV,yana,jälleen
745,vergebens::ADV,bekorga,turhaan
746,vor::PRP,burun,edessä
747,hinter::PRP,ketida,takana
748,unter::PRP,ostida,alla
749,durch::PRP,bo'ylab,läpi
750,durch::PRP,bo'ylab,kautta
751,neben::PRP,yonida,vieressä
752,zwischen::PRP,orada,välillä
753,wegen::PRP,sababli,takia
754,wegen::PRP,sababli,vuoksi
755,dies::PRN,o'sha,tämä
756,das::PRN,narigi,se
757,alles::PRN,har nima,kaikki
758,ich::PRN,men,minä
759,du::PRN,sen,sinä
760,er::PRN,u,hän
761,wir::PRN,biz,me
762,ihr::PRN,siz,te
763,sie::PRN,ular,he
764,was::FPRN,nima,mikä
765,wer::FPRN,kim,ken
766,wer::FPRN,kim,kuka
767,wo::FADV,qaerda,missä
768,wohin::FADV,qayerga,mihin
769,wie::FADV,qanday,miten
770,wie::FADV,qanday,kuinka
771,warum::FADV,nega,miksi
772,wieviel::FNUM,qancha,paljonko
773,wieviel::FNUM,qancha,kuinka paljon
774,eins::NUM,bir,yksi
775,zwei::NUM,ikki,kaksi
776,drei::NUM,uch,kolme
777,vier::NUM,to'rt,neljä
778,fünf::NUM,besh,viisi
779,sechs::NUM,olti,kuusi
780,sieben::NUM,etti,seitsemän
781,acht::NUM,sakkiz,kahdeksan
782,neun::NUM,to'qqiz,yhdeksän
783,zehn::NUM,o'n,kymmenen
784,elf::NUM,o'n bir,yksitoista
785,zwölf::NUM,o'n ikki,kaksitoista
786,zwanzig::NUM,yigirma,kaksikymmentä
787,dreißig::NUM,o'ttiz,kolmekymmentä
788,vierzig::NUM,qirq,neljäkymmentä
789,fünfzig::NUM,ällik,viisikymmentä
790,sechzig::NUM,oltmish,kuusikymmentä
791,siebzig::NUM,etmish,seitsemänkymmentä
792,achtzig::NUM,sakson,kahdeksankymmentä
793,neunzig::NUM,to'qson,yhdeksänkymmentä
794,hundert::NUM,yuz,sata
