,Concept_ID,is,mn
80,Stein::N,steinn,чулуу
81,Boden::N,botn,хөрс
82,Erde::N,jörð,газар
83,Erde::N,jörð,шороо
84,Staub::N,ryk,тоос
85,Staub::N,duft,тоос
86,Rauch::N,reykur,утаа
87,Funke::N,neisti,оч
88,Feuer::N,eldur,гал
89,Licht::N,ljós,гэрэл
90,Licht::N,ljós,гэгээ
91,Schatten::N,skuggi,сүүдэр
92,Wetter::N,veður,тэнгэр
93,Wetter::N,veður,цаг уур
94,Nebel::N,þoka,будан
95,Wolke::N,ský,үүл
96,Regen::N,regn,бороо
97,Schnee::N,snjór,цас
98,Eis::N,ís,мөс
99,Frost::N,frost,хүйт
100,Kälte::N,kuldi,хүйт
101,Hitze::N,hiti,халуун
102,Raureif::N,hrím,цан
103,Raureif::N,hrím,хяруу
104,Regenbogen::N,regnbogi,солонго
105,Donner::N,þruma,тэнгэрийн дуу
106,Strömung::N,straumur,урсгал
107,Tropfen::N,dropi,дусал
108,Schaum::N,froða,хөөс
109,Schmutz::N,óhreinindi,хир
110,Schmutz::N,óhreinindi,шавхай
111,See::N,stöðuvatn,нуур
112,Sumpf::N,fen,намаг
113,Sumpf::N,fen,балчиг
114,Moor::N,mýri,хүлрийн намаг
115,Wiese::N,engi,нуга
116,Wald::N,skógur,ой
117,Hügel::N,hæð,болдог
118,Hügel::N,hóll,болдог
119,Anhöhe::N,hæð,гүвээ
120,Anhöhe::N,hóll,гүвээ
121,Berg::N,fell,уул
122,Berg::N,fjall,уул
123,Gipfel::N,tindur,орой
124,Gipfel::N,tindur,оргил
125,Höhle::N,hellir,агуй
126,Abhang::N,hlíð,хүр
127,Abhang::N,brekka,хүр
128,Quelle::N,lind,булаг
129,Quelle::N,uppspretta,булаг
130,Bach::N,lækur,горхи
131,Fluss::N,á,гол
132,Fluss::N,á,мөрөн
133,Fluss::N,fljót,гол
134,Fluss::N,fljót,мөрөн
135,Ufer::N,árbakki,эрэг
136,Ufer::N,sjávarbakki,эрэг
137,Küste::N,strönd,эрэг
138,Festland::N,meginland,хуурай газар
139,Meer::N,haf,далай
140,Meer::N,haf,тэнгис
141,Meer::N,sjór,далай
142,Meer::N,sjór,тэнгис
143,Bucht::N,vík,булан
144,Bucht::N,vík,далайн тохой
145,Insel::N,eyja,арал
146,Blume::N,blóm,цэцэг
147,Gras::N,gras,өвс
148,Gras::N,gras,ногоо
149,Wurzel::N,rót,үндэс
150,Baum::N,tré,мод
151,Stamm::N,stofn,иш
152,Stamm::N,stofn,гуалин
153,Rinde::N,börkur,холтос
154,Ast::N,grein,гишүү
155,Zweig::N,angi,салаа
156,Zweig::N,kvistur,салаа
157,Blatt::N,blað,навч
158,Birke::N,birki,хус
159,Kiefer[Baum]::N,fura,нарс
160,Weide[Baum]::N,víðir,уд
161,Weide[Baum]::N,víðir,бургас
162,Tanne::N,greni,гачуур
163,Horn::N,horn,эвэр
164,Feder::N,fjöður,өд
165,Fell::N,skinn,арьс
166,Flügel::N,vængur,жигүүр
167,Flügel::N,vængur,далавч
168,Klaue::N,kló,савар
169,Klaue::N,kló,хумс
170,Kralle::N,kló,савар
171,Schwanz::N,rófa,сүүл
172,Schwanz::N,skott,сүүл
173,Ei::N,egg,өндөг
174,Nest::N,hreiður,үүр
175,Bau::N,greni,нүх
176,Bau::N,greni,элүү
177,Bau::N,bæli,нүх
178,Bau::N,bæli,элүү
179,Tier::N,dýr,амьтан
180,Tier::N,dýr,адгуус
181,Herde::N,hjörð,сүрэг
182,Kuh::N,kýr,үнээ
183,Bulle::N,boli,бух
184,Pferd::N,hestur,морь
185,Pferd::N,hestur,адуу
186,Schaf::N,kind,хонь
187,Schwein::N,svín,гахай
188,Hund::N,hundur,нохой
189,Katze::N,köttur,муур
190,Katze::N,köttur,мигуй
191,Bär::N,björn,баавгай
192,Eichhörnchen::N,íkorni,хэрэм
193,Elch::N,elgur,хандгай
194,Fuchs::N,refur,үнэг
195,Hase::N,héri,туулай
196,Maus::N,mús,хулгана
197,Wolf::N,úlfur,чоно
198,Vogel::N,fugl,шувуу
199,Schwarm::N,sægur,сүрэг
200,Huhn::N,hæna,тахиа
201,Hahn::N,hani,эр тахиа
202,Gans::N,gæs,галуу
203,Adler::N,örn,бүргэд
204,Ente::N,önd,нугас
205,Eule::N,uggla,ууль
206,Kranich::N,trana,тогоруу
207,Krähe::N,kráka,хэрээ
208,Kuckuck::N,gaukur,хөхөө
209,Schwan::N,svanur,хун
210,Fisch::N,fiskur,загас
211,Barsch::N,aborri,алгана
212,Hecht::N,gedda,цурхай
213,Schlange[Tier]::N,naðra,могой
214,Wurm::N,ormur,өт
215,Wurm::N,ormur,хорхой
216,Spinne::N,kónguló,аалз
217,Ameise::N,maur,шоргоолж
218,Laus::N,lús,бөөс
219,Mücke::N,mý,шумуул
220,Mücke::N,mýfluga,шумуул
221,Fliege::N,fluga,ялаа
222,Schmetterling::N,fiðrildi,эрвээхэй
223,Beere::N,ber,жимсгэнэ
224,Apfel::N,epli,алим
225,Pilz::N,sveppur,мөөг
226,Zwiebel::N,laukur,сонгино
227,Saat::N,fræ,тариа
228,Saat::N,útsæði,тариа
229,Korn::N,korn,үр
230,Korn::N,korn,мөхлөг
231,Heu::N,hey,өвс
232,Schale::N,hýði,хальс
233,Grube::N,gryfja,алам
234,Grube::N,gryfja,нүх
235,Falle::N,gildra,хавх
236,Falle::N,gildra,занга
237,Schlinge::N,snara,урхи
238,Spur::N,spor,мөр
239,Asche::N,aska,үнс
240,Dreck::N,óþverri,хир
241,Eisen::N,járn,төмөр
242,Gold::N,gull,алт
243,Silber::N,silfur,мөнгө
244,Kohle::N,kol,нүүрс
245,Glas::N,gler,шил
246,Lehm::N,leir,шавар
247,Sand::N,sandur,элс
248,Mensch::N,maður,хүн
249,Mensch::N,manneskja,хүн
250,Mann::N,maður,эр
251,Mann::N,maður,эрэгтэй
252,Mann::N,karlmaður,эр
253,Mann::N,karlmaður,эрэгтэй
254,Frau::N,kona,эмэгтэй
255,Frau::N,kona,хатагтай
256,Kind::N,barn,хүүхэд
257,Kind::N,krakki,хүүхэд
258,Junge::N,drengur,хүү
259,Mädchen::N,stelpa,охин
260,Mädchen::N,stelpa,бүсгүй
261,Familie::N,fjölskylda,айл
262,Großvater::N,afi,өвгөн аав
263,Großmutter::N,amma,эмэг эх
264,Großmutter::N,amma,эмгээ
265,Eltern::N,foreldrar,эцэг эх
266,Vater::N,faðir,аав
267,Vater::N,faðir,эцэг
268,Mutter::N,móðir,эх
269,Mutter::N,móðir,ээж
270,Sohn::N,sonur,хүү
271,Tochter::N,dóttir,охин
272,Bruder::N,bróðir,ах
273,Bruder::N,bróðir,дүү
274,Schwester::N,systir,эгч
275,Schwester::N,systir,охин дүү
276,Onkel::N,föðurbróðir,авга ах
277,Onkel::N,föðurbróðir,нагац ах
278,Tante::N,frænka,авга эгч
279,Tante::N,frænka,нагац эгч
280,Tante::N,móðursystir,авга эгч
281,Tante::N,móðursystir,нагац эгч
282,Ehemann::N,eiginmaður,нөхөр
283,Ehefrau::N,eiginkona,эхнэр
284,Ehefrau::N,eiginkona,гэргий
285,Freude::N,gleði,баяр
286,Freude::N,gleði,баясгалан
287,Gelächter::N,hlátur,инээдэм
288,Glück::N,gæfa,жаргалан
289,Kummer::N,sorg,гаслан
290,Wunsch::N,ósk,ерөөл
291,Lust::N,fýsn,дур
292,Lust::N,fýsn,хүсэл
293,Lust::N,löngun,дур
294,Lust::N,löngun,хүсэл
295,Geist::N,andi,оюун
296,Gedanke::N,hugsun,сэтгэл
297,Gedächtnis::N,minni,ой
298,Gedächtnis::N,minni,цээж
299,Verstand::N,vit,ухаан
300,Sinn::N,merking,утга
301,Grund::N,ástæða,учир
302,Wahrheit::N,sannleikur,үнэн
303,Gespräch::N,samtal,яриа
304,Märchen::N,ævintýri,явган үлгэр
305,Erzählung::N,saga,тууж
306,Nachricht::N,frétt,мэдээ
307,Neuigkeit::N,frétt,сонин
308,Name::N,nafn,нэр
309,Rätsel::N,gáta,оньсого
310,Rede::N,ræða,хэлсэн үг
311,Sprache::N,mál,хэл
312,Sprache::N,tungumál,хэл
313,Stimme::N,rödd,дуу
314,Wort::N,orð,үг
315,Zeichen::N,tákn,тамга
316,Zeichen::N,tákn,тэмдэг
317,Zeichen::N,merki,тамга
318,Zeichen::N,merki,тэмдэг
319,Ruf::N,kall,дуудлага
320,Lärm::N,hávaði,шуугиан
321,Lärm::N,hávaði,чимээ
322,Laut::N,hljóð,анир
323,Laut::N,hljóð,дуу
324,Ton::N,tónn,авиа
325,Ton::N,tónn,аялгуу
326,Lied::N,ljóð,дуу
327,Lied::N,söngur,дуу
328,Ruhe::N,ró,энх
329,Ruhe::N,ró,тайван
330,Ruhe::N,kyrrð,энх
331,Ruhe::N,kyrrð,тайван
332,Leute::N,fólk,хүмүүс
333,Volk::N,þjóð,улс
334,Arbeit::N,vinna,ажил
335,Arbeit::N,vinna,хөдөлмөр
336,Gast::N,gestur,зочин
337,Gast::N,gestur,айлчин
338,Geschenk::N,gjöf,бэлэг
339,Spiel::N,leikur,наадам
340,Spiel::N,leikur,тоглоом
341,Gesellschaft::N,selskapur,хамт байх
342,Hilfe::N,hjálp,тусламж
343,Freund::N,vinur,найз
344,Freund::N,vinur,нөхөр
345,Kamerad::N,félagi,хань
346,Kamerad::N,félagi,нөхөр
347,Angelegenheit::N,mál,хэрэг
348,Angelegenheit::N,málefni,хэрэг
349,Anzahl::N,tala,тоо
350,Anzahl::N,fjöldi,тоо
351,Art::N,tegund,төрөл
352,Art::N,tegund,янз
353,Stück::N,biti,хэсэг
354,Stück::N,stykki,хэсэг
355,Teil::N,hluti,хувь
356,Teil::N,hluti,хэсэг
357,Teil::N,partur,хувь
358,Teil::N,partur,хэсэг
359,Hälfte::N,helmingur,хагас
360,Kreis::N,hringur,тойрог
361,Kreis::N,hringur,хүрээ
362,Kreuz::N,kross,загалмай
363,Kreuz::N,krossmark,загалмай
364,Linie::N,lína,шугам
365,Strich::N,strik,зураас
366,Abstand::N,millibil,зай
367,Entfernung::N,fjarlægð,зай
368,Entfernung::N,fjarlægð,хол ойр
369,Gegend::N,hérað,хавь
370,Gegend::N,hérað,газар
371,Platz::N,pláss,зай
372,Platz::N,pláss,завсар
373,Ort::N,staður,газар
374,Ort::N,staður,байр
375,Seite::N,hlið,тал
376,Seite::N,hlið,этгээд
377,Mitte::N,miðja,төв
378,Mitte::N,miðja,дунд
379,Gegenstand::N,hlutur,юм
380,Sache::N,mál,үйл
381,Sache::N,mál,хэрэг
382,Rand::N,brún,зах
383,Rand::N,brún,хөвөө
384,Kante::N,rönd,ирмэг
385,Ecke::N,horn,өнцөг
386,Spitze::N,oddur,үзүүр
387,Ende::N,endi,зах
388,Ende::N,endi,үзүүр
389,Loch::N,gat,цоорхой
390,Loch::N,gat,онгорхой
391,Loch::N,hola,цоорхой
392,Loch::N,hola,онгорхой
393,Winkel::N,skot,өнцөг
394,Winkel::N,krókur,өнцөг
395,Muster::N,munstur,хээ
396,Muster::N,munstur,угалз
397,Größe::N,stærð,хэмжээ
398,Länge::N,lengd,урт
399,Höhe::N,hæð,өндөр
400,Gewicht::N,vigt,жин
401,Gewicht::N,þyngd,жин
402,Menge::N,magn,тоо
403,Haufen::N,hrúga,бөөн
404,Haufen::N,haugur,бөөн
405,Reihe::N,röð,эгнээ
406,Boot::N,bátur,завь
407,Ruder::N,ár,сэлүүр
408,Schlitten::N,sleði,чарга
409,Ski::N,skíði,цана
410,Lagerfeuer::N,varðeldur,түүдэг
411,Last::N,byrði,ачаа
412,Last::N,farmur,ачаа
413,Gang::N,ganga,явдал
414,Schritt::N,skref,алхам
415,Norden::N,norður,умар
416,Süden::N,suður,урд
417,Süden::N,suður,өмнө
418,Westen::N,vestur,өрнө
419,Westen::N,vestur,баруун
420,Osten::N,austur,зүүн
421,Osten::N,austur,дорно
422,Holz::N,viður,мод
423,Brett::N,fjöl,банз
424,Platte::N,flötur,хавтан
425,Stütze::N,stoð,тулгуур
426,Stütze::N,stoð,тулга
427,Stange::N,stöng,сургааг
428,Stock::N,prik,саваа
429,Stock::N,stafur,саваа
430,Stab::N,prik,таяг
431,Stab::N,stafur,таяг
432,Rohr::N,rör,хоолой
433,Rohr::N,pípa,хоолой
434,Haus::N,hús,гэр
435,Haus::N,hús,байшин
436,Heim::N,heimili,гэр
437,Ofen::N,ofn,зуух
438,Ofen::N,ofn,пийшин
439,Fußboden::N,gólf,шал
440,Tisch::N,borð,ширээ
441,Stuhl::N,stóll,сандал
442,Wiege::N,vagga,өлгий
443,Bett::N,rúm,ор
444,Bett::N,hvíla,ор
445,Regal::N,hilla,тавиур
446,Kiste::N,kassi,авдар
447,Kiste::N,kassi,хайрцаг
448,Fenster::N,gluggi,гэгээвч
449,Tür::N,dyr,үүд
450,Tür::N,dyr,хаалга
451,Tür::N,hurð,үүд
452,Tür::N,hurð,хаалга
453,Tor::N,hlið,хаалга
454,Zaun::N,girðing,хашаа
455,Zaun::N,limgarður,хашаа
456,Dach::N,þak,дээвэр
457,Leiter::N,stigi,шат
458,Besen::N,sópur,хамуур
459,Besen::N,sópur,туужуу
460,Spaten::N,spaði,хүрз
461,Schaufel::N,skófla,хүрз
462,Gabel::N,gaffall,сэрээ
463,Löffel::N,skeið,халбага
464,Messer::N,hnífur,хутга
465,Nagel::N,nögl,хадаас
466,Netz::N,net,өөш
467,Netz::N,net,тор
468,Haken::N,krókur,гох
469,Griff::N,tak,иш
470,Griff::N,tak,сэнж
471,Schloss::N,lás,цуурга
472,Schloss::N,lás,цоож
473,Bild::N,mynd,зураг
474,Figur::N,stytta,баримал
475,Puppe::N,brúða,хүүхэлдэй
476,Beutel::N,poki,агсаа
477,Beutel::N,poki,уут
478,Beutel::N,baggi,агсаа
479,Beutel::N,baggi,уут
480,Bündel::N,böggull,боодол
481,Tasche::N,veski,цүнх
482,Eimer::N,fata,хөнөг
483,Eimer::N,fata,хувин
484,Deckel::N,lok,таг
485,Deckel::N,lok,хавхаг
486,Geschirr::N,leirtau,сав суулга
487,Sack::N,sekkur,шуудай
488,Tasse::N,bolli,аяга
489,Topf::N,pottur,тогоо
490,Kessel::N,ketill,тогоо
491,Essen::N,matur,идээ
492,Nahrung::N,fæða,хүнс
493,Speise::N,réttur,идээ
494,Speise::N,matarréttur,идээ
495,Fleisch::N,kjöt,мах
496,Getreide::N,korn,будаа
497,Brei::N,grautur,богшмол
498,Brei::N,grautur,будаа
499,Brot::N,brauð,талх
500,Scheibe::N,sneið,зүсэм
501,Scheibe::N,sneið,хэрчим
502,Fett::N,fita,өөх
503,Butter::N,smjör,тос
504,Öl::N,olía,тос
505,Salz::N,salt,давс
506,Suppe::N,súpa,шөл
507,Honig::N,hunang,бал
508,Milch::N,mjólk,сүү
509,Tee::N,te,цай
510,Leder::N,skinn,арьс
511,Leder::N,skinn,савхи
512,Wolle::N,ull,ноос
513,Wolle::N,ull,унгас
514,Stoff::N,dúkur,бөс
515,Nadel::N,nál,зүү
516,Faden::N,þráður,боолт
517,Faden::N,þráður,утас
518,Knopf::N,tala,товч
519,Knopf::N,hnappur,товч
520,Knoten::N,hnútur,зангилаа
521,Farbe::N,málning,будаг
522,Kleidung::N,búningur,хувцас
523,Kleidung::N,klæðnaður,хувцас
524,Hemd::N,skyrta,цамц
525,Kragen::N,kragi,зах заам
526,Kragen::N,flibbi,зах заам
527,Ärmel::N,ermi,ханцуй
528,Hose::N,buxur,өмд
529,Gürtel::N,belti,бүс
530,Mütze::N,húfa,малгай
531,Mütze::N,húfa,бүрх
532,Schuh::N,skór,туфли
533,Stiefel::N,stígvél,гутал
534,Ring::N,hringur,бөгж
535,Band::N,band,тууз
536,Kamm::N,greiða,сам
537,Spiegel::N,spegill,толь
538,Riemen::N,ól,тасам
539,Riemen::N,ól,сур
540,Riemen::N,reim,тасам
541,Riemen::N,reim,сур
542,Schnur::N,snúra,татлага
543,Leine::N,band,оосор
544,Decke::N,teppi,хөнжил
545,Decke::N,teppi,хучлага
546,Kissen::N,koddi,дэр
547,Tuch::N,klútur,алчуур
548,Tuch::N,klútur,даавуу
549,Handtuch::N,þurrka,алчуур
550,Handtuch::N,handklæði,алчуур
551,Kraft::N,afl,чадал
552,Kraft::N,afl,хүч
553,Kraft::N,kraftur,чадал
554,Kraft::N,kraftur,хүч
555,Stärke::N,styrkur,эрч
556,Stärke::N,styrkur,тэнхээ
557,Gesundheit::N,heilsa,бие
558,Gesundheit::N,heilsa,эрүүл мэнд
559,Gesundheit::N,heilbrigði,бие
560,Gesundheit::N,heilbrigði,эрүүл мэнд
561,Krankheit::N,sjúkdómur,эмгэг
562,Schmerz::N,sársauki,өвчин
563,Wunde::N,sár,шарх
564,Fieber::N,hitasótt,халуун
565,Arznei::N,lyf,эм
566,Brücke::N,brú,гүүр
567,Brunnen::N,brunnur,худаг
568,Weide::N,hagi,бэлчээр
569,Pfad::N,stígur,жим
570,Pfad::N,stígur,зөрөг
571,Weg::N,vegur,зам
572,Weg::N,vegur,харгуй
573,Straße::N,gata,зам
574,Straße::N,gata,харгуй
575,Straße::N,stræti,зам
576,Straße::N,stræti,харгуй
577,Dorf::N,þorp,тосгон
578,Dorf::N,þorp,гацаа
579,Stadt::N,borg,хот
580,Brief::N,bréf,захидал
581,Brief::N,bréf,захиа
582,Buch::N,bók,ном
583,Buch::N,bók,бичиг
584,Buchstabe::N,bókstafur,үсэг
585,Zeitung::N,dagblað,сонин
586,Leben::N,líf,амь
587,Leben::N,líf,амьдрал
588,Tod::N,dauði,үхэл
589,Grab::N,gröf,булш
590,Kirche::N,kirkja,сүм
591,Sünde::N,synd,нүгэл
592,Sünde::N,synd,хилэнц
593,Gott::N,guð,бурхан
594,Arbeiter::N,verkamaður,ажилчин
595,Arbeiter::N,verkamaður,хөдөлмөрчин
596,Chef::N,yfirmaður,дарга
597,Meister::N,meistari,дархан
598,Arzt::N,læknir,эмч
599,Lehrer::N,kennari,багш
600,Geld::N,peningar,цаас
601,Geld::N,peningar,мөнгө
602,Geschäft::N,viðskipti,наймаа
603,Laden::N,búð,дэлгүүр
604,Laden::N,verslun,дэлгүүр
605,Preis::N,verð,үнэ
606,Ware::N,vara,таваар
607,Ware::N,vara,бараа
608,Nutzen::N,gagn,ашиг
609,Reichtum::N,auður,баялаг
610,Welt::N,veröld,дэлхий
611,Welt::N,veröld,орчлон
612,Land::N,land,улс
613,Land::N,land,орон
614,Staat::N,ríki,төр
615,Staat::N,ríki,гүрэн
616,König::N,konungur,ван
617,Macht::N,vald,засаг
618,Grenze::N,landamæri,хил
619,Krieg::N,stríð,дайн
620,Feind::N,fjandmaður,дайсан
621,Gewalt::N,ofbeldi,хүчирхэх
622,Kampf::N,bardagi,тэмцэл
623,Kampf::N,bardagi,байлдаан
624,Bogen[Waffe]::N,bogi,нум
625,Pfeil::N,ör,годил
626,Pfeil::N,ör,сум
627,Gewehr::N,byssa,буу
628,Fehler::N,villa,эндэл
629,Fehler::N,villa,алдаа
630,Lüge::N,lygi,худал
631,Schaden::N,skemmd,хор
632,Schaden::N,skemmd,хөнөөл
633,Unglück::N,óhamingja,гай
634,Unglück::N,óhamingja,гамшиг
635,Schuld::N,sök,гэм
636,Schuld::N,sök,буруу
637,Alter::N,aldur,нас
638,Schluss::N,lok,эцэс
639,Schluss::N,lok,төгсгөл
640,Schluss::N,endir,эцэс
641,Schluss::N,endir,төгсгөл
642,Zeit::N,tími,цаг
643,Tag::N,dagur,өдөр
644,Morgen::N,morgunn,өглөө
645,Mittag::N,hádegi,үд
646,Abend::N,kvöld,үдэш
647,Nacht::N,nótt,шөнө
648,Woche::N,vika,долоо хоног
649,Monat::N,mánuður,сар
650,Jahr::N,ár,жил
651,Frühling::N,vor,хавар
652,Sommer::N,sumar,зун
653,Herbst::N,haust,намар
654,Winter::N,vetur,өвөл
655,Januar::N,janúar,нэгдүгээр сар
656,Februar::N,február,хоёрдугаар сар
657,März::N,mars,гуравдугаар сар
658,April::N,apríl,дөрөвдүгээр сар
659,Mai::N,maí,тавдугаар сар
660,Juni::N,júní,зургаадугаар сар
661,Juli::N,júlí,долдугаар сар
662,August::N,ágúst,наймдугаар сар
663,September::N,september,есдүгээр сар
664,Oktober::N,október,аравдугаар сар
665,November::N,nóvember,арван нэгдүгээр сар
666,Dezember::N,desember,арван хоёрдугаар сар
667,Montag::N,mánudagur,даваа
668,Dienstag::N,þriðjudagur,мягмар
669,Mittwoch::N,miðvikudagur,лхагва
670,Donnerstag::N,fimmtudagur,пүрэв
671,Freitag::N,föstudagur,баасан
672,Samstag::N,laugardagur,бямба
673,Sonntag::N,sunnudagur,ням
674,groß::A,stór,их
675,groß::A,stór,том
676,klein::A,lítill,бага
677,klein::A,lítill,жаахан
678,lang::A,langur,урт
679,kurz::A,stuttur,охор
680,kurz::A,stuttur,богино
681,breit::A,breiður,өргөн
682,schmal::A,mjór,уйтан
683,schmal::A,mjór,нарийн
684,dicht::A,þéttur,нягт
685,dicht::A,þéttur,чигжүү
686,dick[Gegenstand]::A,þykkur,зузаан
687,dünn::A,þunnur,нимгэн
688,fein::A,fíngerður,нарийн
689,fest::A,fastur,бөх
690,fest::A,fastur,хатуу
691,flach::A,flatur,хавтгай
692,glatt::A,háll,цагаан
693,glatt::A,sléttur,цагаан
694,hart::A,harður,хатуу
695,weich::A,mjúkur,зөөлөн
696,rund::A,kringlóttur,дугуй
697,rund::A,kringlóttur,дугариг
698,spitz::A,oddhvass,шовх
699,spitz::A,oddhvass,шовгор
700,scharf::A,beittur,хурц
701,scharf::A,beittur,иртэй
702,stumpf::A,bitlaus,мохоо
703,schwer::A,þungur,хүнд
704,schön::A,fagur,гуа
705,schön::A,fagur,сайхан
706,schön::A,fallegur,гуа
707,schön::A,fallegur,сайхан
708,heiß::A,heitur,халуун
709,warm::A,hlýr,дулаан
710,warm::A,heitur,дулаан
711,kalt::A,kaldur,хүйтэн
712,kühl::A,svalur,сэрүүн
713,frisch::A,frískur,эрүүл
714,frisch::A,frískur,жихүүн
715,feucht::A,rakur,чийгтэй
716,feucht::A,þvalur,чийгтэй
717,nass::A,votur,нойтон
718,nass::A,blautur,нойтон
719,trocken::A,þurr,хатсан
720,voll::A,fullur,дүүрэн
721,leer::A,tómur,хоосон
722,offen::A,opinn,онгорхой
723,geschlossen::A,lokaður,битүү
724,geschlossen::A,lokaður,хаалтай
725,sauber::A,þrifinn,цэвэр
726,sauber::A,þrifinn,хиргүй
727,schmutzig::A,óhreinn,бохир
728,schmutzig::A,óhreinn,хиртэй
729,schmutzig::A,sóðalegur,бохир
730,schmutzig::A,sóðalegur,хиртэй
731,roh::A,hrár,түүхий
732,reif::A,þroskaður,болсон
733,lecker::A,ljúffengur,амттай
734,süß::A,sætur,амттай
735,süß::A,sætur,чихэрлэг
736,bitter::A,beiskur,гашуун
737,sauer::A,súr,эсгэлэн
738,hell::A,bjartur,гэгээн
739,hell::A,bjartur,гэрэлтэй
740,dunkel::A,dimmur,бараан
741,dunkel::A,dimmur,харанхуй
742,schwarz::A,svartur,хар
743,weiß::A,hvítur,цагаан
744,rot::A,rauður,улаан
745,gelb::A,gulur,шар
746,blau::A,blár,хөх
747,blau::A,blár,цэнхэр
748,grün::A,grænn,ногоон
749,grau::A,grár,орог
750,grau::A,grár,саарал
751,bunt::A,marglitur,эрээн
752,billig::A,ódýr,хямд
753,teuer::A,dýr,үнэтэй
754,wertvoll::A,verðmætur,үнэт
755,blind::A,blindur,сохор
756,taub::A,heyrnarlaus,чих хатуу
757,kräftig::A,öflugur,чийрэг
758,stark::A,sterkur,хүчтэй
759,stark::A,sterkur,чадалтай
760,schwach::A,veill,сул
761,fett::A,feitur,тарган
762,fett::A,feitur,голигор
763,schlank::A,grannur,голшиг
764,schlank::A,spengilegur,голшиг
765,hübsch::A,snotur,сайхан
766,hübsch::A,snotur,хөөрхөн
767,hübsch::A,laglegur,сайхан
768,hübsch::A,laglegur,хөөрхөн
769,böse::A,illur,муу
770,böse::A,illur,хортой
771,böse::A,vondur,муу
772,böse::A,vondur,хортой
773,dumm::A,heimskur,тэнэг
774,faul::A,latur,залхуу
775,fleißig::A,iðinn,чармайлтгай
776,geizig::A,nískur,харамч
777,klug::A,hygginn,цэцэн
778,geschickt::A,fimur,дүйтэй
779,geschickt::A,laginn,дүйтэй
780,lieb::A,kær,хайрт
781,lieb::A,ljúfur,хайрт
782,lustig::A,kátur,цэнгэлтэй
783,sanft::A,blíður,наалинхай
784,hungrig::A,soltinn,өлөн
785,hungrig::A,soltinn,өлссөн
786,hungrig::A,hungraður,өлөн
787,hungrig::A,hungraður,өлссөн
788,krank::A,sjúkur,өвчтэй
789,nackt::A,nakinn,нүцгэн
790,traurig::A,dapur,гунигт
791,traurig::A,hryggur,гунигт
792,lebendig::A,lifandi,амьд
793,lebendig::A,lifandi,амьтай
794,gut::A,góður,сайн
795,schlecht::A,slæmur,муу
