,Concept_ID,sah,la
150,Ei::N,сымыыт,ovum
151,Nest::N,уйа,nidus
152,Bau::N,хороон,cavum
153,Bau::N,хороон,latibulum
154,Tier::N,кыыл,bestia
155,Tier::N,харамай,bestia
156,Herde::N,үөр,grex
157,Kuh::N,ынах,vacca
158,Bulle::N,оҕус,taurus
159,Pferd::N,сылгы,equus
160,Schaf::N,овца,ovis
161,Schwein::N,сибиинньэ,sus
162,Schwein::N,сибиинньэ,porcus
163,Hund::N,ыт,canis
164,Katze::N,куоска,felis
165,Bär::N,эһэ,ursus
166,Eichhörnchen::N,тииҥ,sciurus
167,Elch::N,тайах,alces
168,Fuchs::N,саһыл,vulpes
169,Hase::N,куобах,lepus
170,Maus::N,кутуйах,mus
171,Wolf::N,бөрө,lupus
172,Vogel::N,көтөр,avis
173,Schwarm::N,бөлөх,examen
174,Huhn::N,куурусса,gallina
175,Hahn::N,бөтүүк,gallus
176,Gans::N,хаас,anser
177,Adler::N,хотой,aquila
178,Ente::N,кус,anas
179,Eule::N,мэкчиргэ,ulula
180,Eule::N,мэкчиргэ,noctua
181,Kranich::N,туруйа,grus
182,Krähe::N,тураах,cornix
183,Kuckuck::N,кэҕэ,cuculus
184,Schwan::N,куба,olor
185,Schwan::N,куба,cycnus
186,Fisch::N,балык,piscis
187,Barsch::N,алыһар,perca
188,Hecht::N,сордон,esox
189,Schlange[Tier]::N,моҕой,serpens
190,Schlange[Tier]::N,эриэн үөн,serpens
191,Wurm::N,үөн,vermis
192,Spinne::N,ооҕуй,aranea
193,Ameise::N,кымырдаҕас,formica
194,Laus::N,быт,pediculus
195,Mücke::N,кумаар,culex
196,Fliege::N,сахсырҕа,musca
197,Schmetterling::N,лыах,papilio
198,Schmetterling::N,үрүмэччи,papilio
199,Beere::N,отон,baca
200,Apfel::N,яблоко,malum
201,Pilz::N,тэллэй,fungus
202,Zwiebel::N,луук,cepa
203,Saat::N,сиэмэ,seges
204,Korn::N,сиэмэ,granum
205,Heu::N,от,faenum
206,Schale::N,хах,putamen
207,Grube::N,дьаама,fovea
208,Falle::N,сохсо,pedica
209,Schlinge::N,уктаа,laqueus
210,Spur::N,суол,vestigium
211,Asche::N,күл,cinis
212,Dreck::N,бадараан,lutum
213,Eisen::N,тимир,ferrum
214,Gold::N,көмүс,aurum
215,Gold::N,кыһыл көмүс,aurum
216,Silber::N,көмүс,argentum
217,Silber::N,үрүҥ көмүс,argentum
218,Kohle::N,чох,carbo
219,Glas::N,өстүөкүлэ,vitrum
220,Lehm::N,туой,lutum
221,Sand::N,кумах,arena
222,Mensch::N,киһи,homo
223,Mann::N,эр,vir
224,Frau::N,дьахтар,mulier
225,Kind::N,оҕо,puer
226,Kind::N,оҕо,infans
227,Junge::N,уол,puer
228,Mädchen::N,кыыс оҕо,puella
229,Familie::N,кэргэн,familia
230,Großvater::N,эһэ,avus
231,Großmutter::N,эбэ,avia
232,Eltern::N,аҕа-ийэ,parentes
233,Vater::N,аҕа,pater
234,Mutter::N,ийэ,mater
235,Sohn::N,уол,filius
236,Tochter::N,кыыс,filia
237,Bruder::N,убай,frater
238,Bruder::N,быраат,frater
239,Schwester::N,аҕас,soror
240,Schwester::N,балыс,soror
241,Onkel::N,таай,patruus
242,Onkel::N,таай,avunculus
243,Onkel::N,абаҕа,patruus
244,Onkel::N,абаҕа,avunculus
245,Tante::N,эдьиий,amita
246,Ehemann::N,эр,maritus
247,Ehefrau::N,ойох,uxor
248,Freude::N,үөрүү,gaudium
249,Freude::N,үөрүү,laetitia
250,Gelächter::N,күлүү,risus
251,Glück::N,дьол,felicitas
252,Glück::N,соргу,felicitas
253,Kummer::N,кутурҕан,aegritudo
254,Wunsch::N,баҕарыы,voluntas
255,Wunsch::N,баҕарыы,desiderium
256,Lust::N,баҕа,libido
257,Lust::N,баҕа,voluptas
258,Geist::N,тыын,mens
259,Geist::N,тыын,animus
260,Gedanke::N,санаа,sententia
261,Gedächtnis::N,өй,memoria
262,Verstand::N,өй,ratio
263,Verstand::N,өй,ingenium
264,Sinn::N,суолта,sensus
265,Grund::N,төрүөт,causa
266,Wahrheit::N,кырдьык,veritas
267,Gespräch::N,бэсиэдэ,sermo
268,Gespräch::N,кэпсэтии,sermo
269,Märchen::N,остуоруйа,fabula
270,Erzählung::N,кэпсээн,fabula
271,Erzählung::N,кэпсээн,narratio
272,Nachricht::N,биллэриллии,nuntius
273,Neuigkeit::N,сонун,novitas
274,Name::N,аат,nomen
275,Rätsel::N,таабырын,aenigma
276,Rede::N,этии,oratio
277,Sprache::N,тыл,lingua
278,Stimme::N,куолас,vox
279,Wort::N,тыл,verbum
280,Wort::N,тыл,vocabulum
281,Zeichen::N,бэлиэ,signum
282,Ruf::N,ыҥырыы,clamor
283,Lärm::N,айдаан,strepitus
284,Laut::N,тыас,sonus
285,Ton::N,дорҕоон,sonus
286,Lied::N,ырыа,carmen
287,Ruhe::N,уу чуумпу,quies
288,Leute::N,дьон,homines
289,Volk::N,дьон,populus
290,Volk::N,норуот,populus
291,Arbeit::N,үлэ,labor
292,Gast::N,ыалдьыт,hospes
293,Gast::N,ыалдьыт,conviva
294,Geschenk::N,бэлэх,munus
295,Spiel::N,оонньуу,ludus
296,Gesellschaft::N,общество,societas
297,Hilfe::N,көмө,auxilium
298,Hilfe::N,көмө,subsidium
299,Freund::N,доҕор,amicus
300,Kamerad::N,атас,socius
301,Angelegenheit::N,дьыала,res
302,Anzahl::N,ахсаан,numerus
303,Art::N,биис,genus
304,Stück::N,кырбас,frustum
305,Stück::N,кырбас,fragmentum
306,Teil::N,ирээт,pars
307,Hälfte::N,аҥар,dimidium
308,Kreis::N,төгүрүк,orbis
309,Kreis::N,төгүрүк,circus
310,Kreis::N,төгүрүмтэ,orbis
311,Kreis::N,төгүрүмтэ,circus
312,Kreuz::N,кириэс,crux
313,Linie::N,сурааһын,linea
314,Strich::N,сурааһын,lineamentum
315,Abstand::N,арыт,intervallum
316,Entfernung::N,ыраах,spatium
317,Gegend::N,сир,loca
318,Gegend::N,сир,regio
319,Platz::N,арыт,locus
320,Ort::N,сир,locus
321,Seite::N,өрүт,latus
322,Seite::N,сирэй,latus
323,Mitte::N,орто,medium
324,Gegenstand::N,предмет,res
325,Sache::N,мал,res
326,Rand::N,кытыы,margo
327,Rand::N,ойоҕос,margo
328,Kante::N,кырыы,angulus
329,Ecke::N,муннук,angulus
330,Spitze::N,чыпчаал,cacumen
331,Ende::N,төбө,caput
332,Loch::N,тэһэҕэс,foramen
333,Loch::N,дьөлөҕөс,foramen
334,Winkel::N,муннук,angulus
335,Muster::N,оһуор,exemplum
336,Größe::N,кээмэй,magnitudo
337,Länge::N,уста,longitudo
338,Höhe::N,үрдүк,altitudo
339,Gewicht::N,ыйааһын,pondus
340,Menge::N,ахсаан,copia
341,Haufen::N,чөмчөх,acervus
342,Reihe::N,кэккэ,ordo
343,Boot::N,оҥочо,navicula
344,Ruder::N,эрдии,remus
345,Schlitten::N,сыарҕа,sclodia
346,Ski::N,хайыһар,narta
347,Lagerfeuer::N,кутаа,ignis
348,Last::N,ыарахан,onus
349,Gang::N,хаамыы,cursus
350,Schritt::N,хардыы,gradus
351,Norden::N,хоту,septentriones
352,Süden::N,соҕуруу,meridies
353,Westen::N,арҕаа,occidens
354,Osten::N,илин,oriens
355,Holz::N,мас,lignum
356,Brett::N,дуоска,tabula
357,Brett::N,хаптаһын,tabula
358,Platte::N,билиитэ,lamina
359,Stütze::N,тулааһын,adminiculum
360,Stange::N,ураҕас,pertica
361,Stock::N,мас,baculum
362,Stock::N,баалкы,baculum
363,Stab::N,ураҕас,scipio
364,Rohr::N,турба,tubus
365,Haus::N,дьиэ,aedes
366,Heim::N,дьиэ,domicilium
367,Ofen::N,оһох,fornax
368,Fußboden::N,муоста,solum
369,Tisch::N,остуол,mensa
370,Stuhl::N,устуул,sella
371,Wiege::N,биһик,cunae
372,Bett::N,кырабаат,lectus
373,Regal::N,долбуур,foruli
374,Kiste::N,дьааһык,cista
375,Fenster::N,түннүк,fenestra
376,Tür::N,аан,ianua
377,Tor::N,аан,porta
378,Zaun::N,соппулуот,saepes
379,Dach::N,кырыыса,tectum
380,Leiter::N,кирилиэс,scalae
381,Besen::N,миинньик,scopae
382,Spaten::N,күрдьэх,pala
383,Schaufel::N,күрдьэх,pala
384,Gabel::N,биилкэ,fuscinula
385,Löffel::N,луоска,coclear
386,Messer::N,быһах,culter
387,Nagel::N,тоһоҕо,clavus
388,Netz::N,илим,rete
389,Haken::N,көхө,hamus
390,Griff::N,ук,manubrium
391,Griff::N,тутаах,manubrium
392,Schloss::N,күлүүс,claustra
393,Bild::N,хартыына,tabula
394,Bild::N,хартыына,pictura
395,Figur::N,фигура,statunculum
396,Puppe::N,куукула,pupa
397,Beutel::N,мөһөөччук,sacculus
398,Bündel::N,баайыы,fascis
399,Tasche::N,суумка,sacculus
400,Eimer::N,биэдэрэ,situla
401,Deckel::N,хаппах,operculum
402,Geschirr::N,иһит,vasa
403,Sack::N,куул,saccus
404,Tasse::N,сэлиэнэй,pocillum
405,Topf::N,көстүрүүҥкэ,olla
406,Kessel::N,хочуол,aenum
407,Essen::N,аһылык,cena
408,Nahrung::N,ас,cibus
409,Nahrung::N,ас,alimenta
410,Speise::N,аһылык,cibus
411,Fleisch::N,эт,caro
412,Getreide::N,злактар,frumentum
413,Brei::N,хааһы,puls
414,Brot::N,килиэп,panis
415,Scheibe::N,куһуок,frustum
416,Fett::N,сыа,pingue
417,Butter::N,арыы,butȳrum
418,Öl::N,арыы,oleum
419,Salz::N,туус,sal
420,Suppe::N,мин,ius
421,Honig::N,мүөт,mel
422,Milch::N,үүт,lac
423,Tee::N,чэй,thea
424,Leder::N,тирии,corium
425,Wolle::N,түү,lana
426,Stoff::N,таҥас,textum
427,Nadel::N,иннэ,acus
428,Faden::N,сап,filum
429,Knopf::N,тимэх,bulla
430,Knoten::N,түмүк,nodus
431,Farbe::N,кырааска,pigmentum
432,Kleidung::N,таҥас,vestimenta
433,Hemd::N,ырбаахы,tunica
434,Kragen::N,саҕа,collare
435,Ärmel::N,сиэх,manica
436,Hose::N,ыстаан,bracae
437,Hose::N,бүрүүкэ,bracae
438,Gürtel::N,кур,cingulum
439,Mütze::N,бэргэһэ,pilleus
440,Schuh::N,бачыыҥка,calceus
441,Stiefel::N,саппыкы,pero
442,Stiefel::N,саппыкы,caliga
443,Ring::N,биһилэх,anulus
444,Band::N,лиэнтэ,redimiculum
445,Kamm::N,тараах,pecten
446,Spiegel::N,сиэркилэ,speculum
447,Riemen::N,кур,lorum
448,Schnur::N,быа,linum
449,Leine::N,тэһиин,retinaculum
450,Decke::N,суорҕан,lodix
451,Kissen::N,сыттык,pulvinus
452,Tuch::N,былаат,velum
453,Handtuch::N,соттор,mantele
454,Kraft::N,сыра,vis
455,Stärke::N,күүс,robur
456,Gesundheit::N,доруобуйа,valetudo
457,Krankheit::N,ыарыы,morbus
458,Schmerz::N,ыарыы,dolor
459,Wunde::N,баас,vulnus
460,Fieber::N,түрүлгэн,febris
461,Fieber::N,лихорадка,febris
462,Fieber::N,температура,febris
463,Arznei::N,эмп,remedium
464,Brücke::N,күргэ,pons
465,Brunnen::N,холуодьас,puteus
466,Weide::N,мэччирэҥ,pascua
467,Pfad::N,ыллык,semita
468,Weg::N,суол,iter
469,Straße::N,суол,via
470,Dorf::N,дэриэбинэ,vicus
471,Stadt::N,куорат,urbs
472,Stadt::N,куорат,oppidum
473,Brief::N,сурук,epistula
474,Buch::N,кинигэ,liber
475,Buchstabe::N,буква,littera
476,Zeitung::N,хаһыат,diurnum
477,Leben::N,тыын,vita
478,Tod::N,өлүү,mors
479,Grab::N,иин,sepulcrum
480,Kirche::N,таҥара дьиэтэ,ecclesia
481,Sünde::N,айыы,peccatum
482,Gott::N,тангара,deus
483,Arbeiter::N,үлэһит,operarius
484,Chef::N,баһылык,praefectus
485,Chef::N,начальник,praefectus
486,Meister::N,уус,magister
487,Meister::N,маастар,magister
488,Arzt::N,врач,medicus
489,Lehrer::N,учуутал,magister
490,Geld::N,харчы,aes
491,Geld::N,харчы,pecunia
492,Geschäft::N,идэ,negotium
493,Laden::N,маҕаһыын,taberna
494,Preis::N,сыана,pretium
495,Ware::N,табаар,merx
496,Nutzen::N,туһа,utilitas
497,Reichtum::N,баай,opes
498,Reichtum::N,баай,divitiae
499,Welt::N,аан дойду,mundus
500,Land::N,дойду,terra
501,Staat::N,государство,res publica
502,König::N,король,rex
503,Macht::N,былаас,potestas
504,Grenze::N,кыраныысса,limes
505,Krieg::N,сэрии,bellum
506,Feind::N,өстөөх,inimicus
507,Gewalt::N,күүһүлээһин,vis
508,Kampf::N,охсуһуу,pugna
509,Bogen[Waffe]::N,ох,arcus
510,Pfeil::N,ох,sagitta
511,Gewehr::N,саа,sclopetum
512,Fehler::N,сыыһа,error
513,Lüge::N,сымыйа,mendacium
514,Schaden::N,хоромньу,damnum
515,Schaden::N,хоромньу,detrimentum
516,Unglück::N,алдьархай,miseria
517,Unglück::N,алдьархай,calamitas
518,Schuld::N,буруй,culpa
519,Alter::N,саас,aetas
520,Schluss::N,тиһэх,finis
521,Zeit::N,бириэмэ,tempus
522,Tag::N,күн,dies
523,Morgen::N,сарсыарда,mane
524,Mittag::N,күн ортото,meridies
525,Abend::N,киэһэ,vesper
526,Nacht::N,түүн,nox
527,Woche::N,нэдиэлэ,septimana
528,Monat::N,ый,mensis
529,Jahr::N,сыл,annus
530,Jahr::N,дьыл,annus
531,Frühling::N,саас,ver
532,Sommer::N,сайын,aestas
533,Herbst::N,күһүн,autumnus
534,Winter::N,кыһын,hiems
535,Januar::N,тохсунньу,Ianuarius
536,Februar::N,олунньу,Februarius
537,März::N,кулун тутар,Martius
538,April::N,муус устар ый,Aprilis
539,Mai::N,ыам ыйа,Maius
540,Juni::N,бэс ыйа,Iunius
541,Juli::N,от ыйа,Iulius
542,August::N,атырдьах ыйа,Augustus
543,September::N,балаҕан ыйа,September
544,Oktober::N,алтынньы,Octobris
545,November::N,сэтинньи,Novembris
546,Dezember::N,ахсынньы,December
547,Montag::N,бэнидиэнньик,dies lunae
548,Dienstag::N,оптуорунньук,dies Martis 
549,Mittwoch::N,сэрэдэ,dies Mercurii
550,Donnerstag::N,чэппиэр,dies Iovis
551,Freitag::N,бээтинсэ,dies Veneris
552,Samstag::N,субуота,dies Saturni
553,Sonntag::N,баскыһыанньа,dominicus
554,Sonntag::N,баскыһыанньа,dies solis
555,groß::A,бөдөҥ,magnus
556,groß::A,улахан,magnus
557,klein::A,кыр,parvus
558,lang::A,уһун,longus
559,kurz::A,кылгас,brevis
560,breit::A,кэтит,latus
561,schmal::A,кыараҕас,angustus
562,dicht::A,хойуу,densus
563,dick[Gegenstand]::A,суон,crassus
564,dick[Gegenstand]::A,хойуу,crassus
565,dünn::A,чараас,tenuis
566,fein::A,бытархай,subtilis
567,fein::A,синньигес,subtilis
568,fest::A,бөҕө,solidus
569,fest::A,бөҕө,stabilis
570,fest::A,кытаанах,solidus
571,fest::A,кытаанах,stabilis
572,flach::A,хаптаҕай,planus
573,glatt::A,кылааккай,levis
574,hart::A,хатан,durus
575,hart::A,кытаанах,durus
576,weich::A,сымнаҕас,mollis
577,rund::A,төгүрүк,rotundus
578,spitz::A,сытыы,acutus
579,spitz::A,уһуктаах,acutus
580,scharf::A,сытыы,acer
581,stumpf::A,сыппах,hebes
582,schwer::A,ыарахан,gravis
583,schön::A,кыраһыабай,pulcher
584,schön::A,кыраһыабай,formosus
585,heiß::A,итии,fervidus
586,warm::A,ичигэс,calidus
587,kalt::A,тымныы,frigidus
588,kühl::A,сөрүүн,frigidus
589,frisch::A,ыраас,recens
590,frisch::A,сөрүүн,recens
591,frisch::A,тымныы,recens
592,feucht::A,сииктээх,umidus
593,nass::A,инчэҕэй,madidus
594,trocken::A,кураан,aridus
595,voll::A,толору,plenus
596,leer::A,иччитэх,vacuus
597,offen::A,аһаҕас,apertus
598,geschlossen::A,бүтэй,clausus
599,sauber::A,сэбэр,lautus
600,schmutzig::A,кирдээх,sordidus
601,roh::A,сиикэй,crudus
602,reif::A,буспут,maturus
603,reif::A,сиппит-хоппут,maturus
604,lecker::A,минньигэс,delicatus
605,süß::A,минньигэс,dulcis
606,bitter::A,аһыы,amarus
607,bitter::A,аһыы,acerbus
608,sauer::A,аһыы,acidus
609,hell::A,сырдык,clarus
610,dunkel::A,хараҥа,obscurus
611,schwarz::A,хара,niger
612,weiß::A,үрүҥ,albus
613,weiß::A,маҥан,albus
614,rot::A,кыһыл,ruber
615,gelb::A,саһархай,flavus
616,blau::A,күөх,caeruleus
617,grün::A,күөх,viridis
618,grün::A,от күөҕэ,viridis
619,grau::A,сиэрэй,canus
620,bunt::A,эриэн,varius
621,billig::A,чэпчэки,vilis
622,teuer::A,сыаналаах,carus
623,wertvoll::A,сыаналаах,pretiosus
624,blind::A,хараҕа суох,caecus
625,taub::A,дьүлэй,surdus
626,kräftig::A,модун,robustus
627,stark::A,күүстээх,firmus
628,stark::A,күүстээх,validus
629,schwach::A,мөлтөх,debilis
630,schwach::A,мөлтөх,infirmus
631,fett::A,эмис,crassus
632,schlank::A,дьылҕан,procerus
633,schlank::A,дьыпсаҕай,procerus
634,hübsch::A,олус кэрэ,pulcher
635,hübsch::A,көрүөхтэн үчүгэй,pulcher
636,böse::A,өһүөннээх,improbus
637,dumm::A,акаары,stultus
638,dumm::A,акаары,stupidus
639,faul::A,нэс,piger
640,fleißig::A,кыһамньылаах,sedulus
641,geizig::A,иҥсэлээх,avarus
642,klug::A,өйдөөх,prudens
643,geschickt::A,наһаа дьоҕурдаах,sollers
644,lieb::A,тапталлаах,carus
645,lustig::A,көрдөөх,iocosus
646,sanft::A,намчы,clemens
647,sanft::A,сымнаҕас,clemens
648,hungrig::A,аччык,impastus
649,krank::A,ыалдьар,aeger
650,nackt::A,сыгынньах,nudus
651,traurig::A,санаарҕабыллаах,maestus
652,lebendig::A,тыыннаах,vivus
653,gut::A,үтүө,bonus
654,gut::A,үчүгэй,bonus
655,schlecht::A,куһаҕан,malus
656,richtig::A,сөп,rectus
657,schlimm::A,сидьиҥ,malus
658,schlimm::A,быдьар,malus
659,wahr::A,кырдьык,verus
660,alt::A,былыргы,antiquus
661,neu::A,саҥа,novus
662,ehemalig::A,урукку,pristinus
663,alt[Lebewesen]::A,кырдьаҕас,vetus
664,jung::A,эдэр,iuvenis
665,arm::A,дьадаҥы,pauper
666,reich::A,баай,dives
667,bekannt::A,билэр,notus
668,berühmt::A,аатырбыт,celeber
669,berühmt::A,аатырбыт,illustris
670,fremd::A,атын,peregrinus
671,verschieden::A,араас,varius
672,nah::A,чугас,propinquus
673,fern::A,ыраах,longinquus
674,linker::A,хаҥас,sinister
675,rechter::A,уҥа,dexter
676,anderer::A,атын,alius
677,erster::A,маҥнайгы,primus
678,zweiter::A,иккис,secundus
679,dritter::A,үһүс,tertius
680,letzter::A,тиһэх,ultimus
681,allein::ADV,соҕотох,solum
682,auf einmal::ADV,биирдэ,simul
683,zusammen::ADV,холбуу,una
684,lange::ADV,уһуннук,diu
685,plötzlich::ADV,эмискэ,subito
686,plötzlich::ADV,эмискэ,repente
687,sofort::ADV,тута,statim
688,später::ADV,хойут,postea
689,jetzt::ADV,билигин,nunc
690,heute::ADV,бүгүн,hodie
691,morgen::ADV,сарсын,cras
692,bald::ADV,өтөр,mox
693,dann::ADV,кэнна,deinde
694,gestern::ADV,бэҕэһээ,heri
695,einst::ADV,биир төгүл,olim
696,einst::ADV,арай биирдэ,olim
697,damals::ADV,оччоҕо,tum
698,danach::ADV,аары,postea
699,danach::ADV,ол кэнниттэн,postea
700,vorher::ADV,урут,antea
701,zuerst::ADV,маҥнай,primo
702,einmal::ADV,биирдэ,semel
703,manchmal::ADV,арыт,interdum
704,oft::ADV,чаастатык,saepe
705,immer::ADV,мэлдьи,semper
706,niemals::ADV,хаһан да,numquam
707,hier::ADV,маныаха,hic
708,hierhin::ADV,бэттэх,huc
709,von hier::ADV,мантан,hinc
710,dort::ADV,онно,ibi
711,dorthin::ADV,онно,eo
712,geradeaus::ADV,быһа,recte
713,geradeaus::ADV,быһаччы,recte
714,vorwärts::ADV,инники,porro
715,rückwärts::ADV,төттөру,retro
716,zurück::ADV,төттөрү,retro
717,unten::ADV,аллара,infra
718,hinab::ADV,аллара,pessum
719,oben::ADV,үөһэ,supra
720,hinauf::ADV,өрө,sursum
721,hinauf::ADV,үөһэ,sursum
722,überall::ADV,бэйдиэ,ubique
723,nicht::ADV,буолбатах,non
724,ein wenig::ADV,кыратык,paulum
725,kaum::ADV,нэһиилэ,vix
726,kaum::ADV,нэһиилэ,aegre
727,sehr::ADV,бэрт,valde
728,sehr::ADV,бэрт,magnopere
729,sehr::ADV,наһаа,valde
730,sehr::ADV,наһаа,magnopere
731,so::ADV,оччо,ita
732,so::ADV,оннук,ita
733,noch::ADV,өссө,etiam
734,nur::ADV,эрэ,solum
735,nur::ADV,эрэ,tantum
736,nur::ADV,сыччах,solum
737,nur::ADV,сыччах,tantum
738,schon::ADV,бэлиэр,iam
739,wieder::ADV,эмиэ,rursus
740,vergebens::ADV,таак,frustra
741,vor::PRP,иннигэр,ante
742,hinter::PRP,кэлин,post
743,unter::PRP,-ҕа,sub
744,unter::PRP,оһох түгэҕэ,sub
745,durch::PRP,курдары,per
746,neben::PRP,аттыгар,iuxta
747,zwischen::PRP,ыккардынан,inter
748,wegen::PRP,уҥуортан,propter
749,dies::PRN,ити,hoc
750,dies::PRN,бу,hoc
751,das::PRN,били,id
752,alles::PRN,барыта,omnia
753,ich::PRN,мин,ego
754,du::PRN,эн,tu
755,er::PRN,кнни,is
756,er::PRN,кнни,ille
757,wir::PRN,биһиги,nos
758,ihr::PRN,эһиги,vos
759,sie::PRN,кинилэр,ii
760,sie::PRN,кинилэр,illi
761,was::FPRN,туох,quid
762,wer::FPRN,ким,quis
763,wo::FADV,ханна,ubi
764,wohin::FADV,ханна,quo
765,wie::FADV,хайдах,quomodo
766,warum::FADV,тоҕо,cur
767,wieviel::FNUM,төһө,quantum
768,eins::NUM,биир,unus
769,zwei::NUM,икки,duo
770,drei::NUM,үс,tres
771,vier::NUM,түөрт,quattuor
772,fünf::NUM,биэс,quinque
773,sechs::NUM,алта,sex
774,sieben::NUM,сэттэ,septem
775,acht::NUM,аҕыс,octo
776,neun::NUM,тоҕус,novem
777,zehn::NUM,уон,decem
778,elf::NUM,уон биир,undecim
