,Concept_ID,es,ab
742,auf einmal::ADV,de una vez,зныкҟьара
743,zusammen::ADV,juntos,аиц...
744,lange::ADV,mucho tiempo,акыраамҭа
745,plötzlich::ADV,de repente,иаалырҟьаны
746,sofort::ADV,en seguida,иаразнакҵәҟьа
747,später::ADV,más tarde,уажəшьҭаншəа
748,jetzt::ADV,ahora,уажәы
749,heute::ADV,hoy,иахьа
750,morgen::ADV,mañana,уаҵәы
751,bald::ADV,pronto,иласны
752,bald::ADV,en breve,иласны
753,dann::ADV,luego,нас
754,dann::ADV,entonces,нас
755,gestern::ADV,ayer,иацы
756,einst::ADV,antaño,зны
757,damals::ADV,entonces,усҟан
758,danach::ADV,después,нас
759,vorher::ADV,antes,уаанӡа
760,zuerst::ADV,primero,азнаказы
761,zuerst::ADV,primero,аҧхьа
762,einmal::ADV,una vez,зны
763,manchmal::ADV,a veces,зны-зынла
764,oft::ADV,a menudo,лассы-лассы
765,oft::ADV,con frecuencia,лассы-лассы
766,immer::ADV,siempre,енагь
767,immer::ADV,siempre,еснагь
768,niemals::ADV,jamás,ианакəызаалак
769,hier::ADV,aquí,ара
770,hier::ADV,aquí,абра
771,hier::ADV,aquí,араҟа
772,hierhin::ADV,acá,ара
773,hierhin::ADV,acá,араҟа
774,von hier::ADV,desde aquí,арантә
775,dort::ADV,ahí,уа
776,dort::ADV,allí,уа
777,dorthin::ADV,allí,уахь
778,dorthin::ADV,allí,анахь
779,dorthin::ADV,hacia allí,уахь
780,dorthin::ADV,hacia allí,анахь
781,geradeaus::ADV,todo derecho,ишиашоу
782,vorwärts::ADV,adelante,ҕхьаҟа
783,rückwärts::ADV,hacia atrás,шьҭахьла
784,zurück::ADV,atrás,шьҭахьҟа
785,unten::ADV,abajo,лбаа
786,hinab::ADV,hacia abajo,алада
787,oben::ADV,arriba,хыхь
788,hinauf::ADV,hacia arriba,аҩада
789,überall::ADV,por todas partes,зегьынцьара
790,nicht::ADV,no,-м
791,ein wenig::ADV,un poco,ҕыҭк
792,kaum::ADV,apenas,аарлаҳәа
793,kaum::ADV,apenas,афергьҳәа
794,sehr::ADV,muy,даара
795,sehr::ADV,mucho,даара
796,so::ADV,tan,ас
797,so::ADV,tan,абас
798,noch::ADV,aún,макьана
799,noch::ADV,todavía,макьана
800,nur::ADV,solamente,заҵәык
801,schon::ADV,ya,уажәшьҭа
802,schon::ADV,ya,аиҳа ипоу
803,wieder::ADV,de nuevo,ҿыц
804,wieder::ADV,de nuevo,дырҩегь
805,wieder::ADV,de nuevo,дырҩегьых
806,vergebens::ADV,en vano,баша
807,vor::PRP,antes de,аҕхьа
808,vor::PRP,delante de,аҕхьа
809,hinter::PRP,tras,нхыҵ
810,hinter::PRP,detrás de,нхыҵ
811,unter::PRP,bajo,амҵа
812,unter::PRP,bajo,амҵан
813,unter::PRP,debajo de,амҵа
814,unter::PRP,debajo de,амҵан
815,durch::PRP,por,
816,durch::PRP,a través de,
817,neben::PRP,al lado de,ааигуара
818,zwischen::PRP,entre,абжьара
819,wegen::PRP,por,-иззы
820,wegen::PRP,por,-ҟнытә
821,wegen::PRP,a causa de,-иззы
822,wegen::PRP,a causa de,-ҟнытә
823,dies::PRN,esto,ари
824,dies::PRN,esto,абри
825,das::PRN,eso,Абни
826,das::PRN,eso,убри
827,das::PRN,esto,Абни
828,das::PRN,esto,убри
829,alles::PRN,todo,зегьы
830,ich::PRN,yo,са
831,ich::PRN,yo,сара
832,du::PRN,tú,бара
833,er::PRN,él,иара
834,wir::PRN,nosotros,ҳара
835,ihr::PRN,vosotros,шәара
836,sie::PRN,ellos,дара
837,was::FPRN,qué,
838,wer::FPRN,quién,дарбан
839,wo::FADV,dónde,иабыкуу
840,wo::FADV,dónde,аба-
841,wo::FADV,dónde,ахь-
842,wohin::FADV,adónde,иабыкуу
843,wohin::FADV,adónde,аба-
844,wohin::FADV,adónde,ахь-
845,wohin::FADV,hacia dónde,иабыкуу
846,wohin::FADV,hacia dónde,аба-
847,wohin::FADV,hacia dónde,ахь-
848,wie::FADV,cómo,-шҕа
849,warum::FADV,por qué,избан
850,wieviel::FNUM,cuánto,заҟа
851,eins::NUM,uno,акы
852,eins::NUM,uno,аӡәы
853,zwei::NUM,dos,ҩба
854,drei::NUM,tres,хҕа
855,vier::NUM,cuatro,ҕшьба
856,fünf::NUM,cinco,хəба
857,sechs::NUM,seis,фба
858,sieben::NUM,siete,Бжьба
859,acht::NUM,ocho,ааба
860,neun::NUM,nueve,жәба
861,zehn::NUM,diez,жәаба
862,elf::NUM,once,жәеизатәи
863,zwölf::NUM,doce,жәаҩа
864,zwanzig::NUM,veinte,ҩажәа
865,dreißig::NUM,treinta,ҩажәижәабатәи
866,vierzig::NUM,cuarenta,ҩынҩажәа
867,fünfzig::NUM,cincuenta,ҩынҩажәеижәаба
868,sechzig::NUM,sesenta,хынҩажәа
869,siebzig::NUM,setenta,хынҩажәижәаба
870,achtzig::NUM,ochenta,ҕшьынҩажәа
871,neunzig::NUM,noventa,ҕшьынҩажәижәаба
872,hundert::NUM,cien,шәкы
873,hundert::NUM,ciento,шәкы
874,tausend::NUM,mil,зқьы
875,und::CNJ,y,-и
876,oder::CNJ,o,ма
877,stehen::V,estar de pie,агылазаара
878,sitzen::V,estar sentado,атəара
879,sitzen::V,estar sentado,атəа(заа)ра
880,liegen::V,yacer,аиара
881,liegen::V,estar acostado,аиара
882,hängen::V,pender,акнаҳара
883,werden::V,hacerse,аҟалара
884,passieren::V,suceder,аҟалара
885,beginnen::V,iniciarse,алагара
886,beginnen::V,principiar,алагара
887,enden::V,acabar,алгара
888,enden::V,terminar,алгара
889,wechseln::V,variar,аҽыҧсахра
890,wechseln::V,alternar,аҽыҧсахра
891,aufgehen[Sonne]::V,salir,агылара
892,aufgehen[Sonne]::V,salir,ахашлара
893,aufgehen[Sonne]::V,salir,аҩаҵхахара
894,untergehen[Sonne]::V,ponerse,аҭашəара
895,untergehen[Sonne]::V,descender,аҭашəара
896,scheinen[Sonne]::V,brillar,акаҧхара
897,donnern::V,tronar,адыдра
898,wehen::V,soplar,асра
899,strömen::V,afluir,акаҭəара
900,fließen::V,fluir,ацара
901,fließen::V,correr,ацара
902,sich drehen::V,girar,ахагьежьра
903,schwanken::V,vacilar,аҵысра
904,schwingen::V,oscilar,ахызазара
905,schwingen::V,oscilar,акьаандара
906,fallen::V,caer,акаҳара
907,brennen::V,arder,абылра
908,brennen::V,quemar,абылра
909,rauchen::V,humear,ахылҵра
910,rauchen::V,echar humo,ахылҵра
911,regnen::V,llover,аура
912,gefrieren::V,helarse,аҵаара
913,tauen::V,deshelarse,аӡҭра
914,schmelzen::V,fundirse,ақəӡыҭра
915,schmelzen::V,fundirse,аҭəара
916,schmelzen::V,derretirse,ақəӡыҭра
917,schmelzen::V,derretirse,аҭəара
918,trocknen::V,secarse,абара
919,sieden::V,hervir,ашра
920,faulen::V,pudrirse,абаара
921,verfaulen::V,pudrirse,абаара
922,verfaulen::V,pudrirse,аилашра
923,reißen::V,romperse,аҧжəара
924,versinken::V,hundirse,аӡааҟəрылара
925,vergehen::V,pasar,ацара
926,erscheinen::V,aparecer,ацəырҵра
927,verschwinden::V,desaparecer,аҵашəкəара
928,sinken::V,bajar,атəара
929,sinken::V,bajar,алаҟəра
930,abnehmen::V,decrecer,ацӡаара
931,abnehmen::V,decrecer,аиҵалара
932,abnehmen::V,disminuir,ацӡаара
933,abnehmen::V,disminuir,аиҵалара
934,zunehmen::V,crecer,аҽырҭбаара
935,zunehmen::V,crecer,аиҵыҵра
936,zunehmen::V,crecer,арацəахара
937,zunehmen::V,aumentar,аҽырҭбаара
938,zunehmen::V,aumentar,аиҵыҵра
939,zunehmen::V,aumentar,арацəахара
940,steigen::V,subir,азҳара
941,steigen::V,subir,ашьҭыҵра
942,steigen::V,subir,адухара
943,steigen::V,subir,ацлара
944,steigen::V,ascender,азҳара
945,steigen::V,ascender,ашьҭыҵра
946,steigen::V,ascender,адухара
947,steigen::V,ascender,ацлара
948,wachsen::V,crecer,азҳара
949,glänzen::V,brillar,ацыр-цырра
950,glänzen::V,brillar,ацыҩ-цыҩра
951,glänzen::V,brillar,аказказра
952,glänzen::V,resplandecer,ацыр-цырра
953,glänzen::V,resplandecer,ацыҩ-цыҩра
954,glänzen::V,resplandecer,аказказра
955,funkeln::V,chispear,ашап-шапра
956,funkeln::V,chispear,ацым-цымра
957,lärmen::V,hacer ruido,ашьҭыбжьгара
958,lärmen::V,hacer ruido,аҕьҕьаҳәа аилалара
959,läuten::V,sonar,аҵəҵəасра
960,läuten::V,repicar,аҵəҵəасра
961,klingeln::V,tocar el timbre,аҵəҵəасра
962,klirren::V,tintinear,ахьархьарра
963,klirren::V,tintinear,архьархьарра
964,brausen::V,zumbar,аилаҽҽара
965,brausen::V,zumbar,еилашуера
966,rauschen::V,murmurar,
967,klingen::V,sonar,агара
968,klingen::V,sonar,ашьҭыбжь гара
969,bellen::V,ladrar,ашра
970,heulen::V,ulular,ауура
971,blasen::V,soplar,аҭəҳəара
972,pfeifen::V,silbar,ашəшəра
973,schreien::V,gritar,аҳəҳəара
974,schreien::V,gritar,ахəаара
975,schreien::V,gritar,аҟаара
976,stöhnen::V,gemir,ақьра
977,zittern::V,temblar,аҵыс-ҵысра
978,leben::V,vivir,аҟазаара
979,geboren werden::V,nacer,Аира
980,atmen::V,respirar,аҕсыҕ лагаҩагара
981,trinken::V,beber,ажəра
982,essen::V,comer,акрыфара
983,schlucken::V,tragar,албаадара
984,müde werden::V,cansarse,ааҕсара
985,müde werden::V,fatigarse,ааҕсара
986,einschlafen::V,dormirse,ацəара
987,schlafen::V,dormir,ацəазаара
988,aufwachen::V,despertarse,аҿыхара
989,aufstehen::V,levantarse,Агəылҵра
990,sich erholen::V,reposar,аҧсшьара
991,sich erholen::V,descansar,аҧсшьара
992,krank werden::V,caer enfermo,ачмазаҩхара
993,krank sein::V,estar enfermo,аҳəарҧсарра
994,schmerzen::V,doler,ахьра
995,husten::V,toser,аимҳәара
996,genesen::V,convalecer,абзиахара
997,genesen::V,convalecer,аӷəӷəахара
998,genesen::V,restablecerse,абзиахара
999,genesen::V,restablecerse,аӷəӷəахара
1000,sterben::V,morir,аҧсра
1001,umkommen::V,perecer,аҭахара
1002,sich bewegen::V,moverse,аиҭаҵра
1003,sich rühren::V,rebullir,ақəацара
1004,sich erheben::V,levantarse,аҩагылара
1005,sich setzen::V,sentarse,атəара
1006,hinfallen::V,caerse,акаҳара
1007,laufen::V,andar,аныҟəара
1008,schreiten::V,proceder,ашьаҿа еихгара
1009,spazierengehen::V,pasear,анеи-ааира
1010,spazierengehen::V,pasearse,анеи-ааира
1011,eilen::V,correr prisa,аццакра
1012,sich beeilen::V,darse prisa,аццакра
1013,sausen::V,correr,аҧырра
1014,sausen::V,correr,иҭрысны
1015,sausen::V,correr,ишьҭҟьаны ацара
1016,rennen::V,correr,аҩра
1017,springen::V,saltar,аҧара
1018,klettern::V,trepar,ақəлара
1019,klettern::V,escalar,ақəлара
1020,schaukeln::V,bambolearse,аҟəараҟəанҽара
1021,kriechen::V,reptar,аҳəазара
1022,kriechen::V,arrastrarse,аҳəазара
1023,schwimmen::V,nadar,аӡсара
1024,tauchen::V,bucear,ахəӡааҵəира
1025,tauchen::V,sumergirse,ахəӡааҵəира
1026,rudern::V,remar,аҵшьра
1027,fahren::V,ir,акала
1028,fliegen::V,volar,аҧырра
1029,gehen::V,ir,аиҭаҵра
1030,gehen::V,andar,аиҭаҵра
1031,weggehen::V,irse,ацара
1032,weggehen::V,marcharse,ацара
1033,abfahren::V,salir,адəықəлара
1034,abfahren::V,salir,ацара
1035,abfahren::V,partir,адəықəлара
1036,abfahren::V,partir,ацара
1037,anhalten::V,parar,ааныргылара
1038,anhalten::V,pararse,ааныргылара
1039,hineingehen::V,entrar,аҭалара
1040,eintreten::V,entrar,аҩналара
1041,kommen::V,venir,аара
1042,kommen::V,venir,ааира
1043,ankommen::V,llegar,ааира
1044,ankommen::V,llegar,аара
1045,ankommen::V,llegar,анеира
1046,zurückkommen::V,volver,азыхынҳəра
1047,zurückkommen::V,regresar,азыхынҳəра
1048,bleiben::V,quedarse,аанхара
1049,bleiben::V,quedarse,анхара
1050,bleiben::V,quedarse,аангылара
1051,warten::V,esperar,азҧшзаара
1052,erwarten::V,esperar,азҧшра
1053,suchen::V,buscar,ашьҭазаара
1054,finden::V,hallar,аҧшаара
1055,finden::V,encontrar,аҧшаара
1056,versuchen::V,intentar,аҽазкра
1057,vorbereiten::V,preparar,армазеира
1058,lieben::V,amar,абзиабара
1059,lieben::V,querer,абзиабара
1060,mögen::V,querer,агəаҧхара
1061,lachen::V,reír,аччара
1062,rühren::V,conmover,арҵəуара
1063,weinen::V,llorar,аҵəуара
1064,schimpfen::V,regañar,ацəҳара
1065,sich ärgern::V,enfadarse,агəаара
1066,sich fürchten::V,tener miedo,аӡыӡара
1067,fürchten::V,temer,ацəшəара
1068,fürchten::V,tener miedo a,ацəшəара
1069,fliehen::V,huir,абналара
1070,fliehen::V,huir,ацəцара
1071,flüchten::V,escaparse,абналара
1072,flüchten::V,escaparse,ацəцара
1073,sehen::V,ver,абара
1074,anschauen::V,mirar,ахəаҧшра
1075,ansehen::V,mirar,ахəаҧшра
1076,hören::V,oír,аҳара
1077,zuhören::V,escuchar,азыӡырҩра
1078,probieren::V,probar,аҧышəара
1079,probieren::V,degustar,аҧышəара
1080,riechen::V,oler,афыҩра
1081,fühlen::V,sentir,анырра
1082,fühlen::V,sentir,ацәакырра
1083,scheinen::V,parecer,шәа
1084,scheinen::V,parecer,аацәырҵа
1085,zu sehen sein::V,poder verse,
1086,vernehmen::V,oír,аҳара
1087,vernehmen::V,percibir,аҳара
1088,frieren::V,tener frío,ашəра
1089,frieren::V,tener frío,аҵаара
1090,tun::V,hacer,аҟаҵара
1091,können::V,poder,алшара
1092,wollen::V,querer,аҭахра
1093,anfangen::V,iniciar,алагара
1094,beenden::V,acabar,алгара
1095,beenden::V,terminar,алгара
1096,aufhören::V,cesar,аҟəыҵра
1097,gelingen::V,salir bien,аура
1098,gelingen::V,salir bien,аманшəалахара
1099,gelingen::V,salir bien,алҵра
1100,geraten::V,salir,нзаарын
1101,geraten::V,dar resultado,нзаарын
1102,öffnen::V,abrir,аартра
1103,schließen::V,cerrar,аркра
1104,stellen::V,poner,аргылара
1105,stellen::V,colocar,аргылара
1106,setzen::V,poner,артəара
1107,setzen::V,colocar,артəара
1108,legen::V,poner,ақəҵара
1109,berühren::V,tocar,акьысра
1110,berühren::V,tocar,алакьысра
1111,verbinden::V,unir,аҿаҳəара
1112,verbinden::V,juntar,аҿаҳəара
1113,bedecken::V,tapar,ақəршəра
1114,bedecken::V,cubrir,ақəршəра
1115,aufhängen::V,colgar,акнаҳара
1116,anzünden::V,encender,аркра
1117,aufheben::V,recoger,ашьҭыхра
1118,zurücklassen::V,dejar,аныжьра
1119,verlieren::V,perder,ацəыӡра
1120,fallen lassen::V,dejar caer,ацəкаҳара
1121,machen::V,hacer,ачаҧара
1122,herstellen::V,fabricar,аиҵдара
1123,bauen::V,construir,аргылара
1124,reparieren::V,reparar,арҽеира
1125,verbessern::V,mejorar,аиҕьтəра
1126,ändern::V,mudar,аҧсахра
1127,ändern::V,modificar,аҧсахра
1128,graben::V,cavar,ажра
1129,beugen::V,doblar,арҟəра
1130,beugen::V,doblar,архəара
1131,beugen::V,inclinar,арҟəра
1132,beugen::V,inclinar,архəара
1133,biegen::V,doblar,арҟəра
1134,biegen::V,doblar,архəара
1135,drehen::V,volver,аргьежьра
1136,drehen::V,hacer girar,аргьежьра
1137,wenden::V,volver,
1138,umdrehen::V,revolver,аарҳәра
1139,heben::V,levantar,аҩахара
1140,heben::V,levantar,араҳара
1141,hochheben::V,alzar,ахагалара
1142,hochheben::V,alzar,ашьҭҳəара
1143,ergreifen::V,coger,
1144,halten::V,tener,акра
1145,drücken::V,apretar,ақəрӷəӷəара
1146,schieben::V,empujar,аҵгəара
1147,schieben::V,empujar,агəара
1148,kratzen::V,rascar,ацəҟьара
1149,lecken::V,lamer,арбзара
1150,beißen::V,morder,ацҳара
1151,abreißen::V,arrancar,амжəара
1152,abschneiden::V,cortar,ахҵəара
1153,abschneiden::V,cortar,аҿахҵəара
1154,binden::V,atar,аҿаҳəара
1155,stecken::V,meter,алаҵара
1156,brechen::V,romper,аҧҵəара
1157,brechen::V,quebrar,аҧҵəара
1158,klopfen::V,golpear,асра
1159,hauen::V,pegar,ақəкшара
1160,kleben::V,pegar,аҷабра
1161,kleben::V,encolar,аҷабра
1162,reiben::V,frotar,арҟəыҷра
1163,streichen::V,untar,ахьшьра
1164,streichen::V,recubrir,ахьшьра
1165,schleifen::V,afilar,ахра
1166,schneiden::V,cortar,аҧҟара
1167,rütteln::V,agitar,арҵысра
1168,schütteln::V,agitar,аршəшəара
1169,schütteln::V,sacudir,аршəшəара
1170,schwenken::V,menear,аҟьара
1171,schütten::V,verter,аҭаҭəара
1172,füllen::V,llenar,арҭəра
1173,einwickeln::V,envolver,алаҳəара
1174,tragen::V,llevar,аҩагара
1175,schleppen::V,arrastrar,арҳəазара
1176,ziehen::V,tirar,ахара
1177,aufbewahren::V,conservar,аҵəахра
1178,werfen::V,echar,аршəра
1179,werfen::V,lanzar,аршəра
1180,fangen::V,coger,акра
1181,packen::V,agarrar,анкра
1182,packen::V,agarrar,аҵкаара
1183,verstecken::V,esconder,аҵəахра
1184,teilen::V,partir,ашара
1185,teilen::V,dividir,ашара
1186,schicken::V,enviar,ашьҭра
1187,bringen::V,traer,аагара
1188,hinzufügen::V,añadir,ацҵара
1189,bekommen::V,obtener,аҧшаара
1190,bekommen::V,obtener,архиара
1191,bekommen::V,obtener,аура
1192,bekommen::V,conseguir,аҧшаара
1193,bekommen::V,conseguir,архиара
1194,bekommen::V,conseguir,аура
1195,erhalten::V,recibir,аиура
1196,nehmen::V,tomar,агара
1197,wählen::V,elegir,алҧшаара
1198,auswählen::V,escoger,алхра
1199,auswählen::V,seleccionar,алхра
1200,bewahren::V,guardar,
1201,bewahren::V,preservar,
1202,behindern::V,estorbar,аҧырхагахара
1203,behindern::V,obstaculizar,аҧырхагахара
1204,verderben::V,estropear,алгара
1205,verderben::V,estropear,абжьыхра
1206,verderben::V,estropear,аҧхасҭатəра
1207,beschädigen::V,deteriorar,аҧхасҭатəра
1208,zerbrechen::V,romper,аҧҽра
1209,zerbrechen::V,quebrar,аҧҽра
1210,zerreißen::V,desgarrar,аҧжəара
1211,zerreißen::V,despedazar,аҧжəара
1212,zerstören::V,destruir,аилаҧыххаара
1213,zerstören::V,destrozar,аилаҧыххаара
1214,verbrennen::V,quemar,абылра
1215,geben::V,dar,аҭара
1216,reichen::V,pasar,аҭара
1217,schenken::V,regalar,аҩгара
1218,versprechen::V,prometer,ақəргəыӷра
1219,wünschen::V,desear,
1220,loben::V,alabar,арҽхəара
1221,küssen::V,besar,агəӡра
1222,wiegen::V,mecer,
1223,zudecken::V,tapar,аҵахҩара
1224,zudecken::V,tapar,ақəршəра
1225,zudecken::V,cubrir,аҵахҩара
1226,zudecken::V,cubrir,ақəршəра
1227,wecken::V,despertar,арҿыхара
1228,zeigen::V,mostrar,арбара
1229,führen::V,guiar,аныҟəгара
1230,führen::V,conducir,аныҟəгара
1231,lehren::V,enseñar,арҵара
1232,lehren::V,instruir,арҵара
1233,unterrichten::V,enseñar,арҧхьара
1234,aufziehen::V,criar,ааӡара
1235,leiten::V,guiar,ахагылазаара
1236,leiten::V,dirigir,ахагылазаара
1237,antreiben::V,impeler,арццакра
1238,antreiben::V,impulsar,арццакра
1239,lassen::V,hacer,арҟаҵара
1240,einladen::V,invitar,ааҕхьара
1241,einladen::V,invitar,анаҧхьара
1242,vereinigen::V,unir,аилаҵара
1243,besuchen::V,visitar,абара
1244,besuchen::V,ir a ver,абара
1245,treffen::V,encontrar,аҧылара
1246,sich versammeln::V,reunirse,аизара
1247,sich versammeln::V,congregarse,аизара
1248,spielen::V,jugar,ахəмарра
1249,singen::V,cantar,ашəаҳəара
1250,tanzen::V,bailar,акəашара
1251,sich trennen::V,separarse,аилыҵра
1252,verlassen::V,dejar,акажьра
1253,verlassen::V,abandonar,акажьра
1254,retten::V,salvar,Аиқəрхара
1255,bewachen::V,vigilar,ахьчара
1256,schützen::V,proteger,ацəыхьчара
1257,verteidigen::V,defender,ахьчара
1258,sich schlagen::V,batirse,аисра
1259,schießen::V,tirar,ахысра
1260,schießen::V,disparar,ахысра
1261,siegen::V,vencer,аиааира
1262,ärgern::V,enojar,аргəаара
1263,ärgern::V,enfadar,аргəаара
1264,schlagen::V,pegar,асра
1265,schlagen::V,pegar,аҭасра
1266,schlagen::V,golpear,асра
1267,schlagen::V,golpear,аҭасра
1268,treten::V,dar una patada a,
1269,stechen::V,pinchar,алакшара
1270,stoßen::V,empujar,агəҭасра
1271,stehlen::V,robar,аӡара
1272,stehlen::V,hurtar,аӡара
1273,stören::V,molestar,аҧырхагахара
1274,belästigen::V,molestar,аргəамҵра
1275,belästigen::V,importunar,аргəамҵра
1276,verbergen::V,ocultar,аӡара
1277,verbergen::V,esconder,аӡара
1278,täuschen::V,engañar,ажьара
1279,betrügen::V,engañar,ажьара
1280,töten::V,matar,ашьра
1281,wohnen::V,vivir,анхара
1282,wohnen::V,habitar,анхара
1283,arbeiten::V,trabajar,аусура
1284,sammeln::V,recoger,аҟəшəара
1285,sammeln::V,coleccionar,аҟəшəара
1286,pflücken::V,coger,аҿыршəара
1287,pflücken::V,coger,аҿыхра
1288,jagen::V,cazar,ашəарыцара
1289,fischen::V,pescar,аҧсыӡ икуеит
1290,fassen::V,atrapar,акра
1291,fassen::V,capturar,акра
1292,hüten::V,guardar,арҳəра
1293,hüten::V,guardar,ахьчара
1294,treiben::V,aballar,акацара
1295,anbinden::V,atar,адҳəалара
1296,füttern::V,echar de comer,акырҿаҵара
1297,melken::V,ordeñar,ахьара
1298,hacken::V,picar,аҟəаҟəара
1299,hacken::V,cortar,аҟəаҟəара
1300,gießen::V,regar,аҵаҭəара
1301,reifen::V,madurar,ашəра
1302,reifen::V,madurar,аҟалара
1303,zubereiten::V,preparar,ацура
1304,kochen::V,cocer,ажəра
1305,kochen::V,guisar,ажəра
1306,backen::V,hornear,аӡра
1307,backen::V,cocer al horno,аӡра
1308,braten::V,asar,аӡра
1309,braten::V,freír,аӡра
1310,umrühren::V,remover,аилрыхра
1311,stricken::V,hacer punto,аҧара
1312,stricken::V,hacer calceta,аҧара
1313,nähen::V,coser,аӡахра
1314,färben::V,teñir,ашəра
1315,färben::V,colorear,ашəра
1316,reinigen::V,limpiar,арыцқьара
1317,waschen::V,lavar,аӡәӡәара
1318,abwischen::V,fregar,арбара
1319,abwischen::V,limpiar,арбара
1320,spülen::V,aclarar,аҭыршара
1321,spülen::V,enjuagar,аҭыршара
1322,fegen::V,barrer,аҧссара
1323,fegen::V,pasar la escoba,аҧссара
1324,kehren::V,barrer,
1325,baden::V,bañarse,аҽыкəабара
1326,sich waschen::V,lavarse,аҽыӡəӡəара
1327,ausziehen::V,quitar,ашəыхра
1328,ausziehen::V,quitarse,ашəыхра
1329,anziehen::V,ponerse,ашəҵара
1330,sich anziehen::V,vestirse,аҽеилаҳəара
1331,kämmen::V,peinar,аҳəара
1332,schmücken::V,adornar,арҧшӡара
1333,sagen::V,decir,аҳəара
1334,sprechen::V,hablar,ацəажəара
1335,reden::V,hablar,ацəажəара
1336,reden::V,hablar,аицәажәара
1337,reden::V,conversar,ацəажəара
1338,reden::V,conversar,аицәажәара
1339,sich unterhalten::V,charlar,аицәажәара
1340,sich unterhalten::V,conversar,аицәажәара
1341,fragen::V,preguntar,азҵаара
1342,bitten::V,rogar,аҳəара
1343,erzählen::V,contar,аҳəара
1344,mitteilen::V,comunicar,азыцҳара
1345,mitteilen::V,participar,азыцҳара
1346,nennen::V,llamar,ахьӡҵара
1347,nennen::V,nombrar,ахьӡҵара
1348,rufen::V,llamar,азҿыҭра
1349,prahlen::V,jactarse,аҽхəара
1350,übersetzen::V,traducir,аиҭагара
1351,denken::V,pensar,азхəыцра
1352,glauben::V,creer,ахаҵара
1353,bemerken::V,notar,агəаҭара
1354,erkennen::V,reconocer,адырра
1355,begreifen::V,concebir,аилкаара
1356,verstehen::V,entender,аҳара
1357,verstehen::V,comprender,аҳара
1358,lernen::V,aprender,аҵара
1359,wissen::V,saber,адырра
1360,sich erinnern an::V,recordar,агəаларшəара
1361,sich erinnern an::V,acordarse de,агəаларшəара
1362,vergessen::V,olvidar,ахашҭра
1363,messen::V,medir,ашəара
1364,zählen::V,contar,аҧхьаӡара
1365,rechnen::V,contar,аҳасабра
1366,rechnen::V,calcular,аҳасабра
1367,lesen::V,leer,аҧхьара
1368,malen::V,pintar,
1369,zeichnen::V,dibujar,
1370,schreiben::V,escribir,
1371,besitzen::V,poseer,амазаара
1372,kaufen::V,comprar,Аахəара
1373,verkaufen::V,vender,аҭира
1374,bezahlen::V,pagar,ахҭынҵара
1375,bezahlen::V,pagar,ашəара
1376,zahlen::V,pagar,ашəара
1377,beherrschen::V,dominar,
1378,ertragen::V,soportar,ачҳара
