,Concept_ID,zh,eu
850,sitzen::V,坐,eserita egon
851,liegen::V,躺着,etzan
852,hängen::V,挂着,eskegita egon
853,hängen::V,挂着,zintzilik egon
854,werden::V,成为,bihurtu
855,werden::V,成为,bilakatu
856,passieren::V,发生,pasatu
857,passieren::V,发生,gertatu
858,beginnen::V,开始,hasi
859,enden::V,终止,bukatu
860,wechseln::V,变迁,aldatu
861,aufgehen[Sonne]::V,升起,ilki
862,aufgehen[Sonne]::V,升起,sortu
863,untergehen[Sonne]::V,下落,sartu
864,scheinen[Sonne]::V,照射,eguzkia egon
865,donnern::V,打雷,trumoia jo
866,wehen::V,飘扬,haizea ibili
867,strömen::V,流,zorrotadaka isuri
868,fließen::V,流动,isuri
869,sich drehen::V,转动,biratu
870,schwanken::V,摇摆,zabuka ibili
871,schwingen::V,摇,kulunkatu
872,fallen::V,坠落,erori
873,brennen::V,燃烧,sutan egon
874,rauchen::V,冒烟,kea bota
875,regnen::V,下雨,euria ari izan
876,gefrieren::V,结冰,izoztu
877,gefrieren::V,结冰,hormatu
878,tauen::V,融化,gesaldu
879,schmelzen::V,溶化,urtu
880,trocknen::V,变干,idortu
881,trocknen::V,变干,lehortu
882,sieden::V,煮,irakin
883,faulen::V,腐烂,hirotu
884,faulen::V,腐烂,usteldu
885,verfaulen::V,腐烂,hirotu
886,verfaulen::V,腐烂,usteldu
887,reißen::V,撕,eten
888,reißen::V,撕,tarrat egin
889,versinken::V,下沉,urperatu
890,vergehen::V,流逝,iragan
891,erscheinen::V,出现,agertu
892,verschwinden::V,消失,desagertu
893,sinken::V,下降,beheititu
894,abnehmen::V,减少,gutxitu
895,abnehmen::V,减少,beheratu
896,zunehmen::V,增加,gora egin
897,steigen::V,上升,igo
898,wachsen::V,生长,hazi
899,glänzen::V,发光,distiratu
900,funkeln::V,闪烁,izarniatu
901,lärmen::V,吵闹,zarata atera
902,läuten::V,响,jo
903,läuten::V,响,hots egin
904,klingeln::V,按铃,txirrina jo
905,brausen::V,疾驶,marru egin
906,klingen::V,听起来,soinu egin
907,bellen::V,吠,zaunkatu
908,heulen::V,嗥,ulu egin
909,heulen::V,嗥,uhuri egin
910,blasen::V,吹,ufa egin
911,blasen::V,吹,putz egin
912,pfeifen::V,吹口哨,txistu egin
913,schreien::V,叫喊,oihu egin
914,schreien::V,叫喊,garrasi egin
915,stöhnen::V,呻吟,intziri egin
916,zittern::V,颤抖,ikara egin
917,zittern::V,颤抖,dar-dar egin
918,leben::V,生存,bizi izan
919,geboren werden::V,出生,jaio
920,atmen::V,呼吸,hats egin
921,atmen::V,呼吸,arnasa egin
922,trinken::V,喝,edan
923,essen::V,吃,jan
924,schlucken::V,咽,irentsi
925,müde werden::V,疲倦,unatu
926,müde werden::V,疲倦,nekatu
927,einschlafen::V,入睡,lokartu
928,schlafen::V,睡觉,lo egin
929,aufwachen::V,睡醒,esnatu
930,aufwachen::V,睡醒,atzarri
931,aufstehen::V,起床,jaiki
932,sich erholen::V,休养,atseden egin
933,krank werden::V,生病,gaixotu
934,krank sein::V,生病,eri izan
935,krank sein::V,生病,gaixo izan
936,schmerzen::V,疼痛,min egin
937,husten::V,咳,eztul egin
938,genesen::V,痊愈,osatu
939,sterben::V,死,hil
940,sterben::V,死,zendu
941,umkommen::V,丧命,istripuz hil
942,sich bewegen::V,移动,higitu
943,sich rühren::V,动弹,zirkin egin
944,sich erheben::V,站起,zutitu
945,sich erheben::V,站起,altxatu
946,sich setzen::V,坐,eseri
947,sich setzen::V,坐,jesarri
948,hinfallen::V,跌倒,erori
949,laufen::V,步行,ibili
950,schreiten::V,迈步,oinkatu
951,spazierengehen::V,散步,paseatu
952,spazierengehen::V,散步,ostera bat egin
953,eilen::V,急忙,lasterkatu
954,sich beeilen::V,赶快,lehiatu
955,sausen::V,疾驰,ziztu bizian joan
956,rennen::V,奔跑,lasterka egin
957,springen::V,跳,jauzi egin
958,klettern::V,攀缘,igo
959,schaukeln::V,荡秋千,zabu egin
960,schaukeln::V,荡秋千,zanbulu egin
961,kriechen::V,爬行,narras egin
962,schwimmen::V,游泳,igerikatu
963,schwimmen::V,游泳,igeri egin
964,tauchen::V,潜水,murgildu
965,tauchen::V,潜水,pulunpatu
966,rudern::V,划船,bogatu
967,rudern::V,划船,arraun egin
968,fahren::V,行驶,joan
969,fliegen::V,飞,hegaldatu
970,fliegen::V,飞,hegan egin
971,gehen::V,走,joan
972,weggehen::V,离去,alde egin
973,abfahren::V,出发,abiatu
974,anhalten::V,停住,geratu
975,anhalten::V,停住,gelditu
976,hineingehen::V,进去,sartu
977,eintreten::V,进入,sartu
978,kommen::V,来,etorri
979,ankommen::V,到达,heldu
980,ankommen::V,到达,iritsi
981,zurückkommen::V,回来,itzuli
982,bleiben::V,停留,gelditu
983,warten::V,等,itxaron
984,warten::V,等,zain egon
985,erwarten::V,等候,iguriki
986,suchen::V,找,bilatu
987,finden::V,找到,idoro
988,finden::V,找到,aurkitu
989,versuchen::V,尝试,saiatu
990,versuchen::V,尝试,ahalegindu
991,vorbereiten::V,预备,gertatu
992,lieben::V,爱,maitatu
993,lieben::V,爱,maite izan
994,mögen::V,喜欢,laket izan
995,mögen::V,喜欢,atsegin izan
996,lachen::V,笑,irri egin
997,lachen::V,笑,barre egin
998,weinen::V,哭,negar egin
999,schimpfen::V,骂,erneguka ari izan
1000,sich ärgern::V,生气,ernegatu
1001,sich ärgern::V,生气,haserretu
1002,sich fürchten::V,害怕,beldur izan
1003,fürchten::V,害怕,beldur izan
1004,fliehen::V,逃走,ihes egin
1005,flüchten::V,逃跑,ihes egin
1006,sehen::V,看,ikusi
1007,anschauen::V,注视,begietsi
1008,ansehen::V,注视,begiratu
1009,hören::V,听,aditu
1010,zuhören::V,倾听,entzun
1011,probieren::V,尝,dastatu
1012,riechen::V,闻,usnatu
1013,riechen::V,闻,usaindu
1014,fühlen::V,感到,sentitu
1015,scheinen::V,照耀,iruditu
1016,scheinen::V,照耀,begitandu
1017,zu sehen sein::V,可以看到,azaldu
1018,vernehmen::V,审讯,aditu
1019,frieren::V,觉得冷,hotz izan
1020,tun::V,作,egin
1021,können::V,能,ahal izan
1022,wollen::V,要,nahi izan
1023,anfangen::V,开始,hasi
1024,beenden::V,结束,bukatu
1025,aufhören::V,停止,utzi
1026,gelingen::V,成功,lortu
1027,geraten::V,陷于,heldu
1028,öffnen::V,打开,ireki
1029,öffnen::V,打开,zabaldu
1030,schließen::V,关,itxi
1031,stellen::V,放,ipini
1032,setzen::V,放,jesarri
1033,legen::V,摆,jarri
1034,berühren::V,触,ukitu
1035,verbinden::V,联结,uztartu
1036,bedecken::V,覆盖,estali
1037,aufhängen::V,挂,eseki
1038,aufhängen::V,挂,eskegi
1039,anzünden::V,点,piztu
1040,aufheben::V,拾起,jaso
1041,zurücklassen::V,遗留,atzean utzi
1042,verlieren::V,丧失,galdu
1043,fallen lassen::V,让掉下,erortzen utzi
1044,machen::V,做,egin
1045,herstellen::V,生产,ekoiztu
1046,bauen::V,建造,eraiki
1047,reparieren::V,修理,konpondu
1048,verbessern::V,改进,hobetu
1049,ändern::V,改变,mudatu
1050,graben::V,挖,aitzurtu
1051,beugen::V,弯下,makurtu
1052,biegen::V,弯,malgutu
1053,biegen::V,弯,makolatu
1054,drehen::V,转动,jiratu
1055,wenden::V,转动,bihurtu
1056,umdrehen::V,转动,biratu
1057,umdrehen::V,转动,alderantzikatu
1058,heben::V,举起,jaso
1059,heben::V,举起,goratu
1060,hochheben::V,抬高,goratu
1061,hochheben::V,抬高,altxatu
1062,ergreifen::V,抓住,oratu
1063,halten::V,拿着,eutsi
1064,drücken::V,压,sakatu
1065,schieben::V,推,bultzatu
1066,kratzen::V,搔,hatz egin
1067,kratzen::V,搔,hazka egin
1068,lecken::V,舔,miaztu
1069,lecken::V,舔,lamikatu
1070,beißen::V,咬,hozka egin
1071,beißen::V,咬,ausiki egin
1072,abreißen::V,撕下,kendu
1073,abschneiden::V,切断,moztu
1074,abschneiden::V,切断,pikatu
1075,binden::V,捆,lotu
1076,binden::V,捆,estekatu
1077,stecken::V,插,sartu
1078,brechen::V,断裂,apurtu
1079,klopfen::V,敲,jo
1080,hauen::V,揍,jo
1081,kleben::V,粘,itsatsi
1082,reiben::V,摩擦,igurtzi
1083,streichen::V,涂,igurtzi
1084,schleifen::V,拖曳,zorroztu
1085,schneiden::V,切,moztu
1086,rütteln::V,颠簸,astindu
1087,rütteln::V,颠簸,inarrosi
1088,schütteln::V,摇动,astindu
1089,schütteln::V,摇动,inarrosi
1090,schwenken::V,摇动,zabukatu
1091,schütten::V,倒,isuri
1092,füllen::V,填满,bete
1093,einwickeln::V,包,bildu
1094,tragen::V,提,eroan
1095,tragen::V,提,eraman
1096,schleppen::V,扛,narrastu
1097,schleppen::V,扛,herrestatu
1098,ziehen::V,拉,tira egin
1099,aufbewahren::V,保存,gorde
1100,werfen::V,扔,jaurti
1101,werfen::V,扔,aurtiki
1102,fangen::V,捕捉,atzeman
1103,packen::V,抓住,heldu
1104,verstecken::V,藏,ostendu
1105,verstecken::V,藏,ezkutatu
1106,teilen::V,分,zatitu
1107,schicken::V,派遣,bidali
1108,bringen::V,带来,ekarri
1109,hinzufügen::V,添加,eratxiki
1110,hinzufügen::V,添加,gaineratu
1111,bekommen::V,得到,jaso
1112,erhalten::V,接到,jaso
1113,nehmen::V,拿,hartu
1114,wählen::V,挑选,hautatu
1115,wählen::V,挑选,aukeratu
1116,auswählen::V,选择,hautatu
1117,auswählen::V,选择,aukeratu
1118,bewahren::V,保持,begiratu
1119,behindern::V,防碍,oztopatu
1120,verderben::V,败坏,hondatu
1121,beschädigen::V,损坏,akastu
1122,zerbrechen::V,破碎,apurtu
1123,zerreißen::V,撕碎,zarratatu
1124,zerstören::V,毁坏,suntsitu
1125,verbrennen::V,燃烧,erre
1126,verbrennen::V,燃烧,kiskali
1127,geben::V,给,eman
1128,reichen::V,递给,luzatu
1129,reichen::V,递给,helarazi
1130,schenken::V,赠送,oparitu
1131,versprechen::V,许诺,agindu
1132,wünschen::V,祝,opatu
1133,wünschen::V,祝,opetsi
1134,loben::V,表扬,laudatu
1135,loben::V,表扬,goraipatu
1136,küssen::V,亲,musu eman
1137,wiegen::V,轻摇,kulunkatu
1138,zudecken::V,盖上,estali
1139,wecken::V,唤起,esnatu
1140,wecken::V,唤起,iratzartu
1141,zeigen::V,指,erakutsi
1142,führen::V,带领,gidatu
1143,lehren::V,教,irakatsi
1144,unterrichten::V,讲课,eskolak eman
1145,aufziehen::V,抚养,hazi
1146,leiten::V,领导,arteztu
1147,antreiben::V,催促,bulkatu
1148,lassen::V,让,-arazi
1149,einladen::V,邀请,gonbidatu
1150,vereinigen::V,统一,batu
1151,vereinigen::V,统一,bateratu
1152,besuchen::V,参观,ikustatu
1153,treffen::V,会面,topatu
1154,sich versammeln::V,聚集,bildu
1155,spielen::V,玩,jolastu
1156,singen::V,唱歌,abestu
1157,singen::V,唱歌,kantatu
1158,tanzen::V,跳舞,dantzatu
1159,tanzen::V,跳舞,dantzan egin
1160,sich trennen::V,分别,banandu
1161,verlassen::V,离开,utzietsi
1162,retten::V,救,salbatu
1163,retten::V,救,gaizkatu
1164,bewachen::V,守卫,jagon
1165,bewachen::V,守卫,zaindu
1166,schützen::V,保护,babestu
1167,schützen::V,保护,gerizatu
1168,verteidigen::V,保卫,aldeztu
1169,sich schlagen::V,打架,elkar jo
1170,sich schlagen::V,打架,elkar borrokatu
1171,schießen::V,射击,tiro egin
1172,siegen::V,获胜,irabazi
1173,ärgern::V,激怒,ernegatu
1174,ärgern::V,激怒,haserretu
1175,schlagen::V,打,jo
1176,schlagen::V,打,erauntsi
1177,treten::V,踢,zapaldu
1178,treten::V,踢,ostiaktu
1179,stechen::V,刺,sastatu
1180,stoßen::V,撞,bultzatu
1181,stehlen::V,盗窃,ostu
1182,stehlen::V,盗窃,lapurtu
1183,stören::V,干扰,galarazi
1184,belästigen::V,打搅,gohaindu
1185,belästigen::V,打搅,alamena eman
1186,verbergen::V,隐藏,ezkutatu
1187,täuschen::V,欺骗,tronpatu
1188,täuschen::V,欺骗,engainatu
1189,betrügen::V,欺骗,iruzurtu
1190,töten::V,杀,hil
1191,töten::V,杀,heriotza eman
1192,wohnen::V,居住,bizi izan
1193,arbeiten::V,工作,lan egin
1194,arbeiten::V,工作,behar egin
1195,sammeln::V,收集,bildu
1196,sammeln::V,收集,bildumatu
1197,pflücken::V,采,batu
1198,pflücken::V,采,bildu
1199,jagen::V,打猎,ehizatu
1200,fischen::V,捕鱼,arrantzatu
1201,fischen::V,捕鱼,arrantza egin
1202,fassen::V,捉住,harrapatu
1203,hüten::V,守护,begiratu
1204,treiben::V,漂,bultza egin
1205,anbinden::V,拴,estekatu
1206,füttern::V,喂,bazkatu
1207,melken::V,挤奶,jetzi
1208,hacken::V,剁细,xehatu
1209,gießen::V,浇,isuri
1210,reifen::V,成熟,heldu
1211,reifen::V,成熟,zoritu
1212,kochen::V,煮,egosi
1213,backen::V,烤,labean egin
1214,braten::V,煎,erregosi
1215,umrühren::V,搅拌,eragin
1216,stricken::V,织,trikotatu
1217,stricken::V,织,puntu egin
1218,nähen::V,缝,josi
1219,färben::V,染色,tindatu
1220,reinigen::V,清洁,ikuzi
1221,reinigen::V,清洁,garbitu
1222,waschen::V,洗,xahutu
1223,waschen::V,洗,garbitu
1224,abwischen::V,擦掉,xukatu
1225,spülen::V,清洗,irakutzi
1226,fegen::V,扫,erraztatu
1227,kehren::V,打扫,isastu
1228,baden::V,给...洗澡,bainatu
1229,baden::V,给...洗澡,bainua hartu
1230,sich waschen::V,洗澡,burua garbitu
1231,ausziehen::V,脱,erantzi
1232,anziehen::V,穿,jantzi
1233,sich anziehen::V,穿衣,jantzi
1234,kämmen::V,梳,orraztu
1235,schmücken::V,装饰,apaindu
1236,sagen::V,说,esan
1237,sprechen::V,说,mintzatu
1238,sprechen::V,说,hitz egin
1239,reden::V,讲,hitz egin
1240,sich unterhalten::V,聊天,solastu
1241,sich unterhalten::V,聊天,solas egin
1242,fragen::V,问,galdetu
1243,bitten::V,请,eskatu
1244,bitten::V,请,galdegin
1245,erzählen::V,叙述,edestu
1246,erzählen::V,叙述,kontatu
1247,mitteilen::V,通知,jakinarazi
1248,nennen::V,叫做,izena eman
1249,rufen::V,叫,dei egin
1250,prahlen::V,吹牛,harrokerian ibili
1251,prahlen::V,吹牛,ahoberokeriak esan
1252,übersetzen::V,翻译,itzuli
1253,denken::V,想,pentsatu
1254,denken::V,想,gogoeta egin
1255,glauben::V,以为,sinetsi
1256,bemerken::V,发觉,ohartu
1257,bemerken::V,发觉,konturatu
1258,erkennen::V,识别,ezagutu
1259,erkennen::V,识别,antzeman
1260,begreifen::V,理解,ulertu
1261,verstehen::V,明白,aditu
1262,lernen::V,学,ikasi
1263,wissen::V,知道,jakin
1264,sich erinnern an::V,回忆,gogoratu
1265,sich erinnern an::V,回忆,gogoan izan
1266,vergessen::V,忘记,ahaztu
1267,vergessen::V,忘记,ahantzi
1268,messen::V,测量,neurtu
1269,zählen::V,数,zenbatu
1270,zählen::V,数,kopuratu
1271,rechnen::V,计算,kalkulatu
1272,lesen::V,读,irakurri
1273,malen::V,画,margotu
1274,zeichnen::V,绘制,marraztu
1275,schreiben::V,写,idatzi
1276,besitzen::V,占有,ukan
1277,besitzen::V,占有,eduki
1278,kaufen::V,买,erosi
1279,verkaufen::V,卖,saldu
1280,bezahlen::V,付钱,ordaindu
1281,zahlen::V,支付,ordaindu
1282,beherrschen::V,统治,menpean izan
1283,ertragen::V,忍耐,jasan
1284,ertragen::V,忍耐,pairatu
1285,vergebens::ADV,,alferrik
1286,klirren::V,,tintin egin
1287,rauschen::V,,fir-fir egin
1288,rühren::V,,hunkitu
1289,zubereiten::V,,prestatu
