,Concept_ID,zh,uz
812,scheinen::V,照耀,tuyilmoq
813,zu sehen sein::V,可以看到,ko'rinmoq
814,vernehmen::V,审讯,äshitmoq
815,frieren::V,觉得冷,sovuq qotmoq
816,tun::V,作,ätmoq
817,können::V,能,-a olmoq
818,können::V,能,-y olmoq
819,wollen::V,要,istamoq
820,anfangen::V,开始,boshlamoq
821,beenden::V,结束,bitirmoq
822,aufhören::V,停止,tinmoq
823,gelingen::V,成功,muvaffaqiyat qozonmoq
824,geraten::V,陷于,bo'lmoq
825,öffnen::V,打开,ochmoq
826,schließen::V,关,yopmoq
827,stellen::V,放,qo'ymoq
828,setzen::V,放,o'tqazmoq
829,legen::V,摆,yotqizmoq
830,berühren::V,触,tegmoq
831,verbinden::V,联结,ulamoq
832,bedecken::V,覆盖,bekitmoq
833,aufhängen::V,挂,ildirmoq
834,anzünden::V,点,yondirmoq
835,aufheben::V,拾起,ko'tarmoq
836,zurücklassen::V,遗留,ayrilmoq
837,verlieren::V,丧失,yo'qotmoq
838,fallen lassen::V,让掉下,tushirmoq
839,machen::V,做,qilmoq
840,herstellen::V,生产,chiqarmoq
841,bauen::V,建造,solmoq
842,reparieren::V,修理,tuzatmoq
843,verbessern::V,改进,isloh qilmoq
844,ändern::V,改变,o'zgartirmoq
845,graben::V,挖,qazimoq
846,beugen::V,弯下,bukmoq
847,biegen::V,弯,bukmoq
848,drehen::V,转动,aylantirmoq
849,wenden::V,转动,burmoq
850,umdrehen::V,转动,ag'darmoq
851,heben::V,举起,yuksaltirmoq
852,hochheben::V,抬高,ko'tarmoq
853,ergreifen::V,抓住,tutamlamoq
854,halten::V,拿着,tutmoq
855,drücken::V,压,bosmoq
856,schieben::V,推,surmoq
857,kratzen::V,搔,qashimoq
858,lecken::V,舔,mijimoq
859,beißen::V,咬,tishlamoq
860,abreißen::V,撕下,emirmoq
861,abschneiden::V,切断,cho'rt kesmoq
862,binden::V,捆,bog'lamoq
863,stecken::V,插,suqmoq
864,brechen::V,断裂,sindirmoq
865,klopfen::V,敲,dukurlamoq
866,hauen::V,揍,urmoq
867,kleben::V,粘,yopishtirmoq
868,reiben::V,摩擦,surkamoq
869,streichen::V,涂,surkamoq
870,schleifen::V,拖曳,qayramoq
871,schneiden::V,切,kesmoq
872,rütteln::V,颠簸,chayqamoq
873,schütteln::V,摇动,chayqamoq
874,schwenken::V,摇动,chayqatmoq
875,schütten::V,倒,quymoq
876,füllen::V,填满,to'ldirmoq
877,einwickeln::V,包,chulg'amoq
878,tragen::V,提,tashimoq
879,schleppen::V,扛,sudramoq
880,ziehen::V,拉,tortmoq
881,aufbewahren::V,保存,tutmoq
882,werfen::V,扔,tashlamoq
883,fangen::V,捕捉,tutmoq
884,packen::V,抓住,opqochmoq
885,verstecken::V,藏,yashirmoq
886,teilen::V,分,bo'lmoq
887,schicken::V,派遣,yubormoq
888,bringen::V,带来,keltirmoq
889,hinzufügen::V,添加,tirkamoq
890,bekommen::V,得到,olmoq
891,erhalten::V,接到,olmoq
892,nehmen::V,拿,olmoq
893,wählen::V,挑选,saylamoq
894,auswählen::V,选择,saylamoq
895,bewahren::V,保持,saqlamoq
896,behindern::V,防碍,xalal bermoq
897,verderben::V,败坏,xazon qilmoq
898,beschädigen::V,损坏,buzmoq
899,zerbrechen::V,破碎,sindirmoq
900,zerreißen::V,撕碎,yirtmoq
901,zerstören::V,毁坏,vayron qilmoq
902,verbrennen::V,燃烧,kuydirmoq
903,geben::V,给,bermoq
904,reichen::V,递给,bermoq
905,schenken::V,赠送,sovg'a qilmoq
906,versprechen::V,许诺,va'da bermoq
907,wünschen::V,祝,orziqmoq
908,loben::V,表扬,maqtamoq
909,küssen::V,亲,o'pmoq
910,wiegen::V,轻摇,tebratmoq
911,zudecken::V,盖上,yopmoq
912,wecken::V,唤起,uyg'otmoq
913,zeigen::V,指,ko'rsatmoq
914,führen::V,带领,boshlik bo'lmoq
915,lehren::V,教,o'rgatmoq
916,unterrichten::V,讲课,dars bermoq
917,aufziehen::V,抚养,o'stirmoq
918,leiten::V,领导,boshqarmoq
919,antreiben::V,催促,shoshiltirmoq
920,lassen::V,让,ruxsat bermoq
921,einladen::V,邀请,taklif kilmoq
922,vereinigen::V,统一,qo'shmoq
923,besuchen::V,参观,mehmonga bormoq
924,treffen::V,会面,duchor bo'lmoq
925,sich versammeln::V,聚集,to'planmoq
926,spielen::V,玩,o'ynamoq
927,singen::V,唱歌,yalla qilmoq
928,tanzen::V,跳舞,raqs qilmoq
929,sich trennen::V,分别,yakkalanmoq
930,verlassen::V,离开,qoldirmoq
931,retten::V,救,qutqazmoq
932,bewachen::V,守卫,qo'rimoq
933,schützen::V,保护,yoniga olmoq
934,verteidigen::V,保卫,yoqlamoq
935,sich schlagen::V,打架,yoqalashmoq
936,schießen::V,射击,otmoq
937,siegen::V,获胜,engmoq
938,ärgern::V,激怒,jahl chiqarmoq
939,schlagen::V,打,urmoq
940,treten::V,踢,tepmoq
941,stechen::V,刺,qadamoq
942,stoßen::V,撞,turtmoq
943,stehlen::V,盗窃,o'g'rilamoq
944,stören::V,干扰,tebratmoq
945,belästigen::V,打搅,g'ashini keltirmoq
946,verbergen::V,隐藏,berkitmoq
947,täuschen::V,欺骗,aldamoq
948,betrügen::V,欺骗,tirriq qilmoq
949,töten::V,杀,o'ldirmoq
950,wohnen::V,居住,istiqomat qilmoq
951,arbeiten::V,工作,ishlamoq
952,sammeln::V,收集,yig'moq
953,pflücken::V,采,termoq
954,jagen::V,打猎,ov qilmoq
955,fischen::V,捕鱼,baliq ovlamoq
956,fassen::V,捉住,ilinmoq
957,hüten::V,守护,boqtirmoq
958,treiben::V,漂,haydamoq
959,anbinden::V,拴,bog'lamoq
960,füttern::V,喂,edirmoq
961,melken::V,挤奶,sog'moq
962,hacken::V,剁细,chopmoq
963,gießen::V,浇,oqizmoq
964,reifen::V,成熟,qizarmoq
965,kochen::V,煮,qaynatmoq
966,backen::V,烤,yopmoq
967,braten::V,煎,qovurmoq
968,umrühren::V,搅拌,atalamoq
969,stricken::V,织,to'qimoq
970,nähen::V,缝,tikmoq
971,färben::V,染色,bo'yoqlamoq
972,reinigen::V,清洁,tozalamoq
973,waschen::V,洗,yuvmoq
974,abwischen::V,擦掉,surkamoq
975,spülen::V,清洗,chaymoq
976,fegen::V,扫,cho'tkalamoq
977,kehren::V,打扫,supurmoq
978,baden::V,给...洗澡,cho'milmoq
979,sich waschen::V,洗澡,yuvinmoq
980,ausziehen::V,脱,echintirmoq
981,anziehen::V,穿,kiymoq
982,sich anziehen::V,穿衣,kiyinmoq
983,kämmen::V,梳,taramoq
984,schmücken::V,装饰,yasatmoq
985,sagen::V,说,aytmoq
986,sprechen::V,说,so'zlamoq
987,reden::V,讲,gapirmoq
988,sich unterhalten::V,聊天,suhbatlashmoq
989,fragen::V,问,so'ramoq
990,bitten::V,请,iltimos qilmoq
991,erzählen::V,叙述,aytib bermoq
992,mitteilen::V,通知,bildirmoq
993,nennen::V,叫做,atamoq
994,rufen::V,叫,chaqirmoq
995,prahlen::V,吹牛,gerdaymoq
996,übersetzen::V,翻译,tarjima qilmoq
997,denken::V,想,o'ylamoq
998,glauben::V,以为,ishonmoq
999,bemerken::V,发觉,payqamoq
1000,erkennen::V,识别,tanimoq
1001,begreifen::V,理解,tushunmoq
1002,verstehen::V,明白,anglamoq
1003,lernen::V,学,o'qimoq
1004,wissen::V,知道,bilmoq
1005,sich erinnern an::V,回忆,äsni tanimoq
1006,vergessen::V,忘记,unutmoq
1007,messen::V,测量,o'lchamoq
1008,zählen::V,数,raqamlamoq
1009,rechnen::V,计算,cho'tlamoq
1010,lesen::V,读,o'qimoq
1011,malen::V,画,rasm solmoq
1012,zeichnen::V,绘制,chizmoq
1013,schreiben::V,写,yozmoq
1014,besitzen::V,占有,ägalamoq
1015,kaufen::V,买,olmoq
1016,verkaufen::V,卖,sotmoq
1017,bezahlen::V,付钱,to'lamoq
1018,zahlen::V,支付,to'lamoq
1019,beherrschen::V,统治,ägalamoq
1020,ertragen::V,忍耐,chidamoq
1021,vergebens::ADV,,bekorga
1022,klirren::V,,sharaqlamoq
1023,rauschen::V,,shitirlamoq
1024,rühren::V,,ta'sirlantirmoq
1025,zubereiten::V,,pishirmoq
