,Concept_ID,sq,sq
799,schwach::A,dobët,dobët
800,fett::A,dhjamur,dhjamur
801,schlank::A,hollë,hollë
802,hübsch::A,bukur,bukur
803,hübsch::A,bukur,hijshëm
804,hübsch::A,hijshëm,bukur
805,hübsch::A,hijshëm,hijshëm
806,böse::A,keq,keq
807,dumm::A,teveqel,teveqel
808,faul::A,dembel,dembel
809,fleißig::A,zellshëm,zellshëm
810,geizig::A,kurnac,kurnac
811,geizig::A,kurnac,dorështrënguar
812,geizig::A,dorështrënguar,kurnac
813,geizig::A,dorështrënguar,dorështrënguar
814,klug::A,mençur,mençur
815,geschickt::A,aftë,aftë
816,lieb::A,dashur,dashur
817,lustig::A,gëzuar,gëzuar
818,sanft::A,butë,butë
819,hungrig::A,uritur,uritur
820,krank::A,sëmurë,sëmurë
821,nackt::A,lakuriq,lakuriq
822,nackt::A,lakuriq,zhveshur
823,nackt::A,zhveshur,lakuriq
824,nackt::A,zhveshur,zhveshur
825,traurig::A,trishtuar,trishtuar
826,lebendig::A,gjallë,gjallë
827,gut::A,mirë,mirë
828,schlecht::A,keq,keq
829,richtig::A,drejtë,drejtë
830,schlimm::A,keq,keq
831,wahr::A,vërtetë,vërtetë
832,alt::A,vjetër,vjetër
833,neu::A,i ri,i ri
834,ehemalig::A,dikurshëm,dikurshëm
835,alt[Lebewesen]::A,plak,plak
836,jung::A,i ri,i ri
837,arm::A,varfër,varfër
838,arm::A,varfër,vobektë
839,arm::A,vobektë,varfër
840,arm::A,vobektë,vobektë
841,reich::A,pasur,pasur
842,bekannt::A,njohur,njohur
843,berühmt::A,famshëm,famshëm
844,fremd::A,huaj,huaj
845,verschieden::A,ndryshëm,ndryshëm
846,nah::A,afërt,afërt
847,fern::A,largët,largët
848,linker::A,majtë,majtë
849,rechter::A,djathtë,djathtë
850,anderer::A,tjetër,tjetër
851,erster::A,parë,parë
852,zweiter::A,dytë,dytë
853,dritter::A,i tretë,i tretë
854,letzter::A,fundit,fundit
855,allein::ADV,vetëm,vetëm
856,auf einmal::ADV,njëkohësisht,njëkohësisht
857,zusammen::ADV,bashkë,bashkë
858,zusammen::ADV,bashkë,së bashku
859,zusammen::ADV,së bashku,bashkë
860,zusammen::ADV,së bashku,së bashku
861,lange::ADV,për një kohë të gjatë,për një kohë të gjatë
862,plötzlich::ADV,befas,befas
863,sofort::ADV,menjëherë,menjëherë
864,sofort::ADV,menjëherë,aty për aty
865,sofort::ADV,aty për aty,menjëherë
866,sofort::ADV,aty për aty,aty për aty
867,später::ADV,më vonë,më vonë
868,jetzt::ADV,tash,tash
869,heute::ADV,sot,sot
870,morgen::ADV,nesër,nesër
871,bald::ADV,shpejt,shpejt
872,bald::ADV,shpejt,së shpejti
873,bald::ADV,së shpejti,shpejt
874,bald::ADV,së shpejti,së shpejti
875,dann::ADV,pastaj,pastaj
876,gestern::ADV,dje,dje
877,einst::ADV,dikur,dikur
878,damals::ADV,atëherë,atëherë
879,danach::ADV,mandej,mandej
880,vorher::ADV,më parë,më parë
881,zuerst::ADV,së pari,së pari
882,einmal::ADV,njëherë,njëherë
883,manchmal::ADV,nganjëherë,nganjëherë
884,oft::ADV,shpesh,shpesh
885,immer::ADV,përherë,përherë
886,immer::ADV,përherë,gjithnjë
887,immer::ADV,gjithnjë,përherë
888,immer::ADV,gjithnjë,gjithnjë
889,niemals::ADV,kurrë,kurrë
890,niemals::ADV,kurrë,asnjëherë
891,niemals::ADV,asnjëherë,kurrë
892,niemals::ADV,asnjëherë,asnjëherë
893,hier::ADV,këtu,këtu
894,hierhin::ADV,knej,knej
895,von hier::ADV,që këtej,që këtej
896,von hier::ADV,që këtej,prej këtej
897,von hier::ADV,prej këtej,që këtej
898,von hier::ADV,prej këtej,prej këtej
899,dort::ADV,aty,aty
900,dort::ADV,aty,atje
901,dort::ADV,atje,aty
902,dort::ADV,atje,atje
903,dorthin::ADV,anej,anej
904,geradeaus::ADV,drejt,drejt
905,vorwärts::ADV,mbroth,mbroth
906,vorwärts::ADV,mbroth,përpara
907,vorwärts::ADV,përpara,mbroth
908,vorwärts::ADV,përpara,përpara
909,rückwärts::ADV,mbrapsht,mbrapsht
910,zurück::ADV,prapa,prapa
911,zurück::ADV,prapa,mbrapsht
912,zurück::ADV,mbrapsht,prapa
913,zurück::ADV,mbrapsht,mbrapsht
914,unten::ADV,poshtë,poshtë
915,hinab::ADV,përposh,përposh
916,oben::ADV,lart,lart
917,oben::ADV,lart,sipër
918,oben::ADV,sipër,lart
919,oben::ADV,sipër,sipër
920,hinauf::ADV,lart,lart
921,hinauf::ADV,lart,përpjetë
922,hinauf::ADV,përpjetë,lart
923,hinauf::ADV,përpjetë,përpjetë
924,überall::ADV,kudo,kudo
925,nicht::ADV,s',s'
926,nicht::ADV,s',nuk
927,nicht::ADV,nuk,s'
928,nicht::ADV,nuk,nuk
929,ein wenig::ADV,një tis,një tis
930,kaum::ADV,mezi,mezi
931,sehr::ADV,fort,fort
932,sehr::ADV,fort,shumë
933,sehr::ADV,shumë,fort
934,sehr::ADV,shumë,shumë
935,so::ADV,ashtu,ashtu
936,so::ADV,ashtu,kështu
937,so::ADV,kështu,ashtu
938,so::ADV,kështu,kështu
939,noch::ADV,ende,ende
940,noch::ADV,ende,akoma
941,noch::ADV,akoma,ende
942,noch::ADV,akoma,akoma
943,nur::ADV,vetëm,vetëm
944,schon::ADV,tashmë,tashmë
945,wieder::ADV,përsëri,përsëri
946,vergebens::ADV,kot,kot
947,vor::PRP,para,para
948,hinter::PRP,prapa,prapa
949,hinter::PRP,prapa,mbrapa
950,hinter::PRP,mbrapa,prapa
951,hinter::PRP,mbrapa,mbrapa
952,unter::PRP,nën,nën
953,durch::PRP,nëpër,nëpër
954,neben::PRP,pranë,pranë
955,neben::PRP,pranë,përbri
956,neben::PRP,përbri,pranë
957,neben::PRP,përbri,përbri
958,zwischen::PRP,midis,midis
959,zwischen::PRP,midis,ndërmjet
960,zwischen::PRP,ndërmjet,midis
961,zwischen::PRP,ndërmjet,ndërmjet
962,wegen::PRP,për,për
963,dies::PRN,ky,ky
964,das::PRN,ky,ky
965,alles::PRN,gjithçka,gjithçka
966,ich::PRN,unë,unë
967,du::PRN,ti,ti
968,er::PRN,ai,ai
969,wir::PRN,ne,ne
970,ihr::PRN,ju,ju
971,sie::PRN,ata,ata
972,was::FPRN,ç',ç'
973,was::FPRN,ç',çfarë
974,was::FPRN,çfarë,ç'
975,was::FPRN,çfarë,çfarë
976,wer::FPRN,kush,kush
977,wo::FADV,ku,ku
978,wohin::FADV,për ku,për ku
979,wie::FADV,si,si
980,warum::FADV,pse,pse
981,warum::FADV,pse,përse
982,warum::FADV,përse,pse
983,warum::FADV,përse,përse
984,wieviel::FNUM,sa,sa
985,eins::NUM,një,një
986,zwei::NUM,dy,dy
987,drei::NUM,tre,tre
988,vier::NUM,katër,katër
989,fünf::NUM,pesë,pesë
990,sechs::NUM,gjashtë,gjashtë
991,sieben::NUM,shtatë,shtatë
992,acht::NUM,tetë,tetë
993,neun::NUM,nëntë,nëntë
994,zehn::NUM,dhjetë,dhjetë
995,elf::NUM,njëmbëdhjetë,njëmbëdhjetë
996,zwölf::NUM,dymbëdhjetë,dymbëdhjetë
997,zwanzig::NUM,njëzet,njëzet
998,dreißig::NUM,tridhjetë,tridhjetë
999,vierzig::NUM,dyzet,dyzet
1000,fünfzig::NUM,pesëdhjetë,pesëdhjetë
1001,sechzig::NUM,gjashtëdhjetë,gjashtëdhjetë
1002,siebzig::NUM,shtatëdhjetë,shtatëdhjetë
1003,achtzig::NUM,tetëdhjetë,tetëdhjetë
1004,neunzig::NUM,nëntëdhjetë,nëntëdhjetë
1005,hundert::NUM,qind,qind
1006,tausend::NUM,mijë,mijë
1007,und::CNJ,e,e
1008,und::CNJ,e,dhe
1009,und::CNJ,dhe,e
1010,und::CNJ,dhe,dhe
1011,oder::CNJ,a,a
1012,oder::CNJ,a,apo
1013,oder::CNJ,apo,a
1014,oder::CNJ,apo,apo
1015,stehen::V,rri,rri
1016,sitzen::V,rri,rri
1017,liegen::V,rri shtrirë,rri shtrirë
1018,hängen::V,varem,varem
1019,werden::V,bëhem,bëhem
1020,passieren::V,ndodh,ndodh
1021,beginnen::V,filloj,filloj
1022,enden::V,përfundoj,përfundoj
1023,wechseln::V,ndërroj,ndërroj
1024,aufgehen[Sonne]::V,hapem,hapem
1025,untergehen[Sonne]::V,hyj,hyj
1026,untergehen[Sonne]::V,hyj,perëndoj
1027,untergehen[Sonne]::V,perëndoj,hyj
1028,untergehen[Sonne]::V,perëndoj,perëndoj
1029,scheinen[Sonne]::V,ndriçoj,ndriçoj
1030,donnern::V,gjëmoj,gjëmoj
1031,donnern::V,gjëmoj,bubulloj
1032,donnern::V,bubulloj,gjëmoj
1033,donnern::V,bubulloj,bubulloj
1034,wehen::V,fryj,fryj
1035,strömen::V,derdh,derdh
1036,fließen::V,rrjedh,rrjedh
1037,sich drehen::V,rrotullohem,rrotullohem
1038,schwanken::V,dyzoj,dyzoj
1039,schwingen::V,dridhem,dridhem
1040,fallen::V,bie,bie
1041,brennen::V,digjem,digjem
1042,rauchen::V,nxjerr tym,nxjerr tym
1043,regnen::V,bie shi,bie shi
1044,gefrieren::V,ngrij,ngrij
1045,tauen::V,shkrij,shkrij
1046,schmelzen::V,shkrij,shkrij
1047,trocknen::V,thaj,thaj
1048,sieden::V,ziej,ziej
1049,faulen::V,kalbem,kalbem
1050,faulen::V,kalbem,prishem
1051,faulen::V,prishem,kalbem
1052,faulen::V,prishem,prishem
1053,verfaulen::V,kalbem,kalbem
1054,reißen::V,grisem,grisem
1055,reißen::V,grisem,shqyhem
1056,reißen::V,shqyhem,grisem
1057,reißen::V,shqyhem,shqyhem
1058,versinken::V,humboj,humboj
1059,vergehen::V,kaloj,kaloj
1060,erscheinen::V,dukem,dukem
1061,verschwinden::V,zhdukem,zhdukem
1062,sinken::V,ulem,ulem
1063,abnehmen::V,pakësohem,pakësohem
1064,abnehmen::V,pakësohem,zvogëlohem
1065,abnehmen::V,zvogëlohem,pakësohem
1066,abnehmen::V,zvogëlohem,zvogëlohem
1067,zunehmen::V,shtohem,shtohem
1068,steigen::V,rritem,rritem
1069,wachsen::V,rritem,rritem
1070,glänzen::V,vezulloj,vezulloj
1071,funkeln::V,xixoj,xixoj
1072,funkeln::V,xixoj,xixëlloj
1073,funkeln::V,xixëlloj,xixoj
1074,funkeln::V,xixëlloj,xixëlloj
1075,lärmen::V,oshtij,oshtij
1076,lärmen::V,oshtij,zhurmoj
1077,lärmen::V,zhurmoj,oshtij
1078,lärmen::V,zhurmoj,zhurmoj
1079,läuten::V,bie,bie
1080,klingeln::V,i bie ziles,i bie ziles
1081,klirren::V,kërcëlloj,kërcëlloj
1082,brausen::V,gjëmoj,gjëmoj
1083,rauschen::V,fëshfërij,fëshfërij
1084,klingen::V,tingëlloj,tingëlloj
1085,bellen::V,leh,leh
1086,heulen::V,ulërij,ulërij
1087,blasen::V,fryj,fryj
1088,pfeifen::V,fishkëllej,fishkëllej
1089,schreien::V,bërtas,bërtas
1090,stöhnen::V,rënkoj,rënkoj
1091,zittern::V,trembem,trembem
1092,leben::V,rroj,rroj
1093,leben::V,rroj,jetoj
1094,leben::V,jetoj,rroj
1095,leben::V,jetoj,jetoj
1096,geboren werden::V,lind,lind
1097,atmen::V,marr frymë,marr frymë
1098,trinken::V,pi,pi
1099,essen::V,ha,ha
1100,schlucken::V,gëlltis,gëlltis
1101,schlucken::V,gëlltis,kapërdij
1102,schlucken::V,kapërdij,gëlltis
1103,schlucken::V,kapërdij,kapërdij
1104,müde werden::V,lodhem,lodhem
1105,einschlafen::V,bie të fle,bie të fle
1106,schlafen::V,fle,fle
1107,aufwachen::V,zgjohem,zgjohem
1108,aufstehen::V,çohem,çohem
1109,aufstehen::V,çohem,ngrihem
1110,aufstehen::V,ngrihem,çohem
1111,aufstehen::V,ngrihem,ngrihem
1112,sich erholen::V,qetësohem,qetësohem
1113,sich erholen::V,qetësohem,shtendosem
1114,sich erholen::V,shtendosem,qetësohem
1115,sich erholen::V,shtendosem,shtendosem
1116,krank werden::V,bie i sëmurë,bie i sëmurë
1117,krank sein::V,jam i sëmurë,jam i sëmurë
1118,schmerzen::V,dhemb,dhemb
1119,husten::V,kollitem,kollitem
1120,genesen::V,shërohem,shërohem
1121,sterben::V,vdes,vdes
1122,umkommen::V,vdes,vdes
1123,umkommen::V,vdes,mbaroj
1124,umkommen::V,mbaroj,vdes
1125,umkommen::V,mbaroj,mbaroj
1126,sich bewegen::V,shkundem,shkundem
1127,sich rühren::V,lëviz,lëviz
1128,sich erheben::V,ngrihem,ngrihem
1129,sich setzen::V,ulem,ulem
1130,hinfallen::V,gremisem,gremisem
1131,laufen::V,eci,eci
1132,schreiten::V,çapem,çapem
1133,spazierengehen::V,shëtis,shëtis
1134,eilen::V,ngas,ngas
1135,sich beeilen::V,nxitoj,nxitoj
1136,sausen::V,eci shpejt,eci shpejt
1137,rennen::V,vrapoj,vrapoj
1138,springen::V,kërcej,kërcej
1139,klettern::V,hipi,hipi
1140,schaukeln::V,kolovitem,kolovitem
1141,kriechen::V,zvarritem,zvarritem
1142,schwimmen::V,notoj,notoj
1143,tauchen::V,zhytem,zhytem
1144,rudern::V,vozis,vozis
1145,fahren::V,shkoj,shkoj
1146,fliegen::V,fluturoj,fluturoj
1147,gehen::V,eci,eci
1148,gehen::V,eci,shkoj
1149,gehen::V,shkoj,eci
1150,gehen::V,shkoj,shkoj
1151,weggehen::V,vete,vete
1152,abfahren::V,nisem,nisem
1153,anhalten::V,ndalem,ndalem
1154,hineingehen::V,futem,futem
1155,eintreten::V,hyj,hyj
1156,kommen::V,vij,vij
1157,ankommen::V,arrij,arrij
1158,ankommen::V,arrij,mbërrij
1159,ankommen::V,mbërrij,arrij
1160,ankommen::V,mbërrij,mbërrij
1161,zurückkommen::V,kthehem,kthehem
1162,bleiben::V,mbetem,mbetem
1163,bleiben::V,mbetem,qëndroj
1164,bleiben::V,qëndroj,mbetem
1165,bleiben::V,qëndroj,qëndroj
1166,warten::V,pres,pres
1167,erwarten::V,pres,pres
1168,suchen::V,kërkoj,kërkoj
1169,finden::V,gjej,gjej
1170,versuchen::V,mundohem,mundohem
1171,vorbereiten::V,përgatis,përgatis
1172,lieben::V,dashuroj,dashuroj
1173,mögen::V,dua,dua
1174,lachen::V,qesh,qesh
1175,rühren::V,mallëngjej,mallëngjej
1176,weinen::V,qaj,qaj
1177,schimpfen::V,shaj,shaj
1178,sich ärgern::V,bëhem verem,bëhem verem
1179,sich fürchten::V,kam frikë,kam frikë
1180,sich fürchten::V,kam frikë,frikësohem
1181,sich fürchten::V,frikësohem,kam frikë
1182,sich fürchten::V,frikësohem,frikësohem
1183,fürchten::V,kam frikë nga,kam frikë nga
1184,fliehen::V,arratisem,arratisem
1185,flüchten::V,iki,iki
1186,sehen::V,shoh,shoh
1187,anschauen::V,shikoj,shikoj
1188,ansehen::V,shikoj,shikoj
1189,hören::V,dëgjoj,dëgjoj
1190,zuhören::V,veshtoj,veshtoj
1191,probieren::V,provoj,provoj
1192,riechen::V,nuhas,nuhas
1193,fühlen::V,ndiej,ndiej
1194,scheinen::V,ndriçoj,ndriçoj
1195,zu sehen sein::V,dukem,dukem
1196,vernehmen::V,dëgjoj,dëgjoj
1197,frieren::V,mërdhij,mërdhij
1198,tun::V,bëj,bëj
1199,können::V,mund,mund
1200,wollen::V,dua,dua
1201,wollen::V,dua,dëshiroj
1202,wollen::V,dëshiroj,dua
1203,wollen::V,dëshiroj,dëshiroj
1204,anfangen::V,filloj,filloj
1205,beenden::V,kryej,kryej
1206,beenden::V,kryej,mbaroj
1207,beenden::V,mbaroj,kryej
1208,beenden::V,mbaroj,mbaroj
1209,aufhören::V,pushoj,pushoj
1210,gelingen::V,më shkon mbarë,më shkon mbarë
1211,geraten::V,del,del
1212,öffnen::V,hap,hap
1213,schließen::V,mbyll,mbyll
1214,stellen::V,vë,vë
1215,setzen::V,vë,vë
1216,legen::V,vë,vë
1217,berühren::V,rrok,rrok
1218,verbinden::V,bashkoj,bashkoj
1219,bedecken::V,mbuloj,mbuloj
1220,aufhängen::V,var,var
1221,anzünden::V,ndez,ndez
1222,aufheben::V,ngre,ngre
1223,zurücklassen::V,lë pas,lë pas
1224,verlieren::V,humb,humb
1225,fallen lassen::V,lëshoj,lëshoj
1226,machen::V,bëj,bëj
1227,herstellen::V,prodhoj,prodhoj
1228,bauen::V,ndërtoj,ndërtoj
1229,reparieren::V,ndreq,ndreq
1230,reparieren::V,ndreq,meremetoj
1231,reparieren::V,meremetoj,ndreq
1232,reparieren::V,meremetoj,meremetoj
1233,verbessern::V,përmirësoj,përmirësoj
1234,ändern::V,ndërroj,ndërroj
1235,graben::V,gërmoj,gërmoj
1236,beugen::V,kërrus,kërrus
1237,biegen::V,përkul,përkul
1238,drehen::V,dredh,dredh
1239,drehen::V,dredh,rrotulloj
1240,drehen::V,rrotulloj,dredh
1241,drehen::V,rrotulloj,rrotulloj
1242,wenden::V,kthej,kthej
1243,umdrehen::V,kthej,kthej
1244,heben::V,ngre,ngre
1245,hochheben::V,ngre,ngre
1246,ergreifen::V,rrëmbej,rrëmbej
1247,halten::V,mbaj,mbaj
1248,drücken::V,shtyp,shtyp
1249,schieben::V,shtyj,shtyj
1250,kratzen::V,kruaj,kruaj
1251,kratzen::V,kruaj,gërvisht
1252,kratzen::V,gërvisht,kruaj
1253,kratzen::V,gërvisht,gërvisht
1254,lecken::V,lëpij,lëpij
1255,beißen::V,kafshoj,kafshoj
1256,abreißen::V,shkëpus,shkëpus
1257,abschneiden::V,cungoj,cungoj
1258,binden::V,lidh,lidh
1259,stecken::V,fus,fus
1260,stecken::V,fus,ngul
1261,stecken::V,ngul,fus
1262,stecken::V,ngul,ngul
1263,brechen::V,thyej,thyej
1264,klopfen::V,trokas,trokas
1265,hauen::V,godas,godas
1266,kleben::V,ngjis,ngjis
1267,reiben::V,fërkoj,fërkoj
1268,streichen::V,lyej,lyej
1269,schleifen::V,mpreh,mpreh
1270,schneiden::V,pres,pres
1271,rütteln::V,shkund,shkund
1272,schütteln::V,lëkund,lëkund
1273,schwenken::V,valëvit,valëvit
1274,schütten::V,mbush,mbush
1275,füllen::V,mbush,mbush
1276,einwickeln::V,mbështjell,mbështjell
1277,tragen::V,mbaj,mbaj
1278,tragen::V,mbaj,mbart
1279,tragen::V,mbart,mbaj
1280,tragen::V,mbart,mbart
1281,schleppen::V,heq,heq
1282,schleppen::V,heq,zhgërryej
1283,schleppen::V,zhgërryej,heq
1284,schleppen::V,zhgërryej,zhgërryej
1285,ziehen::V,tërheq,tërheq
1286,aufbewahren::V,ruaj,ruaj
1287,werfen::V,hedh,hedh
1288,fangen::V,kap,kap
1289,packen::V,rrëmbej,rrëmbej
1290,verstecken::V,fsheh,fsheh
1291,teilen::V,ndaj,ndaj
1292,schicken::V,dërgoj,dërgoj
1293,bringen::V,sjell,sjell
1294,hinzufügen::V,shtoj,shtoj
1295,bekommen::V,kap,kap
1296,erhalten::V,marr,marr
1297,nehmen::V,marr,marr
1298,wählen::V,zgjedh,zgjedh
1299,auswählen::V,përzgjedh,përzgjedh
1300,bewahren::V,ruaj,ruaj
1301,behindern::V,pengoj,pengoj
1302,verderben::V,prish,prish
1303,beschädigen::V,dëmtoj,dëmtoj
1304,zerbrechen::V,thyej,thyej
1305,zerreißen::V,çjerr,çjerr
1306,zerreißen::V,çjerr,zheloj
1307,zerreißen::V,zheloj,çjerr
1308,zerreißen::V,zheloj,zheloj
1309,zerstören::V,prish,prish
1310,zerstören::V,prish,shkatërroj
1311,zerstören::V,shkatërroj,prish
1312,zerstören::V,shkatërroj,shkatërroj
1313,verbrennen::V,djeg,djeg
1314,geben::V,jap,jap
1315,reichen::V,jap,jap
1316,schenken::V,fal,fal
1317,schenken::V,fal,dhuroj
1318,schenken::V,dhuroj,fal
1319,schenken::V,dhuroj,dhuroj
1320,versprechen::V,premtoj,premtoj
1321,wünschen::V,uroj,uroj
1322,loben::V,lëvdoj,lëvdoj
1323,loben::V,lëvdoj,lavdëroj
1324,loben::V,lavdëroj,lëvdoj
1325,loben::V,lavdëroj,lavdëroj
1326,küssen::V,puth,puth
1327,wiegen::V,tund,tund
1328,zudecken::V,mbuloj,mbuloj
1329,wecken::V,zgjoj,zgjoj
1330,zeigen::V,dëftej,dëftej
1331,führen::V,çoj,çoj
1332,lehren::V,arsej,arsej
1333,unterrichten::V,arsimoj,arsimoj
1334,aufziehen::V,rris,rris
1335,leiten::V,udhëheq,udhëheq
1336,antreiben::V,nxis,nxis
1337,lassen::V,detyroj,detyroj
1338,einladen::V,ftoj,ftoj
1339,vereinigen::V,bashkoj,bashkoj
1340,besuchen::V,vizitoj,vizitoj
1341,treffen::V,ndesh,ndesh
1342,sich versammeln::V,tubohem,tubohem
1343,spielen::V,loz,loz
1344,spielen::V,loz,luaj
1345,spielen::V,luaj,loz
1346,spielen::V,luaj,luaj
1347,singen::V,këndoj,këndoj
1348,tanzen::V,kërcej,kërcej
1349,tanzen::V,kërcej,vallëzoj
1350,tanzen::V,vallëzoj,kërcej
1351,tanzen::V,vallëzoj,vallëzoj
1352,sich trennen::V,ndahem,ndahem
1353,verlassen::V,braktis,braktis
1354,retten::V,shpëtoj,shpëtoj
1355,bewachen::V,ruaj,ruaj
1356,schützen::V,ruaj,ruaj
1357,schützen::V,ruaj,mbroj
1358,schützen::V,mbroj,ruaj
1359,schützen::V,mbroj,mbroj
1360,verteidigen::V,mbroj,mbroj
1361,sich schlagen::V,zihem,zihem
1362,schießen::V,shtie,shtie
1363,siegen::V,fitoj,fitoj
1364,siegen::V,fitoj,ngadhënjej
1365,siegen::V,ngadhënjej,fitoj
1366,siegen::V,ngadhënjej,ngadhënjej
1367,ärgern::V,zemëroj,zemëroj
1368,schlagen::V,rrah,rrah
1369,schlagen::V,rrah,godas
1370,schlagen::V,godas,rrah
1371,schlagen::V,godas,godas
1372,treten::V,shtyj,shtyj
1373,treten::V,shtyj,shtyj më këmbë
1374,treten::V,shtyj më këmbë,shtyj
1375,treten::V,shtyj më këmbë,shtyj më këmbë
1376,stechen::V,ther,ther
1377,stechen::V,ther,shpoj
1378,stechen::V,shpoj,ther
1379,stechen::V,shpoj,shpoj
1380,stoßen::V,shtyj,shtyj
1381,stehlen::V,vjedh,vjedh
1382,stören::V,pengoj,pengoj
1383,belästigen::V,bezdis,bezdis
1384,verbergen::V,fsheh,fsheh
1385,täuschen::V,mashtroj,mashtroj
1386,betrügen::V,kobis,kobis
1387,töten::V,vras,vras
1388,wohnen::V,banoj,banoj
1389,arbeiten::V,punoj,punoj
1390,arbeiten::V,punoj,vardoj
1391,arbeiten::V,vardoj,punoj
1392,arbeiten::V,vardoj,vardoj
1393,sammeln::V,mbledh,mbledh
1394,sammeln::V,mbledh,grumbulloj
1395,sammeln::V,grumbulloj,mbledh
1396,sammeln::V,grumbulloj,grumbulloj
1397,pflücken::V,vjel,vjel
1398,pflücken::V,vjel,mbledh
1399,pflücken::V,mbledh,vjel
1400,pflücken::V,mbledh,mbledh
1401,jagen::V,gjuaj,gjuaj
1402,fischen::V,peshkoj,peshkoj
1403,fischen::V,peshkoj,gjuaj peshk
1404,fischen::V,gjuaj peshk,peshkoj
1405,fischen::V,gjuaj peshk,gjuaj peshk
1406,fassen::V,zë,zë
1407,hüten::V,kullos,kullos
1408,treiben::V,vë përpara,vë përpara
1409,anbinden::V,lidh,lidh
1410,füttern::V,grazhdoj,grazhdoj
1411,melken::V,mjel,mjel
1412,hacken::V,grij,grij
1413,gießen::V,ujis,ujis
1414,reifen::V,piqem,piqem
1415,zubereiten::V,gatuaj,gatuaj
1416,kochen::V,ziej,ziej
1417,backen::V,pjek,pjek
1418,backen::V,pjek,furroj
1419,backen::V,furroj,pjek
1420,backen::V,furroj,furroj
1421,braten::V,fërgoj,fërgoj
1422,braten::V,fërgoj,tiganis
1423,braten::V,tiganis,fërgoj
1424,braten::V,tiganis,tiganis
1425,umrühren::V,trazoj,trazoj
1426,stricken::V,thur,thur
1427,nähen::V,qep,qep
1428,färben::V,ngjyej,ngjyej
1429,färben::V,ngjyej,bojatis
1430,färben::V,bojatis,ngjyej
1431,färben::V,bojatis,bojatis
1432,reinigen::V,qëroj,qëroj
1433,reinigen::V,qëroj,pastroj
1434,reinigen::V,pastroj,qëroj
1435,reinigen::V,pastroj,pastroj
1436,waschen::V,laj,laj
1437,waschen::V,laj,finjos
1438,waschen::V,finjos,laj
1439,waschen::V,finjos,finjos
1440,abwischen::V,fshij,fshij
1441,spülen::V,kulloj,kulloj
1442,fegen::V,fshij,fshij
1443,kehren::V,fshij,fshij
1444,baden::V,lahem,lahem
1445,sich waschen::V,lahem,lahem
1446,ausziehen::V,heq,heq
1447,ausziehen::V,heq,zbath
1448,ausziehen::V,zbath,heq
1449,ausziehen::V,zbath,zbath
1450,anziehen::V,vesh,vesh
1451,anziehen::V,vesh,mbath
1452,anziehen::V,mbath,vesh
1453,anziehen::V,mbath,mbath
1454,sich anziehen::V,vishem,vishem
1455,kämmen::V,kreh,kreh
1456,schmücken::V,hijeshoj,hijeshoj
1457,sagen::V,them,them
1458,sprechen::V,flas,flas
1459,reden::V,fjalos,fjalos
1460,reden::V,fjalos,fjalëtoj
1461,reden::V,fjalëtoj,fjalos
1462,reden::V,fjalëtoj,fjalëtoj
1463,sich unterhalten::V,bisedoj,bisedoj
1464,fragen::V,pyes,pyes
1465,bitten::V,lus,lus
1466,bitten::V,lus,lutem
1467,bitten::V,lutem,lus
1468,bitten::V,lutem,lutem
1469,erzählen::V,rrëfej,rrëfej
1470,mitteilen::V,kumtoj,kumtoj
1471,nennen::V,quaj,quaj
1472,rufen::V,thërras,thërras
1473,prahlen::V,mburrem,mburrem
1474,prahlen::V,mburrem,kapardisem
1475,prahlen::V,kapardisem,mburrem
1476,prahlen::V,kapardisem,kapardisem
1477,übersetzen::V,përkthej,përkthej
1478,denken::V,mendoj,mendoj
1479,glauben::V,besoj,besoj
1480,bemerken::V,vërej,vërej
1481,erkennen::V,njoh,njoh
1482,erkennen::V,njoh,shquaj
1483,erkennen::V,shquaj,njoh
1484,erkennen::V,shquaj,shquaj
1485,begreifen::V,marr vesh,marr vesh
1486,verstehen::V,marr vesh,marr vesh
1487,lernen::V,mësoj,mësoj
1488,wissen::V,di,di
1489,sich erinnern an::V,kujtoj,kujtoj
1490,vergessen::V,harroj,harroj
1491,messen::V,mas,mas
1492,zählen::V,njeh,njeh
1493,rechnen::V,llogaris,llogaris
1494,lesen::V,lexoj,lexoj
1495,lesen::V,lexoj,këndoj
1496,lesen::V,këndoj,lexoj
1497,lesen::V,këndoj,këndoj
1498,malen::V,lyej,lyej
1499,zeichnen::V,vizatoj,vizatoj
1500,schreiben::V,shkruaj,shkruaj
1501,besitzen::V,kam,kam
1502,kaufen::V,blej,blej
1503,verkaufen::V,shes,shes
1504,bezahlen::V,paguaj,paguaj
1505,zahlen::V,paguaj,paguaj
1506,beherrschen::V,zotëroj,zotëroj
1507,ertragen::V,duroj,duroj
