,Concept_ID,kv,av
333,Lagerfeuer::N,бипур,цӏа
334,Last::N,тягота,бакӏлъи
335,Gang::N,мунӧм,хьвади
336,Gang::N,мунӧм,хьвада-чӏвади
337,Schritt::N,вожмӧв,гали
338,Norden::N,ой,шимал
339,Süden::N,лун,юг
340,Süden::N,лун,къибла
341,Westen::N,рытвыв,гъарб
342,Westen::N,рытвыв,магъриб
343,Osten::N,асыв,шаркъ
344,Osten::N,асыв,машрикъ
345,Holz::N,пу,цӏул
346,Brett::N,пӧв,хъарщи
347,Platte::N,плита,къоно
348,Stütze::N,пика,
349,Stange::N,зор,гӏер
350,Stange::N,потш,гӏер
351,Stock::N,бедь,тӏил
352,Stab::N,шест,гӏер
353,Rohr::N,труба,турба
354,Haus::N,керку,ригь
355,Haus::N,керку,рукъзал
356,Heim::N,керку,рукъ
357,Ofen::N,пӧжавны,печь
358,Fußboden::N,джодж,чӏабар
359,Tisch::N,пызан,стол
360,Stuhl::N,стул,бакӏу
361,Wiege::N,зыбка,кини
362,Bett::N,кровать,кровать
363,Regal::N,джадж,хъарщи
364,Kiste::N,ящик,ящик
365,Kiste::N,ящик,тӏалагъуд
366,Fenster::N,ӧшын,гордо
367,Tür::N,ыбӧс,нуцӏа
368,Tor::N,ворота,каву
369,Zaun::N,забор,раци
370,Dach::N,крыша,тӏох
371,Leiter::N,лиснич,мали
372,Besen::N,рос,жул
373,Spaten::N,зыр,бел
374,Schaufel::N,зыр,раххан
375,Gabel::N,вила,гӏучӏ
376,Löffel::N,пань,гъуд
377,Messer::N,пурт,нус
378,Nagel::N,кӧрттув,магӏ
379,Netz::N,кыйӧт,гьин
380,Haken::N,ем,гъанцӏа
381,Griff::N,пу,гӏоркь
382,Schloss::N,замок,кӏулал
383,Bild::N,картина,сурат
384,Figur::N,мыгӧр,
385,Puppe::N,акань,нани
386,Beutel::N,мешӧк,таргьа
387,Bündel::N,нин,къай
388,Tasche::N,сумка,сумка
389,Tasche::N,сумка,къвачӏа
390,Eimer::N,ведра,ведро
391,Deckel::N,вевт,тӏалъел
392,Deckel::N,вевт,дадитӏалъел
393,Geschirr::N,доз,цӏарагӏ
394,Geschirr::N,бекӧрпань,цӏарагӏ
395,Sack::N,мешӧк,хъап
396,Sack::N,мешӧк,къандалъо
397,Tasse::N,бекӧр,чашка
398,Topf::N,кастрюля,хьаг
399,Kessel::N,пӧрт,хьаг
400,Kessel::N,пӧрт,гереги
401,Essen::N,сёйӧм,тӏагӏам
402,Nahrung::N,вердан,квен
403,Speise::N,сёян,квен
404,Fleisch::N,яй,гьан
405,Getreide::N,сю,бугӏа-ролъ
406,Getreide::N,сю,могьолабл_культураби
407,Brei::N,каша,карщ
408,Brot::N,нянь,чед
409,Scheibe::N,шӧрӧм,мочӏу
410,Fett::N,гос,беэнлъи
411,Butter::N,ви,нах
412,Öl::N,ви,нах
413,Salz::N,сов,цӏам
414,Suppe::N,шыд,чурпа
415,Honig::N,ма,гьоцӏо
416,Milch::N,йӧв,рахь
417,Tee::N,чай,чай
418,Leder::N,кучик,тӏом
419,Wolle::N,гӧн,квас
420,Stoff::N,дӧра,ххам
421,Nadel::N,ем,рокӏкӏен
422,Faden::N,сунис,кун
423,Knopf::N,кизь,маргъал
424,Knoten::N,узӧв,гарацӏ
425,Knoten::N,гӧрӧд,гарацӏ
426,Farbe::N,краска,релъен
427,Kleidung::N,паськӧм,ретӏел
428,Hemd::N,йӧрнӧс,гурде
429,Kragen::N,воротник,габур
430,Ärmel::N,сос,къвал
431,Hose::N,вешьян,тӏажу
432,Gürtel::N,йи,рачел
433,Mütze::N,шапка,тӏагъур
434,Schuh::N,ботинки,
435,Stiefel::N,сапог,этек
436,Stiefel::N,сапог,чакма
437,Ring::N,чунькытш,баргъич
438,Band::N,ленточка,лента
439,Kamm::N,сынан,гьоркьо
440,Spiegel::N,зеркало,матӏу
441,Riemen::N,ремень,рижу
442,Schnur::N,гез,
443,Leine::N,повод,
444,Decke::N,одеяло,одея́ло
445,Kissen::N,подушка,къандалъо
446,Tuch::N,чышьян,квархьи
447,Handtuch::N,чышкӧт,беркӏалрацӏцӏ
448,Kraft::N,прак,гуч
449,Kraft::N,прак,къуват
450,Stärke::N,вын,хӏалкӏвей
451,Gesundheit::N,здоровье,сахлъи́
452,Krankheit::N,шог,унти
453,Krankheit::N,шог,щокълъи
454,Schmerz::N,зубыт,унти
455,Wunde::N,рана,ругъун
456,Fieber::N,лёк тресся,цӏа-кан
457,Fieber::N,кынтан шогӧт,цӏа-кан
458,Arznei::N,лекарство,дару
459,Brücke::N,пос,кьо
460,Brunnen::N,колодец ,гъуй
461,Weide::N,пода йирсян,рицӏцӏ
462,Weide::N,пода йирсян,лъичӏирма
463,Weide::N,пода йирсян,гӏурдаллъи
464,Weide::N,пода йирсян,ри́цӏигъветӏ
465,Weide::N,пода йирсян,рицӏцӏигъветӏ
466,Pfad::N,туй,сухъмахъ
467,Weg::N,туй,нух
468,Straße::N,туй,нух
469,Dorf::N,деревня,росу
470,Stadt::N,город,шагьар
471,Brief::N,гижӧт,кагъат
472,Brief::N,гижӧт,рисалат
473,Buch::N,книга,тӏехь
474,Buchstabe::N,буква,хӏарп
475,Zeitung::N,газета,газет
476,Leben::N,олан,яшав
477,Tod::N,кулӧм,хвел
478,Grab::N,гу,хоб
479,Kirche::N,вичку,килиса
480,Sünde::N,грек,хӏакъ
481,Sünde::N,грек,мунагь
482,Gott::N,ен,бичас
483,Gott::N,ен,аллагь
484,Arbeiter::N,уджалiсь,хӏалтӏухъан
485,Chef::N,начальник,хӏаким
486,Chef::N,начальник,начальник
487,Meister::N,мастер,устар
488,Meister::N,мастер,мастер
489,Meister::N,мастер,махщалилав
490,Arzt::N,врач,жайрахӏ
491,Lehrer::N,велӧтісь,мугӏалим
492,Geld::N,деньга,гӏарац
493,Geschäft::N,удж,
494,Laden::N,магазин,тукен
495,Preis::N,дон,багьа
496,Ware::N,товар,къайи
497,Nutzen::N,путь,мунпагӏат
498,Reichtum::N,богатство,бечелъи
499,Welt::N,му,дуниял
500,Land::N,страна,улка
501,Land::N,страна,икълим
502,Staat::N,государство,пачалихъ
503,König::N,кан,пача
504,König::N,кан,малик
505,König::N,кан,къирал
506,König::N,кан,падишагь
507,Macht::N,власть,кверщел
508,Grenze::N,граница,гӏорхъи
509,Krieg::N,война,рагъ
510,Feind::N,враг,тушман
511,Kampf::N,нярасьӧм,къеркьей
512,Kampf::N,вермасьӧм,къеркьей
513,Bogen[Waffe]::N,лук,газаргъо
514,Pfeil::N,ньӧв,чӏор
515,Gewehr::N,ружьё,туманкӏ
516,Fehler::N,ошибка,гъалатӏ
517,Lüge::N,ылӧтӧм,гьереси
518,Lüge::N,пӧрьялӧм,гьереси
519,Schaden::N,лёк,зиян
520,Schaden::N,лёк,зарал
521,Unglück::N,пик,балагь
522,Unglück::N,оказзё,балагь
523,Schuld::N,вина,гӏайиб
524,Schluss::N,ком,ахир
525,Zeit::N,кад,заман
526,Tag::N,лун,къо
527,Morgen::N,асыв,радалмех
528,Mittag::N,луншӧр кад,къадемех
529,Abend::N,рыт,релъедамех
530,Nacht::N,ой,сордо
531,Woche::N,неделя,анкь
532,Monat::N,тӧлicь,моцӏ
533,Jahr::N,год,сон
534,Jahr::N,год,лъагӏел
535,Frühling::N,тулыс,их
536,Sommer::N,гожум,рии
537,Herbst::N,ар,хасалихълъи
538,Winter::N,тӧв,кьин
539,Januar::N,январ,январь
540,Februar::N,февраль,февра́ль
541,März::N,март,март
542,April::N,апрель,апрель
543,Mai::N,май,май
544,Juni::N,юнь,июнь
545,Juli::N,юль,июль
546,August::N,август,август
547,September::N,сентяб,сентябрь
548,Oktober::N,октяб,октябрь
549,November::N,нояб,ноябрь
550,Dezember::N,декаб,декабрь
551,Montag::N,вильлун,итни
552,Dienstag::N,мӧдӧдзлун,талат
553,Mittwoch::N,шӧрлун,арбагӏ
554,Donnerstag::N,нёльӧдзлун,хамиз
555,Freitag::N,витӧдзлун,рузман
556,Samstag::N,пывсянлун,щамат
557,Sonntag::N,кресення,гьатӏан
558,groß::A,ыджыт,кӏудияб
559,klein::A,учӧтик,гьитӏинаб
560,lang::A,кузь,халатаб
561,kurz::A,дженыт,къокъаб
562,breit::A,ота,гӏебаб
563,schmal::A,векнит,къваридаб
564,dicht::A,тшӧк,ризаб
565,dick[Gegenstand]::A,кыз,бицатаб
566,dünn::A,вӧснит,тӏеренаб
567,fein::A,вӧснит,тӏеренаб
568,fest::A,крепыт,къвакӏараб
569,flach::A,лапкӧса,чӏепараб
570,glatt::A,волькыт,цӏвакараб
571,hart::A,чӧрыт,кьварараб
572,weich::A,небыт,тамахаб
573,rund::A,гӧгрӧса,гургинаб
574,spitz::A,ёся,бегӏераб
575,scharf::A,лэчыт,рекӏараб
576,stumpf::A,ныж,тӏехӏараб
577,stumpf::A,ныж,рекӏинчӏеб
578,schwer::A,сьӧкыт,бакӏаб
579,schön::A,басӧк,берцинаб
580,heiß::A,жар,лагьараб
581,warm::A,шоныт,хинаб
582,kalt::A,кӧдзыт,квачараб
583,kühl::A,сайкыт,квачараб
584,frisch::A,виль,цӏияб
585,feucht::A,вакодь,рагьараб
586,nass::A,ва,би́ччараб
587,trocken::A,кӧс,бакъвараб
588,voll::A,тыра,
589,leer::A,тыртӧм,чӏобогояб
590,offen::A,оссьӧм,рагьараб
591,geschlossen::A,игана,рахараб-къараб
592,geschlossen::A,пӧдана,рахараб-къараб
593,sauber::A,сӧдз,бацӏцӏадаб
594,sauber::A,сӧстӧм,бацӏцӏадаб
595,schmutzig::A,нятьӧсь,гъизараб
596,roh::A,путӧм,хамаб
597,roh::A,путӧм,гӏатӏгояб
598,reif::A,кисьмалӧм,барщараб
599,lecker::A,кӧра ,тӏагӏамаб
600,süß::A,чӧскыт,гьуинаб
601,bitter::A,курыт,кьогӏаб
602,sauer::A,шӧма ,цӏекӏаб
603,hell::A,югыт,канаб
604,dunkel::A,пемыт,бецӏаб
605,schwarz::A,сьӧд,чӏегӏераб
606,weiß::A,чочком,хъахӏаб
607,rot::A,гӧрд,багӏараб
608,gelb::A,веж,гӏобилаб
609,gelb::A,веж,тӏогьилаб
610,blau::A,лӧз,хъахӏилаб
611,grün::A,веж,гӏурччинаб
612,grau::A,руд,накӏкӏуяб
613,grau::A,бусӧй,накӏкӏуяб
614,bunt::A,быдрӧма,къвекӏаб
615,bunt::A,быдрӧма,чара-гъараб
616,billig::A,донтӧм,учузаб
617,teuer::A,дона,хири́яб
618,wertvoll::A,дона,къиматаб
619,blind::A,синтӧм,беццаб
620,taub::A,пельтӧм,гъугъаб
621,kräftig::A,вына,гучаб
622,stark::A,вына,къуватаб
623,schwach::A,некодя,гӏажизаб
624,fett::A,госа,кьарияб
625,schlank::A,статя,чергесаб
626,hübsch::A,басӧк,гьайбатаб
627,böse::A,лёк,ракӏквешаб
628,dumm::A,бӧбӧв,гьагаб
629,dumm::A,бӧбӧв,гӏантаб
630,dumm::A,вежӧртӧм,гьагаб
631,dumm::A,вежӧртӧм,гӏантаб
632,faul::A,дыш,кӏохӏалаб
633,faul::A,дыш,кӏухӏа́лаб
634,fleißig::A,уджалicь,хӏаракатаб
635,geizig::A,жикмӧра,къарумаб
636,geizig::A,горшаліcь,къарумаб
637,klug::A,авья,лумияб
638,klug::A,вежӧра,лумияб
639,geschickt::A,кипода,махщел бугев
640,lieb::A,муса,гӏазизаб
641,lieb::A,дзулиньӧй,гӏазизаб
642,lustig::A,гажа,кепаб
643,sanft::A,лебезнӧй,хӏалимаб
644,sanft::A,лебезнӧй,хӏере́наб
645,hungrig::A,тшыг,бакъараб
646,krank::A,шогалiсь,щокъаб
647,krank::A,шогалiсь,унтараб
648,nackt::A,куш,гӏицӏаб
649,nackt::A,куш,чӏанкӏараб
650,traurig::A,жугыль,пашманаб
651,lebendig::A,ловья,чӏагояб
652,gut::A,бур,лъикӏаб
653,schlecht::A,умӧль,къадараб
654,schlimm::A,нештӧм,нажасаб
655,schlimm::A,нештӧм,къабихӏаб
656,alt::A,важ,басрияб
657,neu::A,виль,цӏияб
658,ehemalig::A,вӧвлӧм,цебе́госеб
659,alt[Lebewesen]::A,года,хераб
660,alt[Lebewesen]::A,годдэза,хераб
661,jung::A,том,тӏинчӏаб
662,jung::A,том,гӏолохъанаб
663,arm::A,гов,пакъираб
664,arm::A,беднӧй,пакъираб
665,reich::A,эма,бечедаб
666,bekannt::A,тӧдса,лъалеб
667,fremd::A,чужӧй,чияр
668,verschieden::A,быдкодь,батӏи-батӏияб
669,nah::A,матiсь,гӏагарда бугеб
670,fern::A,ылicь,рикӏкӏадаб
671,linker::A,шульга,квегӏаб
672,rechter::A,веськытланись,кваранаб
673,anderer::A,мукӧд,батӏияб
674,erster::A,медодзза,тӏоцебесеб
675,zweiter::A,кыкӧт,кӏиабилеб
676,dritter::A,куимӧт,лъабабилеб
677,dritter::A,куимӧдз,лъабабилеб
678,letzter::A,бӧрья,ахирисеб
679,letzter::A,мёдбӧрья,ахирисеб
680,auf einmal::ADV,тшӧтш,цихӏинтӏаго
681,zusammen::ADV,ӧтлаын,цойида
682,lange::ADV,дыр,
683,plötzlich::ADV,друг,цойидасанго
684,sofort::ADV,тшӧтш,гьебсагӏат
685,später::ADV,медбӧрын,
686,jetzt::ADV,ӧні,гьанже
687,heute::ADV,талун,жакъа
688,morgen::ADV,ашын,метер
689,bald::ADV,чожа,гьабсагӏаталъ
690,dann::ADV,сыбӧрын,цинги
691,gestern::ADV,тӧн,сон
692,einst::ADV,ӧтпыр,цин
693,damals::ADV,сэк,гьебмехалъ
694,damals::ADV,сэк,гьебмехалда
695,damals::ADV,сэки,гьебмехалъ
696,damals::ADV,сэки,гьебмехалда
697,danach::ADV,сэсся,цинги
698,danach::ADV,сэсся,хадуса
699,vorher::ADV,одзжык,цебе
700,zuerst::ADV,наперво,тӏоцебе
701,einmal::ADV,ӧтпыр,цинцӏул
702,einmal::ADV,ӧтпыр,цихӏин
703,einmal::ADV,ӧтпыр,цоцӏул
704,manchmal::ADV,мукӧдпыр,олоцӏул
705,oft::ADV,-лы-,гӏемерго
706,immer::ADV,быдпыр,кидаго
707,immer::ADV,быдпырся,кидаго
708,niemals::ADV,некӧр,киданиги
709,hier::ADV,татӧн,аниб
710,hierhin::ADV,татчӧ,анибехун
711,von hier::ADV,тасянь,гьаниса
712,dort::ADV,сэтӧн,гьениб
713,dorthin::ADV,сэтчин,гьадаба
714,geradeaus::ADV,веськыта,битӏутӏа
715,vorwärts::ADV,одзӧ,цебехун
716,rückwärts::ADV,бӧр,нахъ-нахъ
717,zurück::ADV,бӧр,нахъе
718,unten::ADV,увтын,ахакь
719,unten::ADV,увтын,гъоркь
720,hinab::ADV,увтас,эхебе
721,oben::ADV,вевдӧрас,тӏад
722,oben::ADV,вевдӧрас,тӏадехун
723,hinauf::ADV,вывлань,эхеде
724,hinauf::ADV,вывланьӧ,эхеде
725,überall::ADV,быдлан,кибго
726,nicht::ADV,ог,
727,ein wenig::ADV,-ышт,дагьабго
728,ein wenig::ADV,невна,дагьабго
729,kaum::ADV,ӧдва,хӏалалъ
730,sehr::ADV,вывтi,кутакалда
731,so::ADV,сiдз,гьедин
732,noch::ADV,эшӧ,жеги
733,nur::ADV,только,гӏӣцӏго
734,schon::ADV,ни,
735,wieder::ADV,бӧра,на́хъеги
736,vergebens::ADV,весись,чӏалгӏаде
737,vor::PRP,одзас,цебе
