,Concept_ID,mhr,br
735,überall::ADV,чыла́ вере́,dre-holl
736,nicht::ADV,ок,ne ... ket
737,nicht::ADV,о́геш,ne ... ket
738,ein wenig::ADV,изи́ш,un tammig
739,kaum::ADV,пыкше́,a-boan
740,sehr::ADV,чот,-tre
741,sehr::ADV,чот,-kenañ
742,so::ADV,тыге́,evel-se
743,noch::ADV,а́ле,c'hoazh
744,nur::ADV,гына́,hepken
745,schon::ADV,ы́нде,dija
746,wieder::ADV,ада́к,adarre
747,vergebens::ADV,ара́м,
748,vor::PRP,о́нчыч,dirak
749,hinter::PRP,шеҥге́лне,a-drek
750,hinter::PRP,шеҥге́лне,a-dreñv
751,unter::PRP,йыма́лне,dindan
752,durch::PRP,вошт,dre
753,neben::PRP,вокте́н,e-kichen
754,zwischen::PRP,кокла́ште,etre
755,wegen::PRP,верч,abalamour da
756,dies::PRN,ти́де,hemañ
757,das::PRN,са́де,se
758,das::PRN,са́де,hennezh
759,alles::PRN,чыла́,pep tra
760,ich::PRN,мый,me
761,du::PRN,тый,te
762,er::PRN,ту́до,eñ
763,wir::PRN,ме,ni
764,ihr::PRN,те,c'hwi
765,sie::PRN,ну́но,int
766,was::FPRN,мо,petra
767,wer::FPRN,кӧ,piv
768,wo::FADV,куша́н,pelec'h
769,wohin::FADV,куш,da belec'h
770,wohin::FADV,ку́шко,da belec'h
771,wie::FADV,кузе́,penaos
772,warum::FADV,мо,perak
773,warum::FADV,мола́н,perak
774,wieviel::FNUM,куна́р,pet
775,eins::NUM,ик,unan
776,zwei::NUM,ко́кыт,daou
777,drei::NUM,кум,tri
778,vier::NUM,ныл,pevar
779,fünf::NUM,вич,pemp
780,sechs::NUM,куд,c'hwec'h
781,sieben::NUM,шым,seizh
782,acht::NUM,канда́ш,eizh
783,neun::NUM,инде́ш,nav
784,zehn::NUM,лу,dek
785,elf::NUM,лати́к,unnek
786,zwölf::NUM,латко́к,daouzek
787,zwanzig::NUM,ко́ло,ugent
788,dreißig::NUM,ку́мло,tregont
789,vierzig::NUM,ны́лле,daou-ugent
790,fünfzig::NUM,ви́тле,hanter-kant
791,sechzig::NUM,ку́дло,tri-ugent
792,siebzig::NUM,шы́мле,dek ha tri-ugent
793,achtzig::NUM,канда́шле,pevar-ugent
794,neunzig::NUM,инде́шле,dek ha pevar-ugent
795,hundert::NUM,шӱ́дӧ,kant
796,tausend::NUM,тӱже́м,mil
797,und::CNJ,да,ha
798,und::CNJ,ден,ha
799,oder::CNJ,я,pe
800,oder::CNJ,а́ле,pe
801,stehen::V,шога́ш,bezañ a-sav
802,sitzen::V,шинча́ш,azezañ
803,sitzen::V,шинча́ш,bezañ en e goazez
804,liegen::V,кия́ш,bezañ en e c'hourvez
805,hängen::V,кеча́ш,krougañ
806,werden::V,лия́ш,dazonet
807,passieren::V,лия́ш,c'hoarvezout
808,beginnen::V,тӱҥгала́ш,stagañ
809,enden::V,пыта́ш,achuiñ
810,wechseln::V,вашталта́ш,cheñch
811,aufgehen[Sonne]::V,лекта́ш,dirouzañ
812,untergehen[Sonne]::V,шинча́ш,
813,scheinen[Sonne]::V,волгалта́ш,lugernañ
814,donnern::V,кӱдырта́ш,taranal
815,donnern::V,сургалта́ш,taranal
816,wehen::V,пуа́ш,c'hwezhañ
817,strömen::V,шийалтара́ш,deredek
818,fließen::V,йога́ш,redek
819,sich drehen::V,пӧрда́ш,troiñ
820,schwanken::V,лӱҥга́ш,trantellat
821,schwanken::V,тайныла́ш,trantellat
822,schwingen::V,рӱпшалта́ш,froumal
823,fallen::V,воза́ш,kouezhañ
824,fallen::V,йӧрла́ш,kouezhañ
825,brennen::V,йӱла́ш,deviñ
826,rauchen::V,шикша́ш,divogedañ
827,regnen::V,йӱра́ш,glavañ
828,gefrieren::V,кылма́ш,reviñ
829,gefrieren::V,ияҥа́ш,reviñ
830,tauen::V,шула́ш,diskornañ
831,schmelzen::V,лева́ш,teuziñ
832,trocknen::V,кошка́ш,sec'hañ
833,sieden::V,шола́ш,berviñ
834,faulen::V,шӱя́ш,breinañ
835,verfaulen::V,шӱйы́н шуа́ш,breinañ
836,reißen::V,кӱрла́ш,darnaouiñ
837,versinken::V,пуре́н кая́ш,sodellañ
838,vergehen::V,эрте́н кая́ш,tremen
839,erscheinen::V,толы́н лекта́ш,donet war-wel
840,verschwinden::V,йома́ш,monet diwar wel
841,sinken::V,пуча́ш,en em izelat
842,abnehmen::V,пуча́ш,nebeutaat
843,zunehmen::V,шукема́ш,kreskiñ
844,steigen::V,нӧлталта́ш,sevel
845,wachsen::V,кушка́ш,kreskiñ
846,glänzen::V,йылгыжа́ш,lugernañ
847,funkeln::V,чолга́ш,elieniñ
848,lärmen::V,рӱшка́ш,rabotat
849,läuten::V,мура́ш,
850,klingeln::V,йыҥгырта́ш,
851,klirren::V,чылдыртата́ш,diridignat
852,klirren::V,чылдыртата́ш,sterlinkañ
853,brausen::V,лӱшка́ш,gwegal
854,rauschen::V,лыжга́ш,trouzal
855,klingen::V,йоҥга́ш,seniñ
856,bellen::V,опта́ш,harzhal
857,heulen::V,урмыжа́ш,yudal
858,blasen::V,пуала́ш,c'hwezhañ
859,pfeifen::V,шӱ́шкаш,c'hwitellat
860,schreien::V,кычкыра́ш,huchal
861,stöhnen::V,йыҥыса́ш,hirvoudiñ
862,zittern::V,чытыра́ш,krenañ
863,leben::V,ила́ш,bevañ
864,geboren werden::V,шоча́ш,genel
865,atmen::V,шӱла́ш,tennañ e anal
866,trinken::V,йӱа́ш,evañ
867,essen::V,кочка́ш,debriñ
868,schlucken::V,нела́ш,lonkañ
869,müde werden::V,ноя́ш,skuizhañ
870,einschlafen::V,мале́н колта́ш,menel kousket
871,schlafen::V,мала́ш,kousket
872,aufwachen::V,помыжалта́ш,dihuniñ
873,aufstehen::V,кынела́ш,sevel
874,sich erholen::V,кана́ш,diskuizhañ
875,krank werden::V,черлане́н воза́ш,klañviñ
876,krank sein::V,черлане́н кия́ш,bezañ klañv
877,schmerzen::V,коршта́ш,skourjezañ
878,husten::V,кокыра́ш,pasaat
879,husten::V,кокыра́ш,peudal
880,genesen::V,тӱрла́ш,pareañ
881,genesen::V,тазаҥа́ш,pareañ
882,sterben::V,кола́ш,mervel
883,umkommen::V,вуй йома́ш,perisañ
884,sich bewegen::V,кошта́ш,bouljal
885,sich rühren::V,тарвана́ш,fiñval
886,sich erheben::V,кынела́ш,sevel
887,sich setzen::V,шинча́ш,azezañ
888,sich setzen::V,шинча́ш,mont en e goazez
889,hinfallen::V,йӧрла́ш,kouezhañ
890,laufen::V,кошта́ш,redek
891,schreiten::V,ошкыла́ш,kerzhet
892,spazierengehen::V,гуля́яш,pourmen
893,eilen::V,вашка́ш,hastañ
894,sich beeilen::V,вашкешта́ш,hastañ
895,sausen::V,юлтка́ш,karzhañ
896,rennen::V,куржтала́ш,redek
897,springen::V,тӧршта́ш,lammat
898,klettern::V,кӱза́ш,krimpat
899,schaukeln::V,лӱҥгалта́ш,brañsellat
900,kriechen::V,нушка́ш,skrampañ
901,schwimmen::V,ия́ш,neuial
902,tauchen::V,шуҥгалта́ш,splujañ
903,rudern::V,удыра́ш,roeñvat
904,fahren::V,кудала́ш,kas
905,fahren::V,кудала́ш,bleniañ
906,fliegen::V,чоҥешта́ш,nijal
907,gehen::V,кая́ш,mont
908,weggehen::V,кораҥа́ш,mont kuit
909,abfahren::V,лекта́ш,mont kuit
910,anhalten::V,чарна́ш,chom a-sav
911,hineingehen::V,пура́ш,monet e-barzh
912,eintreten::V,пура́ш,monet e-barzh
913,kommen::V,тола́ш,dont
914,ankommen::V,шуа́ш,erruout
915,zurückkommen::V,пӧртыла́ш,addonet
916,bleiben::V,кода́ш,chom
917,warten::V,вуча́ш,gortoz
918,erwarten::V,вуча́ш,gortoz
919,suchen::V,кычала́ш,klask
920,finden::V,муа́ш,kavout
921,versuchen::V,толаша́ш,klask
922,vorbereiten::V,ямдыла́ш,aozañ
923,lieben::V,йӧрата́ш,karout
924,mögen::V,йӧрата́ш,karout
925,lachen::V,воштыла́ш,c'hoarzin
926,rühren::V,ку́мыл тарвата́ш,tenerañ
927,weinen::V,шорта́ш,gouelañ
928,schimpfen::V,каргаша́ш,krozal
929,sich ärgern::V,сыра́ш,fachañ
930,sich ärgern::V,сыра́ш,en em fachañ
931,sich fürchten::V,лӱда́ш,
932,fürchten::V,лӱда́ш,
933,fliehen::V,куржа́ш,tec'het
934,flüchten::V,куржа́ш,tuzañ
935,sehen::V,ужа́ш,gwelet
936,anschauen::V,онча́ш,sellout ouzh
937,ansehen::V,эскера́ш,sellout ouzh
938,hören::V,кола́ш,klevet
939,zuhören::V,колышта́ш,selaou
940,probieren::V,тамла́ш,blasa
941,riechen::V,ӱпшынча́ш,klevet
942,fühlen::V,шижа́ш,santout
943,scheinen::V,чуча́ш,diskouez bezañ
944,zu sehen sein::V,коя́ш,bezañ gwelus
945,vernehmen::V,кола́ш,merzhañ
946,frieren::V,кылма́ш,anoued
947,tun::V,ышта́ш,ober
948,können::V,мошта́ш,gouzout
949,wollen::V,тӱна́ш,fellout da
950,wollen::V,тӱна́ш,kaout c'hoant da
951,anfangen::V,тӱҥала́ш,kregiñ
952,beenden::V,пытара́ш,achuiñ
953,aufhören::V,чарна́ш,paouez
954,gelingen::V,сай лекта́ш,
955,geraten::V,лекта́ш,
956,öffnen::V,поча́ш,digeriñ
957,schließen::V,петыра́ш,serriñ
958,stellen::V,шында́ш,lakaat
959,setzen::V,шында́ш,lakaat
960,legen::V,опта́ш,lakaat
961,legen::V,пышта́ш,lakaat
962,berühren::V,тӱка́ш,touch
963,verbinden::V,пида́ш,eren
964,bedecken::V,леведа́ш,goloiñ
965,aufhängen::V,сака́ш,istribilhañ
966,anzünden::V,чӱкта́ш,alumiñ
967,anzünden::V,чӱкта́ш,c'hwezzañ
968,aufheben::V,нӧлтала́ш,dastum
969,zurücklassen::V,кода́ш,lezel
970,verlieren::V,йомдара́ш,koll
971,fallen lassen::V,воза́ш,laoskel
972,fallen lassen::V,воза́ш,lezel da gouezhel
973,machen::V,ышта́ш,ober
974,herstellen::V,ямдыла́ш,fardañ
975,bauen::V,чоҥа́ш,sevel
976,reparieren::V,ачала́ш,adaozañ
977,verbessern::V,саемда́ш,gwellaat
978,ändern::V,весемда́ш,cheñch
979,graben::V,кӱнча́ш,kleuzañ
980,beugen::V,пӱгырта́ш,plegañ
981,biegen::V,лывырта́ш,krommañ
982,drehen::V,пӱтыра́ш,treiñ
983,wenden::V,ирала́ш,treiñ
984,umdrehen::V,савырала́ш,treiñ
985,heben::V,нӧлта́ш,sevel
986,hochheben::V,нӧлта́ш,sevel
987,ergreifen::V,руалта́ш,kemer
988,halten::V,куча́ш,dalc'hen
989,drücken::V,иша́ш,bountañ
990,drücken::V,темда́ш,bountañ
991,schieben::V,шӱкала́ш,poulzañ
992,kratzen::V,удыра́ш,skrabat
993,lecken::V,нула́ш,lipat
994,beißen::V,пура́ш,kregiñ
995,abreißen::V,кӱрла́ш,diframmañ
996,abschneiden::V,пӱчка́ш,troc'hañ
997,binden::V,кылда́ш,stagañ
998,stecken::V,шуралта́ш,sankañ
999,brechen::V,тодышта́ш,darnaouiñ
1000,klopfen::V,кыра́ш,skoiñ
1001,hauen::V,тӱя́ш,dornañ
1002,kleben::V,клеитла́ш,pegañ
1003,reiben::V,йыга́ш,taravat
1004,reiben::V,йыга́ш,trekiñ
1005,reiben::V,туржала́ш,taravat
1006,reiben::V,туржала́ш,trekiñ
1007,streichen::V,шӱра́ш,toazañ
1008,schleifen::V,шума́ш,lemmañ
1009,schleifen::V,яна́ш,lemmañ
1010,schneiden::V,пӱчка́ш,troc'hañ
1011,rütteln::V,рӱза́ш,tordorosañ
1012,schütteln::V,почка́ш,hejañ
1013,schwenken::V,рӱза́ш,
1014,schütten::V,опта́ш,diskargañ
1015,füllen::V,тема́ш,kargañ
1016,einwickeln::V,вӱдыла́ш,gronnañ
1017,tragen::V,нумала́ш,dougen
1018,schleppen::V,шӱдыра́ш,stlejal
1019,ziehen::V,шупша́ш,sachañ
1020,aufbewahren::V,арала́ш,miret
1021,werfen::V,шуа́ш,teuler
1022,werfen::V,кышка́ш,teuler
1023,fangen::V,куча́ш,tapañ
1024,packen::V,руалта́ш,krapat
1025,verstecken::V,тоя́ш,kuzhat
1026,teilen::V,пӧла́ш,rannañ
1027,schicken::V,колта́ш,kas
1028,bringen::V,конда́ш,degas
1029,hinzufügen::V,ешара́ш,lakat ouzhpenn
1030,bekommen::V,нала́ш,kaout
1031,erhalten::V,нала́ш,kaout
1032,nehmen::V,нала́ш,kemer
1033,wählen::V,сайла́ш,choaz
1034,auswählen::V,таҥгла́ш,dibab
1035,bewahren::V,сакла́ш,mirout
1036,behindern::V,чаракла́ш,diaezañ
1037,verderben::V,пужа́ш,lovrañ
1038,beschädigen::V,пужа́ш,gwallegañ
1039,zerbrechen::V,пудырта́ш,torriñ
1040,zerreißen::V,кӱрла́ш,diroegiñ
1041,zerstören::V,шалата́ш,distrujañ
1042,verbrennen::V,йӱлата́ш,deviñ
1043,geben::V,пуа́ш,reiñ
1044,reichen::V,пуа́ш,
1045,schenken::V,пӧлекла́ш,donezonañ
1046,versprechen::V,сӧра́ш,prometiñ
1047,wünschen::V,тылана́ш,hetiñ
1048,loben::V,мокта́ш,feurmiñ
1049,küssen::V,шупшала́ш,pokat
1050,wiegen::V,рӱпша́ш,pouezañ
1051,zudecken::V,леведа́ш,goloiñ
1052,wecken::V,помыжалтара́ш,dihuniñ
1053,zeigen::V,ончыкта́ш,diskouez
1054,führen::V,вӱда́ш,kas
1055,lehren::V,туныкта́ш,deskiñ
1056,unterrichten::V,туныкта́ш,kelenn
1057,aufziehen::V,орышта́ш,
1058,leiten::V,вӱда́ш,bleinañ
1059,leiten::V,вуйлата́ш,bleinañ
1060,antreiben::V,поктыла́ш,poulzañ
1061,lassen::V,-та́ш,leuskel
1062,einladen::V,ӱжа́ш,pediñ
1063,vereinigen::V,иктешла́ш,unisañ
1064,besuchen::V,то́лын кая́ш,gweladenniñ
1065,treffen::V,вашлия́ш,kejal
1066,treffen::V,вашлия́ш,ankontrañ
1067,sich versammeln::V,погына́ш,bodennañ
1068,sich versammeln::V,чумырга́ш,bodennañ
1069,spielen::V,мода́ш,c'hoari
1070,singen::V,мура́ш,kanañ
1071,tanzen::V,кушта́ш,dañsal
1072,sich trennen::V,ойырла́ш,dispartiañ
1073,verlassen::V,кудалта́ш,lezel
1074,retten::V,утара́ш,saveteiñ
1075,bewachen::V,орола́ш,mesa
1076,schützen::V,арала́ш,diwall
1077,verteidigen::V,арала́ш,difenn
1078,sich schlagen::V,кредала́ш,lopañ
1079,schießen::V,лӱя́ш,
1080,siegen::V,сеҥа́ш,trec'hiñ
1081,ärgern::V,сырыкта́ш,hegasiñ
1082,schlagen::V,пера́ш,skeiñ
1083,treten::V,тошка́ш,botaouiñ
1084,stechen::V,кера́ш,pikat
1085,stoßen::V,шӱкала́ш,stokañ
1086,stehlen::V,шолышта́ш,laerezh
1087,stören::V,мешая́ш,direnkañ
1088,belästigen::V,толаштара́ш,dregasiñ
1089,verbergen::V,шылта́ш,skoachañ
1090,täuschen::V,ондала́ш,tromplañ
1091,betrügen::V,ондала́ш,lorbañ
1092,töten::V,пушта́ш,lazhañ
1093,wohnen::V,ила́ш,bezañ o chom
1094,arbeiten::V,пашалана́ш,labourat
1095,arbeiten::V,паша́м ышта́ш,labourat
1096,sammeln::V,пога́ш,dastum
1097,pflücken::V,кӱра́ш,kuntuilhañ
1098,jagen::V,сонарла́ш,chaseal
1099,fischen::V,кол куча́ш,pesketa
1100,fassen::V,куча́ш,pakañ
1101,hüten::V,кӱта́ш,geota
1102,treiben::V,покта́ш,
1103,anbinden::V,йолышта́ш,stagañ
1104,füttern::V,пукша́ш,boueta
1105,melken::V,лӱшта́ш,goro
1106,hacken::V,руа́ш,difrakal
1107,gießen::V,шава́ш,dourañ
1108,reifen::V,кӱа́ш,azviñ
1109,zubereiten::V,ямдыла́ш,keginañ
1110,kochen::V,шолта́ш,poazhañ
1111,backen::V,кӱкташ,fritañ
1112,braten::V,пуштыла́ш,rostañ
1113,braten::V,жаритла́ш,rostañ
1114,umrühren::V,луга́ш,
1115,stricken::V,пида́ш,stammañ
1116,nähen::V,урга́ш,gwriat
1117,färben::V,чиялта́ш,livañ
1118,reinigen::V,эрыкта́ш,naetañ
1119,waschen::V,мушка́ш,gwalc'hiñ
1120,abwischen::V,ӱшта́ш,torchañ
1121,spülen::V,шӱалта́ш,disgwalc'hiñ
1122,fegen::V,ӱшта́ш,skubañ
1123,kehren::V,ӱшта́ш,skubañ
1124,baden::V,йӱштыла́ш,kouronkañ
1125,sich waschen::V,мушкылта́ш,en em walc'hiñ
1126,ausziehen::V,кудаша́ш,
1127,anziehen::V,чия́ш,
1128,sich anziehen::V,чия́ш,gwiskañ
1129,kämmen::V,шера́ш,kribat
1130,schmücken::V,тӱзата́ш,kinklañ
1131,schmücken::V,чеверта́ш,kinklañ
1132,sagen::V,ойла́ш,larêt
1133,sagen::V,ойла́ш,lavaret
1134,sagen::V,каласа́ш,larêt
1135,sagen::V,каласа́ш,lavaret
1136,sprechen::V,кутыра́ш,komz
1137,reden::V,мутлана́ш,kaozeal
1138,sich unterhalten::V,кутыра́ш,balbotal
1139,fragen::V,йода́ш,goulenn
1140,bitten::V,йода́ш,goulenn
1141,erzählen::V,ойла́ш,kontañ
1142,mitteilen::V,увертара́ш,kemenn
1143,nennen::V,лӱмда́ш,anviñ
1144,rufen::V,ӱжа́ш,gelver
1145,prahlen::V,моктана́ш,fougeal
1146,übersetzen::V,кусара́ш,treiñ
1147,denken::V,шона́ш,soñjal
1148,glauben::V,ӱшана́ш,krediñ
1149,bemerken::V,шижа́ш,apresevañ
1150,erkennen::V,пала́ш,anavout
1151,begreifen::V,ыҥла́ш,meizañ
1152,verstehen::V,умыла́ш,kompren
1153,lernen::V,тунема́ш,deskiñ
1154,wissen::V,шинча́ш,gouzout
1155,sich erinnern an::V,шарна́ш,kaout soñj e
1156,vergessen::V,монда́ш,ankouaat
1157,messen::V,виса́ш,muzuliañ
1158,zählen::V,шотла́ш,kontañ
1159,rechnen::V,шотла́ш,jedañ
1160,lesen::V,луда́ш,lenn
1161,malen::V,сӱретла́ш,livañ
1162,zeichnen::V,сӱретла́ш,tresañ
1163,schreiben::V,воза́ш,skrivañ
1164,besitzen::V,лия́ш,kaout
1165,kaufen::V,нала́ш,prenañ
1166,verkaufen::V,ужала́ш,gwerzhañ
1167,bezahlen::V,тӱла́ш,paeañ
1168,zahlen::V,тӱла́ш,paeañ
1169,beherrschen::V,куча́ш,mestroniañ
1170,ertragen::V,турка́ш,anduriñ
