,Concept_ID,be,cs
337,Gewicht::N,вага,váha
338,Menge::N,колькасць,množství
339,Haufen::N,куча,kupa
340,Haufen::N,куча,hromada
341,Reihe::N,рад,řada
342,Reihe::N,рад,řádek
343,Boot::N,лодка,člun
344,Ruder::N,вясло,veslo
345,Schlitten::N,сані,sáně
346,Ski::N,лыжа,lyže
347,Lagerfeuer::N,вогнішча,táborák
348,Last::N,цяжар,náklad
349,Last::N,цяжар,břemeno
350,Gang::N,ход,chůze
351,Gang::N,ход,chodba
352,Schritt::N,шаг,krok
353,Schritt::N,крок,krok
354,Norden::N,поўнач,sever
355,Süden::N,поўдзень,jih
356,Westen::N,захад,západ
357,Osten::N,усход,východ
358,Holz::N,дрэва,dřevo
359,Holz::N,драўніна,dřevo
360,Brett::N,дошка,prkno
361,Platte::N,пліта,deska
362,Stütze::N,падпорка,opěra
363,Stange::N,жэрдка,tyč
364,Stange::N,жэрдка,tyčka
365,Stock::N,палка,hůlka
366,Stab::N,шост,hůl
367,Rohr::N,труба,trubka
368,Haus::N,дом,dům
369,Heim::N,дом,domov
370,Heim::N,хата,domov
371,Ofen::N,печ,kamna
372,Fußboden::N,падлога,podlaha
373,Tisch::N,стол,stůl
374,Stuhl::N,стул,židle
375,Stuhl::N,крэсла,židle
376,Wiege::N,калыска,kolébka
377,Bett::N,ложак,postel
378,Bett::N,пасцель,postel
379,Regal::N,паліца,regál
380,Regal::N,паліца,police
381,Kiste::N,скрынка,bedna
382,Fenster::N,акно,okno
383,Tür::N,дзверы,dveře
384,Tor::N,вароты,vrata
385,Zaun::N,агароджа,plot
386,Dach::N,дах,střecha
387,Leiter::N,лесвіца,žebřík
388,Besen::N,мятла,koště
389,Besen::N,мятла,smeták
390,Spaten::N,лапата,rýč
391,Spaten::N,жалязняк,rýč
392,Schaufel::N,шуфлік,lopata
393,Schaufel::N,лапатка,lopata
394,Gabel::N,відэлец,vidlička
395,Löffel::N,лыжка,lžíce
396,Messer::N,нож,nůž
397,Nagel::N,цвік,hřebík
398,Netz::N,сетка,síť
399,Haken::N,крук,hák
400,Griff::N,ручка,držadlo
401,Schloss::N,замок,zámek
402,Bild::N,карціна,obraz
403,Figur::N,фігура,figura
404,Puppe::N,лялька,panenka
405,Beutel::N,мяшок,pytlík
406,Bündel::N,вязка,svazek
407,Tasche::N,торба,taška
408,Tasche::N,торба,brašna
409,Eimer::N,вядро,kýbl
410,Eimer::N,вядро,vědro
411,Deckel::N,накрыўка,víko
412,Deckel::N,накрыўка,příklop
413,Geschirr::N,пасуда,nádobí
414,Sack::N,мех,pytel
415,Tasse::N,кубак,šálek
416,Topf::N,каструля,hrnec
417,Kessel::N,кацёл,kotel
418,Essen::N,ежа,jídlo
419,Nahrung::N,харч,strava
420,Nahrung::N,харч,potrava
421,Speise::N,страва,jídlo
422,Fleisch::N,мяса,maso
423,Getreide::N,збожжа,obilí
424,Brei::N,каша,kaše
425,Brot::N,хлеб,chléb
426,Scheibe::N,луста,krajíc
427,Scheibe::N,скібка,krajíc
428,Fett::N,тлушч,tuk
429,Fett::N,тлушч,omastek
430,Butter::N,масла,máslo
431,Öl::N,алей,olej
432,Salz::N,соль,sůl
433,Suppe::N,суп,polévka
434,Honig::N,мёд,med
435,Milch::N,малако,mléko
436,Tee::N,чай,čaj
437,Tee::N,гарбата,čaj
438,Leder::N,скура,kůže
439,Wolle::N,воўна,vlna
440,Stoff::N,тканіна,látka
441,Nadel::N,іголка,jehla
442,Faden::N,нітка,nit
443,Knopf::N,гузік,knoflík
444,Knoten::N,вузел,uzel
445,Farbe::N,фарба,barva
446,Kleidung::N,адзенне,šaty
447,Kleidung::N,адзенне,šatstvo
448,Hemd::N,кашуля,košile
449,Kragen::N,каўнер,límec
450,Ärmel::N,рукаў,rukáv
451,Hose::N,штаны,kalhoty
452,Gürtel::N,пояс,pás
453,Gürtel::N,пояс,opasek
454,Mütze::N,шапка,čepice
455,Schuh::N,чаравік,bota
456,Stiefel::N,бот,holínka
457,Ring::N,кольца,prsten
458,Band::N,стужка,pásek
459,Kamm::N,расчоска,hřeben
460,Spiegel::N,люстра,zrcadlo
461,Riemen::N,рэмень,řemen
462,Schnur::N,вяроўка,šňůra
463,Leine::N,павадок,vodítko
464,Decke::N,коўдра,pokrývka
465,Decke::N,коўдра,přikrývka
466,Kissen::N,падушка,polštář
467,Tuch::N,хустка,šátek
468,Handtuch::N,ручнік,ručník
469,Kraft::N,сіла,síla
470,Stärke::N,моц,síla
471,Gesundheit::N,здароўе,zdraví
472,Krankheit::N,хвароба,nemoc
473,Krankheit::N,хвароба,choroba
474,Schmerz::N,боль,bolest
475,Wunde::N,рана,rána
476,Fieber::N,гарачка,horečka
477,Fieber::N,ліхаманка,horečka
478,Arznei::N,лекі,lék
479,Brücke::N,мост,most
480,Brunnen::N,калодзеж,studna
481,Weide::N,паша,pastva
482,Weide::N,паша,pastvina
483,Pfad::N,сцежка,pěšina
484,Weg::N,шлях,cesta
485,Weg::N,дарога,cesta
486,Straße::N,вуліца,silnice
487,Dorf::N,вёска,vesnice
488,Stadt::N,горад,město
489,Brief::N,ліст,dopis
490,Brief::N,пісьмо,dopis
491,Buch::N,кніга,kniha
492,Buchstabe::N,літара,písmeno
493,Zeitung::N,газета,noviny
494,Leben::N,жыццё,život
495,Tod::N,смерць,smrt
496,Grab::N,магіла,hrob
497,Kirche::N,касцёл,kostel
498,Kirche::N,царква,kostel
499,Sünde::N,грэх,hřích
500,Gott::N,бог,bůh
501,Arbeiter::N,рабочы,dělník
502,Arbeiter::N,рабочы,pracovník
503,Chef::N,начальнік,šéf
504,Chef::N,начальнік,vedoucí
505,Meister::N,майстар,mistr
506,Arzt::N,урач,lékař
507,Lehrer::N,настаўнік,učitel
508,Geld::N,грошы,peníze
509,Geschäft::N,заняцце,obchod
510,Laden::N,крама,krám
511,Laden::N,магазін,krám
512,Preis::N,цана,cena
513,Ware::N,тавар,zboží
514,Nutzen::N,выгада,užitek
515,Reichtum::N,багацце,bohatství
516,Welt::N,свет,svět
517,Land::N,краіна,země
518,Staat::N,дзяржава,stát
519,König::N,кароль,král
520,Macht::N,улада,moc
521,Macht::N,улада,mocnost
522,Grenze::N,граніца,hranice
523,Krieg::N,вайна,válka
524,Feind::N,вораг,nepřítel
525,Gewalt::N,насілле,násilí
526,Kampf::N,барацьба,boj
527,Bogen[Waffe]::N,лук,luk
528,Pfeil::N,страла,šíp
529,Gewehr::N,ружжо,puška
530,Gewehr::N,ружжо,ručnice
531,Fehler::N,памылка,chyba
532,Lüge::N,хлусня,lež
533,Schaden::N,шкода,škoda
534,Unglück::N,ліха,neštěstí
535,Unglück::N,бядота,neštěstí
536,Schuld::N,віна,vina
537,Alter::N,узрост,věk
538,Schluss::N,канец,konec
539,Zeit::N,час,čas
540,Tag::N,дзень,den
541,Morgen::N,ранак,ráno
542,Morgen::N,ранак,jitro
543,Morgen::N,раніца,ráno
544,Morgen::N,раніца,jitro
545,Mittag::N,паўдня,poledne
546,Mittag::N,поўдзень,poledne
547,Abend::N,вечар,večer
548,Nacht::N,ноч,noc
549,Woche::N,тыдзень,týden
550,Monat::N,месяц,měsíc
551,Jahr::N,год,rok
552,Frühling::N,вясна,jaro
553,Sommer::N,лета,léto
554,Herbst::N,восень,podzim
555,Winter::N,зіма,zima
556,Januar::N,студзень,leden
557,Februar::N,люты,únor
558,März::N,сакавік,březen
559,April::N,красавік,duben
560,Mai::N,май,květen
561,Mai::N,травень,květen
562,Juni::N,чэрвень,červen
563,Juli::N,ліпень,červenec
564,August::N,жнівень,srpen
565,September::N,верасень,září
566,Oktober::N,кастрычнік,říjen
567,November::N,лістапад,listopad
568,Dezember::N,снежань,prosinec
569,Montag::N,панядзелак,pondělí
570,Montag::N,панядзелак,pondělek
571,Dienstag::N,аўторак,úterý
572,Mittwoch::N,серада,středa
573,Donnerstag::N,чацвер,čtvrtek
574,Freitag::N,пятніца,pátek
575,Samstag::N,субота,sobota
576,Sonntag::N,нядзеля,neděle
577,groß::A,вялікі,velký
578,klein::A,маленькі,malý
579,lang::A,доўгі,dlouhý
580,kurz::A,кароткі,krátký
581,breit::A,шырокі,široký
582,schmal::A,вузкі,úzký
583,dicht::A,густы,hustý
584,dick[Gegenstand]::A,тоўсты,tlustý
585,dünn::A,тонкі,tenký
586,fein::A,тонкі,jemný
587,fest::A,моцны,pevný
588,flach::A,плоскі,plochý
589,flach::A,плоскі,placatý
590,glatt::A,гладкі,hladký
591,hart::A,цвёрды,tvrdý
592,weich::A,мяккі,měkký
593,rund::A,круглы,kulatý
594,rund::A,круглы,okrouhlý
595,spitz::A,спічасты,špičatý
596,spitz::A,востраканцовы,špičatý
597,scharf::A,востры,ostrý
598,stumpf::A,тупы,tupý
599,schwer::A,цяжкі,těžký
600,schön::A,прыгожы,pěkný
601,schön::A,прыгожы,krásný
602,heiß::A,гарачы,horký
603,warm::A,цёплы,teplý
604,kalt::A,холадны,studený
605,kühl::A,халаднаваты,chladný
606,frisch::A,свежы,svěží
607,feucht::A,вільготны,vlhký
608,nass::A,мокры,mokrý
609,trocken::A,сухі,suchý
610,voll::A,поўны,plný
611,leer::A,пусты,prázdný
612,offen::A,адкрыты,otevřený
613,offen::A,адчынены,otevřený
614,geschlossen::A,закрыты,zavřený
615,geschlossen::A,зачынены,zavřený
616,sauber::A,чысты,čistý
617,schmutzig::A,брудны,špinavý
618,roh::A,сыры,syrový
619,reif::A,спелы,zralý
620,lecker::A,смачны,chutný
621,süß::A,салодкі,sladký
622,bitter::A,горкі,hořký
623,sauer::A,кіслы,kyselý
624,hell::A,светлы,světlý
625,dunkel::A,цёмны,temný
626,schwarz::A,чорны,černý
627,weiß::A,белы,bílý
628,rot::A,чырвоны,rudý
629,rot::A,чырвоны,červený
630,gelb::A,жоўты,žlutý
631,blau::A,сіні,modrý
632,grün::A,зялёны,zelený
633,grau::A,шэры,šedý
634,grau::A,шэры,šedivý
635,bunt::A,пяресты,pestrý
636,billig::A,танны,levný
637,billig::A,танны,laciný
638,teuer::A,дарагі,drahý
639,wertvoll::A,цэнны,cenný
640,wertvoll::A,каштоўны,cenný
641,blind::A,сляпы,slepý
642,taub::A,глухі,hluchý
643,kräftig::A,магутны,silný
644,stark::A,сільны,silný
645,schwach::A,слабы,slabý
646,fett::A,тлусты,tučný
647,fett::A,тлусты,tlustý
648,schlank::A,стройны,štíhlý
649,hübsch::A,чароўны,hezký
650,böse::A,злы,zlý
651,dumm::A,дурны,hloupý
652,faul::A,лянівы,líný
653,fleißig::A,руплівы,pilný
654,geizig::A,прагны,lakomý
655,klug::A,разумны,chytrý
656,geschickt::A,умелы,šikovný
657,lieb::A,мілы,milý
658,lustig::A,вясёлы,veselý
659,sanft::A,ласкавы,mírný
660,hungrig::A,галодны,hladový
661,krank::A,хворы,nemocný
662,nackt::A,голы,nahý
663,traurig::A,сумны,smutný
664,traurig::A,сумны,truchlivý
665,lebendig::A,жывы,živý
666,gut::A,добры,dobrý
667,schlecht::A,кепскі,špatný
668,richtig::A,правільны,pravý
669,richtig::A,правільны,správný
670,schlimm::A,агідны,zlý
671,wahr::A,сапраўдны,pravdivý
672,alt::A,стары,starý
673,neu::A,новы,nový
674,ehemalig::A,былы,bývalý
675,alt[Lebewesen]::A,стары,starý
676,jung::A,малады,mladý
677,arm::A,бедны,chudý
678,reich::A,багаты,bohatý
679,bekannt::A,знаёмы,známý
680,berühmt::A,славуты,slavný
681,fremd::A,чужы,cizí
682,verschieden::A,розны,různý
683,verschieden::A,розны,rozličný
684,nah::A,блізкі,blízký
685,fern::A,далёкі,daleký
686,linker::A,левы,levý
687,rechter::A,правы,pravý
688,anderer::A,іншы,jiný
689,anderer::A,другі,jiný
690,erster::A,першы,první
691,zweiter::A,другі,druhý
692,dritter::A,трэці,třetí
693,letzter::A,апошні,poslední
694,allein::ADV,сам,sám
695,allein::ADV,адзін,sám
696,auf einmal::ADV,адразу,najednou
697,zusammen::ADV,разам,spolu
698,zusammen::ADV,разам,dohromady
699,lange::ADV,доўга,dlouho
700,plötzlich::ADV,раптам,vtom
701,plötzlich::ADV,раптам,náhle
702,sofort::ADV,зараз,hned
703,sofort::ADV,зараз,ihned
704,später::ADV,пазней,později
705,jetzt::ADV,цяпер,teď
706,jetzt::ADV,цяпер,nyní
707,heute::ADV,сёння,dnes
708,heute::ADV,сёння,dneska
709,morgen::ADV,заўтра,zítra
710,bald::ADV,хутка,brzo
711,bald::ADV,неўзабаве,brzo
712,dann::ADV,потым,pak
713,dann::ADV,потым,potom
714,gestern::ADV,учора,včera
715,einst::ADV,аднойчы,kdysi
716,damals::ADV,тады,tehdy
717,damals::ADV,тады,tenkrát
718,danach::ADV,затым,podle toho
719,vorher::ADV,раней,dříve
720,vorher::ADV,раней,napřed
721,zuerst::ADV,спярша,nejprve
722,zuerst::ADV,спярша,nejdříve
723,zuerst::ADV,спачатку,nejprve
724,zuerst::ADV,спачатку,nejdříve
725,einmal::ADV,адзін раз,jednou
726,manchmal::ADV,часам,někdy
727,oft::ADV,часта,často
728,immer::ADV,заўсёды,vždy
729,immer::ADV,заўсёды,stále
730,niemals::ADV,ніколі,nikdy
731,hier::ADV,тут,zde
732,hier::ADV,тут,tady
733,hierhin::ADV,сюды,sem
734,von hier::ADV,адсюль,odtud
735,von hier::ADV,адгэтуль,odtud
736,dort::ADV,там,tam
737,dorthin::ADV,туды,tam
738,geradeaus::ADV,прама,rovně
739,vorwärts::ADV,наперад,kupředu
740,rückwärts::ADV,назад,zpět
741,zurück::ADV,назад,zpět
742,zurück::ADV,назад,nazpět
743,unten::ADV,унізе,dole
744,hinab::ADV,уніз,dolů
745,oben::ADV,угары,nahoře
746,oben::ADV,угары,navrchu
747,oben::ADV,наверсе,nahoře
748,oben::ADV,наверсе,navrchu
749,hinauf::ADV,угару,nahoru
750,überall::ADV,усюды,všude
751,nicht::ADV,не,ne
752,ein wenig::ADV,трошкі,trochu
753,kaum::ADV,ледзьве,sotva
754,sehr::ADV,вельмі,velmi
755,sehr::ADV,вельмі,velice
756,so::ADV,так,tak
757,so::ADV,так,takto
758,noch::ADV,яшчэ,ještě
759,nur::ADV,толькі,jen
760,nur::ADV,толькі,jenom
761,schon::ADV,ужо,už
762,schon::ADV,ужо,již
763,wieder::ADV,зноў,zase
764,vergebens::ADV,дарма,marně
765,vergebens::ADV,дарэмна,marně
766,vor::PRP,перад,před
767,hinter::PRP,за,za
768,hinter::PRP,ззаду,za
769,unter::PRP,пад,pod
770,durch::PRP,праз,skrz
771,neben::PRP,каля,vedle
772,zwischen::PRP,між,mezi
773,zwischen::PRP,паміж,mezi
774,wegen::PRP,з-за,pro
775,dies::PRN,гэта,toto
776,dies::PRN,гэта,tohle
777,das::PRN,тое,to
778,alles::PRN,усё,všechno
779,ich::PRN,я,já
780,du::PRN,ты,ty
781,er::PRN,ён,on
782,wir::PRN,мы,my
783,ihr::PRN,вы,vy
784,sie::PRN,яны,oni
785,was::FPRN,што,co
786,wer::FPRN,хто,kdo
787,wo::FADV,дзе,kde
788,wohin::FADV,куды,kam
789,wie::FADV,як,jak
790,warum::FADV,чаму,proč
791,wieviel::FNUM,колькі,kolik
792,eins::NUM,адзін,jeden
793,zwei::NUM,два,dva
794,drei::NUM,тры,tři
795,vier::NUM,чатыры,čtyři
796,fünf::NUM,пяць,pět
797,sechs::NUM,шесць,šest
798,sieben::NUM,сем,sedm
799,acht::NUM,восем,osm
800,neun::NUM,дзевяць,devět
801,zehn::NUM,дзесяць,deset
802,elf::NUM,адзінаццаць,jedenáct
803,zwölf::NUM,дванаццаць,dvanáct
804,zwanzig::NUM,дваццаць,dvacet
805,dreißig::NUM,трыццаць,třicet
806,vierzig::NUM,сорак,čtyřicet
807,fünfzig::NUM,пядзесят,padesát
808,sechzig::NUM,шесдзесят,šedesát
809,siebzig::NUM,семдзесят,sedmdesát
810,achtzig::NUM,восемдзесят,osmdesát
811,neunzig::NUM,дзевяноста,devadesát
812,hundert::NUM,сто,sto
813,tausend::NUM,тысяча,tisíc
814,und::CNJ,і,a
815,und::CNJ,ды,a
816,oder::CNJ,або,nebo
817,stehen::V,стаяць,stát
818,sitzen::V,сядзець,sedět
819,liegen::V,ляжаць,ležet
820,hängen::V,вісець,viset
821,werden::V,стаць,stát se
822,werden::V,зрабіцца,stát se
823,passieren::V,трапіцца,stát se
824,beginnen::V,пачацца,počít
825,enden::V,кончыцца,končit
826,enden::V,кончыцца,skončit
827,wechseln::V,мяняцца,měnit se
