,Concept_ID,fa,uz
88,Regen::N,باران,yomg'ir
89,Schnee::N,برف,qor
90,Eis::N,یخ,muz
91,Frost::N,یخبندان,ajoz
92,Kälte::N,سرما,ajoz
93,Hitze::N,گرما,issiq
94,Hitze::N,حرارت,issiq
95,Raureif::N,برف ریزه,qirov
96,Regenbogen::N,رنگین‌کمان,kamalak
97,Donner::N,رعد,guldur
98,Strömung::N,جریان,oqim
99,Tropfen::N,قطره,tomchi
100,Schaum::N,کف,ko'pik
101,Schmutz::N,گل,gard
102,Schmutz::N,کثافت,gard
103,See::N,دریاچه,ko'l
104,Sumpf::N,مرداب,botqoq
105,Sumpf::N,باتلاق,botqoq
106,Moor::N,باتلاق,qir-adir
107,Wiese::N,چمن,o'tzor
108,Wald::N,جنگل,o'rmon
109,Hügel::N,تل,tepa
110,Hügel::N,تپه,tepa
111,Anhöhe::N,بلندی,adir
112,Berg::N,کوه,tog'
113,Gipfel::N,قله,cho'qqi
114,Höhle::N,غار,kavak
115,Abhang::N,سرازیری,to'sh
116,Quelle::N,چشمه,buloq
117,Bach::N,نهر,o'zan
118,Fluss::N,رود,daryo
119,Ufer::N,ساحل,sohil
120,Ufer::N,کرانه,sohil
121,Küste::N,ساحل,qirg'oq
122,Festland::N,خشکی,materik
123,Meer::N,دریا,dengiz
124,Bucht::N,خلیج,qo'ltiq
125,Insel::N,جزیره,orol
126,Blume::N,گل,gul
127,Gras::N,علف,sabza
128,Wurzel::N,ریشه,tub
129,Wurzel::N,ریشه,tomir
130,Baum::N,درخت,daraxt
131,Stamm::N,تنه,o'simta
132,Rinde::N,توژ,qobiq
133,Rinde::N,پوست,qobiq
134,Ast::N,شاخه,shox
135,Zweig::N,شاخه,butoq
136,Blatt::N,برگ,barg
137,Birke::N,غان,qayin
138,Kiefer[Baum]::N,کاج,qarag'ay
139,Weide[Baum]::N,بید,shum
140,Tanne::N,صنوبر,archa
141,Horn::N,شاخ,mugiz
142,Feder::N,پر,par
143,Fell::N,خز,mo'yna
144,Flügel::N,پر,qanot
145,Flügel::N,بال,qanot
146,Klaue::N,چنگ,tirnoq
147,Klaue::N,پنجه,tirnoq
148,Kralle::N,پنجه,tirnoq
149,Schwanz::N,دم,quyruq
150,Ei::N,تخم,tuxum
151,Nest::N,لانه,oshyon
152,Bau::N,بنا,o'pqon
153,Bau::N,ساختمان,o'pqon
154,Tier::N,هیوان,hayvon
155,Herde::N,رمه,gala
156,Kuh::N,گاو,inak
157,Bulle::N,گاو نر,ho'kiz
158,Pferd::N,اسب,ot
159,Schaf::N,گوسفند,qo'y
160,Schwein::N,خوک,cho'chqa
161,Hund::N,سگ,it
162,Katze::N,گربه,mushuk
163,Bär::N,خرس,ayiq
164,Eichhörnchen::N,سنجاب,tiyin
165,Elch::N,گوزن شمالی,los
166,Fuchs::N,روباه,tulki
167,Hase::N,خرگوش,kuyon
168,Maus::N,موش,sichqon
169,Wolf::N,گرگ,bo'ri
170,Vogel::N,پرنده,qush
171,Schwarm::N,دسته,to'da
172,Huhn::N,مرغ,tovuq
173,Hahn::N,خروس,xo'roz
174,Gans::N,غاز,g'oz
175,Adler::N,عقاب,burgut
176,Ente::N,اردک,o'rdak
177,Ente::N,مرغابی,o'rdak
178,Eule::N,جغد,boyo'g'li
179,Kranich::N,درنا,turna
180,Krähe::N,زاغ,qarg'a
181,Krähe::N,کلاغ,qarg'a
182,Kuckuck::N,فاخته,kakku
183,Schwan::N,قو,oqkush
184,Fisch::N,ماهی,baliq
185,Barsch::N,ماهی خاردار,olabug'a
186,Hecht::N,اردک ماهی,cho'rtan
187,Schlange[Tier]::N,مار,ilon
188,Wurm::N,کرم,qurt
189,Spinne::N,عنکبوت,o'rgimchak
190,Ameise::N,مورچه,chumoli
191,Laus::N,شپش,bit
192,Mücke::N,پشه,chivin
193,Fliege::N,مگس,pashsha
194,Schmetterling::N,پروانه,kapalak
195,Beere::N,گیله,meva
196,Apfel::N,سیب,olma
197,Pilz::N,قارچ,qo'ziqorin
198,Zwiebel::N,پیاز,piyoz
199,Saat::N,بذر,äkin
200,Korn::N,تخم,zarra
201,Korn::N,دانه,zarra
202,Heu::N,علف خشک,xashak
203,Schale::N,پوست,po'choq
204,Grube::N,گودال,co'ra
205,Falle::N,دام,qopqon
206,Schlinge::N,حلقه,sirtmoq
207,Spur::N,رد,iz
208,Asche::N,خاکستر,kul
209,Dreck::N,کثافت,kir
210,Eisen::N,آهن,temir
211,Gold::N,زر,tilla
212,Gold::N,طلا,tilla
213,Silber::N,نقره,kumush
214,Kohle::N,زغال,ko'mir
215,Glas::N,شیشه,oyna
216,Lehm::N,گل,loy
217,Sand::N,شن,qum
218,Sand::N,ماسه,qum
219,Mensch::N,آدم,odam
220,Mensch::N,انسان,odam
221,Mann::N,مرد,ärkak
222,Frau::N,زن,ayol
223,Kind::N,بچه,bola
224,Kind::N,بچه,kichkintoy
225,Kind::N,کودک,bola
226,Kind::N,کودک,kichkintoy
227,Junge::N,پسر,bola
228,Mädchen::N,دختر,qiz
229,Familie::N,فامیل,oila
230,Familie::N,خانواده,oila
231,Großvater::N,پدربزرگ,buva
232,Großvater::N,پدربزرگ,katta ota
233,Großmutter::N,مادر‌بزرگ,buvi
234,Großmutter::N,مادر‌بزرگ,katta oyi
235,Eltern::N,والدین,ota-ona
236,Eltern::N,پدر‌و‌مادر,ota-ona
237,Vater::N,پدر,ota
238,Mutter::N,مادر,ona
239,Sohn::N,پسر,o'g'il
240,Tochter::N,دختر,qiz
241,Bruder::N,برادر,og'a
242,Bruder::N,برادر,uka
243,Schwester::N,خواهر,opa
244,Schwester::N,خواهر,singil
245,Onkel::N,عمو,amaki
246,Onkel::N,دایی,amaki
247,Tante::N,عمه,amma
248,Tante::N,عمه,xola
249,Tante::N,خاله,amma
250,Tante::N,خاله,xola
251,Ehemann::N,همسر,är
252,Ehefrau::N,همسر,rafiqa
253,Freude::N,شادی,ayish
254,Gelächter::N,خنده,kulgi
255,Gelächter::N,قاه‌قاه,kulgi
256,Glück::N,اقبال,saodat
257,Kummer::N,غم,g'am
258,Kummer::N,غصه,g'am
259,Wunsch::N,آرزو,orzu
260,Lust::N,هوس,rag'bat
261,Geist::N,روح,ruh
262,Gedanke::N,فکر,fikr
263,Gedächtnis::N,حافظه,äs
264,Verstand::N,هوش,aql
265,Sinn::N,معنا,ma'ni
266,Sinn::N,مفهوم,ma'ni
267,Grund::N,سبب,sabab
268,Grund::N,دلیل,sabab
269,Wahrheit::N,حقیقت,haq
270,Gespräch::N,صحبت,gap
271,Gespräch::N,گفتگو,gap
272,Märchen::N,قصه,ärtak
273,Märchen::N,افسانه,ärtak
274,Erzählung::N,داستان,rivoyat
275,Nachricht::N,خبر,xabar
276,Neuigkeit::N,خبر تازه,yangilik
277,Name::N,اسم,ot
278,Rätsel::N,معما,topishmoq
279,Rede::N,سخن,nutq
280,Sprache::N,زبان,til
281,Stimme::N,صدا,ovoz
282,Wort::N,کلمه,so'z
283,Zeichen::N,نشان,alomat
284,Zeichen::N,علامت,alomat
285,Ruf::N,صدا,chaqiriq
286,Lärm::N,هیاهو,taraq
287,Laut::N,صدا,tovush
288,Ton::N,آهنگ,un
289,Lied::N,آواز,ashula
290,Lied::N,ترانه,ashula
291,Ruhe::N,آرامش,tinchlik
292,Leute::N,مردم,xaloyiq
293,Volk::N,خلق,xalq
294,Arbeit::N,کار,ish
295,Gast::N,مهمان,mehmon
296,Geschenk::N,هدیه,hadya
297,Spiel::N,بازی,o'yin
298,Gesellschaft::N,جمعیت,jamiyat
299,Hilfe::N,کمک,yordam
300,Freund::N,دوست,do'st
301,Kamerad::N,رفیق,yo'ldosh
302,Angelegenheit::N,امر,daxl
303,Angelegenheit::N,قضیه,daxl
304,Anzahl::N,عده,son
305,Anzahl::N,شمار,son
306,Art::N,نوع,tur
307,Stück::N,تکه,parcha
308,Stück::N,قطعه,parcha
309,Teil::N,بخش,bo'lak
310,Teil::N,قسمت,bo'lak
311,Hälfte::N,نیم,yarim
312,Kreis::N,حلقه,aylana
313,Kreis::N,دایره,aylana
314,Kreuz::N,صلیب,xoch
315,Linie::N,خط,liniya
316,Linie::N,سطر,liniya
317,Strich::N,خط,chiziq
318,Abstand::N,فاصله,oralik
319,Entfernung::N,مسافت,uzoqlik
320,Gegend::N,منطقه,yer
321,Platz::N,گنجایش,oralig
322,Ort::N,جا,joy
323,Ort::N,محل,joy
324,Ort::N,مکان,joy
325,Seite::N,طرف,yon
326,Mitte::N,وسط,o'rta
327,Mitte::N,میان,o'rta
328,Gegenstand::N,چیز,ashyo
329,Sache::N,چیز,buyum
330,Rand::N,کنار,chek
331,Rand::N,حاشیه,chek
332,Kante::N,لبه,tig'
333,Ecke::N,گوشه,burchak
334,Spitze::N,سر,uch
335,Spitze::N,نوک,uch
336,Ende::N,ته,oxir
337,Ende::N,آخر,oxir
338,Loch::N,سوراخ,teshik
339,Winkel::N,کنج,go'sha
340,Muster::N,نقش,nusha
341,Größe::N,قد,kattalik
342,Größe::N,بزرگی,kattalik
343,Länge::N,طول,uzunlik
344,Höhe::N,بلندی,yuksaklik
345,Gewicht::N,وزن,solmoq
346,Menge::N,مقدار,miqdor
347,Menge::N,اندازه,miqdor
348,Haufen::N,توده,uyum
349,Reihe::N,ردیف,saf
350,Boot::N,قایق,qayiq
351,Ruder::N,پارو,äshkak
352,Schlitten::N,سورتمه,chana
353,Ski::N,اسکی,chang'i
354,Lagerfeuer::N,آتش,gulxan
355,Last::N,بار,yuk
356,Last::N,سنگینی,yuk
357,Gang::N,راه رفتن,yurish
358,Schritt::N,قدم,qadam
359,Norden::N,شمال,shimol
360,Süden::N,جنوب,janub
361,Westen::N,غرب,g'arb
362,Osten::N,شرق,sharq
363,Holz::N,چوب,yog'och
364,Brett::N,تخته,taxta
365,Platte::N,صفحه,tabaqa
366,Stütze::N,تکیه,tayanchi
367,Stange::N,میله,qo'noq
368,Stock::N,چوب,tayoq
369,Stab::N,عصا,gavron
370,Rohr::N,لوله,tarnov
371,Haus::N,منزل,uy
372,Heim::N,خانه,makon
373,Heim::N,کاشانه,makon
374,Ofen::N,بخاری,pechka
375,Fußboden::N,کف اتاق,pol
376,Tisch::N,میز,mosa
377,Stuhl::N,صندلی,o'rindiq
378,Wiege::N,گهواره,beshik
379,Bett::N,تختخواب,yotoq
380,Regal::N,قفسه,tokcha
381,Kiste::N,صندوق,sandiq
382,Fenster::N,پنجره,deraza
383,Tür::N,در,äshik
384,Tür::N,درب,äshik
385,Tor::N,دروازه,darvoza
386,Zaun::N,حصار,panjara
387,Dach::N,بام,tom
388,Leiter::N,نردبان,narvon
389,Besen::N,جارو,supurgi
390,Spaten::N,بیل,bel
391,Schaufel::N,بیل,kurak
392,Schaufel::N,پارو,kurak
393,Gabel::N,چنگال,bilka
394,Löffel::N,قاشق,qoshiq
395,Messer::N,کارد,pichoq
396,Nagel::N,میخ,mix
397,Netz::N,تور,to'r
398,Netz::N,شبکه,to'r
399,Haken::N,قلاب,ilgak
400,Griff::N,دسته,sop
401,Griff::N,دسته,tutqich
402,Schloss::N,قفل,qulf
403,Bild::N,عکس,rasm
404,Bild::N,تصویر,rasm
405,Figur::N,تندیس,shakl
406,Puppe::N,عروسک,ko'g'irchoq
407,Beutel::N,کیسه,to'rva
408,Bündel::N,بسته,bog'lam
409,Tasche::N,کیف,kissa
410,Eimer::N,سطل,chelak
411,Deckel::N,در,qopqoq
412,Geschirr::N,ظرف,idish
413,Sack::N,گونی,qop
414,Tasse::N,فنجان,piyola
415,Topf::N,دیگ,tuvak
416,Topf::N,قابلمه,tuvak
417,Kessel::N,دیگ,qozon
418,Essen::N,خوراک,tomoq
419,Nahrung::N,غذا,emak
420,Speise::N,خوراک,taom
421,Fleisch::N,گوشت,go'sht
422,Getreide::N,غله,g'alla
423,Brei::N,فرنی,bo'tqa
424,Brei::N,حریره,bo'tqa
425,Brot::N,نان,non
426,Scheibe::N,قاچ,disk
427,Scheibe::N,لزگه,disk
428,Fett::N,چربی,moy
429,Butter::N,کره,yog'
430,Öl::N,روغن,moy
431,Salz::N,نمک,tuz
432,Suppe::N,آش,sho'rva
433,Suppe::N,سوپ,sho'rva
434,Honig::N,عسل,asal
435,Milch::N,شیر,sut
436,Tee::N,چای,choy
437,Leder::N,چرم,charm
438,Wolle::N,پشم,jun
439,Stoff::N,پارچه,mato
440,Nadel::N,سوزن,igna
441,Faden::N,نخ,ip
442,Knopf::N,دکمه,tugma
443,Knoten::N,گره,tugun
444,Farbe::N,رنگ,bo'yok
445,Kleidung::N,لباس,kiyim
446,Kleidung::N,پوشاک,kiyim
447,Hemd::N,پیراهن,ko'ylak
448,Kragen::N,یقه,yoqa
449,Ärmel::N,آستین,yeng
450,Hose::N,شلوار,shim
451,Gürtel::N,کمر‌بند,tasma
452,Mütze::N,کلاه,shapka
453,Schuh::N,کفش,but
454,Stiefel::N,چکمه,botinka
455,Ring::N,حلقه,yuzuk
456,Ring::N,انگشتر,yuzuk
457,Band::N,نوار,rishta
458,Band::N,روبان,rishta
459,Kamm::N,شانه,taroq
460,Spiegel::N,آینه,ko'zgu
461,Riemen::N,تسمه,qayish
462,Schnur::N,ریسمان,bog'ich
463,Leine::N,قلاده,etak
464,Decke::N,پتو,odyol
465,Kissen::N,بالش,yostiq
466,Tuch::N,شال,gazlama
467,Handtuch::N,حوله,sochiq
468,Kraft::N,نیرو,kuch
469,Stärke::N,زور,quvvat
470,Gesundheit::N,سلامتی,sog'lik
471,Gesundheit::N,تندرستی,sog'lik
472,Krankheit::N,بیماری,kasallik
473,Schmerz::N,درد,og'riq
474,Wunde::N,زخم,yara
475,Fieber::N,تب,bezgak
476,Arznei::N,دارو,dori
477,Brücke::N,پل,ko'prik
478,Brunnen::N,چاه,buloq
479,Weide::N,چراگاه,yaylov
480,Pfad::N,راه,dorojka
481,Weg::N,راه,yo'l
482,Weg::N,طریق,yo'l
483,Straße::N,راه,ko'cha
484,Straße::N,جاده,ko'cha
485,Dorf::N,ده,ovul
486,Dorf::N,روستا,ovul
487,Stadt::N,شهر,shahar
488,Brief::N,نامه,maktub
489,Buch::N,کتاب,kitob
490,Buchstabe::N,حرف,harf
491,Zeitung::N,روزنامه,gazet
492,Leben::N,عمر,hayot
493,Leben::N,زندگی,hayot
494,Tod::N,مرگ,o'lim
495,Grab::N,گور,go'r
496,Grab::N,مزار,go'r
497,Kirche::N,کلیسا,cherkov
498,Sünde::N,بزه,gunoh
499,Sünde::N,گناه,gunoh
500,Gott::N,خدا,olloh
501,Arbeiter::N,کارگر,ishchi
502,Chef::N,رئیس,rais
503,Meister::N,استاد,usta
504,Arzt::N,پزشک,hakim
505,Lehrer::N,معلم,muallim
506,Lehrer::N,آموزگار,muallim
507,Geld::N,پول,pul
508,Geschäft::N,کار,savdo
509,Geschäft::N,بیزنس,savdo
510,Laden::N,دکان,do'kon
511,Laden::N,مغازه,do'kon
512,Preis::N,بها,baho
513,Preis::N,قیمت,baho
514,Ware::N,جنس,mol
515,Ware::N,کالا,mol
516,Nutzen::N,مزیت,foyda
517,Nutzen::N,امتیاز,foyda
518,Reichtum::N,مال,boylik
519,Reichtum::N,ثروت,boylik
520,Welt::N,دنیا,olam
521,Land::N,کشور,o'lka
522,Land::N,مملکت,o'lka
523,Staat::N,دولت,davlat
524,König::N,شاه,qirol
525,König::N,پادشاه,qirol
526,Macht::N,قدرت,iqtidor
527,Macht::N,اختیار,iqtidor
528,Grenze::N,مرز,chegara
529,Krieg::N,جنگ,harb
530,Feind::N,دشمن,dushman
531,Gewalt::N,زور,zo'rlik
532,Gewalt::N,خشونت,zo'rlik
533,Kampf::N,نبرد,kurash
534,Kampf::N,مبارزه,kurash
535,Bogen[Waffe]::N,کمان,yoy
536,Pfeil::N,تیر,o'q
537,Gewehr::N,تفنگ,vintovka
538,Fehler::N,غلط,xato
539,Fehler::N,اشتباه,xato
540,Lüge::N,دروغ,yolg'on
541,Schaden::N,آسیب,ziyon
542,Schaden::N,خسارت,ziyon
543,Unglück::N,بلا,balo
544,Schuld::N,گناه,ayb
545,Schuld::N,تقصیر,ayb
546,Alter::N,سن,yosh
547,Alter::N,عمر,yosh
548,Schluss::N,انتها,tamom
549,Zeit::N,وقت,vaqt
550,Zeit::N,زمان,vaqt
551,Tag::N,روز,kun
552,Morgen::N,صبح,saboh
553,Mittag::N,ظهر,kun tushlik
554,Abend::N,شب,oqshom
555,Abend::N,عصر,oqshom
556,Nacht::N,شب,tun
557,Woche::N,هفته,hafta
558,Monat::N,ماه,oy
559,Jahr::N,سال,yil
560,Frühling::N,بهار,bahor
561,Sommer::N,تابستان,yoz
562,Herbst::N,پاییز,kuz
563,Herbst::N,پاییز,xazon
564,Winter::N,زمستان,qish
565,Januar::N,ژانویه,yanvar'
566,Februar::N,فوریه,fevral'
567,März::N,مارس,mart
568,April::N,آوریل,aprel'
569,Mai::N,مه,may
570,Juni::N,ژوئن,iyun'
571,Juli::N,ژویه,iyul'
572,August::N,اوت,avgust
573,September::N,سپتامبر,sentyabr'
574,Oktober::N,اکتبر,oktyabr'
575,November::N,نوامبر,noyabr'
576,Dezember::N,دسامبر,dekabr'
577,Montag::N,دو‌شنبه,dushanba
578,Dienstag::N,سه‌شنبه,seshanba
579,Mittwoch::N,چهار‌شنبه,chorshanba
580,Donnerstag::N,پنج شنبه,payshanba
581,Freitag::N,جمعه,juma
582,Samstag::N,شنبه,shanba
583,Sonntag::N,یکشنبه,yakshanba
584,groß::A,بزرگ,buyuk
585,klein::A,کوچک,kichik
586,lang::A,بلند,uzun
587,kurz::A,کوتاه,qisqa
588,breit::A,پهن,keng
589,schmal::A,تنگ,änsiz
590,schmal::A,نازک,änsiz
591,dicht::A,چگال,quyuq
592,dicht::A,انبوه,quyuq
593,dick[Gegenstand]::A,ضخیم,qalin
594,dünn::A,نازک,ingichka
595,fein::A,ریز,mayin
596,fein::A,باریک,mayin
597,fest::A,محکم,qattiq
598,flach::A,صاف,yalpoq
599,flach::A,مسطح,yalpoq
600,glatt::A,لیز,tekis
601,hart::A,سفت,qattiq
602,weich::A,نرم,yumshoq
603,weich::A,ملایم,yumshoq
604,rund::A,گرد,yumaloq
605,spitz::A,تیز,uchli
606,spitz::A,نوک‌تیز,uchli
607,scharf::A,تیز,keskir
608,scharf::A,برنده,keskir
609,stumpf::A,کند,to'mtoq
610,schwer::A,سنگین,salmoqli
611,schön::A,زیبا,go'zal
612,heiß::A,داغ,qiziq
613,warm::A,گرم,issiq
614,kalt::A,سرد,sovuq
615,kühl::A,خنک,salqin
616,frisch::A,تازه,toza
617,feucht::A,مرطوب,namli
618,nass::A,تر,nam
619,nass::A,خیش,nam
620,trocken::A,خشک,quruq
621,voll::A,پر,to'la
622,leer::A,خالی,puch
623,offen::A,باز,ochiq
624,geschlossen::A,بسته,berk
625,sauber::A,پاک,ozoda
626,sauber::A,تمیز,ozoda
627,schmutzig::A,کثیف,kir
628,schmutzig::A,آلوده,kir
629,roh::A,خام,xom
630,reif::A,رسیده,pishiq
631,lecker::A,لذیذ,shirin
632,lecker::A,خوشمزه,shirin
633,süß::A,شیرین,shirin
634,bitter::A,تلخ,achchiq
635,sauer::A,ترش,achchiq
636,hell::A,روشن,yorug'
637,dunkel::A,تاریک,qorong'i
638,schwarz::A,سیاه,qora
639,weiß::A,سفید,oq
640,rot::A,سرخ,qizil
641,rot::A,قرمز,qizil
642,gelb::A,زرد,sariq
643,blau::A,آبی,zangori
644,grün::A,سبز,yashil
645,grau::A,طوسی,bo'z
646,grau::A,خاکستری,bo'z
647,bunt::A,رنگارنگ,ola
648,billig::A,ارزان,arzon
649,teuer::A,گران,qimmat
650,wertvoll::A,قیمتی,qimmat
651,wertvoll::A,گرانبها,qimmat
652,blind::A,کور,ko'r
653,blind::A,نابینا,ko'r
654,taub::A,کر,garang
655,taub::A,ناشنوا,garang
656,kräftig::A,قوی,kuchli
657,stark::A,قوی,quvvatli
658,stark::A,نیرومند,quvvatli
659,schwach::A,ضعیف,kuchsiz
660,fett::A,چرب,semiz
661,schlank::A,باریک‌اندام,ingichka
662,hübsch::A,قشنگ,ko'rkam
663,hübsch::A,خوشگل,ko'rkam
664,böse::A,بد,yovuz
665,dumm::A,احمق,aqlsiz
666,faul::A,لش,ärinchak
667,faul::A,تنبل,ärinchak
668,fleißig::A,زرنگ,ishchan
669,geizig::A,خسیس,qurumsoq
670,klug::A,عاقل,oqil
671,klug::A,باهوش,oqil
672,geschickt::A,ماهر,äpchil
673,lieb::A,عزیز,aziz
674,lustig::A,شاد,chaqchaq
675,lustig::A,خوشحال,chaqchaq
676,sanft::A,لطیف,asta
677,hungrig::A,گرسنه,och
678,krank::A,مریض,kasal
679,krank::A,بیمار,kasal
680,nackt::A,لخت,yalang
681,nackt::A,برهنه,yalang
682,traurig::A,غمگین,xafa
683,lebendig::A,زنده,hayotiy
684,gut::A,خوب,soz
685,schlecht::A,بد,yomon
686,richtig::A,درست,rost
687,schlimm::A,وخيم,yovuz
688,wahr::A,درست,haqiqiy
689,wahr::A,حقیقی,haqiqiy
690,alt::A,کهنه,äski
691,neu::A,نو,yangi
692,ehemalig::A,قبلی,sobiq
693,alt[Lebewesen]::A,پیر,qari
694,jung::A,جوان,navqiron
695,arm::A,فقیر,abgor
696,reich::A,پولدار,boy
697,reich::A,ثروتمند,boy
698,bekannt::A,آشنا,ma'lum
699,bekannt::A,معلوم,ma'lum
700,berühmt::A,مشهور,mashhur
701,fremd::A,خارجی,yot
702,fremd::A,بیگانه,yot
703,verschieden::A,مختلف,turli
704,verschieden::A,متفاوت,turli
705,nah::A,نزدیک,yaqindagi
706,fern::A,دور,uzoq
707,linker::A,چپ,so'l
708,rechter::A,راست,o'ng
709,anderer::A,دیگر,boshqa
710,erster::A,اول,birinchi
711,zweiter::A,دوم,ikkinchi
712,dritter::A,سوم,uchinchi
713,letzter::A,آخر,oxirgi
714,allein::ADV,تنها,o'zicha
715,auf einmal::ADV,همزمان,varakay
716,zusammen::ADV,باهم,barobar
717,lange::ADV,مدت‌ها,uzoq
718,lange::ADV,مدت زیادی,uzoq
719,plötzlich::ADV,ناگهان,qo'qqisdan
720,sofort::ADV,فوراً,darrov
721,später::ADV,بعدها,so'ngra
722,jetzt::ADV,حالا,hozirgina
723,jetzt::ADV,اکنون,hozirgina
724,heute::ADV,امروز,bugun
725,morgen::ADV,فردا,ärta
726,bald::ADV,زود,toz
727,bald::ADV,بزودی,toz
728,dann::ADV,سپس,keyin
729,dann::ADV,آنوقت,keyin
730,gestern::ADV,دیروز,kecha
731,einst::ADV,وقتی,avvallari
732,einst::ADV,زمانی,avvallari
733,damals::ADV,آنوقت,ugal
734,damals::ADV,آنزمان,ugal
735,danach::ADV,بعد,so'ngra
736,vorher::ADV,قبلاً,avval
737,zuerst::ADV,اول,avval
738,zuerst::ADV,ابتداء,avval
739,einmal::ADV,یکدفعه,bir marta
740,manchmal::ADV,گاهی,onda-sonda
741,manchmal::ADV,بعضی اوقات,onda-sonda
742,oft::ADV,اغلب,tez-tez
743,immer::ADV,همیشه,har vaqt
744,niemals::ADV,هرگز,hargiz
745,hier::ADV,اینجا,shu erda
746,hierhin::ADV,به اینجا,beri
747,von hier::ADV,از اینجا,shu erdan
748,dort::ADV,آنجا,ana
749,dorthin::ADV,به آنجا,u yerga
750,geradeaus::ADV,راست,to'g'ri
751,vorwärts::ADV,جلو,ilgari
752,vorwärts::ADV,به پیش,ilgari
753,rückwärts::ADV,عقب,qoloq
754,zurück::ADV,پس,orqada
755,zurück::ADV,عقب,orqada
756,zurück::ADV,بالعکس,orqada
757,unten::ADV,زیر,pastda
758,unten::ADV,پایین,pastda
759,hinab::ADV,به پایین,tubanga
760,oben::ADV,بالا,ustida
761,hinauf::ADV,به بالا,yuqorida
762,überall::ADV,همه‌جا,har erda
763,nicht::ADV,نه,ämas
764,ein wenig::ADV,کمی,biroz
765,kaum::ADV,به سختی,arang
766,sehr::ADV,خیلی,ancha
767,sehr::ADV,بسیار,ancha
768,so::ADV,چنین,shunday
769,so::ADV,اینطور,shunday
770,noch::ADV,هنوز,hali
771,nur::ADV,فقط,yolg'iz
772,nur::ADV,تنها,yolg'iz
773,schon::ADV,قبلاً,endi
774,schon::ADV,به این زودی,endi
775,wieder::ADV,باز,yana
776,wieder::ADV,دوباره,yana
777,vergebens::ADV,بیهوده,bekorga
778,vor::PRP,در جلوی,burun
779,hinter::PRP,پشت,ketida
780,unter::PRP,تحت,ostida
781,durch::PRP,از وسط,bo'ylab
782,durch::PRP,از ميان,bo'ylab
783,neben::PRP,کنار,yonida
784,neben::PRP,پهلوی,yonida
785,zwischen::PRP,بین,orada
786,zwischen::PRP,میان,orada
787,wegen::PRP,برای,sababli
