,Concept_ID,fr,he
829,das::PRN,ce,זה
830,das::PRN,cela,זה
831,alles::PRN,tout,הכל
832,ich::PRN,je,אני
833,ich::PRN,moi,אני
834,du::PRN,tu,את
835,du::PRN,tu,אתה
836,du::PRN,toi,את
837,du::PRN,toi,אתה
838,er::PRN,il,הוא
839,er::PRN,lui,הוא
840,wir::PRN,nous,אנחנו
841,ihr::PRN,vous,לה
842,sie::PRN,ils,הם
843,sie::PRN,elles,הם
844,was::FPRN,que,מה
845,was::FPRN,quoi,מה
846,wer::FPRN,qui,מי
847,wo::FADV,où,איפה
848,wohin::FADV,où,לאן
849,wie::FADV,comment,איך
850,warum::FADV,pourquoi,למה
851,wieviel::FNUM,combien,כמה
852,eins::NUM,un,אחד
853,zwei::NUM,deux,שתים
854,drei::NUM,trois,שלושה
855,vier::NUM,quatre,ארבעה
856,fünf::NUM,cinq,חמשה
857,sechs::NUM,six,ששה
858,sieben::NUM,sept,שבעה
859,acht::NUM,huit,שמונה
860,neun::NUM,neuf,תשעה
861,zehn::NUM,dix,עשרה
862,elf::NUM,onze,אחת עשרה
863,zwölf::NUM,douze,שתים עשרה
864,zwanzig::NUM,vingt,עשרים
865,dreißig::NUM,trente,שלושים
866,vierzig::NUM,quarante,ארבעים
867,fünfzig::NUM,cinquante,חמשים
868,sechzig::NUM,soixante,ששים
869,siebzig::NUM,soixante-dix,שבעים
870,achtzig::NUM,quatre-vingt,שמונים
871,neunzig::NUM,quatre-vingt-dix,תשעים
872,hundert::NUM,cent,מאה
873,tausend::NUM,mille,אלף
874,und::CNJ,et,ו
875,oder::CNJ,ou,או
876,stehen::V,être debout,עמד
877,sitzen::V,être assis,ישב
878,liegen::V,être couché,שכב
879,hängen::V,pendre,היה תלוי
880,werden::V,devenir,הפך ל
881,passieren::V,se passer,קרה
882,beginnen::V,commencer,התחיל
883,enden::V,finir,הסתים
884,enden::V,se terminer,הסתים
885,wechseln::V,changer,השתנה
886,wechseln::V,alterner,השתנה
887,aufgehen[Sonne]::V,se lever,זרח
888,untergehen[Sonne]::V,se coucher,שקע
889,scheinen[Sonne]::V,briller,בהק
890,donnern::V,tonner,רעם
891,wehen::V,souffler,נשב
892,strömen::V,affluer,זרם
893,fließen::V,couler,זרם
894,sich drehen::V,tourner,הסתובב
895,schwanken::V,osciller,התנודד
896,schwanken::V,chanceler,התנודד
897,schwingen::V,vibrer,התנענע
898,schwingen::V,osciller,התנענע
899,fallen::V,tomber,נפל
900,brennen::V,brûler,בער
901,brennen::V,flamber,בער
902,rauchen::V,fumer,עשן
903,regnen::V,pleuvoir,ירד גשם
904,gefrieren::V,geler,קפא
905,tauen::V,dégeler,נמס
906,schmelzen::V,fondre,התיך
907,trocknen::V,sécher,התיבש
908,sieden::V,bouillir,רתח
909,faulen::V,pourrir,רקב
910,faulen::V,se putréfier,רקב
911,verfaulen::V,pourrir,רקב
912,reißen::V,rompre,נקרע
913,reißen::V,se déchirer,נקרע
914,versinken::V,s'enfoncer,טבע
915,vergehen::V,passer,עבר
916,erscheinen::V,apparaître,נגלה
917,erscheinen::V,apparaître,הופיע
918,verschwinden::V,disparaître,נעלם
919,sinken::V,descendre,ירד
920,sinken::V,s'abaisser,ירד
921,abnehmen::V,diminuer,הפחית
922,zunehmen::V,augmenter,רבה
923,steigen::V,monter,עלה
924,wachsen::V,croître,גדל
925,glänzen::V,briller,נצץ
926,glänzen::V,briller,בהק
927,funkeln::V,étinceler,נצנץ
928,lärmen::V,faire du bruit,רעש
929,läuten::V,sonner,צלצל
930,klingeln::V,sonner,צלצל
931,klirren::V,cliqueter,קרקש
932,brausen::V,mugir,געש
933,rauschen::V,bruire,רשרש
934,klingen::V,sonner,נשמע
935,bellen::V,aboyer,נבח
936,heulen::V,hurler,ילל
937,blasen::V,souffler,נשף
938,pfeifen::V,siffler,שרק
939,schreien::V,crier,צעק
940,stöhnen::V,gémir,נאנק
941,zittern::V,trembler,רעד
942,leben::V,vivre,חי
943,geboren werden::V,naître,נולד
944,atmen::V,respirer,נשם
945,trinken::V,boire,שתה
946,essen::V,manger,אכל
947,schlucken::V,avaler,בלע
948,müde werden::V,se lasser,התעיף
949,müde werden::V,se fatiguer,התעיף
950,einschlafen::V,s'endormir,נרדם
951,schlafen::V,dormir,ישן
952,aufwachen::V,se réveiller,התעורר
953,aufstehen::V,se lever,קם
954,sich erholen::V,se reposer,נפש
955,sich erholen::V,se détendre,נפש
956,krank werden::V,tomber malade,חלה
957,krank sein::V,être malade,היה חולה
958,schmerzen::V,faire mal,כאב
959,husten::V,tousser,השתעל
960,genesen::V,guérir,הבריא
961,genesen::V,se remettre,הבריא
962,sterben::V,mourir,מת
963,umkommen::V,périr,נספה
964,sich bewegen::V,bouger,נע
965,sich rühren::V,broncher,זז
966,sich erheben::V,se lever,קם
967,sich setzen::V,s'asseoir,התישב
968,hinfallen::V,tomber,נפל
969,laufen::V,marcher,הלך ברגל
970,laufen::V,aller à pied,הלך ברגל
971,schreiten::V,marcher,פסע
972,spazierengehen::V,se promener,טיל
973,eilen::V,courir,אץ
974,eilen::V,courir,מהר
975,sich beeilen::V,se hâter,מהר
976,sich beeilen::V,se dépêcher,מהר
977,sausen::V,filer,אץ
978,rennen::V,courir,רץ
979,springen::V,sauter,קפץ
980,klettern::V,grimper,טפס
981,schaukeln::V,se balancer,התנדנד
982,kriechen::V,ramper,זחל
983,schwimmen::V,nager,שחה
984,tauchen::V,plonger,צלל
985,rudern::V,ramer,חתר
986,fahren::V,aller,נסע
987,fahren::V,rouler,נסע
988,fliegen::V,voler,עף
989,gehen::V,aller,הלך
990,weggehen::V,s'en aller,עזב
991,abfahren::V,partir,יצא
992,anhalten::V,s'arrêter,עצר
993,hineingehen::V,entrer,נכנס
994,eintreten::V,entrer,נכנס
995,kommen::V,venir,בא
996,ankommen::V,arriver,הגיע
997,zurückkommen::V,revenir,שב
998,zurückkommen::V,revenir,חזר
999,bleiben::V,rester,נשאר
1000,bleiben::V,demeurer,נשאר
1001,warten::V,attendre,חכה
1002,warten::V,attendre,המתין
1003,erwarten::V,attendre,צפה
1004,suchen::V,chercher,חפש
1005,finden::V,trouver,מצא
1006,versuchen::V,essayer,נסה
1007,vorbereiten::V,préparer,הכין
1008,lieben::V,aimer,אהב
1009,mögen::V,aimer,אהב
1010,mögen::V,vouloir,אהב
1011,lachen::V,rire,צחק
1012,rühren::V,toucher,נגע ללב
1013,rühren::V,attendrir,נגע ללב
1014,weinen::V,pleurer,בכה
1015,schimpfen::V,gronder,גער
1016,sich ärgern::V,se fâcher,זעם
1017,sich ärgern::V,se fâcher,כעס
1018,sich fürchten::V,avoir peur,פחד
1019,sich fürchten::V,avoir peur,חשש
1020,fürchten::V,craindre,פחד מ
1021,fürchten::V,craindre,חשש מ
1022,fürchten::V,avoir peur de,פחד מ
1023,fürchten::V,avoir peur de,חשש מ
1024,fliehen::V,fuir,ברח
1025,flüchten::V,s'enfuir,נמלט
1026,sehen::V,voir,ראה
1027,anschauen::V,regarder,הביט
1028,ansehen::V,regarder,התבונן
1029,hören::V,entendre,שמע
1030,zuhören::V,écouter,הקשיב
1031,probieren::V,goûter,נסה
1032,riechen::V,sentir,הריח
1033,fühlen::V,sentir,חש
1034,scheinen::V,sembler,נדמה
1035,scheinen::V,paraître,נדמה
1036,zu sehen sein::V,se voir,נראה
1037,zu sehen sein::V,être visible,נראה
1038,vernehmen::V,entendre,נודע ל
1039,vernehmen::V,percevoir,נודע ל
1040,frieren::V,avoir froid,קר ל
1041,tun::V,faire,פעל
1042,können::V,savoir,יכל
1043,können::V,pouvoir,יכל
1044,wollen::V,vouloir,רצה
1045,anfangen::V,commencer,התחיל
1046,beenden::V,finir,גמר
1047,beenden::V,terminer,גמר
1048,aufhören::V,cesser,סים
1049,aufhören::V,arrêter,סים
1050,gelingen::V,réussir,הצליח
1051,geraten::V,réussir,עלה
1052,öffnen::V,ouvrir,פתח
1053,schließen::V,fermer,סגר
1054,stellen::V,poser,העמיד
1055,stellen::V,mettre,העמיד
1056,setzen::V,placer,הושיב
1057,legen::V,placer,שם
1058,berühren::V,toucher,נגע
1059,verbinden::V,lier,קשר
1060,bedecken::V,couvrir,כסה
1061,aufhängen::V,accrocher,תלה
1062,anzünden::V,allumer,הצית
1063,aufheben::V,ramasser,אסף
1064,zurücklassen::V,laisser,השאיר
1065,verlieren::V,perdre,אבד
1066,fallen lassen::V,lâcher,שמט
1067,fallen lassen::V,lâcher,הפיל
1068,fallen lassen::V,laisser tomber,שמט
1069,fallen lassen::V,laisser tomber,הפיל
1070,machen::V,faire,עשה
1071,herstellen::V,produire,יצר
1072,herstellen::V,fabriquer,יצר
1073,bauen::V,bâtir,בנה
1074,bauen::V,construire,בנה
1075,reparieren::V,réparer,תקן
1076,verbessern::V,améliorer,שפר
1077,ändern::V,changer,שנה
1078,ändern::V,modifier,שנה
1079,graben::V,creuser,חפר
1080,beugen::V,plier,כפף
1081,beugen::V,ployer,כפף
1082,biegen::V,courber,כופף
1083,drehen::V,tordre,סובב
1084,drehen::V,tourner,סובב
1085,wenden::V,retourner,הפך
1086,umdrehen::V,tourner,סובב
1087,heben::V,soulever,הרים
1088,hochheben::V,lever,הרים
1089,ergreifen::V,saisir,אחז
1090,ergreifen::V,prendre,אחז
1091,halten::V,tenir,החזיק
1092,drücken::V,presser,לחץ
1093,schieben::V,pousser,הזיז
1094,kratzen::V,gratter,שרט
1095,kratzen::V,gratter,שפשף
1096,kratzen::V,égratigner,שרט
1097,kratzen::V,égratigner,שפשף
1098,lecken::V,lécher,לקק
1099,beißen::V,mordre,נשך
1100,abreißen::V,arracher,קרע
1101,abschneiden::V,couper,חתך
1102,binden::V,lier,קשר
1103,binden::V,attacher,קשר
1104,stecken::V,enfoncer,תקע
1105,brechen::V,rompre,שבר
1106,klopfen::V,frapper,נקש
1107,hauen::V,frapper,הכה
1108,kleben::V,coller,הדביק
1109,reiben::V,frotter,שפשף
1110,streichen::V,empâter,מרח
1111,schleifen::V,affiler,השחיז
1112,schleifen::V,aiguiser,השחיז
1113,schneiden::V,couper,גזר
1114,schneiden::V,trancher,גזר
1115,rütteln::V,cahoter,נענע
1116,schütteln::V,secouer,נער
1117,schwenken::V,agiter,נופף
1118,schwenken::V,agiter,טלטל
1119,schütten::V,verser,שפך
1120,füllen::V,remplir,מלא
1121,einwickeln::V,envelopper,עטף
1122,tragen::V,porter,נשא
1123,schleppen::V,traîner,סחב
1124,ziehen::V,tirer,משך
1125,aufbewahren::V,garder,שמר
1126,aufbewahren::V,conserver,שמר
1127,werfen::V,jeter,זרק
1128,werfen::V,lancer,זרק
1129,fangen::V,attraper,תפס
1130,packen::V,agripper,אחז
1131,verstecken::V,cacher,החביא
1132,teilen::V,diviser,חלק
1133,schicken::V,envoyer,שלח
1134,bringen::V,apporter,הביא
1135,hinzufügen::V,ajouter,הוסיף
1136,bekommen::V,obtenir,תפס
1137,erhalten::V,recevoir,קבל
1138,nehmen::V,prendre,אחז
1139,wählen::V,choisir,בחר
1140,auswählen::V,choisir,בחר ב
1141,auswählen::V,sélectionner,בחר ב
1142,bewahren::V,préserver,קים
1143,behindern::V,gêner,מנע
1144,verderben::V,gâter,מנע
1145,verderben::V,corrompre,מנע
1146,beschädigen::V,endommager,הזיק
1147,zerbrechen::V,casser,נשבר
1148,zerreißen::V,déchirer,קרע
1149,zerstören::V,détruire,הרס
1150,zerstören::V,détruire,השמיד
1151,verbrennen::V,brûler,שרף
1152,geben::V,donner,נתן
1153,reichen::V,tendre,העביר
1154,schenken::V,offrir,נתן במתנה
1155,versprechen::V,promettre,הבטיח
1156,wünschen::V,souhaiter,אחל
1157,loben::V,louer,שבח
1158,küssen::V,embrasser,נשק
1159,wiegen::V,bercer,נדנד
1160,zudecken::V,couvrir,כסה
1161,wecken::V,éveiller,עורר
1162,wecken::V,réveiller,עורר
1163,zeigen::V,montrer,הראה
1164,zeigen::V,faire voir,הראה
1165,führen::V,guider,הביא
1166,führen::V,guider,הוביל
1167,lehren::V,apprendre,למד
1168,unterrichten::V,instruire,למד
1169,aufziehen::V,élever,רומם
1170,leiten::V,diriger,נהל
1171,leiten::V,conduire,נהל
1172,antreiben::V,pousser,המרץ
1173,lassen::V,faire,נתן
1174,einladen::V,inviter,הזמין
1175,vereinigen::V,unir,אחד
1176,vereinigen::V,unir,לכד
1177,vereinigen::V,réunir,אחד
1178,vereinigen::V,réunir,לכד
1179,besuchen::V,visiter,בקר
1180,besuchen::V,aller voir,בקר
1181,treffen::V,rencontrer,פגש
1182,sich versammeln::V,s'assembler,התאסף
1183,spielen::V,jouer,שחק
1184,singen::V,chanter,שר
1185,tanzen::V,danser,רקד
1186,sich trennen::V,se séparer,נפרד
1187,verlassen::V,quitter,עזב
1188,retten::V,sauver,הציל
1189,bewachen::V,garder,שמר
1190,schützen::V,protéger,אבטח
1191,verteidigen::V,défendre,הגן
1192,sich schlagen::V,se taper,התכתש
1193,schießen::V,tirer,ירה
1194,siegen::V,vaincre,גבר
1195,siegen::V,vaincre,נצח
1196,ärgern::V,agacer,עצבן
1197,schlagen::V,battre,הכה
1198,schlagen::V,battre,הלקה
1199,schlagen::V,frapper,הכה
1200,schlagen::V,frapper,הלקה
1201,treten::V,botter,בעט
1202,treten::V,donner un coup de pied à,בעט
1203,stechen::V,piquer,דקר
1204,stoßen::V,heurter,דחק
1205,stehlen::V,voler,גנב
1206,stören::V,gêner,קטע
1207,stören::V,gêner,הפריע
1208,stören::V,déranger,קטע
1209,stören::V,déranger,הפריע
1210,belästigen::V,molester,הציק
1211,belästigen::V,molester,הטריד
1212,belästigen::V,importuner,הציק
1213,belästigen::V,importuner,הטריד
1214,verbergen::V,cacher,הצניע
1215,verbergen::V,dissimuler,הצניע
1216,täuschen::V,abuser,שגע
1217,täuschen::V,tromper,שגע
1218,betrügen::V,duper,הונה
1219,betrügen::V,frauder,הונה
1220,töten::V,tuer,הרג
1221,wohnen::V,habiter,גר
1222,wohnen::V,demeurer,גר
1223,arbeiten::V,travailler,עבד
1224,sammeln::V,collectionner,אסף
1225,pflücken::V,cueillir,קטף
1226,jagen::V,chasser,צד
1227,fischen::V,pêcher,דג
1228,fassen::V,capturer,תפס
1229,hüten::V,garder,רעה
1230,treiben::V,mener,הוציא
1231,anbinden::V,attacher,קשר
1232,füttern::V,faire manger,הלעיט
1233,melken::V,traire,חלב
1234,hacken::V,fendre,קצץ
1235,gießen::V,arroser,השקה
1236,reifen::V,mûrir,בשל
1237,zubereiten::V,préparer,הכין
1238,kochen::V,cuire,בשל
1239,backen::V,cuire,אפה
1240,braten::V,rôtir,צלה
1241,braten::V,rôtir,טגן
1242,umrühren::V,remuer,ערבב
1243,stricken::V,tricoter,סרג
1244,nähen::V,coudre,תפר
1245,färben::V,teindre,צבע
1246,reinigen::V,nettoyer,נקה
1247,waschen::V,laver,רחץ
1248,waschen::V,laver,כבס
1249,abwischen::V,essuyer,נגב
1250,spülen::V,rincer,שטף
1251,fegen::V,balayer,טאטא
1252,kehren::V,balayer,טאטא
1253,baden::V,se baigner,טבל
1254,baden::V,se baigner,שחה
1255,sich waschen::V,se laver,התרחץ
1256,ausziehen::V,ôter,הוריד
1257,ausziehen::V,enlever,הוריד
1258,anziehen::V,mettre,לבש
1259,sich anziehen::V,s'habiller,התלבש
1260,kämmen::V,peigner,סרק
1261,schmücken::V,orner,קשט
1262,schmücken::V,décorer,קשט
1263,sagen::V,dire,אמר
1264,sprechen::V,parler,דבר
1265,reden::V,parler,דבר
1266,sich unterhalten::V,bavarder,שוחח
1267,sich unterhalten::V,s'entretenir,שוחח
1268,fragen::V,demander,שאל
1269,bitten::V,prier,בקש
1270,erzählen::V,raconter,ספר
1271,mitteilen::V,communiquer,מסר
1272,mitteilen::V,communiquer,הודיע
1273,nennen::V,nommer,קרא בשם
1274,nennen::V,appeler,קרא בשם
1275,rufen::V,appeler,גיס
1276,rufen::V,appeler,הזמין לבוא
1277,prahlen::V,se vanter,התרברב
1278,übersetzen::V,traduire,תרגם
1279,denken::V,penser,חשב
1280,glauben::V,croire,האמין
1281,bemerken::V,remarquer,הבחין
1282,bemerken::V,apercevoir,הבחין
1283,erkennen::V,reconnaître,זהה
1284,begreifen::V,concevoir,קלט
1285,begreifen::V,concevoir,הבין
1286,verstehen::V,entendre,הבין
1287,verstehen::V,comprendre,הבין
1288,lernen::V,apprendre,למד
1289,wissen::V,savoir,ידע
1290,sich erinnern an::V,se souvenir de,זכר
1291,vergessen::V,oublier,שכח
1292,messen::V,mesurer,מדד
1293,zählen::V,compter,ספר
1294,rechnen::V,calculer,חשב
1295,lesen::V,lire,קרא
1296,malen::V,peindre,ציר
1297,zeichnen::V,dessiner,שרטט
1298,schreiben::V,écrire,כתב
1299,besitzen::V,posséder,היה בעל של
1300,kaufen::V,acheter,קנה
1301,kaufen::V,acheter,רכש
1302,verkaufen::V,vendre,מכר
1303,bezahlen::V,payer,שלם
1304,zahlen::V,payer,שלם
1305,beherrschen::V,dominer,שלט
1306,beherrschen::V,maîtriser,שלט
1307,ertragen::V,tolérer,סבל
1308,ertragen::V,supporter,סבל
