,Concept_ID,sk,sah
94,Donner::N,hrom,этиҥ
95,Strömung::N,prúdenie,сүүрүк
96,Tropfen::N,kvapka,таммах
97,Tropfen::N,kvapka,хааппыла
98,Schaum::N,pena,күүгэн
99,Schmutz::N,špina,кир
100,Schmutz::N,nečistota,кир
101,See::N,jazero,күөл
102,Sumpf::N,bahno,бадараан
103,Moor::N,močiar,дьэбэрэ
104,Wiese::N,lúka,ходуһа
105,Wald::N,les,ойуур
106,Wald::N,hora,ойуур
107,Hügel::N,vŕšok,булгунньах
108,Anhöhe::N,výšina,үрдэл
109,Anhöhe::N,vyvýšenina,үрдэл
110,Berg::N,hora,хайа
111,Gipfel::N,vrchol,чыпчаал
112,Höhle::N,jaskyňa,хайа_хаспаҕа
113,Höhle::N,jaskyňa,көҥүс
114,Abhang::N,úbočie,эниэ
115,Quelle::N,prameň,дьүүктэ
116,Bach::N,potok,үрүйэ
117,Fluss::N,rieka,өрүс
118,Ufer::N,breh,биэрэк
119,Küste::N,pobrežie,кытыл
120,Festland::N,pevnina,кураанах сир
121,Meer::N,more,муора
122,Bucht::N,záliv,хомо
123,Bucht::N,záliv,бухта
124,Bucht::N,zátoka,хомо
125,Bucht::N,zátoka,бухта
126,Insel::N,ostrov,арыы
127,Blume::N,kvet,сибэкки
128,Blume::N,kvetina,сибэкки
129,Gras::N,tráva,от
130,Wurzel::N,koreň,силис
131,Baum::N,strom,мас
132,Stamm::N,kmeň,умнас
133,Rinde::N,kôra,хатырык
134,Ast::N,konár,мутук
135,Zweig::N,vetva,лабаа
136,Blatt::N,list,сэбирдэх
137,Birke::N,breza,хатыҥ
138,Kiefer[Baum]::N,sosna,бэс
139,Kiefer[Baum]::N,borovica,бэс
140,Weide[Baum]::N,vŕba,үөт
141,Weide[Baum]::N,vŕba,талах
142,Tanne::N,jedľa,харыйа
143,Horn::N,roh,муос
144,Feder::N,pero,куорсун
145,Fell::N,koža,тирии
146,Fell::N,kožušina,тирии
147,Flügel::N,krídlo,кынат
148,Klaue::N,paznecht,тыҥырах
149,Kralle::N,pazúr,баппаҕай
150,Schwanz::N,chvost,кутурук
151,Ei::N,vajce,сымыыт
152,Ei::N,vajíčko,сымыыт
153,Nest::N,hniezdo,уйа
154,Bau::N,nora,хороон
155,Tier::N,zviera,кыыл
156,Tier::N,zviera,харамай
157,Herde::N,stádo,үөр
158,Kuh::N,krava,ынах
159,Bulle::N,býk,оҕус
160,Pferd::N,kôň,сылгы
161,Schaf::N,ovca,овца
162,Schwein::N,sviňa,сибиинньэ
163,Hund::N,pes,ыт
164,Katze::N,mačka,куоска
165,Bär::N,medveď,эһэ
166,Eichhörnchen::N,veverička,тииҥ
167,Elch::N,los,тайах
168,Fuchs::N,líška,саһыл
169,Hase::N,zajac,куобах
170,Maus::N,myš,кутуйах
171,Wolf::N,vlk,бөрө
172,Vogel::N,vták,көтөр
173,Schwarm::N,roj,бөлөх
174,Huhn::N,kurča,куурусса
175,Huhn::N,sliepka,куурусса
176,Hahn::N,kohút,бөтүүк
177,Gans::N,hus,хаас
178,Adler::N,orol,хотой
179,Ente::N,kačka,кус
180,Ente::N,kačica,кус
181,Eule::N,sova,мэкчиргэ
182,Kranich::N,žeriav,туруйа
183,Krähe::N,vrana,тураах
184,Kuckuck::N,kukučka,кэҕэ
185,Schwan::N,labuť,куба
186,Fisch::N,ryba,балык
187,Barsch::N,ostriež,алыһар
188,Hecht::N,šťuka,сордон
189,Schlange[Tier]::N,had,моҕой
190,Schlange[Tier]::N,had,эриэн үөн
191,Wurm::N,červ,үөн
192,Spinne::N,pavúk,ооҕуй
193,Ameise::N,mravec,кымырдаҕас
194,Laus::N,voš,быт
195,Mücke::N,komár,кумаар
196,Fliege::N,mucha,сахсырҕа
197,Schmetterling::N,motýľ,лыах
198,Schmetterling::N,motýľ,үрүмэччи
199,Beere::N,bobuľa,отон
200,Apfel::N,jablko,яблоко
201,Pilz::N,hríb,тэллэй
202,Zwiebel::N,cibuľa,луук
203,Saat::N,osivo,сиэмэ
204,Korn::N,zrno,сиэмэ
205,Heu::N,seno,от
206,Schale::N,šupa,хах
207,Schale::N,škrupina,хах
208,Grube::N,jama,дьаама
209,Falle::N,pasca,сохсо
210,Falle::N,klepec,сохсо
211,Schlinge::N,slučka,уктаа
212,Spur::N,stopa,суол
213,Asche::N,popol,күл
214,Dreck::N,kal,бадараан
215,Dreck::N,blato,бадараан
216,Eisen::N,železo,тимир
217,Gold::N,zlato,көмүс
218,Gold::N,zlato,кыһыл көмүс
219,Silber::N,striebro,көмүс
220,Silber::N,striebro,үрүҥ көмүс
221,Kohle::N,uhlie,чох
222,Glas::N,sklo,өстүөкүлэ
223,Lehm::N,íl,туой
224,Lehm::N,hlina,туой
225,Sand::N,piesok,кумах
226,Mensch::N,človek,киһи
227,Mann::N,muž,эр
228,Mann::N,chlap,эр
229,Frau::N,žena,дьахтар
230,Kind::N,dieťa,оҕо
231,Junge::N,chlapec,уол
232,Mädchen::N,dievka,кыыс оҕо
233,Familie::N,rodina,кэргэн
234,Großvater::N,dedo,эһэ
235,Großvater::N,starý otec,эһэ
236,Großmutter::N,babička,эбэ
237,Großmutter::N,stará mať,эбэ
238,Eltern::N,rodičia,аҕа-ийэ
239,Vater::N,otec,аҕа
240,Mutter::N,mať,ийэ
241,Mutter::N,matka,ийэ
242,Sohn::N,syn,уол
243,Tochter::N,dcéra,кыыс
244,Bruder::N,brat,убай
245,Bruder::N,brat,быраат
246,Schwester::N,sestra,аҕас
247,Schwester::N,sestra,балыс
248,Onkel::N,ujo,таай
249,Onkel::N,ujo,абаҕа
250,Onkel::N,strýko,таай
251,Onkel::N,strýko,абаҕа
252,Tante::N,teta,эдьиий
253,Tante::N,tetka,эдьиий
254,Ehemann::N,muž,эр
255,Ehemann::N,manžel,эр
256,Ehefrau::N,žena,ойох
257,Ehefrau::N,manželka,ойох
258,Freude::N,radosť,үөрүү
259,Gelächter::N,smiech,күлүү
260,Glück::N,šťastie,дьол
261,Glück::N,šťastie,соргу
262,Kummer::N,žiaľ,кутурҕан
263,Kummer::N,zármutok,кутурҕан
264,Wunsch::N,prianie,баҕарыы
265,Lust::N,chuť,баҕа
266,Geist::N,duch,тыын
267,Gedanke::N,myšlienka,санаа
268,Gedächtnis::N,pamäť,өй
269,Verstand::N,rozum,өй
270,Sinn::N,zmysel,суолта
271,Grund::N,dôvod,төрүөт
272,Grund::N,príčina,төрүөт
273,Wahrheit::N,pravda,кырдьык
274,Gespräch::N,reč,бэсиэдэ
275,Gespräch::N,reč,кэпсэтии
276,Gespräch::N,rozhovor,бэсиэдэ
277,Gespräch::N,rozhovor,кэпсэтии
278,Märchen::N,rozprávka,остуоруйа
279,Erzählung::N,poviedka,кэпсээн
280,Nachricht::N,správa,биллэриллии
281,Neuigkeit::N,novinka,сонун
282,Name::N,meno,аат
283,Rätsel::N,záhada,таабырын
284,Rätsel::N,hádanka,таабырын
285,Rede::N,reč,этии
286,Sprache::N,reč,тыл
287,Sprache::N,jazyk,тыл
288,Stimme::N,hlas,куолас
289,Wort::N,slovo,тыл
290,Zeichen::N,znak,бэлиэ
291,Ruf::N,volanie,ыҥырыы
292,Ruf::N,zavolanie,ыҥырыы
293,Lärm::N,hluk,айдаан
294,Lärm::N,hurhaj,айдаан
295,Laut::N,zvuk,тыас
296,Ton::N,tón,дорҕоон
297,Ton::N,zvuk,дорҕоон
298,Lied::N,pieseň,ырыа
299,Ruhe::N,pokoj,уу чуумпу
300,Leute::N,ľudia,дьон
301,Volk::N,ľud,дьон
302,Volk::N,ľud,норуот
303,Volk::N,národ,дьон
304,Volk::N,národ,норуот
305,Arbeit::N,práca,үлэ
306,Arbeit::N,robota,үлэ
307,Gast::N,hosť,ыалдьыт
308,Geschenk::N,dar,бэлэх
309,Spiel::N,hra,оонньуу
310,Gesellschaft::N,spoločnosť,общество
311,Hilfe::N,pomoc,көмө
312,Freund::N,priateľ,доҕор
313,Kamerad::N,kamarát,атас
314,Angelegenheit::N,vec,дьыала
315,Angelegenheit::N,záležitosť,дьыала
316,Anzahl::N,počet,ахсаан
317,Anzahl::N,množstvo,ахсаан
318,Art::N,druh,биис
319,Stück::N,kus,кырбас
320,Stück::N,kúsok,кырбас
321,Teil::N,časť,ирээт
322,Hälfte::N,polka,аҥар
323,Hälfte::N,polovica,аҥар
324,Kreis::N,kruh,төгүрүк
325,Kreis::N,kruh,төгүрүмтэ
326,Kreuz::N,kríž,кириэс
327,Linie::N,línia,сурааһын
328,Strich::N,čiara,сурааһын
329,Abstand::N,vzdialenosť,арыт
330,Entfernung::N,vzdialenosť,ыраах
331,Gegend::N,kraj,сир
332,Gegend::N,krajina,сир
333,Platz::N,miesto,арыт
334,Ort::N,miesto,сир
335,Seite::N,bok,өрүт
336,Seite::N,bok,сирэй
337,Seite::N,strana,өрүт
338,Seite::N,strana,сирэй
339,Mitte::N,stred,орто
340,Gegenstand::N,predmet,предмет
341,Sache::N,vec,мал
342,Rand::N,kraj,кытыы
343,Rand::N,kraj,ойоҕос
344,Rand::N,okraj,кытыы
345,Rand::N,okraj,ойоҕос
346,Kante::N,hrana,кырыы
347,Ecke::N,roh,муннук
348,Spitze::N,hrot,чыпчаал
349,Spitze::N,špička,чыпчаал
350,Ende::N,koniec,төбө
351,Loch::N,diera,тэһэҕэс
352,Loch::N,diera,дьөлөҕөс
353,Winkel::N,kút,муннук
354,Muster::N,vzor,оһуор
355,Muster::N,vzorka,оһуор
356,Größe::N,veľkosť,кээмэй
357,Länge::N,dĺžka,уста
358,Höhe::N,výška,үрдүк
359,Gewicht::N,váha,ыйааһын
360,Menge::N,množstvo,ахсаан
361,Haufen::N,hŕba,чөмчөх
362,Reihe::N,rad,кэккэ
363,Boot::N,čln,оҥочо
364,Ruder::N,veslo,эрдии
365,Schlitten::N,sane,сыарҕа
366,Ski::N,lyža,хайыһар
367,Lagerfeuer::N,táborák,кутаа
368,Last::N,ťarcha,ыарахан
369,Last::N,bremeno,ыарахан
370,Gang::N,chôdza,хаамыы
371,Schritt::N,krok,хардыы
372,Norden::N,sever,хоту
373,Süden::N,juh,соҕуруу
374,Westen::N,západ,арҕаа
375,Osten::N,východ,илин
376,Holz::N,drevo,мас
377,Brett::N,doska,дуоска
378,Brett::N,doska,хаптаһын
379,Platte::N,doska,билиитэ
380,Platte::N,platňa,билиитэ
381,Stütze::N,opora,тулааһын
382,Stange::N,tyč,ураҕас
383,Stock::N,palica,мас
384,Stock::N,palica,баалкы
385,Stab::N,palica,ураҕас
386,Rohr::N,rúra,турба
387,Haus::N,dom,дьиэ
388,Heim::N,domov,дьиэ
389,Ofen::N,pec,оһох
390,Ofen::N,kachle,оһох
391,Fußboden::N,dlážka,муоста
392,Fußboden::N,podlaha,муоста
393,Tisch::N,stôl,остуол
394,Stuhl::N,stolička,устуул
395,Wiege::N,kolíska,биһик
396,Bett::N,lôžko,кырабаат
397,Bett::N,posteľ,кырабаат
398,Regal::N,regál,долбуур
399,Regal::N,polica,долбуур
400,Kiste::N,debna,дьааһык
401,Fenster::N,okno,түннүк
402,Fenster::N,oblok,түннүк
403,Tür::N,dvere,аан
404,Tor::N,vráta,аан
405,Zaun::N,plot,соппулуот
406,Zaun::N,ohrada,соппулуот
407,Dach::N,krov,кырыыса
408,Dach::N,strecha,кырыыса
409,Leiter::N,rebrík,кирилиэс
410,Leiter::N,rebrina,кирилиэс
411,Besen::N,metla,миинньик
412,Spaten::N,rýľ,күрдьэх
413,Schaufel::N,lopata,күрдьэх
414,Gabel::N,vidlička,биилкэ
415,Löffel::N,lyžica,луоска
416,Messer::N,nôž,быһах
417,Nagel::N,klinec,тоһоҕо
418,Netz::N,sieť,илим
419,Haken::N,hák,көхө
420,Haken::N,háčik,көхө
421,Griff::N,rukoväť,ук
422,Griff::N,rukoväť,тутаах
423,Schloss::N,zámka,күлүүс
424,Bild::N,obraz,хартыына
425,Figur::N,figúra,фигура
426,Puppe::N,bábka,куукула
427,Puppe::N,bábika,куукула
428,Beutel::N,vrece,мөһөөччук
429,Beutel::N,vrecko,мөһөөччук
430,Bündel::N,uzlík,баайыы
431,Bündel::N,zväzok,баайыы
432,Tasche::N,taška,суумка
433,Tasche::N,kabelka,суумка
434,Eimer::N,vedro,биэдэрэ
435,Deckel::N,vrchnák,хаппах
436,Deckel::N,pokrývka,хаппах
437,Geschirr::N,nádoba,иһит
438,Sack::N,mech,куул
439,Sack::N,vrece,куул
440,Tasse::N,šálka,сэлиэнэй
441,Topf::N,hrniec,көстүрүүҥкэ
442,Kessel::N,kotol,хочуол
443,Essen::N,jedlo,аһылык
444,Nahrung::N,strava,ас
445,Nahrung::N,potrava,ас
446,Speise::N,jedlo,аһылык
447,Fleisch::N,mäso,эт
448,Getreide::N,obilie,злактар
449,Brei::N,kaša,хааһы
450,Brot::N,chlieb,килиэп
451,Scheibe::N,kotúč,куһуок
452,Scheibe::N,krajec,куһуок
453,Fett::N,tuk,сыа
454,Fett::N,masť,сыа
455,Butter::N,maslo,арыы
456,Öl::N,olej,арыы
457,Salz::N,soľ,туус
458,Suppe::N,polievka,мин
459,Honig::N,med,мүөт
460,Milch::N,mlieko,үүт
461,Tee::N,čaj,чэй
462,Leder::N,koža,тирии
463,Wolle::N,vlna,түү
464,Stoff::N,súkno,таҥас
465,Nadel::N,ihla,иннэ
466,Faden::N,niť,сап
467,Faden::N,vlákno,сап
468,Knopf::N,gombík,тимэх
469,Knoten::N,uzol,түмүк
470,Farbe::N,farba,кырааска
471,Kleidung::N,šaty,таҥас
472,Kleidung::N,šatstvo,таҥас
473,Hemd::N,košeľa,ырбаахы
474,Kragen::N,golier,саҕа
475,Ärmel::N,rukáv,сиэх
476,Hose::N,nohavice,ыстаан
477,Hose::N,nohavice,бүрүүкэ
478,Gürtel::N,pás,кур
479,Gürtel::N,opasok,кур
480,Mütze::N,čiapka,бэргэһэ
481,Schuh::N,obuv,бачыыҥка
482,Schuh::N,topánka,бачыыҥка
483,Stiefel::N,čižma,саппыкы
484,Ring::N,prsteň,биһилэх
485,Band::N,stuha,лиэнтэ
486,Kamm::N,hrebeň,тараах
487,Spiegel::N,zrkadlo,сиэркилэ
488,Riemen::N,remeň,кур
489,Schnur::N,šnúra,быа
490,Leine::N,vodidlo,тэһиин
491,Decke::N,deka,суорҕан
492,Decke::N,prikrývka,суорҕан
493,Kissen::N,poduška,сыттык
494,Tuch::N,šatka,былаат
495,Handtuch::N,uterák,соттор
496,Kraft::N,moc,сыра
497,Stärke::N,sila,күүс
498,Gesundheit::N,zdravie,доруобуйа
499,Krankheit::N,nemoc,ыарыы
500,Krankheit::N,choroba,ыарыы
501,Schmerz::N,bolesť,ыарыы
502,Wunde::N,rana,баас
503,Fieber::N,horúčka,түрүлгэн
504,Fieber::N,horúčka,лихорадка
505,Fieber::N,horúčka,температура
506,Arznei::N,liek,эмп
507,Brücke::N,most,күргэ
508,Brunnen::N,studňa,холуодьас
509,Weide::N,pastva,мэччирэҥ
510,Pfad::N,chodník,ыллык
511,Weg::N,cesta,суол
512,Straße::N,hradská,суол
513,Dorf::N,dedina,дэриэбинэ
514,Stadt::N,mesto,куорат
515,Brief::N,list,сурук
516,Buch::N,kniha,кинигэ
517,Buchstabe::N,litera,буква
518,Buchstabe::N,písmeno,буква
519,Zeitung::N,noviny,хаһыат
520,Leben::N,život,тыын
521,Tod::N,smrť,өлүү
522,Grab::N,hrob,иин
523,Kirche::N,kostol,таҥара дьиэтэ
524,Sünde::N,hriech,айыы
525,Gott::N,boh,тангара
526,Arbeiter::N,robotník,үлэһит
527,Arbeiter::N,pracnovík,үлэһит
528,Chef::N,šéf,баһылык
529,Chef::N,šéf,начальник
530,Chef::N,riaditeľ,баһылык
531,Chef::N,riaditeľ,начальник
532,Meister::N,majster,уус
533,Meister::N,majster,маастар
534,Arzt::N,lekár,врач
535,Lehrer::N,učiteľ,учуутал
536,Geld::N,peniaze,харчы
537,Geschäft::N,obchod,идэ
538,Laden::N,obchod,маҕаһыын
539,Preis::N,cena,сыана
540,Ware::N,tovar,табаар
541,Nutzen::N,osoh,туһа
542,Nutzen::N,úžitok,туһа
543,Reichtum::N,bohatstvo,баай
544,Welt::N,svet,аан дойду
545,Land::N,územie,дойду
546,Land::N,krajina,дойду
547,Staat::N,štát,государство
548,König::N,kráľ,король
549,Macht::N,moc,былаас
550,Macht::N,mocnosť,былаас
551,Grenze::N,hranica,кыраныысса
552,Krieg::N,vojna,сэрии
553,Feind::N,nepriateľ,өстөөх
554,Gewalt::N,násilie,күүһүлээһин
555,Kampf::N,boj,охсуһуу
556,Bogen[Waffe]::N,luk,ох
557,Pfeil::N,šíp,ох
558,Pfeil::N,strela,ох
559,Gewehr::N,puška,саа
560,Fehler::N,omyl,сыыһа
561,Fehler::N,chyba,сыыһа
562,Lüge::N,lož,сымыйа
563,Schaden::N,ujma,хоромньу
564,Schaden::N,škoda,хоромньу
565,Unglück::N,nešťastie,алдьархай
566,Schuld::N,vina,буруй
567,Schuld::N,previnenie,буруй
568,Alter::N,vek,саас
569,Schluss::N,záver,тиһэх
570,Schluss::N,koniec,тиһэх
571,Zeit::N,čas,бириэмэ
572,Tag::N,deň,күн
573,Morgen::N,ráno,сарсыарда
574,Mittag::N,poludnie,күн ортото
575,Abend::N,večer,киэһэ
576,Nacht::N,noc,түүн
577,Woche::N,týždeň,нэдиэлэ
578,Monat::N,mesiac,ый
579,Jahr::N,rok,сыл
580,Jahr::N,rok,дьыл
581,Frühling::N,jar,саас
582,Sommer::N,leto,сайын
583,Herbst::N,jeseň,күһүн
584,Winter::N,zima,кыһын
585,Januar::N,január,тохсунньу
586,Februar::N,február,олунньу
587,März::N,marec,кулун тутар
588,April::N,apríl,муус устар ый
589,Mai::N,máj,ыам ыйа
590,Juni::N,jún,бэс ыйа
591,Juli::N,júl,от ыйа
592,August::N,august,атырдьах ыйа
593,September::N,september,балаҕан ыйа
594,Oktober::N,október,алтынньы
595,November::N,november,сэтинньи
596,Dezember::N,december,ахсынньы
597,Montag::N,pondelok,бэнидиэнньик
598,Dienstag::N,utorok,оптуорунньук
599,Mittwoch::N,streda,сэрэдэ
600,Donnerstag::N,štvrtok,чэппиэр
601,Freitag::N,piatok,бээтинсэ
602,Samstag::N,sobota,субуота
603,Sonntag::N,nedeľa,баскыһыанньа
604,groß::A,veľký,бөдөҥ
605,groß::A,veľký,улахан
606,klein::A,malý,кыр
607,lang::A,dlhý,уһун
608,kurz::A,krátky,кылгас
609,breit::A,široký,кэтит
610,schmal::A,úzky,кыараҕас
611,dicht::A,hustý,хойуу
612,dick[Gegenstand]::A,tlstý,суон
613,dick[Gegenstand]::A,tlstý,хойуу
614,dünn::A,tenký,чараас
615,fein::A,jemný,бытархай
616,fein::A,jemný,синньигес
617,fest::A,pevný,бөҕө
618,fest::A,pevný,кытаанах
619,flach::A,rovný,хаптаҕай
620,flach::A,plochý,хаптаҕай
621,glatt::A,hladký,кылааккай
622,hart::A,tvrdý,хатан
623,hart::A,tvrdý,кытаанах
624,weich::A,mäkký,сымнаҕас
625,rund::A,guľatý,төгүрүк
626,rund::A,okrúhly,төгүрүк
627,spitz::A,končitý,сытыы
628,spitz::A,končitý,уһуктаах
629,scharf::A,ostrý,сытыы
630,stumpf::A,tupý,сыппах
631,schwer::A,ťažký,ыарахан
632,schön::A,pekný,кыраһыабай
633,schön::A,krásny,кыраһыабай
634,heiß::A,horúci,итии
635,warm::A,teplý,ичигэс
636,kalt::A,studený,тымныы
637,kühl::A,chladný,сөрүүн
638,frisch::A,svieži,ыраас
639,frisch::A,svieži,сөрүүн
640,frisch::A,svieži,тымныы
641,feucht::A,vlhký,сииктээх
642,feucht::A,zvlhnutý,сииктээх
643,nass::A,mokrý,инчэҕэй
644,trocken::A,suchý,кураан
645,voll::A,plný,толору
646,leer::A,prázdny,иччитэх
647,offen::A,otvorený,аһаҕас
648,geschlossen::A,zavretý,бүтэй
649,sauber::A,čistý,сэбэр
650,schmutzig::A,špinavý,кирдээх
651,roh::A,surový,сиикэй
652,reif::A,zrelý,буспут
653,reif::A,zrelý,сиппит-хоппут
654,lecker::A,chutný,минньигэс
655,süß::A,sladký,минньигэс
656,bitter::A,horký,аһыы
657,sauer::A,kyslý,аһыы
658,hell::A,jasný,сырдык
659,hell::A,svetlý,сырдык
660,dunkel::A,temný,хараҥа
661,schwarz::A,čierny,хара
662,weiß::A,biely,үрүҥ
663,weiß::A,biely,маҥан
664,rot::A,červený,кыһыл
665,gelb::A,žltý,саһархай
666,blau::A,modrý,күөх
667,blau::A,belasý,күөх
668,grün::A,zelený,күөх
669,grün::A,zelený,от күөҕэ
670,grau::A,šedý,сиэрэй
671,bunt::A,pestrý,эриэн
672,billig::A,lacný,чэпчэки
673,teuer::A,drahý,сыаналаах
674,wertvoll::A,cenný,сыаналаах
675,blind::A,slepý,хараҕа суох
676,taub::A,hluchý,дьүлэй
677,kräftig::A,silný,модун
678,stark::A,silný,күүстээх
679,schwach::A,slabý,мөлтөх
680,schwach::A,bezvládny,мөлтөх
681,fett::A,tučný,эмис
682,schlank::A,štíhly,дьылҕан
683,schlank::A,štíhly,дьыпсаҕай
684,hübsch::A,šumný,олус кэрэ
685,hübsch::A,šumný,көрүөхтэн үчүгэй
686,hübsch::A,švárny,олус кэрэ
687,hübsch::A,švárny,көрүөхтэн үчүгэй
688,böse::A,zlý,өһүөннээх
689,dumm::A,hlúpy,акаары
690,faul::A,lenivý,нэс
691,fleißig::A,snaživý,кыһамньылаах
692,fleißig::A,usilovný,кыһамньылаах
693,geizig::A,skupý,иҥсэлээх
694,geizig::A,lakomý,иҥсэлээх
695,klug::A,múdry,өйдөөх
696,klug::A,bystrý,өйдөөх
697,geschickt::A,zručný,наһаа дьоҕурдаах
698,geschickt::A,šikovný,наһаа дьоҕурдаах
699,lieb::A,milý,тапталлаах
700,lustig::A,veselý,көрдөөх
701,sanft::A,nežný,намчы
702,sanft::A,nežný,сымнаҕас
703,hungrig::A,lačný,аччык
704,hungrig::A,hladný,аччык
705,krank::A,chorý,ыалдьар
706,krank::A,nemocný,ыалдьар
707,nackt::A,nahý,сыгынньах
708,traurig::A,smutný,санаарҕабыллаах
709,lebendig::A,živý,тыыннаах
710,gut::A,dobrý,үтүө
711,gut::A,dobrý,үчүгэй
712,schlecht::A,zlý,куһаҕан
713,richtig::A,správny,сөп
714,schlimm::A,zlý,сидьиҥ
715,schlimm::A,zlý,быдьар
716,schlimm::A,nepríjemný,сидьиҥ
717,schlimm::A,nepríjemný,быдьар
718,wahr::A,pravý,кырдьык
719,wahr::A,pravdivý,кырдьык
720,alt::A,starý,былыргы
721,neu::A,nový,саҥа
722,ehemalig::A,bývalý,урукку
723,alt[Lebewesen]::A,starý,кырдьаҕас
724,jung::A,mladý,эдэр
725,arm::A,chudobný,дьадаҥы
726,reich::A,bohatý,баай
727,bekannt::A,známy,билэр
728,berühmt::A,slávny,аатырбыт
729,berühmt::A,povestný,аатырбыт
730,fremd::A,cudzí,атын
731,verschieden::A,rôzny,араас
732,verschieden::A,rozličný,араас
733,nah::A,blízky,чугас
734,fern::A,ďaleký,ыраах
735,linker::A,ľavý,хаҥас
736,rechter::A,pravý,уҥа
737,anderer::A,iný,атын
738,anderer::A,druhý,атын
739,erster::A,prvý,маҥнайгы
740,zweiter::A,druhý,иккис
741,dritter::A,tretí,үһүс
742,letzter::A,ostatný,тиһэх
743,letzter::A,posledný,тиһэх
744,allein::ADV,sám,соҕотох
745,auf einmal::ADV,zároveň,биирдэ
746,zusammen::ADV,spolu,холбуу
747,zusammen::ADV,spoločne,холбуу
748,lange::ADV,dlho,уһуннук
749,plötzlich::ADV,náhle,эмискэ
750,sofort::ADV,hneď,тута
751,sofort::ADV,ihneď,тута
752,später::ADV,neskoršie,хойут
753,jetzt::ADV,teraz,билигин
754,heute::ADV,dnes,бүгүн
755,morgen::ADV,zajtra,сарсын
756,bald::ADV,skoro,өтөр
757,dann::ADV,nato,кэнна
758,dann::ADV,potom,кэнна
759,gestern::ADV,včera,бэҕэһээ
760,einst::ADV,kedysi,биир төгүл
761,einst::ADV,kedysi,арай биирдэ
762,einst::ADV,niekedy,биир төгүл
763,einst::ADV,niekedy,арай биирдэ
764,damals::ADV,vtedy,оччоҕо
765,danach::ADV,potom,аары
766,danach::ADV,potom,ол кэнниттэн
767,danach::ADV,podľa toho,аары
768,danach::ADV,podľa toho,ол кэнниттэн
769,vorher::ADV,napred,урут
