,Concept_ID,sv,nl
863,wir::PRN,vi,wij
864,ihr::PRN,ni,jullie
865,sie::PRN,de,ze
866,sie::PRN,de,zij
867,was::FPRN,vad,wat
868,wer::FPRN,vem,wie
869,wo::FADV,var,waar
870,wohin::FADV,vart,waarheen
871,wie::FADV,hur,hoe
872,warum::FADV,varför,waarom
873,wieviel::FNUM,hur mycket,hoeveel
874,eins::NUM,en,één
875,eins::NUM,ett,één
876,zwei::NUM,två,twee
877,drei::NUM,tre,drie
878,vier::NUM,fyra,vier
879,fünf::NUM,fem,vijf
880,sechs::NUM,sex,zes
881,sieben::NUM,sju,zeven
882,acht::NUM,åtta,acht
883,neun::NUM,nio,negen
884,zehn::NUM,tio,tien
885,elf::NUM,elva,elf
886,zwölf::NUM,tolv,twaalf
887,zwanzig::NUM,tjugo,twintig
888,dreißig::NUM,trettio,dertig
889,vierzig::NUM,fyrtio,veertig
890,fünfzig::NUM,femtio,vijftig
891,sechzig::NUM,sextio,zestig
892,siebzig::NUM,sjuttio,zeventig
893,achtzig::NUM,åttio,tachtig
894,neunzig::NUM,nittio,negentig
895,hundert::NUM,hundra,honderd
896,tausend::NUM,tusen,duizend
897,und::CNJ,och,en
898,oder::CNJ,eller,of
899,stehen::V,stå,staan
900,sitzen::V,sitta,zitten
901,liegen::V,ligga,liggen
902,hängen::V,hänga,hangen
903,werden::V,bli,worden
904,passieren::V,ske,gebeuren
905,passieren::V,hända,gebeuren
906,beginnen::V,börja,beginnen
907,enden::V,ända,eindigen
908,wechseln::V,växla,wijzigen
909,wechseln::V,växla,veranderen
910,aufgehen[Sonne]::V,gå upp,opgaan
911,untergehen[Sonne]::V,gå ned,ondergaan
912,scheinen[Sonne]::V,skina,schijnen
913,donnern::V,dundra,donderen
914,wehen::V,blåsa,waaien
915,strömen::V,forsa,stromen
916,strömen::V,strömma,stromen
917,fließen::V,flyta,vloeien
918,sich drehen::V,snurra,draaien
919,sich drehen::V,snurra,zich draaien
920,schwanken::V,vackla,wankelen
921,schwingen::V,svinga,zwieren
922,fallen::V,falla,vallen
923,brennen::V,brinna,branden
924,rauchen::V,ryka,roken
925,regnen::V,regna,regenen
926,gefrieren::V,frysa,bevriezen
927,tauen::V,töa,dooien
928,schmelzen::V,smälta,smelten
929,trocknen::V,torka,drogen
930,sieden::V,koka,koken
931,sieden::V,koka,zieden
932,sieden::V,sjuda,koken
933,sieden::V,sjuda,zieden
934,faulen::V,ruttna,rotten
935,verfaulen::V,ruttna,verrotten
936,reißen::V,brista,scheuren
937,versinken::V,sjunka,verzinken
938,vergehen::V,förgå,vergaan
939,erscheinen::V,synas,opdagen
940,erscheinen::V,synas,verschijnen
941,erscheinen::V,visa sig,opdagen
942,erscheinen::V,visa sig,verschijnen
943,verschwinden::V,försvinna,verdwijnen
944,sinken::V,sjunka,zinken
945,abnehmen::V,avta,afnemen
946,abnehmen::V,avta,verminderen
947,abnehmen::V,minskas,afnemen
948,abnehmen::V,minskas,verminderen
949,zunehmen::V,tilltaga,toenemen
950,steigen::V,stiga,stijgen
951,steigen::V,stiga,omhooggaan
952,wachsen::V,växa,groeien
953,glänzen::V,glimma,glanzen
954,glänzen::V,glimma,schitteren
955,funkeln::V,tindra,fonkelen
956,funkeln::V,gnistra,fonkelen
957,lärmen::V,bråka,lawaai maken
958,lärmen::V,väsnas,lawaai maken
959,läuten::V,ringa,luiden
960,klingeln::V,ringa,bellen
961,klirren::V,klirra,rinkelen
962,brausen::V,brusa,bruisen
963,rauschen::V,susa,ruisen
964,klingen::V,låta,klinken
965,klingen::V,klinga,klinken
966,bellen::V,skälla,blaffen
967,heulen::V,yla,huilen
968,heulen::V,tjuta,huilen
969,blasen::V,blåsa,blazen
970,pfeifen::V,vissla,fluiten
971,schreien::V,skrika,gillen
972,schreien::V,skrika,schreeuwen
973,stöhnen::V,stöna,steunen
974,zittern::V,darra,beven
975,zittern::V,darra,sidderen
976,zittern::V,skälva,beven
977,zittern::V,skälva,sidderen
978,leben::V,leva,leven
979,geboren werden::V,födas,geboren worden
980,atmen::V,andas,ademen
981,trinken::V,dricka,drinken
982,essen::V,äta,eten
983,schlucken::V,svälja,slikken
984,müde werden::V,tröttna,moe worden
985,einschlafen::V,somna,inslapen
986,schlafen::V,sova,slapen
987,aufwachen::V,vakna,ontwaken
988,aufwachen::V,vakna,wakker worden
989,aufstehen::V,stiga upp,opstaan
990,sich erholen::V,repa sig,zich ontspannen
991,sich erholen::V,hämta sig,zich ontspannen
992,krank werden::V,insjukna,ziek worden
993,krank sein::V,vara sjuk,ziek zijn
994,schmerzen::V,smärta,pijn doen
995,schmerzen::V,göra ont,pijn doen
996,husten::V,hosta,hoesten
997,genesen::V,tillfriskna,genezen
998,sterben::V,dö,sterven
999,sterben::V,dö,overlijden
1000,umkommen::V,omkomma,omkomen
1001,sich bewegen::V,röra sig,zich bewegen
1002,sich rühren::V,röra på sig,zich verroeren
1003,sich erheben::V,resa sig,oprijzen
1004,sich erheben::V,resa sig,verrijzen
1005,sich setzen::V,sätta sig,gaan zitten
1006,hinfallen::V,falla omkull,vallen
1007,hinfallen::V,falla omkull,neervallen
1008,laufen::V,löpa,lopen
1009,schreiten::V,skrida,stappen
1010,schreiten::V,skrida,schrijden
1011,spazierengehen::V,promenera,gaan wandelen
1012,eilen::V,ila,ijlen
1013,eilen::V,ila,haasten
1014,sich beeilen::V,skynda sig,zich haasten
1015,sausen::V,susa,stuiven
1016,rennen::V,löpa,rennen
1017,rennen::V,springa,rennen
1018,springen::V,hoppa,springen
1019,klettern::V,klättra,klimmen
1020,klettern::V,klättra,klauteren
1021,schaukeln::V,gunga,schommelen
1022,kriechen::V,kräla,kruipen
1023,schwimmen::V,simma,zwemmen
1024,tauchen::V,dyka,duiken
1025,rudern::V,ro,roeien
1026,fahren::V,köra,rijden
1027,fliegen::V,flyga,vliegen
1028,gehen::V,gå,gaan
1029,weggehen::V,gå bort,weggaan
1030,abfahren::V,resa,vertrekken
1031,abfahren::V,avresa,vertrekken
1032,anhalten::V,stanna,stoppen
1033,anhalten::V,stanna,stilhouden
1034,hineingehen::V,gå in,ingaan
1035,hineingehen::V,gå in,binnengaan
1036,eintreten::V,träda in,binnenkomen
1037,kommen::V,komma,komen
1038,ankommen::V,ankomma,aankomen
1039,zurückkommen::V,återkomma,terugkomen
1040,bleiben::V,bli,blijven
1041,bleiben::V,förbli,blijven
1042,warten::V,vänta,wachten
1043,erwarten::V,vänta,verwachten
1044,suchen::V,leta,zoeken
1045,finden::V,finna,vinden
1046,versuchen::V,försöka,proberen
1047,versuchen::V,försöka,beproeven
1048,vorbereiten::V,förbereda,voorbereiden
1049,lieben::V,älska,houden van
1050,mögen::V,tycka om,lusten
1051,mögen::V,tycka om,houden van
1052,lachen::V,skratta,lachen
1053,rühren::V,röra,roeren
1054,weinen::V,gråta,huilen
1055,weinen::V,gråta,schreien
1056,schimpfen::V,skälla,kijven
1057,schimpfen::V,skälla,schelden
1058,sich ärgern::V,förargas,zich ergeren
1059,sich fürchten::V,vara rädd,bang zijn
1060,fürchten::V,frukta,vrezen
1061,fliehen::V,fly,vluchten
1062,fliehen::V,rymma,vluchten
1063,flüchten::V,fly,ontsnappen
1064,flüchten::V,fly,ontkomen
1065,sehen::V,se,zien
1066,anschauen::V,se på,aankijken
1067,anschauen::V,betrakta,aankijken
1068,ansehen::V,åse,aanzien
1069,ansehen::V,åse,bekijken
1070,hören::V,höra,horen
1071,zuhören::V,höra på,luisteren
1072,zuhören::V,lyssna till,luisteren
1073,probieren::V,smaka,proeven
1074,probieren::V,smaka på,proeven
1075,riechen::V,lukta,ruiken
1076,fühlen::V,känna,voelen
1077,scheinen::V,verka,lijken
1078,scheinen::V,tyckas,lijken
1079,zu sehen sein::V,synas,te zien zijn
1080,zu sehen sein::V,kunna ses,te zien zijn
1081,vernehmen::V,få veta,vernemen
1082,vernehmen::V,förnimma,vernemen
1083,frieren::V,frysa,het koud hebben
1084,tun::V,göra,doen
1085,können::V,kunna,kunnen
1086,wollen::V,vilja,willen
1087,anfangen::V,börja,beginnen
1088,anfangen::V,börja,aanvangen
1089,beenden::V,avsluta,beëindigen
1090,aufhören::V,sluta,ophouden
1091,aufhören::V,upphöra,ophouden
1092,gelingen::V,lyckas,lukken
1093,gelingen::V,lyckas,gelukken
1094,geraten::V,bli,uitvallen
1095,öffnen::V,öppna,openen
1096,öffnen::V,öppna,opendoen
1097,schließen::V,låsa,sluiten
1098,schließen::V,låsa,dichtdoen
1099,schließen::V,stänga,sluiten
1100,schließen::V,stänga,dichtdoen
1101,stellen::V,ställa,stellen
1102,stellen::V,ställa,plaatsen
1103,setzen::V,sätta,zetten
1104,setzen::V,sätta,plaatsen
1105,legen::V,lägga,leggen
1106,berühren::V,beröra,aanraken
1107,verbinden::V,förbinda,verbinden
1108,bedecken::V,täcka,bedekken
1109,bedecken::V,betäcka,bedekken
1110,aufhängen::V,hänga,ophangen
1111,aufhängen::V,hänga upp,ophangen
1112,anzünden::V,tända,aansteken
1113,anzünden::V,antända,aansteken
1114,anzünden::V,tända på,aansteken
1115,aufheben::V,lyfta,oprapen
1116,zurücklassen::V,lämna,achterlaten
1117,zurücklassen::V,efterlämna,achterlaten
1118,verlieren::V,mista,verliezen
1119,verlieren::V,förlora,verliezen
1120,fallen lassen::V,tappa,laten vallen
1121,fallen lassen::V,släppa,laten vallen
1122,machen::V,göra,maken
1123,herstellen::V,tillverka,produceren
1124,herstellen::V,tillverka,voortbrengen
1125,herstellen::V,framställa,produceren
1126,herstellen::V,framställa,voortbrengen
1127,bauen::V,bygga,bouwen
1128,reparieren::V,reparera,repareren
1129,reparieren::V,reparera,herstellen
1130,verbessern::V,rätta,verbeteren
1131,verbessern::V,förbättra,verbeteren
1132,ändern::V,ändra,wijzigen
1133,ändern::V,ändra,veranderen
1134,ändern::V,förändra,wijzigen
1135,ändern::V,förändra,veranderen
1136,graben::V,gräva,graven
1137,beugen::V,böja,buigen
1138,biegen::V,böja,buigen
1139,biegen::V,kröka,buigen
1140,drehen::V,vrida,draaien
1141,wenden::V,vända,keren
1142,wenden::V,vända,wenden
1143,umdrehen::V,vrida om,omdraaien
1144,heben::V,häva,heffen
1145,heben::V,häva,optillen
1146,hochheben::V,lyfta,tillen
1147,ergreifen::V,gripa,pakken
1148,ergreifen::V,gripa,grijpen
1149,halten::V,hålla,houden
1150,drücken::V,trycka,drukken
1151,schieben::V,skjuta,duwen
1152,schieben::V,skjuta,schuiven
1153,kratzen::V,riva,krassen
1154,kratzen::V,skrapa,krassen
1155,lecken::V,slicka,likken
1156,beißen::V,bita,bijten
1157,abreißen::V,slita_av,afrukken
1158,abreißen::V,slita_av,afscheuren
1159,abreißen::V,riva_av,afrukken
1160,abreißen::V,riva_av,afscheuren
1161,abschneiden::V,skära av,afsnijden
1162,binden::V,binda,binden
1163,stecken::V,sticka,steken
1164,brechen::V,bryta,breken
1165,brechen::V,brista,breken
1166,klopfen::V,banka,kloppen
1167,klopfen::V,klappa,kloppen
1168,hauen::V,hugga,houwen
1169,kleben::V,klistra,plakken
1170,reiben::V,gnida,wrijven
1171,streichen::V,smörja,smeren
1172,schleifen::V,slipa,slijpen
1173,schneiden::V,skära,snijden
1174,schneiden::V,klippa,snijden
1175,rütteln::V,skaka,schudden
1176,schütteln::V,rista,schudden
1177,schwenken::V,svänga,wuiven
1178,schwenken::V,svänga,zwaaien
1179,schütten::V,hälla,gieten
1180,schütten::V,hälla,storten
1181,füllen::V,fylla,vullen
1182,einwickeln::V,slå in,inwikkelen
1183,einwickeln::V,veckla in,inwikkelen
1184,tragen::V,bära,dragen
1185,schleppen::V,släpa,slepen
1186,ziehen::V,dra,trekken
1187,aufbewahren::V,förvara,bewaren
1188,aufbewahren::V,ta vara på,bewaren
1189,werfen::V,kasta,gooien
1190,fangen::V,fånga,vangen
1191,packen::V,gripa,pakken
1192,packen::V,gripa,vastpakken
1193,packen::V,gripa tag,pakken
1194,packen::V,gripa tag,vastpakken
1195,verstecken::V,gömma,verstoppen
1196,teilen::V,dela,delen
1197,schicken::V,skicka,sturen
1198,bringen::V,bringa,brengen
1199,hinzufügen::V,tillägga,toevoegen
1200,bekommen::V,få,verkrijgen
1201,bekommen::V,erhålla,verkrijgen
1202,erhalten::V,få,krijgen
1203,erhalten::V,erhålla,krijgen
1204,nehmen::V,ta,nemen
1205,nehmen::V,taga,nemen
1206,wählen::V,välja,kiezen
1207,wählen::V,välja,verkiezen
1208,auswählen::V,utvälja,uitkiezen
1209,bewahren::V,bevara,bewaren
1210,behindern::V,hindra,hinderen
1211,behindern::V,förhindra,hinderen
1212,verderben::V,förstöra,bederven
1213,beschädigen::V,skada,beschadigen
1214,zerbrechen::V,bryta isär,breken
1215,zerbrechen::V,bryta isär,stukbreken
1216,zerbrechen::V,bryta sönder,breken
1217,zerbrechen::V,bryta sönder,stukbreken
1218,zerreißen::V,riva sönder,scheuren
1219,zerreißen::V,riva sönder,verscheuren
1220,zerreißen::V,slita sönder,scheuren
1221,zerreißen::V,slita sönder,verscheuren
1222,zerstören::V,förstöra,vernielen
1223,verbrennen::V,bränna,branden
1224,verbrennen::V,bränna,verbranden
1225,verbrennen::V,bränna upp,branden
1226,verbrennen::V,bränna upp,verbranden
1227,geben::V,ge,geven
1228,reichen::V,räcka,reiken
1229,reichen::V,räcka,aanreiken
1230,schenken::V,skänka,schenken
1231,versprechen::V,lova,beloven
1232,wünschen::V,önska,wensen
1233,loben::V,lova,loven
1234,loben::V,lova,prijzen
1235,loben::V,beröma,loven
1236,loben::V,beröma,prijzen
1237,küssen::V,pussa,kussen
1238,wiegen::V,vagga,wiegen
1239,zudecken::V,täcka,toedekken
1240,wecken::V,väcka,wekken
1241,zeigen::V,visa,tonen
1242,zeigen::V,visa,wijzen
1243,führen::V,föra,voeren
1244,lehren::V,lära,leren
1245,unterrichten::V,undervisa,onderwijzen
1246,aufziehen::V,uppfostra,grootbrengen
1247,leiten::V,leda,leiden
1248,antreiben::V,driva på,aandrijven
1249,lassen::V,få att,laten
1250,einladen::V,bjuda,uitnodigen
1251,einladen::V,inbjuda,uitnodigen
1252,vereinigen::V,förena,verenigen
1253,besuchen::V,besöka,bezoeken
1254,treffen::V,möta,treffen
1255,treffen::V,möta,ontmoeten
1256,treffen::V,träffa,treffen
1257,treffen::V,träffa,ontmoeten
1258,sich versammeln::V,församla sig,zich verzamelen
1259,spielen::V,leka,spelen
1260,spielen::V,spela,spelen
1261,singen::V,sjunga,zingen
1262,tanzen::V,dansa,dansen
1263,sich trennen::V,skiljas,van elkaar gaan
1264,verlassen::V,lämna,verlaten
1265,verlassen::V,överge,verlaten
1266,retten::V,rädda,redden
1267,bewachen::V,bevaka,bewaken
1268,schützen::V,skydda,beschermen
1269,schützen::V,beskydda,beschermen
1270,verteidigen::V,försvara,verdedigen
1271,sich schlagen::V,slåss,knokken
1272,schießen::V,skjuta,schieten
1273,siegen::V,segra,overwinnen
1274,ärgern::V,förarga,ergeren
1275,schlagen::V,slå,slaan
1276,treten::V,sparka,trappen
1277,treten::V,sparka,schoppen
1278,stechen::V,sticka,steken
1279,stechen::V,sticka,prikken
1280,stoßen::V,stöta,stoten
1281,stehlen::V,stjäla,stelen
1282,stören::V,störa,storen
1283,stören::V,störa,verstoren
1284,belästigen::V,genera,lastig vallen
1285,belästigen::V,besvära,lastig vallen
1286,verbergen::V,dölja,verbergen
1287,täuschen::V,vilseleda,misleiden
1288,betrügen::V,bedra,bedriegen
1289,töten::V,döda,doden
1290,wohnen::V,bo,wonen
1291,arbeiten::V,arbeta,werken
1292,sammeln::V,samla,inzamelen
1293,sammeln::V,samla,verzamelen
1294,pflücken::V,plocka,plukken
1295,jagen::V,jaga,jagen
1296,fischen::V,fiska,vissen
1297,fassen::V,fånga,vangen
1298,hüten::V,vakta,hoeden
1299,treiben::V,driva,drijven
1300,anbinden::V,binda fast,vastbinden
1301,füttern::V,fodra,voeren
1302,melken::V,mjölka,melken
1303,hacken::V,hacka,hakken
1304,gießen::V,hälla,gieten
1305,gießen::V,vattna,gieten
1306,reifen::V,mogna,rijpen
1307,zubereiten::V,tillaga,klaarmaken
1308,zubereiten::V,tillaga,toebereiden
1309,zubereiten::V,tillreda,klaarmaken
1310,zubereiten::V,tillreda,toebereiden
1311,kochen::V,koka,koken
1312,backen::V,baka,bakken
1313,braten::V,steka,braden
1314,umrühren::V,röra om,omroeren
1315,stricken::V,sticka,breien
1316,nähen::V,sy,naaien
1317,färben::V,färga,verven
1318,färben::V,färga,kleuren
1319,reinigen::V,rensa,reinigen
1320,reinigen::V,rengöra,reinigen
1321,waschen::V,tvätta,wassen
1322,abwischen::V,torka av,afvegen
1323,spülen::V,spola,spoelen
1324,spülen::V,spola,afwassen
1325,spülen::V,skölja,spoelen
1326,spülen::V,skölja,afwassen
1327,fegen::V,feja,vegen
1328,kehren::V,sopa,vegen
1329,baden::V,bada,baden
1330,sich waschen::V,tvätta sig,zich wassen
1331,ausziehen::V,ta av,uittrekken
1332,anziehen::V,ta på,aantrekken
1333,sich anziehen::V,klä på sig,zich aankleden
1334,kämmen::V,kamma,kammen
1335,schmücken::V,pynta,tooien
1336,schmücken::V,smycka,tooien
1337,sagen::V,säga,zeggen
1338,sprechen::V,tala,spreken
1339,reden::V,tala,praten
1340,reden::V,prata,praten
1341,sich unterhalten::V,prata,zich onderhouden
1342,fragen::V,fråga,vragen
1343,fragen::V,spörja,vragen
1344,bitten::V,be,vragen
1345,bitten::V,be,verzoeken
1346,erzählen::V,berätta,vertellen
1347,mitteilen::V,meddela,meedelen
1348,nennen::V,kalla,noemen
1349,rufen::V,ropa,roepen
1350,prahlen::V,pråla,pralen
1351,prahlen::V,skryta,pralen
1352,übersetzen::V,tolka,vertalen
1353,übersetzen::V,översätta,vertalen
1354,denken::V,tänka,denken
1355,glauben::V,tro,geloven
1356,bemerken::V,uppmärksamma,bemerken
1357,bemerken::V,lägga märke till,bemerken
1358,erkennen::V,känna igen,herkennen
1359,begreifen::V,begripa,begrijpen
1360,verstehen::V,förstå,verstaan
1361,lernen::V,lära sig,leren
1362,wissen::V,veta,weten
1363,sich erinnern an::V,minnas,zich herinneren aan
1364,sich erinnern an::V,komma ihåg,zich herinneren aan
1365,vergessen::V,glömma,vergeten
1366,messen::V,mäta,meten
1367,zählen::V,räkna,tellen
1368,rechnen::V,räkna,rekenen
1369,lesen::V,läsa,lezen
1370,malen::V,måla,schilderen
1371,zeichnen::V,teckna,tekenen
1372,schreiben::V,skriva,schrijven
1373,besitzen::V,äga,bezitten
1374,besitzen::V,besitta,bezitten
1375,kaufen::V,köpa,kopen
1376,verkaufen::V,sälja,verkopen
1377,bezahlen::V,betala,betalen
1378,zahlen::V,betala,betalen
1379,beherrschen::V,behärska,beheersen
1380,ertragen::V,tåla,verdragen
1381,ertragen::V,uthärda,verdragen
