,Concept_ID,os,hr
761,sauber::A,сыгъдæг,čist
762,schmutzig::A,чъиллон,nečist
763,schmutzig::A,чъиллон,blatan
764,roh::A,хом,sirov
765,reif::A,рӕгъӕд,zreo
766,lecker::A,хӕрзад,tečan
767,lecker::A,хӕрзад,ukusan
768,süß::A,адджын,sladak
769,bitter::A,судзаг,gorak
770,sauer::A,туаг,kiseo
771,hell::A,рухс,vedar
772,hell::A,рухс,svijetao
773,dunkel::A,талынг,taman
774,schwarz::A,сау,crn
775,weiß::A,урс,bio
776,weiß::A,урс,bijel
777,rot::A,сырх,crven
778,gelb::A,бур,žut
779,blau::A,цъӕх,plav
780,blau::A,цъӕх,modar
781,grün::A,цъӕх,zelen
782,grün::A,кӕрдӕгхуыз,zelen
783,grau::A,цъӕх,siv
784,grau::A,фӕныкхуыз,siv
785,bunt::A,хъулон,šaren
786,bunt::A,гæрæм,šaren
787,billig::A,аслам,jeftin
788,teuer::A,зынаргъ,skup
789,wertvoll::A,зынаргъ,vrijedan
790,wertvoll::A,зынаргъ,dragocjen
791,blind::A,куырм,slijep
792,taub::A,къуырма,gluh
793,kräftig::A,домбай,snažan
794,kräftig::A,тыхджын,snažan
795,stark::A,тыхджын,jak
796,stark::A,тыхджын,snažan
797,schwach::A,ӕнӕбон,slab
798,fett::A,нард,pretio
799,schlank::A,гуырвидыц,vitak
800,schlank::A,хæрзконд,vitak
801,schlank::A,рæхснæг,vitak
802,schlank::A,сагамад,vitak
803,hübsch::A,аив,zgodan
804,hübsch::A,рӕсугъд,zgodan
805,böse::A,фыдзӕрдӕ,zao
806,böse::A,фыдзӕрдӕ,opak
807,dumm::A,ӕдылы,glup
808,faul::A,зивӕг,lijen
809,faul::A,зивӕггӕнаг,lijen
810,fleißig::A,æнæзивæг,radin
811,fleißig::A,æнæзивæг,marljiv
812,fleißig::A,æнувыд,radin
813,fleißig::A,æнувыд,marljiv
814,geizig::A,чъынды,škrt
815,geizig::A,æлгъин,škrt
816,geizig::A,мæрддзæст,škrt
817,klug::A,зондджын,razborit
818,geschickt::A,хӕрзарӕхст,vješt
819,lieb::A,уарзон,drag
820,lustig::A,хъӕлдзӕг,veseo
821,sanft::A,мынчын,blag
822,hungrig::A,ӕххормаг,gladan
823,krank::A,нӕфӕразгӕ,bolestan
824,nackt::A,бӕгънӕг,nag
825,traurig::A,ӕрхӕндӕг,tužan
826,traurig::A,ӕрхӕндӕг,žalostan
827,lebendig::A,цардӕгас,živ
828,gut::A,хорз,dobar
829,schlecht::A,цауд,loš
830,schlecht::A,цауд,rđav
831,richtig::A,раст,tačan
832,richtig::A,раст,ispravan
833,schlimm::A,ӕвзӕр,zao
834,schlimm::A,ӕвзӕр,zločest
835,wahr::A,ӕцӕг,istinit
836,alt::A,зӕронд,star
837,neu::A,ног,nov
838,ehemalig::A,раздӕры,bivši
839,alt[Lebewesen]::A,ацӕргӕ,star
840,jung::A,ӕрыгон,mlad
841,arm::A,мӕгуыр,ubog
842,arm::A,мӕгуыр,siromašan
843,reich::A,хъӕздыг,bogat
844,bekannt::A,зонгӕ,poznat
845,berühmt::A,номдзыд,čuven
846,berühmt::A,номдзыд,slavan
847,fremd::A,æцæгæлон,tuđ
848,fremd::A,æцæгæлон,stran
849,verschieden::A,æндæр æмæ æндæр,razan
850,verschieden::A,æндæр æмæ æндæр,različan
851,verschieden::A,алы,razan
852,verschieden::A,алы,različan
853,verschieden::A,алыхуызон,razan
854,verschieden::A,алыхуызон,različan
855,nah::A,хӕстӕг,blizak
856,fern::A,дард,dalek
857,fern::A,дард,daljnji
858,fern::A,дӕрддаг,dalek
859,fern::A,дӕрддаг,daljnji
860,linker::A,галиу,lijevi
861,rechter::A,рахиз,desni
862,anderer::A,иннӕ,drugi
863,anderer::A,иннӕ,drugačiji
864,anderer::A,ӕндӕр,drugi
865,anderer::A,ӕндӕр,drugačiji
866,erster::A,фыццаг,prvi
867,erster::A,фыццӕгӕм,prvi
868,zweiter::A,дыккаг,drugi
869,zweiter::A,дыккæгæм,drugi
870,dritter::A,æртыккаг,treći
871,dritter::A,æртыккæгæм,treći
872,letzter::A,фӕстаг,zadnji
873,allein::ADV,иунæг,sam
874,auf einmal::ADV,уайтагъд,istodobno
875,auf einmal::ADV,æвиппайды,istodobno
876,auf einmal::ADV,æваст,istodobno
877,zusammen::ADV,иумӕ,skupa
878,zusammen::ADV,иумӕ,zajedno
879,lange::ADV,бирæ рæстæг,dugo
880,plötzlich::ADV,æвиппайды,naglo
881,plötzlich::ADV,æвиппайды,iznenada
882,plötzlich::ADV,æваст,naglo
883,plötzlich::ADV,æваст,iznenada
884,sofort::ADV,уыцы сахат,odmah
885,sofort::ADV,уайтагъд,odmah
886,später::ADV,фæстæдæр,kasnije
887,jetzt::ADV,ныр,sad
888,jetzt::ADV,ныр,sada
889,heute::ADV,абон,danas
890,morgen::ADV,райсом,sutra
891,bald::ADV,тагъд,skoro
892,bald::ADV,тагъд,doskora
893,bald::ADV,рæхджы,skoro
894,bald::ADV,рæхджы,doskora
895,dann::ADV,стæй,zatim
896,gestern::ADV,знон,juče
897,gestern::ADV,знон,jučer
898,einst::ADV,кӕддӕр,negda
899,einst::ADV,кӕддӕр,nekada
900,damals::ADV,уæд,tada
901,damals::ADV,уæд,onda
902,danach::ADV,стæй,poslije
903,danach::ADV,стæй,nakon toga
904,danach::ADV,уый фæстæ,poslije
905,danach::ADV,уый фæстæ,nakon toga
906,vorher::ADV,раздæр,prije
907,vorher::ADV,раздæр,prije toga
908,zuerst::ADV,фыццаг,prvo
909,zuerst::ADV,фыццаг,najprije
910,einmal::ADV,иу хатт,jednom
911,einmal::ADV,иу хатт,jedanput
912,manchmal::ADV,хатт,katkad
913,manchmal::ADV,хатт,katkada
914,oft::ADV,арæх,često
915,immer::ADV,ӕдзух,vazda
916,immer::ADV,ӕдзух,uvijek
917,niemals::ADV,никуы,nikad
918,niemals::ADV,никуы,nikada
919,niemals::ADV,никæд,nikad
920,niemals::ADV,никæд,nikada
921,hier::ADV,ам,tu
922,hier::ADV,ам,ovdje
923,hierhin::ADV,ардӕм,amo
924,hierhin::ADV,ардӕм,ovamo
925,von hier::ADV,ардыгæй,odavde
926,dort::ADV,уым,ondje
927,dorthin::ADV,уырдӕм,onamo
928,geradeaus::ADV,æргом,ravno
929,vorwärts::ADV,размӕ,naprijed
930,rückwärts::ADV,фӕстӕмӕ,natrag
931,zurück::ADV,фӕстӕмӕ,nazad
932,zurück::ADV,фӕстӕмӕ,natrag
933,unten::ADV,дæлæ,dolje
934,unten::ADV,дæлейы,dolje
935,unten::ADV,бынæй,dolje
936,hinab::ADV,дӕлӕмӕ,nizbrdo
937,hinab::ADV,уырдыгмӕ,nizbrdo
938,oben::ADV,уӕле,gore
939,hinauf::ADV,уӕлӕмӕ,uzbrdo
940,überall::ADV,алыран,svuda
941,überall::ADV,алыран,svagdje
942,überall::ADV,алкæм,svuda
943,überall::ADV,алкæм,svagdje
944,überall::ADV,кæмдæриддæр,svuda
945,überall::ADV,кæмдæриддæр,svagdje
946,nicht::ADV,нӕ,ne
947,ein wenig::ADV,чысыл,malo
948,kaum::ADV,цъус,tek
949,kaum::ADV,цъус,jedva
950,sehr::ADV,тынг,jako
951,sehr::ADV,тынг,veoma
952,sehr::ADV,иттӕг,jako
953,sehr::ADV,иттӕг,veoma
954,so::ADV,афтӕ,tako
955,so::ADV,афтӕ,ovako
956,noch::ADV,ма,još
957,nur::ADV,канд,samo
958,nur::ADV,ӕрмӕст,samo
959,schon::ADV,нырид,već
960,wieder::ADV,ногӕй,opet
961,wieder::ADV,ногӕй,ponovo
962,vergebens::ADV,дзæгъæлы,uzalud
963,vergebens::ADV,дзæгъæлы,zabadava
964,vergebens::ADV,уæгъды,uzalud
965,vergebens::ADV,уæгъды,zabadava
966,vergebens::ADV,æнæхъуаджы,uzalud
967,vergebens::ADV,æнæхъуаджы,zabadava
968,vor::PRP,разы,pred
969,vor::PRP,разы,ispred
970,hinter::PRP,фӕстӕ,za
971,hinter::PRP,фӕстӕ,iza
972,unter::PRP,бын,pod
973,unter::PRP,бын,ispod
974,durch::PRP,æхсæнты,po
975,durch::PRP,æхсæнты,kroz
976,neben::PRP,цур,kraj
977,neben::PRP,цур,pored
978,neben::PRP,цур,pokraj
979,zwischen::PRP,астӕу,među
980,zwischen::PRP,астӕу,između
981,wegen::PRP,тыххай,radi
982,wegen::PRP,тыххай,zbog
983,dies::PRN,ай,ovo
984,das::PRN,уый,to
985,das::PRN,уый,ono
986,alles::PRN,алцы,sve
987,alles::PRN,æппæтдæр,sve
988,alles::PRN,иууылдӕр,sve
989,ich::PRN,æз,ja
990,du::PRN,ды,ti
991,er::PRN,уый,on
992,wir::PRN,мах,mi
993,ihr::PRN,сымах,vi
994,sie::PRN,уыдон,oni
995,was::FPRN,цы,što
996,wer::FPRN,чи,tko
997,wo::FADV,кӕм,gdje
998,wohin::FADV,кӕдӕм,kuda
999,wohin::FADV,кӕдӕм,kamo
1000,wie::FADV,куыд,kako
1001,warum::FADV,цӕмӕн,zašto
1002,wieviel::FNUM,цал,koliko
1003,eins::NUM,иу,jedan
1004,zwei::NUM,дыууӕ,dva
1005,drei::NUM,ӕртӕ,tri
1006,vier::NUM,цыппар,četiri
1007,fünf::NUM,фондз,pet
1008,sechs::NUM,ӕхсӕз,šest
1009,sieben::NUM,авд,sedam
1010,acht::NUM,аст,osam
1011,neun::NUM,фараст,devet
1012,zehn::NUM,дӕс,deset
1013,elf::NUM,иуæндæс,jedanaest
1014,zwölf::NUM,дыууадæс,dvanaest
1015,zwanzig::NUM,дыууын,dvadeset
1016,dreißig::NUM,æртын,trideset
1017,dreißig::NUM,дæсæмæссæдз,trideset
1018,vierzig::NUM,цыппор,četrdeset
1019,vierzig::NUM,цыппур,četrdeset
1020,vierzig::NUM,дыууиссæдзы,četrdeset
1021,fünfzig::NUM,фӕндзай,pedeset
1022,sechzig::NUM,æхсай,šezdeset
1023,sechzig::NUM,æртиссæдзы,šezdeset
1024,siebzig::NUM,æвдай,sedamdeset
1025,siebzig::NUM,дæс æмæ æртиссæдзы,sedamdeset
1026,achtzig::NUM,цыппарыссæдзы,osamdeset
1027,achtzig::NUM,æстай,osamdeset
1028,neunzig::NUM,нæуæдз,devetdeset
1029,neunzig::NUM,дæс æмæ цыппарыссæдзы,devetdeset
1030,hundert::NUM,сӕдӕ,sto
1031,tausend::NUM,мин,tisuća
1032,und::CNJ,ӕмӕ,i
1033,und::CNJ,ӕмӕ,te
1034,oder::CNJ,кӕнӕ,ili
1035,stehen::V,лӕууын,stajati
1036,sitzen::V,бадын,sjediti
1037,liegen::V,хуыссын,ležati
1038,hängen::V,ауыгъд уын,visiti
1039,werden::V,суӕвын,postati
1040,werden::V,суӕвын,činiti se
1041,passieren::V,æрцæуын,desiti se
1042,passieren::V,æрцæуын,dogoditi se
1043,beginnen::V,райдайын,početi
1044,enden::V,фæуын,prestati
1045,enden::V,фæуын,svršiti se
1046,wechseln::V,ивын,mijenjati se
1047,aufgehen[Sonne]::V,скæсын,izići
1048,untergehen[Sonne]::V, аныгуылын,zaći
1049,scheinen[Sonne]::V,рухс кӕнын,sijati
1050,donnern::V,нæрын,grmjeti
1051,wehen::V,дымын,duhati
1052,strömen::V,кӕлын,strujati
1053,fließen::V,цæуын,teći
1054,fließen::V,уайын,teći
1055,fließen::V,кæлын,teći
1056,sich drehen::V,зилын,obrtati se
1057,sich drehen::V,зилын,vrtjeti se
1058,schwanken::V,æнкъуысын,teturati
1059,schwanken::V,æнкъуысын,kolebati se
1060,schwingen::V,æнкъуысын,njihati
1061,schwingen::V,æнкъуысын,titrati
1062,schwingen::V,змæлын,njihati
1063,schwingen::V,змæлын,titrati
1064,fallen::V,хауын,padati
1065,brennen::V,судзын,gorjeti
1066,rauchen::V,фæздæг кæнын,dimiti se
1067,regnen::V,уарын,kišiti
1068,regnen::V,уарын,daždjeti
1069,gefrieren::V,сӕлын,smrznuti se
1070,tauen::V,стайын,kopnjeti
1071,tauen::V,стайын,kraviti se
1072,schmelzen::V,тайын,topiti se
1073,trocknen::V,хус кæнын,sušiti se
1074,sieden::V,фыцын,kipjeti
1075,sieden::V,фыцын,ključati
1076,faulen::V,ӕмбийын,gnjiti
1077,verfaulen::V,бамбийын,sagnjiti
1078,reißen::V,скъуийын,otrgnuti se
1079,versinken::V,дӕлдон_кӕнын,tonuti
1080,versinken::V,дӕлдон_кӕнын,propasti
1081,vergehen::V,аивгъуийын,prolaziti
1082,erscheinen::V,разынын,pojaviti se
1083,verschwinden::V,фæтары уын,nestati
1084,verschwinden::V,фæтары уын,izgubiti se
1085,verschwinden::V,фæдæлдзæх уын,nestati
1086,verschwinden::V,фæдæлдзæх уын,izgubiti se
1087,verschwinden::V,фесæфын,nestati
1088,verschwinden::V,фесæфын,izgubiti se
1089,verschwinden::V,æрбайсæфын,nestati
1090,verschwinden::V,æрбайсæфын,izgubiti se
1091,sinken::V,дæлæмæ æрхауын,trgnuti
1092,sinken::V,дæлæмæ æрхауын,spustiti se
1093,abnehmen::V,фæкъаддæр уын,opasti
1094,abnehmen::V,фæцух уын,opasti
1095,zunehmen::V,фæфылдæр уын,povećati se
1096,zunehmen::V,сбирæ уын,povećati se
1097,zunehmen::V,сахадын,povećati se
1098,steigen::V,сыстын,uzići
1099,steigen::V,сыстын,nadoći
1100,wachsen::V,рӕзын,rasti
1101,glänzen::V,ӕрттивын,blistati
1102,glänzen::V,ӕрттивын,sjati se
1103,funkeln::V,тыбар-тыбур_кӕнын,svjetlucati
1104,lärmen::V,хъæлæба кæнын,bučati
1105,lärmen::V,хъæлæба кæнын,galamiti
1106,läuten::V,цæгъдын,zvoniti
1107,klingeln::V,цæгъдын,zvoniti
1108,klirren::V,дзыгъал-мыгъул кæнын,zvečati
1109,klirren::V,дзæгъ-дзæгъ кæнын,zvečati
1110,brausen::V,абухын,hujati
1111,klingen::V,зæлын,zvučati
1112,klingen::V,азæлын,zvučati
1113,klingen::V,хъуысын,zvučati
1114,bellen::V,рæйын,lajati
1115,heulen::V,ниуын,zavijati
1116,blasen::V,фу кӕнын,puhati
1117,pfeifen::V,æхситт кæнын,fućkati
1118,pfeifen::V,къуыззитт кæнын,fućkati
1119,schreien::V,хъӕр кӕнын,vikati
1120,schreien::V,хъӕр кӕнын,kričati
1121,stöhnen::V,хъæрзын,stenjati
1122,stöhnen::V,дзыназын,stenjati
1123,zittern::V,ризын,drhtati
1124,zittern::V,ризын,trepetati
1125,leben::V,цӕрын,živjeti
1126,geboren werden::V,райгуырын,roditi se
1127,atmen::V,улӕфын,disati
1128,trinken::V,нуазын,piti
1129,essen::V,хӕрын,jesti
1130,schlucken::V,ныхъуырын,gutati
1131,müde werden::V,бафæллайын,umoriti se
1132,müde werden::V,бафæлмæцын,umoriti se
1133,müde werden::V,сфæлмæцын,umoriti se
1134,einschlafen::V,бафынæй уын,usnuti
1135,einschlafen::V,бафынæй уын,zaspati
1136,schlafen::V,хуыссын,spati
1137,schlafen::V,фынӕй кӕнын,spati
1138,aufwachen::V,райхъал уын,probuditi se
1139,aufstehen::V,стын,ustati
1140,sich erholen::V,фæллад уадзын,odmoriti se
1141,sich erholen::V,улæфын,odmoriti se
1142,krank werden::V,фӕрынчын уын,oboljeti se
1143,krank werden::V,фӕрынчын уын,razboljeti se
1144,krank sein::V,сӕйын,bolovati
1145,schmerzen::V,риссын,boljeti
1146,husten::V,хуыфын,kašljati
1147,genesen::V,сдзæбæх уын,ozdraviti
1148,genesen::V,сдзæбæх уын,oporaviti se
1149,genesen::V,рандидзын,ozdraviti
1150,genesen::V,рандидзын,oporaviti se
1151,genesen::V,сæндидзын,ozdraviti
1152,genesen::V,сæндидзын,oporaviti se
1153,sterben::V,мӕлын,umrijeti
1154,umkommen::V,фесæфын,skapati
1155,umkommen::V,байсæфын,skapati
1156,umkommen::V,бабын уын,skapati
1157,umkommen::V,мард фæуын,skapati
1158,sich bewegen::V,тæлфын,gibati se
1159,sich bewegen::V,тæлфын,kretati se
1160,sich bewegen::V,цæуын,gibati se
1161,sich bewegen::V,цæуын,kretati se
1162,sich rühren::V,змӕлын,maknuti se
1163,sich erheben::V,стын,dići se
1164,sich setzen::V,сбадын,sjesti
1165,hinfallen::V,ӕрхауын,pasti
1166,laufen::V,цӕуын,hodati
1167,laufen::V,рацу-бацу_кӕнын,hodati
1168,schreiten::V,къахдзæф кæнын,stupati
1169,schreiten::V,санчъех кæнын,stupati
1170,schreiten::V,цæуын,stupati
1171,spazierengehen::V,озер кæнын,šetati se
1172,spazierengehen::V,тезгъо кæнын,šetati se
1173,eilen::V,тагъд кæнын,hitati
1174,eilen::V,тындзын,hitati
1175,sich beeilen::V,тагъд кæнын,požuriti se
1176,sich beeilen::V,тындзын,požuriti se
1177,sausen::V,уайын,juriti
1178,sausen::V,тæхын,juriti
1179,rennen::V,згъорын,trčati
1180,springen::V,гæпп кæнын,skakati
1181,springen::V,сæррæтт кæнын,skakati
1182,springen::V,лиуырын,skakati
1183,klettern::V,хилын,popeti se
1184,klettern::V,хилын,penjati se
1185,schaukeln::V,хецъро кæнын,ljuljati se
1186,schaukeln::V,херыйыл бадын,ljuljati se
1187,kriechen::V,бырын,puzati
1188,kriechen::V,бырын,gmizati
1189,schwimmen::V,ленк кӕнын,plivati
1190,tauchen::V,ныгъуылын,roniti
1191,tauchen::V,ныгъуылын,gnjuriti
1192,rudern::V,бæлæгъ тæрын,veslati
1193,rudern::V,чема тæрын,veslati
1194,fahren::V,цӕуын,voziti se
1195,fliegen::V,тӕхын,letjeti
1196,fliegen::V,тӕхын,lijetati
1197,gehen::V,цӕуын,ići
1198,weggehen::V,ацӕуын,otići
1199,abfahren::V,араст уын,krenuti
1200,abfahren::V,араст уын,otputovati
1201,anhalten::V,æрлæууын,stati
1202,anhalten::V,æрлæууын,zaustaviti
1203,hineingehen::V,мидæмæ цæуын,ulaziti
1204,eintreten::V,бацӕуын,ući
1205,kommen::V,æрцæуын,doći
1206,ankommen::V,æрцæуын,stići
1207,zurückkommen::V,раздæхын,vratiti se
1208,zurückkommen::V,раздæхын,povratiti se
1209,zurückkommen::V,фæстæмæ_раздæхын,vratiti se
1210,zurückkommen::V,фæстæмæ_раздæхын,povratiti se
1211,zurückkommen::V,æрбаздæхын,vratiti se
1212,zurückkommen::V,æрбаздæхын,povratiti se
1213,zurückkommen::V,аздæхын,vratiti se
1214,zurückkommen::V,аздæхын,povratiti se
1215,bleiben::V,лӕууын,ostati
1216,warten::V,ӕнхъӕлмӕ кӕсын,čekati
1217,erwarten::V,ӕнхъӕлмӕ кӕсын,očekivati
1218,suchen::V,агурын,tražiti
1219,finden::V,ссарын,naći
1220,versuchen::V,фӕлварын,pokušati
1221,vorbereiten::V,бацаттæ кæнын,spremiti
1222,vorbereiten::V,бацаттæ кæнын,pripremiti
1223,vorbereiten::V,æрæввонг кæнын,spremiti
1224,vorbereiten::V,æрæввонг кæнын,pripremiti
1225,lieben::V,уарзын,voljeti
1226,mögen::V,зæрдæмæ цæуын,voljeti
1227,lachen::V,худын,smijati se
1228,rühren::V,зæрдæ суынгæг кæнын,taknuti
1229,weinen::V,кӕуын,plakati
1230,schimpfen::V,æлгъитын,psovati
1231,sich ärgern::V,мæсты кæнын,ljutiti se
1232,sich fürchten::V,тæрсын,bojati se
1233,fürchten::V,тæрсын,bojati se
1234,fliehen::V,лидзын,pobjeći
1235,flüchten::V,алидзын,utjeći
1236,sehen::V,уынын,vidjeti
1237,anschauen::V,акӕсын,ogledati
1238,ansehen::V,кӕсын,gledati
1239,hören::V,хъусын,čuti
1240,zuhören::V,хъусын,slušati
1241,probieren::V,уынын,probati
1242,probieren::V,аходын,probati
1243,riechen::V,смудын,osjećati miris
1244,fühlen::V,ӕнкъарын,osjećati
1245,scheinen::V,зынын,činiti se
1246,zu sehen sein::V,зынын,biti vidljiv
1247,vernehmen::V,фехъусын,saznati
1248,frieren::V,сийын,zima je
1249,tun::V,кӕнын,raditi
1250,können::V,фӕразын,moći
1251,wollen::V,фӕндын,htjeti
1252,anfangen::V,райдайын,početi
1253,beenden::V,фӕуын,svršiti
1254,beenden::V,фӕуын,dovršiti
1255,aufhören::V,банцайын,prestati
1256,aufhören::V,фенцайын,prestati
1257,gelingen::V,бантысын,uspjeti
1258,geraten::V,разынын,desiti se
1259,öffnen::V,гом кӕнын,otvoriti
1260,schließen::V,ӕхгӕнын,zatvoriti
1261,stellen::V,ӕвӕрын,metnuti
1262,stellen::V,ӕвӕрын,postaviti
1263,setzen::V,сбадын кӕнын,posaditi
1264,legen::V,ӕрӕвӕрын,polagati
1265,berühren::V,агайын,doticati
1266,berühren::V,агайын,dodirivati
1267,verbinden::V,бӕттын,spojiti
1268,verbinden::V,бӕттын,zavezati
1269,bedecken::V,ӕмбӕрзын,pokriti
1270,aufhängen::V,ауындзын,objesiti
1271,anzünden::V,ссудзын,upaliti
1272,anzünden::V,ссудзын,zapaliti
1273,aufheben::V,сисын,podići
1274,aufheben::V,сисын,podignuti
1275,zurücklassen::V,ныууадзын,ostaviti
1276,zurücklassen::V,ныууадзын,pustiti natrag
1277,verlieren::V,фесафын,izgubiti
1278,fallen lassen::V,ӕрӕппарын,ispustiti
1279,fallen lassen::V,къухтӕй феуӕгъд кӕнын,ispustiti
1280,machen::V,саразын,uraditi
1281,machen::V,саразын,načiniti
1282,machen::V,саразын,napraviti
1283,herstellen::V,сцæттæ кæнын,proizvesti
1284,herstellen::V,саразын,proizvesti
1285,bauen::V,амайын,graditi
1286,reparieren::V,æмпъузын,popraviti
1287,reparieren::V,цалцæг кæнын,popraviti
1288,verbessern::V,фæхуыздæр кæнын,poboljšati
1289,ändern::V,аивын,promijeniti
1290,graben::V,къахын,kopati
1291,graben::V,къахын,kopkati
1292,beugen::V,æркъæдз кæнын,saviti
1293,beugen::V,æртасын кæнын,saviti
1294,biegen::V,тасын кӕнын,saviti
1295,biegen::V,тасын кӕнын,sagnuti
1296,drehen::V,здухын,vrtjeti
1297,wenden::V,афæлдахын,obrnuti
1298,wenden::V,рафæлдахын,obrnuti
1299,umdrehen::V,афæлдахын,okrenuti
1300,umdrehen::V,афæлдахын,prevŕnuti
1301,heben::V,сдарын,dizati
1302,heben::V,схæцын,dizati
1303,hochheben::V,уæлæмæ хæцын,dignuti
1304,ergreifen::V,фӕлӕбурын,uhvatiti
1305,ergreifen::V,фӕлӕбурын,prihvatiti
1306,halten::V,дарын,držati
1307,drücken::V,æлхъивын,pritiskivati
1308,drücken::V,хæцын,pritiskivati
1309,schieben::V,схойын,gurati
1310,kratzen::V,хафын,česati
1311,kratzen::V,хафын,grepsti
1312,lecken::V,сдæрын,lizati
1313,beißen::V,хæцын,ujesti
1314,beißen::V,хæцын,gristi
1315,abreißen::V,ратонын,otkinuti
1316,abschneiden::V,ралыг кӕнын,odrezati
1317,binden::V,бабӕттын,vezati
1318,stecken::V,ныссадзын,turiti
1319,brechen::V,асæттын,slomiti
1320,brechen::V,басæттын,slomiti
1321,brechen::V,ныссæттын,slomiti
1322,klopfen::V,хойын,lupati
1323,klopfen::V,хойын,kucati
1324,klopfen::V,гуыпп-гуыпп кæнын,lupati
1325,klopfen::V,гуыпп-гуыпп кæнын,kucati
1326,klopfen::V,къуырцц-къуырцц кæнын,lupati
1327,klopfen::V,къуырцц-къуырцц кæнын,kucati
1328,hauen::V,цӕвын,tući
1329,hauen::V,цӕвын,udarati
1330,hauen::V,нӕмын,tući
1331,hauen::V,нӕмын,udarati
1332,kleben::V,ныхасын,lijepiti
1333,kleben::V,æндадзын,lijepiti
1334,reiben::V,сӕрфын,trti
1335,reiben::V,хафын,trti
1336,streichen::V,байсæрдын,namazati
1337,streichen::V,сахорын,namazati
1338,schleifen::V,ссын,brusiti
1339,schleifen::V,цыргъ кӕнын,brusiti
1340,schneiden::V,кӕрдын,rezati
1341,rütteln::V,æнкъусын,drmati
1342,schütteln::V,уигъын,tresti
1343,schwenken::V,тилын,mahati
1344,schwenken::V,уигъын,mahati
1345,schütten::V,ныккӕнын,sipati
1346,schütten::V,ныккӕнын,lijevati
1347,füllen::V,байдзаг кæнын,napuniti
1348,einwickeln::V,батухын,umotati
1349,einwickeln::V,батухын,zamotati
1350,tragen::V,хӕссын,nositi
1351,schleppen::V,ласын,tegliti
1352,ziehen::V,ласын,vući
1353,aufbewahren::V,æвæрын,čuvati
1354,werfen::V,зыввытт кӕнын,bacati
1355,fangen::V,ӕрцахсын,loviti
1356,fangen::V,ӕрцахсын,hvatati
1357,packen::V,рацахсын,ščepati
1358,packen::V,рацахсын,zgrabiti
1359,verstecken::V,æмбæхсын,sakriti
1360,verstecken::V,нымæхсын,sakriti
1361,teilen::V,уарын,podijeliti
1362,schicken::V,ӕрвитын,slati
1363,bringen::V,æрхæссын,donijeti
1364,bringen::V,æрбахæссын,donijeti
1365,hinzufügen::V,ӕфтауын,dodati
1366,hinzufügen::V,ӕфтауын,pridati
1367,bekommen::V,ссарын,dobiti
1368,bekommen::V,сфæрæз кæнын,dobiti
1369,bekommen::V,самал кæнын,dobiti
1370,erhalten::V,райсын,primiti
1371,nehmen::V,райсын,uzeti
1372,wählen::V,равзарын,izabrati
1373,auswählen::V,авзарын,odabrati
1374,bewahren::V,бавæрын,sačuvati
1375,bewahren::V,нывæрын,sačuvati
1376,behindern::V,цæлхдур æвæрын,smetati
1377,behindern::V,ныхдур æвæрын,smetati
1378,behindern::V,къуылымпы кæнын,smetati
1379,behindern::V,хъыг дарын,smetati
1380,verderben::V,фесафын,pokvariti
1381,beschädigen::V,халын,oštetiti
1382,zerbrechen::V,асӕттын,razbiti
1383,zerbrechen::V,асӕттын,prelomiti
1384,zerreißen::V,аскъуынын,poderati
1385,zerreißen::V,аскъуынын,rastrgnuti
1386,zerstören::V,фехалын,razoriti
1387,zerstören::V,фехалын,razrušiti
1388,verbrennen::V,басудзын,spaliti
1389,verbrennen::V,басудзын,sagorjeti
1390,geben::V,дӕттын,dati
1391,reichen::V,адæттын,pružiti
1392,schenken::V,лæвар кæнын,darivati
1393,versprechen::V,дзырд раттын,obećati
1394,versprechen::V,зӕрдӕ бавӕрын,obećati
1395,wünschen::V,зæрдæ зæгъы,željeti
1396,loben::V,раппӕлын,hvaliti
1397,küssen::V,пъа кæнын,ljubiti
1398,küssen::V,ба кæнын,ljubiti
1399,wiegen::V,узын,njihati
1400,wiegen::V,узын,ljuljati
1401,zudecken::V,бамбӕрзын,pokriti
1402,wecken::V,райхъал кӕнын,probuditi
1403,zeigen::V,амонын,pokazati
1404,führen::V,кӕнын,voditi
1405,führen::V,фæкæнын,voditi
1406,lehren::V,ахуыр кæнын,učiti
1407,unterrichten::V,ахуыр кæнын,poučiti
1408,aufziehen::V,хъомыл кӕнын,uzgajati
1409,leiten::V,разамынд дӕттын,upravljati
1410,antreiben::V,тагъд кæнын,natjeravati
1411,antreiben::V,рог кæнын,natjeravati
1412,lassen::V,кæнын,dati
1413,einladen::V,ӕрхонын,pozvati
1414,einladen::V,ӕрбахонын,pozvati
1415,vereinigen::V,баиу кӕнын,ujediniti
1416,besuchen::V,абæрæг кæнын,posjetiti
1417,besuchen::V,бабæрæг кæнын,posjetiti
1418,besuchen::V,бауайын,posjetiti
1419,treffen::V,фембæлын,sresti
1420,sich versammeln::V,æрæмбырд уын,okupiti se
1421,spielen::V,хъазын,igrati se
1422,singen::V,зарын,pjevati
1423,tanzen::V,кафын,plesati
1424,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,razići se
1425,verlassen::V,ныууадзын,ostaviti
1426,verlassen::V,ныууадзын,napustiti
1427,retten::V,фервӕзын кӕнын,spasiti
1428,bewachen::V,хъахъхъӕнын,čuvati
1429,bewachen::V,хъахъхъӕнын,stražariti
