,Concept_ID,cy,sah
753,immer::ADV,bob amser,мэлдьи
754,niemals::ADV,ni ... byth,хаһан да
755,niemals::ADV,ni ... erioed,хаһан да
756,hier::ADV,yma,маныаха
757,hierhin::ADV,hyd yma,бэттэх
758,von hier::ADV,oddi yma,мантан
759,dort::ADV,acw,онно
760,dorthin::ADV,tuag yno,онно
761,geradeaus::ADV,syth ymlaen,быһа
762,geradeaus::ADV,syth ymlaen,быһаччы
763,vorwärts::ADV,ymlaen,инники
764,rückwärts::ADV,yn ôl,төттөру
765,zurück::ADV,yn ôl,төттөрү
766,unten::ADV,isod,аллара
767,unten::ADV,oddi tanodd,аллара
768,hinab::ADV,i lawr,аллара
769,hinab::ADV,i waered,аллара
770,oben::ADV,fry,үөһэ
771,hinauf::ADV,i fyny,өрө
772,hinauf::ADV,i fyny,үөһэ
773,hinauf::ADV,i'r lan,өрө
774,hinauf::ADV,i'r lan,үөһэ
775,überall::ADV,ym mhobman,бэйдиэ
776,nicht::ADV,ni,буолбатах
777,nicht::ADV,nid,буолбатах
778,ein wenig::ADV,tipyn,кыратык
779,ein wenig::ADV,ychydig,кыратык
780,kaum::ADV,prin,нэһиилэ
781,sehr::ADV,iawn,бэрт
782,sehr::ADV,iawn,наһаа
783,so::ADV,fel,оччо
784,so::ADV,fel,оннук
785,so::ADV,felly,оччо
786,so::ADV,felly,оннук
787,noch::ADV,eto,өссө
788,nur::ADV,yn unig,эрэ
789,nur::ADV,yn unig,сыччах
790,schon::ADV,eisoes,бэлиэр
791,schon::ADV,yn barod,бэлиэр
792,wieder::ADV,drachefn,эмиэ
793,vergebens::ADV,yn ofer,таак
794,vor::PRP,o flaen,иннигэр
795,hinter::PRP,ar ôl,кэлин
796,unter::PRP,islaw,-ҕа
797,unter::PRP,islaw,оһох түгэҕэ
798,durch::PRP,trwy,курдары
799,neben::PRP,ar bwys,аттыгар
800,zwischen::PRP,rhwng,ыккардынан
801,zwischen::PRP,cydrhwng,ыккардынан
802,wegen::PRP,o achos,уҥуортан
803,wegen::PRP,oherwydd,уҥуортан
804,dies::PRN,hyn,ити
805,dies::PRN,hyn,бу
806,das::PRN,hynny,били
807,alles::PRN,popeth,барыта
808,ich::PRN,fi,мин
809,du::PRN,ti,эн
810,er::PRN,fe,кнни
811,wir::PRN,ni,биһиги
812,ihr::PRN,chi,эһиги
813,sie::PRN,hwy,кинилэр
814,was::FPRN,pa beth,туох
815,wer::FPRN,pwy,ким
816,wo::FADV,ble,ханна
817,wo::FADV,ym mha le,ханна
818,wohin::FADV,i ble,ханна
819,wohin::FADV,i ba le,ханна
820,wie::FADV,sut,хайдах
821,warum::FADV,pam,тоҕо
822,wieviel::FNUM,faint,төһө
823,eins::NUM,un,биир
824,zwei::NUM,dau,икки
825,drei::NUM,tri,үс
826,vier::NUM,pedwar,түөрт
827,fünf::NUM,pump,биэс
828,sechs::NUM,chwech,алта
829,sieben::NUM,saith,сэттэ
830,acht::NUM,wyth,аҕыс
831,neun::NUM,naw,тоҕус
832,zehn::NUM,deg,уон
833,elf::NUM,un ar ddeg,уон биир
834,zwölf::NUM,deuddeg,уон икки
835,zwölf::NUM,un deg dau,уон икки
836,zwanzig::NUM,ugain,сүүрбэ
837,dreißig::NUM,tri deg,отут
838,dreißig::NUM,deg ar hugain,отут
839,vierzig::NUM,deugain,түөрт уон
840,fünfzig::NUM,hanner cant,биэс уон
841,sechzig::NUM,chwe deg,алта уон
842,siebzig::NUM,saith deg,сэттэ уон
843,siebzig::NUM,deg a thrigain,сэттэ уон
844,achtzig::NUM,wyth deg,аҕыс уон
845,achtzig::NUM,pedar ugain,аҕыс уон
846,neunzig::NUM,naw deg,тоҕус уонус
847,neunzig::NUM,deg a phedwar ugain,тоҕус уонус
848,hundert::NUM,cant,сүүс
849,tausend::NUM,mil,тыһыынча
850,und::CNJ,a,да
851,und::CNJ,a,уонна
852,und::CNJ,a,итиэннэ
853,oder::CNJ,neu,эбэтэр
854,stehen::V,sefyll,тур
855,sitzen::V,eistedd,олор
856,liegen::V,gorwedd,сыт
857,hängen::V,hongian,санньылый
858,werden::V,dod yn,буол
859,werden::V,mynd yn,буол
860,passieren::V,digwydd,буол
861,beginnen::V,cychwyn,саҕалан
862,enden::V,gorffen,бүт
863,wechseln::V,newid,уларый
864,aufgehen[Sonne]::V,codi,ой
865,untergehen[Sonne]::V,machlud,киир
866,scheinen[Sonne]::V,tywynnu,сырдат
867,donnern::V,taranu,эт
868,wehen::V,chwythu,үр
869,strömen::V,ffrydio,кутулун
870,fließen::V,llifo,сүүр
871,sich drehen::V,troi,эргий
872,sich drehen::V,cylchdroi,эргий
873,schwanken::V,siglo,биэтэҥнээ
874,schwingen::V,siglo,эйэҥнээ
875,fallen::V,cwympo,оҕут
876,brennen::V,llosgi,умай
877,rauchen::V,mygu,буруолаа
878,regnen::V,glawio,самыырдаа
879,gefrieren::V,rhewi,тоҥ
880,tauen::V,toddi,ир
881,tauen::V,meirioli,ир
882,schmelzen::V,toddi,уулун
883,trocknen::V,sychu,куур
884,sieden::V,berwi,оргуй
885,faulen::V,pydru,сытый
886,faulen::V,braenu,сытый
887,verfaulen::V,pydru,сытыйан_хаал
888,verfaulen::V,dadfeilio,сытыйан_хаал
889,reißen::V,clecian,хайыт
890,reißen::V,clecian,быһытталан
891,reißen::V,torri'n glats,хайыт
892,reißen::V,torri'n glats,быһытталан
893,versinken::V,suddo,тимир
894,versinken::V,suddo,батылын
895,vergehen::V,myned heibio,дьай
896,vergehen::V,pasio,дьай
897,erscheinen::V,ymddangos,көһүн
898,verschwinden::V,diflannu,сүт
899,sinken::V,syrthio,намтаа
900,abnehmen::V,lleihau,аччаа
901,zunehmen::V,cynyddu,элбээ
902,steigen::V,codi,үрдээ
903,wachsen::V,tyfu,үүн
904,glänzen::V,disgleirio,кылбай
905,funkeln::V,pefrio,күлүмнээ
906,funkeln::V,pefrio,күлүмүрдээ
907,lärmen::V,cadw sŵn,тыаһаа
908,lärmen::V,gwneud twrw,тыаһаа
909,läuten::V,canu,собуоннаа
910,klingeln::V,canu,линкинээ
911,klingeln::V,seinio,линкинээ
912,klirren::V,tincian,айгырат
913,brausen::V,rhuo,сирилээ
914,rauschen::V,siffrwd,суугунаа
915,rauschen::V,chwithrwd,суугунаа
916,klingen::V,seinio,доргуй
917,bellen::V,cyfarth,үр
918,heulen::V,udo,улуй
919,heulen::V,oernadu,улуй
920,blasen::V,chwythu,үр
921,pfeifen::V,chwibanu,иһиир
922,schreien::V,gweiddi,кылан
923,schreien::V,gweiddi,хаһыытаа
924,schreien::V,bloeddio,кылан
925,schreien::V,bloeddio,хаһыытаа
926,stöhnen::V,griddfan,ынчыктаа
927,zittern::V,crynu,титирээ
928,zittern::V,crynu,дьигиһий
929,leben::V,byw,олор
930,geboren werden::V,cael eich geni,төрөө
931,atmen::V,anadlu,тыын
932,trinken::V,yfed,ис
933,essen::V,bwyta,аһаа
934,schlucken::V,llyncu,ыйыһын
935,müde werden::V,blino,сылай
936,einschlafen::V,mynd i gysgu,утуйан хаал
937,einschlafen::V,syrthio i gysgu,утуйан хаал
938,schlafen::V,huno,утуй
939,schlafen::V,huno,утуйа сыт
940,schlafen::V,cysgu,утуй
941,schlafen::V,cysgu,утуйа сыт
942,aufwachen::V,dihuno,уһугун
943,aufstehen::V,codi,тур
944,sich erholen::V,ymlacio,сынньан
945,sich erholen::V,dadflino,сынньан
946,krank werden::V,mynd yn sâl,ыарый
947,krank werden::V,mynd yn wael,ыарый
948,krank sein::V,gwaelu,ыарый
949,krank sein::V,gwaelu,ыарыт
950,schmerzen::V,brifo,ыарыт
951,husten::V,pesychu,сөтөлүн
952,genesen::V,gwella,көн
953,genesen::V,cael yn ôl,көн
954,sterben::V,marw,өл
955,umkommen::V,trengi,өл
956,umkommen::V,trengi,оҕут
957,sich bewegen::V,symud,хамсаа
958,sich rühren::V,syflyd,хамсаа
959,sich erheben::V,codi,тур
960,sich setzen::V,eistedd,олор
961,hinfallen::V,cwympo,оҕут
962,laufen::V,cerdded,хаам
963,schreiten::V,camu,атыллаа
964,spazierengehen::V,mynd am dro,дьаарбай
965,eilen::V,rhuthro,тиэтэй
966,sich beeilen::V,brysio,ыксаа
967,sausen::V,rhuthro,элээр
968,rennen::V,rhedeg,сүүрэкэлээ
969,springen::V,llamu,ой
970,springen::V,llamu,ыстан
971,springen::V,neidio,ой
972,springen::V,neidio,ыстан
973,klettern::V,dringo,ытын
974,schaukeln::V,siglo,эйэҥнээ
975,schaukeln::V,siglo,биэрэҥнээ
976,kriechen::V,cropian,сыыл
977,schwimmen::V,nofio,уһун
978,schwimmen::V,nofio,харбаа
979,tauchen::V,plymio,умус
980,tauchen::V,ymsuddo,умус
981,rudern::V,rhwyfo,эрт
982,fahren::V,gyrru,айаннаа
983,fahren::V,dreifio,айаннаа
984,fliegen::V,hedfan,көт
985,gehen::V,mynd,бар
986,weggehen::V,mynd,бар
987,weggehen::V,ymadael,бар
988,abfahren::V,ymadael,бар
989,anhalten::V,stopio,тохтоо
990,hineingehen::V,mynd i mewn,киир
991,eintreten::V,mynd i,киир
992,kommen::V,dod,кэл
993,ankommen::V,cyrraedd,кэл
994,ankommen::V,cyrraedd,тиий
995,zurückkommen::V,dychwelyd,төнүн
996,bleiben::V,aros,хаал
997,bleiben::V,sefyll,хаал
998,warten::V,aros,көһүт
999,warten::V,disgwyl,көһүт
1000,erwarten::V,disgwyl,күүт
1001,erwarten::V,disgwyl,көһүт
1002,suchen::V,chwilio am,ирдээ
1003,suchen::V,chwilio am,көрдөө
1004,finden::V,darganfod,бул
1005,versuchen::V,profi,сорун
1006,versuchen::V,ceisio,сорун
1007,vorbereiten::V,paratoi,бэлэмнээ
1008,lieben::V,caru,таптаа
1009,mögen::V,hoffi,сөбүл
1010,lachen::V,chwerthin,күл
1011,rühren::V,cynhyrfu,долгут
1012,weinen::V,wylo,ытаа
1013,weinen::V,llefain,ытаа
1014,schimpfen::V,grwgnach,үөҕүс
1015,sich ärgern::V,gofidio,кыыһыр
1016,sich ärgern::V,gofidio,кыйахан
1017,sich fürchten::V,ofni,куттан
1018,sich fürchten::V,ofni,дьиксин
1019,fürchten::V,arswydo,дьиксин
1020,fürchten::V,arswydo,куттан
1021,fliehen::V,ffoi,күрээ
1022,flüchten::V,dianc,күрээ
1023,sehen::V,gweld,көр
1024,anschauen::V,syllu,көр
1025,anschauen::V,edrych,көр
1026,ansehen::V,gwylio,көр
1027,hören::V,clywed,бил
1028,hören::V,clywed,иһит
1029,zuhören::V,gwrando,иһит
1030,probieren::V,profi,боруобалаан көр
1031,probieren::V,profi,амсайан көр
1032,riechen::V,arogli,сытырҕаа
1033,fühlen::V,teimlo,бил
1034,fühlen::V,clywed,бил
1035,scheinen::V,ymddangos,көһүн
1036,zu sehen sein::V,dod i'r golwg,көһүн
1037,vernehmen::V,clywed sôn am,иһит
1038,frieren::V,bod yn oer,тоҥ
1039,frieren::V,bod yn oer,үлүй
1040,tun::V,gwneud,гын
1041,können::V,gallu,кыай
1042,wollen::V,bod mewn angen,баҕар
1043,anfangen::V,dechrau,саҕалаа
1044,beenden::V,darfod,бүтэр
1045,beenden::V,gorffen,бүтэр
1046,aufhören::V,peidio,уурай
1047,gelingen::V,llwyddo,сатан
1048,geraten::V,diweddu,баар буолан биэр
1049,geraten::V,diweddu,баар буола тус
1050,geraten::V,diweddu,буолан таҕыс
1051,öffnen::V,agor,ас
1052,schließen::V,cau,сап
1053,schließen::V,cau,хатаа
1054,stellen::V,gosod,уур
1055,stellen::V,gosod,туруор
1056,setzen::V,gosod,туруор
1057,setzen::V,gosod,уур
1058,legen::V,gosod,уур
1059,berühren::V,cyffwrdd,тыыт
1060,berühren::V,cyffwrdd,таарый
1061,verbinden::V,cysylltu,кэлгий
1062,bedecken::V,gorchuddio,бүрүй
1063,aufhängen::V,crogi,ыйаа
1064,aufhängen::V,hongian,ыйаа
1065,anzünden::V,cynnau,умат
1066,aufheben::V,codi,өрө тарт
1067,zurücklassen::V,gadael,бырах
1068,verlieren::V,colli,сүтэр
1069,fallen lassen::V,gollwng,түһэр
1070,fallen lassen::V,gollwng,мүлчү тут
1071,machen::V,gwneud,оҥор
1072,machen::V,gwneud,оҥоһун
1073,herstellen::V,cynhyrchu,оҥор
1074,bauen::V,adeiladu,тут
1075,reparieren::V,trwsio,абырахтаа
1076,reparieren::V,atgyweirio,абырахтаа
1077,verbessern::V,diwygio,тупсар
1078,ändern::V,altro,уларыт
1079,graben::V,palu,хас
1080,graben::V,cloddio,хас
1081,beugen::V,plygu,бокут
1082,beugen::V,plygu,токурут
1083,beugen::V,plygu,бүк баттаа
1084,biegen::V,plygu,иэх
1085,biegen::V,plygu,өҕүлүннэр
1086,drehen::V,troelli,эргит
1087,drehen::V,troelli,эргичит
1088,wenden::V,troi,эргилин
1089,umdrehen::V,troi,түҥнэр
1090,heben::V,codi,көтөх
1091,hochheben::V,dyrchafu,таһаар
1092,ergreifen::V,gafael,тут
1093,halten::V,dal,тут
1094,drücken::V,pwyso,ык
1095,drücken::V,gwasgu,ык
1096,schieben::V,gwthio,ас
1097,kratzen::V,crafu,кыһыы
1098,lecken::V,llyfu,салаа
1099,beißen::V,cnoi,ытыр
1100,beißen::V,brathu,ытыр
1101,abreißen::V,tynnu ymaith,быһа тарт
1102,abreißen::V,tynnu ymaith,туура тарт
1103,abschneiden::V,torri,быс
1104,abschneiden::V,torri,быһан ыл
1105,abschneiden::V,torri,быһа баттаа
1106,binden::V,clymu,кэлгий
1107,stecken::V,plannu,батары ас
1108,brechen::V,torri,тоһут
1109,klopfen::V,taro,тоҥсуй
1110,hauen::V,taro,оҕус
1111,kleben::V,gludio,силимнээ
1112,reiben::V,rhwbio,аал
1113,streichen::V,taenu,сыбаа
1114,schleifen::V,hogi,чочуй
1115,schneiden::V,torri,быс
1116,rütteln::V,ysgytio,иэҕэҥнэт
1117,schütteln::V,siglo,сахсый
1118,schütteln::V,ysgwyd,сахсый
1119,schwenken::V,siglo,дайбаа
1120,schütten::V,tywallt,кут
1121,füllen::V,llenwi,толор
1122,einwickeln::V,lapio,суулаа
1123,tragen::V,cludo,ит
1124,schleppen::V,llusgo,сос
1125,ziehen::V,tynnu,тарт
1126,aufbewahren::V,cadw,уур
1127,aufbewahren::V,cadw,харай
1128,werfen::V,taflu,бырах
1129,fangen::V,dal,хап
1130,packen::V,cipio,тут
1131,packen::V,crafangu,тут
1132,verstecken::V,celu,саһыар
1133,verstecken::V,cuddio,саһыар
1134,teilen::V,rhannu,үллэр
1135,schicken::V,anfon,ыыт
1136,bringen::V,dod â,аҕал
1137,hinzufügen::V,chwanegu,эп
1138,bekommen::V,cael,ыл
1139,bekommen::V,cael,булун
1140,erhalten::V,derbyn,ыл
1141,nehmen::V,cymryd,ыл
1142,wählen::V,dewis,быыбардаа
1143,auswählen::V,dethol,тал
1144,bewahren::V,cadw,харай
1145,behindern::V,atal,мэһэйдээ
1146,behindern::V,rhwystro,мэһэйдээ
1147,verderben::V,difetha,буорту гын
1148,beschädigen::V,niweidio,алдьат
1149,zerbrechen::V,torri,үлтүрүт
1150,zerreißen::V,rhwygo,хайыта тарт
1151,zerstören::V,dinistrio,алдьат
1152,verbrennen::V,llosgi,уоттаа
1153,geben::V,rhoi,биэр
1154,reichen::V,estyn,аҕал
1155,schenken::V,rhoddi,бэлэхтээ
1156,versprechen::V,addo,эрэннэр
1157,wünschen::V,dymuno,баҕар
1158,loben::V,canmol,хайҕаа
1159,küssen::V,cusanu,уураа
1160,wiegen::V,siglo,бигээ
1161,zudecken::V,gorchuddio,сап
1162,zudecken::V,gorchuddio,бүрүй
1163,wecken::V,deffro,уһугуннар
1164,zeigen::V,dangos,көрдөр
1165,führen::V,arwain,салай
1166,lehren::V,dysgu,үөрэт
1167,unterrichten::V,hyfforddi,үөрэт
1168,aufziehen::V,dod i fyny,иит
1169,leiten::V,arwain,салай
1170,antreiben::V,annog,кыһай
1171,lassen::V,gadael,күһэй
1172,einladen::V,gwahodd,ыҥыр
1173,vereinigen::V,uno,холбоо
1174,vereinigen::V,uno,түм
1175,vereinigen::V,cyfuno,холбоо
1176,vereinigen::V,cyfuno,түм
1177,besuchen::V,ymweld â,сырыт
1178,besuchen::V,ymweld â,билсэ сырыт
1179,treffen::V,cwrdd,көрүс
1180,treffen::V,cyfarfod,көрүс
1181,sich versammeln::V,casglu,мүһүн
1182,sich versammeln::V,casglu,түмүс
1183,sich versammeln::V,cynnull,мүһүн
1184,sich versammeln::V,cynnull,түмүс
1185,spielen::V,chwarae,оонньоо
1186,singen::V,canu,ыллаа
1187,tanzen::V,dawnsio,үҥкүүлээ
1188,sich trennen::V,ymwahanu,араҕыс
1189,verlassen::V,gadael,хааллар
1190,retten::V,achub,өрүһүй
1191,bewachen::V,gwarchod,араҥаччылаа
1192,schützen::V,noddi,көмүскээ
1193,verteidigen::V,amddiffyn,көмүскээ
1194,sich schlagen::V,ffraeo,охсус
1195,sich schlagen::V,terfysgu,охсус
1196,schießen::V,saethu,ытыалаа
1197,siegen::V,ennill,хот
1198,siegen::V,ennill,кыай
1199,ärgern::V,cythruddo,кыыһырт
1200,schlagen::V,curo,оҕус
1201,treten::V,cicio,тэп
1202,stechen::V,pigo,кэй
1203,stoßen::V,gwthio,кэп
1204,stoßen::V,gwthio,үтүрүй
1205,stehlen::V,dwyn,уор
1206,stehlen::V,lladrata,уор
1207,stören::V,aflonyddu,мэһэйдээ
1208,belästigen::V,trafferthu,батар
1209,verbergen::V,cuddio,кистээ
1210,täuschen::V,twyllo,албыннаа
1211,betrügen::V,hocedu,албыннаа
1212,töten::V,lladd,өлөр
1213,wohnen::V,byw,олор
1214,arbeiten::V,gweithio,үлэлээ
1215,sammeln::V,casglu,мус
1216,sammeln::V,casglu,хомуй
1217,pflücken::V,casglu,үргээ
1218,jagen::V,hela,бултаа
1219,fischen::V,pysgota,балыктаа
1220,fassen::V,dal,тут
1221,hüten::V,bugeilio,манаа
1222,treiben::V,gyrru,үүр
1223,anbinden::V,clymu,баай
1224,füttern::V,porthi,аһат
1225,melken::V,godro,ыа
1226,hacken::V,torri,кэрт
1227,gießen::V,dyfrhau,сиигирт
1228,reifen::V,aeddfedu,бус
1229,zubereiten::V,coginio,бэлэмнээ
1230,kochen::V,berwi,буһар
1231,backen::V,pobi,буһар
1232,backen::V,crasu,буһар
1233,braten::V,ffrio,хооруй
1234,braten::V,ffrio,ыһаарылаа
1235,braten::V,ffrio,соркуойдаа
1236,umrühren::V,cyffroi,былаа
1237,stricken::V,gwau,өр
1238,nähen::V,gwnïo,иистэн
1239,färben::V,lliwio,кырааскалаа
1240,reinigen::V,glanhau,ыраастаа
1241,waschen::V,golchi,сууй
1242,abwischen::V,sychu,сот
1243,spülen::V,streulio,сайҕаа
1244,fegen::V,ysgubo,сиппий
1245,kehren::V,ysgubo,харбаа
1246,baden::V,cael bath,сөтүөлээ
1247,sich waschen::V,ymolchi,суун
1248,ausziehen::V,tynnu,уһул
1249,anziehen::V,gwisgo,кэтэрт
1250,sich anziehen::V,ymwisgo,таҥын
1251,kämmen::V,cribo,тараа
1252,schmücken::V,harddu,симээ
1253,schmücken::V,addurno,симээ
1254,sagen::V,dweud,диэ
1255,sprechen::V,llefaru,эт
1256,sprechen::V,llefaru,саҥар
1257,reden::V,siarad,кэпсэт
1258,sich unterhalten::V,sgwrsio,кэпсэт
1259,fragen::V,gofyn,ыйыт
1260,bitten::V,gofyn am,көрдөс
1261,erzählen::V,dweud,кэпсээ
1262,erzählen::V,dweud,сэһэргээ
1263,mitteilen::V,cyfleu,биллэр
1264,nennen::V,enwi,ааттаа
1265,rufen::V,galw,ыҥыр
1266,prahlen::V,brolio,чабылан
1267,prahlen::V,brolio,киһиргээ
1268,prahlen::V,ymffrostio,чабылан
1269,prahlen::V,ymffrostio,киһиргээ
1270,übersetzen::V,cyfieithu,тылбаастаа
1271,denken::V,meddwl,санаа
1272,denken::V,meddwl,толкуйдаа
1273,glauben::V,credu,итэҕэй
1274,glauben::V,coelio,итэҕэй
1275,bemerken::V,sylwi,бэлиэтээ
1276,erkennen::V,adnabod,бил
1277,begreifen::V,amgyffred,өйдөө
1278,verstehen::V,deall,өйдөө
1279,lernen::V,dysgu,үөрэн
1280,wissen::V,gwybod,бил
1281,sich erinnern an::V,cofio,аҕын
1282,vergessen::V,anghofio,умун
1283,messen::V,mesur,кэмнээ
1284,messen::V,mesur,кээмэйдээ
1285,zählen::V,cyfrif,аах
1286,rechnen::V,cyfrifo,аах
1287,lesen::V,darllen,аах
1288,malen::V,peintio,уруһуйдаа
1289,zeichnen::V,tynnu,уруһуйдаа
1290,schreiben::V,ysgrifennu,суруй
1291,besitzen::V,meddu,баһылаа
1292,kaufen::V,prynu,атыылас
1293,verkaufen::V,gwerthu,атыылаа
1294,bezahlen::V,talu am,төлөө
1295,zahlen::V,talu,төлөө
1296,beherrschen::V,rheoli,баһылаа
1297,beherrschen::V,llywodraethu,баһылаа
1298,ertragen::V,dioddef,тулуй
