,Concept_ID,el,ro
745,weiß::A,άσπρος,alb
746,rot::A,κόκκινος,roșu
747,gelb::A,κίτρινος,galben
748,blau::A,μπλε,albastru
749,blau::A,γαλανός,albastru
750,grün::A,πράσινος,verde
751,grau::A,γκρίζος,gri
752,grau::A,γκρίζος,cenușiu
753,bunt::A,ποικιλόχρωπος,colorat
754,billig::A,φτηνός,ieftin
755,teuer::A,ακριβός,scump
756,wertvoll::A,πολύτιμος,prețios
757,blind::A,τυφλός,orb
758,taub::A,κουφός,surd
759,kräftig::A,δυνατός,tare
760,kräftig::A,δυνατός,forte
761,kräftig::A,δυνατός,robust
762,stark::A,γερός,viguros
763,stark::A,γερός,puternic
764,schwach::A,αδύνατος,slab
765,schwach::A,αδύνατος,debil
766,fett::A,παχύς,gras
767,schlank::A,λεπτός,zvelt
768,schlank::A,λυγερός,zvelt
769,hübsch::A,όμορφος,drăguț
770,hübsch::A,χαριτωμένος,drăguț
771,böse::A,κακός,rău
772,böse::A,κακός,răutăcios
773,dumm::A,κουτός,nerod
774,dumm::A,κουτός,tâmpit
775,dumm::A,ανόητος,nerod
776,dumm::A,ανόητος,tâmpit
777,faul::A,τεμπέλης,leneș
778,fleißig::A,εργατικός,harnic
779,fleißig::A,εργατικός,sârguincios
780,geizig::A,τσιγγούνης,calic
781,geizig::A,τσιγγούνης,zgârcit
782,klug::A,έξυπνος,isteț
783,klug::A,έξυπνος,deștept
784,geschickt::A,επιδέξιος,dibaci
785,lieb::A,φίλος,drag
786,lieb::A,φίλος,iubit
787,lieb::A,αγαπητός,drag
788,lieb::A,αγαπητός,iubit
789,lustig::A,εύθυμος,vesel
790,lustig::A,χαρούμενος,vesel
791,sanft::A,ήπιος,blând
792,sanft::A,ήπιος,blajin
793,hungrig::A,πεινασμένος,flămând
794,krank::A,άρρωστος,bolnav
795,nackt::A,γυμνός,gol
796,traurig::A,λυπημένος,trist
797,traurig::A,λυπημένος,mâhnit
798,lebendig::A,ζωντανός,viu
799,gut::A,καλός,bun
800,schlecht::A,κακός,rău
801,schlecht::A,κακός,prost
802,richtig::A,σωστός,drept
803,richtig::A,σωστός,corect
804,schlimm::A,άσχημος,rău
805,wahr::A,αληθής,adevărat
806,wahr::A,αληθινός,adevărat
807,alt::A,παλιός,uzat
808,alt::A,παλιός,vechi
809,neu::A,νέος,nou
810,neu::A,καινούργιος,nou
811,ehemalig::A,παλιός,fost
812,ehemalig::A,παλιός,anterior
813,alt[Lebewesen]::A,γέρος,bătrîn
814,jung::A,νέος,tânăr
815,arm::A,φτωχός,sărac
816,arm::A,φτωχός,sărman
817,reich::A,πλούσιος,avut
818,reich::A,πλούσιος,bogat
819,bekannt::A,γνωστός,cunoscut
820,berühmt::A,περίφημος,renumit
821,berühmt::A,ξακουσμένος,renumit
822,fremd::A,ξένος,străin
823,verschieden::A,διαφορετικός,diferit
824,verschieden::A,διαφορετικός,deosebit
825,nah::A,κοντινός,apropiat
826,fern::A,μακριά,departe
827,linker::A,αριστερός,stâng
828,rechter::A,δεξιός,drept
829,anderer::A,άλλος,alt
830,erster::A,πρώτος,prim
831,zweiter::A,δεύτερος,al doilea
832,dritter::A,τρίτος,treilea
833,letzter::A,τελευταίος,final
834,allein::ADV,μόνος,singur
835,auf einmal::ADV,εφάπαξ,dintrodată
836,zusammen::ADV,μαζί,împreună
837,lange::ADV,πολύν καιρό,îndelung
838,lange::ADV,πολύν καιρό,mult timp
839,plötzlich::ADV,έξαφνα,deodată
840,plötzlich::ADV,έξαφνα,pe neașteptate
841,sofort::ADV,αμέσως,imediat
842,sofort::ADV,αμέσως,numaidecît
843,später::ADV,αργότερα,mai apoi
844,später::ADV,αργότερα,mai târziu
845,jetzt::ADV,τώρα,acum
846,heute::ADV,σήμερα,azi
847,heute::ADV,σήμερα,astăzi
848,morgen::ADV,αύριο,mâine
849,bald::ADV,σε λίγο,curând
850,bald::ADV,εντός ολίγου,curând
851,dann::ADV,ύστερα,apoi
852,gestern::ADV,χτες,ieri
853,einst::ADV,ποτέ,odată
854,einst::ADV,ποτέ,odinioară
855,einst::ADV,άλλοτε,odată
856,einst::ADV,άλλοτε,odinioară
857,damals::ADV,τότε,atunci
858,damals::ADV,τότε,pe atunci
859,danach::ADV,μετά,după aceasta
860,danach::ADV,ύστερα,după aceasta
861,vorher::ADV,πριν,mai întâi
862,vorher::ADV,πριν,în prealabil
863,vorher::ADV,προηγουμένως,mai întâi
864,vorher::ADV,προηγουμένως,în prealabil
865,zuerst::ADV,πρώτα,întâi
866,zuerst::ADV,πρώτα,în primul rând
867,einmal::ADV,μία φορά,odată
868,manchmal::ADV,κάποτε,uneori
869,manchmal::ADV,κάποτε,câteodată
870,oft::ADV,συχνά,des
871,oft::ADV,συχνά,deseori
872,oft::ADV,πολλές φορές,des
873,oft::ADV,πολλές φορές,deseori
874,immer::ADV,πάντα,mereu
875,immer::ADV,πάντα,întotdeauna
876,immer::ADV,πάντοτε,mereu
877,immer::ADV,πάντοτε,întotdeauna
878,niemals::ADV,ποτέ,niciodată
879,hier::ADV,εδώ,aci
880,hier::ADV,εδώ,aici
881,hierhin::ADV,εδώ,încoace
882,von hier::ADV,από δω,de aici
883,dort::ADV,εκεί,acolo
884,dorthin::ADV,προς τα κει,dincolo
885,geradeaus::ADV,κατευθείαν,drept înainte
886,vorwärts::ADV,εμπρός,înainte
887,rückwärts::ADV,πίσω,îndărăt
888,zurück::ADV,πίσω,înapoi
889,unten::ADV,κάτω,jos
890,unten::ADV,κάτω,dedesubt
891,hinab::ADV,προς τα κάτω,în jos
892,hinab::ADV,προς τα κάτω,de vale
893,oben::ADV,πάνω,sus
894,oben::ADV,πάνω,deasupra
895,oben::ADV,επάνω,sus
896,oben::ADV,επάνω,deasupra
897,hinauf::ADV,προς τα πάνω,în sus
898,überall::ADV,παντού,peste tot
899,überall::ADV,παντού,pretutindeni
900,nicht::ADV,δεν,nu
901,ein wenig::ADV,λιγάκι,puțin
902,kaum::ADV,μόλις,cu greu
903,kaum::ADV,μόλις,cu anevoie
904,sehr::ADV,πολύ,mult
905,sehr::ADV,πολύ,foarte
906,so::ADV,έτσι,așa
907,so::ADV,έτσι,atât
908,noch::ADV,ακόμα,încă
909,nur::ADV,μόνο,doar
910,schon::ADV,ήδη,și
911,schon::ADV,ήδη,deja
912,schon::ADV,κιόλας,și
913,schon::ADV,κιόλας,deja
914,wieder::ADV,ξανά,iar
915,wieder::ADV,ξανά,iarăși
916,vergebens::ADV,μάταια,în zadar
917,vor::PRP,μπροστά σε,înainte de
918,vor::PRP,μπροστά από,înainte de
919,hinter::PRP,πίσω από ,după
920,hinter::PRP,πίσω από ,în spatele
921,unter::PRP,υπό,sub
922,unter::PRP,κάτω από,sub
923,durch::PRP,διά,prin
924,durch::PRP,διά μέσου,prin
925,neben::PRP,δίπλα σε,lângă
926,neben::PRP,δίπλα σε,alături de
927,zwischen::PRP,μεταξύ,între
928,zwischen::PRP,μεταξύ,dintre
929,zwischen::PRP,ανάμεσα σε,între
930,zwischen::PRP,ανάμεσα σε,dintre
931,wegen::PRP,για,pentru
932,wegen::PRP,λόγω,pentru
933,dies::PRN,αυτό,acesta
934,das::PRN,το,asta
935,alles::PRN,όλα,tot
936,ich::PRN,εγώ,eu
937,du::PRN,σύ,tu
938,du::PRN,εσύ,tu
939,er::PRN,αυτός,el
940,er::PRN,αυτός,dânsul
941,wir::PRN,εμείς,noi
942,ihr::PRN,εσείς,voi
943,sie::PRN,αυτοί,ei
944,sie::PRN,αυτοί,dânșii
945,was::FPRN,τι,ce
946,wer::FPRN,ποιος,cine
947,wo::FADV,πού,unde
948,wohin::FADV,πού,încotro
949,wohin::FADV,για πού,încotro
950,wie::FADV,πώς,cum
951,warum::FADV,γιατί,de ce
952,warum::FADV,γιατί,pentru ce
953,wieviel::FNUM,πόσος,cât
954,eins::NUM,ένα,unu
955,zwei::NUM,δύο,doi
956,drei::NUM,τρία,trei
957,drei::NUM,τρεις,trei
958,vier::NUM,τέσσερα,patru
959,vier::NUM,τέσσερις,patru
960,fünf::NUM,πέντε,cinci
961,sechs::NUM,έξι,șase
962,sieben::NUM,εφτά,șapte
963,acht::NUM,οχτώ,opt
964,neun::NUM,εννιά,nouă
965,zehn::NUM,δέκα,zece
966,elf::NUM,έντεκα,unsprezece
967,zwölf::NUM,δώδεκα,douăsprezece
968,zwanzig::NUM,είκοσι,douăzeci
969,dreißig::NUM,τριάντα,treizeci
970,vierzig::NUM,σαράντα,patruzeci
971,fünfzig::NUM,πενήντα,cincizeci
972,sechzig::NUM,εξήντα,șaizeci
973,siebzig::NUM,εβδομήντα,șaptezeci
974,achtzig::NUM,ογδόντα,optzeci
975,neunzig::NUM,ενενήντα,nouăzeci
976,hundert::NUM,εκατό,sută
977,tausend::NUM,χίλιοι,mie
978,und::CNJ,και,și
979,oder::CNJ,ή,ori
980,stehen::V,στέκομαι,sta
981,stehen::V,είμαι όρθιος,sta
982,sitzen::V,κάθομαι,ședea
983,liegen::V,είμαι ξαπλωμένος,zăcea
984,liegen::V,είμαι ξαπλωμένος,fi culcat
985,hängen::V,κρέμομαι,atârna
986,werden::V,γίνομαι,deveni
987,werden::V,γίνομαι,se face
988,passieren::V,συμβαίνω,se întâmpla
989,beginnen::V,αρχίζω,începe
990,enden::V,τελειώνω,se sfârși
991,enden::V,τελειώνω,se termina
992,wechseln::V,αλλάζω,se schimba
993,aufgehen[Sonne]::V,βγαίνω,răsări
994,aufgehen[Sonne]::V,ανατέλλω,răsări
995,untergehen[Sonne]::V,δύω,apune
996,untergehen[Sonne]::V,βασιλεύω,apune
997,scheinen[Sonne]::V,λάμπω,străluci
998,donnern::V,βροντώ,tuna
999,wehen::V,φυσώ,bate
1000,strömen::V,ρέω,curge în șiroaie
1001,strömen::V,τρέχω,curge în șiroaie
1002,fließen::V,ρέω,curge
1003,sich drehen::V,γυρίζω,se învârti
1004,sich drehen::V,στρέφομαι,se învârti
1005,schwanken::V,ταλαντεύομαι,se clătina
1006,schwingen::V,αιωρούμαι,vibra
1007,schwingen::V,αιωρούμαι,flutura
1008,schwingen::V,ταλαντεύομαι,vibra
1009,schwingen::V,ταλαντεύομαι,flutura
1010,fallen::V,πέφτω,cădea
1011,brennen::V,καίω,arde
1012,rauchen::V,καπνίζω,fuma
1013,regnen::V,βρέχω,ploua
1014,gefrieren::V,παγώνω,îngheța
1015,tauen::V,λειώνω,se dezgheța
1016,schmelzen::V,λειώνω,se topi
1017,trocknen::V,στεγνώνω,se usca
1018,sieden::V,βράζω,fierbe
1019,sieden::V,βράζω,clocoti
1020,faulen::V,σαπίζω,se împuți
1021,verfaulen::V,σαπίζω,putrezi
1022,reißen::V,σχίζω,se rupe
1023,reißen::V,σχίζω,se sfâșia
1024,versinken::V,βουλιάζω,se scufunda
1025,versinken::V,βυθίζομαι,se scufunda
1026,vergehen::V,περνώ,trece
1027,vergehen::V,περνώ,se scurge
1028,erscheinen::V,εμφανίζομαι,apărea
1029,verschwinden::V,χάνομαι,dispărea
1030,verschwinden::V,εξαφανίζομαι,dispărea
1031,sinken::V,κατεβαίνω,cădea
1032,sinken::V,κατεβαίνω,coborî
1033,abnehmen::V,μειώνομαι ,scădea
1034,abnehmen::V,μειώνομαι ,descrește
1035,zunehmen::V,αυξάνω,spori
1036,zunehmen::V,αυξάνω,crește
1037,zunehmen::V,αυξάνω,augmenta
1038,zunehmen::V,μεγαλώνω,spori
1039,zunehmen::V,μεγαλώνω,crește
1040,zunehmen::V,μεγαλώνω,augmenta
1041,steigen::V,ανεβαίνω,urca
1042,wachsen::V,μεγαλώνω,crește
1043,glänzen::V,γυαλίζω,luci
1044,glänzen::V,γυαλίζω,străluci
1045,funkeln::V,αστράφτω,scânteia
1046,funkeln::V,σπιθοβολώ,scânteia
1047,lärmen::V,θορυβώ,face larmă
1048,läuten::V,χτυπώ ,suna
1049,klingeln::V,κουδουνίζω,suna
1050,klirren::V,κουδουνίζω,zăngăni
1051,brausen::V,βουΐζω,vui
1052,rauschen::V,βουΐζω,vâjâi
1053,klingen::V,ηχώ,suna
1054,bellen::V,γαυγίζω,lătra
1055,heulen::V,ουρλιάζω,urla
1056,blasen::V,φυσώ,sufla
1057,pfeifen::V,σφυρίζω,fluiera
1058,schreien::V,κραυγάζω,țipa
1059,stöhnen::V,βογγώ,geme
1060,zittern::V,τρέμω,tremura
1061,leben::V,ζω,trăi
1062,geboren werden::V,γεννιέμαι,se naște
1063,atmen::V,αναπνέω,respira
1064,trinken::V,πίνω,bea
1065,essen::V,τρώω,mânca
1066,schlucken::V,καταπίνω,înghiți
1067,müde werden::V,κουράζομαι,se obosi
1068,einschlafen::V,αποκοιμιέμαι,adormi
1069,schlafen::V,κοιμάμαι,dormi
1070,aufwachen::V,ξυπνώ,se deștepta
1071,aufstehen::V,σηκώνομαι,fi se scula
1072,sich erholen::V,ξεκουράζομαι,se relaxa
1073,sich erholen::V,ξεκουράζομαι,se destinde
1074,krank werden::V,αρρωσταίνω,se îmbolnăvi
1075,krank sein::V,ασθενώ,zăcea
1076,krank sein::V,ασθενώ,fi bolnav
1077,schmerzen::V,πονώ,durea
1078,husten::V,βήχω,tuși
1079,genesen::V,θεραπεύομαι,se însănătoși
1080,sterben::V,πεθαίνω,muri
1081,umkommen::V,πεθαίνω,pieri
1082,sich bewegen::V,κουνιέμαι,se mișca
1083,sich rühren::V,σαλεύω,se mișca
1084,sich erheben::V,επαναστατώ,se ridica
1085,sich setzen::V,κάθομαι,lua loc
1086,sich setzen::V,κάθομαι,se așeza
1087,hinfallen::V,πέφτω κάτω,cădea jos
1088,laufen::V,τρέχω,merge
1089,laufen::V,τρέχω,merge pe jos
1090,schreiten::V,βαδίζω,păși
1091,spazierengehen::V,κάνω βόλτα,se plimba
1092,spazierengehen::V,πηγαίνω περίπατο,se plimba
1093,eilen::V,σπεύδω,fi se grăbi
1094,sich beeilen::V,βιάζομαι,se grăbi
1095,sausen::V,τρέχω γρήγορα,țâșni
1096,rennen::V,τρέχω,fugi
1097,rennen::V,τρέχω,alerga
1098,springen::V,πηδώ,sări
1099,klettern::V,σκαρφαλώνω,urca
1100,klettern::V,σκαρφαλώνω,se cățăra
1101,schaukeln::V,κουνιέμαι,legăna
1102,kriechen::V,έρπω,se târî
1103,kriechen::V,σέρνομαι,se târî
1104,schwimmen::V,κολυμπώ,înota
1105,tauchen::V,βουτώ,se scufunda
1106,rudern::V,κωπηλατώ,vâsli
1107,rudern::V,κωπηλατώ,lopăta
1108,fahren::V,πηγαίνω,merge
1109,fliegen::V,πετώ,zbura
1110,gehen::V,βαδίζω,merge
1111,gehen::V,πηγαίνω,merge
1112,weggehen::V,φεύγω,se duce
1113,abfahren::V,ξεκινώ,pleca
1114,abfahren::V,αναχωρώ,pleca
1115,anhalten::V,σταματώ,se opri
1116,hineingehen::V,μπαίνω,intra
1117,eintreten::V,μπαίνω,intra
1118,eintreten::V,εισέρχομαι,intra
1119,kommen::V,έρχομαι,veni
1120,ankommen::V,φτάνω,sosi
1121,ankommen::V,φτάνω,ajunge
1122,zurückkommen::V,επιστρέφω,se întoarce
1123,bleiben::V,μένω,rămâne
1124,warten::V,περιμένω,aștepta
1125,erwarten::V,αναμένω,aștepta
1126,erwarten::V,περιμένω,aștepta
1127,suchen::V,ψάχνω,căuta
1128,finden::V,βρίσκω,găsi
1129,versuchen::V,προσπαθώ,încerca
1130,vorbereiten::V,προετοιμάζω,pregăti
1131,lieben::V,αγαπώ,iubi
1132,mögen::V,μου αρέσει,plăcea a
1133,lachen::V,γελώ,râde
1134,rühren::V,συγκινώ,mișca
1135,rühren::V,συγκινώ,înduioșa
1136,weinen::V,κλαίω,plânge
1137,schimpfen::V,βρίζω,înjura
1138,sich ärgern::V,θυμώνω,se supăra
1139,sich fürchten::V,φοβάμαι,se teme
1140,sich fürchten::V,φοβάμαι,fi teamă a
1141,fürchten::V,φοβάμαι,se teme de
1142,fliehen::V,φεύγω,fugi
1143,flüchten::V,δραπετεύω,evada
1144,sehen::V,βλέπω,vedea
1145,anschauen::V,κοιτάζω,privi
1146,ansehen::V,βλέπω,privi
1147,hören::V,ακούω,auzi
1148,zuhören::V,ακούω,asculta
1149,probieren::V,δοκιμάζω,gusta
1150,riechen::V,μυρίζω,mirosi
1151,riechen::V,οσφραίνομαι,mirosi
1152,fühlen::V,αισθάνομαι,simți
1153,fühlen::V,αισθάνομαι,resimți
1154,scheinen::V,φαίνομαι,părea
1155,zu sehen sein::V,φαίνομαι,se vedea
1156,vernehmen::V,ακούω,auzi
1157,vernehmen::V,μαθαίνω,auzi
1158,frieren::V,κρυώνω,fi frig
1159,tun::V,κάνω,face
1160,können::V,ξέρω,ști
1161,können::V,ξέρω,putea
1162,können::V,μπορώ,ști
1163,können::V,μπορώ,putea
1164,wollen::V,θέλω,dori
1165,anfangen::V,αρχίζω,începe
1166,beenden::V,τελειώνω,sfârși
1167,beenden::V,τελειώνω,termina
1168,aufhören::V,παύω,înceta
1169,gelingen::V,πετυχαίνω,reuși
1170,gelingen::V,πετυχαίνω,izbuti
1171,geraten::V,γίνομαι,reuși
1172,öffnen::V,ανοίγω,deschide
1173,schließen::V,κλείνω,închide
1174,stellen::V,θέτω,pune
1175,stellen::V,θέτω,așeza
1176,setzen::V,θέτω,pune
1177,setzen::V,θέτω,așeza
1178,legen::V,θέτω,pune
1179,berühren::V,εγγίζω,atinge
1180,verbinden::V,συνδέω,lega
1181,bedecken::V,σκεπάζω,acoperi
1182,aufhängen::V,κρεμώ,atârna
1183,aufhängen::V,κρεμώ,spânzura
1184,anzünden::V,ανάβω,aprinde
1185,aufheben::V,σηκώνω,ridica
1186,aufheben::V,σηκώνω,lua de jos
1187,zurücklassen::V,εγκαταλείπω,lăsa
1188,zurücklassen::V,εγκαταλείπω,lăsa în urmă
1189,verlieren::V,χάνω,pierde
1190,fallen lassen::V,αφήνω να πέσει,scăpa
1191,fallen lassen::V,αφήνω να πέσει,arunca
1192,machen::V,κάνω,face
1193,machen::V,φτιάχνω,face
1194,herstellen::V,κατασκευάζω,fabrica
1195,herstellen::V,κατασκευάζω,confecționa
1196,bauen::V,χτίζω,clădi
1197,bauen::V,χτίζω,construi
1198,bauen::V,οικοδομώ,clădi
1199,bauen::V,οικοδομώ,construi
1200,reparieren::V,επισκευάζω,repara
1201,reparieren::V,επιδιορθώνω,repara
1202,verbessern::V,βελτιώνω,ameliora
1203,verbessern::V,βελτιώνω,îmbunătăți
1204,verbessern::V,καλυτερεύω,ameliora
1205,verbessern::V,καλυτερεύω,îmbunătăți
1206,ändern::V,αλλάζω,schimba
1207,ändern::V,αλλάζω,modifica
1208,graben::V,σκάβω,săpa
1209,beugen::V,λυγίζω,curba
1210,biegen::V,κάμπτω,îndoi
1211,biegen::V,κάμπτω,încovoia
1212,drehen::V,στρέφω,învârti
1213,wenden::V,γυρίζω,întoarce
1214,umdrehen::V,γυρίζω,învârti
1215,umdrehen::V,γυρίζω,întoarce
1216,heben::V,υψώνω,ridica
1217,heben::V,σηκώνω,ridica
1218,hochheben::V,υψώνω,ridica
1219,hochheben::V,σηκώνω,ridica
1220,ergreifen::V,πιάνω,lua
1221,ergreifen::V,πιάνω,apuca
1222,ergreifen::V,αρπάζω,lua
1223,ergreifen::V,αρπάζω,apuca
1224,halten::V,βαστώ,ține
1225,drücken::V,πιέζω,apăsa
1226,drücken::V,πιέζω,strânge
1227,schieben::V,σπρώχνω,împinge
1228,kratzen::V,γρατσουνίζω,zgâria
1229,lecken::V,γλείφω,linge
1230,beißen::V,δαγκάνω,mușca
1231,abreißen::V,κόβω,rupe
1232,abreißen::V,κόβω,smulge
1233,abreißen::V,σχίζω,rupe
1234,abreißen::V,σχίζω,smulge
1235,abschneiden::V,αποκόπτω,scurta
1236,binden::V,δένω,lega
1237,stecken::V,χώνω,pune
1238,brechen::V,σπάζω,rupe
1239,brechen::V,σπάζω,frânge
1240,klopfen::V,χτυπώ,ciocăni
1241,klopfen::V,τινάζω,ciocăni
1242,hauen::V,χτυπώ,lovi
1243,kleben::V,κολλώ,lipi
1244,reiben::V,τρίβω,freca
1245,reiben::V,τρίβω,fricționa
1246,streichen::V,αλείφω,unge
1247,schleifen::V,ακονίζω,ascuți
1248,schneiden::V,κόβω,tăia
1249,rütteln::V,σείω,zgâlțâi
1250,rütteln::V,τινάζω,zgâlțâi
1251,schütteln::V,σείω,scutura
1252,schütteln::V,κουνώ,scutura
1253,schwenken::V,κουνώ,agita
1254,schütten::V,χύνω,vărsa
1255,füllen::V,γεμίζω,umple
1256,einwickeln::V,τυλίγω,înveli
1257,einwickeln::V,τυλίγω,înfășura
1258,tragen::V,φέρνω,căra
1259,schleppen::V,κουβαλώ,târî
1260,ziehen::V,τραβώ,trage
1261,aufbewahren::V,φυλάω,păstra
1262,aufbewahren::V,φυλάω,conserva
1263,werfen::V,ρίχνω,arunca
1264,fangen::V,πιάνω,prinde
1265,packen::V,τσακώνω,apuca
1266,verstecken::V,κρύβω,ascunde
1267,teilen::V,μερίζω,împărți
1268,schicken::V,στέλνω,trimite
1269,bringen::V,φέρνω,aduce
1270,hinzufügen::V,προσθέτω,adăuga
1271,bekommen::V,προσκομίζω,obține
1272,bekommen::V,προσκομίζω,dobândi
1273,erhalten::V,παίρνω,primi
1274,erhalten::V,παίρνω,căpăta
1275,erhalten::V,λαμβάνω,primi
1276,erhalten::V,λαμβάνω,căpăta
1277,nehmen::V,πιάνω,lua
1278,nehmen::V,παίρνω,lua
1279,wählen::V,εκλέγω,opta
1280,wählen::V,εκλέγω,alege
1281,auswählen::V,διαλέγω,selecta
1282,bewahren::V,διατηρώ,păstra
1283,behindern::V,εμποδίζω,stingheri
1284,verderben::V,χαλώ,strica
1285,beschädigen::V,ζημιώνω,strica
1286,zerbrechen::V,σπάζω,rupe
1287,zerbrechen::V,σπάζω,frânge
1288,zerreißen::V,σχίζω,rupe
1289,zerreißen::V,σχίζω,sfâșia
1290,zerstören::V,καταστρέφω,distruge
1291,verbrennen::V,καίω,arde
1292,verbrennen::V,καίω,incendia
1293,geben::V,δίνω,da
1294,reichen::V,δίνω,întinde
1295,schenken::V,χαρίζω,dărui
1296,versprechen::V,υπόσχομαι,făgădui
1297,wünschen::V,εύχομαι,ura
1298,loben::V,επαινώ,lăuda
1299,küssen::V,φιλώ,săruta
1300,wiegen::V,κουνώ,legăna
1301,wiegen::V,νανουρίζω,legăna
1302,zudecken::V,σκεπάζω,acoperi
1303,wecken::V,ξυπνώ,trezi
1304,wecken::V,ξυπνώ,deștepta
1305,zeigen::V,δείχνω,arăta
1306,führen::V,οδηγώ,călăuzi
1307,lehren::V,διδάσκω,preda
1308,lehren::V,διδάσκω,învăța
1309,unterrichten::V,διδάσκω,învăța
1310,unterrichten::V,διδάσκω,instrui
1311,aufziehen::V,ανατρέφω,crește
1312,leiten::V,ηγούμαι,duce
1313,leiten::V,ηγούμαι,conduce
1314,leiten::V,διευθύνω,duce
1315,leiten::V,διευθύνω,conduce
1316,antreiben::V,σπρώχνω,împinge
1317,antreiben::V,σπρώχνω,încuraja
1318,antreiben::V,παρακινώ,împinge
1319,antreiben::V,παρακινώ,încuraja
1320,lassen::V,αφήνω,pune pe să
1321,einladen::V,προσκαλώ,invita
1322,vereinigen::V,ενώνω,uni
1323,vereinigen::V,ενώνω,întruni
1324,besuchen::V,επισκέπτομαι,vizita
1325,besuchen::V,επισκέπτομαι,face o vizită
1326,treffen::V,συναντώ,întâlni
1327,sich versammeln::V,μαζεύομαι,se aduna
1328,spielen::V,παίζω,se juca
1329,singen::V,τραγουδώ,cânta
1330,tanzen::V,χορεύω,dansa
1331,sich trennen::V,αποχωρίζομαι,se separa
1332,sich trennen::V,αποχωρίζομαι,se despărți
1333,verlassen::V,εγκαταλείπω,părăsi
1334,verlassen::V,εγκαταλείπω,abandona
1335,retten::V,σώζω,salva
1336,bewachen::V,φρουρώ,păzi
1337,schützen::V,προστατεύω,ocroti
1338,schützen::V,προστατεύω,proteja
1339,verteidigen::V,υπερασπίζω,apăra
1340,sich schlagen::V,χτυπιέμαι,se bate
1341,schießen::V,πυροβολώ,trage
1342,siegen::V,νικώ,birui
1343,siegen::V,νικώ,învinge
1344,ärgern::V,τσαντίζω,supăra
1345,schlagen::V,χτυπώ,lovi
1346,treten::V,κλοτσώ,călca
1347,stechen::V,τρυπώ,înțepa
1348,stechen::V,τρυπώ,împunge
1349,stoßen::V,ωθώ,împinge
1350,stoßen::V,σπρώχνω,împinge
1351,stehlen::V,κλέβω,fura
1352,stören::V,διαταράσσω,deranja
1353,belästigen::V,ενοχλώ,importuna
1354,verbergen::V,κρύβω,ascunde
1355,täuschen::V,παραπλανώ,amăgi
1356,betrügen::V,απατώ,înșela
1357,töten::V,σκοτώνω,omorî
1358,töten::V,θανατώνω,omorî
1359,wohnen::V,μένω,sta
1360,wohnen::V,μένω,locui
1361,wohnen::V,κατοικώ,sta
1362,wohnen::V,κατοικώ,locui
1363,arbeiten::V,δουλεύω,lucra
1364,arbeiten::V,εργάζομαι,lucra
1365,sammeln::V,μαζεύω,aduna
1366,sammeln::V,μαζεύω,colecționa
1367,sammeln::V,συλλέγω,aduna
1368,sammeln::V,συλλέγω,colecționa
1369,pflücken::V,κόβω,culege
1370,jagen::V,κυνηγώ,vâna
1371,fischen::V,ψαρεύω,pescui
1372,fassen::V,πιάνω,prinde
1373,hüten::V,φυλάγω,paște
1374,hüten::V,προσέχω,paște
1375,treiben::V,οδηγώ,mână
1376,anbinden::V,δένω,lega
1377,füttern::V,ταΐζω,da de mâncare
1378,melken::V,αρμέγω,mulge
1379,hacken::V,κόβω,toca
1380,hacken::V,κόβω,sparge
1381,gießen::V,ποτίζω,uda
1382,reifen::V,ωριμάζω,pârgui
1383,zubereiten::V,ετοιμάζω,găti
1384,kochen::V,βράζω,găti
1385,backen::V,ψήνω,coace
1386,braten::V,τηγανίζω,coace
1387,umrühren::V,ανακατεύω,mesteca
1388,stricken::V,πλέκω,împleti
1389,nähen::V,ράβω,coase
1390,färben::V,βάφω,vopsi
1391,färben::V,βάφω,colora
1392,färben::V,χρωματίζω,vopsi
1393,färben::V,χρωματίζω,colora
1394,reinigen::V,καθαρίζω,curăți
1395,waschen::V,πλένω,spăla
1396,abwischen::V,σφουγγίζω,șterge
1397,spülen::V,ξεπλένω,clăti
1398,fegen::V,σκουπίζω,mătura
1399,kehren::V,σκουπίζω,mătura
1400,baden::V,κάνω μπάνιο,se scălda
1401,sich waschen::V,πλένομαι,se spăla
1402,ausziehen::V,βγάζω,și scoate
1403,anziehen::V,φορώ,îmbrăca
1404,sich anziehen::V,ντύνομαι,se îmbrăca
1405,kämmen::V,χτενίζω,pieptăna
1406,schmücken::V,στολίζω,împodobi
1407,sagen::V,λέω,zice
1408,sagen::V,λέω,spune
1409,sprechen::V,μιλώ,vorbi
1410,reden::V,μιλώ,vorbi
1411,reden::V,μιλώ,discuta
1412,reden::V,κουβεντιάζω,vorbi
1413,reden::V,κουβεντιάζω,discuta
1414,sich unterhalten::V,συνομιλώ,conversa
1415,sich unterhalten::V,συνομιλώ,sta de vorbă
1416,sich unterhalten::V,κουβεντιάζω,conversa
1417,sich unterhalten::V,κουβεντιάζω,sta de vorbă
1418,fragen::V,ρωτώ,întreba
1419,bitten::V,ζητώ,ruga
1420,bitten::V,παρακαλώ,ruga
1421,erzählen::V,διηγούμαι,spune
1422,erzählen::V,διηγούμαι,povesti
1423,mitteilen::V,πληροφορώ,comunica
1424,mitteilen::V,πληροφορώ,înștiința
1425,nennen::V,ονομάζω,numi
1426,nennen::V,ονομάζω,chema
1427,rufen::V,φωνάζω,chema
1428,prahlen::V,καυχιέμαι,se făli
1429,übersetzen::V,μεταφράζω,traduce
1430,denken::V,σκέφτομαι,gândi
