,Concept_ID,cs,is
150,Horn::N,roh,horn
151,Feder::N,pero,fjöður
152,Fell::N,srst,skinn
153,Flügel::N,křídlo,vængur
154,Klaue::N,dráp,kló
155,Klaue::N,pazneht,kló
156,Kralle::N,dráp,kló
157,Schwanz::N,ocas,rófa
158,Schwanz::N,ocas,skott
159,Ei::N,vejce,egg
160,Nest::N,hnízdo,hreiður
161,Bau::N,nora,greni
162,Bau::N,nora,bæli
163,Tier::N,zvíře,dýr
164,Herde::N,stádo,hjörð
165,Kuh::N,kráva,kýr
166,Bulle::N,býk,boli
167,Pferd::N,kůň,hestur
168,Schaf::N,ovce,kind
169,Schwein::N,vepř,svín
170,Schwein::N,prase,svín
171,Hund::N,pes,hundur
172,Katze::N,kočka,köttur
173,Bär::N,medvěd,björn
174,Eichhörnchen::N,veverka,íkorni
175,Elch::N,los,elgur
176,Fuchs::N,liška,refur
177,Hase::N,zajíc,héri
178,Maus::N,myš,mús
179,Wolf::N,vlk,úlfur
180,Vogel::N,pták,fugl
181,Schwarm::N,roj,sægur
182,Schwarm::N,hejno,sægur
183,Huhn::N,kuře,hæna
184,Huhn::N,slepice,hæna
185,Hahn::N,kohout,hani
186,Gans::N,husa,gæs
187,Adler::N,orel,örn
188,Ente::N,kachna,önd
189,Eule::N,sova,uggla
190,Kranich::N,jeřáb,trana
191,Krähe::N,vrána,kráka
192,Kuckuck::N,kukačka,gaukur
193,Schwan::N,labuť,svanur
194,Fisch::N,ryba,fiskur
195,Barsch::N,okoun,aborri
196,Hecht::N,štika,gedda
197,Schlange[Tier]::N,had,naðra
198,Wurm::N,červ,ormur
199,Spinne::N,pavouk,kónguló
200,Ameise::N,mravenec,maur
201,Laus::N,veš,lús
202,Mücke::N,komár,mý
203,Mücke::N,komár,mýfluga
204,Fliege::N,moucha,fluga
205,Schmetterling::N,motýl,fiðrildi
206,Beere::N,bobule,ber
207,Apfel::N,jablko,epli
208,Pilz::N,houba,sveppur
209,Zwiebel::N,cibule,laukur
210,Saat::N,osivo,fræ
211,Saat::N,osivo,útsæði
212,Korn::N,zrno,korn
213,Heu::N,seno,hey
214,Schale::N,slupka,hýði
215,Schale::N,skořápka,hýði
216,Grube::N,jáma,gryfja
217,Falle::N,past,gildra
218,Falle::N,léčka,gildra
219,Schlinge::N,smyčka,snara
220,Spur::N,stopa,spor
221,Asche::N,popel,aska
222,Dreck::N,špína,óþverri
223,Eisen::N,železo,járn
224,Gold::N,zlato,gull
225,Silber::N,stříbro,silfur
226,Kohle::N,uhlí,kol
227,Glas::N,sklo,gler
228,Lehm::N,jíl,leir
229,Lehm::N,hlína,leir
230,Sand::N,písek,sandur
231,Mensch::N,člověk,maður
232,Mensch::N,člověk,manneskja
233,Mann::N,muž,maður
234,Mann::N,muž,karlmaður
235,Frau::N,žena,kona
236,Kind::N,dítě,barn
237,Kind::N,dítě,krakki
238,Junge::N,hoch,drengur
239,Junge::N,chlapec,drengur
240,Mädchen::N,děvče,stelpa
241,Familie::N,rodina,fjölskylda
242,Großvater::N,děd,afi
243,Großvater::N,dědeček,afi
244,Großmutter::N,babička,amma
245,Eltern::N,rodiče,foreldrar
246,Vater::N,otec,faðir
247,Mutter::N,matka,móðir
248,Sohn::N,syn,sonur
249,Tochter::N,dcera,dóttir
250,Bruder::N,bratr,bróðir
251,Schwester::N,sestra,systir
252,Onkel::N,strýc,föðurbróðir
253,Tante::N,teta,frænka
254,Tante::N,teta,móðursystir
255,Ehemann::N,choť,eiginmaður
256,Ehemann::N,manžel,eiginmaður
257,Ehefrau::N,choť,eiginkona
258,Ehefrau::N,manželka,eiginkona
259,Freude::N,radost,gleði
260,Gelächter::N,smích,hlátur
261,Glück::N,štěstí,gæfa
262,Kummer::N,žal,sorg
263,Kummer::N,trápení,sorg
264,Wunsch::N,přání,ósk
265,Lust::N,chuť,fýsn
266,Lust::N,chuť,löngun
267,Geist::N,duch,andi
268,Gedanke::N,myšlenka,hugsun
269,Gedächtnis::N,paměť,minni
270,Verstand::N,rozum,vit
271,Sinn::N,smysl,merking
272,Grund::N,důvod,ástæða
273,Wahrheit::N,pravda,sannleikur
274,Gespräch::N,rozhovor,samtal
275,Märchen::N,pohádka,ævintýri
276,Erzählung::N,povídka,saga
277,Nachricht::N,zpráva,frétt
278,Neuigkeit::N,novina,frétt
279,Neuigkeit::N,novinka,frétt
280,Name::N,jméno,nafn
281,Rätsel::N,hádanka,gáta
282,Rede::N,řeč,ræða
283,Rede::N,proslov,ræða
284,Sprache::N,řeč,mál
285,Sprache::N,řeč,tungumál
286,Sprache::N,jazyk,mál
287,Sprache::N,jazyk,tungumál
288,Stimme::N,hlas,rödd
289,Wort::N,slovo,orð
290,Zeichen::N,znamení,tákn
291,Zeichen::N,znamení,merki
292,Ruf::N,zavolání,kall
293,Lärm::N,hluk,hávaði
294,Laut::N,zvuk,hljóð
295,Ton::N,tón,tónn
296,Lied::N,píseň,ljóð
297,Lied::N,píseň,söngur
298,Ruhe::N,klid,ró
299,Ruhe::N,klid,kyrrð
300,Ruhe::N,pokoj,ró
301,Ruhe::N,pokoj,kyrrð
302,Leute::N,lidé,fólk
303,Volk::N,národ,þjóð
304,Arbeit::N,práce,vinna
305,Gast::N,host,gestur
306,Geschenk::N,dar,gjöf
307,Spiel::N,hra,leikur
308,Gesellschaft::N,společnost,selskapur
309,Hilfe::N,pomoc,hjálp
310,Freund::N,přítel,vinur
311,Kamerad::N,kamarád,félagi
312,Angelegenheit::N,záležitost,mál
313,Angelegenheit::N,záležitost,málefni
314,Anzahl::N,počet,tala
315,Anzahl::N,počet,fjöldi
316,Art::N,druh,tegund
317,Stück::N,kus,biti
318,Stück::N,kus,stykki
319,Stück::N,kousek,biti
320,Stück::N,kousek,stykki
321,Teil::N,díl,hluti
322,Teil::N,díl,partur
323,Teil::N,část,hluti
324,Teil::N,část,partur
325,Hälfte::N,půl,helmingur
326,Kreis::N,kruh,hringur
327,Kreuz::N,kříž,kross
328,Kreuz::N,kříž,krossmark
329,Linie::N,linka,lína
330,Strich::N,čára,strik
331,Strich::N,čárka,strik
332,Abstand::N,vzdálenost,millibil
333,Entfernung::N,vzdálenost,fjarlægð
334,Gegend::N,krajina,hérað
335,Platz::N,prostor,pláss
336,Ort::N,místo,staður
337,Seite::N,strana,hlið
338,Mitte::N,střed,miðja
339,Mitte::N,prostředek,miðja
340,Gegenstand::N,předmět,hlutur
341,Sache::N,věc,mál
342,Rand::N,kraj,brún
343,Rand::N,okraj,brún
344,Kante::N,hrana,rönd
345,Ecke::N,roh,horn
346,Spitze::N,hrot,oddur
347,Spitze::N,špička,oddur
348,Ende::N,konec,endi
349,Loch::N,díra,gat
350,Loch::N,díra,hola
351,Winkel::N,kout,skot
352,Winkel::N,kout,krókur
353,Muster::N,vzor,munstur
354,Größe::N,velikost,stærð
355,Länge::N,délka,lengd
356,Höhe::N,výška,hæð
357,Gewicht::N,váha,vigt
358,Gewicht::N,váha,þyngd
359,Menge::N,množství,magn
360,Haufen::N,kupa,hrúga
361,Haufen::N,kupa,haugur
362,Haufen::N,hromada,hrúga
363,Haufen::N,hromada,haugur
364,Reihe::N,řada,röð
365,Reihe::N,řádek,röð
366,Boot::N,člun,bátur
367,Ruder::N,veslo,ár
368,Schlitten::N,sáně,sleði
369,Ski::N,lyže,skíði
370,Lagerfeuer::N,táborák,varðeldur
371,Last::N,náklad,byrði
372,Last::N,náklad,farmur
373,Last::N,břemeno,byrði
374,Last::N,břemeno,farmur
375,Gang::N,chůze,ganga
376,Gang::N,chodba,ganga
377,Schritt::N,krok,skref
378,Norden::N,sever,norður
379,Süden::N,jih,suður
380,Westen::N,západ,vestur
381,Osten::N,východ,austur
382,Holz::N,dřevo,viður
383,Brett::N,prkno,fjöl
384,Platte::N,deska,flötur
385,Stütze::N,opěra,stoð
386,Stange::N,tyč,stöng
387,Stange::N,tyčka,stöng
388,Stock::N,hůlka,prik
389,Stock::N,hůlka,stafur
390,Stab::N,hůl,prik
391,Stab::N,hůl,stafur
392,Rohr::N,trubka,rör
393,Rohr::N,trubka,pípa
394,Haus::N,dům,hús
395,Heim::N,domov,heimili
396,Ofen::N,kamna,ofn
397,Fußboden::N,podlaha,gólf
398,Tisch::N,stůl,borð
399,Stuhl::N,židle,stóll
400,Wiege::N,kolébka,vagga
401,Bett::N,postel,rúm
402,Bett::N,postel,hvíla
403,Regal::N,regál,hilla
404,Regal::N,police,hilla
405,Kiste::N,bedna,kassi
406,Fenster::N,okno,gluggi
407,Tür::N,dveře,dyr
408,Tür::N,dveře,hurð
409,Tor::N,vrata,hlið
410,Zaun::N,plot,girðing
411,Zaun::N,plot,limgarður
412,Dach::N,střecha,þak
413,Leiter::N,žebřík,stigi
414,Besen::N,koště,sópur
415,Besen::N,smeták,sópur
416,Spaten::N,rýč,spaði
417,Schaufel::N,lopata,skófla
418,Gabel::N,vidlička,gaffall
419,Löffel::N,lžíce,skeið
420,Messer::N,nůž,hnífur
421,Nagel::N,hřebík,nögl
422,Netz::N,síť,net
423,Haken::N,hák,krókur
424,Griff::N,držadlo,tak
425,Schloss::N,zámek,lás
426,Bild::N,obraz,mynd
427,Figur::N,figura,stytta
428,Puppe::N,panenka,brúða
429,Beutel::N,pytlík,poki
430,Beutel::N,pytlík,baggi
431,Bündel::N,svazek,böggull
432,Tasche::N,taška,veski
433,Tasche::N,brašna,veski
434,Eimer::N,kýbl,fata
435,Eimer::N,vědro,fata
436,Deckel::N,víko,lok
437,Deckel::N,příklop,lok
438,Geschirr::N,nádobí,leirtau
439,Sack::N,pytel,sekkur
440,Tasse::N,šálek,bolli
441,Topf::N,hrnec,pottur
442,Kessel::N,kotel,ketill
443,Essen::N,jídlo,matur
444,Nahrung::N,strava,fæða
445,Nahrung::N,potrava,fæða
446,Speise::N,jídlo,réttur
447,Speise::N,jídlo,matarréttur
448,Fleisch::N,maso,kjöt
449,Getreide::N,obilí,korn
450,Brei::N,kaše,grautur
451,Brot::N,chléb,brauð
452,Scheibe::N,krajíc,sneið
453,Fett::N,tuk,fita
454,Fett::N,omastek,fita
455,Butter::N,máslo,smjör
456,Öl::N,olej,olía
457,Salz::N,sůl,salt
458,Suppe::N,polévka,súpa
459,Honig::N,med,hunang
460,Milch::N,mléko,mjólk
461,Tee::N,čaj,te
462,Leder::N,kůže,skinn
463,Wolle::N,vlna,ull
464,Stoff::N,látka,dúkur
465,Nadel::N,jehla,nál
466,Faden::N,nit,þráður
467,Knopf::N,knoflík,tala
468,Knopf::N,knoflík,hnappur
469,Knoten::N,uzel,hnútur
470,Farbe::N,barva,málning
471,Kleidung::N,šaty,búningur
472,Kleidung::N,šaty,klæðnaður
473,Kleidung::N,šatstvo,búningur
474,Kleidung::N,šatstvo,klæðnaður
475,Hemd::N,košile,skyrta
476,Kragen::N,límec,kragi
477,Kragen::N,límec,flibbi
478,Ärmel::N,rukáv,ermi
479,Hose::N,kalhoty,buxur
480,Gürtel::N,pás,belti
481,Gürtel::N,opasek,belti
482,Mütze::N,čepice,húfa
483,Schuh::N,bota,skór
484,Stiefel::N,holínka,stígvél
485,Ring::N,prsten,hringur
486,Band::N,pásek,band
487,Kamm::N,hřeben,greiða
488,Spiegel::N,zrcadlo,spegill
489,Riemen::N,řemen,ól
490,Riemen::N,řemen,reim
491,Schnur::N,šňůra,snúra
492,Leine::N,vodítko,band
493,Decke::N,pokrývka,teppi
494,Decke::N,přikrývka,teppi
495,Kissen::N,polštář,koddi
496,Tuch::N,šátek,klútur
497,Handtuch::N,ručník,þurrka
498,Handtuch::N,ručník,handklæði
499,Kraft::N,síla,afl
500,Kraft::N,síla,kraftur
501,Stärke::N,síla,styrkur
502,Gesundheit::N,zdraví,heilsa
503,Gesundheit::N,zdraví,heilbrigði
504,Krankheit::N,nemoc,sjúkdómur
505,Krankheit::N,choroba,sjúkdómur
506,Schmerz::N,bolest,sársauki
507,Wunde::N,rána,sár
508,Fieber::N,horečka,hitasótt
509,Arznei::N,lék,lyf
510,Brücke::N,most,brú
511,Brunnen::N,studna,brunnur
512,Weide::N,pastva,hagi
513,Weide::N,pastvina,hagi
514,Pfad::N,pěšina,stígur
515,Weg::N,cesta,vegur
516,Straße::N,silnice,gata
517,Straße::N,silnice,stræti
518,Dorf::N,vesnice,þorp
519,Stadt::N,město,borg
520,Brief::N,dopis,bréf
521,Buch::N,kniha,bók
522,Buchstabe::N,písmeno,bókstafur
523,Zeitung::N,noviny,dagblað
524,Leben::N,život,líf
525,Tod::N,smrt,dauði
526,Grab::N,hrob,gröf
527,Kirche::N,kostel,kirkja
528,Sünde::N,hřích,synd
529,Gott::N,bůh,guð
530,Arbeiter::N,dělník,verkamaður
531,Arbeiter::N,pracovník,verkamaður
532,Chef::N,šéf,yfirmaður
533,Chef::N,vedoucí,yfirmaður
534,Meister::N,mistr,meistari
535,Arzt::N,lékař,læknir
536,Lehrer::N,učitel,kennari
537,Geld::N,peníze,peningar
538,Geschäft::N,obchod,viðskipti
539,Laden::N,krám,búð
540,Laden::N,krám,verslun
541,Preis::N,cena,verð
542,Ware::N,zboží,vara
543,Nutzen::N,užitek,gagn
544,Reichtum::N,bohatství,auður
545,Welt::N,svět,veröld
546,Land::N,země,land
547,Staat::N,stát,ríki
548,König::N,král,konungur
549,Macht::N,moc,vald
550,Macht::N,mocnost,vald
551,Grenze::N,hranice,landamæri
552,Krieg::N,válka,stríð
553,Feind::N,nepřítel,fjandmaður
554,Gewalt::N,násilí,ofbeldi
555,Kampf::N,boj,bardagi
556,Bogen[Waffe]::N,luk,bogi
557,Pfeil::N,šíp,ör
558,Gewehr::N,puška,byssa
559,Gewehr::N,ručnice,byssa
560,Fehler::N,chyba,villa
561,Lüge::N,lež,lygi
562,Schaden::N,škoda,skemmd
563,Unglück::N,neštěstí,óhamingja
564,Schuld::N,vina,sök
565,Alter::N,věk,aldur
566,Schluss::N,konec,lok
567,Schluss::N,konec,endir
568,Zeit::N,čas,tími
569,Tag::N,den,dagur
570,Morgen::N,ráno,morgunn
571,Morgen::N,jitro,morgunn
572,Mittag::N,poledne,hádegi
573,Abend::N,večer,kvöld
574,Nacht::N,noc,nótt
575,Woche::N,týden,vika
576,Monat::N,měsíc,mánuður
577,Jahr::N,rok,ár
578,Frühling::N,jaro,vor
579,Sommer::N,léto,sumar
580,Herbst::N,podzim,haust
581,Winter::N,zima,vetur
582,Januar::N,leden,janúar
583,Februar::N,únor,február
584,März::N,březen,mars
585,April::N,duben,apríl
586,Mai::N,květen,maí
587,Juni::N,červen,júní
588,Juli::N,červenec,júlí
589,August::N,srpen,ágúst
590,September::N,září,september
591,Oktober::N,říjen,október
592,November::N,listopad,nóvember
593,Dezember::N,prosinec,desember
594,Montag::N,pondělí,mánudagur
595,Montag::N,pondělek,mánudagur
596,Dienstag::N,úterý,þriðjudagur
597,Mittwoch::N,středa,miðvikudagur
598,Donnerstag::N,čtvrtek,fimmtudagur
599,Freitag::N,pátek,föstudagur
600,Samstag::N,sobota,laugardagur
601,Sonntag::N,neděle,sunnudagur
602,groß::A,velký,stór
603,klein::A,malý,lítill
604,lang::A,dlouhý,langur
605,kurz::A,krátký,stuttur
606,breit::A,široký,breiður
607,schmal::A,úzký,mjór
608,dicht::A,hustý,þéttur
609,dick[Gegenstand]::A,tlustý,þykkur
610,dünn::A,tenký,þunnur
611,fein::A,jemný,fíngerður
612,fest::A,pevný,fastur
613,flach::A,plochý,flatur
614,flach::A,placatý,flatur
615,glatt::A,hladký,háll
616,glatt::A,hladký,sléttur
617,hart::A,tvrdý,harður
618,weich::A,měkký,mjúkur
619,rund::A,kulatý,kringlóttur
620,rund::A,okrouhlý,kringlóttur
621,spitz::A,špičatý,oddhvass
622,scharf::A,ostrý,beittur
623,stumpf::A,tupý,bitlaus
624,schwer::A,těžký,þungur
625,schön::A,pěkný,fagur
626,schön::A,pěkný,fallegur
627,schön::A,krásný,fagur
628,schön::A,krásný,fallegur
629,heiß::A,horký,heitur
630,warm::A,teplý,hlýr
631,warm::A,teplý,heitur
632,kalt::A,studený,kaldur
633,kühl::A,chladný,svalur
634,frisch::A,svěží,frískur
635,feucht::A,vlhký,rakur
636,feucht::A,vlhký,þvalur
637,nass::A,mokrý,votur
638,nass::A,mokrý,blautur
639,trocken::A,suchý,þurr
640,voll::A,plný,fullur
641,leer::A,prázdný,tómur
642,offen::A,otevřený,opinn
643,geschlossen::A,zavřený,lokaður
644,sauber::A,čistý,þrifinn
645,schmutzig::A,špinavý,óhreinn
646,schmutzig::A,špinavý,sóðalegur
647,roh::A,syrový,hrár
648,reif::A,zralý,þroskaður
649,lecker::A,chutný,ljúffengur
650,süß::A,sladký,sætur
651,bitter::A,hořký,beiskur
652,sauer::A,kyselý,súr
653,hell::A,světlý,bjartur
654,dunkel::A,temný,dimmur
655,schwarz::A,černý,svartur
656,weiß::A,bílý,hvítur
657,rot::A,rudý,rauður
658,rot::A,červený,rauður
659,gelb::A,žlutý,gulur
660,blau::A,modrý,blár
661,grün::A,zelený,grænn
662,grau::A,šedý,grár
663,grau::A,šedivý,grár
664,bunt::A,pestrý,marglitur
665,billig::A,levný,ódýr
666,billig::A,laciný,ódýr
667,teuer::A,drahý,dýr
668,wertvoll::A,cenný,verðmætur
669,blind::A,slepý,blindur
670,taub::A,hluchý,heyrnarlaus
671,kräftig::A,silný,öflugur
672,stark::A,silný,sterkur
673,schwach::A,slabý,veill
674,fett::A,tučný,feitur
675,fett::A,tlustý,feitur
676,schlank::A,štíhlý,grannur
677,schlank::A,štíhlý,spengilegur
678,hübsch::A,hezký,snotur
679,hübsch::A,hezký,laglegur
680,böse::A,zlý,illur
681,böse::A,zlý,vondur
682,dumm::A,hloupý,heimskur
683,faul::A,líný,latur
684,fleißig::A,pilný,iðinn
685,geizig::A,lakomý,nískur
686,klug::A,chytrý,hygginn
687,geschickt::A,šikovný,fimur
688,geschickt::A,šikovný,laginn
689,lieb::A,milý,kær
690,lieb::A,milý,ljúfur
691,lustig::A,veselý,kátur
692,sanft::A,mírný,blíður
693,hungrig::A,hladový,soltinn
694,hungrig::A,hladový,hungraður
695,krank::A,nemocný,sjúkur
696,nackt::A,nahý,nakinn
697,traurig::A,smutný,dapur
698,traurig::A,smutný,hryggur
699,traurig::A,truchlivý,dapur
700,traurig::A,truchlivý,hryggur
701,lebendig::A,živý,lifandi
702,gut::A,dobrý,góður
703,schlecht::A,špatný,slæmur
704,schlecht::A,špatný,lélegur
705,richtig::A,pravý,réttur
706,richtig::A,správný,réttur
707,schlimm::A,zlý,slæmur
708,wahr::A,pravdivý,sannur
709,alt::A,starý,gamall
710,neu::A,nový,nýr
711,ehemalig::A,bývalý,fyrrverandi
712,alt[Lebewesen]::A,starý,gamall
713,jung::A,mladý,ungur
714,arm::A,chudý,vesall
715,arm::A,chudý,fátækur
716,reich::A,bohatý,ríkur
717,reich::A,bohatý,auðugur
718,bekannt::A,známý,kunnugur
719,berühmt::A,slavný,frægur
720,fremd::A,cizí,framandi
721,fremd::A,cizí,ókunnugur
722,verschieden::A,různý,ýmis
723,verschieden::A,rozličný,ýmis
724,nah::A,blízký,nálægur
725,fern::A,daleký,fjarri
726,fern::A,daleký,fjarlægur
727,linker::A,levý,vinstri
728,rechter::A,pravý,hægri
729,anderer::A,jiný,annar
730,erster::A,první,fyrsti
731,zweiter::A,druhý,annar
732,dritter::A,třetí,þriðji
733,letzter::A,poslední,síðasti
734,allein::ADV,sám,einn
735,allein::ADV,sám,aleinn
736,auf einmal::ADV,najednou,allt í einu
737,zusammen::ADV,spolu,saman
738,zusammen::ADV,dohromady,saman
739,lange::ADV,dlouho,lengi
740,plötzlich::ADV,vtom,skyndilega
741,plötzlich::ADV,náhle,skyndilega
742,sofort::ADV,hned,strax
743,sofort::ADV,hned,þegar í stað
744,sofort::ADV,ihned,strax
745,sofort::ADV,ihned,þegar í stað
746,später::ADV,později,seinna
747,jetzt::ADV,teď,nú
748,jetzt::ADV,teď,núna
749,jetzt::ADV,nyní,nú
750,jetzt::ADV,nyní,núna
751,heute::ADV,dnes,í dag
752,heute::ADV,dneska,í dag
753,morgen::ADV,zítra,á morgun
754,bald::ADV,brzo,brátt
755,bald::ADV,brzo,bráðum
756,dann::ADV,pak,svo
757,dann::ADV,pak,síðan
758,dann::ADV,potom,svo
759,dann::ADV,potom,síðan
760,gestern::ADV,včera,í gær
761,einst::ADV,kdysi,forðum
762,damals::ADV,tehdy,þá
763,damals::ADV,tehdy,á þeim tímum
764,damals::ADV,tenkrát,þá
765,damals::ADV,tenkrát,á þeim tímum
766,danach::ADV,podle toho,á eftir því
767,vorher::ADV,dříve,áður
768,vorher::ADV,napřed,áður
769,zuerst::ADV,nejprve,fyrst
770,zuerst::ADV,nejdříve,fyrst
771,einmal::ADV,jednou,einu sinni
772,manchmal::ADV,někdy,stundum
773,oft::ADV,často,oft
774,immer::ADV,vždy,alltaf
775,immer::ADV,vždy,sífellt
776,immer::ADV,stále,alltaf
777,immer::ADV,stále,sífellt
778,niemals::ADV,nikdy,aldrei
779,hier::ADV,zde,hér
780,hier::ADV,tady,hér
781,hierhin::ADV,sem,hingað
782,von hier::ADV,odtud,héðan
783,dort::ADV,tam,þar
784,dort::ADV,tam,þarna
785,dorthin::ADV,tam,þangað
786,geradeaus::ADV,rovně,beint áfram
787,vorwärts::ADV,kupředu,áfram
788,rückwärts::ADV,zpět,aftur á bak
789,zurück::ADV,zpět,aftur
790,zurück::ADV,zpět,til baka
791,zurück::ADV,nazpět,aftur
792,zurück::ADV,nazpět,til baka
793,unten::ADV,dole,niðri
794,unten::ADV,dole,fyrir neðan
795,hinab::ADV,dolů,niður
796,hinab::ADV,dolů,niður eftir
797,oben::ADV,nahoře,uppi
798,oben::ADV,navrchu,uppi
799,hinauf::ADV,nahoru,upp
800,hinauf::ADV,nahoru,upp eftir
801,überall::ADV,všude,alls staðar
802,nicht::ADV,ne,ekki
803,ein wenig::ADV,trochu,dálítið
804,kaum::ADV,sotva,varla
805,kaum::ADV,sotva,tæplega
806,sehr::ADV,velmi,mjög
807,sehr::ADV,velice,mjög
808,so::ADV,tak,svo
809,so::ADV,tak,þannig
810,so::ADV,takto,svo
811,so::ADV,takto,þannig
812,noch::ADV,ještě,enn
813,noch::ADV,ještě,ennþá
814,nur::ADV,jen,bara
815,nur::ADV,jen,aðeins
816,nur::ADV,jenom,bara
817,nur::ADV,jenom,aðeins
818,schon::ADV,už,nú þegar
819,schon::ADV,již,nú þegar
820,wieder::ADV,zase,aftur
821,wieder::ADV,zase,að nýju
822,vergebens::ADV,marně,árangurslaust
823,vor::PRP,před,fyrir
824,hinter::PRP,za,bak við
825,hinter::PRP,za,aftur fyrir
826,unter::PRP,pod,undir
827,durch::PRP,skrz,gegnum
