,Concept_ID,el,ko
752,wegen::PRP,λόγω,때문에
753,dies::PRN,αυτό,이
754,das::PRN,το,저
755,alles::PRN,όλα,모든것
756,ich::PRN,εγώ,나
757,du::PRN,σύ,너
758,du::PRN,εσύ,너
759,er::PRN,αυτός,그
760,wir::PRN,εμείς,우리
761,ihr::PRN,εσείς,너희들
762,sie::PRN,αυτοί,그들
763,was::FPRN,τι,뭣
764,wer::FPRN,ποιος,누구
765,wo::FADV,πού,어디
766,wohin::FADV,πού,어디로
767,wohin::FADV,για πού,어디로
768,wie::FADV,πώς,어떻게
769,warum::FADV,γιατί,왜
770,wieviel::FNUM,πόσος,얼마만큰
771,eins::NUM,ένα,하나
772,zwei::NUM,δύο,둘
773,drei::NUM,τρία,셋
774,drei::NUM,τρεις,셋
775,vier::NUM,τέσσερα,넷
776,vier::NUM,τέσσερις,넷
777,fünf::NUM,πέντε,다섯
778,sechs::NUM,έξι,여섯
779,sieben::NUM,εφτά,일곱
780,acht::NUM,οχτώ,여덟
781,neun::NUM,εννιά,아홉
782,zehn::NUM,δέκα,열
783,elf::NUM,έντεκα,열하나
784,zwölf::NUM,δώδεκα,열둘
785,zwanzig::NUM,είκοσι,스물
786,dreißig::NUM,τριάντα,서름
787,vierzig::NUM,σαράντα,마흔
788,fünfzig::NUM,πενήντα,숸
789,sechzig::NUM,εξήντα,에순
790,siebzig::NUM,εβδομήντα,일흔
791,achtzig::NUM,ογδόντα,여든
792,neunzig::NUM,ενενήντα,아흔
793,hundert::NUM,εκατό,백
794,tausend::NUM,χίλιοι,천
795,und::CNJ,και,와
796,oder::CNJ,ή,아니면
797,stehen::V,στέκομαι,서다
798,stehen::V,είμαι όρθιος,서다
799,sitzen::V,κάθομαι,앉다
800,liegen::V,είμαι ξαπλωμένος,눕다
801,hängen::V,κρέμομαι,달다
802,werden::V,γίνομαι,되다
803,passieren::V,συμβαίνω,지장옶다
804,beginnen::V,αρχίζω,시작되다
805,enden::V,τελειώνω,큳내다
806,wechseln::V,αλλάζω,병경하다
807,aufgehen[Sonne]::V,βγαίνω,뜨다
808,aufgehen[Sonne]::V,ανατέλλω,뜨다
809,untergehen[Sonne]::V,δύω,지다
810,untergehen[Sonne]::V,βασιλεύω,지다
811,scheinen[Sonne]::V,λάμπω,빛나다
812,donnern::V,βροντώ,천둥치다
813,wehen::V,φυσώ,풀다
814,strömen::V,ρέω,흐르다
815,strömen::V,τρέχω,흐르다
816,fließen::V,ρέω,흐르다
817,sich drehen::V,γυρίζω,돌다
818,sich drehen::V,στρέφομαι,돌다
819,schwanken::V,ταλαντεύομαι,동요하다
820,schwingen::V,αιωρούμαι,흔들다
821,schwingen::V,ταλαντεύομαι,흔들다
822,fallen::V,πέφτω,떨어지다
823,brennen::V,καίω,타다
824,rauchen::V,καπνίζω,김이나다
825,regnen::V,βρέχω,비가오다
826,gefrieren::V,παγώνω,얼다
827,tauen::V,λειώνω,녹다
828,schmelzen::V,λειώνω,녹다
829,trocknen::V,στεγνώνω,홈치다
830,sieden::V,βράζω,끓다
831,faulen::V,σαπίζω,부패하다
832,verfaulen::V,σαπίζω,썩다
833,reißen::V,σχίζω,지바찢다
834,versinken::V,βουλιάζω,가라앉다
835,versinken::V,βυθίζομαι,가라앉다
836,vergehen::V,περνώ,지나가다
837,erscheinen::V,εμφανίζομαι,나타나다
838,verschwinden::V,χάνομαι,사라지다
839,verschwinden::V,εξαφανίζομαι,사라지다
840,sinken::V,κατεβαίνω,가라앉다
841,abnehmen::V,μειώνομαι ,떼어내다
842,zunehmen::V,αυξάνω,증가하다
843,zunehmen::V,μεγαλώνω,증가하다
844,steigen::V,ανεβαίνω,상승하다
845,wachsen::V,μεγαλώνω,생기하다
846,glänzen::V,γυαλίζω,뛰오나다
847,funkeln::V,αστράφτω,불티가잍어나다
848,funkeln::V,σπιθοβολώ,불티가잍어나다
849,lärmen::V,θορυβώ,떠들다
850,läuten::V,χτυπώ ,울시다
851,klingeln::V,κουδουνίζω,초닌총을울리다
852,klirren::V,κουδουνίζω,탁탁울리다
853,brausen::V,βουΐζω,쏴쏴소리내다
854,rauschen::V,βουΐζω,솨솨
855,klingen::V,ηχώ,반향하다
856,bellen::V,γαυγίζω,짖다
857,heulen::V,ουρλιάζω,포효하다
858,blasen::V,φυσώ,불다
859,pfeifen::V,σφυρίζω,피리를불다
860,schreien::V,κραυγάζω,절규하다
861,stöhnen::V,βογγώ,신음하다
862,zittern::V,τρέμω,저뉼하다
863,leben::V,ζω,살다
864,geboren werden::V,γεννιέμαι,태어난
865,atmen::V,αναπνέω,숨쉬다
866,trinken::V,πίνω,마시다
867,essen::V,τρώω,먹다
868,schlucken::V,καταπίνω,들이켜다
869,müde werden::V,κουράζομαι,
870,einschlafen::V,αποκοιμιέμαι,잠들다
871,schlafen::V,κοιμάμαι,자다
872,aufwachen::V,ξυπνώ,눈트다
873,aufstehen::V,σηκώνομαι,서다
874,sich erholen::V,ξεκουράζομαι,회복하다
875,krank werden::V,αρρωσταίνω,
876,krank sein::V,ασθενώ,
877,schmerzen::V,πονώ,아프다
878,husten::V,βήχω,잔기침하다
879,genesen::V,θεραπεύομαι,낫다
880,sterben::V,πεθαίνω,죽다
881,umkommen::V,πεθαίνω,못쓰게되다
882,sich bewegen::V,κουνιέμαι,움직이다
883,sich rühren::V,σαλεύω,움직이다
884,sich erheben::V,επαναστατώ,이러서다
885,sich setzen::V,κάθομαι,앉히다
886,hinfallen::V,πέφτω κάτω,넘어지다
887,laufen::V,τρέχω,걷다
888,schreiten::V,βαδίζω,보행하다
889,spazierengehen::V,κάνω βόλτα,산보하다
890,spazierengehen::V,πηγαίνω περίπατο,산보하다
891,eilen::V,σπεύδω,서둘다
892,sich beeilen::V,βιάζομαι,서둘게하다
893,sausen::V,τρέχω γρήγορα,서들러 떠나다
894,rennen::V,τρέχω,달리다
895,springen::V,πηδώ,도약하다
896,klettern::V,σκαρφαλώνω,갑겨오르다
897,schaukeln::V,κουνιέμαι,흔들리게하다
898,kriechen::V,έρπω,기다
899,kriechen::V,σέρνομαι,기다
900,schwimmen::V,κολυμπώ,헤엄치다
901,tauchen::V,βουτώ,잠기다
902,rudern::V,κωπηλατώ,물을헤치다
903,fahren::V,πηγαίνω,가다
904,fahren::V,πηγαίνω,나르다
905,fliegen::V,πετώ,날다
906,gehen::V,βαδίζω,가다
907,gehen::V,πηγαίνω,가다
908,weggehen::V,φεύγω,팔리다
909,abfahren::V,ξεκινώ,출발하다
910,abfahren::V,αναχωρώ,출발하다
911,anhalten::V,σταματώ,멈추다
912,hineingehen::V,μπαίνω,(그리로)가다
913,eintreten::V,μπαίνω,들러가다
914,eintreten::V,εισέρχομαι,들러가다
915,kommen::V,έρχομαι,오다
916,ankommen::V,φτάνω,고챀하다
917,zurückkommen::V,επιστρέφω,보기
918,bleiben::V,μένω,체류
919,warten::V,περιμένω,기다리다
920,erwarten::V,αναμένω,기대하다
921,erwarten::V,περιμένω,기대하다
922,suchen::V,ψάχνω,찾다
923,suchen::V,ψάχνω,구하다
924,finden::V,βρίσκω,찾아내다
925,versuchen::V,προσπαθώ,시험하다
926,vorbereiten::V,προετοιμάζω,재비하다
927,lieben::V,αγαπώ,사랑하다
928,mögen::V,μου αρέσει,줗아하다
929,lachen::V,γελώ,웃다
930,rühren::V,συγκινώ,건드리다
931,weinen::V,κλαίω,울다
932,schimpfen::V,βρίζω,꾸짖다
933,sich ärgern::V,θυμώνω,화를내게 하다
934,sich fürchten::V,φοβάμαι,두려원하다
935,fürchten::V,φοβάμαι,두려원하다
936,fliehen::V,φεύγω,도망치다
937,flüchten::V,δραπετεύω,도주하다
938,sehen::V,βλέπω,보다
939,anschauen::V,κοιτάζω,바라보다
940,ansehen::V,βλέπω,바라보다
941,hören::V,ακούω,듣다
942,zuhören::V,ακούω,듣다
943,probieren::V,δοκιμάζω,시식하다
944,riechen::V,μυρίζω,내새를맡다
945,riechen::V,οσφραίνομαι,내새를맡다
946,fühlen::V,αισθάνομαι,느끼다
947,scheinen::V,φαίνομαι,...것같다
948,zu sehen sein::V,φαίνομαι,보이는
949,vernehmen::V,ακούω,듣다
950,vernehmen::V,ακούω,들어서일다
951,vernehmen::V,μαθαίνω,듣다
952,vernehmen::V,μαθαίνω,들어서일다
953,frieren::V,κρυώνω,춥다
954,tun::V,κάνω,하다
955,können::V,ξέρω,할주릴다
956,können::V,μπορώ,할주릴다
957,wollen::V,θέλω,바라다
958,anfangen::V,αρχίζω,시작하다
959,beenden::V,τελειώνω,다하다
960,aufhören::V,παύω,그만두다
961,gelingen::V,πετυχαίνω,성국하다
962,geraten::V,γίνομαι,잘되어가다
963,öffnen::V,ανοίγω,열다
964,schließen::V,κλείνω,추측하다
965,stellen::V,θέτω,세우다
966,setzen::V,θέτω,놓다
967,legen::V,θέτω,눕히다
968,berühren::V,εγγίζω,대다
969,verbinden::V,συνδέω,옝열하다
970,bedecken::V,σκεπάζω,덮다
971,aufhängen::V,κρεμώ,매달다
972,anzünden::V,ανάβω,점화하다
973,aufheben::V,σηκώνω,위로올리다
974,zurücklassen::V,εγκαταλείπω,튀에남기다
975,verlieren::V,χάνω,잃다
976,fallen lassen::V,αφήνω να πέσει,떨어뜨리다
977,machen::V,κάνω,하다
978,machen::V,φτιάχνω,하다
979,herstellen::V,κατασκευάζω,제조하다
980,bauen::V,χτίζω,짓다
981,bauen::V,οικοδομώ,짓다
982,reparieren::V,επισκευάζω,수셩자다
983,reparieren::V,επιδιορθώνω,수셩자다
984,verbessern::V,βελτιώνω,정정하다
985,verbessern::V,καλυτερεύω,정정하다
986,ändern::V,αλλάζω,바꾸다
987,graben::V,σκάβω,파다
988,beugen::V,λυγίζω,구부리다
989,biegen::V,κάμπτω,굽히다
990,drehen::V,στρέφω,회전
991,wenden::V,γυρίζω,회전시키다
992,umdrehen::V,γυρίζω,회전시키다
993,heben::V,υψώνω,일으아키다
994,heben::V,σηκώνω,일으아키다
995,hochheben::V,υψώνω,틀어올리다
996,hochheben::V,σηκώνω,틀어올리다
997,ergreifen::V,πιάνω,잡다
998,ergreifen::V,αρπάζω,잡다
999,halten::V,βαστώ,잡다
1000,drücken::V,πιέζω,누르다
1001,schieben::V,σπρώχνω,밀다
1002,kratzen::V,γρατσουνίζω,긁다
1003,lecken::V,γλείφω,핥다
1004,beißen::V,δαγκάνω,물다
1005,abreißen::V,κόβω,
1006,abreißen::V,σχίζω,
1007,abschneiden::V,αποκόπτω,귾어내다
1008,binden::V,δένω,매다
1009,stecken::V,χώνω,찌르다
1010,brechen::V,σπάζω,금
1011,klopfen::V,χτυπώ,치다
1012,klopfen::V,τινάζω,치다
1013,hauen::V,χτυπώ,때리다
1014,kleben::V,κολλώ,들러붙다
1015,reiben::V,τρίβω,문지르다
1016,streichen::V,αλείφω,쓰다듬다
1017,schleifen::V,ακονίζω,갈다
1018,schneiden::V,κόβω,베다
1019,rütteln::V,σείω,흔들다
1020,rütteln::V,τινάζω,흔들다
1021,schütteln::V,σείω,흔들다
1022,schütteln::V,κουνώ,흔들다
1023,schwenken::V,κουνώ,흔들다
1024,schütten::V,χύνω,따르다
1025,füllen::V,γεμίζω,담다
1026,einwickeln::V,τυλίγω,싸다
1027,tragen::V,φέρνω,지우다
1028,schleppen::V,κουβαλώ,끌다
1029,ziehen::V,τραβώ,당기다
1030,aufbewahren::V,φυλάω,간직하다
1031,werfen::V,ρίχνω,던지다
1032,fangen::V,πιάνω,밥다
1033,packen::V,τσακώνω,쥐다
1034,verstecken::V,κρύβω,숨기다
1035,teilen::V,μερίζω,나누다
1036,schicken::V,στέλνω,보내다
1037,bringen::V,φέρνω,가겨
1038,hinzufügen::V,προσθέτω,부가하다
1039,bekommen::V,προσκομίζω,얻다
1040,erhalten::V,παίρνω,지니다
1041,erhalten::V,λαμβάνω,지니다
1042,nehmen::V,πιάνω,잡다
1043,nehmen::V,παίρνω,잡다
1044,wählen::V,εκλέγω,선거하다
1045,auswählen::V,διαλέγω,선출하다
1046,bewahren::V,διατηρώ,저장보종
1047,behindern::V,εμποδίζω,훼방하다
1048,verderben::V,χαλώ,못쓰게 되다
1049,beschädigen::V,ζημιώνω,상하게하다
1050,zerbrechen::V,σπάζω,깨뜨리다
1051,zerreißen::V,σχίζω,잡아쫓다
1052,zerstören::V,καταστρέφω,파괴하다
1053,verbrennen::V,καίω,소실하다
1054,geben::V,δίνω,주다
1055,reichen::V,δίνω,내일다
1056,schenken::V,χαρίζω,주다
1057,versprechen::V,υπόσχομαι,약속하다
1058,wünschen::V,εύχομαι,바라다
1059,loben::V,επαινώ,칭찬하다
1060,küssen::V,φιλώ,키스하다
1061,wiegen::V,κουνώ,어르다
1062,wiegen::V,νανουρίζω,어르다
1063,zudecken::V,σκεπάζω,뚜꺼을하다
1064,wecken::V,ξυπνώ,깨우다
1065,zeigen::V,δείχνω,보이다
1066,führen::V,οδηγώ,가게하다
1067,lehren::V,διδάσκω,가르치다
1068,unterrichten::V,διδάσκω,가르지다
1069,aufziehen::V,ανατρέφω,사육하다
1070,leiten::V,ηγούμαι,이끌다
1071,leiten::V,διευθύνω,이끌다
1072,antreiben::V,σπρώχνω,몰다
1073,antreiben::V,παρακινώ,몰다
1074,lassen::V,αφήνω,내버려두다
1075,einladen::V,προσκαλώ,초청하다
1076,vereinigen::V,ενώνω,하나로하다
1077,besuchen::V,επισκέπτομαι,방문하다
1078,treffen::V,συναντώ,만나다
1079,sich versammeln::V,μαζεύομαι,조립하다
1080,spielen::V,παίζω,눌다
1081,singen::V,τραγουδώ,노래하다
1082,tanzen::V,χορεύω,춤추하다
1083,sich trennen::V,αποχωρίζομαι,가르다
1084,verlassen::V,εγκαταλείπω,버림받은
1085,retten::V,σώζω,구조하다
1086,bewachen::V,φρουρώ,치키다
1087,schützen::V,προστατεύω,보호하다
1088,verteidigen::V,υπερασπίζω,막다
1089,sich schlagen::V,χτυπιέμαι,치다
1090,schießen::V,πυροβολώ,쏘다
1091,siegen::V,νικώ,이기다
1092,ärgern::V,τσαντίζω,성을내게하다
1093,schlagen::V,χτυπώ,치다
1094,treten::V,κλοτσώ,디디다
1095,stechen::V,τρυπώ,찌르다
1096,stoßen::V,ωθώ,찌르다
1097,stoßen::V,σπρώχνω,찌르다
1098,stehlen::V,κλέβω,훔치다
1099,stören::V,διαταράσσω,움직이다
1100,belästigen::V,ενοχλώ,괴롭히다
1101,verbergen::V,κρύβω,숨기다
1102,täuschen::V,παραπλανώ,속이다
1103,betrügen::V,απατώ,속이다
1104,töten::V,σκοτώνω,죽이다
1105,töten::V,θανατώνω,죽이다
1106,wohnen::V,μένω,실다
1107,wohnen::V,κατοικώ,실다
1108,arbeiten::V,δουλεύω,일하다
1109,arbeiten::V,εργάζομαι,일하다
1110,sammeln::V,μαζεύω,모으다
1111,sammeln::V,συλλέγω,모으다
1112,pflücken::V,κόβω,꿔다
1113,jagen::V,κυνηγώ,사냥하다
1114,fischen::V,ψαρεύω,고기를잡다
1115,fassen::V,πιάνω,움켜쥐다
1116,hüten::V,φυλάγω,망보다
1117,hüten::V,προσέχω,망보다
1118,treiben::V,οδηγώ,몰아세우다
1119,anbinden::V,δένω,묶다
1120,füttern::V,ταΐζω,사료를주다
1121,melken::V,αρμέγω,젖을짜다
1122,hacken::V,κόβω,자르다
1123,gießen::V,ποτίζω,물을대다
1124,reifen::V,ωριμάζω,성숙하다
1125,zubereiten::V,ετοιμάζω,조제하다
1126,kochen::V,βράζω,요리하다
1127,backen::V,ψήνω,쿱다
1128,braten::V,τηγανίζω,굽다
1129,umrühren::V,ανακατεύω,교반하다
1130,stricken::V,πλέκω,뜨개질하다
1131,nähen::V,ράβω,꿰매다
1132,färben::V,βάφω,채색하다
1133,färben::V,χρωματίζω,채색하다
1134,reinigen::V,καθαρίζω,청소하다
1135,waschen::V,πλένω,씻다
1136,abwischen::V,σφουγγίζω,닦다
1137,spülen::V,ξεπλένω,씻다
1138,fegen::V,σκουπίζω,소체하다
1139,kehren::V,σκουπίζω,청소하다
1140,baden::V,κάνω μπάνιο,감다
1141,sich waschen::V,πλένομαι,모믈 씻다
1142,ausziehen::V,βγάζω,벗다
1143,anziehen::V,φορώ,끌어움직이다
1144,sich anziehen::V,ντύνομαι,
1145,kämmen::V,χτενίζω,빗다
1146,schmücken::V,στολίζω,치레하다
1147,sagen::V,λέω,말하다
1148,sprechen::V,μιλώ,말하다
1149,reden::V,μιλώ,이야기하다
1150,reden::V,κουβεντιάζω,이야기하다
1151,sich unterhalten::V,συνομιλώ,
1152,sich unterhalten::V,κουβεντιάζω,
1153,fragen::V,ρωτώ,질문하다
1154,bitten::V,ζητώ,원하다
1155,bitten::V,παρακαλώ,원하다
1156,erzählen::V,διηγούμαι,이야기하다
1157,mitteilen::V,πληροφορώ,이야기하다
1158,nennen::V,ονομάζω,부르다
1159,rufen::V,φωνάζω,불러내다
1160,prahlen::V,καυχιέμαι,자랑하다
1161,übersetzen::V,μεταφράζω,번역하다
1162,denken::V,σκέφτομαι,생각하다
1163,glauben::V,πιστεύω,믿다
1164,bemerken::V,παρατηρώ,인자하다
1165,erkennen::V,αναγνωρίζω,인식하다
1166,begreifen::V,καταλαβαίνω,파악하다
1167,verstehen::V,ακούω,이해하다
1168,lernen::V,μαθαίνω,배우다
1169,wissen::V,ξέρω,알다
1170,sich erinnern an::V,θυμάμαι,상기하다
1171,vergessen::V,ξεχνώ,잊다
1172,messen::V,μετρώ,측정하다
1173,zählen::V,μετρώ,세다
1174,rechnen::V,λογαριάζω,게산하다
1175,lesen::V,διαβάζω,읽다
1176,malen::V,ζωγραφίζω,그리다
1177,zeichnen::V,σχεδιάζω,소묘하다
1178,schreiben::V,γράφω,쓰다
1179,besitzen::V,κατέχω,소유하다
1180,kaufen::V,αγοράζω,사다
1181,verkaufen::V,πουλώ,팔다
1182,bezahlen::V,πληρώνω,지불하다
1183,zahlen::V,πληρώνω,치르다
1184,beherrschen::V,κυριαρχώ,지배하다
1185,ertragen::V,βαστώ,참다
1186,ertragen::V,αντέχω,참다
