,Concept_ID,ta,os
646,hübsch::A,அழகிய,рӕсугъд
647,böse::A,கேடு விளைவிக்கும்,фыдзӕрдӕ
648,dumm::A,முட்டாள்தனமான,ӕдылы
649,faul::A,சோம்பலான,зивӕг
650,faul::A,சோம்பலான,зивӕггӕнаг
651,fleißig::A,ஊக்கந்தளராத,æнæзивæг
652,fleißig::A,ஊக்கந்தளராத,æнувыд
653,geizig::A,கஞேசத்தனமான,чъынды
654,geizig::A,கஞேசத்தனமான,æлгъин
655,geizig::A,கஞேசத்தனமான,мæрддзæст
656,klug::A,சாதுரியமான,зондджын
657,geschickt::A,திறமையள்ள,хӕрзарӕхст
658,lieb::A,அன்புக்குரிய,уарзон
659,lustig::A,களிப்புமிக்க,хъӕлдзӕг
660,sanft::A,சாதுவான,мынчын
661,hungrig::A,பசியுடன்,ӕххормаг
662,krank::A,நோயுற்று,нӕфӕразгӕ
663,nackt::A,ஆடையற்ற,бӕгънӕг
664,traurig::A,சோகமான,ӕрхӕндӕг
665,lebendig::A,பிழைப்பு,цардӕгас
666,gut::A,நல்ல,хорз
667,schlecht::A,கெட்ட,цауд
668,richtig::A,சரியான,раст
669,schlimm::A,அருவருப்பான,ӕвзӕр
670,wahr::A,உண்மையான,ӕцӕг
671,alt::A,பழைய,зӕронд
672,neu::A,புதிய,ног
673,ehemalig::A,முன்நாள்,раздӕры
674,alt[Lebewesen]::A,வயதான,ацӕргӕ
675,jung::A,இளமையான,ӕрыгон
676,arm::A,ஏழ்மையான,мӕгуыр
677,reich::A,செல்வம் படைத்த,хъӕздыг
678,bekannt::A,பழக்கப்பட்ட,зонгӕ
679,berühmt::A,புகழ்பெற்ற,номдзыд
680,fremd::A,அயல் நாட்டு,æцæгæлон
681,verschieden::A,வித்தியாசமான,æндæр æмæ æндæр
682,verschieden::A,வித்தியாசமான,алы
683,verschieden::A,வித்தியாசமான,алыхуызон
684,nah::A,பக்கத்தில் உள்ள,хӕстӕг
685,fern::A,தொலை தூரத்தில்,дард
686,fern::A,தொலை தூரத்தில்,дӕрддаг
687,linker::A,மீந்திருக்கும்,галиу
688,rechter::A,வலதுபக்கம்,рахиз
689,anderer::A,மற்ற,иннӕ
690,anderer::A,மற்ற,ӕндӕр
691,erster::A,முதனமையான,фыццаг
692,erster::A,முதனமையான,фыццӕгӕм
693,zweiter::A,இரண்டாவது,дыккаг
694,zweiter::A,இரண்டாவது,дыккæгæм
695,dritter::A,மூன்றாவது,æртыккаг
696,dritter::A,மூன்றாவது,æртыккæгæм
697,letzter::A,கடைசி,фӕстаг
698,allein::ADV,தனியாக,иунæг
699,auf einmal::ADV,தடீரென்று,уайтагъд
700,auf einmal::ADV,தடீரென்று,æвиппайды
701,auf einmal::ADV,தடீரென்று,æваст
702,zusammen::ADV,சேர்ந்து,иумӕ
703,lange::ADV,அதிக நோம்,бирæ рæстæг
704,plötzlich::ADV,தடீரென்று,æвиппайды
705,plötzlich::ADV,தடீரென்று,æваст
706,sofort::ADV,உடனடியாக,уыцы сахат
707,sofort::ADV,உடனடியாக,уайтагъд
708,später::ADV,பிறகு,фæстæдæр
709,jetzt::ADV,இப்பொழது,ныр
710,heute::ADV,இன்று,абон
711,morgen::ADV,நாளைக்கு,райсом
712,bald::ADV,சீக்கிரம்,тагъд
713,bald::ADV,சீக்கிரம்,рæхджы
714,dann::ADV,அப்பொழுது,стæй
715,gestern::ADV,நேற்று,знон
716,einst::ADV,ஒரே முறை,кӕддӕр
717,damals::ADV,அப்பொழுது,уæд
718,danach::ADV,பிற்பாடு,стæй
719,danach::ADV,பிற்பாடு,уый фæстæ
720,vorher::ADV,முன்பாக,раздæр
721,zuerst::ADV,முதலில்,фыццаг
722,einmal::ADV,ஒரே முறை,иу хатт
723,manchmal::ADV,சில நேரங்களில்,хатт
724,oft::ADV,அடிக்கடி,арæх
725,immer::ADV,எப்பொழுதும்,ӕдзух
726,niemals::ADV,ஒருபோதும் இல்லை,никуы
727,niemals::ADV,ஒருபோதும் இல்லை,никæд
728,hier::ADV,இங்கே,ам
729,hierhin::ADV,இவ்விடத்திற்கு,ардӕм
730,von hier::ADV,இனி,ардыгæй
731,dort::ADV,அங்கே,уым
732,dorthin::ADV,அவ்விடத்திற்கு,уырдӕм
733,geradeaus::ADV,முன்னாலிருக்கும்,æргом
734,vorwärts::ADV,முன்புறமாக,размӕ
735,rückwärts::ADV,பின்னோக்கி,фӕстӕмӕ
736,zurück::ADV,பின்பக்கம்,фӕстӕмӕ
737,unten::ADV,கீழாக,дæлæ
738,unten::ADV,கீழாக,дæлейы
739,unten::ADV,கீழாக,бынæй
740,hinab::ADV,கீழ் நோக்கி,дӕлӕмӕ
741,hinab::ADV,கீழ் நோக்கி,уырдыгмӕ
742,oben::ADV,மேலே,уӕле
743,hinauf::ADV,மேலே,уӕлӕмӕ
744,überall::ADV,எல்லா இடத்திலும்,алыран
745,überall::ADV,எல்லா இடத்திலும்,алкæм
746,überall::ADV,எல்லா இடத்திலும்,кæмдæриддæр
747,nicht::ADV,இல்லை,нӕ
748,ein wenig::ADV,கொஞ்சம்,чысыл
749,kaum::ADV,அரிதாக,цъус
750,sehr::ADV,மிக்க,тынг
751,sehr::ADV,மிக்க,иттӕг
752,so::ADV,மிகவும்,афтӕ
753,noch::ADV,இப்பொழுதும்,ма
754,nur::ADV,மட்டும்,канд
755,nur::ADV,மட்டும்,ӕрмӕст
756,schon::ADV,ஏற்கனவே,нырид
757,wieder::ADV,மறுபடியும்,ногӕй
758,vergebens::ADV,வீண்,дзæгъæлы
759,vergebens::ADV,வீண்,уæгъды
760,vergebens::ADV,வீண்,æнæхъуаджы
761,vor::PRP,முன்,разы
762,hinter::PRP,பின்பக்கம்,фӕстӕ
763,unter::PRP,கீழே,бын
764,durch::PRP,ஊடே,æхсæнты
765,neben::PRP,அடுத்து,цур
766,zwischen::PRP,இடையில்,астӕу
767,wegen::PRP,ஏனெனில்,тыххай
768,dies::PRN,இது,ай
769,das::PRN,அது,уый
770,alles::PRN,ஒவ்வொன்றும்,алцы
771,alles::PRN,ஒவ்வொன்றும்,æппæтдæр
772,alles::PRN,ஒவ்வொன்றும்,иууылдӕр
773,ich::PRN,நான்,æз
774,du::PRN,நீ,ды
775,er::PRN,அவன்,уый
776,wir::PRN,நாம்,мах
777,wir::PRN,நாங்கள்,мах
778,ihr::PRN,நீங்கள்,сымах
779,sie::PRN,அவர்கள்,уыдон
780,was::FPRN,என்ன,цы
781,wer::FPRN,யார்,чи
782,wo::FADV,எங்கே,кӕм
783,wohin::FADV,எதற்கு,кӕдӕм
784,wie::FADV,எப்படி,куыд
785,warum::FADV,ஏன்,цӕмӕн
786,wieviel::FNUM,எவ்வளவு,цал
787,eins::NUM,ஒன்று,иу
788,zwei::NUM,இரண்டு,дыууӕ
789,drei::NUM,மூன்று,ӕртӕ
790,vier::NUM,நான்கு,цыппар
791,fünf::NUM,ஐந்து,фондз
792,sechs::NUM,ஆறு,ӕхсӕз
793,sieben::NUM,ஏழு,авд
794,acht::NUM,எட்டு,аст
795,neun::NUM,ஒன்பது,фараст
796,zehn::NUM,பத்து,дӕс
797,elf::NUM,பதினொன்று,иуæндæс
798,zwölf::NUM,பன்னிரண்டு,дыууадæс
799,zwanzig::NUM,இருபது,дыууын
800,dreißig::NUM,முப்பது,æртын
801,dreißig::NUM,முப்பது,дæсæмæссæдз
802,vierzig::NUM,நாற்பது,цыппор
803,vierzig::NUM,நாற்பது,цыппур
804,vierzig::NUM,நாற்பது,дыууиссæдзы
805,fünfzig::NUM,ஐமபது,фӕндзай
806,sechzig::NUM,அறுபது,æхсай
807,sechzig::NUM,அறுபது,æртиссæдзы
808,siebzig::NUM,எழுபது,æвдай
809,siebzig::NUM,எழுபது,дæс æмæ æртиссæдзы
810,achtzig::NUM,எண்பது,цыппарыссæдзы
811,achtzig::NUM,எண்பது,æстай
812,neunzig::NUM,தொன்னூறு,нæуæдз
813,neunzig::NUM,தொன்னூறு,дæс æмæ цыппарыссæдзы
814,hundert::NUM,நூறு,сӕдӕ
815,tausend::NUM,ஆயிரம்,мин
816,und::CNJ,மற்றும்,ӕмӕ
817,oder::CNJ,அல்லது,кӕнӕ
818,stehen::V,நில்,лӕууын
819,sitzen::V,உட்கார்,бадын
820,liegen::V,படு,хуыссын
821,hängen::V,தொங்கச் செய்,ауыгъд уын
822,werden::V,ஆகு,суӕвын
823,passieren::V,நிகழ்,æрцæуын
824,beginnen::V,ஆரம்பி,райдайын
825,enden::V,முடி,фæуын
826,wechseln::V,மாற்று,ивын
827,aufgehen[Sonne]::V,உயர எழு,скæсын
828,untergehen[Sonne]::V,பொறுத்து, аныгуылын
829,scheinen[Sonne]::V,பிரகாசி,рухс кӕнын
830,donnern::V,இடி,нæрын
831,wehen::V,வீசு,дымын
832,strömen::V,பாயதல்,кӕлын
833,fließen::V,நீரோட்டம் போக்கில் போ,цæуын
834,fließen::V,நீரோட்டம் போக்கில் போ,уайын
835,fließen::V,நீரோட்டம் போக்கில் போ,кæлын
836,sich drehen::V,சுழல்,зилын
837,schwanken::V,தள்ளாடு,æнкъуысын
838,schwingen::V,ஆடு,æнкъуысын
839,schwingen::V,ஆடு,змæлын
840,fallen::V,விழு,хауын
841,brennen::V,எரி,судзын
842,rauchen::V,பகை பிடி,фæздæг кæнын
843,regnen::V,மழை பெய்,уарын
844,gefrieren::V,உறைந்துவிடு,сӕлын
845,tauen::V,உருகு,стайын
846,schmelzen::V,உருகு,тайын
847,trocknen::V,உலர்த்து,хус кæнын
848,sieden::V,கொதிக்க வை,фыцын
849,faulen::V,அழுகச் செய்,ӕмбийын
850,verfaulen::V,அழுகச் செய்,бамбийын
851,reißen::V,திடீரென அறு,скъуийын
852,versinken::V,மூழ்கு,дӕлдон_кӕнын
853,vergehen::V,கடந்துசெல்,аивгъуийын
854,erscheinen::V,தோன்றச்,разынын
855,verschwinden::V,மறைந்து போ,фæтары уын
856,verschwinden::V,மறைந்து போ,фæдæлдзæх уын
857,verschwinden::V,மறைந்து போ,фесæфын
858,verschwinden::V,மறைந்து போ,æрбайсæфын
859,sinken::V,பதைவுறு,дæлæмæ æрхауын
860,abnehmen::V,குறை,фæкъаддæр уын
861,abnehmen::V,குறை,фæцух уын
862,zunehmen::V,உயர்த்து,фæфылдæр уын
863,zunehmen::V,உயர்த்து,сбирæ уын
864,zunehmen::V,உயர்த்து,сахадын
865,steigen::V,உயர எழு,сыстын
866,wachsen::V,வளர்,рӕзын
867,glänzen::V,மிளிர்,ӕрттивын
868,funkeln::V,பிரகாசி,тыбар-тыбур_кӕнын
869,lärmen::V,கொம்பு,хъæлæба кæнын
870,läuten::V,மணியொலியிசை,цæгъдын
871,klingeln::V,மணி அடி,цæгъдын
872,klirren::V,கிலுங்கு,дзыгъал-мыгъул кæнын
873,klirren::V,கிலுங்கு,дзæгъ-дзæгъ кæнын
874,brausen::V,இரைதல்,абухын
875,rauschen::V,சலசலப்பு,
876,klingen::V,சிலம்புதல்,зæлын
877,klingen::V,சிலம்புதல்,азæлын
878,klingen::V,சிலம்புதல்,хъуысын
879,bellen::V,குரை,рæйын
880,heulen::V,ஊளையிடு,ниуын
881,blasen::V,ஊது,фу кӕнын
882,pfeifen::V,சீழ்க்கை எழப்பு,æхситт кæнын
883,pfeifen::V,சீழ்க்கை எழப்பு,къуыззитт кæнын
884,schreien::V,கூச்சலிடு,хъӕр кӕнын
885,stöhnen::V,வேதனை,хъæрзын
886,stöhnen::V,வேதனை,дзыназын
887,zittern::V,நடுங்கு,ризын
888,leben::V,உயிருடனிரு,цӕрын
889,geboren werden::V,பிற,райгуырын
890,atmen::V,சுவாசி,улӕфын
891,trinken::V,குடி,нуазын
892,essen::V,சாப்பிடு,хӕрын
893,schlucken::V,முழுங்கு,ныхъуырын
894,müde werden::V,கையயர்தல்,бафæллайын
895,müde werden::V,கையயர்தல்,бафæлмæцын
896,müde werden::V,கையயர்தல்,сфæлмæцын
897,einschlafen::V,தூங்க,бафынæй уын
898,schlafen::V,தூங்கு,хуыссын
899,schlafen::V,தூங்கு,фынӕй кӕнын
900,aufwachen::V,எழுப்பு,райхъал уын
901,aufstehen::V,எழுந்திரு,стын
902,sich erholen::V,இளைப்பாறு,фæллад уадзын
903,sich erholen::V,இளைப்பாறு,улæфын
904,krank werden::V,விழுதல்,фӕрынчын уын
905,krank sein::V,நருக்கலாயிருக்க,сӕйын
906,schmerzen::V,நோவுறு,риссын
907,husten::V,இருமு,хуыфын
908,genesen::V,குணம் அடை,сдзæбæх уын
909,genesen::V,குணம் அடை,рандидзын
910,genesen::V,குணம் அடை,сæндидзын
911,sterben::V,மரணமடை,мӕлын
912,umkommen::V,நசி,фесæфын
913,umkommen::V,நசி,байсæфын
914,umkommen::V,நசி,бабын уын
915,umkommen::V,நசி,мард фæуын
916,sich bewegen::V,நகர்த்து,тæлфын
917,sich bewegen::V,நகர்த்து,цæуын
918,sich rühren::V,அசை,змӕлын
919,sich erheben::V,எழுந்து நில்,стын
920,sich setzen::V,உட்கார்,сбадын
921,hinfallen::V,விழு,ӕрхауын
922,laufen::V,நட,цӕуын
923,laufen::V,நட,рацу-бацу_кӕнын
924,schreiten::V,கவடுவைத்தல்,къахдзæф кæнын
925,schreiten::V,கவடுவைத்தல்,санчъех кæнын
926,schreiten::V,கவடுவைத்தல்,цæуын
927,spazierengehen::V,உலவு,озер кæнын
928,spazierengehen::V,உலவு,тезгъо кæнын
929,eilen::V,விரைந்து,тагъд кæнын
930,eilen::V,விரைந்து,тындзын
931,sich beeilen::V,அவசரப்படுத்து,тагъд кæнын
932,sich beeilen::V,அவசரப்படுத்து,тындзын
933,sausen::V,விரைந்து செல்,уайын
934,sausen::V,விரைந்து செல்,тæхын
935,rennen::V,ஓடு,згъорын
936,springen::V,குதி,гæпп кæнын
937,springen::V,குதி,сæррæтт кæнын
938,springen::V,குதி,лиуырын
939,klettern::V,ஏறு,хилын
940,schaukeln::V,தள்ளாடு,хецъро кæнын
941,schaukeln::V,தள்ளாடு,херыйыл бадын
942,kriechen::V,மெதுவாக நடந்து செல்,бырын
943,schwimmen::V,நீந்து,ленк кӕнын
944,tauchen::V,மூழ்கி நீச்சலடி,ныгъуылын
945,rudern::V,துடுப்புப் போடு,бæлæгъ тæрын
946,rudern::V,துடுப்புப் போடு,чема тæрын
947,fahren::V,ஓட்டு,цӕуын
948,fliegen::V,பற,тӕхын
949,gehen::V,போ,цӕуын
950,weggehen::V,விலகிச் செல்,ацӕуын
951,abfahren::V,புறப்பட்டுச் செல்,араст уын
952,anhalten::V,நின்றுவிடு,æрлæууын
953,hineingehen::V,மறையச் செய்,мидæмæ цæуын
954,eintreten::V,நுழை,бацӕуын
955,kommen::V,வா,æрцæуын
956,ankommen::V,வநது சேர்,æрцæуын
957,zurückkommen::V,திரும்பி வா,раздæхын
958,zurückkommen::V,திரும்பி வா,фæстæмæ_раздæхын
959,zurückkommen::V,திரும்பி வா,æрбаздæхын
960,zurückkommen::V,திரும்பி வா,аздæхын
961,bleiben::V,இரு,лӕууын
962,warten::V,தாமதி,ӕнхъӕлмӕ кӕсын
963,erwarten::V,எதிர்நோக்கு,ӕнхъӕлмӕ кӕсын
964,suchen::V,தேடு,агурын
965,finden::V,கண்டுபிடி,ссарын
966,versuchen::V,முயற்சி செய்,фӕлварын
967,vorbereiten::V,ஆயத்தம் செய்,бацаттæ кæнын
968,vorbereiten::V,ஆயத்தம் செய்,æрæввонг кæнын
969,lieben::V,அன்பு செலுத்து,уарзын
970,mögen::V,விரும்பு,зæрдæмæ цæуын
971,lachen::V,சிரி,худын
972,rühren::V,இதயத்தைத் தொடு,зæрдæ суынгæг кæнын
973,weinen::V,அழு,кӕуын
974,schimpfen::V,சாபமிடு,æлгъитын
975,sich ärgern::V,கோப்பபடு,мæсты кæнын
976,sich fürchten::V,பயப்படு,тæрсын
977,fürchten::V,பயப்படுத்து,тæрсын
978,fliehen::V,ஓடு,лидзын
979,flüchten::V,தப்பிவிடு,алидзын
980,sehen::V,பார்,уынын
981,anschauen::V,கூர்ந்து கவனி,акӕсын
982,ansehen::V,கவனி,кӕсын
983,hören::V,கேள்,хъусын
984,zuhören::V,சுவைத்துப் பார்,хъусын
985,probieren::V,ருசி,уынын
986,probieren::V,ருசி,аходын
987,riechen::V,முகர்ந்து பார்,смудын
988,fühlen::V,தொட்டுணர்,ӕнкъарын
989,scheinen::V,காணப்படு,зынын
990,zu sehen sein::V,தோன்றுதல்,зынын
991,vernehmen::V,கேள்,фехъусын
992,frieren::V,குதுகுதுகு,сийын
993,tun::V,செய்,кӕнын
994,können::V,இயல்வது,фӕразын
995,wollen::V,விரும்பு,фӕндын
996,anfangen::V,தொடங்கு,райдайын
997,beenden::V,முடி,фӕуын
998,aufhören::V,நிறுத்து,банцайын
999,aufhören::V,நிறுத்து,фенцайын
1000,gelingen::V,வெற்றி,бантысын
1001,geraten::V,ஏற்படுத்து,разынын
1002,öffnen::V,திற,гом кӕнын
1003,schließen::V,மூடு,ӕхгӕнын
1004,stellen::V,வை,ӕвӕрын
1005,setzen::V,வை,сбадын кӕнын
1006,legen::V,பரப்பி வை,ӕрӕвӕрын
1007,berühren::V,பதி,агайын
1008,verbinden::V,சேர்,бӕттын
1009,bedecken::V,உறைபோடு,ӕмбӕрзын
1010,aufhängen::V,தொங்கவிடு,ауындзын
1011,anzünden::V,எரியூட்டு,ссудзын
1012,aufheben::V,பொறுக்கி எடு,сисын
1013,zurücklassen::V,விட்டுச் செல்,ныууадзын
1014,verlieren::V,இழ,фесафын
1015,fallen lassen::V,அளவில் குறைவு,ӕрӕппарын
1016,fallen lassen::V,அளவில் குறைவு,къухтӕй феуӕгъд кӕнын
1017,machen::V,தயார்செய்,саразын
1018,herstellen::V,உற்பத்தி செய்,сцæттæ кæнын
1019,herstellen::V,உற்பத்தி செய்,саразын
1020,bauen::V,கட்டு,амайын
1021,reparieren::V,பழுது பார்,æмпъузын
1022,reparieren::V,பழுது பார்,цалцæг кæнын
1023,verbessern::V,மேம்படுத்து,фæхуыздæр кæнын
1024,ändern::V,மாற்றி அமை,аивын
1025,graben::V,குழி வெட்டு,къахын
1026,beugen::V,வனை,æркъæдз кæнын
1027,beugen::V,வனை,æртасын кæнын
1028,biegen::V,வனை,тасын кӕнын
1029,drehen::V,சுழல்,здухын
1030,wenden::V,குடைகவிழு,афæлдахын
1031,wenden::V,குடைகவிழு,рафæлдахын
1032,umdrehen::V,சுற்றும் முற்றும் பார்,афæлдахын
1033,heben::V,தூக்கு,сдарын
1034,heben::V,தூக்கு,схæцын
1035,hochheben::V,தூக்கு,уæлæмæ хæцын
1036,ergreifen::V,பறி,фӕлӕбурын
1037,halten::V,பிடித்துக் கொள்,дарын
1038,drücken::V,அழுத்து,æлхъивын
1039,drücken::V,அழுத்து,хæцын
1040,schieben::V,தள்ளு,схойын
1041,kratzen::V,கீறு,хафын
1042,lecken::V,நக்கு,сдæрын
1043,beißen::V,கடி,хæцын
1044,abreißen::V,கிழி,ратонын
1045,abschneiden::V,வெட்டி எடு,ралыг кӕнын
1046,binden::V,கட்டு,бабӕттын
1047,stecken::V,பதிய வை,ныссадзын
1048,brechen::V,உடை,асæттын
1049,brechen::V,உடை,басæттын
1050,brechen::V,உடை,ныссæттын
1051,klopfen::V,தட்டு,хойын
1052,klopfen::V,தட்டு,гуыпп-гуыпп кæнын
1053,klopfen::V,தட்டு,къуырцц-къуырцц кæнын
1054,hauen::V,அடி,цӕвын
1055,hauen::V,அடி,нӕмын
1056,kleben::V,ஒட்டு,ныхасын
1057,kleben::V,ஒட்டு,æндадзын
1058,reiben::V,தேய்,сӕрфын
1059,reiben::V,தேய்,хафын
1060,streichen::V,பரவச்செய்,байсæрдын
1061,streichen::V,பரவச்செய்,сахорын
1062,schleifen::V,அரை,ссын
1063,schleifen::V,அரை,цыргъ кӕнын
1064,schneiden::V,துண்டாக்கு,кӕрдын
1065,rütteln::V,மெல்ல தள்ளு,æнкъусын
1066,schütteln::V,குலுக்கு,уигъын
1067,schwenken::V,ஊஞ்சலாடு,тилын
1068,schwenken::V,ஊஞ்சலாடு,уигъын
1069,schütten::V,ஊற்று,ныккӕнын
1070,füllen::V,நிரப்பு,байдзаг кæнын
1071,einwickeln::V,சுற்று,батухын
1072,tragen::V,எடுத்துச் செல்,хӕссын
1073,schleppen::V,இழுத்துச் செல்,ласын
1074,ziehen::V,இழு,ласын
1075,aufbewahren::V,வைத்துக் கொள்,æвæрын
1076,werfen::V,வீசி எறி,зыввытт кӕнын
1077,fangen::V,பிடி,ӕрцахсын
1078,packen::V,பிடித்துக்கொள்,рацахсын
1079,verstecken::V,மறை,æмбæхсын
1080,verstecken::V,மறை,нымæхсын
1081,teilen::V,பாகங்களாகப் பிரி,уарын
1082,schicken::V,அனுப்பு,ӕрвитын
1083,bringen::V,கொண்டு வா,æрхæссын
1084,bringen::V,கொண்டு வா,æрбахæссын
1085,hinzufügen::V,சேர்,ӕфтауын
1086,bekommen::V,பெறு,ссарын
1087,bekommen::V,பெறு,сфæрæз кæнын
1088,bekommen::V,பெறு,самал кæнын
1089,erhalten::V,பெறு,райсын
1090,nehmen::V,எடு,райсын
1091,wählen::V,தேர்ந்தெடு,равзарын
1092,auswählen::V,தேர்ல்தெடு,авзарын
1093,bewahren::V,கெடாது பேணு,бавæрын
1094,bewahren::V,கெடாது பேணு,нывæрын
1095,behindern::V,தடங்கல் செய்,цæлхдур æвæрын
1096,behindern::V,தடங்கல் செய்,ныхдур æвæрын
1097,behindern::V,தடங்கல் செய்,къуылымпы кæнын
1098,behindern::V,தடங்கல் செய்,хъыг дарын
1099,verderben::V,நாசமாக்கு,фесафын
1100,beschädigen::V,சேதப்படுத்து,халын
1101,zerbrechen::V,உடை,асӕттын
1102,zerreißen::V,கிழி,аскъуынын
1103,zerstören::V,அழி,фехалын
1104,verbrennen::V,எரியூட்டு,басудзын
1105,geben::V,கொடு,дӕттын
1106,reichen::V,வழங்கு,адæттын
1107,schenken::V,மொயத்தல்,лæвар кæнын
1108,versprechen::V,உறுதியளி,дзырд раттын
1109,versprechen::V,உறுதியளி,зӕрдӕ бавӕрын
1110,wünschen::V,ஆசைப்படு,зæрдæ зæгъы
1111,loben::V,புகழ்ச்சி கூறு,раппӕлын
1112,küssen::V,முத்தமிடு,пъа кæнын
1113,küssen::V,முத்தமிடு,ба кæнын
1114,wiegen::V,ஆட்டுத்தல்,узын
1115,zudecken::V,உறைபோடு,бамбӕрзын
1116,wecken::V,எழுப்பு,райхъал кӕнын
1117,zeigen::V,காட்டு,амонын
1118,führen::V,வழிகாட்டி,кӕнын
1119,führen::V,வழிகாட்டி,фæкæнын
1120,lehren::V,சொல்லிக் கொடு,ахуыр кæнын
1121,unterrichten::V,அறிவுரை கூறு,ахуыр кæнын
1122,aufziehen::V,வளர்,хъомыл кӕнын
1123,leiten::V,அழைத்துச் செல்,разамынд дӕттын
1124,antreiben::V,தூண்டு,тагъд кæнын
1125,antreiben::V,தூண்டு,рог кæнын
1126,lassen::V,விடு,кæнын
1127,einladen::V,அழை,ӕрхонын
1128,einladen::V,அழை,ӕрбахонын
1129,vereinigen::V,ஒன்றாகச் சேர்,баиу кӕнын
1130,besuchen::V,வருகை புரி,абæрæг кæнын
1131,besuchen::V,வருகை புரி,бабæрæг кæнын
1132,besuchen::V,வருகை புரி,бауайын
1133,treffen::V,சந்தி,фембæлын
1134,sich versammeln::V,தொகுப்பு,æрæмбырд уын
1135,spielen::V,விளையாடு,хъазын
1136,singen::V,பாடு,зарын
1137,tanzen::V,நடனமாடு,кафын
1138,sich trennen::V,தனிப்படடுத்து,фæйнæрдæм фæцæуын айхæлын
1139,verlassen::V,கைவிடு,ныууадзын
1140,retten::V,காப்பாற்று,фервӕзын кӕнын
1141,bewachen::V,காவல் செய்,хъахъхъӕнын
1142,schützen::V,பாதுகாப்பு செய்,хъахъхъӕнын
1143,verteidigen::V,எதிர்த்து நில்,бахизын
1144,sich schlagen::V,பூசலிடு,хыл кæнын
1145,schießen::V,சுட்டுக் கொல்,ӕхсын
1146,siegen::V,வெற்றி பெறு,басӕттын
1147,siegen::V,வெற்றி பெறு,фӕуӕлахиз уӕвын
1148,ärgern::V,எரிச்சலூட்டு,мӕсты кӕнын
1149,schlagen::V,அடி,ныццæвын
1150,treten::V,உதை,
1151,stechen::V,கொட்டு,фæрæхойын
1152,stoßen::V,நெருக்கு,риуыгъын
1153,stehlen::V,திருடு,давын
1154,stören::V,தொல்லைகொடு,хъыгдарын
1155,belästigen::V,தொல்லை கொடு,хъыгдарын
1156,verbergen::V,மறை,бамбӕхсын
1157,verbergen::V,மறை,басусӕг кӕнын
1158,täuschen::V,ஏமாற்று,фӕливын
1159,täuschen::V,ஏமாற்று,асайын
1160,betrügen::V,ஏமாற்று,асайын
1161,töten::V,கொல்,амарын
1162,wohnen::V,தங்கியிரு,цӕрын
1163,arbeiten::V,வேலை செய்,кусын
1164,sammeln::V,ஒன்றுசேர்,æртонын
1165,pflücken::V,கொய்து எடு,тонын
1166,jagen::V,வேட்டையாடு,цуан кæнын
1167,fischen::V,மீன் பிடி,кæсаг ахсын æнгуырæй
1168,fischen::V,மீன் பிடி,æнгуыр дарын
1169,fassen::V,பிடி,ӕрцахсын
1170,hüten::V,காவல் செய்,хизын
1171,treiben::V,ஓட்டு,скъӕрын
1172,anbinden::V,கட்டு,бабæттын
1173,anbinden::V,கட்டு,æрбæттын
1174,füttern::V,உணவளி,холлаг дæттын
1175,füttern::V,உணவளி,холлаг æвæрын
1176,füttern::V,உணவளி,дарын
1177,melken::V,பால் கற,дуцын
1178,hacken::V,வெட்டி எடு,кæрдын
1179,hacken::V,வெட்டி எடு,лыгтæ кæнын
1180,gießen::V,நீர்ப் பாய்ச்சு,бакалын
1181,reifen::V,பழு,срæгъæд уын
1182,reifen::V,பழு,сцæттæ уын
1183,zubereiten::V,சமையல் செய்,сцӕттӕ кӕнын
1184,kochen::V,வேகவை,фыцын
1185,backen::V,வெப்பத்தில் வாட்டு,фыцын
1186,braten::V,பொரியச் செய்,цурын
1187,umrühren::V,கலக்கு,ахæццæ кæнын
1188,umrühren::V,கலக்கு,азмæнтын
1189,umrühren::V,கலக்கு,астауын
1190,stricken::V,பின்னியிழை,кæнын
1191,stricken::V,பின்னியிழை,бийын
1192,nähen::V,தையல் வேலை செய்,хуыйын
1193,färben::V,வண்ணம் பெறச் செய்,ахорын
1194,reinigen::V,சுத்தம் செய்,ссыгъдæг кæнын
1195,reinigen::V,சுத்தம் செய்,ныссыгъдæг кæнын
1196,reinigen::V,சுத்தம் செய்,ныссæрфын
1197,waschen::V,கழுவு,ӕхсын
1198,abwischen::V,துடை,сӕрфын
1199,spülen::V,அலசு,æнхъæвзын
1200,fegen::V,பெறுக்கு,мӕрзын
1201,kehren::V,பெறுக்கு,мӕрзын
1202,baden::V,குளி,хи найын
1203,sich waschen::V,கழுவு,хи æхсын
1204,ausziehen::V,கழற்று,ласын
1205,anziehen::V,புனைதல்,скæнын
1206,sich anziehen::V,உடுத்துதல்,дзаума скæнын
1207,sich anziehen::V,உடுத்துதல்,дарæс скæнын
1208,kämmen::V,தலை வாரிக் கொள்,ныффасын
1209,kämmen::V,தலை வாரிக் கொள்,æрфасын
1210,schmücken::V,அழகுபடுத்து,фӕлындын
1211,sagen::V,சொல்,зæгъын
1212,sprechen::V,பேசு,дзурын
1213,reden::V,பெசு,ныхас кӕнын
1214,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,ныхас кæнын
1215,fragen::V,கேள்,фӕрсын
1216,bitten::V,வேண்டு,курын
1217,erzählen::V,சொல்,радзурын
1218,erzählen::V,சொல்,ратаурæгъ кæнын
1219,mitteilen::V,சொல்,фехъусын кæнын
