,Concept_ID,de,cy
0,Auge::N,Auge,llygad
1,Ohr::N,Ohr,clust
2,Nase::N,Nase,trwyn
3,Mund::N,Mund,ceg
4,Zahn::N,Zahn,dant
5,Zunge::N,Zunge,tafod
6,Lippe::N,Lippe,gwefus
7,Wange::N,Wange,boch
8,Gesicht::N,Gesicht,wyneb
9,Stirn::N,Stirn,talcen
10,Haar::N,Haar,blew
11,Schnurrbart::N,Schnurrbart,mwstas
12,Bart::N,Bart,barf
13,Kinn::N,Kinn,gên
14,Kiefer[Anatomie]::N,Kiefer,gên
15,Kehle::N,Kehle,gwddf
16,Hals::N,Hals,gwddf
17,Genick::N,Genick,gwar
18,Genick::N,Genick,gwegil
19,Kopf::N,Kopf,pen
20,Rücken::N,Rücken,cefn
21,Bauch::N,Bauch,bol
22,Nabel::N,Nabel,bogail
23,Busen::N,Busen,bron
24,Brust::N,Brust,brest
25,Schulter::N,Schulter,ysgwydd
26,Arm::N,Arm,braich
27,Ellenbogen::N,Ellenbogen,penelin
28,Hand::N,Hand,llaw
29,Handfläche::N,Handfläche,palf
30,Finger::N,Finger,bys
31,Fingernagel::N,Fingernagel,ewin
32,Nagel[Anatomie]::N,Nagel,ewin
33,Zeh::N,Zeh,bys troed
34,Fuß::N,Fuß,troed
35,Ferse::N,Ferse,sawdl
36,Knie::N,Knie,glin
37,Oberschenkel::N,Oberschenkel,clun
38,Bein::N,Bein,coes
39,Körper::N,Körper,corff
40,Haut::N,Haut,croen
41,Blut::N,Blut,gwaed
42,Ader::N,Ader,gwythïen
43,Sehne::N,Sehne,gewyn
44,Knochen::N,Knochen,asgwrn
45,Gehirn::N,Gehirn,ymennydd
46,Herz::N,Herz,calon
47,Magen::N,Magen,cylla
48,Magen::N,Magen,stumog
49,Leber::N,Leber,iau
50,Atem::N,Atem,anadl
51,Hunger::N,Hunger,newyn
52,Träne::N,Träne,deigryn
53,Geschmack::N,Geschmack,cyflas
54,Geruch::N,Geruch,aroglau
55,Schlaf::N,Schlaf,cwsg
56,Traum::N,Traum,breuddwyd
57,Himmel::N,Himmel,awyr
58,Sonne::N,Sonne,haul
59,Mond::N,Mond,lleuad
60,Stern::N,Stern,seren
61,Luft::N,Luft,awyr
62,Wind::N,Wind,gwynt
63,Welle::N,Welle,ton
64,Wasser::N,Wasser,dŵr
65,Stein::N,Stein,carreg
66,Boden::N,Boden,llawr
67,Erde::N,Erde,pridd
68,Staub::N,Staub,llwch
69,Rauch::N,Rauch,mwg
70,Funke::N,Funke,gwreichioni
71,Feuer::N,Feuer,tân
72,Licht::N,Licht,golau
73,Schatten::N,Schatten,cysgod
74,Wetter::N,Wetter,tywydd
75,Nebel::N,Nebel,niwl
76,Wolke::N,Wolke,cwmwl
77,Regen::N,Regen,glaw
78,Schnee::N,Schnee,ôd
79,Schnee::N,Schnee,eira
80,Eis::N,Eis,iâ
81,Frost::N,Frost,rhew
82,Kälte::N,Kälte,oerni
83,Kälte::N,Kälte,annwyd
84,Hitze::N,Hitze,gwres
85,Raureif::N,Raureif,barrug
86,Regenbogen::N,Regenbogen,enfys
87,Donner::N,Donner,tyrfau
88,Strömung::N,Strömung,cerrynt
89,Tropfen::N,Tropfen,dafn
90,Tropfen::N,Tropfen,diferyn
91,Schaum::N,Schaum,ewyn
92,Schmutz::N,Schmutz,baw
93,Schmutz::N,Schmutz,budreddi
94,See::N,See,llyn
95,Sumpf::N,Sumpf,cors
96,Moor::N,Moor,rhos
97,Wiese::N,Wiese,dôl
98,Wald::N,Wald,coedwig
99,Hügel::N,Hügel,bryn
100,Anhöhe::N,Anhöhe,bryn
101,Berg::N,Berg,mynydd
102,Gipfel::N,Gipfel,copa
103,Höhle::N,Höhle,ogof
104,Abhang::N,Abhang,llethr
105,Quelle::N,Quelle,tarddiad
106,Quelle::N,Quelle,ffynhonnell
107,Bach::N,Bach,nant
108,Bach::N,Bach,afonig
109,Bach::N,Bach,cornant
110,Fluss::N,Fluss,afon
111,Ufer::N,Ufer,glan
112,Küste::N,Küste,traeth
113,Küste::N,Küste,arfordir
114,Festland::N,Festland,tir
115,Meer::N,Meer,môr
116,Bucht::N,Bucht,bae
117,Insel::N,Insel,ynys
118,Blume::N,Blume,blodyn
119,Gras::N,Gras,glaswellt
120,Wurzel::N,Wurzel,gwreiddyn
121,Baum::N,Baum,coeden
122,Stamm::N,Stamm,colfen
123,Stamm::N,Stamm,boncyff
124,Rinde::N,Rinde,rhisgl
125,Ast::N,Ast,cangen
126,Zweig::N,Zweig,cainc
127,Zweig::N,Zweig,cangen
128,Blatt::N,Blatt,deilen
129,Birke::N,Birke,bedwen
130,Kiefer[Baum]::N,Kiefer,pinwydden
131,Weide[Baum]::N,Weide,helygen
132,Tanne::N,Tanne,ffynidwydden
133,Horn::N,Horn,corn
134,Feder::N,Feder,plufyn
135,Fell::N,Fell,ffwr
136,Flügel::N,Flügel,adain
137,Klaue::N,Klaue,crafanc
138,Kralle::N,Kralle,ewin
139,Schwanz::N,Schwanz,cwt
140,Schwanz::N,Schwanz,cynffon
141,Ei::N,Ei,wy
142,Nest::N,Nest,nyth
143,Bau::N,Bau,ffau
144,Tier::N,Tier,anifail
145,Herde::N,Herde,praidd
146,Herde::N,Herde,diadell
147,Kuh::N,Kuh,buwch
148,Bulle::N,Bulle,tarw
149,Pferd::N,Pferd,ceffyl
150,Schaf::N,Schaf,dafad
151,Schwein::N,Schwein,mochyn
152,Hund::N,Hund,ci
153,Katze::N,Katze,cath
154,Bär::N,Bär,arth
155,Eichhörnchen::N,Eichhörnchen,gwiwer
156,Elch::N,Elch,elc
157,Fuchs::N,Fuchs,cadno
158,Hase::N,Hase,ysgyfarnog
159,Maus::N,Maus,llygoden
160,Wolf::N,Wolf,blaidd
161,Vogel::N,Vogel,aderyn
162,Schwarm::N,Schwarm,haid
163,Huhn::N,Huhn,cyw
164,Hahn::N,Hahn,ceiliog
165,Gans::N,Gans,gŵydd
166,Adler::N,Adler,eryr
167,Ente::N,Ente,hwyad
168,Eule::N,Eule,tylluan
169,Kranich::N,Kranich,garan
170,Kranich::N,Kranich,crychydd
171,Krähe::N,Krähe,brân
172,Kuckuck::N,Kuckuck,cog
173,Kuckuck::N,Kuckuck,cwcw
174,Schwan::N,Schwan,alarch
175,Fisch::N,Fisch,pysgod
176,Barsch::N,Barsch,draenog
177,Hecht::N,Hecht,penhwyad
178,Schlange[Tier]::N,Schlange,neidr
179,Wurm::N,Wurm,abwydyn
180,Wurm::N,Wurm,pryf genwair
181,Spinne::N,Spinne,cor
182,Spinne::N,Spinne,pryf copyn
183,Ameise::N,Ameise,morgrugyn
184,Laus::N,Laus,lleuen
185,Mücke::N,Mücke,gwybedyn
186,Fliege::N,Fliege,cleren
187,Schmetterling::N,Schmetterling,glöyn byw
188,Schmetterling::N,Schmetterling,iâr fach yr haf
189,Beere::N,Beere,aeronen
190,Apfel::N,Apfel,afal
191,Pilz::N,Pilz,madarch
192,Zwiebel::N,Zwiebel,nionyn
193,Zwiebel::N,Zwiebel,winwnsyn
194,Saat::N,Saat,had
195,Korn::N,Korn,grawn
196,Heu::N,Heu,gwair
197,Schale::N,Schale,croen
198,Schale::N,Schale,plisgyn
199,Grube::N,Grube,pwll
200,Grube::N,Grube,pydew
201,Falle::N,Falle,magl
202,Schlinge::N,Schlinge,cwlwm rhedeg
203,Spur::N,Spur,ôl
204,Asche::N,Asche,lludw
205,Dreck::N,Dreck,baw
206,Dreck::N,Dreck,budreddi
207,Eisen::N,Eisen,haearn
208,Gold::N,Gold,aur
209,Silber::N,Silber,arian
210,Kohle::N,Kohle,glo
211,Glas::N,Glas,gwydr
212,Lehm::N,Lehm,clai
213,Sand::N,Sand,tywod
214,Mensch::N,Mensch,dyn
215,Mann::N,Mann,dyn
216,Frau::N,Frau,merch
217,Frau::N,Frau,gwraig
218,Kind::N,Kind,plentyn
219,Junge::N,Junge,hogyn
220,Junge::N,Junge,bachgen
221,Mädchen::N,Mädchen,merch
222,Mädchen::N,Mädchen,geneth
223,Familie::N,Familie,teulu
224,Familie::N,Familie,tylwyth
225,Großvater::N,Großvater,taid
226,Großvater::N,Großvater,tad-cu
227,Großmutter::N,Großmutter,nain
228,Großmutter::N,Großmutter,mam-gu
229,Eltern::N,Eltern,rhieni
230,Vater::N,Vater,tad
231,Mutter::N,Mutter,mam
232,Sohn::N,Sohn,mab
233,Tochter::N,Tochter,merch
234,Bruder::N,Bruder,brawd
235,Schwester::N,Schwester,chwaer
236,Onkel::N,Onkel,ewythr
237,Tante::N,Tante,modryb
238,Ehemann::N,Ehemann,gŵr
239,Ehefrau::N,Ehefrau,gwraig
240,Freude::N,Freude,gorfoledd
241,Gelächter::N,Gelächter,chwerthin
242,Glück::N,Glück,hapusrwydd
243,Kummer::N,Kummer,galar
244,Wunsch::N,Wunsch,dymuniad
245,Lust::N,Lust,chwant
246,Geist::N,Geist,ysbryd
247,Gedanke::N,Gedanke,meddwl
248,Gedächtnis::N,Gedächtnis,cof
249,Verstand::N,Verstand,meddwl
250,Sinn::N,Sinn,ystyr
251,Grund::N,Grund,achos
252,Grund::N,Grund,rheswm
253,Wahrheit::N,Wahrheit,gwir
254,Wahrheit::N,Wahrheit,gwirionedd
255,Gespräch::N,Gespräch,sgwrs
256,Märchen::N,Märchen,chwedl werin
257,Erzählung::N,Erzählung,stori
258,Nachricht::N,Nachricht,neges
259,Neuigkeit::N,Neuigkeit,newydd
260,Name::N,Name,enw
261,Rätsel::N,Rätsel,pos
262,Rede::N,Rede,araith
263,Sprache::N,Sprache,iaith
264,Stimme::N,Stimme,llais
265,Wort::N,Wort,gair
266,Zeichen::N,Zeichen,arwydd
267,Ruf::N,Ruf,galwad
268,Lärm::N,Lärm,trwst
269,Laut::N,Laut,sain
270,Ton::N,Ton,tôn
271,Lied::N,Lied,cân
272,Ruhe::N,Ruhe,tawelwch
273,Leute::N,Leute,pobl
274,Volk::N,Volk,pobl
275,Arbeit::N,Arbeit,gwaith
276,Gast::N,Gast,gwestai
277,Geschenk::N,Geschenk,rhodd
278,Geschenk::N,Geschenk,anrheg
279,Spiel::N,Spiel,chwarae
280,Gesellschaft::N,Gesellschaft,cwmni
281,Hilfe::N,Hilfe,cymorth
282,Freund::N,Freund,cyfaill
283,Kamerad::N,Kamerad,cydymaith
284,Angelegenheit::N,Angelegenheit,pwnc
285,Anzahl::N,Anzahl,cyfrif
286,Art::N,Art,bath
287,Stück::N,Stück,darn
288,Teil::N,Teil,rhan
289,Hälfte::N,Hälfte,hanner
290,Kreis::N,Kreis,cylch
291,Kreuz::N,Kreuz,croes
292,Linie::N,Linie,llinell
293,Strich::N,Strich,strôc
294,Strich::N,Strich,trawiad
295,Abstand::N,Abstand,bwlch
296,Abstand::N,Abstand,pellter
297,Entfernung::N,Entfernung,pellter
298,Gegend::N,Gegend,cylch
299,Platz::N,Platz,lle
300,Ort::N,Ort,lle
301,Seite::N,Seite,ochr
302,Mitte::N,Mitte,canol
303,Gegenstand::N,Gegenstand,eitem
304,Sache::N,Sache,peth
305,Rand::N,Rand,cwr
306,Rand::N,Rand,ymyl
307,Kante::N,Kante,min
308,Kante::N,Kante,ymyl
309,Ecke::N,Ecke,cornel
310,Spitze::N,Spitze,blaen
311,Ende::N,Ende,pen
312,Loch::N,Loch,twll
313,Winkel::N,Winkel,congl
314,Muster::N,Muster,patrwm
315,Größe::N,Größe,maint
316,Größe::N,Größe,maintioli
317,Länge::N,Länge,hyd
318,Höhe::N,Höhe,uchder
319,Gewicht::N,Gewicht,pwysau
320,Menge::N,Menge,swm
321,Menge::N,Menge,maint
322,Haufen::N,Haufen,pentwr
323,Reihe::N,Reihe,rhes
324,Boot::N,Boot,cwch
325,Ruder::N,Ruder,rhwyf
326,Schlitten::N,Schlitten,sled
327,Schlitten::N,Schlitten,car llusg
328,Ski::N,Ski,sgi
329,Lagerfeuer::N,Lagerfeuer,coelcerth
330,Last::N,Last,llwyth
331,Gang::N,Gang,tro
332,Schritt::N,Schritt,cam
333,Norden::N,Norden,gogledd
334,Süden::N,Süden,de
335,Westen::N,Westen,gorllewin
336,Osten::N,Osten,dwyrain
337,Holz::N,Holz,pren
338,Brett::N,Brett,bwrdd
339,Brett::N,Brett,astell
340,Platte::N,Platte,llech
341,Stütze::N,Stütze,ateg
342,Stütze::N,Stütze,cynhalydd
343,Stange::N,Stange,polyn
344,Stock::N,Stock,ffon
345,Stock::N,Stock,brigyn
346,Stab::N,Stab,ffon
347,Rohr::N,Rohr,pibell
348,Haus::N,Haus,tŷ
349,Heim::N,Heim,cartref
350,Ofen::N,Ofen,stof
351,Fußboden::N,Fußboden,llawr
352,Tisch::N,Tisch,bwrdd
353,Stuhl::N,Stuhl,cadair
354,Wiege::N,Wiege,crud
355,Bett::N,Bett,gwely
356,Regal::N,Regal,silff
357,Kiste::N,Kiste,bocs
358,Kiste::N,Kiste,blwch
359,Fenster::N,Fenster,ffenestr
360,Tür::N,Tür,drws
361,Tor::N,Tor,porth
362,Zaun::N,Zaun,ffens
363,Dach::N,Dach,to
364,Leiter::N,Leiter,ysgol
365,Besen::N,Besen,ysgub
366,Spaten::N,Spaten,rhaw
367,Schaufel::N,Schaufel,rhaw
368,Gabel::N,Gabel,fforc
369,Löffel::N,Löffel,llwy
370,Messer::N,Messer,cyllell
371,Nagel::N,Nagel,hoel
372,Netz::N,Netz,gwe
373,Netz::N,Netz,rhwyd
374,Haken::N,Haken,bach
375,Griff::N,Griff,carn
376,Schloss::N,Schloss,clo
377,Bild::N,Bild,llun
378,Bild::N,Bild,pictiwr
379,Figur::N,Figur,ffigur
380,Puppe::N,Puppe,dol
381,Beutel::N,Beutel,cwd
382,Bündel::N,Bündel,bwndel
383,Bündel::N,Bündel,coflaid
384,Tasche::N,Tasche,cod
385,Eimer::N,Eimer,bwced
386,Eimer::N,Eimer,cunnog
387,Deckel::N,Deckel,caead
388,Geschirr::N,Geschirr,llestri
389,Sack::N,Sack,sach
390,Tasse::N,Tasse,cwpan
391,Topf::N,Topf,pot
392,Topf::N,Topf,crochan
393,Kessel::N,Kessel,tegell
394,Essen::N,Essen,pryd o fwyd
395,Nahrung::N,Nahrung,bwyd
396,Speise::N,Speise,saig
397,Fleisch::N,Fleisch,cig
398,Getreide::N,Getreide,ŷd
399,Getreide::N,Getreide,llafur
400,Brei::N,Brei,uwd
401,Brot::N,Brot,bara
402,Scheibe::N,Scheibe,tafell
403,Fett::N,Fett,saim
404,Fett::N,Fett,braster
405,Butter::N,Butter,ymenyn
406,Öl::N,Öl,olew
407,Salz::N,Salz,halen
408,Suppe::N,Suppe,cawl
409,Honig::N,Honig,mêl
410,Milch::N,Milch,llaeth
411,Milch::N,Milch,llefrith
412,Tee::N,Tee,te
413,Leder::N,Leder,lledr
414,Wolle::N,Wolle,gwlân
415,Stoff::N,Stoff,lliain
416,Stoff::N,Stoff,brethyn
417,Nadel::N,Nadel,nodwydd
418,Faden::N,Faden,edau
419,Faden::N,Faden,edefyn
420,Knopf::N,Knopf,botwm
421,Knoten::N,Knoten,cwlwm
422,Farbe::N,Farbe,paent
423,Kleidung::N,Kleidung,dillad
424,Kleidung::N,Kleidung,gwisgoedd
425,Hemd::N,Hemd,crys
426,Kragen::N,Kragen,coler
427,Ärmel::N,Ärmel,llawes
428,Hose::N,Hose,trowsus
429,Gürtel::N,Gürtel,gwregys
430,Mütze::N,Mütze,cap
431,Schuh::N,Schuh,esgid
432,Stiefel::N,Stiefel,botasen
433,Ring::N,Ring,modrwy
434,Band::N,Band,rhuban
435,Kamm::N,Kamm,crib
436,Spiegel::N,Spiegel,drych
437,Riemen::N,Riemen,strap
438,Schnur::N,Schnur,llinyn
439,Leine::N,Leine,tennyn
440,Decke::N,Decke,blanced
441,Decke::N,Decke,gwrthban
442,Kissen::N,Kissen,clustog
443,Kissen::N,Kissen,gobennydd
444,Tuch::N,Tuch,sgarff
445,Handtuch::N,Handtuch,tywel
446,Handtuch::N,Handtuch,lliain sychu
447,Kraft::N,Kraft,grym
448,Stärke::N,Stärke,nerth
449,Stärke::N,Stärke,cryfder
450,Gesundheit::N,Gesundheit,iechyd
451,Krankheit::N,Krankheit,afiechyd
452,Krankheit::N,Krankheit,anhwylder
453,Schmerz::N,Schmerz,poen
454,Schmerz::N,Schmerz,gwayw
455,Wunde::N,Wunde,clwyf
456,Fieber::N,Fieber,twymyn
457,Arznei::N,Arznei,meddyginiaeth
458,Brücke::N,Brücke,pont
459,Brunnen::N,Brunnen,ffynnon
460,Weide::N,Weide,porfa
461,Pfad::N,Pfad,llwybr
462,Weg::N,Weg,ffordd
463,Straße::N,Straße,heol
464,Straße::N,Straße,ffordd
465,Dorf::N,Dorf,pentref
466,Stadt::N,Stadt,tref
467,Brief::N,Brief,llythyr
468,Buch::N,Buch,llyfr
469,Buchstabe::N,Buchstabe,llythyren
470,Zeitung::N,Zeitung,papur newydd
471,Leben::N,Leben,bywyd
472,Tod::N,Tod,marwolaeth
473,Grab::N,Grab,bedd
474,Kirche::N,Kirche,eglwys
475,Sünde::N,Sünde,pechod
476,Gott::N,Gott,duw
477,Arbeiter::N,Arbeiter,gweithiwr
478,Chef::N,Chef,pennaeth
479,Meister::N,Meister,meistr
480,Arzt::N,Arzt,meddyg
481,Lehrer::N,Lehrer,athro
482,Geld::N,Geld,pres
483,Geld::N,Geld,arian
484,Geschäft::N,Geschäft,busnes
485,Laden::N,Laden,siop
486,Preis::N,Preis,pris
487,Ware::N,Ware,nwydd
488,Nutzen::N,Nutzen,elw
489,Nutzen::N,Nutzen,budd
490,Reichtum::N,Reichtum,cyfoeth
491,Welt::N,Welt,byd
492,Land::N,Land,gwlad
493,Staat::N,Staat,gwladwriaeth
494,König::N,König,brenin
495,Macht::N,Macht,grym
496,Macht::N,Macht,awdurdod
497,Grenze::N,Grenze,ffin
498,Grenze::N,Grenze,goror
499,Krieg::N,Krieg,rhyfel
500,Feind::N,Feind,gelyn
501,Gewalt::N,Gewalt,ffyrnigrwydd
502,Kampf::N,Kampf,brwydr
503,Bogen[Waffe]::N,Bogen,bwa
504,Pfeil::N,Pfeil,saeth
505,Gewehr::N,Gewehr,dryll
506,Fehler::N,Fehler,gwall
507,Fehler::N,Fehler,camgymeriad
508,Lüge::N,Lüge,celwydd
509,Lüge::N,Lüge,anwiredd
510,Schaden::N,Schaden,niwed
511,Schaden::N,Schaden,difrod
512,Unglück::N,Unglück,anffawd
513,Schuld::N,Schuld,bai
514,Alter::N,Alter,oed
515,Schluss::N,Schluss,diwedd
516,Zeit::N,Zeit,amser
517,Tag::N,Tag,dydd
518,Tag::N,Tag,diwrnod
519,Morgen::N,Morgen,bore
520,Mittag::N,Mittag,nawn
521,Abend::N,Abend,noswaith
522,Nacht::N,Nacht,nos
523,Woche::N,Woche,wythnos
524,Monat::N,Monat,mis
525,Jahr::N,Jahr,blwyddyn
526,Frühling::N,Frühling,gwanwyn
527,Sommer::N,Sommer,haf
528,Herbst::N,Herbst,hydref
529,Winter::N,Winter,gaeaf
530,Januar::N,Januar,Ionawr
531,Februar::N,Februar,Chwefror
532,März::N,März,Mawrth
533,April::N,April,Ebrill
534,Mai::N,Mai,Mai
535,Juni::N,Juni,Mehefin
536,Juli::N,Juli,Gorffennaf
537,August::N,August,Awst
538,September::N,September,Medi
539,Oktober::N,Oktober,Hydref
540,November::N,November,Tachwedd
541,Dezember::N,Dezember,Rhagfyr
542,Montag::N,Montag,dydd Llun
543,Dienstag::N,Dienstag,dydd Mawrth
544,Mittwoch::N,Mittwoch,dydd Mercher
545,Donnerstag::N,Donnerstag,dydd Iau
546,Freitag::N,Freitag,dydd Gwener
547,Samstag::N,Samstag,dydd Sadwrn
548,Sonntag::N,Sonntag,dydd Sul
549,groß::A,groß,mawr
550,klein::A,klein,bach
551,lang::A,lang,hir
552,kurz::A,kurz,byr
553,kurz::A,kurz,cwta
554,breit::A,breit,llydan
555,schmal::A,schmal,cul
556,dicht::A,dicht,dwys
557,dick[Gegenstand]::A,dick,trwchus
558,dünn::A,dünn,tenau
559,fein::A,fein,main
560,fest::A,fest,cadarn
561,flach::A,flach,gwastad
562,glatt::A,glatt,llyfn
563,hart::A,hart,caled
564,weich::A,weich,meddal
565,rund::A,rund,crwn
566,spitz::A,spitz,pigfain
567,scharf::A,scharf,miniog
568,stumpf::A,stumpf,pŵl
569,schwer::A,schwer,trwm
570,schön::A,schön,teg
571,schön::A,schön,hardd
572,schön::A,schön,prydferth
573,heiß::A,heiß,poeth
574,warm::A,warm,twym
575,warm::A,warm,cynnes
576,kalt::A,kalt,oer
577,kühl::A,kühl,oeraidd
578,frisch::A,frisch,iach
579,feucht::A,feucht,llaith
580,nass::A,nass,gwlyb
581,trocken::A,trocken,sych
582,voll::A,voll,llawn
583,leer::A,leer,gwag
584,offen::A,offen,agored
585,geschlossen::A,geschlossen,caead
586,geschlossen::A,geschlossen,caeëdig
587,sauber::A,sauber,glân
588,schmutzig::A,schmutzig,budr
589,schmutzig::A,schmutzig,brwnt
590,roh::A,roh,amrwd
591,reif::A,reif,aeddfed
592,lecker::A,lecker,blasus
593,lecker::A,lecker,danteithiol
594,süß::A,süß,melys
595,bitter::A,bitter,chwerw
596,sauer::A,sauer,sur
597,hell::A,hell,disglair
598,dunkel::A,dunkel,tywyll
599,schwarz::A,schwarz,du
600,weiß::A,weiß,gwyn
601,rot::A,rot,coch
602,gelb::A,gelb,melyn
603,blau::A,blau,glas
604,grün::A,grün,gwyrdd
605,grau::A,grau,llwyd
606,bunt::A,bunt,lliwgar
607,billig::A,billig,rhad
608,teuer::A,teuer,drud
609,wertvoll::A,wertvoll,gwerthfawr
610,blind::A,blind,dall
611,taub::A,taub,byddar
612,kräftig::A,kräftig,nerthol
613,kräftig::A,kräftig,grymus
614,stark::A,stark,cryf
615,stark::A,stark,cadarn
616,schwach::A,schwach,gwan
617,fett::A,fett,tew
618,schlank::A,schlank,main
619,hübsch::A,hübsch,tlws
620,böse::A,böse,drwg
621,dumm::A,dumm,twp
622,faul::A,faul,diog
623,fleißig::A,fleißig,dyfal
624,geizig::A,geizig,crintach
625,geizig::A,geizig,cybyddlyd
626,klug::A,klug,deallus
627,geschickt::A,geschickt,medrus
628,geschickt::A,geschickt,deheuig
629,lieb::A,lieb,hoff
630,lieb::A,lieb,annwyl
631,lustig::A,lustig,llon
632,sanft::A,sanft,mwyn
633,hungrig::A,hungrig,newynog
634,krank::A,krank,sâl
635,krank::A,krank,gwael
636,nackt::A,nackt,noeth
637,traurig::A,traurig,trist
638,lebendig::A,lebendig,yn fyw
639,gut::A,gut,da
640,schlecht::A,schlecht,drwg
641,schlecht::A,schlecht,gwael
642,richtig::A,richtig,cywir
643,schlimm::A,schlimm,enbyd
644,wahr::A,wahr,gwir
645,alt::A,alt,hen
646,neu::A,neu,newydd
