,Concept_ID,lt,de
105,Berg::N,kalnas,Berg
106,Gipfel::N,viršūnė,Gipfel
107,Höhle::N,ola,Höhle
108,Abhang::N,šlaitas,Abhang
109,Abhang::N,nuokalnė,Abhang
110,Quelle::N,versmė,Quelle
111,Quelle::N,šaltinis,Quelle
112,Bach::N,upelis,Bach
113,Fluss::N,upė,Fluss
114,Ufer::N,krantas,Ufer
115,Küste::N,pajūris,Küste
116,Festland::N,sausuma,Festland
117,Meer::N,jūra,Meer
118,Bucht::N,įlanka,Bucht
119,Bucht::N,užutekis,Bucht
120,Insel::N,sala,Insel
121,Blume::N,gėlė,Blume
122,Gras::N,žolė,Gras
123,Wurzel::N,šaknis,Wurzel
124,Baum::N,medis,Baum
125,Stamm::N,kamienas,Stamm
126,Rinde::N,žievė,Rinde
127,Ast::N,šaka,Ast
128,Zweig::N,šakelė,Zweig
129,Blatt::N,lapas,Blatt
130,Birke::N,beržas,Birke
131,Kiefer[Baum]::N,pušis,Kiefer
132,Weide[Baum]::N,karklas,Weide
133,Tanne::N,eglė,Tanne
134,Tanne::N,kėnis,Tanne
135,Horn::N,ragas,Horn
136,Feder::N,plunksna,Feder
137,Fell::N,kailis,Fell
138,Flügel::N,sparnas,Flügel
139,Klaue::N,kanopa,Klaue
140,Kralle::N,nagas,Kralle
141,Schwanz::N,uodega,Schwanz
142,Ei::N,kiaušinis,Ei
143,Nest::N,gūžta,Nest
144,Nest::N,lizdas,Nest
145,Bau::N,ola,Bau
146,Tier::N,gyvūnas,Tier
147,Herde::N,banda,Herde
148,Herde::N,kaimenė,Herde
149,Kuh::N,karvė,Kuh
150,Bulle::N,bulius,Bulle
151,Pferd::N,arklys,Pferd
152,Schaf::N,avis,Schaf
153,Schwein::N,kiaulė,Schwein
154,Hund::N,šuo,Hund
155,Katze::N,katė,Katze
156,Bär::N,lokys,Bär
157,Eichhörnchen::N,voveraitė,Eichhörnchen
158,Elch::N,briedis,Elch
159,Fuchs::N,lapė,Fuchs
160,Hase::N,kiškas,Hase
161,Maus::N,pelė,Maus
162,Wolf::N,vilkas,Wolf
163,Vogel::N,paukštis,Vogel
164,Schwarm::N,spiečius,Schwarm
165,Huhn::N,višta,Huhn
166,Hahn::N,gaidys,Hahn
167,Gans::N,žąsis,Gans
168,Adler::N,erelis,Adler
169,Ente::N,antis,Ente
170,Eule::N,pelėda,Eule
171,Kranich::N,gervė,Kranich
172,Krähe::N,varna,Krähe
173,Kuckuck::N,gegužė,Kuckuck
174,Schwan::N,gulbė,Schwan
175,Fisch::N,žuvis,Fisch
176,Barsch::N,ešerys,Barsch
177,Hecht::N,lydeka,Hecht
178,Schlange[Tier]::N,gyvatė,Schlange
179,Wurm::N,kirmėlė,Wurm
180,Spinne::N,voras,Spinne
181,Ameise::N,skruzdė,Ameise
182,Laus::N,utėlė,Laus
183,Mücke::N,uodas,Mücke
184,Fliege::N,musė,Fliege
185,Schmetterling::N,drugys,Schmetterling
186,Schmetterling::N,peteliškė,Schmetterling
187,Beere::N,uoga,Beere
188,Apfel::N,obuolys,Apfel
189,Pilz::N,grybas,Pilz
190,Zwiebel::N,svogūnas,Zwiebel
191,Saat::N,sėkla,Saat
192,Korn::N,grūdai,Korn
193,Heu::N,šienas,Heu
194,Schale::N,žievelė,Schale
195,Grube::N,duobė,Grube
196,Falle::N,pinklės,Falle
197,Falle::N,žabangai,Falle
198,Schlinge::N,kilpa,Schlinge
199,Spur::N,vėžė,Spur
200,Spur::N,pėdos,Spur
201,Spur::N,pėdsakas,Spur
202,Asche::N,pelenai,Asche
203,Dreck::N,purvas,Dreck
204,Eisen::N,geležis,Eisen
205,Gold::N,auksas,Gold
206,Silber::N,sidabras,Silber
207,Kohle::N,anglis,Kohle
208,Glas::N,stiklas,Glas
209,Lehm::N,molis,Lehm
210,Sand::N,smėlis,Sand
211,Mensch::N,žmogus,Mensch
212,Mann::N,vyras,Mann
213,Mann::N,vyriškis,Mann
214,Frau::N,moteris,Frau
215,Kind::N,vaikas,Kind
216,Junge::N,vaikinas,Junge
217,Junge::N,berniukas,Junge
218,Mädchen::N,mergytė,Mädchen
219,Mädchen::N,mergaitė,Mädchen
220,Familie::N,šeima,Familie
221,Großvater::N,senelis,Großvater
222,Großmutter::N,senelė,Großmutter
223,Eltern::N,tėvai,Eltern
224,Vater::N,tėvas,Vater
225,Mutter::N,motina,Mutter
226,Sohn::N,sūnus,Sohn
227,Tochter::N,duktė,Tochter
228,Bruder::N,brolis,Bruder
229,Schwester::N,sesuo,Schwester
230,Onkel::N,dėdė,Onkel
231,Tante::N,teta,Tante
232,Ehemann::N,vyras,Ehemann
233,Ehefrau::N,žmona,Ehefrau
234,Freude::N,džiaugsmas,Freude
235,Gelächter::N,juokas,Gelächter
236,Glück::N,laimė,Glück
237,Kummer::N,vargas,Kummer
238,Kummer::N,rūpestis,Kummer
239,Wunsch::N,troškimas,Wunsch
240,Wunsch::N,pageidavimas,Wunsch
241,Lust::N,noras,Lust
242,Lust::N,geidulys,Lust
243,Geist::N,dvasia,Geist
244,Gedanke::N,mintis,Gedanke
245,Gedächtnis::N,atmintis,Gedächtnis
246,Verstand::N,protas,Verstand
247,Sinn::N,prasmė,Sinn
248,Grund::N,priežastis,Grund
249,Wahrheit::N,tiesa,Wahrheit
250,Wahrheit::N,teisybė,Wahrheit
251,Gespräch::N,pokalbis,Gespräch
252,Märchen::N,pasaka,Märchen
253,Erzählung::N,apsakymas,Erzählung
254,Erzählung::N,pasakojimas,Erzählung
255,Nachricht::N,žinia,Nachricht
256,Neuigkeit::N,naujiena,Neuigkeit
257,Name::N,vardas,Name
258,Rätsel::N,mįslė,Rätsel
259,Rede::N,kalba,Rede
260,Sprache::N,kalba,Sprache
261,Stimme::N,balsas,Stimme
262,Wort::N,žodis,Wort
263,Zeichen::N,žymė,Zeichen
264,Zeichen::N,ženklas,Zeichen
265,Ruf::N,šauksmas,Ruf
266,Lärm::N,triukšmas,Lärm
267,Laut::N,garsas,Laut
268,Ton::N,tonas,Ton
269,Ton::N,garsas,Ton
270,Lied::N,daina,Lied
271,Lied::N,giesmė,Lied
272,Ruhe::N,ramybė,Ruhe
273,Ruhe::N,ramumas,Ruhe
274,Leute::N,žmonės,Leute
275,Volk::N,tauta,Volk
276,Arbeit::N,darbas,Arbeit
277,Arbeit::N,triūsas,Arbeit
278,Gast::N,svečias,Gast
279,Geschenk::N,dovana,Geschenk
280,Spiel::N,žaismas,Spiel
281,Spiel::N,žaidimas,Spiel
282,Gesellschaft::N,draugija,Gesellschaft
283,Gesellschaft::N,kompanija,Gesellschaft
284,Hilfe::N,pagalba,Hilfe
285,Freund::N,draugas,Freund
286,Freund::N,bičiulis,Freund
287,Kamerad::N,draugas,Kamerad
288,Angelegenheit::N,dalykas,Angelegenheit
289,Angelegenheit::N,reikalas,Angelegenheit
290,Anzahl::N,kiekis,Anzahl
291,Anzahl::N,skaičius,Anzahl
292,Art::N,rūšis,Art
293,Stück::N,gabalas,Stück
294,Teil::N,dalis,Teil
295,Hälfte::N,pusė,Hälfte
296,Kreis::N,ratas,Kreis
297,Kreis::N,apskritis,Kreis
298,Kreis::N,apskritimas,Kreis
299,Kreuz::N,kryžius,Kreuz
300,Linie::N,linija,Linie
301,Strich::N,brėžis,Strich
302,Strich::N,brūkšnys,Strich
303,Abstand::N,atstumas,Abstand
304,Entfernung::N,atstumas,Entfernung
305,Gegend::N,vietovė,Gegend
306,Platz::N,vieta,Platz
307,Ort::N,vieta,Ort
308,Ort::N,vietovė,Ort
309,Seite::N,pusė,Seite
310,Seite::N,šonas,Seite
311,Mitte::N,vidurys,Mitte
312,Gegenstand::N,dalykas,Gegenstand
313,Sache::N,daiktas,Sache
314,Rand::N,kraštas,Rand
315,Rand::N,pakraštys,Rand
316,Kante::N,kraštas,Kante
317,Ecke::N,kertė,Ecke
318,Ecke::N,kampas,Ecke
319,Spitze::N,priekis,Spitze
320,Spitze::N,priešakys,Spitze
321,Ende::N,galas,Ende
322,Loch::N,skylė,Loch
323,Winkel::N,kampas,Winkel
324,Winkel::N,kampelis,Winkel
325,Muster::N,raštas,Muster
326,Größe::N,dydis,Größe
327,Größe::N,didumas,Größe
328,Länge::N,ilgis,Länge
329,Länge::N,ilgumas,Länge
330,Höhe::N,aukštis,Höhe
331,Höhe::N,aukštuma,Höhe
332,Gewicht::N,svoris,Gewicht
333,Gewicht::N,svarstis,Gewicht
334,Menge::N,kiekis,Menge
335,Menge::N,daugybė,Menge
336,Haufen::N,krūva,Haufen
337,Haufen::N,šūsnis,Haufen
338,Reihe::N,greta,Reihe
339,Boot::N,valtis,Boot
340,Boot::N,laivelis,Boot
341,Ruder::N,irklas,Ruder
342,Schlitten::N,rogės,Schlitten
343,Schlitten::N,rogutės,Schlitten
344,Ski::N,slidė,Ski
345,Lagerfeuer::N,laužas,Lagerfeuer
346,Last::N,našta,Last
347,Last::N,nešulys,Last
348,Gang::N,eisena,Gang
349,Schritt::N,žingsnis,Schritt
350,Norden::N,šiaurė,Norden
351,Norden::N,žiemiai,Norden
352,Süden::N,pietūs,Süden
353,Westen::N,vakarai,Westen
354,Osten::N,rytai,Osten
355,Holz::N,mediena,Holz
356,Brett::N,lenta,Brett
357,Platte::N,plokštė,Platte
358,Stütze::N,atrama,Stütze
359,Stütze::N,atspara,Stütze
360,Stange::N,lazda,Stange
361,Stange::N,kartis,Stange
362,Stock::N,lazda,Stock
363,Stab::N,kartis,Stab
364,Rohr::N,vamzdis,Rohr
365,Haus::N,namas,Haus
366,Heim::N,namai,Heim
367,Ofen::N,krosnis,Ofen
368,Fußboden::N,grindys,Fußboden
369,Tisch::N,stalas,Tisch
370,Stuhl::N,kėdė,Stuhl
371,Wiege::N,lopšys,Wiege
372,Bett::N,lova,Bett
373,Bett::N,patalai,Bett
374,Regal::N,lentyna,Regal
375,Kiste::N,dėžė,Kiste
376,Fenster::N,langas,Fenster
377,Tür::N,durys,Tür
378,Tor::N,vartai,Tor
379,Zaun::N,tvora,Zaun
380,Dach::N,stogas,Dach
381,Leiter::N,kopėčios,Leiter
382,Besen::N,šluota,Besen
383,Spaten::N,lopeta,Spaten
384,Spaten::N,kastuvas,Spaten
385,Schaufel::N,semtuvas,Schaufel
386,Gabel::N,šakutė,Gabel
387,Löffel::N,šaukštas,Löffel
388,Messer::N,peilis,Messer
389,Nagel::N,vinis,Nagel
390,Netz::N,tinklas,Netz
391,Haken::N,vagis,Haken
392,Haken::N,kablys,Haken
393,Griff::N,kotas,Griff
394,Griff::N,rankena,Griff
395,Schloss::N,spyna,Schloss
396,Schloss::N,užraktas,Schloss
397,Bild::N,paveikslas,Bild
398,Figur::N,figūra,Figur
399,Puppe::N,lėlė,Puppe
400,Beutel::N,krepšys,Beutel
401,Beutel::N,maišelis,Beutel
402,Bündel::N,ryšulys,Bündel
403,Tasche::N,krepšelis,Tasche
404,Eimer::N,kibiras,Eimer
405,Deckel::N,dangtis,Deckel
406,Geschirr::N,indai,Geschirr
407,Sack::N,maišas,Sack
408,Tasse::N,puodukas,Tasse
409,Topf::N,puodas,Topf
410,Kessel::N,katilas,Kessel
411,Essen::N,valgis,Essen
412,Nahrung::N,penas,Nahrung
413,Nahrung::N,maistas,Nahrung
414,Speise::N,patiekalas,Speise
415,Fleisch::N,mėsa,Fleisch
416,Getreide::N,javai,Getreide
417,Brei::N,košė,Brei
418,Brot::N,duona,Brot
419,Scheibe::N,riekė,Scheibe
420,Fett::N,taukai,Fett
421,Fett::N,riebalai,Fett
422,Butter::N,sviestas,Butter
423,Öl::N,aliejus,Öl
424,Salz::N,druska,Salz
425,Suppe::N,sriuba,Suppe
426,Honig::N,medus,Honig
427,Milch::N,pienas,Milch
428,Tee::N,arbata,Tee
429,Leder::N,oda,Leder
430,Wolle::N,vilna,Wolle
431,Stoff::N,audeklas,Stoff
432,Nadel::N,adata,Nadel
433,Faden::N,gija,Faden
434,Faden::N,siūlas,Faden
435,Knopf::N,saga,Knopf
436,Knoten::N,mazgas,Knoten
437,Farbe::N,dažai,Farbe
438,Kleidung::N,rūbai,Kleidung
439,Kleidung::N,drabužiai,Kleidung
440,Hemd::N,marškiniai,Hemd
441,Kragen::N,apykaklė,Kragen
442,Ärmel::N,rankovė,Ärmel
443,Hose::N,kelnės,Hose
444,Gürtel::N,juosta,Gürtel
445,Gürtel::N,diržas,Gürtel
446,Mütze::N,kepurė,Mütze
447,Schuh::N,batas,Schuh
448,Stiefel::N,auliniai batai,Stiefel
449,Ring::N,žiedas,Ring
450,Band::N,kaspinas,Band
451,Kamm::N,šukos,Kamm
452,Spiegel::N,veidrodis,Spiegel
453,Riemen::N,diržas,Riemen
454,Schnur::N,virvė,Schnur
455,Leine::N,pavadėlis,Leine
456,Decke::N,antklodė,Decke
457,Kissen::N,pagalvė,Kissen
458,Kissen::N,priegalvis,Kissen
459,Tuch::N,skarelė,Tuch
460,Handtuch::N,rankšluostis,Handtuch
461,Kraft::N,jėga,Kraft
462,Stärke::N,stiprumas,Stärke
463,Gesundheit::N,sveikata,Gesundheit
464,Krankheit::N,liga,Krankheit
465,Schmerz::N,skausmas,Schmerz
466,Wunde::N,žaizda,Wunde
467,Fieber::N,karštis,Fieber
468,Arznei::N,vaistas,Arznei
469,Brücke::N,tiltas,Brücke
470,Brunnen::N,šulinys,Brunnen
471,Weide::N,ganykla,Weide
472,Weide::N,gluosnis,Weide
473,Pfad::N,takas,Pfad
474,Weg::N,kelias,Weg
475,Straße::N,gatvė,Straße
476,Dorf::N,kaimas,Dorf
477,Dorf::N,sodžius,Dorf
478,Stadt::N,miestas,Stadt
479,Brief::N,laiškas,Brief
480,Buch::N,knyga,Buch
481,Buchstabe::N,raidė,Buchstabe
482,Zeitung::N,laikraštis,Zeitung
483,Leben::N,gyvybė,Leben
484,Leben::N,gyvenimas,Leben
485,Tod::N,mirtis,Tod
486,Grab::N,kapas,Grab
487,Kirche::N,bažnyčia,Kirche
488,Sünde::N,nuodėmė,Sünde
489,Sünde::N,nusidėjimas,Sünde
490,Gott::N,dievas,Gott
491,Arbeiter::N,darbininkas,Arbeiter
492,Chef::N,šefas,Chef
493,Chef::N,vadovas,Chef
494,Chef::N,viršininkas,Chef
495,Meister::N,meistras,Meister
496,Arzt::N,gydytojas,Arzt
497,Lehrer::N,mokytojas,Lehrer
498,Geld::N,pinigai,Geld
499,Geschäft::N,biznis,Geschäft
500,Laden::N,krautuvė,Laden
501,Laden::N,parduotuvė,Laden
502,Preis::N,kaina,Preis
503,Ware::N,prekė,Ware
504,Nutzen::N,nauda,Nutzen
505,Nutzen::N,pelnas,Nutzen
506,Reichtum::N,turtas,Reichtum
507,Welt::N,pasaulis,Welt
508,Land::N,žemė,Land
509,Land::N,šalis,Land
510,Staat::N,valstija,Staat
511,König::N,karalius,König
512,Macht::N,galia,Macht
513,Macht::N,valdžia,Macht
514,Grenze::N,riba,Grenze
515,Grenze::N,siena,Grenze
516,Krieg::N,karas,Krieg
517,Feind::N,priešas,Feind
518,Gewalt::N,jėga,Gewalt
519,Gewalt::N,smurtas,Gewalt
520,Gewalt::N,prievarta,Gewalt
521,Kampf::N,kova,Kampf
522,Bogen[Waffe]::N,lankas,Bogen
523,Pfeil::N,strėlė,Pfeil
524,Gewehr::N,šautuvas,Gewehr
525,Fehler::N,klaida,Fehler
526,Lüge::N,melas,Lüge
527,Schaden::N,nuostolis,Schaden
528,Schaden::N,apgadinimas,Schaden
529,Unglück::N,nelaimė,Unglück
530,Schuld::N,kaltė,Schuld
531,Alter::N,amžius,Alter
532,Schluss::N,pabaiga,Schluss
533,Zeit::N,laikas,Zeit
534,Tag::N,diena,Tag
535,Morgen::N,rytas,Morgen
536,Mittag::N,vidurdienis,Mittag
537,Abend::N,vakaras,Abend
538,Nacht::N,naktis,Nacht
539,Woche::N,savaitė,Woche
540,Monat::N,mėnuo,Monat
541,Jahr::N,metai,Jahr
542,Frühling::N,pavasaris,Frühling
543,Sommer::N,vasara,Sommer
544,Herbst::N,ruduo,Herbst
545,Winter::N,žiema,Winter
546,Januar::N,sausis,Januar
547,Februar::N,vasaris,Februar
548,März::N,kovas,März
549,April::N,balandis,April
550,Mai::N,gegužė,Mai
551,Juni::N,birželis,Juni
552,Juli::N,liepa,Juli
553,August::N,rugpjūtis,August
554,September::N,rugsėjis,September
555,Oktober::N,spalis,Oktober
556,November::N,lapkritis,November
557,Dezember::N,gruodis,Dezember
558,Montag::N,pirmadienis,Montag
559,Dienstag::N,antradienis,Dienstag
560,Mittwoch::N,trečiadienis,Mittwoch
561,Donnerstag::N,ketvirtadienis,Donnerstag
562,Freitag::N,penktadienis,Freitag
563,Samstag::N,šeštadienis,Samstag
564,Sonntag::N,sekmadienis,Sonntag
565,groß::A,didis,groß
566,groß::A,didelis,groß
567,klein::A,mažas,klein
568,lang::A,ilgas,lang
569,kurz::A,trumpas,kurz
570,breit::A,platus,breit
571,schmal::A,smulkus,schmal
572,dicht::A,tankus,dicht
573,dick[Gegenstand]::A,storas,dick
574,dünn::A,plonas,dünn
575,fein::A,smulkus,fein
576,fest::A,kietas,fest
577,fest::A,tvirtas,fest
578,flach::A,lėkštas,flach
579,flach::A,plokščias,flach
580,glatt::A,slidus,glatt
581,hart::A,kietas,hart
582,weich::A,minkštas,weich
583,rund::A,apvalus,rund
584,rund::A,apskritas,rund
585,spitz::A,aštrus,spitz
586,spitz::A,smailus,spitz
587,scharf::A,aštrus,scharf
588,stumpf::A,bukas,stumpf
589,stumpf::A,atšipęs,stumpf
590,schwer::A,sunkus,schwer
591,schön::A,gražus,schön
592,heiß::A,karštas,heiß
593,warm::A,šiltas,warm
594,kalt::A,šaltas,kalt
595,kühl::A,vėsus,kühl
596,kühl::A,bejausmis,kühl
597,frisch::A,šviežias,frisch
598,feucht::A,drėgnas,feucht
599,nass::A,šlapias,nass
600,trocken::A,sausas,trocken
601,voll::A,pilnas,voll
602,leer::A,tuščias,leer
603,offen::A,atviras,offen
604,geschlossen::A,uždaras,geschlossen
605,geschlossen::A,uždarytas,geschlossen
606,sauber::A,švarus,sauber
607,schmutzig::A,nešvarus,schmutzig
608,schmutzig::A,purvinas,schmutzig
609,roh::A,žalias,roh
610,reif::A,prinokęs,reif
611,reif::A,pribrendęs,reif
612,lecker::A,gardus,lecker
613,süß::A,saldus,süß
614,bitter::A,kartus,bitter
615,sauer::A,gižus,sauer
616,sauer::A,rūgštus,sauer
617,hell::A,šviesus,hell
618,hell::A,skaistus,hell
619,dunkel::A,tamsus,dunkel
620,schwarz::A,juodas,schwarz
621,weiß::A,baltas,weiß
622,rot::A,raudonas,rot
623,gelb::A,geltonas,gelb
624,blau::A,mėlynas,blau
625,grün::A,žalias,grün
626,grau::A,pilkas,grau
627,bunt::A,margas,bunt
628,bunt::A,spalvotas,bunt
629,billig::A,pigus,billig
630,teuer::A,brangus,teuer
631,wertvoll::A,vertingas,wertvoll
632,blind::A,aklas,blind
633,taub::A,kurčias,taub
634,kräftig::A,stiprus,kräftig
635,stark::A,stiprus,stark
636,schwach::A,silpnas,schwach
637,fett::A,riebus,fett
638,schlank::A,laibas,schlank
639,schlank::A,lieknas,schlank
640,hübsch::A,gražus,hübsch
641,böse::A,blogas,böse
642,dumm::A,paikas,dumm
643,dumm::A,kvailas,dumm
644,faul::A,tingus,faul
645,fleißig::A,stropus,fleißig
646,fleißig::A,kruopštus,fleißig
647,geizig::A,šykštus,geizig
648,klug::A,sumanus,klug
649,klug::A,protingas,klug
650,geschickt::A,apsukrus,geschickt
651,lieb::A,mielas,lieb
652,lustig::A,smagus,lustig
653,lustig::A,linksmas,lustig
654,sanft::A,švelnus,sanft
655,sanft::A,minkštas,sanft
656,hungrig::A,alkanas,hungrig
657,krank::A,ligotas,krank
658,krank::A,sergantis,krank
659,nackt::A,nuogas,nackt
660,traurig::A,liūdnas,traurig
661,lebendig::A,gyvas,lebendig
662,gut::A,geras,gut
663,schlecht::A,blogas,schlecht
664,schlecht::A,prastas,schlecht
665,richtig::A,tikras,richtig
666,richtig::A,teisingas,richtig
667,schlimm::A,blogas,schlimm
668,schlimm::A,prastas,schlimm
669,wahr::A,tikras,wahr
670,alt::A,senas,alt
671,neu::A,naujas,neu
672,ehemalig::A,buvęs,ehemalig
673,alt[Lebewesen]::A,pagyvenęs,alt
674,jung::A,jaunas,jung
675,arm::A,neturtingas,arm
676,reich::A,turtingas,reich
677,bekannt::A,žinomas,bekannt
678,bekannt::A,pažįstamas,bekannt
679,berühmt::A,žymus,berühmt
680,berühmt::A,garsus,berühmt
681,fremd::A,svetimas,fremd
682,verschieden::A,įvairus,verschieden
683,nah::A,artimas,nah
684,fern::A,tolimas,fern
685,linker::A,kairys,linker
686,rechter::A,dešinys,rechter
687,anderer::A,kitas,anderer
688,erster::A,pirmas,erster
689,zweiter::A,antras,zweiter
690,dritter::A,trečias,dritter
691,letzter::A,paskutinis,letzter
692,allein::ADV,vienas,allein
693,auf einmal::ADV,iš karto,auf einmal
694,zusammen::ADV,kartu,zusammen
695,zusammen::ADV,drauge,zusammen
696,lange::ADV,ilgai,lange
697,plötzlich::ADV,staiga,plötzlich
698,sofort::ADV,tuojau,sofort
699,später::ADV,vėliau,später
700,später::ADV,paskiau,später
701,jetzt::ADV,dabãr,jetzt
702,heute::ADV,šiandien,heute
703,morgen::ADV,rytoj,morgen
704,bald::ADV,greitai,bald
705,bald::ADV,netrukus,bald
706,dann::ADV,po to,dann
707,gestern::ADV,vakar,gestern
708,einst::ADV,kadaise,einst
709,einst::ADV,kitą kartą,einst
710,damals::ADV,anuomet,damals
711,damals::ADV,anuokart,damals
712,danach::ADV,po to,danach
713,danach::ADV,paskui,danach
714,vorher::ADV,anksčiau,vorher
715,zuerst::ADV,pirma,zuerst
716,zuerst::ADV,iš pradžių̃,zuerst
717,einmal::ADV,kartą,einmal
718,einmal::ADV,vieną kartą,einmal
719,manchmal::ADV,kai kada,manchmal
720,oft::ADV,dažnai,oft
721,immer::ADV,visada,immer
722,immer::ADV,visuomet,immer
723,niemals::ADV,niekada,niemals
724,niemals::ADV,niekuomet,niemals
725,hier::ADV,čia,hier
726,hierhin::ADV,šen,hierhin
727,hierhin::ADV,čionai,hierhin
728,von hier::ADV,iš čia,von hier
729,dort::ADV,ten,dort
730,dort::ADV,tenai,dort
731,dorthin::ADV,ten,dorthin
732,dorthin::ADV,ten link,dorthin
733,geradeaus::ADV,tiesiai,geradeaus
734,vorwärts::ADV,pirmyn,vorwärts
735,rückwärts::ADV,atbulai,rückwärts
736,zurück::ADV,atgal,zurück
737,unten::ADV,žemai,unten
738,unten::ADV,apačioje,unten
739,hinab::ADV,žemyn,hinab
740,oben::ADV,viršuj,oben
741,hinauf::ADV,aukštyn,hinauf
742,hinauf::ADV,į viršų,hinauf
743,überall::ADV,visur,überall
744,nicht::ADV,ne,nicht
745,ein wenig::ADV,truputį,ein wenig
746,kaum::ADV,vos,kaum
747,sehr::ADV,labai,sehr
748,sehr::ADV,baisiai,sehr
749,so::ADV,taip,so
750,noch::ADV,dar,noch
751,nur::ADV,tik,nur
752,nur::ADV,vien,nur
753,schon::ADV,jau,schon
754,wieder::ADV,vėl,wieder
755,wieder::ADV,iš naujo,wieder
756,vergebens::ADV,veltui,vergebens
757,vergebens::ADV,bergždžiai,vergebens
758,vor::PRP,prieš,vor
759,hinter::PRP,už,hinter
760,unter::PRP,po,unter
761,durch::PRP,pro,durch
762,durch::PRP,per,durch
763,neben::PRP,prie,neben
764,neben::PRP,šalia,neben
765,zwischen::PRP,tarp,zwischen
766,wegen::PRP,dėl,wegen
767,wegen::PRP,dėlei,wegen
768,dies::PRN,šis,dies
769,dies::PRN,šitas,dies
770,das::PRN,tat,das
771,alles::PRN,visas,alles
772,ich::PRN,aš,ich
773,du::PRN,tu,du
774,er::PRN,jis,er
775,wir::PRN,mes,wir
776,ihr::PRN,jūs,ihr
777,sie::PRN,ji,sie
