,Concept_ID,pl,fr
419,Kiste::N,skrzynia,caisse
420,Fenster::N,okno,fenêtre
421,Tür::N,drzwi,porte
422,Tor::N,brama,porte
423,Tor::N,brama,portail
424,Zaun::N,płot,clôture
425,Zaun::N,parkan,clôture
426,Dach::N,dach,toit
427,Leiter::N,drabina,échelle
428,Besen::N,miotła,balai
429,Spaten::N,rydel,bêche
430,Schaufel::N,łopata,pelle
431,Gabel::N,widelec,fourchette
432,Löffel::N,łyżka,cuiller
433,Messer::N,nóż,couteau
434,Nagel::N,gwóźdź,clou
435,Netz::N,sieć,filet
436,Haken::N,hak,croc
437,Haken::N,hak,crochet
438,Griff::N,chwyt,prise
439,Griff::N,chwyt,manche
440,Schloss::N,zamek,serrure
441,Bild::N,obraz,image
442,Bild::N,obraz,tableau
443,Figur::N,figura,figure
444,Puppe::N,lalka,poupée
445,Beutel::N,torba,sac
446,Beutel::N,torba,petit sac
447,Bündel::N,wiązka,paquet
448,Bündel::N,wiązka,faisceau
449,Tasche::N,torba,sac
450,Eimer::N,kubeł,seau
451,Eimer::N,wiadro,seau
452,Deckel::N,przykrywka,couvercle
453,Geschirr::N,statki,vaisselle
454,Geschirr::N,naczynia,vaisselle
455,Sack::N,worek,sac
456,Tasse::N,filiżanka,tasse
457,Topf::N,garnek,pot
458,Topf::N,garnek,marmite
459,Kessel::N,kocioł,chaudron
460,Essen::N,jedzenie,repas
461,Essen::N,jedzenie,manger
462,Nahrung::N,pokarm,nourriture
463,Nahrung::N,pożywienie,nourriture
464,Speise::N,potrawa,plat
465,Speise::N,jedzenie,plat
466,Fleisch::N,mięso,viande
467,Getreide::N,zboże,blé
468,Getreide::N,zboże,céréales
469,Brei::N,kasza,purée
470,Brei::N,kasza,bouillie
471,Brot::N,chleb,pain
472,Scheibe::N,kromka,tranche
473,Fett::N,tłuszcz,graisse
474,Butter::N,masło,beurre
475,Öl::N,olej,huile
476,Salz::N,sól,sel
477,Suppe::N,zupa,soupe
478,Suppe::N,zupa,potage
479,Honig::N,miód,miel
480,Milch::N,mleko,lait
481,Tee::N,herbata,thé
482,Leder::N,skóra,cuir
483,Wolle::N,wełna,laine
484,Stoff::N,tkanina,tissu
485,Stoff::N,tkanina,étoffe
486,Stoff::N,materiał,tissu
487,Stoff::N,materiał,étoffe
488,Nadel::N,igła,aiguille
489,Faden::N,nić,fil
490,Faden::N,nitka,fil
491,Knopf::N,guzik,bouton
492,Knoten::N,węzeł,nœud
493,Farbe::N,farba,peinture
494,Kleidung::N,odzież,vêtements
495,Kleidung::N,odzież,habillement
496,Hemd::N,koszula,chemise
497,Kragen::N,kołnierz,col
498,Ärmel::N,rękaw,manche
499,Hose::N,spodnie,pantalon
500,Gürtel::N,pasek,ceinture
501,Mütze::N,czapka,bonnet
502,Mütze::N,czapka,casquette
503,Schuh::N,but,soulier
504,Schuh::N,but,chaussure
505,Schuh::N,bucik,soulier
506,Schuh::N,bucik,chaussure
507,Stiefel::N,but,botte
508,Stiefel::N,kozak,botte
509,Ring::N,pierścień,bague
510,Band::N,wstęga,ruban
511,Kamm::N,grzebień,peigne
512,Spiegel::N,lustro,glace
513,Spiegel::N,lustro,miroir
514,Riemen::N,rzemień,lanière
515,Riemen::N,rzemień,courroie
516,Schnur::N,sznur,corde
517,Schnur::N,sznur,ficelle
518,Leine::N,smycz,laisse
519,Decke::N,kołdra,couverture
520,Kissen::N,poduszka,oreiller
521,Tuch::N,chustka,drap
522,Tuch::N,chustka,fichu
523,Handtuch::N,ręcznik,serviette
524,Handtuch::N,ręcznik,essuie-mains
525,Kraft::N,moc,force
526,Kraft::N,siła,force
527,Stärke::N,moc,vigueur
528,Stärke::N,siła,vigueur
529,Gesundheit::N,zdrowie,santé
530,Krankheit::N,choroba,maladie
531,Schmerz::N,ból,douleur
532,Wunde::N,rana,plaie
533,Wunde::N,rana,blessure
534,Fieber::N,gorączka,fièvre
535,Arznei::N,lekarstwo,remède
536,Arznei::N,lekarstwo,médecine
537,Brücke::N,most,pont
538,Brunnen::N,studnia,puits
539,Weide::N,pastwisko,pâturage
540,Pfad::N,ścieżka,sentier
541,Weg::N,droga,voie
542,Weg::N,droga,chemin
543,Straße::N,ulica,route
544,Dorf::N,wieś,village
545,Stadt::N,miasto,cité
546,Stadt::N,miasto,ville
547,Brief::N,list,lettre
548,Buch::N,książka,livre
549,Buchstabe::N,litera,lettre
550,Buchstabe::N,litera,caractère
551,Zeitung::N,gazeta,journal
552,Zeitung::N,dziennik,journal
553,Leben::N,życie,vie
554,Tod::N,śmierć,mort
555,Grab::N,grób,tombe
556,Kirche::N,kościół,église
557,Sünde::N,grzech,péché
558,Gott::N,bóg,dieu
559,Arbeiter::N,robotnik,ouvrier
560,Arbeiter::N,robotnik,travailleur
561,Chef::N,szef,chef
562,Chef::N,szef,patron
563,Meister::N,mistrz,maître
564,Meister::N,majster,maître
565,Arzt::N,lekarz,médecin
566,Lehrer::N,nauczyciel,professeur
567,Lehrer::N,nauczyciel,instituteur
568,Geld::N,pieniądze,argent
569,Geschäft::N,sprawa,affaire
570,Geschäft::N,sprawa,commerce
571,Geschäft::N,interes,affaire
572,Geschäft::N,interes,commerce
573,Laden::N,sklep,magasin
574,Laden::N,sklep,boutique
575,Preis::N,cena,prix
576,Ware::N,towar,marchandise
577,Nutzen::N,pożytek,profit
578,Reichtum::N,bogactwo,richesse
579,Welt::N,świat,monde
580,Land::N,kraj,pays
581,Staat::N,państwo,État
582,König::N,król,roi
583,Macht::N,władza,pouvoir
584,Macht::N,władza,puissance
585,Grenze::N,granica,frontière
586,Krieg::N,wojna,guerre
587,Feind::N,wróg,ennemi
588,Gewalt::N,władza,violence
589,Kampf::N,bój,lutte
590,Kampf::N,bój,combat
591,Kampf::N,walka,lutte
592,Kampf::N,walka,combat
593,Bogen[Waffe]::N,łuk,arc
594,Pfeil::N,strzała,flèche
595,Gewehr::N,karabin,fusil
596,Fehler::N,błąd,faute
597,Fehler::N,błąd,erreur
598,Lüge::N,kłamstwo,mensonge
599,Schaden::N,szkoda,dégât
600,Schaden::N,szkoda,dommage
601,Unglück::N,nieszczęście,malheur
602,Schuld::N,wina,faute
603,Schuld::N,wina,culpabilité
604,Alter::N,wiek,âge
605,Schluss::N,koniec,fin
606,Schluss::N,zakończenie,fin
607,Zeit::N,czas,temps
608,Tag::N,dzień,jour
609,Tag::N,dzień,journée
610,Morgen::N,ranek,matin
611,Morgen::N,ranek,matinée
612,Morgen::N,poranek,matin
613,Morgen::N,poranek,matinée
614,Mittag::N,południe,midi
615,Abend::N,wieczór,soir
616,Abend::N,wieczór,soirée
617,Nacht::N,noc,nuit
618,Woche::N,tydzień,semaine
619,Monat::N,miesiąc,mois
620,Jahr::N,rok,an
621,Jahr::N,rok,année
622,Frühling::N,wiosna,printemps
623,Sommer::N,lato,été
624,Herbst::N,jesień,automne
625,Winter::N,zima,hiver
626,Januar::N,styczeń,janvier
627,Februar::N,luty,février
628,März::N,marzec,mars
629,April::N,kwiecień,avril
630,Mai::N,maj,mai
631,Juni::N,czerwiec,juin
632,Juli::N,lipiec,juillet
633,August::N,sierpień,août
634,September::N,wrzesień,septembre
635,Oktober::N,październik,octobre
636,November::N,listopad,novembre
637,Dezember::N,grudzień,décembre
638,Montag::N,poniedziałek,lundi
639,Dienstag::N,wtorek,mardi
640,Mittwoch::N,środa,mercredi
641,Donnerstag::N,czwartek,jeudi
642,Freitag::N,piątek,vendredi
643,Samstag::N,sobota,samedi
644,Sonntag::N,niedziela,dimanche
645,groß::A,duży,grand
646,groß::A,wielki,grand
647,klein::A,mały,petit
648,lang::A,długi,long
649,kurz::A,krótki,court
650,breit::A,szeroki,large
651,schmal::A,wąski,étroit
652,dicht::A,gęsty,dense
653,dick[Gegenstand]::A,gruby,épais
654,dünn::A,cienki,mince
655,fein::A,drobny,fin
656,fein::A,drobny,menu
657,fest::A,mocny,ferme
658,fest::A,mocny,solide
659,fest::A,twardy,ferme
660,fest::A,twardy,solide
661,flach::A,płaski,plat
662,glatt::A,gładki,poli
663,glatt::A,gładki,lisse
664,hart::A,twardy,dur
665,weich::A,miękki,mou
666,rund::A,okrągły,rond
667,spitz::A,spiczasty,aigu
668,spitz::A,spiczasty,pointu
669,scharf::A,ostry,tranchant
670,stumpf::A,tępy,mousse
671,stumpf::A,tępy,émoussé
672,schwer::A,ciężki,lourd
673,schwer::A,ciężki,pesant
674,schön::A,ładny,beau
675,schön::A,piękny,beau
676,heiß::A,gorący,chaud
677,heiß::A,gorący,très chaud
678,warm::A,ciepły,chaud
679,kalt::A,zimny,froid
680,kühl::A,chłodny,frais
681,frisch::A,świeży,frais
682,feucht::A,wilgotny,humide
683,nass::A,mokry,mouillé
684,trocken::A,suchy,sec
685,voll::A,pełny,plein
686,voll::A,pełny,rempli
687,leer::A,pusty,vide
688,leer::A,próżny,vide
689,offen::A,otwarty,ouvert
690,geschlossen::A,zamknięty,clos
691,geschlossen::A,zamknięty,fermé
692,sauber::A,czysty,net
693,sauber::A,czysty,propre
694,schmutzig::A,brudny,sale
695,schmutzig::A,brudny,crasseux
696,roh::A,surowy,cru
697,roh::A,surowy,brut
698,reif::A,dojrzały,mûr
699,lecker::A,smaczny,délicieux
700,lecker::A,smaczny,appétissant
701,süß::A,słodki,doux
702,bitter::A,gorzki,amer
703,sauer::A,kwaśny,aigre
704,hell::A,jasny,clair
705,dunkel::A,ciemny,sombre
706,schwarz::A,czarny,noir
707,weiß::A,biały,blanc
708,rot::A,czerwony,rouge
709,gelb::A,żółty,jaune
710,blau::A,błękitny,bleu
711,blau::A,niebieski,bleu
712,grün::A,zielony,vert
713,grau::A,szary,gris
714,bunt::A,barwny,multicolore
715,billig::A,tani,bon marché
716,teuer::A,drogi,cher
717,wertvoll::A,cenny,précieux
718,blind::A,ślepy,aveugle
719,taub::A,głuchy,sourd
720,kräftig::A,mocny,fort
721,kräftig::A,mocny,vigoureux
722,stark::A,silny,fort
723,stark::A,silny,puissant
724,schwach::A,słaby,faible
725,fett::A,tłusty,gras
726,schlank::A,smukły,svelte
727,hübsch::A,ładny,joli
728,böse::A,zły,mauvais
729,dumm::A,głupi,sot
730,dumm::A,głupi,bête
731,faul::A,leniwy,fainéant
732,faul::A,leniwy,paresseux
733,fleißig::A,pilny,appliqué
734,geizig::A,skąpy,avare
735,klug::A,mądry,intelligent
736,geschickt::A,zręczny,habile
737,lieb::A,miły,cher
738,lieb::A,miły,gentil
739,lustig::A,wesoły,gai
740,lustig::A,wesoły,joyeux
741,sanft::A,łagodny,doux
742,hungrig::A,głodny,affamé
743,krank::A,chory,malade
744,nackt::A,nagi,nu
745,traurig::A,smutny,triste
746,lebendig::A,żywy,vivant
747,gut::A,dobry,bon
748,schlecht::A,zły,mauvais
749,richtig::A,słuszny,juste
750,richtig::A,słuszny,correct
751,richtig::A,właściwy,juste
752,richtig::A,właściwy,correct
753,schlimm::A,zły,grave
754,schlimm::A,zły,mauvais
755,wahr::A,prawdziwy,vrai
756,wahr::A,prawdziwy,véritable
757,alt::A,stary,vieux
758,neu::A,nowy,neuf
759,neu::A,nowy,nouveau
760,ehemalig::A,były,ancien
761,alt[Lebewesen]::A,stary,âgé
762,alt[Lebewesen]::A,stary,vieux
763,jung::A,młody,jeune
764,arm::A,ubogi,pauvre
765,arm::A,biedny,pauvre
766,reich::A,bogaty,riche
767,bekannt::A,znany,connu
768,berühmt::A,słynny,fameux
769,berühmt::A,słynny,célèbre
770,fremd::A,obcy,étranger
771,fremd::A,cudzy,étranger
772,verschieden::A,różny,différent
773,nah::A,bliski,lié
774,nah::A,bliski,proche
775,fern::A,daleki,éloigné
776,fern::A,daleki,lointain
777,linker::A,lewy,gauche
778,rechter::A,prawy,droit
779,anderer::A,inny,autre
780,erster::A,pierwszy,premier
781,zweiter::A,drugi,second
782,zweiter::A,drugi,deuxième
783,dritter::A,trzeci,troisième
784,letzter::A,ostatni,dernier
785,allein::ADV,sam,seul
786,auf einmal::ADV,naraz,à la fois
787,zusammen::ADV,razem,ensemble
788,lange::ADV,długo,longtemps
789,plötzlich::ADV,nagle,tout à coup
790,sofort::ADV,natychmiast,immédiatement
791,später::ADV,później,plus tard
792,jetzt::ADV,teraz,maintenant
793,jetzt::ADV,obecnie,maintenant
794,heute::ADV,dziś,aujourd'hui
795,heute::ADV,dzisiaj,aujourd'hui
796,morgen::ADV,jutro,demain
797,bald::ADV,wkrótce,bientôt
798,dann::ADV,potem,puis
799,dann::ADV,potem,ensuite
800,gestern::ADV,wczoraj,hier
801,einst::ADV,kiedyś,jadis
802,einst::ADV,kiedyś,autrefois
803,einst::ADV,niegdyś,jadis
804,einst::ADV,niegdyś,autrefois
805,damals::ADV,wtedy,alors
806,damals::ADV,wtedy,à l'époque
807,damals::ADV,wówczas,alors
808,damals::ADV,wówczas,à l'époque
809,danach::ADV,następnie,après
810,danach::ADV,następnie,ensuite
811,vorher::ADV,przedtem,auparavant
812,zuerst::ADV,naprzód,d'abord
813,zuerst::ADV,naprzód,premièrement
814,zuerst::ADV,najpierw,d'abord
815,zuerst::ADV,najpierw,premièrement
816,einmal::ADV,raz,une fois
817,manchmal::ADV,czasem,parfois
818,manchmal::ADV,czasem,quelquefois
819,oft::ADV,często,souvent
820,immer::ADV,zawsze,toujours
821,niemals::ADV,nigdy,ne ... jamais
822,hier::ADV,tu,ici
823,hier::ADV,tutaj,ici
824,hierhin::ADV,tu,par ici
825,von hier::ADV,stąd,d'ici
826,dort::ADV,tam,là
827,dort::ADV,tam,là-bas
828,dorthin::ADV,tam,y
829,dorthin::ADV,tam,par là
830,geradeaus::ADV,prosto,tout droit
831,vorwärts::ADV,naprzód,en avant
832,rückwärts::ADV,wstecz,en arrière
833,zurück::ADV,z powrotem,de retour
834,unten::ADV,u dołu,en bas
835,unten::ADV,u dołu,au-dessous
836,unten::ADV,na dole,en bas
837,unten::ADV,na dole,au-dessous
