,Concept_ID,sl,os
748,arm::A,réven,мӕгуыр
749,reich::A,bogàt,хъӕздыг
750,bekannt::A,znán,зонгӕ
751,berühmt::A,sláven,номдзыд
752,berühmt::A,znamenít,номдзыд
753,fremd::A,túj,æцæгæлон
754,verschieden::A,razlíčen,æндæр æмæ æндæр
755,verschieden::A,razlíčen,алы
756,verschieden::A,razlíčen,алыхуызон
757,nah::A,blížnji,хӕстӕг
758,fern::A,dáleč,дард
759,fern::A,dáleč,дӕрддаг
760,linker::A,lévi,галиу
761,rechter::A,désni,рахиз
762,anderer::A,drúgi,иннӕ
763,anderer::A,drúgi,ӕндӕр
764,erster::A,pŕvi,фыццаг
765,erster::A,pŕvi,фыццӕгӕм
766,zweiter::A,drúgi,дыккаг
767,zweiter::A,drúgi,дыккæгæм
768,dritter::A,trétji,æртыккаг
769,dritter::A,trétji,æртыккæгæм
770,letzter::A,poslédnji,фӕстаг
771,allein::ADV,sám,иунæг
772,auf einmal::ADV,obênem,уайтагъд
773,auf einmal::ADV,obênem,æвиппайды
774,auf einmal::ADV,obênem,æваст
775,zusammen::ADV,skúpaj,иумӕ
776,lange::ADV,dólgo,бирæ рæстæг
777,plötzlich::ADV,náglo,æвиппайды
778,plötzlich::ADV,náglo,æваст
779,plötzlich::ADV,nenádoma,æвиппайды
780,plötzlich::ADV,nenádoma,æваст
781,sofort::ADV,prècej,уыцы сахат
782,sofort::ADV,prècej,уайтагъд
783,später::ADV,poznêje,фæстæдæр
784,jetzt::ADV,zdàj,ныр
785,heute::ADV,dánes,абон
786,morgen::ADV,jútri,райсом
787,bald::ADV,kmálu,тагъд
788,bald::ADV,kmálu,рæхджы
789,dann::ADV,nató,стæй
790,gestern::ADV,včéraj,знон
791,einst::ADV,nékdaj,кӕддӕр
792,damals::ADV,tedàj,уæд
793,damals::ADV,takràt,уæд
794,danach::ADV,potèm,стæй
795,danach::ADV,potèm,уый фæстæ
796,vorher::ADV,poprèj,раздæр
797,zuerst::ADV,spŕva,фыццаг
798,einmal::ADV,ênkrat,иу хатт
799,manchmal::ADV,včásih,хатт
800,oft::ADV,pogósto,арæх
801,immer::ADV,védno,ӕдзух
802,immer::ADV,zméraj,ӕдзух
803,niemals::ADV,nikdàr,никуы
804,niemals::ADV,nikdàr,никæд
805,hier::ADV,tù,ам
806,hier::ADV,túkaj,ам
807,hierhin::ADV,sèmkaj,ардӕм
808,von hier::ADV,od tú,ардыгæй
809,dort::ADV,tàm,уым
810,dorthin::ADV,tjà,уырдӕм
811,geradeaus::ADV,rávno napréj,æргом
812,vorwärts::ADV,napréj,размӕ
813,rückwärts::ADV,zádaj,фӕстӕмӕ
814,zurück::ADV,nazáj,фӕстӕмӕ
815,unten::ADV,dôli,дæлæ
816,unten::ADV,dôli,дæлейы
817,unten::ADV,dôli,бынæй
818,unten::ADV,spôdaj,дæлæ
819,unten::ADV,spôdaj,дæлейы
820,unten::ADV,spôdaj,бынæй
821,hinab::ADV,dôl,дӕлӕмӕ
822,hinab::ADV,dôl,уырдыгмӕ
823,oben::ADV,gôri,уӕле
824,oben::ADV,zgôraj,уӕле
825,hinauf::ADV,gôr,уӕлӕмӕ
826,überall::ADV,povsód,алыран
827,überall::ADV,povsód,алкæм
828,überall::ADV,povsód,кæмдæриддæр
829,nicht::ADV,ne,нӕ
830,ein wenig::ADV,málo,чысыл
831,kaum::ADV,kómaj,цъус
832,sehr::ADV,zeló,тынг
833,sehr::ADV,zeló,иттӕг
834,so::ADV,takó,афтӕ
835,noch::ADV,še,ма
836,nur::ADV,samó,канд
837,nur::ADV,samó,ӕрмӕст
838,schon::ADV,žè,нырид
839,wieder::ADV,spét,ногӕй
840,vergebens::ADV,zamàn,дзæгъæлы
841,vergebens::ADV,zamàn,уæгъды
842,vergebens::ADV,zamàn,æнæхъуаджы
843,vergebens::ADV,zastónj,дзæгъæлы
844,vergebens::ADV,zastónj,уæгъды
845,vergebens::ADV,zastónj,æнæхъуаджы
846,vor::PRP,pred,разы
847,hinter::PRP,za,фӕстӕ
848,unter::PRP,pod,бын
849,durch::PRP,skózi,æхсæнты
850,neben::PRP,kràj,цур
851,neben::PRP,póleg,цур
852,zwischen::PRP,med,астӕу
853,zwischen::PRP,izmed,астӕу
854,wegen::PRP,zarádi,тыххай
855,dies::PRN,tó,ай
856,das::PRN,tó,уый
857,alles::PRN,vsè,алцы
858,alles::PRN,vsè,æппæтдæр
859,alles::PRN,vsè,иууылдӕр
860,ich::PRN,jàz,æз
861,du::PRN,tí,ды
862,er::PRN,òn,уый
863,wir::PRN,mí,мах
864,ihr::PRN,ví,сымах
865,sie::PRN,ôni,уыдон
866,was::FPRN,káj,цы
867,wer::FPRN,kdó,чи
868,wo::FADV,kjé,кӕм
869,wohin::FADV,kám,кӕдӕм
870,wie::FADV,kakó,куыд
871,warum::FADV,zakáj,цӕмӕн
872,wieviel::FNUM,kóliko,цал
873,eins::NUM,êden,иу
874,zwei::NUM,dvá,дыууӕ
875,drei::NUM,trí,ӕртӕ
876,vier::NUM,štíri,цыппар
877,fünf::NUM,pét,фондз
878,sechs::NUM,šést,ӕхсӕз
879,sieben::NUM,sédem,авд
880,acht::NUM,ósem,аст
881,neun::NUM,devét,фараст
882,zehn::NUM,desét,дӕс
883,elf::NUM,enájst,иуæндæс
884,zwölf::NUM,dvánajst,дыууадæс
885,zwanzig::NUM,dvájset,дыууын
886,dreißig::NUM,trídeset,æртын
887,dreißig::NUM,trídeset,дæсæмæссæдз
888,vierzig::NUM,štírideset,цыппор
889,vierzig::NUM,štírideset,цыппур
890,vierzig::NUM,štírideset,дыууиссæдзы
891,fünfzig::NUM,pétdeset,фӕндзай
892,sechzig::NUM,šéstdeset,æхсай
893,sechzig::NUM,šéstdeset,æртиссæдзы
894,siebzig::NUM,sédemdeset,æвдай
895,siebzig::NUM,sédemdeset,дæс æмæ æртиссæдзы
896,achtzig::NUM,ósemdeset,цыппарыссæдзы
897,achtzig::NUM,ósemdeset,æстай
898,neunzig::NUM,devétdeset,нæуæдз
899,neunzig::NUM,devétdeset,дæс æмæ цыппарыссæдзы
900,hundert::NUM,stó,сӕдӕ
901,tausend::NUM,tísoč,мин
902,und::CNJ,in,ӕмӕ
903,oder::CNJ,áli,кӕнӕ
904,stehen::V,státi,лӕууын
905,sitzen::V,sedéti,бадын
906,liegen::V,ležáti,хуыссын
907,hängen::V,viséti,ауыгъд уын
908,werden::V,postáti,суӕвын
909,passieren::V,zgodíti se,æрцæуын
910,beginnen::V,začéti se,райдайын
911,enden::V,končáti se,фæуын
912,wechseln::V,ménjati se,ивын
913,aufgehen[Sonne]::V,vzíti,скæсын
914,untergehen[Sonne]::V,zaíti, аныгуылын
915,scheinen[Sonne]::V,sijáti,рухс кӕнын
916,donnern::V,grméti,нæрын
917,wehen::V,píhati,дымын
918,strömen::V,líti,кӕлын
919,fließen::V,têči,цæуын
920,fließen::V,têči,уайын
921,fließen::V,têči,кæлын
922,sich drehen::V,vrtéti se,зилын
923,schwanken::V,kolébati,æнкъуысын
924,schwingen::V,níhati,æнкъуысын
925,schwingen::V,níhati,змæлын
926,fallen::V,pádati,хауын
927,brennen::V,goréti,судзын
928,rauchen::V,kadíti se,фæздæг кæнын
929,regnen::V,deževáti,уарын
930,gefrieren::V,zmŕzniti,сӕлын
931,tauen::V,tájati,стайын
932,schmelzen::V,kopnéti,тайын
933,trocknen::V,sušíti se,хус кæнын
934,sieden::V,kipéti,фыцын
935,faulen::V,gníti,ӕмбийын
936,verfaulen::V,zgníti,бамбийын
937,reißen::V,tŕgati se,скъуийын
938,versinken::V,pogrézniti se,дӕлдон_кӕнын
939,vergehen::V,miníti,аивгъуийын
940,erscheinen::V,pojáviti se,разынын
941,verschwinden::V,izgíniti,фæтары уын
942,verschwinden::V,izgíniti,фæдæлдзæх уын
943,verschwinden::V,izgíniti,фесæфын
944,verschwinden::V,izgíniti,æрбайсæфын
945,sinken::V,péšati,дæлæмæ æрхауын
946,abnehmen::V,pojémati,фæкъаддæр уын
947,abnehmen::V,pojémati,фæцух уын
948,zunehmen::V,véčati se,фæфылдæр уын
949,zunehmen::V,véčati se,сбирæ уын
950,zunehmen::V,véčati se,сахадын
951,zunehmen::V,množíti se,фæфылдæр уын
952,zunehmen::V,množíti se,сбирæ уын
953,zunehmen::V,množíti se,сахадын
954,steigen::V,dvígati se,сыстын
955,wachsen::V,rásti,рӕзын
956,glänzen::V,sijáti,ӕрттивын
957,funkeln::V,ískriti se,тыбар-тыбур_кӕнын
958,lärmen::V,ropotáti,хъæлæба кæнын
959,lärmen::V,razgrájati,хъæлæба кæнын
960,läuten::V,zvoníti,цæгъдын
961,klingeln::V,zvončkljáti,цæгъдын
962,klirren::V,žvenketáti,дзыгъал-мыгъул кæнын
963,klirren::V,žvenketáti,дзæгъ-дзæгъ кæнын
964,brausen::V,šuméti,абухын
965,rauschen::V,šuštéti,
966,rauschen::V,šelestéti,
967,klingen::V,zvenéti,зæлын
968,klingen::V,zvenéti,азæлын
969,klingen::V,zvenéti,хъуысын
970,bellen::V,lájati,рæйын
971,heulen::V,zavíjati,ниуын
972,blasen::V,píhniti,фу кӕнын
973,pfeifen::V,pískati,æхситт кæнын
974,pfeifen::V,pískati,къуыззитт кæнын
975,pfeifen::V,žvížgati,æхситт кæнын
976,pfeifen::V,žvížgati,къуыззитт кæнын
977,schreien::V,kričáti,хъӕр кӕнын
978,stöhnen::V,stókati,хъæрзын
979,stöhnen::V,stókati,дзыназын
980,zittern::V,drgetáti,ризын
981,leben::V,živéti,цӕрын
982,geboren werden::V,rodíti se,райгуырын
983,atmen::V,díhati,улӕфын
984,trinken::V,píti,нуазын
985,essen::V,jésti,хӕрын
986,schlucken::V,požírati,ныхъуырын
987,müde werden::V,péšati,бафæллайын
988,müde werden::V,péšati,бафæлмæцын
989,müde werden::V,péšati,сфæлмæцын
990,müde werden::V,utrúditi se,бафæллайын
991,müde werden::V,utrúditi se,бафæлмæцын
992,müde werden::V,utrúditi se,сфæлмæцын
993,einschlafen::V,zaspáti,бафынæй уын
994,schlafen::V,spáti,хуыссын
995,schlafen::V,spáti,фынӕй кӕнын
996,aufwachen::V,zbudíti se,райхъал уын
997,aufstehen::V,vstáti,стын
998,sich erholen::V,oddahníti se,фæллад уадзын
999,sich erholen::V,oddahníti se,улæфын
1000,krank werden::V,oboléti,фӕрынчын уын
1001,krank sein::V,bíti bolán,сӕйын
1002,schmerzen::V,boléti,риссын
1003,husten::V,kášljati,хуыфын
1004,genesen::V,okrévati,сдзæбæх уын
1005,genesen::V,okrévati,рандидзын
1006,genesen::V,okrévati,сæндидзын
1007,sterben::V,umréti,мӕлын
1008,umkommen::V,pogíniti,фесæфын
1009,umkommen::V,pogíniti,байсæфын
1010,umkommen::V,pogíniti,бабын уын
1011,umkommen::V,pogíniti,мард фæуын
1012,sich bewegen::V,zganíti se,тæлфын
1013,sich bewegen::V,zganíti se,цæуын
1014,sich rühren::V,premakníti se,змӕлын
1015,sich erheben::V,vstájati,стын
1016,sich erheben::V,vzdígniti se,стын
1017,sich setzen::V,sésti,сбадын
1018,hinfallen::V,pásti dôl,ӕрхауын
1019,laufen::V,hodíti,цӕуын
1020,laufen::V,hodíti,рацу-бацу_кӕнын
1021,schreiten::V,stópati,къахдзæф кæнын
1022,schreiten::V,stópati,санчъех кæнын
1023,schreiten::V,stópati,цæуын
1024,spazierengehen::V,na sprehòd íti,озер кæнын
1025,spazierengehen::V,na sprehòd íti,тезгъо кæнын
1026,eilen::V,drvéti,тагъд кæнын
1027,eilen::V,drvéti,тындзын
1028,sich beeilen::V,hitéti,тагъд кæнын
1029,sich beeilen::V,hitéti,тындзын
1030,sausen::V,dírkati,уайын
1031,sausen::V,dírkati,тæхын
1032,rennen::V,dírjati,згъорын
1033,springen::V,skákati,гæпп кæнын
1034,springen::V,skákati,сæррæтт кæнын
1035,springen::V,skákati,лиуырын
1036,klettern::V,plézati,хилын
1037,schaukeln::V,kolébati,хецъро кæнын
1038,schaukeln::V,kolébati,херыйыл бадын
1039,kriechen::V,pláziti se,бырын
1040,schwimmen::V,plávati,ленк кӕнын
1041,tauchen::V,potápljati se,ныгъуылын
1042,rudern::V,vesláti,бæлæгъ тæрын
1043,rudern::V,vesláti,чема тæрын
1044,fahren::V,vozíti se,цӕуын
1045,fahren::V,peljáti se,цӕуын
1046,fliegen::V,létati,тӕхын
1047,gehen::V,íti,цӕуын
1048,weggehen::V,odíti,ацӕуын
1049,abfahren::V,odpeljáti se,араст уын
1050,anhalten::V,ustáviti se,æрлæууын
1051,hineingehen::V,íti nóter,мидæмæ цæуын
1052,eintreten::V,vstopíti,бацӕуын
1053,kommen::V,príti,æрцæуын
1054,ankommen::V,prispéti,æрцæуын
1055,ankommen::V,prihájati,æрцæуын
1056,zurückkommen::V,vrníti se,раздæхын
1057,zurückkommen::V,vrníti se,фæстæмæ_раздæхын
1058,zurückkommen::V,vrníti se,æрбаздæхын
1059,zurückkommen::V,vrníti se,аздæхын
1060,bleiben::V,ostáti,лӕууын
1061,warten::V,čákati,ӕнхъӕлмӕ кӕсын
1062,erwarten::V,pričakováti,ӕнхъӕлмӕ кӕсын
1063,suchen::V,iskáti,агурын
1064,finden::V,nájti,ссарын
1065,versuchen::V,poskúšati,фӕлварын
1066,vorbereiten::V,pripráviti,бацаттæ кæнын
1067,vorbereiten::V,pripráviti,æрæввонг кæнын
1068,lieben::V,ljubíti,уарзын
1069,mögen::V,márati,зæрдæмæ цæуын
1070,lachen::V,smejáti se,худын
1071,rühren::V,ganíti,зæрдæ суынгæг кæнын
1072,weinen::V,jókati,кӕуын
1073,weinen::V,plákati,кӕуын
1074,schimpfen::V,psováti,æлгъитын
1075,schimpfen::V,zmérjati,æлгъитын
1076,sich ärgern::V,jezíti se,мæсты кæнын
1077,sich fürchten::V,báti se,тæрсын
1078,fürchten::V,báti se,тæрсын
1079,fliehen::V,bežáti,лидзын
1080,flüchten::V,pobégniti,алидзын
1081,sehen::V,vídeti,уынын
1082,anschauen::V,oglédati,акӕсын
1083,ansehen::V,glédati,кӕсын
1084,hören::V,slíšati,хъусын
1085,zuhören::V,poslúšati,хъусын
1086,probieren::V,poskúšati,уынын
1087,probieren::V,poskúšati,аходын
1088,riechen::V,dúhati,смудын
1089,fühlen::V,čutíti,ӕнкъарын
1090,scheinen::V,zdéti se,зынын
1091,zu sehen sein::V,vídeti se,зынын
1092,vernehmen::V,čúti,фехъусын
1093,frieren::V,zébsti,сийын
1094,tun::V,délati,кӕнын
1095,können::V,môči,фӕразын
1096,wollen::V,hotéti,фӕндын
1097,anfangen::V,začéti,райдайын
1098,beenden::V,dokončáti,фӕуын
1099,aufhören::V,prenéhati,банцайын
1100,aufhören::V,prenéhati,фенцайын
1101,gelingen::V,uspéti,бантысын
1102,gelingen::V,posréčiti se,бантысын
1103,geraten::V,obnêsti se,разынын
1104,öffnen::V,odpréti,гом кӕнын
1105,schließen::V,zapréti,ӕхгӕнын
1106,stellen::V,postáviti,ӕвӕрын
1107,setzen::V,posadíti,сбадын кӕнын
1108,legen::V,položíti,ӕрӕвӕрын
1109,berühren::V,dotíkati se,агайын
1110,verbinden::V,obvézati,бӕттын
1111,bedecken::V,pokríti,ӕмбӕрзын
1112,aufhängen::V,obésiti,ауындзын
1113,anzünden::V,zažgáti,ссудзын
1114,aufheben::V,vzdígniti,сисын
1115,zurücklassen::V,zapustíti,ныууадзын
1116,verlieren::V,izgubíti,фесафын
1117,fallen lassen::V,navréči,ӕрӕппарын
1118,fallen lassen::V,navréči,къухтӕй феуӕгъд кӕнын
1119,machen::V,naredíti,саразын
1120,machen::V,napráviti,саразын
1121,herstellen::V,izdélati,сцæттæ кæнын
1122,herstellen::V,izdélati,саразын
1123,bauen::V,gradíti,амайын
1124,reparieren::V,popráviti,æмпъузын
1125,reparieren::V,popráviti,цалцæг кæнын
1126,verbessern::V,izbóljšati,фæхуыздæр кæнын
1127,ändern::V,spremeníti,аивын
1128,graben::V,kopáti,къахын
1129,graben::V,grêbsti,къахын
1130,beugen::V,upogníti,æркъæдз кæнын
1131,beugen::V,upogníti,æртасын кæнын
1132,biegen::V,zavíjati,тасын кӕнын
1133,drehen::V,vrtéti,здухын
1134,wenden::V,obrníti,афæлдахын
1135,wenden::V,obrníti,рафæлдахын
1136,umdrehen::V,zasúkati,афæлдахын
1137,heben::V,dvígati,сдарын
1138,heben::V,dvígati,схæцын
1139,hochheben::V,privzdígniti,уæлæмæ хæцын
1140,ergreifen::V,zgrábiti,фӕлӕбурын
1141,halten::V,držáti,дарын
1142,drücken::V,tiščáti,æлхъивын
1143,drücken::V,tiščáti,хæцын
1144,schieben::V,ríniti,схойын
1145,kratzen::V,práskati,хафын
1146,lecken::V,lízati,сдæрын
1147,beißen::V,grísti,хæцын
1148,abreißen::V,odtŕgati,ратонын
1149,abschneiden::V,odrézati,ралыг кӕнын
1150,binden::V,vézati,бабӕттын
1151,stecken::V,vtakníti,ныссадзын
1152,brechen::V,lomíti,асæттын
1153,brechen::V,lomíti,басæттын
1154,brechen::V,lomíti,ныссæттын
1155,klopfen::V,tólči,хойын
1156,klopfen::V,tólči,гуыпп-гуыпп кæнын
1157,klopfen::V,tólči,къуырцц-къуырцц кæнын
1158,hauen::V,séči,цӕвын
1159,hauen::V,séči,нӕмын
1160,kleben::V,lépiti,ныхасын
1161,kleben::V,lépiti,æндадзын
1162,reiben::V,tréti,сӕрфын
1163,reiben::V,tréti,хафын
1164,reiben::V,dŕgniti,сӕрфын
1165,reiben::V,dŕgniti,хафын
1166,streichen::V,namázati,байсæрдын
1167,streichen::V,namázati,сахорын
1168,schleifen::V,brúsiti,ссын
1169,schleifen::V,brúsiti,цыргъ кӕнын
1170,schneiden::V,rézati,кӕрдын
1171,rütteln::V,strésti,æнкъусын
1172,schütteln::V,majáti,уигъын
1173,schwenken::V,obrníti,тилын
1174,schwenken::V,obrníti,уигъын
1175,schütten::V,sípati,ныккӕнын
1176,füllen::V,napolníti,байдзаг кæнын
1177,einwickeln::V,zavíti,батухын
1178,tragen::V,nêsti,хӕссын
1179,schleppen::V,vláčiti,ласын
1180,ziehen::V,vléči,ласын
1181,aufbewahren::V,shranjeváti,æвæрын
1182,werfen::V,lúčati,зыввытт кӕнын
1183,fangen::V,ujéti,ӕрцахсын
1184,packen::V,prijéti,рацахсын
1185,verstecken::V,skríti,æмбæхсын
1186,verstecken::V,skríti,нымæхсын
1187,teilen::V,razdelíti,уарын
1188,schicken::V,pošíljati,ӕрвитын
1189,bringen::V,prinêsti,æрхæссын
1190,bringen::V,prinêsti,æрбахæссын
1191,hinzufügen::V,pristáviti,ӕфтауын
1192,bekommen::V,dobíti,ссарын
1193,bekommen::V,dobíti,сфæрæз кæнын
1194,bekommen::V,dobíti,самал кæнын
1195,erhalten::V,prejéti,райсын
1196,nehmen::V,vzéti,райсын
1197,wählen::V,izbírati,равзарын
1198,auswählen::V,izbráti,авзарын
1199,bewahren::V,ohraníti,бавæрын
1200,bewahren::V,ohraníti,нывæрын
1201,behindern::V,ovírati,цæлхдур æвæрын
1202,behindern::V,ovírati,ныхдур æвæрын
1203,behindern::V,ovírati,къуылымпы кæнын
1204,behindern::V,ovírati,хъыг дарын
1205,verderben::V,pokváriti,фесафын
1206,beschädigen::V,poškodováti,халын
1207,zerbrechen::V,razlomíti,асӕттын
1208,zerreißen::V,raztŕgati,аскъуынын
1209,zerstören::V,razrúšiti,фехалын
1210,verbrennen::V,sežgáti,басудзын
1211,geben::V,dáti,дӕттын
1212,reichen::V,séči,адæттын
1213,reichen::V,molíti,адæттын
1214,schenken::V,podáriti,лæвар кæнын
1215,versprechen::V,obljubíti,дзырд раттын
1216,versprechen::V,obljubíti,зӕрдӕ бавӕрын
1217,wünschen::V,vóščiti,зæрдæ зæгъы
1218,loben::V,hváliti,раппӕлын
1219,küssen::V,poljubováti,пъа кæнын
1220,küssen::V,poljubováti,ба кæнын
1221,wiegen::V,zíbati,узын
1222,zudecken::V,pokríti,бамбӕрзын
1223,wecken::V,zbudíti,райхъал кӕнын
1224,zeigen::V,pokázati,амонын
1225,führen::V,vêsti,кӕнын
1226,führen::V,vêsti,фæкæнын
1227,lehren::V,učíti,ахуыр кæнын
1228,unterrichten::V,poučeváti,ахуыр кæнын
1229,aufziehen::V,vzgojíti,хъомыл кӕнын
1230,leiten::V,uprávljati,разамынд дӕттын
1231,antreiben::V,goníti,тагъд кæнын
1232,antreiben::V,goníti,рог кæнын
1233,lassen::V,povzročíti,кæнын
1234,einladen::V,povábiti,ӕрхонын
1235,einladen::V,povábiti,ӕрбахонын
1236,vereinigen::V,zdrúžiti,баиу кӕнын
1237,besuchen::V,obiskáti,абæрæг кæнын
1238,besuchen::V,obiskáti,бабæрæг кæнын
1239,besuchen::V,obiskáti,бауайын
1240,treffen::V,pogodíti,фембæлын
1241,sich versammeln::V,zbráti se,æрæмбырд уын
1242,spielen::V,igráti se,хъазын
1243,singen::V,péti,зарын
1244,tanzen::V,plésati,кафын
1245,sich trennen::V,ločíti se,фæйнæрдæм фæцæуын айхæлын
1246,verlassen::V,zapustíti,ныууадзын
1247,retten::V,réšiti,фервӕзын кӕнын
1248,bewachen::V,strážiti,хъахъхъӕнын
1249,schützen::V,sčítiti,хъахъхъӕнын
1250,verteidigen::V,braníti,бахизын
1251,sich schlagen::V,têpsti se,хыл кæнын
1252,schießen::V,stréljati,ӕхсын
1253,siegen::V,zmágati,басӕттын
1254,siegen::V,zmágati,фӕуӕлахиз уӕвын
1255,ärgern::V,jezíti,мӕсты кӕнын
1256,ärgern::V,razbúriti,мӕсты кӕнын
1257,schlagen::V,têpsti,ныццæвын
1258,schlagen::V,udáriti,ныццæвын
1259,treten::V,teptáti,
1260,stechen::V,ubôsti,фæрæхойын
1261,stoßen::V,peháti,риуыгъын
1262,stoßen::V,drégniti,риуыгъын
1263,stehlen::V,ukrásti,давын
1264,stehlen::V,pokrásti,давын
1265,stören::V,motíti,хъыгдарын
1266,belästigen::V,nadlegováti,хъыгдарын
1267,verbergen::V,skríti,бамбӕхсын
1268,verbergen::V,skríti,басусӕг кӕнын
1269,täuschen::V,slepíti,фӕливын
1270,täuschen::V,slepíti,асайын
1271,betrügen::V,várati,асайын
1272,betrügen::V,ogoljufáti,асайын
1273,töten::V,ubíti,амарын
1274,wohnen::V,prebívati,цӕрын
1275,arbeiten::V,délati,кусын
1276,sammeln::V,zbráti,æртонын
1277,pflücken::V,obráti,тонын
1278,jagen::V,lovíti,цуан кæнын
1279,fischen::V,ribáriti,кæсаг ахсын æнгуырæй
1280,fischen::V,ribáriti,æнгуыр дарын
1281,fassen::V,zajéti,ӕрцахсын
1282,hüten::V,pásti,хизын
1283,treiben::V,pogánjati,скъӕрын
1284,anbinden::V,privézati,бабæттын
1285,anbinden::V,privézati,æрбæттын
1286,füttern::V,kŕmiti,холлаг дæттын
1287,füttern::V,kŕmiti,холлаг æвæрын
1288,füttern::V,kŕmiti,дарын
1289,melken::V,mólsti,дуцын
1290,hacken::V,sékati,кæрдын
1291,hacken::V,sékati,лыгтæ кæнын
1292,gießen::V,ulíti,бакалын
1293,reifen::V,zoréti,срæгъæд уын
1294,reifen::V,zoréti,сцæттæ уын
1295,zubereiten::V,pripráviti,сцӕттӕ кӕнын
1296,kochen::V,kúhati,фыцын
1297,backen::V,cvréti,фыцын
1298,braten::V,pêči,цурын
1299,umrühren::V,preméšati,ахæццæ кæнын
1300,umrühren::V,preméšati,азмæнтын
1301,umrühren::V,preméšati,астауын
1302,stricken::V,plêsti,кæнын
1303,stricken::V,plêsti,бийын
1304,nähen::V,šívati,хуыйын
1305,färben::V,bárvati,ахорын
1306,reinigen::V,očístiti,ссыгъдæг кæнын
1307,reinigen::V,očístiti,ныссыгъдæг кæнын
1308,reinigen::V,očístiti,ныссæрфын
1309,waschen::V,opráti,ӕхсын
1310,abwischen::V,obrísati,сӕрфын
1311,spülen::V,splakováti,æнхъæвзын
1312,fegen::V,pométati,мӕрзын
1313,kehren::V,mésti,мӕрзын
1314,baden::V,kópati se,хи найын
1315,sich waschen::V,umíti se,хи æхсын
1316,ausziehen::V,izvléči,ласын
1317,anziehen::V,obléči,скæнын
1318,sich anziehen::V,obléči se,дзаума скæнын
1319,sich anziehen::V,obléči se,дарæс скæнын
1320,kämmen::V,česáti,ныффасын
1321,kämmen::V,česáti,æрфасын
1322,schmücken::V,okrasíti,фӕлындын
1323,sagen::V,dejáti,зæгъын
1324,sprechen::V,govoríti,дзурын
1325,reden::V,rêči,ныхас кӕнын
1326,sich unterhalten::V,razgovárjati se,ныхас кæнын
1327,fragen::V,vprášati,фӕрсын
1328,bitten::V,prosíti,курын
1329,erzählen::V,práviti,радзурын
1330,erzählen::V,práviti,ратаурæгъ кæнын
1331,mitteilen::V,naznániti,фехъусын кæнын
1332,nennen::V,imenováti,хонын
1333,rufen::V,klícati,сидын
1334,prahlen::V,baháti se,ӕппӕлын
1335,übersetzen::V,prevêsti,ратæлмац кæнын
1336,denken::V,mísliti,ӕнхъӕлын
1337,denken::V,mísliti,хъуыды кӕнын
1338,glauben::V,verjéti,уырнын
1339,bemerken::V,opáziti,фенын
1340,erkennen::V,spoznáti,базонын
1341,begreifen::V,pôjmiti,ӕмбарын
1342,begreifen::V,pôjmiti,бамбарын
1343,verstehen::V,razuméti,
1344,lernen::V,učíti se,ахуыр кӕнын
1345,wissen::V,znáti,зонын
1346,wissen::V,védeti,зонын
1347,sich erinnern an::V,spómniti se,зæрдыл æрлæууын
1348,sich erinnern an::V,spómniti se,æрымысын
1349,sich erinnern an::V,spómniti se,æрбаймысын
1350,sich erinnern an::V,spómniti se,æрхъуыды кæнын
1351,vergessen::V,pozábiti,ферох кæнын
1352,vergessen::V,pozábiti,айрох кæнын
1353,messen::V,mériti,барын
1354,zählen::V,štéti,нымайын
1355,rechnen::V,račúnati,хынцын
1356,lesen::V,bráti,кӕсын
1357,lesen::V,bráti,фӕрсын
1358,lesen::V,čítati,кӕсын
1359,lesen::V,čítati,фӕрсын
1360,malen::V,slíkati,ныв кӕнын
1361,zeichnen::V,rísati,ныв кӕнын
1362,schreiben::V,písati,фыссын
1363,besitzen::V,iméti,хицау уын
1364,kaufen::V,kupíti,балхӕнын
1365,verkaufen::V,prodáti,уӕй кӕнын
1366,bezahlen::V,pláčati,бафидын
1367,zahlen::V,plačeváti,фидын
1368,beherrschen::V,obvládati,æлдариуæг кæнын
1369,ertragen::V,prenêsti,бавзарын
1370,Verstand::N,,зонд
