,Concept_ID,cv,uk
741,auf einmal::ADV,кӗмӗрккен,відразу
742,zusammen::ADV,пӗрле,разом
743,zusammen::ADV,пӗрле,спільно
744,lange::ADV,вӑрах,довго
745,plötzlich::ADV,сасартӑк,раптом
746,sofort::ADV,тӳрех,зараз
747,später::ADV,кайран,пізніше
748,jetzt::ADV,халь,тепер
749,jetzt::ADV,халӗ,тепер
750,heute::ADV,паян,сьогодні
751,morgen::ADV,ыран,завтра
752,bald::ADV,халех,незабаром
753,bald::ADV,кӗҫех,незабаром
754,dann::ADV,унтан,потім
755,gestern::ADV,ӗнер,вчора
756,einst::ADV,пӗррехинче,колись
757,damals::ADV,ун чухне,тоді
758,damals::ADV,апла пулсан,тоді
759,danach::ADV,унтан,згодом
760,vorher::ADV,малтан,раніше
761,zuerst::ADV,пирвай,спершу
762,zuerst::ADV,пирвай,спочатку
763,einmal::ADV,пӗррехинче,один раз
764,manchmal::ADV,хӑш чухне,іноді
765,manchmal::ADV,хӑш чухне,інколи
766,oft::ADV,тӑтӑш,часто
767,immer::ADV,ялан,завжди
768,niemals::ADV,нихӑҫан та,ніколи
769,hier::ADV,кунта,тут
770,hierhin::ADV,кунта,сюди
771,von hier::ADV,кунтан,звідси
772,dort::ADV,унта,там
773,dort::ADV,ҫавӑнта,там
774,dorthin::ADV,унта,туди
775,dorthin::ADV,ҫавӑнта,туди
776,geradeaus::ADV,тикӗс,прямо
777,vorwärts::ADV,малалла,вперед
778,rückwärts::ADV,хыҫала,назад
779,zurück::ADV,каялла,назад
780,unten::ADV,аялта,внизу
781,hinab::ADV,аялта,вниз
782,oben::ADV,ҫӳлте,вгорі
783,hinauf::ADV,ҫӳле,вгору
784,überall::ADV,таҫта та,скрізь
785,überall::ADV,пур ҫӗрте те,скрізь
786,überall::ADV,кирек ӑҫта та,скрізь
787,nicht::ADV,мар,не
788,ein wenig::ADV,пӑртак,трохи
789,ein wenig::ADV,пӑртак,небагато
790,kaum::ADV,аран,ледве
791,sehr::ADV,питӗ,дуже
792,so::ADV,апла,так
793,noch::ADV,татах,ще
794,nur::ADV,ҫех,лише
795,nur::ADV,ҫех,тільки
796,schon::ADV,ӗнтӗ,вже
797,wieder::ADV,каллех,знову
798,vergebens::ADV,харам,дарма
799,vor::PRP,умӗнче,перед
800,hinter::PRP,кайра,ззаду
801,hinter::PRP,кайра,позаду
802,unter::PRP,айне,під
803,unter::PRP,айӗпе,під
804,unter::PRP,айӗнче,під
805,unter::PRP,ҫитеспе,під
806,durch::PRP,витӗр,крізь
807,neben::PRP,патӗнче,біля
808,zwischen::PRP,хушшинче,між
809,wegen::PRP,пула,з-за
810,wegen::PRP,пула,через
811,wegen::PRP,пирки,з-за
812,wegen::PRP,пирки,через
813,dies::PRN,ку,це
814,dies::PRN,ҫак,це
815,das::PRN,ҫав,то
816,alles::PRN,пурте,все
817,alles::PRN,йӑлт,все
818,ich::PRN,эп,я
819,du::PRN,эс,ти
820,er::PRN,вӑл,він
821,wir::PRN,эпир,ми
822,ihr::PRN,эсир,ви
823,sie::PRN,вӗсем,вони
824,was::FPRN,мӗн,що
825,was::FPRN,мӗскер,що
826,was::FPRN,мӗн те пулин,що
827,wer::FPRN,кам,хто
828,wo::FADV,ӑҫта,де
829,wohin::FADV,ӑҫта,куди
830,wie::FADV,епле,як
831,wie::FADV,мӗнле,як
832,warum::FADV,ма,чому
833,warum::FADV,мӗншӗн,чому
834,wieviel::FNUM,миҫе,скільки
835,eins::NUM,пӗр,один
836,eins::NUM,пӗрре,один
837,zwei::NUM,ик,два
838,zwei::NUM,икӗ,два
839,zwei::NUM,иккӗ,два
840,drei::NUM,виҫ,три
841,drei::NUM,виҫӗ,три
842,drei::NUM,виҫҫӗ,три
843,vier::NUM,тӑват,чотири
844,fünf::NUM,пилӗк,п’ять
845,fünf::NUM,пиллӗк,п’ять
846,sechs::NUM,улт,шість
847,sechs::NUM,ултӑ,шість
848,sechs::NUM,улттӑ,шість
849,sieben::NUM,ҫич,сім
850,sieben::NUM,ҫичӗ,сім
851,sieben::NUM,ҫиччӗ,сім
852,acht::NUM,сакӑр,вісім
853,acht::NUM,саккӑр,вісім
854,neun::NUM,тӑхӑр,дев’ять
855,neun::NUM,тӑххӑр,дев’ять
856,zehn::NUM,вунӑ,десять
857,zehn::NUM,вуннӑ,десять
858,elf::NUM,вун пӗр,одинадцять
859,zwölf::NUM,вун ик,дванадцять
860,zwölf::NUM,вун икӗ,дванадцять
861,zwölf::NUM,вун иккӗ,дванадцять
862,zwanzig::NUM,ҫирӗм,двадцять
863,dreißig::NUM,вӑтӑр,тридцять
864,vierzig::NUM,хӗрӗх,сорок
865,fünfzig::NUM,аллӑ,п’ятдесят
866,sechzig::NUM,утмӑл,шістдесят
867,siebzig::NUM,ҫитмӗл,сімдесят
868,achtzig::NUM,сакӑр вунӑ,вісімдесят
869,achtzig::NUM,сакӑр вуннӑ,вісімдесят
870,neunzig::NUM,тӑхӑр вун,дев’яносто
871,neunzig::NUM,тӑхӑр вунӑ,дев’яносто
872,neunzig::NUM,тӑхӑр вуннӑ,дев’яносто
873,hundert::NUM,ҫӗр,сто
874,tausend::NUM,пин,тисяча
875,und::CNJ,та,і
876,oder::CNJ,е,або
877,stehen::V,тӑр,стояти
878,sitzen::V,лар,сидіти
879,liegen::V,вырт,лежати
880,hängen::V,усӑнса тӑр,висіти
881,hängen::V,ҫакӑнса тӑр,висіти
882,werden::V,пул,стати
883,werden::V,пул,робитися
884,passieren::V,пул,трапитися
885,beginnen::V,пуҫлан,початися
886,enden::V,пӗт,кінчитися
887,enden::V,вӗҫлен,кінчитися
888,wechseln::V,улшӑн,мінятися
889,aufgehen[Sonne]::V,тух,зійти
890,untergehen[Sonne]::V,анса лар,зайти
891,scheinen[Sonne]::V,пӑх,світити
892,donnern::V,кӗмсӗртет,гриміти
893,donnern::V,авӑт,гриміти
894,wehen::V,варкӑш,віяти
895,strömen::V,тӑкӑн,литися
896,fließen::V,юх,текти
897,sich drehen::V,ҫаврӑн,обертатися
898,schwanken::V,чӳхен,коливатися
899,schwingen::V,суллан,хитатися
900,schwingen::V,суллан,гойдатися
901,fallen::V,кип,падати
902,fallen::V,тӳр кип,падати
903,fallen::V,татӑлса ан,падати
904,brennen::V,ҫун,горіти
905,rauchen::V,мӑкӑрлан,диміти
906,rauchen::V,тӗтӗм кӑлар,диміти
907,regnen::V,ҫумӑр ҫӑвать,дощити
908,gefrieren::V,шӑн,змерзнути
909,tauen::V,ирӗл,танути
910,schmelzen::V,ирӗл,плавитися
911,trocknen::V,тип,сохнути
912,sieden::V,вӗре,кипіти
913,faulen::V,ҫӗр,гнити
914,verfaulen::V,ҫӗр,згнити
915,reißen::V,ҫурӑл,рватися
916,versinken::V,пут,тонути
917,vergehen::V,ирт,проходити
918,erscheinen::V,курӑн,з’явитися
919,erscheinen::V,курӑнса кай,з’явитися
920,verschwinden::V,ҫухал,щезнути
921,verschwinden::V,ҫухал,зникнути
922,sinken::V,чак,спадати
923,abnehmen::V,чак,поменшитися
924,zunehmen::V,пысӑклан,збільшуватися
925,steigen::V,ҫӗклен,підніматися
926,wachsen::V,ӳс,рости
927,glänzen::V,ҫиҫ,блищати
928,funkeln::V,ялкӑш,блискати
929,funkeln::V,йӑлтӑртат,блискати
930,lärmen::V,шавла,шуміти
931,läuten::V,шӑнкӑравла,дзвонити
932,klingeln::V,шӑнкӑравла,дзвонити
933,klirren::V,калтлат,дзвякати
934,klirren::V,шӑнкӑлтат,дзвякати
935,brausen::V,ахӑр,бушувати
936,rauschen::V,вашӑлтат,шелестіти
937,rauschen::V,чашӑлтат,шелестіти
938,klingen::V,янӑра,лунати
939,klingen::V,янӑра,звучати
940,bellen::V,вӗр,гавкати
941,heulen::V,ула,вити
942,blasen::V,вӗр,дунути
943,pfeifen::V,шӑхӑр,свистіти
944,schreien::V,кӑшкӑр,кричати
945,stöhnen::V,йынӑш,стогнати
946,zittern::V,чӗтре,тремтіти
947,leben::V,пурӑн,жити
948,geboren werden::V,ҫурал,народитися
949,atmen::V,сывла,дихати
950,trinken::V,ӗҫ,пити
951,essen::V,ҫи,їсти
952,schlucken::V,ҫӑт,ковтати
953,müde werden::V,ӗшен,втомитися
954,einschlafen::V,ыйха пут,заснути
955,einschlafen::V,ҫывӑрса кай,заснути
956,schlafen::V,ҫывӑр,спати
957,aufwachen::V,вӑран,прокинутися
958,aufstehen::V,тӑр,встати
959,sich erholen::V,кан,відпочивати
960,krank werden::V,чирле,захворіти
961,krank sein::V,чирле,хворіти
962,schmerzen::V,сур,боліти
963,schmerzen::V,ырат,боліти
964,husten::V,ӳсӗр,кашляти
965,genesen::V,сывал,одужати
966,genesen::V,сывал,видужати
967,genesen::V,тӳрлен,одужати
968,genesen::V,тӳрлен,видужати
969,sterben::V,вил,померти
970,umkommen::V,вил,згинути
971,sich bewegen::V,куҫ,рухатися
972,sich rühren::V,хускал,ворушитися
973,sich erheben::V,тӑр,встати
974,sich setzen::V,лар,сісти
975,hinfallen::V,ӳк,упасти
976,laufen::V,ут,ходити
977,schreiten::V,ут,крокувати
978,spazierengehen::V,уҫӑлса ҫӳре,гуляти
979,spazierengehen::V,уткаласа ҫӳре,гуляти
980,eilen::V,васка,спішити
981,eilen::V,хыпалан,спішити
982,sich beeilen::V,васка,поспішати
983,sich beeilen::V,хыпалан,поспішати
984,sausen::V,ыткӑн,мчатися
985,sausen::V,вӗҫтер,мчатися
986,rennen::V,чуп,бігати
987,springen::V,сик,скакати
988,springen::V,сик,стрибати
989,klettern::V,улӑх,лазити
990,schaukeln::V,йӳрӗн,гойдатися
991,kriechen::V,шу,повзати
992,kriechen::V,упален,повзати
993,schwimmen::V,иш,пливти
994,schwimmen::V,иш,плавати
995,tauchen::V,чӑм,пірнати
996,rudern::V,авӑс,гребти
997,rudern::V,авӑс,веслувати
998,fahren::V,пыр,їхати
999,fliegen::V,вӗҫ,літати
1000,gehen::V,кай,іти
1001,weggehen::V,кай,піти
1002,abfahren::V,тапран,від’їхати
1003,abfahren::V,тапран,відправитися
1004,anhalten::V,чарӑн,зупинитися
1005,hineingehen::V,кӗр,входити
1006,eintreten::V,кӗр,увійти
1007,kommen::V,кил,прийти
1008,ankommen::V,ҫит,прибути
1009,zurückkommen::V,таврӑн,повернутися
1010,zurückkommen::V,каялла кил,повернутися
1011,bleiben::V,юл,залишитися
1012,warten::V,кӗт,чекати
1013,erwarten::V,кӗт,чекати
1014,suchen::V,шыра,шукати
1015,finden::V,туп,знайти
1016,versuchen::V,пикен,випробовувати
1017,vorbereiten::V,хатӗрле,підготувати
1018,lieben::V,юрат,любити
1019,mögen::V,кӑмӑлла,любити
1020,mögen::V,кӑмӑлла,подобатися
1021,mögen::V,килӗштер,любити
1022,mögen::V,килӗштер,подобатися
1023,lachen::V,кул,сміятися
1024,lachen::V,ахӑлтат,сміятися
1025,rühren::V,ҫулӑх,розчулити
1026,weinen::V,йӗр,плакати
1027,weinen::V,макӑр,плакати
1028,schimpfen::V,вӑрҫ,лаятися
1029,schimpfen::V,ятлаҫ,лаятися
1030,sich ärgern::V,ҫиллен,сердитися
1031,sich fürchten::V,шиклен,боятися
1032,fürchten::V,хӑра,боятися
1033,fliehen::V,тар,тікати
1034,flüchten::V,чупса тар,утекти
1035,sehen::V,кур,бачити
1036,anschauen::V,пӑхса ил,поглянути
1037,ansehen::V,пӑх,дивитися на
1038,hören::V,илт,чути
1039,zuhören::V,итле,слухати
1040,zuhören::V,тӑнла,слухати
1041,probieren::V,астив,покуштувати
1042,riechen::V,шӑршла,нюхати
1043,fühlen::V,туй,відчувати
1044,fühlen::V,сис,відчувати
1045,scheinen::V,туйӑн,здаватися
1046,zu sehen sein::V,курӑн,виднітися
1047,vernehmen::V,пӑл,почути
1048,frieren::V,йӳтен,мерзнути
1049,tun::V,ту,робити
1050,können::V,пултар,могти
1051,wollen::V,те,хотіти
1052,anfangen::V,пуҫла,почати
1053,beenden::V,пӗтер,закінчити
1054,aufhören::V,пӑрах,перестати
1055,gelingen::V,ӑн,вдатися
1056,geraten::V,пул,опинитися
1057,öffnen::V,уҫ,відкрити
1058,schließen::V,хуп,закрити
1059,stellen::V,ларт,поставити
1060,stellen::V,тӑрат,поставити
1061,setzen::V,ларт,посадити
1062,legen::V,хур,класти
1063,berühren::V,перӗн,чіпати
1064,verbinden::V,сып,зв’язати
1065,bedecken::V,вит,покрити
1066,aufhängen::V,ҫак,повісити
1067,anzünden::V,ҫут,запалити
1068,aufheben::V,ҫӗкле,підняти
1069,zurücklassen::V,манса хӑвар,залишити
1070,verlieren::V,ҫӗтер,загубити
1071,fallen lassen::V,ӳкер,упустити
1072,machen::V,ту,зробити
1073,herstellen::V,ӑстала,виготовити
1074,bauen::V,ту,будувати
1075,reparieren::V,юса,лагодити
1076,verbessern::V,лайӑхлат,поліпшити
1077,ändern::V,улӑштар,змінити
1078,graben::V,чав,копати
1079,graben::V,чакала,копати
1080,beugen::V,кукӑрт,зігнути
1081,biegen::V,ав,погнути
1082,biegen::V,кукӑрт,погнути
1083,drehen::V,ҫавӑр,вертіти
1084,wenden::V,ӳпӗнтер,повернути
1085,umdrehen::V,ҫавӑр,перевернути
1086,heben::V,хӑпарт,піднімати
1087,hochheben::V,йӑт,підняти
1088,ergreifen::V,тыт,схопити
1089,halten::V,тыт,тримати
1090,drücken::V,пус,натискати
1091,schieben::V,тӗк,пхати
1092,schieben::V,тӗк,штовхати
1093,schieben::V,тӗрт,пхати
1094,schieben::V,тӗрт,штовхати
1095,kratzen::V,хыр,шкребти
1096,lecken::V,ҫула,лизати
1097,beißen::V,ҫырт,кусати
1098,beißen::V,хып,кусати
1099,abreißen::V,тат,відірвати
1100,abschneiden::V,кас,відрізати
1101,binden::V,ҫых,в’язати
1102,stecken::V,чик,увіткнути
1103,brechen::V,хуҫ,зламати
1104,klopfen::V,такка,стукати
1105,hauen::V,шакка,бити
1106,kleben::V,ҫыпӑҫтар,клеїти
1107,reiben::V,сӑтӑр,терти
1108,streichen::V,сӗр,намазати
1109,schleifen::V,хӑйра,точити
1110,schneiden::V,кас,різати
1111,rütteln::V,лӑка,хитати
1112,rütteln::V,силлентер,хитати
1113,schütteln::V,лӑка,трясти
1114,schütteln::V,силлентер,трясти
1115,schwenken::V,сулла,махати
1116,schütten::V,тултар,налити
1117,füllen::V,тултар,наповнити
1118,einwickeln::V,чӗрке,загорнути
1119,tragen::V,ҫӗкле,нести
1120,schleppen::V,сӗтӗр,тягти
1121,ziehen::V,тӑс,тягнути
1122,aufbewahren::V,усра,зберігати
1123,werfen::V,пӑрах,кидати
1124,fangen::V,тыт,ловити
1125,packen::V,тыт,схопити
1126,verstecken::V,пытарса хур,сховати
1127,teilen::V,уйӑр,розділити
1128,teilen::V,пайла,розділити
1129,schicken::V,яр,посилати
1130,bringen::V,кӳр,принести
1131,hinzufügen::V,хуш,додати
1132,bekommen::V,ил,дістати
1133,bekommen::V,туян,дістати
1134,erhalten::V,ил,одержати
1135,erhalten::V,туян,одержати
1136,nehmen::V,ил,взяти
1137,wählen::V,суйла,вибрати
1138,auswählen::V,суйла,відібрати
1139,bewahren::V,упра,зберегти
1140,behindern::V,кансӗрле,перешкоджати
1141,behindern::V,чӑрмантар,перешкоджати
1142,verderben::V,пӑс,зіпсувати
1143,beschädigen::V,пӑс,зашкодити
1144,zerbrechen::V,ват,розбити
1145,zerbrechen::V,ҫӗмӗр,розбити
1146,zerreißen::V,ҫур,розірвати
1147,zerstören::V,иш,зруйнувати
1148,verbrennen::V,ҫунтар,спалити
1149,geben::V,пар,дати
1150,reichen::V,пар,передати
1151,schenken::V,парнеле,дарувати
1152,versprechen::V,тума пул,обіцяти
1153,versprechen::V,сӑмах пар,обіцяти
1154,wünschen::V,сун,бажати
1155,loben::V,ырла,хвалити
1156,küssen::V,чуп ту,цілувати
1157,wiegen::V,сиктер,качати
1158,wiegen::V,силле,качати
1159,zudecken::V,вит,накрити
1160,wecken::V,вӑрат,розбудити
1161,zeigen::V,кӑтарт,показати
1162,führen::V,илсе пыр,вести
1163,führen::V,ҫавӑтса пыр,вести
1164,lehren::V,вёрент,вчити
1165,unterrichten::V,вёрент,викладати
1166,aufziehen::V,вӗрент,виховати
1167,leiten::V,тытса пыр,керувати
1168,antreiben::V,васкат,підганяти
1169,lassen::V,пусахла,змусити
1170,lassen::V,хуш,змусити
1171,einladen::V,чӗн,запросити
1172,vereinigen::V,пӗрлештер,об’єднати
1173,besuchen::V,ҫит,завітати
1174,besuchen::V,ҫит,відвідати
1175,besuchen::V,кӗрсе кур,завітати
1176,besuchen::V,кӗрсе кур,відвідати
1177,treffen::V,тӗл пул,зустріти
1178,sich versammeln::V,пуҫтарӑн,зібратися
1179,spielen::V,выля,грати
1180,singen::V,юрла,співати
1181,tanzen::V,ташла,танцювати
1182,sich trennen::V,уйрӑл,розлучитися
1183,verlassen::V,хӑвар,покинути
1184,retten::V,ҫӑл,врятувати
1185,bewachen::V,хуралла,охороняти
1186,schützen::V,сыхла,уберігати
1187,verteidigen::V,хӳтӗле,захистити
1188,sich schlagen::V,ҫапӑҫ,битися
1189,sich schlagen::V,ҫапӑҫ,дратися
1190,schießen::V,пер,стріляти
1191,siegen::V,ҫӗн,перемогти
1192,siegen::V,ҫӗнтер,перемогти
1193,ärgern::V,тарӑхтар,сердити
1194,ärgern::V,ҫиллентер,сердити
1195,schlagen::V,ҫап,ударити
1196,treten::V,тап,штовхати
1197,stechen::V,чик,вколоти
1198,stoßen::V,чыш,штовхнути
1199,stehlen::V,вӑрла,украсти
1200,stören::V,кансӗрле,перешкодити
1201,belästigen::V,аптӑрат,докучати
1202,belästigen::V,хупла,докучати
1203,verbergen::V,пытар,сховати
1204,täuschen::V,суй,обдурити
1205,betrügen::V,ултала,зшахраювати
1206,töten::V,вӗлер,убити
1207,wohnen::V,чуна пар,жити
1208,wohnen::V,чуна пар,мешкати
1209,wohnen::V,парӑнса тӑр,жити
1210,wohnen::V,парӑнса тӑр,мешкати
1211,arbeiten::V,ӗҫле,працювати
1212,sammeln::V,пух,зібрати
1213,pflücken::V,тат,зривати
1214,jagen::V,сунара ҫӳре,полювати
1215,fischen::V,пулӑ тыт,рибалити
1216,fassen::V,тыт,піймати
1217,hüten::V,кӗт,пасти
1218,treiben::V,хӑвала,гнати
1219,anbinden::V,кӑкар,прив’язати
1220,füttern::V,ҫитер,годувати
1221,füttern::V,ҫитер,харчувати
1222,melken::V,су,доїти
1223,hacken::V,вакла,рубати
1224,gießen::V,шӑвар,полити
1225,reifen::V,пиҫ,дозріти
1226,zubereiten::V,пӗҫер,зготовити
1227,zubereiten::V,пӗҫер,приготувати
1228,kochen::V,пӗҫер,варити
1229,kochen::V,пӗҫер,готувати
1230,backen::V,пӗҫер,пекти
1231,braten::V,ӑшала,смажити
1232,umrühren::V,хутӑштар,переміщати
1233,stricken::V,ҫых,в’язати
1234,nähen::V,ҫӗле,шити
1235,färben::V,пӗвет,пофарбувати
1236,reinigen::V,тасат,очистити
1237,waschen::V,ҫу,мити
1238,abwischen::V,шӑл,витерти
1239,spülen::V,чӳхе,полоскати
1240,fegen::V,шӑл,підмітати
1241,kehren::V,шӑл,мести
1242,baden::V,шыва кӗр,купатися
1243,sich waschen::V,ҫӑвӑн,митися
1244,ausziehen::V,салан,зняти
1245,anziehen::V,тӑхӑн,надіти
1246,sich anziehen::V,тӑхӑн,одягтися
1247,sich anziehen::V,тӑхӑн,одягнутися
1248,kämmen::V,тура,зачесати
1249,schmücken::V,илемлет,оздобити
1250,sagen::V,те,сказати
1251,sprechen::V,кала,говорити
1252,reden::V,сӑмахла,розмовляти
1253,reden::V,калаҫ,розмовляти
1254,sich unterhalten::V,пупле,бесідувати
1255,fragen::V,ыйт,запитати
1256,bitten::V,ыйт,просити
1257,erzählen::V,каласа пар,розповісти
1258,mitteilen::V,пӗлтер,повідомити
1259,mitteilen::V,хыпарла,повідомити
1260,nennen::V,те,назвати
1261,nennen::V,чӗн,назвати
1262,rufen::V,чӗн,кликати
1263,prahlen::V,мухтан,хвалитися
1264,prahlen::V,вӗҫкӗнлен,хвалитися
1265,übersetzen::V,куҫар,перекласти
1266,denken::V,шухӑшла,думати
1267,denken::V,шухӑшла,мислити
1268,glauben::V,ӗнен,вірити
1269,bemerken::V,асӑрха,помітити
1270,erkennen::V,палла,пізнати
1271,begreifen::V,ӑнлан,осягнути
1272,verstehen::V,пӗл,почути
1273,lernen::V,вӗрен,навчатися
1274,wissen::V,пӗл,знати
1275,wissen::V,ӑнкар,знати
1276,sich erinnern an::V,аса ил,пам’ятати
1277,vergessen::V,ман,забути
1278,vergessen::V,манса кай,забути
1279,messen::V,виҫ,міряти
1280,zählen::V,шутла,лічити
1281,rechnen::V,шутла,рахувати
1282,lesen::V,вула,читати
1283,malen::V,ӳкер,малювати
1284,zeichnen::V,ӳкер,рисувати
1285,schreiben::V,ҫыр,писати
1286,besitzen::V,тыт,мати
1287,kaufen::V,ил,купити
1288,kaufen::V,туян,купити
1289,verkaufen::V,сут,продати
1290,bezahlen::V,тӳле,заплатити
1291,zahlen::V,тӳле,платити
1292,beherrschen::V,тыт,володіти
1293,ertragen::V,тӳс,витерпіти
1294,Bauch::N,,живіт
