,Concept_ID,ca,zh
869,suchen::V,buscar,找
870,finden::V,trobar,找到
871,versuchen::V,intentar,尝试
872,vorbereiten::V,preparar,预备
873,lieben::V,estimar,爱
874,mögen::V,agradar a,喜欢
875,lachen::V,riure,笑
876,rühren::V,commoure,
877,rühren::V,emocionar,
878,weinen::V,plorar,哭
879,schimpfen::V,renyar,骂
880,sich ärgern::V,enfadar-se,生气
881,sich fürchten::V,tenir por,害怕
882,fürchten::V,témer,害怕
883,fliehen::V,fugir,逃走
884,flüchten::V,refugiar-se,逃跑
885,sehen::V,veure,看
886,anschauen::V,mirar,注视
887,ansehen::V,mirar,注视
888,hören::V,oir,听
889,zuhören::V,escoltar,倾听
890,probieren::V,provar,尝
891,riechen::V,olorar,闻
892,fühlen::V,sentīr,感到
893,scheinen::V,semblar,照耀
894,zu sehen sein::V,poder-se veure,可以看到
895,vernehmen::V,percebre,审讯
896,frieren::V,tenir fred,觉得冷
897,tun::V,fer,作
898,können::V,poder,能
899,wollen::V,voler,要
900,anfangen::V,iniciar,开始
901,beenden::V,acabar,结束
902,aufhören::V,deixar,停止
903,gelingen::V,sortir bé,成功
904,geraten::V,sortir,陷于
905,öffnen::V,obrir,打开
906,schließen::V,tancar,关
907,stellen::V,posar,放
908,stellen::V,col·locar,放
909,setzen::V,assentar,放
910,legen::V,posar,摆
911,berühren::V,tocar,触
912,verbinden::V,unir,联结
913,verbinden::V,connectar,联结
914,bedecken::V,tapar,覆盖
915,bedecken::V,cobrir,覆盖
916,aufhängen::V,penjar,挂
917,anzünden::V,encendre,点
918,aufheben::V,aixecar,拾起
919,zurücklassen::V,deixar,遗留
920,verlieren::V,pērdre,丧失
921,fallen lassen::V,deixar caure,让掉下
922,machen::V,fer,做
923,herstellen::V,producir,生产
924,bauen::V,construir,建造
925,reparieren::V,reparar,修理
926,verbessern::V,millorar,改进
927,ändern::V,canviar,改变
928,graben::V,cavar,挖
929,beugen::V,doblegar,弯下
930,biegen::V,corbar,弯
931,biegen::V,arquejar,弯
932,drehen::V,girar,转动
933,wenden::V,girar,转动
934,umdrehen::V,voltar,转动
935,heben::V,pujar,举起
936,heben::V,aixecar,举起
937,hochheben::V,aixecar,抬高
938,ergreifen::V,agafar,抓住
939,halten::V,mantenir,拿着
940,drücken::V,prémer,压
941,drücken::V,estrènyer,压
942,schieben::V,empènyer,推
943,kratzen::V,raspar,搔
944,lecken::V,llepar,舔
945,beißen::V,mossegar,咬
946,abreißen::V,arrencar,撕下
947,abschneiden::V,tallar,切断
948,binden::V,lligar,捆
949,stecken::V,ficar,插
950,brechen::V,trencar,断裂
951,klopfen::V,trucar,敲
952,hauen::V,picar,揍
953,hauen::V,colpejar,揍
954,kleben::V,enganxar,粘
955,reiben::V,fregar,摩擦
956,streichen::V,untar,涂
957,schleifen::V,afilar,拖曳
958,schleifen::V,esmolar,拖曳
959,schneiden::V,tallar,切
960,rütteln::V,sacsejar,颠簸
961,schütteln::V,agitar,摇动
962,schütteln::V,sacsejar,摇动
963,schwenken::V,agitar,摇动
964,schütten::V,abocar,倒
965,füllen::V,omplir,填满
966,einwickeln::V,embolicar,包
967,tragen::V,dur,提
968,tragen::V,portar,提
969,schleppen::V,arrossegar,扛
970,ziehen::V,tirar,拉
971,ziehen::V,estirar,拉
972,aufbewahren::V,conservar,保存
973,werfen::V,llançar,扔
974,fangen::V,agafar,捕捉
975,fangen::V,atrapar,捕捉
976,packen::V,engrapar,抓住
977,verstecken::V,amagar,藏
978,teilen::V,dividir,分
979,schicken::V,enviar,派遣
980,bringen::V,portar,带来
981,hinzufügen::V,afegir,添加
982,bekommen::V,obtenir,得到
983,erhalten::V,rebre,接到
984,nehmen::V,prendre,拿
985,wählen::V,triar,挑选
986,wählen::V,elegir,挑选
987,auswählen::V,escollir,选择
988,auswählen::V,seleccionar,选择
989,bewahren::V,conservar,保持
990,behindern::V,impedir,防碍
991,behindern::V,obstaculitzar,防碍
992,verderben::V,espatllar,败坏
993,beschädigen::V,danyar,损坏
994,beschädigen::V,destrossar,损坏
995,zerbrechen::V,trencar,破碎
996,zerreißen::V,estripar,撕碎
997,zerstören::V,destruir,毁坏
998,verbrennen::V,cremar,燃烧
999,geben::V,donar,给
1000,reichen::V,passar,递给
1001,schenken::V,regalar,赠送
1002,versprechen::V,prometre,许诺
1003,wünschen::V,desitjar,祝
1004,loben::V,elogiar,表扬
1005,küssen::V,fer un petó a,亲
1006,wiegen::V,bressolar,轻摇
1007,zudecken::V,tapar,盖上
1008,zudecken::V,cobrir,盖上
1009,wecken::V,despertar,唤起
1010,zeigen::V,mostrar,指
1011,zeigen::V,ensenyar,指
1012,führen::V,guiar,带领
1013,führen::V,conduir,带领
1014,lehren::V,ensenyar,教
1015,unterrichten::V,ensenyar,讲课
1016,aufziehen::V,criar,抚养
1017,leiten::V,dirigir,领导
1018,antreiben::V,impel·lir,催促
1019,lassen::V,fer,让
1020,einladen::V,invitar,邀请
1021,einladen::V,convidar,邀请
1022,vereinigen::V,unir,统一
1023,besuchen::V,visitar,参观
1024,besuchen::V,anar a veure,参观
1025,treffen::V,trobar,会面
1026,sich versammeln::V,reunir-se,聚集
1027,spielen::V,jugar,玩
1028,singen::V,cantār,唱歌
1029,tanzen::V,ballar,跳舞
1030,sich trennen::V,separar-se,分别
1031,verlassen::V,deixar,离开
1032,verlassen::V,abandonar,离开
1033,retten::V,salvar,救
1034,bewachen::V,vigilar,守卫
1035,schützen::V,protegir,保护
1036,verteidigen::V,defensar,保卫
1037,sich schlagen::V,barallar-se,打架
1038,schießen::V,tirar,射击
1039,schießen::V,disparar,射击
1040,siegen::V,vèncer,获胜
1041,ärgern::V,enfadar,激怒
1042,schlagen::V,pegar,打
1043,schlagen::V,colpejar,打
1044,treten::V,donar un cop de peu a,踢
1045,stechen::V,punxar,刺
1046,stechen::V,apunyalar,刺
1047,stoßen::V,empènyer,撞
1048,stehlen::V,robar,盗窃
1049,stören::V,molestar,干扰
1050,belästigen::V,importunar,打搅
1051,verbergen::V,amagar,隐藏
1052,verbergen::V,ocultar,隐藏
1053,täuschen::V,enganyar,欺骗
1054,betrügen::V,estafar,欺骗
1055,töten::V,matar,杀
1056,wohnen::V,vīure,居住
1057,wohnen::V,habitar,居住
1058,arbeiten::V,treballar,工作
1059,sammeln::V,col·leccionar,收集
1060,pflücken::V,collir,采
1061,jagen::V,caçar,打猎
1062,fischen::V,pescar,捕鱼
1063,fassen::V,atrapar,捉住
1064,hüten::V,pasturar,守护
1065,treiben::V,arriar,漂
1066,anbinden::V,lligar,拴
1067,füttern::V,donar menjar a,喂
1068,melken::V,munyir,挤奶
1069,hacken::V,picar,剁细
1070,hacken::V,tallar,剁细
1071,gießen::V,regar,浇
1072,reifen::V,madurar,成熟
1073,zubereiten::V,preparar,
1074,kochen::V,coure,煮
1075,backen::V,coure al forn,烤
1076,braten::V,rostir,煎
1077,umrühren::V,remenar,搅拌
1078,stricken::V,tricotar,织
1079,stricken::V,fer punt de mitja,织
1080,nähen::V,cosir,缝
1081,färben::V,tenyir,染色
1082,reinigen::V,netejar,清洁
1083,waschen::V,rentār,洗
1084,abwischen::V,eixugar,擦掉
1085,spülen::V,esbandir,清洗
1086,fegen::V,escombrar,扫
1087,kehren::V,escombrar,打扫
1088,baden::V,banyar-se,给...洗澡
1089,sich waschen::V,rentār-se,洗澡
1090,ausziehen::V,treure's,脱
1091,anziehen::V,posar-se,穿
1092,sich anziehen::V,vestir-se,穿衣
1093,kämmen::V,pentinar,梳
1094,schmücken::V,adornar,装饰
1095,sagen::V,dir,说
1096,sprechen::V,parlar,说
1097,reden::V,parlar,讲
1098,sich unterhalten::V,conversar,聊天
1099,fragen::V,preguntar,问
1100,bitten::V,demanar,请
1101,erzählen::V,contar,叙述
1102,erzählen::V,explicar,叙述
1103,mitteilen::V,comunicar,通知
1104,nennen::V,nomenar,叫做
1105,rufen::V,cridar,叫
1106,prahlen::V,lloar-se,吹牛
1107,prahlen::V,jactar-se,吹牛
1108,übersetzen::V,traduir,翻译
1109,denken::V,pensar,想
1110,glauben::V,creure,以为
1111,bemerken::V,notar,发觉
1112,erkennen::V,reconèixer,识别
1113,begreifen::V,comprendre,理解
1114,verstehen::V,entendre,明白
1115,lernen::V,aprendre,学
1116,wissen::V,saber,知道
1117,sich erinnern an::V,recordar,回忆
1118,vergessen::V,oblidar,忘记
1119,messen::V,mesurar,测量
1120,zählen::V,comptar,数
1121,rechnen::V,calcular,计算
1122,lesen::V,llegir,读
1123,malen::V,pintar,画
1124,zeichnen::V,dibuixar,绘制
1125,schreiben::V,escrīure,写
1126,besitzen::V,posseir,占有
1127,kaufen::V,comprar,买
1128,verkaufen::V,vendre,卖
1129,bezahlen::V,pagar,付钱
1130,zahlen::V,pagar per,支付
1131,beherrschen::V,dominar,统治
1132,ertragen::V,aguantar,忍耐
