,Concept_ID,he,ku
802,faulen::V,רקב,xerabûn
803,verfaulen::V,רקב,xerabûn
804,reißen::V,נקרע,jêkirin
805,versinken::V,טבע,xerq bûn
806,vergehen::V,עבר,derbas bûn
807,erscheinen::V,נגלה,peyda bûn
808,erscheinen::V,הופיע,peyda bûn
809,verschwinden::V,נעלם,wendabûn
810,sinken::V,ירד,noq bûn
811,abnehmen::V,הפחית,kêm bûn
812,zunehmen::V,רבה,qelew bûn
813,steigen::V,עלה,hildan
814,wachsen::V,גדל,mezin bûn
815,glänzen::V,נצץ,biriqîn
816,glänzen::V,בהק,biriqîn
817,funkeln::V,נצנץ,çikisîn
818,lärmen::V,רעש,guşîn
819,läuten::V,צלצל,lê de
820,klingeln::V,צלצל,sîl dan
821,klingeln::V,צלצל,ringerin
822,klirren::V,קרקש,zingzing hat
823,brausen::V,געש,guşîn
824,rauschen::V,רשרש,guşîn
825,klingen::V,נשמע,deng pe ketin
826,bellen::V,נבח,kewtîn
827,heulen::V,ילל,ûrîn
828,blasen::V,נשף,puf kirin
829,pfeifen::V,שרק,fîkandin
830,schreien::V,צעק,qîrîn
831,stöhnen::V,נאנק,nalîn
832,zittern::V,רעד,hejîn
833,leben::V,חי,jihîn
834,geboren werden::V,נולד,hatin dinyê
835,geboren werden::V,נולד,bûn
836,atmen::V,נשם,hilmijîn
837,trinken::V,שתה,vexwarin
838,essen::V,אכל,xwarin
839,schlucken::V,בלע,daqulbandin
840,müde werden::V,התעיף,betilîln
841,müde werden::V,התעיף,qerimîn
842,einschlafen::V,נרדם,razan
843,schlafen::V,ישן,razan
844,schlafen::V,ישן,razandin
845,aufwachen::V,התעורר,şiyarbûn
846,aufstehen::V,קם,rabûn
847,sich erholen::V,נפש,baş bûn
848,krank werden::V,חלה,nexweş kêt
849,krank sein::V,היה חולה,nexweş bû
850,schmerzen::V,כאב,êşandin
851,husten::V,השתעל,kuxin
852,genesen::V,הבריא,baş bûn
853,sterben::V,מת,mirin
854,umkommen::V,נספה,mirin
855,sich bewegen::V,נע,leqîn
856,sich rühren::V,זז,leqîn
857,sich erheben::V,קם,rabûn
858,sich setzen::V,התישב,runiştin
859,hinfallen::V,נפל,kêtin
860,laufen::V,הלך ברגל,meşîn
861,schreiten::V,פסע,meşkirin
862,spazierengehen::V,טיל,gerandin
863,eilen::V,אץ,lezandin
864,eilen::V,מהר,lezandin
865,sich beeilen::V,מהר,zûkirin
866,sausen::V,אץ,fîzîn
867,rennen::V,רץ,baz dan
868,springen::V,קפץ,hilpekîn
869,klettern::V,טפס,hilperikîn
870,schaukeln::V,התנדנד,lorandin
871,kriechen::V,זחל,xuşandin
872,schwimmen::V,שחה,avjenîn
873,tauchen::V,צלל,qutxuyardin
874,tauchen::V,צלל,noqîn
875,rudern::V,חתר,qaîq ajotin
876,fahren::V,נסע,ajotin
877,fliegen::V,עף,firîn
878,gehen::V,הלך,çûn
879,weggehen::V,עזב,çûn
880,abfahren::V,יצא,çûyin
881,anhalten::V,עצר,rawestîn
882,hineingehen::V,נכנס,ketin hundir
883,eintreten::V,נכנס,têketin
884,kommen::V,בא,hatin
885,ankommen::V,הגיע,gihan
886,ankommen::V,הגיע,gihîştin
887,zurückkommen::V,שב,vegerandin
888,zurückkommen::V,חזר,vegerandin
889,bleiben::V,נשאר,sekinîn
890,warten::V,חכה,payîn
891,warten::V,המתין,payîn
892,erwarten::V,צפה,payîn
893,suchen::V,חפש,lêgerîn
894,finden::V,מצא,peyda kirin
895,versuchen::V,נסה,çeribandin
896,vorbereiten::V,הכין,amade kirin
897,lieben::V,אהב,hez kirin
898,mögen::V,אהב,dil kirin
899,lachen::V,צחק,kenîn
900,rühren::V,נגע ללב,hêjan
901,weinen::V,בכה,girîn
902,schimpfen::V,גער,pevçûn
903,sich ärgern::V,זעם,enirîn
904,sich ärgern::V,כעס,enirîn
905,sich fürchten::V,פחד,tirsîn
906,sich fürchten::V,חשש,tirsîn
907,fürchten::V,פחד מ,tirsin
908,fürchten::V,חשש מ,tirsin
909,fliehen::V,ברח,bazdan
910,flüchten::V,נמלט,revîn
911,sehen::V,ראה,dîtin
912,anschauen::V,הביט,sêr kirin
913,ansehen::V,התבונן,hesibandin
914,hören::V,שמע,guhdar jirin
915,zuhören::V,הקשיב,guhdarî kirin
916,probieren::V,נסה,tehm kirin
917,riechen::V,הריח,bihn kirin
918,fühlen::V,חש,hîs kirin
919,scheinen::V,נדמה,xoyer kir
920,zu sehen sein::V,נראה,diyar bûn
921,vernehmen::V,נודע ל,bihîstin
922,frieren::V,קר ל,qerişîn
923,tun::V,פעל,kirin
924,können::V,יכל,karin
925,wollen::V,רצה,xwestîn
926,anfangen::V,התחיל,dest pêkirin
927,beenden::V,גמר,xelas kirin
928,aufhören::V,סים,xelas kirin
929,gelingen::V,הצליח,çe bûn
930,geraten::V,עלה,qewîmîn
931,öffnen::V,פתח,vekirin
932,schließen::V,סגר,girtin
933,stellen::V,העמיד,danîn
934,setzen::V,הושיב,rûniştin
935,legen::V,שם,danîn
936,legen::V,שם,razandin
937,berühren::V,נגע,lêketin
938,verbinden::V,קשר,anîn pê
939,bedecken::V,כסה,sergirtin
940,aufhängen::V,תלה,aliqandin
941,anzünden::V,הצית,pêxistin
942,aufheben::V,אסף,hildan
943,zurücklassen::V,השאיר,hiştin
944,zurücklassen::V,השאיר,vehiştin
945,verlieren::V,אבד,wendakirin
946,fallen lassen::V,שמט,xistin bixe
947,fallen lassen::V,שמט,xistin
948,fallen lassen::V,הפיל,xistin bixe
949,fallen lassen::V,הפיל,xistin
950,machen::V,עשה,kirin
951,machen::V,עשה,çêkirin
952,herstellen::V,יצר,çê kirin
953,herstellen::V,יצר,peyda kirin
954,bauen::V,בנה,lêkirin
955,reparieren::V,תקן,veherînerîn
956,verbessern::V,שפר,sererastkirin
957,ändern::V,שנה,degiş kirin
958,graben::V,חפר,kolandin
959,beugen::V,כפף,tewîn
960,beugen::V,כפף,xwar kirin
961,biegen::V,כופף,tewandin
962,biegen::V,כופף,xwarkirin
963,drehen::V,סובב,fitilandin
964,wenden::V,הפך,zivîrin
965,umdrehen::V,סובב,vegerandin
966,heben::V,הרים,hildan
967,hochheben::V,הרים,hildan
968,ergreifen::V,אחז,dest avêtin
969,halten::V,החזיק,hîştin
970,halten::V,החזיק,sekinîn
971,drücken::V,לחץ,pêl kirin
972,schieben::V,הזיז,damdan
973,kratzen::V,שרט,xurandin
974,kratzen::V,שפשף,xurandin
975,lecken::V,לקק,alastin
976,beißen::V,נשך,gez kirin
977,abreißen::V,קרע,hilşandin
978,abschneiden::V,חתך,jêkirin
979,binden::V,קשר,girêdan
980,stecken::V,תקע,têxistin
981,brechen::V,שבר,şikandin
982,klopfen::V,נקש,kutandin
983,hauen::V,הכה,li dan
984,kleben::V,הדביק,zeliqîn
985,kleben::V,הדביק,şirêz kirin
986,reiben::V,שפשף,firikandin
987,streichen::V,מרח,bax dan
988,schleifen::V,השחיז,çarkirin
989,schneiden::V,גזר,jêkirin
990,rütteln::V,נענע,hejandin
991,schütteln::V,נער,daweşîn
992,schwenken::V,נופף,têwdan
993,schwenken::V,טלטל,têwdan
994,schütten::V,שפך,rijandin
995,füllen::V,מלא,dagirtin
996,einwickeln::V,עטף,pêçandin
997,tragen::V,נשא,kişandin
998,tragen::V,נשא,rajtin
999,schleppen::V,סחב,kişandin
1000,ziehen::V,משך,kişandin
1001,aufbewahren::V,שמר,hilandin
1002,werfen::V,זרק,avêtin
1003,fangen::V,תפס,sem kirin
1004,fangen::V,תפס,girtin
1005,packen::V,אחז,pê girtin
1006,verstecken::V,החביא,hîlanin
1007,teilen::V,חלק,parvekirin
1008,schicken::V,שלח,şandin
1009,bringen::V,הביא,anîn
1010,bringen::V,הביא,birin
1011,hinzufügen::V,הוסיף,dan ser
1012,hinzufügen::V,הוסיף,li tiştekî zêde kirin
1013,bekommen::V,תפס,standin
1014,erhalten::V,קבל,standin
1015,nehmen::V,אחז,girtin
1016,wählen::V,בחר,ray dan
1017,auswählen::V,בחר ב,bijartin
1018,bewahren::V,קים,rê li ber girtin
1019,bewahren::V,קים,lê xwedî derketin
1020,behindern::V,מנע,bara wi
1021,verderben::V,מנע,heram bûn
1022,beschädigen::V,הזיק,xerab kirin
1023,zerbrechen::V,נשבר,şikênandin
1024,zerbrechen::V,נשבר,perçe kirin
1025,zerreißen::V,קרע,qelişandin
1026,zerstören::V,הרס,hilşandin
1027,zerstören::V,השמיד,hilşandin
1028,verbrennen::V,שרף,şewitandin
1029,geben::V,נתן,dan
1030,geben::V,נתן,dayin
1031,reichen::V,העביר,besbûn
1032,reichen::V,העביר,têrkirin
1033,schenken::V,נתן במתנה,diyarî kirin
1034,versprechen::V,הבטיח,soz dan
1035,wünschen::V,אחל,dil kirin
1036,loben::V,שבח,pesinandin
1037,küssen::V,נשק,maçkirin
1038,wiegen::V,נדנד,lorandin
1039,wiegen::V,נדנד,wezinandin
1040,zudecken::V,כסה,nixumandin
1041,wecken::V,עורר,bixwe hesandin
1042,zeigen::V,הראה,şanîdan
1043,führen::V,הביא,raber kirin
1044,führen::V,הוביל,raber kirin
1045,lehren::V,למד,hîn kirin
1046,unterrichten::V,למד,ders dan
1047,aufziehen::V,רומם,mesinkirin
1048,leiten::V,נהל,rêberî kirin
1049,antreiben::V,המרץ,bezandin
1050,lassen::V,נתן,berdan
1051,lassen::V,נתן,hiştin
1052,einladen::V,הזמין,dawet kirin
1053,vereinigen::V,אחד,bi yek kirin
1054,vereinigen::V,לכד,bi yek kirin
1055,besuchen::V,בקר,mêvan bûn
1056,treffen::V,פגש,rast hatin
1057,sich versammeln::V,התאסף,li hev çivîn
1058,spielen::V,שחק,listin
1059,singen::V,שר,stran
1060,tanzen::V,רקד,reqisîn
1061,sich trennen::V,נפרד,hew berdan
1062,verlassen::V,עזב,tanê hişt
1063,verlassen::V,עזב,bêkes
1064,retten::V,הציל,rihakirin
1065,bewachen::V,שמר,raçavkirin
1066,schützen::V,אבטח,hemet kirin
1067,verteidigen::V,הגן,paraztin
1068,sich schlagen::V,התכתש,li hev bezîn
1069,schießen::V,ירה,agir kirin
1070,siegen::V,גבר,biser ketin
1071,siegen::V,נצח,biser ketin
1072,ärgern::V,עצבן,xeyirandin
1073,schlagen::V,הכה,lêdan
1074,schlagen::V,הכה,lêxistin
1075,schlagen::V,הלקה,lêdan
1076,schlagen::V,הלקה,lêxistin
1077,treten::V,בעט,têlekirin
1078,stechen::V,דקר,têrekirin
1079,stoßen::V,דחק,lêketin
1080,stehlen::V,גנב,dizîn
1081,stehlen::V,גנב,dizî birin
1082,stören::V,קטע,aciz kirin
1083,stören::V,הפריע,aciz kirin
1084,belästigen::V,הציק,li tela yeki ketin
1085,belästigen::V,הטריד,li tela yeki ketin
1086,verbergen::V,הצניע,veşartin
1087,verbergen::V,הצניע,kemîndanîn
1088,täuschen::V,שגע,xapandin
1089,täuschen::V,שגע,lê zexeli kirin
1090,betrügen::V,הונה,xapandin
1091,töten::V,הרג,kûştin
1092,wohnen::V,גר,rûniştin
1093,arbeiten::V,עבד,kar kirin
1094,arbeiten::V,עבד,şêxulin
1095,sammeln::V,אסף,komkirin
1096,pflücken::V,קטף,çinîn
1097,jagen::V,צד,nêçîr kirin
1098,fischen::V,דג,masî girtin
1099,fassen::V,תפס,pê girtin
1100,fassen::V,תפס,sêm kirin
1101,hüten::V,רעה,hei jê man
1102,treiben::V,הוציא,bêherandin
1103,anbinden::V,קשר,tewilandin
1104,füttern::V,הלעיט,xwarine dan lê
1105,melken::V,חלב,dotin
1106,hacken::V,קצץ,kolandin
1107,gießen::V,השקה,av dan
1108,reifen::V,בשל,kemilîn
1109,zubereiten::V,הכין,çe kirin
1110,kochen::V,בשל,xwarin çe kirin
1111,kochen::V,בשל,kelandin
1112,backen::V,אפה,pijandin
1113,braten::V,צלה,qelandin
1114,braten::V,צלה,sor kirin
1115,braten::V,טגן,qelandin
1116,braten::V,טגן,sor kirin
1117,umrühren::V,ערבב,têvdan
1118,stricken::V,סרג,hûnan
1119,nähen::V,תפר,kêl kirin
1120,färben::V,צבע,boyax kirin
1121,reinigen::V,נקה,paqijkirin
1122,waschen::V,רחץ,şuştin
1123,waschen::V,כבס,şuştin
1124,abwischen::V,נגב,pakîj kirin
1125,spülen::V,שטף,şuştin
1126,fegen::V,טאטא,maliştin
1127,kehren::V,טאטא,maliştin
1128,baden::V,טבל,serîşûştin
1129,baden::V,שחה,serîşûştin
1130,sich waschen::V,התרחץ,serîşûştin
1131,ausziehen::V,הוריד,jê kirin
1132,anziehen::V,לבש,pê kirin
1133,sich anziehen::V,התלבש,xwe kirin
1134,kämmen::V,סרק,şeh kirin
1135,schmücken::V,קשט,xemilandin
1136,sagen::V,אמר,gotin
1137,sagen::V,אמר,peyivîn
1138,sprechen::V,דבר,peyivîn
1139,reden::V,דבר,axaftin
1140,sich unterhalten::V,שוחח,hev biştaxilin
1141,fragen::V,שאל,pirsîn
1142,fragen::V,שאל,pirs kirin
1143,bitten::V,בקש,tika kirin
1144,erzählen::V,ספר,behs kirin
1145,mitteilen::V,מסר,vegotin
1146,mitteilen::V,הודיע,vegotin
1147,nennen::V,קרא בשם,bi nav kirin
1148,rufen::V,גיס,bakirin
1149,rufen::V,הזמין לבוא,bakirin
1150,prahlen::V,התרברב,pesnê xwe dan
1151,übersetzen::V,תרגם,qulibandin
1152,übersetzen::V,תרגם,derbas kirin
1153,denken::V,חשב,fikirîn
1154,glauben::V,האמין,bawer bûn
1155,bemerken::V,הבחין,bala xwe dan
1156,bemerken::V,הבחין,çac lê ketin
1157,erkennen::V,זהה,pêhesîn
1158,begreifen::V,קלט,fêmkirin
1159,begreifen::V,הבין,fêmkirin
1160,verstehen::V,הבין,fêmkirin
1161,lernen::V,למד,halmandin
1162,lernen::V,למד,fêrbun
1163,wissen::V,ידע,zanîn
1164,sich erinnern an::V,זכר,bir bûn
1165,vergessen::V,שכח,ji bir kirin
1166,messen::V,מדד,pê kanîn
1167,zählen::V,ספר,hejmardin
1168,rechnen::V,חשב,hesibandin
1169,lesen::V,קרא,xwendin
1170,malen::V,ציר,rengandin
1171,malen::V,ציר,boyax kirin
1172,zeichnen::V,שרטט,işaret kirin
1173,schreiben::V,כתב,nivîsandin
1174,besitzen::V,היה בעל של,hebûn
1175,kaufen::V,קנה,kirîn
1176,kaufen::V,רכש,kirîn
1177,verkaufen::V,מכר,firotin
1178,bezahlen::V,שלם,pere dan
1179,zahlen::V,שלם,pere dan
1180,zahlen::V,שלם,dayin
1181,beherrschen::V,שלט,zebt kirin
1182,beherrschen::V,שלט,hukim kirin
1183,ertragen::V,סבל,bihêzkirin
