,Concept_ID,hu,kv
292,Ton::N,hang,гор
293,Lied::N,dal,сьыланкыв
294,Lied::N,ének,сьыланкыв
295,Ruhe::N,csend,спокой
296,Ruhe::N,nyugalom,спокой
297,Leute::N,emberek,йӧз
298,Volk::N,nép,йӧз
299,Volk::N,nép,народ
300,Arbeit::N,dolog,удж
301,Gast::N,vendég,гӧсь
302,Geschenk::N,ajándék,гӧснеч
303,Geschenk::N,ajándék,подарок
304,Spiel::N,játék,орсӧм
305,Gesellschaft::N,társaság,компания
306,Hilfe::N,segítség,отсӧт
307,Freund::N,barát,модз
308,Freund::N,barát,дружок
309,Kamerad::N,társ,тӧдса
310,Angelegenheit::N,ügy,дело
311,Anzahl::N,szám,лыд
312,Art::N,faj,пӧлӧс
313,Art::N,fajta,пӧлӧс
314,Stück::N,darab,тор
315,Teil::N,rész,юкӧм
316,Hälfte::N,fél,джын
317,Kreis::N,kör,круг
318,Kreuz::N,kereszt,перна
319,Linie::N,vonal,визь
320,Strich::N,vonás,кырӧв
321,Abstand::N,köz,колас
322,Entfernung::N,távolság,ылына
323,Gegend::N,táj,места
324,Gegend::N,vidék,места
325,Platz::N,hely,места
326,Ort::N,hely,места
327,Seite::N,fél,ладор
328,Seite::N,oldal,ладор
329,Mitte::N,közép,шӧр
330,Gegenstand::N,tárgy,тор
331,Sache::N,dolog,тор
332,Rand::N,szél,дор
333,Rand::N,perem,дор
334,Rand::N,szegély,дор
335,Kante::N,él,ордлы
336,Ecke::N,sarok,пельӧс
337,Ecke::N,szöglet,пельӧс
338,Spitze::N,csúcs,йыв
339,Ende::N,vég,йыв
340,Loch::N,lyuk,осьта
341,Winkel::N,szög,пельӧс
342,Muster::N,minta,сер
343,Größe::N,nagyság,ыжда
344,Länge::N,hossz,кузя
345,Länge::N,hosszúság,кузя
346,Höhe::N,magasság,сувда
347,Höhe::N,magasság,вылына
348,Gewicht::N,súly,сьӧкта
349,Menge::N,sokaság,
350,Menge::N,mennyiség,
351,Haufen::N,halom,куча
352,Reihe::N,sor,лёдз
353,Boot::N,csónak,пыж
354,Ruder::N,evező,пелыс
355,Schlitten::N,szánkó,додь
356,Ski::N,sí,лямпа
357,Lagerfeuer::N,tábortűz,бипур
358,Last::N,teher,тягота
359,Gang::N,járás,мунӧм
360,Schritt::N,lépés,вожмӧв
361,Norden::N,észak,ой
362,Süden::N,dél,лун
363,Westen::N,nyugat,рытвыв
364,Osten::N,kelet,асыв
365,Holz::N,fa,пу
366,Brett::N,deszka,пӧв
367,Platte::N,lap,плита
368,Platte::N,lemez,плита
369,Stütze::N,támasz,пика
370,Stütze::N,támaszték,пика
371,Stange::N,rúd,зор
372,Stange::N,rúd,потш
373,Stange::N,pózna,зор
374,Stange::N,pózna,потш
375,Stock::N,pálca,бедь
376,Stab::N,bot,шест
377,Rohr::N,cső,труба
378,Haus::N,ház,керку
379,Heim::N,otthon,керку
380,Ofen::N,kályha,пӧжавны
381,Fußboden::N,padló,джодж
382,Tisch::N,asztal,пызан
383,Stuhl::N,szék,стул
384,Wiege::N,bölcső,зыбка
385,Bett::N,ágy,кровать
386,Regal::N,polc,джадж
387,Regal::N,állvány,джадж
388,Kiste::N,láda,ящик
389,Fenster::N,ablak,ӧшын
390,Tür::N,ajtó,ыбӧс
391,Tor::N,kapu,ворота
392,Zaun::N,kerítés,забор
393,Dach::N,tető,крыша
394,Leiter::N,létra,лиснич
395,Besen::N,seprű,рос
396,Spaten::N,ásó,зыр
397,Schaufel::N,lapát,зыр
398,Gabel::N,villa,вила
399,Löffel::N,kanál,пань
400,Messer::N,kés,пурт
401,Nagel::N,szeg,кӧрттув
402,Netz::N,háló,кыйӧт
403,Haken::N,kampó,ем
404,Griff::N,nyél,пу
405,Griff::N,fogantyú,пу
406,Schloss::N,zár,замок
407,Bild::N,kép,картина
408,Figur::N,alak,мыгӧр
409,Puppe::N,bábu,акань
410,Beutel::N,zacskó,мешӧк
411,Bündel::N,köteg,нин
412,Tasche::N,táska,сумка
413,Eimer::N,vödör,ведра
414,Deckel::N,fedő,вевт
415,Deckel::N,fedél,вевт
416,Geschirr::N,edény,доз
417,Geschirr::N,edény,бекӧрпань
418,Sack::N,zsák,мешӧк
419,Tasse::N,csésze,бекӧр
420,Topf::N,fazék,кастрюля
421,Kessel::N,üst,пӧрт
422,Kessel::N,bogrács,пӧрт
423,Essen::N,evés,сёйӧм
424,Essen::N,étkezés,сёйӧм
425,Nahrung::N,ennivaló,вердан
426,Speise::N,étel,сёян
427,Fleisch::N,hús,яй
428,Getreide::N,gabona,сю
429,Brei::N,pép,каша
430,Brei::N,kása,каша
431,Brot::N,kenyér,нянь
432,Scheibe::N,szelet,шӧрӧм
433,Fett::N,háj,гос
434,Fett::N,zsír,гос
435,Butter::N,vaj,ви
436,Öl::N,olaj,ви
437,Salz::N,só,сов
438,Suppe::N,leves,шыд
439,Honig::N,méz,ма
440,Milch::N,tej,йӧв
441,Tee::N,tea,чай
442,Leder::N,bőr,кучик
443,Wolle::N,gyapjú,гӧн
444,Stoff::N,szövet,дӧра
445,Nadel::N,tű,ем
446,Faden::N,fonál,сунис
447,Knopf::N,gomb,кизь
448,Knoten::N,csomó,узӧв
449,Knoten::N,csomó,гӧрӧд
450,Farbe::N,szín,краска
451,Farbe::N,festék,краска
452,Kleidung::N,ruha,паськӧм
453,Kleidung::N,ruházat,паськӧм
454,Hemd::N,ing,йӧрнӧс
455,Kragen::N,gallér,воротник
456,Ärmel::N,ujj,сос
457,Hose::N,gatya,вешьян
458,Hose::N,nadrág,вешьян
459,Gürtel::N,öv,йи
460,Mütze::N,sapka,шапка
461,Schuh::N,cipő,ботинки
462,Stiefel::N,csizma,сапог
463,Ring::N,gyűrű,чунькытш
464,Band::N,szalag,ленточка
465,Kamm::N,fésű,сынан
466,Spiegel::N,tükör,зеркало
467,Riemen::N,szíj,ремень
468,Schnur::N,zsinór,гез
469,Leine::N,póráz,повод
470,Decke::N,takaró,одеяло
471,Kissen::N,párna,подушка
472,Tuch::N,kendő,чышьян
473,Handtuch::N,törülköző,чышкӧт
474,Kraft::N,erő,прак
475,Stärke::N,erő,вын
476,Stärke::N,erősség,вын
477,Gesundheit::N,egészség,здоровье
478,Krankheit::N,kór,шог
479,Krankheit::N,betegség,шог
480,Schmerz::N,fájdalom,зубыт
481,Wunde::N,seb,рана
482,Fieber::N,láz,лёк тресся
483,Fieber::N,láz,кынтан шогӧт
484,Arznei::N,orvosság,лекарство
485,Arznei::N,gyógyszer,лекарство
486,Brücke::N,híd,пос
487,Brunnen::N,kút,колодец 
488,Weide::N,legelő,пода йирсян
489,Pfad::N,ösvény,туй
490,Weg::N,út,туй
491,Straße::N,út,туй
492,Dorf::N,falu,деревня
493,Stadt::N,város,город
494,Brief::N,levél,гижӧт
495,Buch::N,könyv,книга
496,Buchstabe::N,betű,буква
497,Zeitung::N,újság,газета
498,Zeitung::N,hírlap,газета
499,Leben::N,élet,олан
500,Tod::N,halál,кулӧм
501,Grab::N,sír,гу
502,Kirche::N,templom,вичку
503,Sünde::N,bűn,грек
504,Sünde::N,vétek,грек
505,Gott::N,isten,ен
506,Arbeiter::N,munkás,уджалiсь
507,Chef::N,főnök,начальник
508,Meister::N,mester,мастер
509,Arzt::N,orvos,врач
510,Lehrer::N,tanár,велӧтісь
511,Lehrer::N,tanító,велӧтісь
512,Geld::N,pénz,деньга
513,Geschäft::N,üzlet,удж
514,Laden::N,bolt,магазин
515,Preis::N,ár,дон
516,Ware::N,áru,товар
517,Nutzen::N,haszon,путь
518,Reichtum::N,gazdagság,богатство
519,Welt::N,világ,му
520,Land::N,ország,страна
521,Staat::N,állam,государство
522,König::N,király,кан
523,Macht::N,hatalom,власть
524,Grenze::N,határ,граница
525,Krieg::N,háború,война
526,Feind::N,ellenség,враг
527,Gewalt::N,erőszak,
528,Kampf::N,harc,нярасьӧм
529,Kampf::N,harc,вермасьӧм
530,Bogen[Waffe]::N,íj,лук
531,Pfeil::N,nyíl,ньӧв
532,Gewehr::N,puska,ружьё
533,Gewehr::N,fegyver,ружьё
534,Fehler::N,hiba,ошибка
535,Lüge::N,hazugság,ылӧтӧм
536,Lüge::N,hazugság,пӧрьялӧм
537,Schaden::N,kár,лёк
538,Unglück::N,csapás,пик
539,Unglück::N,csapás,оказзё
540,Unglück::N,balszerencse,пик
541,Unglück::N,balszerencse,оказзё
542,Schuld::N,bűn,вина
543,Alter::N,kor,
544,Schluss::N,vég,ком
545,Schluss::N,befejezés,ком
546,Zeit::N,idő,кад
547,Tag::N,nap,лун
548,Morgen::N,reggel,асыв
549,Mittag::N,dél,луншӧр кад
550,Abend::N,este,рыт
551,Nacht::N,éj,ой
552,Nacht::N,éjszaka,ой
553,Woche::N,hét,неделя
554,Monat::N,hó,тӧлicь
555,Monat::N,hónap,тӧлicь
556,Jahr::N,év,год
557,Frühling::N,tavasz,тулыс
558,Sommer::N,nyár,гожум
559,Herbst::N,ősz,ар
560,Winter::N,tél,тӧв
561,Januar::N,január,январ
562,Februar::N,február,февраль
563,März::N,március,март
564,April::N,április,апрель
565,Mai::N,május,май
566,Juni::N,június,юнь
567,Juli::N,július,юль
568,August::N,augusztus,август
569,September::N,szeptember,сентяб
570,Oktober::N,október,октяб
571,November::N,november,нояб
572,Dezember::N,december,декаб
573,Montag::N,hétfő,вильлун
574,Dienstag::N,kedd,мӧдӧдзлун
575,Mittwoch::N,szerda,шӧрлун
576,Donnerstag::N,csütörtök,нёльӧдзлун
577,Freitag::N,péntek,витӧдзлун
578,Samstag::N,szombat,пывсянлун
579,Sonntag::N,vasárnap,кресення
580,groß::A,nagy,ыджыт
581,klein::A,pici,учӧтик
582,klein::A,kicsi,учӧтик
583,lang::A,hosszú,кузь
584,kurz::A,rövid,дженыт
585,breit::A,széles,ота
586,schmal::A,keskeny,векнит
587,dicht::A,sűrű,тшӧк
588,dick[Gegenstand]::A,vastag,кыз
589,dünn::A,vékony,вӧснит
590,fein::A,vékony,вӧснит
591,fest::A,szilárd,крепыт
592,flach::A,sík,лапкӧса
593,flach::A,lapos,лапкӧса
594,glatt::A,sima,волькыт
595,hart::A,kemény,чӧрыт
596,weich::A,puha,небыт
597,rund::A,kerek,гӧгрӧса
598,spitz::A,hegyes,ёся
599,scharf::A,éles,лэчыт
600,stumpf::A,tompa,ныж
601,stumpf::A,életlen,ныж
602,schwer::A,nehéz,сьӧкыт
603,schwer::A,súlyos,сьӧкыт
604,schön::A,szép,басӧк
605,heiß::A,forró,жар
606,warm::A,meleg,шоныт
607,kalt::A,hideg,кӧдзыт
608,kühl::A,hűs,сайкыт
609,kühl::A,hűvös,сайкыт
610,frisch::A,üde,виль
611,frisch::A,friss,виль
612,feucht::A,nedves,вакодь
613,nass::A,vizes,ва
614,trocken::A,száraz,кӧс
615,voll::A,telt,тыра
616,leer::A,üres,тыртӧм
617,offen::A,nyílt,оссьӧм
618,offen::A,nyitott,оссьӧм
619,geschlossen::A,zárt,игана
620,geschlossen::A,zárt,пӧдана
621,geschlossen::A,csukott,игана
622,geschlossen::A,csukott,пӧдана
623,sauber::A,tiszta,сӧдз
624,sauber::A,tiszta,сӧстӧм
625,schmutzig::A,piszkos,нятьӧсь
626,schmutzig::A,szennyes,нятьӧсь
627,roh::A,nyers,путӧм
628,reif::A,érett,кисьмалӧм
629,lecker::A,finom,кӧра 
630,süß::A,édes,чӧскыт
631,bitter::A,keserű,курыт
632,sauer::A,savanyú,шӧма 
633,hell::A,világos,югыт
634,dunkel::A,sötét,пемыт
635,schwarz::A,fekete,сьӧд
636,weiß::A,fehér,чочком
637,rot::A,vörös,гӧрд
638,gelb::A,sárga,веж
639,blau::A,kék,лӧз
640,grün::A,zöld,веж
641,grau::A,ősz,руд
642,grau::A,ősz,бусӧй
643,grau::A,szürke,руд
644,grau::A,szürke,бусӧй
645,bunt::A,tarka,быдрӧма
646,bunt::A,színes,быдрӧма
647,billig::A,olcsó,донтӧм
648,teuer::A,drága,дона
649,wertvoll::A,értékes,дона
650,blind::A,vak,синтӧм
651,taub::A,süket,пельтӧм
652,kräftig::A,erős,вына
653,stark::A,erős,вына
654,schwach::A,gyenge,некодя
655,schwach::A,erőtlen,некодя
656,fett::A,hájas,госа
657,schlank::A,karcsú,статя
658,hübsch::A,csinos,басӧк
659,böse::A,rossz,лёк
660,böse::A,gonosz,лёк
661,dumm::A,buta,бӧбӧв
662,dumm::A,buta,вежӧртӧм
663,dumm::A,ostoba,бӧбӧв
664,dumm::A,ostoba,вежӧртӧм
665,faul::A,lusta,дыш
666,fleißig::A,szorgalmas,уджалicь
667,geizig::A,fukar,жикмӧра
668,geizig::A,fukar,горшаліcь
669,geizig::A,fösvény,жикмӧра
670,geizig::A,fösvény,горшаліcь
671,klug::A,okos,авья
672,klug::A,okos,вежӧра
673,klug::A,eszes,авья
674,klug::A,eszes,вежӧра
675,geschickt::A,ügyes,кипода
676,lieb::A,drága,муса
677,lieb::A,drága,дзулиньӧй
678,lieb::A,kedves,муса
679,lieb::A,kedves,дзулиньӧй
680,lustig::A,víg,гажа
681,lustig::A,vidám,гажа
682,sanft::A,enyhe,лебезнӧй
683,hungrig::A,éhes,тшыг
684,krank::A,beteg,шогалiсь
685,nackt::A,csupasz,куш
686,nackt::A,meztelen,куш
687,traurig::A,bús,жугыль
688,traurig::A,szomorú,жугыль
689,lebendig::A,élő,ловья
690,gut::A,jó,бур
691,schlecht::A,rossz,умӧль
692,richtig::A,helyes,
693,schlimm::A,rossz,нештӧм
694,wahr::A,igaz,
695,alt::A,ó,важ
696,alt::A,régi,важ
697,neu::A,új,виль
698,ehemalig::A,volt,вӧвлӧм
699,ehemalig::A,egykori,вӧвлӧм
700,alt[Lebewesen]::A,öreg,года
701,alt[Lebewesen]::A,öreg,годдэза
702,jung::A,fiatal,том
703,arm::A,szegény,гов
704,arm::A,szegény,беднӧй
705,reich::A,gazdag,эма
706,bekannt::A,ismert,тӧдса
707,bekannt::A,ismeretes,тӧдса
708,berühmt::A,híres,
709,fremd::A,idegen,чужӧй
710,verschieden::A,különböző,быдкодь
711,nah::A,közeli,матiсь
712,fern::A,távoli,ылicь
713,linker::A,bal,шульга
714,rechter::A,jobb,веськытланись
715,anderer::A,más,мукӧд
716,anderer::A,másik,мукӧд
717,erster::A,első,медодзза
718,zweiter::A,második,кыкӧт
719,dritter::A,harmadik,куимӧт
720,dritter::A,harmadik,куимӧдз
721,letzter::A,utolsó,бӧрья
722,letzter::A,utolsó,мёдбӧрья
723,allein::ADV,egyedül,
724,auf einmal::ADV,egyszerre,тшӧтш
725,zusammen::ADV,együtt,ӧтлаын
726,zusammen::ADV,összesen,ӧтлаын
727,lange::ADV,sokáig,дыр
728,lange::ADV,hosszan,дыр
729,plötzlich::ADV,hirtelen,друг
730,plötzlich::ADV,egyszerre,друг
731,sofort::ADV,rögtön,тшӧтш
732,sofort::ADV,tüstént,тшӧтш
733,später::ADV,későn,медбӧрын
734,jetzt::ADV,most,ӧні
735,heute::ADV,ma,талун
736,morgen::ADV,holnap,ашын
737,bald::ADV,majd,чожа
738,bald::ADV,nemsokára,чожа
739,dann::ADV,akkor,сыбӧрын
740,gestern::ADV,tegnap,тӧн
741,einst::ADV,hajdan,ӧтпыр
742,damals::ADV,akkor,сэк
743,damals::ADV,akkor,сэки
744,damals::ADV,akkoriban,сэк
745,damals::ADV,akkoriban,сэки
746,danach::ADV,azután,сэсся
747,vorher::ADV,előbb,одзжык
748,zuerst::ADV,először,наперво
749,einmal::ADV,egyszer,ӧтпыр
750,manchmal::ADV,néha,мукӧдпыр
751,manchmal::ADV,olykor,мукӧдпыр
752,oft::ADV,sokszor,-лы-
753,immer::ADV,mindig,быдпыр
754,immer::ADV,mindig,быдпырся
755,niemals::ADV,sohasem,некӧр
756,hier::ADV,itt,татӧн
757,hierhin::ADV,erre,татчӧ
758,von hier::ADV,innen,тасянь
759,dort::ADV,ott,сэтӧн
760,dorthin::ADV,oda,сэтчин
761,geradeaus::ADV,egyenesen,веськыта
762,vorwärts::ADV,előre,одзӧ
763,rückwärts::ADV,hátrafelé,бӧр
764,zurück::ADV,hátra,бӧр
765,zurück::ADV,vissza,бӧр
766,unten::ADV,alul,увтын
767,hinab::ADV,le,увтас
768,hinab::ADV,lefelé,увтас
769,oben::ADV,fenn,вевдӧрас
770,oben::ADV,felül,вевдӧрас
771,hinauf::ADV,fel,вывлань
772,hinauf::ADV,fel,вывланьӧ
773,hinauf::ADV,felfelé,вывлань
774,hinauf::ADV,felfelé,вывланьӧ
775,überall::ADV,mindenütt,быдлан
776,nicht::ADV,nem,ог
777,ein wenig::ADV,egy kicsit,-ышт
778,ein wenig::ADV,egy kicsit,невна
779,kaum::ADV,alig,ӧдва
780,sehr::ADV,nagyon,вывтi
781,so::ADV,úgy,сiдз
782,noch::ADV,még,эшӧ
783,nur::ADV,csak,только
784,nur::ADV,csupán,только
785,schon::ADV,már,ни
786,wieder::ADV,ismét,бӧра
787,wieder::ADV,megint,бӧра
788,vergebens::ADV,hiába,весись
789,vor::PRP,előtt,одзас
790,hinter::PRP,mögött,бӧрӧ
791,unter::PRP,alatt,увтын
792,durch::PRP,át,пыр
793,durch::PRP,keresztül,пыр
794,neben::PRP,mellett,бокам
795,neben::PRP,mellett,боксиным
796,zwischen::PRP,között,коласас
797,wegen::PRP,miatt,понда
798,wegen::PRP,végett,понда
799,dies::PRN,ez,эта
800,das::PRN,az,сiя
801,alles::PRN,minden,быдӧс
802,ich::PRN,én,ме
803,du::PRN,te,тэ
804,er::PRN,ő,сiя
805,wir::PRN,mi,мийӧ
806,ihr::PRN,ti,ті
807,sie::PRN,ők,нія
808,was::FPRN,mi,мый
809,wer::FPRN,ki,кин
810,wo::FADV,hol,кытӧн
811,wohin::FADV,hova,кытчӧ
812,wie::FADV,hogy,дзик
813,wie::FADV,hogyan,дзик
814,warum::FADV,miért,мыля
815,warum::FADV,miért,мыйсянь
