,Concept_ID,hr,ar
171,Herde::N,krdo,قطيع
172,Herde::N,stado,قطيع
173,Kuh::N,krava,بقرة
174,Bulle::N,bik,ثور
175,Pferd::N,konj,خيل
176,Schaf::N,ovca,شاة
177,Schwein::N,svinja,خنزير
178,Hund::N,pas,كلب
179,Hund::N,pseto,كلب
180,Katze::N,mačka,قطة
181,Bär::N,medvjed,دب
182,Eichhörnchen::N,vjeverica,سنجاب
183,Elch::N,los,موظ
184,Fuchs::N,lisica,ثعلب
185,Hase::N,zec,أرنب
186,Maus::N,miš,فأرة
187,Wolf::N,vuk,ذئب
188,Wolf::N,kurjak,ذئب
189,Vogel::N,ptica,طير
190,Schwarm::N,roj,سرب
191,Schwarm::N,jato,سرب
192,Huhn::N,kokoš,دجاجة
193,Hahn::N,kokot,ديك
194,Hahn::N,pijevac,ديك
195,Gans::N,guska,وزة
196,Adler::N,orao,نسر
197,Ente::N,patka,بطة
198,Eule::N,sova,بوم
199,Kranich::N,ždral,كركي
200,Krähe::N,vrana,غراب
201,Kuckuck::N,kukavica,وقواق
202,Schwan::N,labud,إوز عراقي
203,Fisch::N,riba,سمك
204,Barsch::N,grgeč,فرخ أوربي
205,Hecht::N,štuka,سمك الكراكي
206,Schlange[Tier]::N,guja,حية
207,Schlange[Tier]::N,guja,ثعبان
208,Schlange[Tier]::N,zmija,حية
209,Schlange[Tier]::N,zmija,ثعبان
210,Wurm::N,crv,دودة
211,Spinne::N,pauk,عنكبوت
212,Ameise::N,mrav,نملة
213,Laus::N,uš,قملة
214,Mücke::N,komarac,ناموسة
215,Fliege::N,muha,ذبابة
216,Schmetterling::N,leptir,فراشة
217,Beere::N,boba,حبة
218,Beere::N,bobica,حبة
219,Apfel::N,jabuka,تفاح
220,Pilz::N,pečurka,فطر
221,Zwiebel::N,luk,بصل
222,Zwiebel::N,kapula,بصل
223,Saat::N,sjemenje,زرع
224,Korn::N,zrno,حبة
225,Heu::N,sijeno,دريس
226,Schale::N,kora,قشرة
227,Schale::N,ljuska,قشرة
228,Grube::N,jama,نقرة
229,Falle::N,zamka,فخ
230,Falle::N,zamka,مصيدة
231,Falle::N,klopka,فخ
232,Falle::N,klopka,مصيدة
233,Schlinge::N,uzao,عروة
234,Schlinge::N,petlja,عروة
235,Spur::N,trag,أثر
236,Spur::N,slijed,أثر
237,Asche::N,pepeo,رماد
238,Dreck::N,blato,قذر
239,Eisen::N,željezo,حديد
240,Gold::N,zlato,ذهب
241,Silber::N,srebro,فضة
242,Kohle::N,ugalj,فحم
243,Kohle::N,ugljen,فحم
244,Glas::N,staklo,زجاج
245,Lehm::N,glina,طين
246,Lehm::N,ilovača,طين
247,Sand::N,pijesak,رمل
248,Mensch::N,čovjek,إنسان
249,Mann::N,muškarac,رجل
250,Frau::N,žena,امرأة
251,Kind::N,čedo,طفل
252,Kind::N,dijete,طفل
253,Junge::N,momče,ولد
254,Junge::N,dječak,ولد
255,Mädchen::N,djevojka,بنت
256,Mädchen::N,djevojčica,بنت
257,Familie::N,obitelj,عائلة
258,Familie::N,porodica,عائلة
259,Großvater::N,djed,جد
260,Großmutter::N,baka,جدة
261,Eltern::N,roditelji,أبوان
262,Eltern::N,roditelji,والدان
263,Vater::N,otac,أب
264,Mutter::N,majka,أم
265,Sohn::N,sin,إبن
266,Tochter::N,kći,بنت
267,Tochter::N,kći,إبنة
268,Tochter::N,kćerka,بنت
269,Tochter::N,kćerka,إبنة
270,Bruder::N,brat,أخ
271,Bruder::N,brat,شقيق
272,Schwester::N,sestra,أخت
273,Onkel::N,čika,عم
274,Onkel::N,ujak,عم
275,Tante::N,ujna,عمة
276,Tante::N,tetka,عمة
277,Ehemann::N,muž,زوج
278,Ehemann::N,suprug,زوج
279,Ehefrau::N,žena,زوجة
280,Ehefrau::N,supruga,زوجة
281,Freude::N,radost,فرح
282,Freude::N,radost,سرور
283,Gelächter::N,grohot,قهقهة
284,Glück::N,sreća,سعادة
285,Kummer::N,jad,غم
286,Kummer::N,briga,غم
287,Wunsch::N,želja,منية
288,Lust::N,volja,شهوة
289,Geist::N,duh,روح
290,Gedanke::N,misao,فكرة
291,Gedächtnis::N,pamćenje,ذاكرة
292,Verstand::N,um,عقل
293,Verstand::N,razum,عقل
294,Sinn::N,smisao,معنى
295,Sinn::N,značenje,معنى
296,Grund::N,razlog,سبب
297,Wahrheit::N,istina,حقيقة
298,Gespräch::N,razgovor,محادثة
299,Märchen::N,bajka,خرافة
300,Erzählung::N,priča,قصة
301,Erzählung::N,priča,حكاية
302,Erzählung::N,pripovijest,قصة
303,Erzählung::N,pripovijest,حكاية
304,Nachricht::N,vijest,خبر
305,Neuigkeit::N,novost,خبر جديد
306,Name::N,ime,اسم
307,Rätsel::N,zagonetka,لغز
308,Rede::N,govor,خطبة
309,Rede::N,besjeda,خطبة
310,Sprache::N,jezik,لغة
311,Stimme::N,glas,صوت
312,Wort::N,riječ,كلمة
313,Zeichen::N,znak,رمز
314,Zeichen::N,znak,إشارة
315,Ruf::N,povik,نداء
316,Ruf::N,poklik,نداء
317,Lärm::N,buka,صخب
318,Lärm::N,buka,ضجة
319,Lärm::N,galama,صخب
320,Lärm::N,galama,ضجة
321,Laut::N,zvuk,صوت
322,Ton::N,ton,نغمة
323,Lied::N,pjesma,أغنية
324,Ruhe::N,tišina,هدوء
325,Ruhe::N,počinak,هدوء
326,Leute::N,ljudi,ناس
327,Volk::N,puk,شعب
328,Volk::N,narod,شعب
329,Arbeit::N,rad,عمل
330,Arbeit::N,posao,عمل
331,Gast::N,gost,ضيف
332,Geschenk::N,dar,هدية
333,Geschenk::N,poklon,هدية
334,Spiel::N,igra,لعب
335,Gesellschaft::N,društvo,صحبة
336,Gesellschaft::N,kompanija,صحبة
337,Hilfe::N,pomoć,عون
338,Hilfe::N,pomoć,مساعدة
339,Freund::N,prijatelj,صديق
340,Kamerad::N,drug,زميل
341,Kamerad::N,drugar,زميل
342,Angelegenheit::N,posao,أمر
343,Angelegenheit::N,posao,شأن
344,Anzahl::N,broj,عدد
345,Anzahl::N,brojnost,عدد
346,Art::N,vid,نوع
347,Art::N,vrst,نوع
348,Stück::N,komad,قطعة
349,Teil::N,dio,قسم
350,Hälfte::N,polovina,نصف
351,Kreis::N,krug,دائرة
352,Kreuz::N,križ,صليب
353,Linie::N,crta,خط
354,Strich::N,crta,شرطة
355,Abstand::N,razmak,مسافة
356,Abstand::N,odstojanje,مسافة
357,Entfernung::N,udaljenost,بعد
358,Gegend::N,kraj,ناحية
359,Gegend::N,predeo,ناحية
360,Platz::N,mjesto,فراغ
361,Ort::N,mjesto,مكان
362,Seite::N,bok,جانب
363,Seite::N,strana,جانب
364,Mitte::N,sredina,وسط
365,Gegenstand::N,predmet,موضوع
366,Sache::N,posao,شيء
367,Rand::N,rub,حافة
368,Rand::N,kraj,حافة
369,Kante::N,brid,حافة
370,Kante::N,ivica,حافة
371,Ecke::N,ugao,ركن
372,Spitze::N,vrh,سن
373,Spitze::N,šiljak,سن
374,Ende::N,konac,طرف
375,Loch::N,rupa,ثقب
376,Winkel::N,kut,زاوية
377,Winkel::N,ugao,زاوية
378,Muster::N,uzor,عينة
379,Größe::N,veličina,حجم
380,Länge::N,duljina,طول
381,Höhe::N,visina,علو
382,Höhe::N,visina,ارتفاع
383,Gewicht::N,težina,وزن
384,Menge::N,mnoštvo,كمية
385,Menge::N,količina,كمية
386,Haufen::N,hrpa,كوم
387,Haufen::N,gomila,كوم
388,Reihe::N,red,صف
389,Boot::N,čun,قارب
390,Boot::N,čun,زورق
391,Boot::N,čamac,قارب
392,Boot::N,čamac,زورق
393,Ruder::N,veslo,مجذاف
394,Schlitten::N,saone,مزلقة
395,Ski::N,ski,زلاجة
396,Ski::N,smučka,زلاجة
397,Lagerfeuer::N,logorska vatra,نار المخيم
398,Last::N,tovar,حمل
399,Gang::N,hod,مشية
400,Schritt::N,korak,خطوة
401,Norden::N,sjever,شمال
402,Süden::N,jug,جنوب
403,Westen::N,zapad,غرب
404,Osten::N,istok,شرق
405,Holz::N,drvo,خشب
406,Brett::N,daska,لوح
407,Platte::N,ploča,صفيحة
408,Stütze::N,potpora,سند
409,Stütze::N,potpora,دعامة
410,Stange::N,motka,عود
411,Stock::N,štap,عصا
412,Stock::N,palica,عصا
413,Stab::N,štap,قضيب
414,Stab::N,šipka,قضيب
415,Rohr::N,cijev,أنبوبة
416,Haus::N,kuća,دار
417,Haus::N,kuća,بيت
418,Heim::N,dom,بيت
419,Heim::N,dom,مسكن
420,Ofen::N,peć,مدفأة
421,Fußboden::N,pod,أرضية
422,Tisch::N,stol,مائدة
423,Tisch::N,trpeza,مائدة
424,Stuhl::N,stolac,كرسي
425,Stuhl::N,stolica,كرسي
426,Wiege::N,kolijevka,مهد
427,Bett::N,krevet,سرير
428,Bett::N,postelja,سرير
429,Regal::N,polica,رف
430,Kiste::N,sanduk,صندوق
431,Fenster::N,prozor,شباك
432,Fenster::N,prozor,نافذة
433,Tür::N,vrata,باب
434,Tor::N,vrata,بوابة
435,Tor::N,kapija,بوابة
436,Zaun::N,plot,سياج
437,Zaun::N,ograda,سياج
438,Dach::N,krov,سطح
439,Leiter::N,ljestve,سلم
440,Leiter::N,ljestvice,سلم
441,Besen::N,metla,مكنسة
442,Spaten::N,ašov,مسحاة
443,Schaufel::N,lopata,مجرفة
444,Gabel::N,viljuška,شوكة
445,Löffel::N,žlica,ملعقة
446,Messer::N,nož,سكين
447,Nagel::N,čavao,مسمار
448,Netz::N,mreža,شبكة
449,Haken::N,kuka,خطاف
450,Haken::N,kuka,صنارة
451,Griff::N,držak,قبضة
452,Griff::N,ručica,قبضة
453,Schloss::N,brava,قفل
454,Bild::N,slika,صورة
455,Figur::N,figura,تمثال
456,Puppe::N,lutka,دمية
457,Beutel::N,kesa,كيس
458,Bündel::N,snop,ربطة
459,Bündel::N,svežanj,ربطة
460,Tasche::N,torba,شنطة
461,Tasche::N,torba,محفظة
462,Tasche::N,taška,شنطة
463,Tasche::N,taška,محفظة
464,Eimer::N,kabao,سطل
465,Eimer::N,kabao,جردل
466,Deckel::N,poklopac,سداد
467,Geschirr::N,suđe,أوان
468,Geschirr::N,posuđe,أوان
469,Sack::N,džak,زكيبة
470,Sack::N,vreća,زكيبة
471,Tasse::N,šalica,فنجان
472,Topf::N,lonac,قدر
473,Topf::N,lonac,طنجرة
474,Kessel::N,kazan,قدر
475,Kessel::N,kazan,غلاية
476,Essen::N,obrok,طعام
477,Nahrung::N,hrana,غذاء
478,Speise::N,jelo,أكل
479,Fleisch::N,meso,لحم
480,Getreide::N,žito,حبوب
481,Getreide::N,žitarice,حبوب
482,Brei::N,kaša,عصيدة
483,Brot::N,kruh,خبز
484,Scheibe::N,kriška,شريحة
485,Fett::N,mast,سمن
486,Fett::N,salo,سمن
487,Butter::N,buter,زبدة
488,Butter::N,maslac,زبدة
489,Öl::N,ulje,زيت
490,Salz::N,sol,ملح
491,Suppe::N,supa,حساء
492,Suppe::N,supa,شربة
493,Honig::N,med,عسل
494,Milch::N,mlijeko,حليب
495,Tee::N,čaj,شاي
496,Leder::N,koža,جلد
497,Wolle::N,vuna,صوف
498,Stoff::N,štof,قماش
499,Stoff::N,tkanina,قماش
500,Nadel::N,igla,إبرة
501,Faden::N,nit,خيط
502,Faden::N,konac,خيط
503,Knopf::N,dugme,زر
504,Knoten::N,čvor,عقدة
505,Knoten::N,uzao,عقدة
506,Farbe::N,farba,صبغة
507,Kleidung::N,odjeća,ملابس
508,Hemd::N,košulja,قميص
509,Kragen::N,ovratnik,ياقة
510,Ärmel::N,rukav,كم
511,Hose::N,hlače,سروال
512,Hose::N,hlače,بنطلون
513,Gürtel::N,pas,حزام
514,Gürtel::N,pojas,حزام
515,Mütze::N,kapa,طاقية
516,Schuh::N,cipela,حذاء
517,Stiefel::N,čizma,جزمة
518,Stiefel::N,čizma,حذاء طويل
519,Ring::N,prsten,حلقة
520,Band::N,vrpca,شريط
521,Kamm::N,češalj,مشط
522,Spiegel::N,zrcalo,مرآة
523,Spiegel::N,ogledalo,مرآة
524,Riemen::N,kaiš,سير
525,Riemen::N,remen,سير
526,Schnur::N,vrpca,حبل
527,Schnur::N,vrpca,دوبارة
528,Leine::N,uzica,قيد
529,Decke::N,ćebe,بطانية
530,Decke::N,pokrivač,بطانية
531,Kissen::N,jastuk,وسادة
532,Tuch::N,rubac,منديل
533,Tuch::N,marama,منديل
534,Handtuch::N,ručnik,فوطة
535,Handtuch::N,ručnik,منشفة
536,Kraft::N,snaga,قدرة
537,Stärke::N,jakost,قوة
538,Gesundheit::N,zdravlje,صحة
539,Krankheit::N,bolest,مرض
540,Schmerz::N,bol,ألم
541,Schmerz::N,bol,وجع
542,Wunde::N,rana,جرح
543,Fieber::N,groznica,حمى
544,Arznei::N,lijek,دواء
545,Brücke::N,most,جسر
546,Brücke::N,ćuprija,جسر
547,Brunnen::N,bunar,بئر
548,Brunnen::N,zdenac,بئر
549,Weide::N,paša,مرعى
550,Weide::N,pašnjak,مرعى
551,Pfad::N,staza,درب
552,Weg::N,put,سكة
553,Straße::N,drum,طريق
554,Straße::N,cesta,طريق
555,Dorf::N,selo,قرية
556,Stadt::N,grad,مدينة
557,Stadt::N,varoš,مدينة
558,Brief::N,list,خطاب
559,Brief::N,list,مكتوب
560,Brief::N,pismo,خطاب
561,Brief::N,pismo,مكتوب
562,Buch::N,knjiga,كتاب
563,Buchstabe::N,slovo,حرف
564,Zeitung::N,novine,جريدة
565,Leben::N,život,عيش
566,Leben::N,život,حياة
567,Tod::N,smrt,موت
568,Tod::N,smrt,وفاة
569,Grab::N,raka,قبر
570,Kirche::N,crkva,كنيسة
571,Sünde::N,grijeh,خطيئة
572,Gott::N,bog,إله
573,Arbeiter::N,radnik,عامل
574,Chef::N,šef,رئيس
575,Meister::N,majstor,أسطى
576,Arzt::N,liječnik,طبيب
577,Lehrer::N,učitelj,مدرس
578,Geld::N,novac,نقود
579,Geschäft::N,posao,صفقة
580,Geschäft::N,trgovina,صفقة
581,Laden::N,dućan,دكان
582,Preis::N,cijena,سعر
583,Ware::N,roba,بضاعة
584,Nutzen::N,korist,فائدة
585,Reichtum::N,bogatstvo,غنى
586,Reichtum::N,bogatstvo,ثروة
587,Welt::N,svijet,عالم
588,Welt::N,svijet,دنيا
589,Land::N,zemlja,بلد
590,Staat::N,država,دولة
591,König::N,kralj,ملك
592,Macht::N,moć,سلطة
593,Macht::N,vlast,سلطة
594,Grenze::N,granica,حدود
595,Krieg::N,rat,حرب
596,Feind::N,neprijatelj,عدو
597,Gewalt::N,sila,عنف
598,Gewalt::N,nasilje,عنف
599,Kampf::N,boj,قتال
600,Kampf::N,borba,قتال
601,Bogen[Waffe]::N,luk,قوس
602,Pfeil::N,strijela,سهم
603,Gewehr::N,puška,بندقية
604,Fehler::N,pogreška,خطأ
605,Fehler::N,griješka,خطأ
606,Lüge::N,laž,كذب
607,Schaden::N,šteta,تلف
608,Unglück::N,nesreća,نحس
609,Schuld::N,krivnja,ذنب
610,Alter::N,dob,سن
611,Alter::N,dob,عمر
612,Schluss::N,kraj,ختام
613,Schluss::N,kraj,نهاية
614,Schluss::N,konac,ختام
615,Schluss::N,konac,نهاية
616,Zeit::N,doba,وقت
617,Zeit::N,vrijeme,وقت
618,Tag::N,dan,يوم
619,Morgen::N,jutro,صباح
620,Mittag::N,podne,ظهر
621,Abend::N,veče,مساء
622,Abend::N,večer,مساء
623,Nacht::N,noć,ليلة
624,Woche::N,sedmica,أسبوع
625,Monat::N,mjesec,شهر
626,Jahr::N,godina,عام
627,Jahr::N,godina,سنة
628,Frühling::N,proljeće,ربيع
629,Sommer::N,ljeto,صيف
630,Herbst::N,jesen,خريف
631,Winter::N,zima,شتاء
632,Januar::N,januar,يناير
633,Januar::N,januar,كانون الثاني
634,Januar::N,siječanj,يناير
635,Januar::N,siječanj,كانون الثاني
636,Februar::N,veljača,شباط
637,Februar::N,veljača,فبراير
638,Februar::N,februar,شباط
639,Februar::N,februar,فبراير
640,März::N,mart,آذار
641,März::N,mart,مارس
642,März::N,ožujak,آذار
643,März::N,ožujak,مارس
644,April::N,april,نيسان
645,April::N,travanj,نيسان
646,Mai::N,maj,مايو
647,Mai::N,svibanj,مايو
648,Juni::N,juni,يونيو
649,Juni::N,juni,حزيران
650,Juni::N,lipanj,يونيو
651,Juni::N,lipanj,حزيران
652,Juli::N,juli,تموز
653,Juli::N,juli,يوليو
654,Juli::N,srpanj,تموز
655,Juli::N,srpanj,يوليو
656,August::N,august,آب
657,August::N,august,أغسطس
658,August::N,kolovoz,آب
659,August::N,kolovoz,أغسطس
660,September::N,rujan,أيلول
661,September::N,rujan,سبتمبر
662,September::N,septembar,أيلول
663,September::N,septembar,سبتمبر
664,Oktober::N,oktobar,أكتوبر
665,Oktober::N,oktobar,تشرين الأول
666,Oktober::N,listopad,أكتوبر
667,Oktober::N,listopad,تشرين الأول
668,November::N,studeni,نوفمبر
669,November::N,studeni,تشرين الثاني
670,November::N,novembar,نوفمبر
671,November::N,novembar,تشرين الثاني
672,Dezember::N,prosinac,ديسمبر
673,Dezember::N,prosinac,كانون الأول
674,Montag::N,ponedjeljak,يوم الاثنين
675,Montag::N,ponedjeljnik,يوم الاثنين
676,Dienstag::N,utorak,يوم الثلاثاء
677,Dienstag::N,utornik,يوم الثلاثاء
678,Mittwoch::N,srijeda,يوم الأربعاء
679,Donnerstag::N,četvrtak,يوم الخميس
680,Freitag::N,petak,يوم الجمعة
681,Samstag::N,subota,يوم السبت
682,Sonntag::N,nedjelja,يوم الأحد
683,groß::A,velik,كبير
684,klein::A,mali,صغير
685,klein::A,malen,صغير
686,lang::A,dug,طويل
687,lang::A,dugačak,طويل
688,kurz::A,kratak,قصير
689,breit::A,širok,واسع
690,schmal::A,uski,ضيق
691,schmal::A,uzak,ضيق
692,dicht::A,gust,كث
693,dicht::A,gust,كثيف
694,dick[Gegenstand]::A,debeo,غليظ
695,dünn::A,tanak,رفيع
696,fein::A,fin,رقيق
697,fein::A,tanak,رقيق
698,fest::A,čvrst,متين
699,flach::A,ravan,سهل
700,flach::A,ravan,منبسط
701,flach::A,plosnat,سهل
702,flach::A,plosnat,منبسط
703,glatt::A,gladak,ناعم
704,hart::A,tvrd,صلب
705,hart::A,tvrd,جامد
706,weich::A,mek,لين
707,weich::A,mekan,لين
708,rund::A,okrugao,مستدير
709,spitz::A,oštar,مدبب
710,spitz::A,šiljast,مدبب
711,scharf::A,oštar,حاد
712,scharf::A,bridak,حاد
713,stumpf::A,tup,ثالم
714,schwer::A,težak,ثقيل
715,schön::A,krasan,جميل
716,heiß::A,vruć,حار
717,heiß::A,vruć,ساخن
718,warm::A,topao,دافئ
719,kalt::A,hladan,بارد
720,kühl::A,hladan,قر
721,frisch::A,svjež,طازج
722,feucht::A,vlažan,رطب
723,nass::A,mokar,مبلول
724,trocken::A,suh,جاف
725,voll::A,pun,ملء
726,leer::A,prazan,خال
727,leer::A,prazan,فارغ
728,offen::A,otvoren,مفتوح
729,geschlossen::A,zatvoren,مغلق
730,sauber::A,čist,نظيف
731,schmutzig::A,nečist,قذر
732,schmutzig::A,blatan,قذر
733,roh::A,sirov,نيء
734,reif::A,zreo,ناضج
735,lecker::A,tečan,لذيذ
736,lecker::A,ukusan,لذيذ
737,süß::A,sladak,حلو
738,bitter::A,gorak,مر
739,sauer::A,kiseo,حامض
740,hell::A,vedar,نير
741,hell::A,svijetao,نير
742,dunkel::A,taman,مظلم
743,schwarz::A,crn,أسود
744,weiß::A,bio,أبيض
745,weiß::A,bijel,أبيض
746,rot::A,crven,أحمر
747,gelb::A,žut,أصفر
748,blau::A,plav,أزرق
749,blau::A,modar,أزرق
750,grün::A,zelen,أخضر
751,grau::A,siv,رمادي
752,bunt::A,šaren,ملوب
753,billig::A,jeftin,رخيص
754,teuer::A,skup,غال
755,wertvoll::A,vrijedan,ثمين
756,wertvoll::A,dragocjen,ثمين
757,blind::A,slijep,أعمى
758,taub::A,gluh,أصم
759,taub::A,gluh,أطرش
760,kräftig::A,snažan,قوي
761,stark::A,jak,قوي
762,stark::A,snažan,قوي
763,schwach::A,slab,ضعيف
764,fett::A,pretio,سمين
765,schlank::A,vitak,أهيف
766,hübsch::A,zgodan,جميل
767,böse::A,zao,رديء
768,böse::A,opak,رديء
769,dumm::A,glup,أبله
770,dumm::A,glup,أحمق
771,faul::A,lijen,كسلان
772,fleißig::A,radin,مجتهد
773,fleißig::A,marljiv,مجتهد
774,geizig::A,škrt,بخيل
775,klug::A,razborit,ذكي
776,klug::A,razborit,عاقل
777,geschickt::A,vješt,ماهر
778,lieb::A,drag,عزيز
779,lustig::A,veseo,مرح
780,sanft::A,blag,حليم
781,hungrig::A,gladan,جائع
782,krank::A,bolestan,مريض
783,nackt::A,nag,عار
784,traurig::A,tužan,حزين
785,traurig::A,žalostan,حزين
786,lebendig::A,živ,حي
787,gut::A,dobar,جيد
788,schlecht::A,loš,سيء
789,schlecht::A,rđav,سيء
790,richtig::A,tačan,صحيح
791,richtig::A,ispravan,صحيح
792,schlimm::A,zao,خبيث
793,schlimm::A,zločest,خبيث
794,wahr::A,istinit,حق
795,alt::A,star,قديم
796,neu::A,nov,جديد
797,ehemalig::A,bivši,سابق
798,alt[Lebewesen]::A,star,مسن
799,jung::A,mlad,شاب
800,jung::A,mlad,صغير
801,arm::A,ubog,فقير
802,arm::A,siromašan,فقير
803,reich::A,bogat,غني
804,bekannt::A,poznat,معلوم
805,berühmt::A,čuven,مشهور
806,berühmt::A,slavan,مشهور
807,fremd::A,tuđ,أجنبي
808,fremd::A,stran,أجنبي
809,verschieden::A,razan,مختلف
810,verschieden::A,različan,مختلف
811,nah::A,blizak,قريب
812,fern::A,dalek,بعيد
813,fern::A,daljnji,بعيد
814,linker::A,lijevi,يسار
815,rechter::A,desni,يمين
816,anderer::A,drugi,آخر
817,anderer::A,drugačiji,آخر
