,Concept_ID,hu,ga
140,Quelle::N,forrás,foinse
141,Bach::N,patak,sruthán
142,Fluss::N,folyó,abhainn
143,Ufer::N,part,bruach
144,Küste::N,tengerpart,cósta
145,Küste::N,tengerpart,cladach
146,Festland::N,szárazföld,míntír
147,Meer::N,tenger,muir
148,Meer::N,tenger,farraige
149,Bucht::N,öböl,bá
150,Bucht::N,öböl,cuan
151,Insel::N,sziget,inis
152,Insel::N,sziget,oileán
153,Blume::N,virág,bláth
154,Gras::N,fű,féar
155,Wurzel::N,gyökér,rúta
156,Wurzel::N,gyökér,fréamh
157,Baum::N,fa,crann
158,Stamm::N,tő,stoc
159,Stamm::N,tő,tamhan
160,Stamm::N,törzs,stoc
161,Stamm::N,törzs,tamhan
162,Rinde::N,kéreg,coirt
163,Rinde::N,kéreg,craiceann
164,Ast::N,ág,géag
165,Zweig::N,gally,géag
166,Zweig::N,gally,craobh
167,Blatt::N,levél,duille
168,Blatt::N,levél,duilleog
169,Birke::N,nyír,beith
170,Birke::N,nyír,crann beithe
171,Kiefer[Baum]::N,fenyő,péine
172,Weide[Baum]::N,fűz,saileach
173,Tanne::N,fenyő,giúis
174,Horn::N,szarv,adharc
175,Feder::N,toll,cleite
176,Fell::N,szőr,clúmh
177,Fell::N,bunda,clúmh
178,Flügel::N,szárny,eite
179,Flügel::N,szárny,sciathán
180,Klaue::N,köröm,crúb
181,Klaue::N,köröm,crobh
182,Kralle::N,karom,crobh
183,Schwanz::N,farok,eireaball
184,Ei::N,tojás,ubh
185,Nest::N,fészek,nead
186,Bau::N,odú,brocais
187,Tier::N,állat,ainmhí
188,Tier::N,állat,beithíoch
189,Herde::N,nyáj,tréad
190,Herde::N,csorda,tréad
191,Kuh::N,tehén,bó
192,Bulle::N,bika,tarbh
193,Pferd::N,ló,each
194,Pferd::N,ló,capall
195,Schaf::N,juh,caora
196,Schaf::N,birka,caora
197,Schwein::N,sertés,muc
198,Hund::N,eb,madra
199,Hund::N,kutya,madra
200,Katze::N,macska,cat
201,Bär::N,medve,béar
202,Eichhörnchen::N,mókus,iora
203,Elch::N,jávorszarvas,eilc
204,Fuchs::N,róka,sionnach
205,Fuchs::N,róka,madra rua
206,Hase::N,nyúl,giorria
207,Maus::N,egér,luch
208,Wolf::N,farkas,mac tíre
209,Vogel::N,madár,éan
210,Schwarm::N,raj,saithe
211,Huhn::N,tyúk,cearc
212,Hahn::N,kakas,coileach
213,Gans::N,lúd,gé
214,Gans::N,liba,gé
215,Adler::N,sas,iolar
216,Ente::N,kacsa,lacha
217,Eule::N,bagoly,ulchabhán
218,Kranich::N,daru,grús
219,Krähe::N,varjú,caróg
220,Krähe::N,varjú,préachán
221,Kuckuck::N,kakukk,cuach
222,Schwan::N,hattyú,eala
223,Fisch::N,hal,iasc
224,Barsch::N,sügér,péirse
225,Hecht::N,csuka,liús
226,Schlange[Tier]::N,kígyó,nathair
227,Wurm::N,kukac,péist
228,Spinne::N,pók,damhán alla
229,Ameise::N,hangya,seangán
230,Laus::N,tetű,míol
231,Mücke::N,szúnyog,muiscít
232,Mücke::N,szúnyog,corrmhíol
233,Fliege::N,légy,cuil
234,Fliege::N,légy,cuileog
235,Schmetterling::N,lepke,féileacán
236,Schmetterling::N,pillangó,féileacán
237,Beere::N,bogyó,caor
238,Apfel::N,alma,úll
239,Pilz::N,gomba,beacán
240,Pilz::N,gomba,muisiriún
241,Zwiebel::N,hagyma,oinniún
242,Saat::N,vetőmag,síol
243,Korn::N,mag,gráinne
244,Korn::N,szem,gráinne
245,Heu::N,széna,féar
246,Schale::N,héj,scaimh
247,Grube::N,verem,poll
248,Falle::N,csapda,gaiste
249,Schlinge::N,tőr,sealán
250,Spur::N,nyom,rian
251,Asche::N,hamu,luaith
252,Dreck::N,sár,salachar
253,Dreck::N,piszok,salachar
254,Eisen::N,vas,iarann
255,Gold::N,arany,ór
256,Silber::N,ezüst,airgead
257,Kohle::N,szén,gual
258,Glas::N,üveg,gloine
259,Lehm::N,agyag,cré
260,Lehm::N,vályog,cré
261,Sand::N,homok,gaineamh
262,Mensch::N,ember,duine
263,Mann::N,úr,fear
264,Mann::N,férfi,fear
265,Frau::N,nő,bean
266,Frau::N,asszony,bean
267,Kind::N,gyerek,gasúr
268,Kind::N,gyerek,páiste
269,Kind::N,gyermek,gasúr
270,Kind::N,gyermek,páiste
271,Junge::N,fiú,buachaill
272,Mädchen::N,lány,cailín
273,Familie::N,család,teaghlach
274,Familie::N,család,comhluadar
275,Großvater::N,nagyapa,seanathair
276,Großmutter::N,nagyanya,seanmháthair
277,Eltern::N,szülők,tuismitheoirí
278,Vater::N,apa,athair
279,Vater::N,atya,athair
280,Mutter::N,anya,máthair
281,Sohn::N,fiú,mac
282,Tochter::N,lány,iníon
283,Bruder::N,fivér,deartháir
284,Bruder::N,testvér,deartháir
285,Schwester::N,nővér,deirfiúr
286,Schwester::N,lánytestvér,deirfiúr
287,Onkel::N,nagybácsi,uncail
288,Tante::N,nagynéni,aintín
289,Ehemann::N,férj,fear céile
290,Ehefrau::N,feleség,bean chéile
291,Freude::N,öröm,áthas
292,Gelächter::N,nevetés,gáire
293,Gelächter::N,hahotázás,gáire
294,Glück::N,boldogság,séan
295,Glück::N,boldogság,sonas
296,Kummer::N,bánat,brón
297,Kummer::N,bánat,buairt
298,Wunsch::N,óhaj,guí
299,Wunsch::N,óhaj,achainí
300,Lust::N,kedv,fonn
301,Geist::N,elme,meon
302,Geist::N,elme,spiorad
303,Geist::N,szellem,meon
304,Geist::N,szellem,spiorad
305,Gedanke::N,gondolat,smaoineamh
306,Gedächtnis::N,emlékezet,cuimhne
307,Verstand::N,ész,ciall
308,Verstand::N,ész,intinn
309,Verstand::N,értelem,ciall
310,Verstand::N,értelem,intinn
311,Sinn::N,értelem,brí
312,Sinn::N,értelem,ciall
313,Grund::N,ok,fáth
314,Grund::N,alap,fáth
315,Wahrheit::N,igaz,fírinne
316,Wahrheit::N,igazság,fírinne
317,Gespräch::N,beszélgetés,comhrá
318,Märchen::N,mese,scéal
319,Erzählung::N,elbeszélés,scéal
320,Nachricht::N,hír,teachtaireacht
321,Nachricht::N,híradás,teachtaireacht
322,Neuigkeit::N,újság,scéala
323,Name::N,név,ainm
324,Rätsel::N,rejtvény,tomhas
325,Rede::N,beszéd,óráid
326,Rede::N,beszéd,aitheasc
327,Rede::N,szónoklat,óráid
328,Rede::N,szónoklat,aitheasc
329,Sprache::N,nyelv,teanga
330,Stimme::N,hang,guth
331,Wort::N,szó,focal
332,Zeichen::N,jel,comhartha
333,Ruf::N,kiáltás,glaoch
334,Lärm::N,zaj,torann
335,Laut::N,hang,fuaim
336,Ton::N,hang,ton
337,Lied::N,dal,amhrán
338,Lied::N,ének,amhrán
339,Ruhe::N,csend,suaimhneas
340,Ruhe::N,nyugalom,suaimhneas
341,Leute::N,emberek,muintir
342,Volk::N,nép,pobal
343,Arbeit::N,dolog,obair
344,Gast::N,vendég,aoi
345,Geschenk::N,ajándék,féirín
346,Geschenk::N,ajándék,bronntanas
347,Spiel::N,játék,cluiche
348,Gesellschaft::N,társaság,comhluadar
349,Hilfe::N,segítség,cúnamh
350,Hilfe::N,segítség,cabhair
351,Freund::N,barát,cara
352,Kamerad::N,társ,comrádaí
353,Angelegenheit::N,ügy,ábhar
354,Anzahl::N,szám,líon
355,Art::N,faj,sórt
356,Art::N,faj,saghas
357,Art::N,fajta,sórt
358,Art::N,fajta,saghas
359,Stück::N,darab,píosa
360,Teil::N,rész,cuid
361,Teil::N,rész,páirt
362,Hälfte::N,fél,leath
363,Kreis::N,kör,ciorcal
364,Kreuz::N,kereszt,cros
365,Linie::N,vonal,líne
366,Strich::N,vonás,stríoc
367,Abstand::N,köz,achar
368,Entfernung::N,távolság,fad
369,Gegend::N,táj,ceantar
370,Gegend::N,vidék,ceantar
371,Platz::N,hely,áit
372,Platz::N,hely,spás
373,Ort::N,hely,áit
374,Seite::N,fél,taobh
375,Seite::N,oldal,taobh
376,Mitte::N,közép,lár
377,Gegenstand::N,tárgy,ball
378,Gegenstand::N,tárgy,ábhar
379,Sache::N,dolog,ní
380,Sache::N,dolog,rud
381,Rand::N,szél,imeall
382,Rand::N,szél,ciumhais
383,Rand::N,perem,imeall
384,Rand::N,perem,ciumhais
385,Rand::N,szegély,imeall
386,Rand::N,szegély,ciumhais
387,Kante::N,él,corr
388,Kante::N,él,colbha
389,Ecke::N,sarok,coirnéal
390,Ecke::N,szöglet,coirnéal
391,Spitze::N,csúcs,gob
392,Spitze::N,csúcs,barr
393,Ende::N,vég,ceann
394,Ende::N,vég,foirceann
395,Loch::N,lyuk,poll
396,Winkel::N,szög,cúinne
397,Winkel::N,szög,uillinn
398,Muster::N,minta,patrún
399,Größe::N,nagyság,méid
400,Größe::N,nagyság,toise
401,Länge::N,hossz,fad
402,Länge::N,hosszúság,fad
403,Höhe::N,magasság,airde
404,Gewicht::N,súly,meáchan
405,Menge::N,sokaság,méid
406,Menge::N,mennyiség,méid
407,Haufen::N,halom,cnap
408,Reihe::N,sor,líne
409,Reihe::N,sor,sraith
410,Boot::N,csónak,bád
411,Ruder::N,evező,rámh
412,Ruder::N,evező,maide rámha
413,Schlitten::N,szánkó,carr sleamhnáin
414,Ski::N,sí,scí
415,Lagerfeuer::N,tábortűz,tine champa
416,Last::N,teher,ualach
417,Gang::N,járás,siúlóid
418,Schritt::N,lépés,céim
419,Schritt::N,lépés,coiscéim
420,Norden::N,észak,tuaisceart
421,Süden::N,dél,deisceart
422,Westen::N,nyugat,iarthar
423,Osten::N,kelet,oirthear
424,Holz::N,fa,adhmad
425,Brett::N,deszka,clár
426,Platte::N,lap,leac
427,Platte::N,lemez,leac
428,Stütze::N,támasz,taca
429,Stütze::N,támaszték,taca
430,Stange::N,rúd,polla
431,Stange::N,rúd,cuaille
432,Stange::N,pózna,polla
433,Stange::N,pózna,cuaille
434,Stock::N,pálca,bata
435,Stock::N,pálca,maide
436,Stab::N,bot,maide
437,Stab::N,bot,bachall
438,Rohr::N,cső,píopa
439,Haus::N,ház,teach
440,Heim::N,otthon,baile
441,Ofen::N,kályha,sornóg
442,Fußboden::N,padló,urlár
443,Tisch::N,asztal,bord
444,Tisch::N,asztal,tábla
445,Stuhl::N,szék,cathaoir
446,Wiege::N,bölcső,cliabhán
447,Bett::N,ágy,leaba
448,Regal::N,polc,seilf
449,Regal::N,állvány,seilf
450,Kiste::N,láda,bosca
451,Fenster::N,ablak,fuinneoig
452,Tür::N,ajtó,doras
453,Tor::N,kapu,geata
454,Zaun::N,kerítés,fál
455,Zaun::N,kerítés,claí
456,Dach::N,tető,díon
457,Leiter::N,létra,dréimire
458,Besen::N,seprű,scuab
459,Spaten::N,ásó,spád
460,Spaten::N,ásó,rámhainn
461,Schaufel::N,lapát,sluasaid
462,Gabel::N,villa,forc
463,Gabel::N,villa,gabhlóg
464,Löffel::N,kanál,spúnóg
465,Messer::N,kés,scian
466,Nagel::N,szeg,tairne
467,Netz::N,háló,líon
468,Netz::N,háló,eangach
469,Haken::N,kampó,croch
470,Griff::N,nyél,cos
471,Griff::N,nyél,hanla
472,Griff::N,fogantyú,cos
473,Griff::N,fogantyú,hanla
474,Schloss::N,zár,glas
475,Bild::N,kép,pictiúr
476,Figur::N,alak,fíor
477,Puppe::N,bábu,bábóg
478,Beutel::N,zacskó,mála
479,Beutel::N,zacskó,mealbhóg
480,Bündel::N,köteg,beart
481,Tasche::N,táska,mála
482,Eimer::N,vödör,buicéad
483,Deckel::N,fedő,clár
484,Deckel::N,fedő,claibín
485,Deckel::N,fedél,clár
486,Deckel::N,fedél,claibín
487,Geschirr::N,edény,soithí
488,Geschirr::N,edény,gréithe
489,Sack::N,zsák,sac
490,Sack::N,zsák,mála
491,Tasse::N,csésze,cupán
492,Topf::N,fazék,pota
493,Kessel::N,üst,citeal
494,Kessel::N,bogrács,citeal
495,Essen::N,evés,béile
496,Essen::N,étkezés,béile
497,Nahrung::N,ennivaló,bia
498,Speise::N,étel,mias
499,Fleisch::N,hús,feoil
500,Getreide::N,gabona,grán
501,Getreide::N,gabona,arbhar
502,Brei::N,pép,brúitín
503,Brei::N,kása,brúitín
504,Brot::N,kenyér,arán
505,Scheibe::N,szelet,píosa
506,Scheibe::N,szelet,slisne
507,Fett::N,háj,saill
508,Fett::N,háj,méathras
509,Fett::N,zsír,saill
510,Fett::N,zsír,méathras
511,Butter::N,vaj,im
512,Öl::N,olaj,ola
513,Salz::N,só,salann
514,Suppe::N,leves,sú
515,Suppe::N,leves,anraith
516,Honig::N,méz,mil
517,Milch::N,tej,bainne
518,Tee::N,tea,tae
519,Leder::N,bőr,leathar
520,Wolle::N,gyapjú,olann
521,Stoff::N,szövet,éadach
522,Nadel::N,tű,snáthaid
523,Faden::N,fonál,snáth
524,Knopf::N,gomb,cnaipe
525,Knoten::N,csomó,snaidhm
526,Farbe::N,szín,péint
527,Farbe::N,festék,péint
528,Kleidung::N,ruha,éadaí
529,Kleidung::N,ruházat,éadaí
530,Hemd::N,ing,léine
531,Kragen::N,gallér,bóna
532,Ärmel::N,ujj,muinchille
533,Hose::N,gatya,bríste
534,Hose::N,gatya,treabhsar
535,Hose::N,nadrág,bríste
536,Hose::N,nadrág,treabhsar
537,Gürtel::N,öv,crios
538,Mütze::N,sapka,caipín
539,Schuh::N,cipő,bróg
540,Stiefel::N,csizma,buatais
541,Ring::N,gyűrű,fáinne
542,Band::N,szalag,ribín
543,Kamm::N,fésű,cíor
544,Spiegel::N,tükör,scáthán
545,Riemen::N,szíj,iall
546,Riemen::N,szíj,strapa
547,Schnur::N,zsinór,téad
548,Schnur::N,zsinór,sreangán
549,Leine::N,póráz,iall
550,Decke::N,takaró,pluid
551,Decke::N,takaró,blaincéad
552,Kissen::N,párna,piliúr
553,Kissen::N,párna,adhartán
554,Tuch::N,kendő,scaif
555,Handtuch::N,törülköző,tuáille
556,Kraft::N,erő,fórsa
557,Stärke::N,erő,neart
558,Stärke::N,erősség,neart
559,Gesundheit::N,egészség,sláinte
560,Krankheit::N,kór,tinneas
561,Krankheit::N,kór,breoiteacht
562,Krankheit::N,betegség,tinneas
563,Krankheit::N,betegség,breoiteacht
564,Schmerz::N,fájdalom,pian
565,Wunde::N,seb,goin
566,Fieber::N,láz,fiabhras
567,Arznei::N,orvosság,cógas
568,Arznei::N,gyógyszer,cógas
569,Brücke::N,híd,droichead
570,Brunnen::N,kút,tobar
571,Weide::N,legelő,féarach
572,Pfad::N,ösvény,cosán
573,Pfad::N,ösvény,conair
574,Weg::N,út,slí
575,Weg::N,út,bealach
576,Straße::N,út,bóthar
577,Dorf::N,falu,sráidbhaile
578,Stadt::N,város,baile
579,Stadt::N,város,cathair
580,Brief::N,levél,litir
581,Buch::N,könyv,cín
582,Buch::N,könyv,leabhar
583,Buchstabe::N,betű,litir
584,Zeitung::N,újság,nuachtán
585,Zeitung::N,hírlap,nuachtán
586,Leben::N,élet,saol
587,Leben::N,élet,beatha
588,Tod::N,halál,bás
589,Grab::N,sír,uaigh
590,Kirche::N,templom,eaglais
591,Sünde::N,bűn,peaca
592,Sünde::N,vétek,peaca
593,Gott::N,isten,dia
594,Arbeiter::N,munkás,oibrí
595,Chef::N,főnök,saoiste
596,Chef::N,főnök,ceannasaí
597,Meister::N,mester,máistir
598,Arzt::N,orvos,lia
599,Arzt::N,orvos,dochtúir
600,Lehrer::N,tanár,oide
601,Lehrer::N,tanár,múinteoir
602,Lehrer::N,tanító,oide
603,Lehrer::N,tanító,múinteoir
604,Geld::N,pénz,airgead
605,Geschäft::N,üzlet,gnó
606,Laden::N,bolt,siopa
607,Preis::N,ár,praghas
608,Ware::N,áru,earra
609,Nutzen::N,haszon,tairbhe
610,Reichtum::N,gazdagság,rachmas
611,Reichtum::N,gazdagság,saibhreas
612,Welt::N,világ,domhan
613,Land::N,ország,tír
614,Staat::N,állam,stát
615,König::N,király,rí
616,Macht::N,hatalom,cumhacht
617,Grenze::N,határ,críoch
618,Grenze::N,határ,teorainn
619,Krieg::N,háború,cogadh
620,Feind::N,ellenség,namhaid
621,Gewalt::N,erőszak,foréigean
622,Kampf::N,harc,troid
623,Bogen[Waffe]::N,íj,bogha
624,Pfeil::N,nyíl,saighead
625,Gewehr::N,puska,gunna
626,Gewehr::N,fegyver,gunna
627,Fehler::N,hiba,botún
628,Fehler::N,hiba,meancóg
629,Lüge::N,hazugság,bréag
630,Lüge::N,hazugság,éitheach
631,Schaden::N,kár,dochar
632,Schaden::N,kár,damáiste
633,Unglück::N,csapás,drochrath
634,Unglück::N,balszerencse,drochrath
635,Schuld::N,bűn,locht
636,Schuld::N,bűn,milleán
637,Alter::N,kor,aois
638,Schluss::N,vég,deireadh
639,Schluss::N,befejezés,deireadh
640,Zeit::N,idő,am
641,Zeit::N,idő,aimsir
642,Tag::N,nap,lá
643,Morgen::N,reggel,maidin
644,Mittag::N,dél,nóin
645,Abend::N,este,tráthnóna
646,Nacht::N,éj,oíche
647,Nacht::N,éjszaka,oíche
648,Woche::N,hét,seachtain
649,Monat::N,hó,mí
650,Monat::N,hónap,mí
651,Jahr::N,év,bliain
652,Frühling::N,tavasz,earrach
653,Sommer::N,nyár,samhradh
654,Herbst::N,ősz,fómhar
655,Winter::N,tél,geimhreadh
656,Januar::N,január,Eanáir
657,Februar::N,február,Feabhra
658,März::N,március,Márta
659,April::N,április,Aibreán
660,Mai::N,május,Bealtaine
661,Juni::N,június,Meitheamh
662,Juli::N,július,Iúil
663,August::N,augusztus,Lúnasa
664,September::N,szeptember,Meán Fómhair
665,Oktober::N,október,Deireadh Fómhair
666,November::N,november,Samhain
667,November::N,november,Mí na Samhna
668,Dezember::N,december,Mí na Nollag
669,Montag::N,hétfő,Luan
670,Montag::N,hétfő,Dé Luain
671,Dienstag::N,kedd,Máirt
672,Dienstag::N,kedd,Dé Máirt
673,Mittwoch::N,szerda,Céadaoin
674,Mittwoch::N,szerda,Dé Céadaoin
675,Donnerstag::N,csütörtök,Déardaoin
676,Freitag::N,péntek,Aoine
677,Freitag::N,péntek,Dé hAoine
678,Samstag::N,szombat,Satharn
679,Samstag::N,szombat,Dé Sathairn
680,Sonntag::N,vasárnap,Domhnach
681,Sonntag::N,vasárnap,Dé Domhnaigh
682,groß::A,nagy,mór
683,klein::A,pici,beag
684,klein::A,kicsi,beag
685,lang::A,hosszú,fada
686,kurz::A,rövid,gearr
687,kurz::A,rövid,gairid
688,breit::A,széles,leathan
689,breit::A,széles,fairsing
690,schmal::A,keskeny,cúng
691,dicht::A,sűrű,dlúth
692,dick[Gegenstand]::A,vastag,tiubh
693,dünn::A,vékony,caol
694,dünn::A,vékony,tanaí
695,fein::A,vékony,scáinte
696,fein::A,vékony,fíneálta
697,fest::A,szilárd,daingean
698,flach::A,sík,cothrom
699,flach::A,lapos,cothrom
700,glatt::A,sima,mín
701,glatt::A,sima,sleamhain
702,hart::A,kemény,crua
703,weich::A,puha,bog
704,rund::A,kerek,cruinn
705,spitz::A,hegyes,gobach
706,spitz::A,hegyes,biorach
707,scharf::A,éles,géar
708,scharf::A,éles,faobhrach
709,stumpf::A,tompa,maol
710,stumpf::A,életlen,maol
711,schwer::A,nehéz,trom
712,schwer::A,súlyos,trom
713,schön::A,szép,álainn
714,heiß::A,forró,te
715,warm::A,meleg,te
716,kalt::A,hideg,fuar
717,kühl::A,hűs,fionnuar
718,kühl::A,hűvös,fionnuar
719,frisch::A,üde,úr
720,frisch::A,üde,friseáilte
721,frisch::A,friss,úr
722,frisch::A,friss,friseáilte
723,feucht::A,nedves,tais
724,nass::A,vizes,fliuch
725,trocken::A,száraz,tirim
726,voll::A,telt,lán
727,leer::A,üres,folamh
728,offen::A,nyílt,oscailte
729,offen::A,nyitott,oscailte
730,geschlossen::A,zárt,dúnta
731,geschlossen::A,zárt,druidte
732,geschlossen::A,csukott,dúnta
733,geschlossen::A,csukott,druidte
734,sauber::A,tiszta,glan
735,schmutzig::A,piszkos,salach
736,schmutzig::A,szennyes,salach
737,roh::A,nyers,amh
738,reif::A,érett,aibí
739,lecker::A,finom,blasta
740,süß::A,édes,milis
741,bitter::A,keserű,searbh
742,sauer::A,savanyú,géar
743,sauer::A,savanyú,searbh
744,hell::A,világos,geal
745,hell::A,világos,soilseach
746,dunkel::A,sötét,dorcha
747,schwarz::A,fekete,dubh
748,weiß::A,fehér,bán
749,rot::A,vörös,dearg
750,gelb::A,sárga,buí
751,blau::A,kék,gorm
752,grün::A,zöld,glas
753,grün::A,zöld,uaine
754,grau::A,ősz,liath
755,grau::A,szürke,liath
756,bunt::A,tarka,ildathach
757,bunt::A,tarka,dathannach
758,bunt::A,színes,ildathach
759,bunt::A,színes,dathannach
760,billig::A,olcsó,saor
761,teuer::A,drága,daor
762,teuer::A,drága,costasach
763,wertvoll::A,értékes,luachmhar
764,blind::A,vak,dall
765,blind::A,vak,caoch
766,taub::A,süket,bodhar
767,kräftig::A,erős,cumhachtach
768,stark::A,erős,tréan
769,stark::A,erős,láidir
770,schwach::A,gyenge,lag
771,schwach::A,gyenge,fann
772,schwach::A,erőtlen,lag
773,schwach::A,erőtlen,fann
774,fett::A,hájas,ramhar
775,schlank::A,karcsú,caol
776,schlank::A,karcsú,seang
777,hübsch::A,csinos,álainn
778,hübsch::A,csinos,dathúil
779,böse::A,rossz,olc
780,böse::A,gonosz,olc
781,dumm::A,buta,dúr
782,dumm::A,buta,amaideach
783,dumm::A,ostoba,dúr
784,dumm::A,ostoba,amaideach
785,faul::A,lusta,falsa
786,faul::A,lusta,leisciúil
787,fleißig::A,szorgalmas,dícheallach
788,geizig::A,fukar,barainneach
789,geizig::A,fukar,sprionlaithe
790,geizig::A,fösvény,barainneach
791,geizig::A,fösvény,sprionlaithe
792,klug::A,okos,cliste
793,klug::A,eszes,cliste
794,geschickt::A,ügyes,oilte
795,geschickt::A,ügyes,ealaíonta
796,lieb::A,drága,dil
797,lieb::A,drága,dílis
798,lieb::A,kedves,dil
799,lieb::A,kedves,dílis
800,lustig::A,víg,aerach
801,lustig::A,víg,meidhreach
802,lustig::A,vidám,aerach
803,lustig::A,vidám,meidhreach
804,sanft::A,enyhe,bog
805,sanft::A,enyhe,séimh
806,hungrig::A,éhes,ocrach
807,krank::A,beteg,tinn
808,krank::A,beteg,breoite
809,nackt::A,csupasz,nocht
810,nackt::A,meztelen,nocht
811,traurig::A,bús,brónach
812,traurig::A,szomorú,brónach
813,lebendig::A,élő,beo
814,gut::A,jó,maith
815,schlecht::A,rossz,dona
816,schlecht::A,rossz,droch-
817,richtig::A,helyes,ceart
818,schlimm::A,rossz,gránna
819,schlimm::A,rossz,tubaisteach
820,wahr::A,igaz,fíor
821,alt::A,ó,sean
822,alt::A,régi,sean
823,neu::A,új,úr
824,neu::A,új,nua
825,ehemalig::A,volt,iar-
826,ehemalig::A,volt,sean-
827,ehemalig::A,egykori,iar-
828,ehemalig::A,egykori,sean-
829,alt[Lebewesen]::A,öreg,sean
830,alt[Lebewesen]::A,öreg,aosta
831,jung::A,fiatal,óg
832,arm::A,szegény,bocht
833,reich::A,gazdag,saibhir
