,Concept_ID,et,ar
814,ihr::PRN,te,أنتن
815,sie::PRN,nad,هم
816,sie::PRN,nad,هن
817,was::FPRN,mis,ما
818,wer::FPRN,kes,من
819,wo::FADV,kus,أين
820,wohin::FADV,kuhu,إلى أين
821,wie::FADV,kuidas,كيف
822,warum::FADV,miks,لماذا
823,wieviel::FNUM,mitu,كم
824,wieviel::FNUM,kui palju,كم
825,eins::NUM,üks,واحد
826,zwei::NUM,kaks,اثنين
827,drei::NUM,kolm,ثلاثة
828,vier::NUM,neli,أربعة
829,fünf::NUM,viis,خمسة
830,sechs::NUM,kuus,ستة
831,sieben::NUM,seitse,سبعة
832,acht::NUM,kaheksa,ثمانية
833,neun::NUM,üheksa,تسعة
834,zehn::NUM,kümme,عشرة
835,elf::NUM,üksteist,أحد عشر
836,zwölf::NUM,kaksteist,اثنا عشر
837,zwanzig::NUM,kakskümmend,عشرون
838,dreißig::NUM,kolmkümmend,ثلاثون
839,vierzig::NUM,nelikümmend,أربعون
840,fünfzig::NUM,viiskümmend,خمسون
841,sechzig::NUM,kuuskümmend,ستون
842,siebzig::NUM,seitsekümmend,سبعون
843,achtzig::NUM,kaheksakümmend,ثمانون
844,neunzig::NUM,üheksakümmend,تسعون
845,hundert::NUM,sada,مئة
846,tausend::NUM,tuhat,ألف
847,und::CNJ,ja,و
848,oder::CNJ,või,أو
849,stehen::V,seisma,وقف
850,sitzen::V,istuma,جلس
851,liegen::V,lamama,رقد
852,hängen::V,rippuma,تعلق
853,werden::V,saama,صار
854,werden::V,saama,أصبح
855,werden::V,hakkama,صار
856,werden::V,hakkama,أصبح
857,passieren::V,juhtuma,حدث
858,beginnen::V,algama,ابتدأ
859,beginnen::V,hakkama,ابتدأ
860,enden::V,lõppema,انتهى
861,wechseln::V,vahelduma,تغير
862,aufgehen[Sonne]::V,tõusma,شرق
863,untergehen[Sonne]::V,loojuma,غرب
864,scheinen[Sonne]::V,paistma,أضاء
865,donnern::V,kõmisema,رعد
866,wehen::V,puhuma,هب
867,strömen::V,voolama,جرى
868,fließen::V,voolama,سال
869,sich drehen::V,pöörduma,دار
870,schwanken::V,kõikuma,ترنح
871,schwingen::V,võnkuma,ترجح
872,fallen::V,langema,سقط
873,brennen::V,põlema,احترق
874,rauchen::V,suitsema,دخن
875,regnen::V,sadama,أمطر
876,gefrieren::V,kinni külmuma,تجمد
877,tauen::V,sulama,ذاب
878,schmelzen::V,sulama,ذاب
879,trocknen::V,kuivama,نشف
880,sieden::V,keema,غلى
881,faulen::V,mädanema,فسد
882,verfaulen::V,mädanema,تعفن
883,reißen::V,rebenema,انقطع
884,versinken::V,uppuma,غرق
885,vergehen::V,mööduma,مضى
886,erscheinen::V,ilmuma,لاح
887,erscheinen::V,ilmuma,ظهر
888,verschwinden::V,kaduma,غاب
889,sinken::V,vajuma,هبط
890,sinken::V,langema,هبط
891,abnehmen::V,vähenema,نقص
892,abnehmen::V,kahenema,نقص
893,zunehmen::V,kasvama,ازداد
894,steigen::V,tõusma,صعد
895,steigen::V,tõusma,ارتفع
896,steigen::V,üles minema,صعد
897,steigen::V,üles minema,ارتفع
898,wachsen::V,kasvama,نما
899,wachsen::V,kasvama,نبت
900,glänzen::V,läikimä,لمع
901,funkeln::V,sädelema,تلألأ
902,lärmen::V,lärmama,ضج
903,lärmen::V,lärmama,صخب
904,läuten::V,helisema,قرع
905,klingeln::V,helisema,دق
906,klirren::V,kõlisema,قعقع
907,brausen::V,kohisema,عج
908,rauschen::V,kohisema,حف
909,klingen::V,kõlama,رن
910,bellen::V,haukuma,نبح
911,heulen::V,uluma,عوى
912,blasen::V,puhuma,نفخ
913,pfeifen::V,vilistama,صفر
914,schreien::V,karjuma,صرخ
915,stöhnen::V,oigama,أن
916,zittern::V,värisema,ارتعش
917,leben::V,elama,عاش
918,leben::V,elus olema,عاش
919,geboren werden::V,sündima,ولد
920,atmen::V,hingama,تنفس
921,trinken::V,jooma,شرب
922,essen::V,sööma,أكل
923,schlucken::V,neelama,جرع
924,müde werden::V,väsima,تعب
925,einschlafen::V,uinuma,نام
926,schlafen::V,magama,نام
927,aufwachen::V,ärkama,استيقظ
928,aufstehen::V,ärkama,قام
929,aufstehen::V,üles tõusma,قام
930,sich erholen::V,puhkama,استجم
931,krank werden::V,haigestuma,مرض
932,krank werden::V,haigeks jääma,مرض
933,krank sein::V,haige olema,مرض
934,schmerzen::V,valutama,آلم
935,husten::V,köhima,كح
936,husten::V,köhima,سعل
937,genesen::V,toibuma,نقه
938,sterben::V,surema,مات
939,umkommen::V,surma saama,هلك
940,sich bewegen::V,liikuma,تحرك
941,sich rühren::V,liikuma,تحرك
942,sich erheben::V,kerkima,قام
943,sich setzen::V,istet võtma,جلس
944,hinfallen::V,kukkuma,وقع
945,hinfallen::V,maha kukkuma,وقع
946,laufen::V,kõndima,مشى
947,schreiten::V,astuma,خطا
948,spazierengehen::V,jalutama,تنزه
949,eilen::V,ruttama,عجل
950,eilen::V,kiirustama,عجل
951,sich beeilen::V,ruttama,استعجل
952,sich beeilen::V,kiirustama,استعجل
953,sausen::V,kihutama,أسرع
954,sausen::V,tormama,أسرع
955,rennen::V,jooksma,عدا
956,rennen::V,jooksma,ركض
957,rennen::V,kihutama,عدا
958,rennen::V,kihutama,ركض
959,springen::V,hüppama,قفز
960,klettern::V,ronima,تسلق
961,schaukeln::V,kiikuma,تأرجح
962,kriechen::V,roomama,دب
963,kriechen::V,roomama,زحف
964,schwimmen::V,ujuma,سبح
965,tauchen::V,sukelduma,غطس
966,rudern::V,sõudma,جذف
967,fahren::V,sõitma,ركب
968,fahren::V,sõitma,سافر
969,fliegen::V,lendama,طار
970,gehen::V,käima,سار
971,gehen::V,käima,ذهب
972,gehen::V,minema,سار
973,gehen::V,minema,ذهب
974,weggehen::V,ära minema,ذهب
975,weggehen::V,ära minema,انصرف
976,weggehen::V,välja minema,ذهب
977,weggehen::V,välja minema,انصرف
978,abfahren::V,väljuma,رحل
979,abfahren::V,ära sõitma,رحل
980,anhalten::V,peatuma,توقف
981,hineingehen::V,sisenema,دخل
982,hineingehen::V,sisse minema,دخل
983,eintreten::V,sisenema,دخل
984,eintreten::V,sisse astuma,دخل
985,kommen::V,tulema,أتى
986,kommen::V,tulema,جاء
987,ankommen::V,saabuma,وصل
988,zurückkommen::V,tagasi tulema,عاد
989,zurückkommen::V,tagasi tulema,رجع
990,bleiben::V,jääma,مكث
991,warten::V,ootama,انتظر
992,erwarten::V,ootama,ترقب
993,erwarten::V,ootama,انتظر
994,erwarten::V,lootma,ترقب
995,erwarten::V,lootma,انتظر
996,suchen::V,otsima,بحث
997,finden::V,leidma,وجد
998,versuchen::V,püüdma,حاول
999,versuchen::V,üritama,حاول
1000,versuchen::V,katsetama,حاول
1001,vorbereiten::V,valmistama,أعد
1002,vorbereiten::V,valmistama,حضر
1003,lieben::V,armastama,أحب
1004,mögen::V,sallima,أحب
1005,mögen::V,meeldima,أحب
1006,lachen::V,naerma,ضحك
1007,rühren::V,liigutama,أثر
1008,rühren::V,heldima panema,أثر
1009,weinen::V,nutma,بكى
1010,schimpfen::V,sõimama,سب
1011,schimpfen::V,sõimama,شتم
1012,sich ärgern::V,ärrituma,زعل
1013,sich ärgern::V,vihastuma,زعل
1014,sich fürchten::V,kartma,هاب
1015,sich fürchten::V,hirmu tundma,هاب
1016,fürchten::V,kartma,خاف
1017,fürchten::V,kartma,خشي
1018,fliehen::V,põgenema,هرب
1019,flüchten::V,põgenema,فر
1020,sehen::V,nägema,رأى
1021,anschauen::V,vaatama,نظر
1022,ansehen::V,vaatama,نظر
1023,hören::V,kuulma,سمع
1024,zuhören::V,kuulama,أصغى
1025,probieren::V,proovima,ذاق
1026,riechen::V,nuusutama,شم
1027,riechen::V,nuusutama,استنشق
1028,fühlen::V,tundma,شعر
1029,scheinen::V,näida,ظهر
1030,scheinen::V,ilmuda,ظهر
1031,zu sehen sein::V,ilmuma,ظهر
1032,vernehmen::V,üle kuulama,سمع
1033,frieren::V,külmetada,بردان
1034,tun::V,tegema,فعل
1035,können::V,võima,قدر
1036,können::V,võima,استطاع
1037,können::V,oskama,قدر
1038,können::V,oskama,استطاع
1039,wollen::V,tahtma,شاء
1040,wollen::V,tahtma,أراد
1041,anfangen::V,hakkama,بدأ
1042,anfangen::V,alustama,بدأ
1043,beenden::V,lõpetama,أنهى
1044,aufhören::V,lakkama,توقف
1045,aufhören::V,lakkama,انقطع
1046,gelingen::V,õnnestuma,نجح
1047,geraten::V,jõudma,طلع
1048,öffnen::V,avama,فتح
1049,schließen::V,sulgema,أغلق
1050,stellen::V,panema,وضع
1051,stellen::V,panema,أقام
1052,stellen::V,asetama,وضع
1053,stellen::V,asetama,أقام
1054,setzen::V,panema,أجلس
1055,legen::V,panema,وضع
1056,legen::V,asetama,وضع
1057,berühren::V,riivama,مس
1058,berühren::V,riivama,لمس
1059,berühren::V,puudutama,مس
1060,berühren::V,puudutama,لمس
1061,verbinden::V,ühendama,ربط
1062,verbinden::V,ühendama,وصل
1063,bedecken::V,katma,غطى
1064,aufhängen::V,riputama,علق
1065,anzünden::V,süütama,أوقد
1066,aufheben::V,üles tõstma,لقط
1067,zurücklassen::V,jätma,ترك
1068,verlieren::V,kaotama,فقد
1069,fallen lassen::V,maha pillama,أسقط
1070,fallen lassen::V,kukkuda laskma,أسقط
1071,machen::V,tegema,فعل
1072,herstellen::V,valmistama,صنع
1073,herstellen::V,valmistama,أنتج
1074,bauen::V,ehitama,بنى
1075,bauen::V,ehitama,شيد
1076,reparieren::V,parandama,صلح
1077,verbessern::V,parandama,صحح
1078,ändern::V,muutma,غير
1079,ändern::V,ümber tegema,غير
1080,graben::V,kaevama,حفر
1081,beugen::V,painutama,ثنى
1082,beugen::V,painutama,أحنى
1083,biegen::V,painutama,لوى
1084,drehen::V,keerama,أدار
1085,drehen::V,keerama,دور
1086,wenden::V,ümber pöörama,قلب
1087,umdrehen::V,ümber keerama,قلب
1088,heben::V,tõstma,رفع
1089,hochheben::V,üles tõstma,رفع
1090,hochheben::V,kõrgele tõstma,رفع
1091,ergreifen::V,haarama,مسك
1092,halten::V,hoidma,مسك
1093,drücken::V,pigistama,ضغط
1094,schieben::V,lükkama,حرك
1095,kratzen::V,kraapima,خدش
1096,lecken::V,lakkuma,لعق
1097,beißen::V,purema,عض
1098,beißen::V,hammustama,عض
1099,abreißen::V,rebima,قلع
1100,abreißen::V,ära rebima,قلع
1101,abschneiden::V,ära lõikama,قطع
1102,binden::V,siduma,ربط
1103,stecken::V,pistma,دس
1104,brechen::V,murdma,كسر
1105,klopfen::V,koputama,طرق
1106,hauen::V,lööma,ضرب
1107,kleben::V,kleepima,ألصق
1108,reiben::V,hõõruma,حك
1109,streichen::V,silitama,نشر
1110,schleifen::V,lihvima,سن
1111,schleifen::V,teritama,سن
1112,schneiden::V,lõikama,قطع
1113,rütteln::V,raputama,رج
1114,schütteln::V,raputama,هز
1115,schütteln::V,loksutama,هز
1116,schwenken::V,vehkima,لوح
1117,schwenken::V,lehvitama,لوح
1118,schütten::V,kallama,صب
1119,füllen::V,täitma,ملأ
1120,einwickeln::V,sisse mähkima,لف
1121,tragen::V,kandma,حمل
1122,schleppen::V,tassima,سحب
1123,schleppen::V,lohistama,سحب
1124,ziehen::V,vedama,سحب
1125,ziehen::V,tõmbama,سحب
1126,aufbewahren::V,säilitama,حفظ
1127,aufbewahren::V,alal hoidma,حفظ
1128,werfen::V,viskama,رمى
1129,werfen::V,viskama,ألقى
1130,fangen::V,püüdma,التقط
1131,packen::V,kinni haarama,مسك
1132,packen::V,kinni võtma,مسك
1133,verstecken::V,peitma,خبأ
1134,teilen::V,jagama,قسم
1135,teilen::V,jaotama,قسم
1136,schicken::V,saatma,بعث
1137,schicken::V,saatma,أرسل
1138,bringen::V,viima,جلب
1139,hinzufügen::V,lisama,أضاف
1140,bekommen::V,saama,حصل
1141,erhalten::V,saama,استلم
1142,nehmen::V,võtma,أخذ
1143,wählen::V,valima,اختار
1144,auswählen::V,valima,انتقى
1145,bewahren::V,hoidma,حافظ
1146,behindern::V,takistama,عاق
1147,verderben::V,rikkuma,أفسد
1148,beschädigen::V,rikkuma,أضر
1149,zerbrechen::V,katki tegema,كسر
1150,zerreißen::V,katki rebima,مزق
1151,zerstören::V,purustama,دمر
1152,verbrennen::V,põletama,حرق
1153,geben::V,andma,أعطى
1154,reichen::V,andma,ناول
1155,reichen::V,ulatama,ناول
1156,schenken::V,kinkima,وهب
1157,versprechen::V,lubama,وعد
1158,versprechen::V,tõotama,وعد
1159,wünschen::V,soovima,تمنى
1160,loben::V,kiitma,مدح
1161,küssen::V,suudlema,قبل
1162,wiegen::V,hällitama,هدهد
1163,zudecken::V,kaanetama,غطى
1164,zudecken::V,kinni katma,غطى
1165,wecken::V,äratama,أيقظ
1166,zeigen::V,näitama,أرى
1167,führen::V,juhatama,دل
1168,lehren::V,õpetama,علم
1169,unterrichten::V,õpetama,علم
1170,aufziehen::V,üles kasvatama,ربى
1171,leiten::V,juhtima,دل
1172,leiten::V,juhtima,أدار
1173,antreiben::V,ergutama,حث
1174,lassen::V,laskma,حدا
1175,einladen::V,kutsuma,دعا
1176,vereinigen::V,ühendama,وحد
1177,besuchen::V,külastama,زار
1178,treffen::V,kohtama,قابل
1179,sich versammeln::V,kogunema,اجتمع
1180,spielen::V,mängima,لعب
1181,singen::V,laulma,غنى
1182,tanzen::V,tantsima,رقص
1183,sich trennen::V,lahku minema,افترق
1184,verlassen::V,maha jätma,ترك
1185,retten::V,päästma,نجى
1186,retten::V,päästma,أنقذ
1187,bewachen::V,valvama,حرس
1188,schützen::V,kaitsma,حمى
1189,verteidigen::V,kaitsma,دافع
1190,sich schlagen::V,kaklema,تضارب
1191,schießen::V,tulistama,أطلق
1192,siegen::V,võitma,انتصر
1193,ärgern::V,ärritama,أزعل
1194,ärgern::V,vihastama,أزعل
1195,schlagen::V,lööma,ضرب
1196,treten::V,sõtkuma,رفس
1197,stechen::V,pistma,شك
1198,stechen::V,torkama,شك
1199,stoßen::V,tõukama,دفع
1200,stehlen::V,varastama,سرق
1201,stören::V,segama,ضايق
1202,stören::V,häirima,ضايق
1203,belästigen::V,ahistama,أزعج
1204,verbergen::V,peitma,كتم
1205,verbergen::V,varjama,كتم
1206,täuschen::V,petma,خدع
1207,täuschen::V,tüssama,خدع
1208,betrügen::V,petma,غش
1209,betrügen::V,tüssama,غش
1210,betrügen::V,truudust murtma,غش
1211,töten::V,tapma,قتل
1212,töten::V,surmama,قتل
1213,wohnen::V,elama,سكن
1214,arbeiten::V,töötama,عمل
1215,arbeiten::V,töötama,اشتغل
1216,sammeln::V,koguma,جمع
1217,sammeln::V,korjama,جمع
1218,pflücken::V,noppima,جنى
1219,pflücken::V,noppima,قطف
1220,jagen::V,jahtima,صاد
1221,fischen::V,kalastama,اصطاد
1222,fischen::V,kala püüdma,اصطاد
1223,fassen::V,püüdma,قبض
1224,hüten::V,karjatama,رعى
1225,treiben::V,ajama,ساق
1226,anbinden::V,kinni siduma,ربط
1227,füttern::V,söötma,علف
1228,melken::V,lüpsma,حلب
1229,hacken::V,raiuma,فرم
1230,hacken::V,lõhkuma,فرم
1231,gießen::V,kastma,سقى
1232,reifen::V,valmima,نضج
1233,zubereiten::V,valmistama,حضر
1234,kochen::V,keetma,طبخ
1235,backen::V,küpsetama,خبز
1236,braten::V,praadima,قلى
1237,braten::V,praadima,حمر
1238,umrühren::V,segama,قلب
1239,stricken::V,kuduma,حاك
1240,nähen::V,õmblema,خاط
1241,färben::V,värvima,صبغ
1242,färben::V,värvima,لون
1243,reinigen::V,puhastama,نظف
1244,waschen::V,pesema,غسل
1245,abwischen::V,puhtaks pühkima,مسح
1246,spülen::V,uhtma,شطف
1247,fegen::V,pühkima,كنس
1248,kehren::V,pühkima,كنس
1249,baden::V,suplema,استحم
1250,baden::V,kümblema,استحم
1251,sich waschen::V,end pesema,اغتسل
1252,ausziehen::V,käest võtma,خلع
1253,ausziehen::V,jalast võtma,خلع
1254,ausziehen::V,seljast võtma,خلع
1255,anziehen::V,jalga panema,لبس
1256,sich anziehen::V,riietuma,اكتسى
1257,kämmen::V,kammima,مشط
1258,schmücken::V,kaunistama,زين
1259,sagen::V,ütlema,قال
1260,sprechen::V,rääkima,تكلم
1261,sprechen::V,kõnelema,تكلم
1262,reden::V,kõnelema,تكلم
1263,sich unterhalten::V,vestlema,تحادث
1264,fragen::V,küsima,سأل
1265,bitten::V,paluma,رجا
1266,erzählen::V,jutustama,حكي
1267,mitteilen::V,teatama,بلغ
1268,mitteilen::V,teada andma,بلغ
1269,nennen::V,nimetama,سمى
1270,rufen::V,kutsuma,نادى
1271,prahlen::V,hooplema,فشر
1272,prahlen::V,hooplema,تفاخر
1273,übersetzen::V,tõlkima,ترجم
1274,denken::V,mõtlema,فكر
1275,glauben::V,uskuma,اعتقد
1276,bemerken::V,märkama,لاحظ
1277,erkennen::V,ära tundma,عرف
1278,begreifen::V,aru saama,فهم
1279,begreifen::V,aru saama,أدرك
1280,verstehen::V,mõistma,فهم
1281,lernen::V,õppima,درس
1282,wissen::V,teadma,علم
1283,sich erinnern an::V,mäletama,تذكر
1284,vergessen::V,unustama,نسي
1285,messen::V,mõõtma,قاس
1286,zählen::V,loendama,عد
1287,zählen::V,loendama,أحصى
1288,rechnen::V,arvutama,حسب
1289,lesen::V,lugema,قرأ
1290,malen::V,maalima,صور
1291,zeichnen::V,joonistama,رسم
1292,schreiben::V,kirjutama,كتب
1293,besitzen::V,omama,حاز
1294,besitzen::V,omama,ملك
1295,kaufen::V,ostma,اشترى
1296,verkaufen::V,müüma,باع
1297,bezahlen::V,tasuma,دفع
1298,zahlen::V,maksma,سدد
1299,beherrschen::V,valitsema,حكم
1300,ertragen::V,taluma,أطاق
1301,ertragen::V,taluma,تحمل
