,Concept_ID,ta,lbe
77,Nebel::N,பனிமூட்டம்,шархь ттурлу
78,Wolke::N,மேகம்,ттурлу
79,Regen::N,மழை,гъарал
80,Schnee::N,உறைபனி,марххала
81,Eis::N,பனிக்கட்டி,микӏ
82,Frost::N,உறைபனி,дяркъу
83,Frost::N,உறைபனி,замгьар
84,Kälte::N,குளிர்ந்த,дяркъу
85,Hitze::N,சூடு,кӏиришиву
86,Raureif::N,உறைபனி வெண்திரை,сил
87,Raureif::N,உறைபனி வெண்திரை,бурса
88,Regenbogen::N,வானவில்,ссурул ккуртта
89,Donner::N,இடி,къув
90,Strömung::N,நீரோட்டம்,экьинанаву
91,Tropfen::N,துளி,кӏунтӏ
92,Schaum::N,நுரை,хьама
93,Schmutz::N,அழுக்கு,кьяркьи
94,See::N,ஏரி,бяр
95,Sumpf::N,சதுப்பு நிலம்,кунцӏа
96,Moor::N,முட்புதற்காடு,
97,Wiese::N,பசும் புல்தரை,кьан
98,Wald::N,காடு,вацӏа
99,Hügel::N,குன்று,бакӏу
100,Anhöhe::N,பதுக்கை,
101,Berg::N,மலை,зунтту
102,Gipfel::N,உச்சி மாநாடு,мицӏ
103,Höhle::N,குகை,нух
104,Abhang::N,சரிவு,сун
105,Quelle::N,மூலம்,дайдихьу
106,Quelle::N,மூலம்,бакӏ
107,Bach::N,ஓடை,чӏрир нех
108,Fluss::N,ஆறு,нех
109,Ufer::N,நீர்க்கரை,зума
110,Küste::N,கடற்கரை,зумаинхалу
111,Küste::N,கடற்கரை,зуманицӏалу
112,Festland::N,நிலம்,кьири
113,Meer::N,கடல்,хьхьири
114,Bucht::N,சிறுகுடா,
115,Insel::N,தீவு,жазира
116,Blume::N,பூ,тӏутӏи
117,Gras::N,புல்தரை,уртту
118,Wurzel::N,வேர்,мархха
119,Baum::N,மரம்,мурхь
120,Stamm::N,அடிமரம்,ттарцӏ
121,Rinde::N,பட்டை,ккамара
122,Rinde::N,மரப்பட்டை,ккамара
123,Ast::N,கினை,матӏи
124,Zweig::N,குச்சி,къяртта
125,Blatt::N,இலை,чӏапӏи
126,Birke::N,பிர்ச் மரம்,кӏялахӏи
127,Birke::N,பிர்ச் மரம்,кӏялахӏилул мурхь
128,Kiefer[Baum]::N,தேவதாரு மரம்,ттар
129,Kiefer[Baum]::N,தேவதாரு மரம்,ттарлил мурхь
130,Weide[Baum]::N,மர வகைகளுள் ஒன்று,щавщи
131,Tanne::N,சாதிக்கய்,ттарлил мурхь
132,Horn::N,கொம்பு,хъи
133,Feder::N,இறகு,лелуххул тӏиму
134,Fell::N,மென்முடி,бурчу
135,Flügel::N,இறக்கை,хъа
136,Flügel::N,இறக்கை,ххурупӏайрал тӏиму
137,Klaue::N,நகம்,михь
138,Kralle::N,நகம்,ххяппа
139,Schwanz::N,வால்,магъ
140,Ei::N,முட்டை,ккунук
141,Nest::N,கூடு,кюру
142,Bau::N,குகை,цукъуккутӏ
143,Tier::N,விலங்கு,хӏайван
144,Herde::N,கூட்டம்,газу
145,Kuh::N,பசு,оьл
146,Bulle::N,காளை,ниц
147,Pferd::N,குதிரை,чу
148,Schaf::N,செம்மறிஆடு,тта
149,Schwein::N,பன்றி,дунгъуз
150,Hund::N,நாய்,ккаччи
151,Katze::N,பூனை,ччиту
152,Bär::N,கரடி,цуша
153,Eichhörnchen::N,அணில்,бюрхттукку
154,Elch::N,கடம்பை,ниц-бюрин
155,Fuchs::N,நரி,цулчӏа
156,Fuchs::N,நரி,куча цулчӏа
157,Hase::N,முயல்,бюрх
158,Maus::N,எலி,кӏулу
159,Wolf::N,ஓநாய்,барцӏ
160,Vogel::N,பறவை,лелуххи
161,Schwarm::N,தொகுதி,гьухъала
162,Huhn::N,கோழிக்குஞசு,аьнакӏи
163,Hahn::N,சேவல்,ажари
164,Gans::N,பெண் வாத்து,къаз
165,Adler::N,பருநது,барзу
166,Ente::N,வாத்து,урдак
167,Eule::N,ஆந்தை,ису
168,Eule::N,ஆந்தை,ччиккумяв
169,Kranich::N,நாரை,кьурукь
170,Krähe::N,காகம்,хъатӏу
171,Kuckuck::N,குயில்,ччикку
172,Schwan::N,அன்னம்,урттил къаз
173,Fisch::N,மீன்,чавахъ
174,Barsch::N,பேர்ச்,
175,Hecht::N,கோலாச்சி மீன்,
176,Schlange[Tier]::N,பாம்பு,шатта
177,Wurm::N,புழு,кьюнукьай шатта
178,Spinne::N,சிலந்தி,ххялцу
179,Ameise::N,எறும்பு,митӏикьукьу
180,Laus::N,பேன்,
181,Mücke::N,கொசுவினப்பூச்சி,мичӏак
182,Fliege::N,ஈ,зимиз
183,Schmetterling::N,வண்ணத்துப்பூச்சி,чӏимучӏали
184,Beere::N,சதைப்பழம்,хӏаллил ахъулсса
185,Apfel::N,ஆப்பிள பழம்,гьивч
186,Pilz::N,காளான்,ттуккул иис
187,Zwiebel::N,வெங்காயம்,лаччул чсмусул бакӏ
188,Saat::N,விதை,гьанна
189,Korn::N,தானியம்,къама
190,Heu::N,வைக்கோல்,ххулув
191,Schale::N,தோல்,ккиртту
192,Grube::N,குழி,кӏаланг
193,Falle::N,பொறி,къатӏа
194,Schlinge::N,கண்ணி,хӏатӏ
195,Spur::N,சுவடு,ша
196,Asche::N,சாம்பல்,лах
197,Dreck::N,அழுக்கு,кьяркьи
198,Dreck::N,அழுக்கு,венп
199,Eisen::N,இரும்பு,мах
200,Gold::N,தங்கம்,муси
201,Silber::N,வெள்ளி,арцу
202,Kohle::N,நிலக்கரி,кӏалаш
203,Kohle::N,நிலக்கரி,хъуручӏ
204,Glas::N,கண்ணாடி,пюрун
205,Lehm::N,களிமண்,сина аьрщи
206,Sand::N,மணல்,къун
207,Mensch::N,மனிதர்கள்,инсан
208,Mann::N,மனிதன்,чув
209,Mann::N,மனிதன்,адимина
210,Frau::N,பெண்,щарсса
211,Frau::N,பெண்,хъамитайпа
212,Kind::N,குழந்தை,чӏиви оьрчӏ
213,Junge::N,பையன்,оьрчӏ
214,Junge::N,பையன்,бурхьин оьрчӏ
215,Mädchen::N,சிறுமி,душ
216,Familie::N,குடும்பம்,кулпат
217,Großvater::N,தாத்தா,ттатта
218,Großvater::N,தாத்தா,ниттил ппу
219,Großmutter::N,பாட்டி,буттал нину
220,Eltern::N,பெற்றோர்,нину-ппу
221,Vater::N,தந்தை,ппу
222,Mutter::N,தாய்,нину
223,Sohn::N,மகன்,арс
224,Tochter::N,மகள்,душ
225,Bruder::N,சகோதரன்,уссу
226,Schwester::N,அக்கா,ссу
227,Onkel::N,தாய் மாமன்,буттауссу
228,Tante::N,அத்தை,буттал ссу
229,Ehemann::N,கணவன்,лас
230,Ehefrau::N,மனைவி,щар
231,Ehefrau::N,மனைவி,щарсса
232,Freude::N,கொண்டாட்டம்,шадшиву
233,Freude::N,கொண்டாட்டம்,ххаришиву
234,Gelächter::N,சிரிப்பு,хъяхъаву
235,Glück::N,மகிழ்ச்சி,талихӏ
236,Kummer::N,துயரம்,дард
237,Wunsch::N,விருப்பம்,мурад
238,Lust::N,விருப்பம்,гьавас
239,Lust::N,விருப்பம்,ччаву
240,Geist::N,ஆன்மா,рухӏ
241,Gedanke::N,எண்ணம்,пикри
242,Gedächtnis::N,ஞாபகம்,дакӏний личӏаву
243,Verstand::N,மனம்,аькьлу
244,Sinn::N,அர்த்தம்,мяъна
245,Grund::N,காரணம்,багьана
246,Wahrheit::N,உண்நை,тӏайламур
247,Wahrheit::N,உண்நை,хӏакьмур
248,Gespräch::N,பெசு,ихтилат
249,Märchen::N,நம்பத்தகாத கதை,магьа
250,Erzählung::N,கதை,хавар
251,Nachricht::N,செய்தி,хавар
252,Neuigkeit::N,செய்தி,хавар
253,Name::N,பெயர்,цӏа
254,Rätsel::N,புதிர்,ссигьа
255,Rede::N,பேச்சு,гъалгъа
256,Sprache::N,மொழி,маз
257,Stimme::N,குரல்,чӏу
258,Stimme::N,குரல்,чӏукӏа
259,Wort::N,வார்த்தை,махъ
260,Zeichen::N,குறி,лишан
261,Ruf::N,அழைப்பு,
262,Lärm::N,சத்தம்,чӏу
263,Laut::N,ஒலி,чӏу
264,Ton::N,குரல்,чӏу
265,Lied::N,பாட்டு,балай
266,Ruhe::N,அமைதி,дигьалагру
267,Leute::N,மக்கள்,инсантал
268,Volk::N,மக்கள்,ил
269,Volk::N,மக்கள்,халкь
270,Arbeit::N,வேலை,заву
271,Gast::N,விருந்தாளி,хъамаличу
272,Geschenk::N,பரிசுப் பொருள்,бухчакарши
273,Geschenk::N,பரிசுப் பொருள்,лажинккакку
274,Spiel::N,விளையாட்டு,тӏуркӏу
275,Gesellschaft::N,சமுதாயம்,жямат
276,Gesellschaft::N,சமுதாயம்,ккуран
277,Hilfe::N,உதவி,кумаг
278,Freund::N,நண்பன்,дус
279,Kamerad::N,உடனிருப்பவன்,хӏаласу
280,Angelegenheit::N,செய்தி,иш
281,Anzahl::N,எண்ணிக்கை,аьдад
282,Art::N,வகை,жинс
283,Stück::N,துண்டம்,касак
284,Teil::N,பகுதி,бутӏа
285,Hälfte::N,பாதி,дачӏи
286,Kreis::N,வட்டம்,кюрщан
287,Kreuz::N,சிலுவை,ххач
288,Linie::N,கோடு,щва
289,Strich::N,வாத நோய்,щва
290,Abstand::N,இடைவெளி,манзил
291,Entfernung::N,தூரம்,манзил
292,Gegend::N,வட்டாரம்,кӏану
293,Platz::N,வெற்றிடம்,
294,Ort::N,இடம்,кӏану
295,Seite::N,பக்கம்,чул
296,Seite::N,பக்கம்,чулухалу
297,Mitte::N,இடைப்பகுதி,дя
298,Gegenstand::N,உருப்படி,зат
299,Sache::N,பொருள்,зат
300,Rand::N,தொங்கு,зума
301,Kante::N,விளிம்பு,
302,Ecke::N,மூலை,мурцӏу
303,Spitze::N,முனை,мицӏ
304,Ende::N,முடிவு,зума
305,Loch::N,துளை,ккутӏ
306,Winkel::N,கோணம்,мурцӏу
307,Muster::N,பாங்கு,накьич
308,Größe::N,அளவு,
309,Länge::N,நீளம்,лахъишиву
310,Höhe::N,உயரம்,лахъшиву
311,Gewicht::N,எடை,дуццин
312,Gewicht::N,எடை,кӏушиву
313,Menge::N,தொகை,
314,Haufen::N,குவியல்,бакӏу
315,Reihe::N,வரிசை,кьюкьа
316,Boot::N,படகு,луткка
317,Ruder::N,துடுப்பு,весло
318,Ruder::N,துடுப்பு,чӏатӏа
319,Schlitten::N,சகடையிலா வண்டி,чана
320,Schlitten::N,சகடையிலா வண்டி,санкка
321,Ski::N,பனிச் சறுக்கல்,лижарду
322,Lagerfeuer::N,மூட்டம்,къавтӏн
323,Last::N,பாரம்,гьиву
324,Gang::N,நடை,нанаву
325,Schritt::N,காலடி,ша
326,Norden::N,வடக்கு,ухссав
327,Norden::N,வடக்கு,ухссавнил чулухалу
328,Süden::N,தெற்கு,кьилва
329,Westen::N,மேற்கு திசை,баргълагавал
330,Westen::N,மேற்கு திசை,баргълагавал чул
331,Osten::N,கிழக்கு,баргъбуккай чулухалу
332,Holz::N,மரக்கட்டை,тӏама
333,Brett::N,பலகை,тахта
334,Platte::N,பலகம்,гъуни
335,Stütze::N,அடைப்புகன்,гьалакӏу
336,Stange::N,கம்பம்,къазихъ
337,Stock::N,குச்சி,ттархь
338,Stab::N,கம்பு,ччантӏакъу
339,Rohr::N,குழாய்,бургъу
340,Haus::N,வீடு,къатта
341,Heim::N,வீடு,къатта
342,Ofen::N,அடுப்பு,пач
343,Fußboden::N,தரை,чӏанкъатта
344,Tisch::N,மேசை,усттул
345,Stuhl::N,நாற்காலி,кӏану
346,Wiege::N,தொட்டில்,оьрчӏал кӏану
347,Bett::N,படுக்கை,тах
348,Regal::N,அலமாரி,чӏаму
349,Kiste::N,பெட்டி,яшикӏ
350,Kiste::N,பெட்டி,къурши
351,Fenster::N,சாளரம்,чӏавахьулу
352,Tür::N,கதவு,нуз
353,Tür::N,கதவு,нузкьун
354,Tor::N,வாசற்கதவு,къапу
355,Tor::N,வாசற்கதவு,дарваза
356,Zaun::N,வேலி,дайгьузанну
357,Dach::N,கூரை,магъи
358,Dach::N,கூரை,цӏиялу
359,Leiter::N,ஏணி,чуртту
360,Besen::N,விளக்குமாறு,чӏатлу
361,Spaten::N,மண்வெட்டி,бил
362,Schaufel::N,அடிதண்டா,чӏатӏа
363,Gabel::N,முட்கரண்டி,гьиссилу
364,Löffel::N,கரண்டி,къуса
365,Messer::N,கத்தி,чӏила
366,Nagel::N,ஆணி,мяр
367,Netz::N,வலை,къери
368,Haken::N,கொக்கி,къича
369,Griff::N,கைப்பிடி,куяму
370,Schloss::N,பூட்டு,кьункьула
371,Bild::N,படம்,сурат
372,Figur::N,எண்ணிக்கை,
373,Puppe::N,பொம்மை,ссихьу
374,Beutel::N,பை,чантай
375,Bündel::N,பொதி,гьи
376,Bündel::N,பொதி,къар
377,Tasche::N,பை,
378,Eimer::N,வாளி,бадра
379,Deckel::N,உறை,къапаза
380,Geschirr::N,பாத்திரம்,пюрунчӏул
381,Geschirr::N,பாத்திரம்,тӏахӏникӏичӏу
382,Sack::N,பை,къап
383,Sack::N,பை,дарваг
384,Tasse::N,கிண்ணம்,пижан
385,Tasse::N,கிண்ணம்,пинжан
386,Tasse::N,கிண்ணம்,инкираччатӏи
387,Tasse::N,கிண்ணம்,цинцилттал бушкъап
388,Topf::N,பானை,кӏункӏур
389,Kessel::N,கெண்டி,чаг
390,Kessel::N,கெண்டி,кӏункӏур
391,Essen::N,உணவருந்துதல்,дукия
392,Essen::N,உணவருந்துதல்,дукин
393,Nahrung::N,உணவு,дукра
394,Speise::N,உணவு வகை,дукра
395,Fleisch::N,இறைச்சி,дикӏ
396,Getreide::N,மக்காச்சோளம்,къама
397,Brei::N,கஞ்சி,ккурч
398,Brot::N,ரொட்டி,ччатӏ
399,Scheibe::N,துண்டு,парча
400,Fett::N,கொழுப்பு,аьгъушиву
401,Butter::N,வெண்ணெய்,нагь
402,Butter::N,வெண்ணெய்,лагаву
403,Öl::N,எண்ணெய்,
404,Salz::N,உப்பு,цӏву
405,Suppe::N,ரசம்,накь
406,Honig::N,தேன்,ницӏ
407,Milch::N,பால்,накӏ
408,Tee::N,தெனீர்,чяй
409,Leder::N,பதம் செய்யப்பட்ட தோல்,бурчу
410,Wolle::N,கம்பளி,ппал
411,Stoff::N,துணி,янна
412,Nadel::N,ஊசி,ххалаххи
413,Faden::N,நூல்,ххал
414,Knopf::N,பொத்தான்,банд
415,Knoten::N,முடிச்சு,къурхъ
416,Farbe::N,வண்ணக் குழம்பு,сир
417,Kleidung::N,ஆடைகள்,янна
418,Kleidung::N,ஆடைகள்,лаххия
419,Hemd::N,சட்டை,гьухъа
420,Kragen::N,கழுத்துப் பட்டை,дарвач
421,Ärmel::N,சட்டைக்கை,кахха
422,Hose::N,கால்சட்டை,хӏажак
423,Gürtel::N,பெல்ட்,мухӏлу
424,Mütze::N,தொப்பி,кьяпа
425,Schuh::N,காலணி,
426,Stiefel::N,காலணி,чакма
427,Ring::N,மோதிரம்,кӏисса
428,Band::N,நாடா,линт
429,Kamm::N,கீப்பு,ттарал
430,Spiegel::N,ஆடி,дагьани
431,Spiegel::N,கண்ணாடி,дагьани
432,Riemen::N,வார்,эн
433,Schnur::N,கயிறு,хьхьа
434,Leine::N,தோல்வார்,
435,Decke::N,போர்வை,виргъан
436,Kissen::N,தலையணை,кӏаралу
437,Tuch::N,துணி,карщи
438,Handtuch::N,தண்டு,калихьу
439,Handtuch::N,தண்டு,лажинлихьу
440,Kraft::N,நிர்பந்தம்,эллаж
441,Stärke::N,பலம்,гуж
442,Gesundheit::N,ஆரோக்கியம்,цӏуллу-сагъшиву
443,Krankheit::N,நோய்,къашайшиву
444,Schmerz::N,வலி,къюву
445,Wunde::N,காயம்,щаву
446,Fieber::N,காய்ச்சல்,кӏиришиву
447,Arznei::N,மருந்து,дару
448,Brücke::N,பாலம்,ламу
449,Brunnen::N,கேணி,къуй
450,Weide::N,மேய்ச்சல் நிலம்,бизантту
451,Pfad::N,நடை வழி,жегъир ххуллу
452,Weg::N,வழி,ххуллу
453,Straße::N,சாலை,ххуллу
454,Dorf::N,கிராமம்,щар
455,Dorf::N,கிராமம்,шяравалу
456,Stadt::N,நகரம்,шагьру
457,Brief::N,கடிதம்,чагъар
458,Buch::N,புத்தகம்,лу
459,Buchstabe::N,எழத்து,хӏарп
460,Zeitung::N,செய்தித்தாள்,кказит
461,Leben::N,வாழ்க்கை,оьрму
462,Tod::N,மரணம்,ажал
463,Tod::N,மரணம்,бивкӏу
464,Tod::N,மரணம்,ивчӏаву
465,Grab::N,சமாதி,гьав
466,Kirche::N,தேவாலயம்,килиса
467,Sünde::N,பாவம்,бунагъ
468,Gott::N,கடவுள்,зал
469,Arbeiter::N,தொழிலாளி,зузала
470,Chef::N,மேலாளர்,ялувма
471,Meister::N,தலைவன்,усттар
472,Arzt::N,மருத்துவர்,хӏакин
473,Lehrer::N,ஆசிரியர்,учитель
474,Geld::N,பணம்,арцу
475,Geschäft::N,வாணிபம்,даву
476,Laden::N,கடை,ттучан
477,Preis::N,விலை,багъа
478,Ware::N,சாமன்கள்,хъус
479,Nutzen::N,இலாபம்,хайр
480,Nutzen::N,இலாபம்,мюнпат
481,Reichtum::N,சொத்து,давлат
482,Reichtum::N,சொத்து,аваданшиву
483,Welt::N,உலகம்,дуниял
484,Land::N,நாடு,билаят
485,Staat::N,நாடு,паччахӏлугъ
486,König::N,அரசன்,
487,Macht::N,அதிகாரம்,власть
488,Grenze::N,எல்லை,дазу
489,Krieg::N,போர்,дяъви
490,Feind::N,எதிரி,душман
491,Gewalt::N,வன்முறை,къия
492,Kampf::N,போராட்டம்,лачӏуи уккаву
493,Bogen[Waffe]::N,வில்,ккуртта
494,Pfeil::N,அம்பு,чӏатӏаракӏ
495,Gewehr::N,துப்பாக்கி,ттупанг
496,Fehler::N,தவறு,гъалатӏ
497,Lüge::N,பொய்,щялмахъ
498,Schaden::N,சேதாரம்,зарал
499,Unglück::N,இடையூறு,бала
500,Schuld::N,குற்றம்,тахсир
501,Alter::N,வயது,оьрму
502,Schluss::N,முடிவு,ахир
503,Zeit::N,காலம்,чӏун
504,Tag::N,நாள்,кьини
505,Morgen::N,காலை நேரம்,кӏюрх
506,Mittag::N,மதியம்,ахттайн
507,Mittag::N,மதியம்,дяахттайн
508,Mittag::N,மதியம்,ахттайн чӏун
509,Abend::N,மாலைப் பொழுது,маркӏачӏан
510,Nacht::N,இரவு,хьхьу
511,Woche::N,வாரம்,нюжмар
512,Monat::N,மாதம்,барз
513,Jahr::N,வருடம்,шин
514,Frühling::N,வசந்தம்,инт
515,Sommer::N,கோடை,гъи
516,Herbst::N,இலையுதிர் காலம்,ссут
517,Winter::N,குளிர்காலம்,кӏи
518,Januar::N,ஜனவரி,цалчинмур барз
519,Februar::N,பிபரவரி மாதம்,кӏилчинмур барз
520,März::N,மார்ச் மாதம்,шамилчинмур барз
521,April::N,ஏப்ரல் மாதம்,апрель
522,April::N,ஏப்ரல் மாதம்,мукьилчинмур барз
523,Mai::N,மே மாதம்,май
524,Mai::N,மே மாதம்,ххюлчинмур барз
525,Juni::N,ஜூன் மாதம்,июнь
526,Juni::N,ஜூன் மாதம்,ряххилчинмур барз
527,Juli::N,ஜூலை மாதம்,июль
528,Juli::N,ஜூலை மாதம்,Арулчинмур барз
529,August::N,ஆகஸ்ட் மாதம்,мяйлчинмур барз
530,September::N,செப்டம்பர் மாதம்,урчӏилчинмур барз
531,Oktober::N,அக்டோபர் மாதம்,ацӏилчинмур барз
532,November::N,நவம்பர் மாதம்,ацӏния цалчинмур барз
533,Dezember::N,டிசம்பர்,ацӏния кӏилчинмур барз
534,Montag::N,திங்கட் கிழமை,итин
535,Montag::N,திங்கட் கிழமை,итин кьини
536,Dienstag::N,செவ்வாய்க்கிழமை,тталат
537,Dienstag::N,செவ்வாய்க்கிழமை,тталат кьини
538,Mittwoch::N,புதன் கிழமை,арвахӏ
539,Donnerstag::N,வியாழக் கிழமை,хамис
540,Freitag::N,வெள்ளிக்கிழமை,нюжмар
541,Freitag::N,வெள்ளிக்கிழமை,нюжмар кьини
542,Samstag::N,சனிக்கிழமை,ххуллун
543,Samstag::N,சனிக்கிழமை,ххуллун кьини
544,Sonntag::N,ஞாயிறுக் கிழமை,алхӏат
545,Sonntag::N,ஞாயிறுக் கிழமை,алхӏат кьини
546,groß::A,பெரிய,бугъарасса
547,klein::A,சிறிய,чӏивисса
548,lang::A,நீண்ட,лахъисса
549,kurz::A,குட்டையான,кутӏасса
550,breit::A,அகலமான,уттасса
551,schmal::A,குறுகலான,уттакӏюласса
552,dicht::A,அடர்த்தியான,ццунсса
553,dick[Gegenstand]::A,தடித்த,ганзсса
554,dünn::A,சன்னமான,кӏюласса
555,fein::A,மெல்லிய,
556,fest::A,உறுதியாள,цӏакьсса
557,fest::A,உறுதியாள,кьянкьасса
558,flach::A,தட்டையான,баягъисса
559,flach::A,தட்டையான,цӏубакъасса
560,flach::A,தட்டையான,куртӏ дакъасса
561,glatt::A,வழுவழுப்பான,дюрчӏусса
562,hart::A,கடினமான,кьянкьасса
563,weich::A,மென்மையான,кӏукӏлусса
564,rund::A,உருண்டையான,ккурккисса
565,spitz::A,திகந்தமாக,ярксса
566,spitz::A,திகந்தமாக,дайлсса
567,spitz::A,திகந்தமாக,мицӏ бусса
568,scharf::A,கூரான,ярксса
569,scharf::A,கூரான,дайлсса
570,scharf::A,கூரான,мицӏ бусса
571,stumpf::A,உளம் திறந்த,къуркъасса
572,schwer::A,கனமான,кӏусса
573,schön::A,அழகான,аьнтӏикӏасса
574,heiß::A,சூடான,кӏирисса
575,warm::A,இதமான,гъелисса
576,kalt::A,குளிர்ச்சியான,дяркъусса
577,kühl::A,குளிர்ச்சியான,дюхлулсса
578,frisch::A,சுத்தமான,цӏусса
579,feucht::A,ஈரமான,атилсса
580,feucht::A,ஈரமான,хъавтусса
581,nass::A,ஈரமான,атилсса
582,nass::A,ஈரமான,хъавтусса
583,trocken::A,உலர்ந்த,кьавкьсса
584,trocken::A,உலர்ந்த,кьакьан бувсса
585,voll::A,நிரம்பிய,бувцӏусса
586,leer::A,காலியான,бачӏвасса
587,offen::A,திறந்த,тӏивтӏусса
588,geschlossen::A,மூடப்பட்ட,лавкьусса
589,sauber::A,சுத்தமான,марцӏсса
590,schmutzig::A,அழக்கான,чапалсса
591,roh::A,கச்சா,шакъавхьсса
592,reif::A,பழுத்த,дирсса
593,lecker::A,சுவைமிக்க,нахӏусса
594,lecker::A,சுவைமிக்க,тӏааьнсса
595,süß::A,இனிப்பான,нацӏусса
596,bitter::A,கசப்பான,кьурчӏисса
597,sauer::A,புளிப்பாக,туршсса
598,hell::A,பளபளப்பான,чаннасса
599,dunkel::A,கருமையான,цӏансса
600,schwarz::A,கருப்பு வண்ண,лухӏисса
601,weiß::A,வெண்மையன,кӏяласса
602,rot::A,சிவப்பு,ятӏулсса
603,gelb::A,மஞ்சள் வண்ணம்,хъахъисса
604,blau::A,நீல வண்ண,някӏсса
605,grün::A,பச்சை வண்ண,щюлисса
606,grau::A,சாம்பல் நிற,оьрусса
607,bunt::A,வண்ண மயமான,оьрчӏикӏурисса
608,billig::A,மலிவான,кьювкьусса
609,teuer::A,விலை அதிகமான,ххирасса
610,wertvoll::A,மதிப்புள்ள,багьасса
611,blind::A,பார்வையற்ற,мурчӏисса
612,taub::A,செவிடான,къюкӏсса
613,kräftig::A,வலிமையான,гужсса
614,stark::A,பலமான,кьянкьасса
615,schwach::A,பலவீனமான,заэвсса
616,fett::A,பருமனாக,бучсса
617,schlank::A,ஒல்லியான,бювхъусса
618,hübsch::A,அழகிய,янусса
619,böse::A,கேடு விளைவிக்கும்,оьсса
620,dumm::A,முட்டாள்தனமான,ахӏмакьсса
621,faul::A,சோம்பலான,танмалсса
622,faul::A,சோம்பலான,курчӏилсса
623,fleißig::A,ஊக்கந்தளராத,хӏарачат бусса
624,geizig::A,கஞேசத்தனமான,янттарцӏансса
625,klug::A,சாதுரியமான,аькьлу бусса
626,geschickt::A,திறமையள்ள,паргалсса
627,lieb::A,அன்புக்குரிய,аьзизсса
628,lustig::A,களிப்புமிக்க,тяхъасса
629,sanft::A,சாதுவான,иминсса
630,hungrig::A,பசியுடன்,ккашилсса
631,krank::A,நோயுற்று,къашавайсса
632,nackt::A,ஆடையற்ற,кӏачӏасса
633,traurig::A,சோகமான,пашмансса
634,lebendig::A,பிழைப்பு,уттавасса
635,gut::A,நல்ல,ххуйсса
636,schlecht::A,கெட்ட,оьккисса
637,richtig::A,சரியான,саргъунсса
638,schlimm::A,அருவருப்பான,оьккисса
