,Concept_ID,lv,lt
225,Schaum::N,putas,putos
226,Schmutz::N,няйт,purvas
227,Schmutz::N,dubļi,purvas
228,See::N,ты,ežeras
229,See::N,ezers,ežeras
230,Sumpf::N,гыбад,klampynė
231,Sumpf::N,гыбад,liūnas
232,Sumpf::N,кад,klampynė
233,Sumpf::N,кад,liūnas
234,Sumpf::N,dumbrājs,klampynė
235,Sumpf::N,dumbrājs,liūnas
236,Sumpf::N,staignājs,klampynė
237,Sumpf::N,staignājs,liūnas
238,Moor::N,нюр,pelkė
239,Moor::N,purvs,pelkė
240,Moor::N,muklājs,pelkė
241,Wiese::N,видз,pieva
242,Wiese::N,pļava,pieva
243,Wald::N,вӧр,miškas
244,Wald::N,mežs,miškas
245,Hügel::N,дзиб,kalva
246,Hügel::N,мыльк,kalva
247,Hügel::N,нӧрыс,kalva
248,Hügel::N,paugurs,kalva
249,Anhöhe::N,мыльк,kauburys
250,Anhöhe::N,нӧрыс,kauburys
251,Anhöhe::N,paugurs,kauburys
252,Berg::N,чой,kalnas
253,Berg::N,керӧс,kalnas
254,Berg::N,kalns,kalnas
255,Gipfel::N,чук,viršūnė
256,Gipfel::N,virsotne,viršūnė
257,Höhle::N,рудӧг,ola
258,Höhle::N,ala,ola
259,Abhang::N,ньывк,šlaitas
260,Abhang::N,ньывк,nuokalnė
261,Abhang::N,бокша,šlaitas
262,Abhang::N,бокша,nuokalnė
263,Abhang::N,nogāze,šlaitas
264,Abhang::N,nogāze,nuokalnė
265,Quelle::N,ӧшмӧс,versmė
266,Quelle::N,ӧшмӧс,šaltinis
267,Quelle::N,avots,versmė
268,Quelle::N,avots,šaltinis
269,Bach::N,шор,upelis
270,Bach::N,urga,upelis
271,Bach::N,strauts,upelis
272,Fluss::N,ю,upė
273,Fluss::N,upe,upė
274,Ufer::N,вадор,krantas
275,Ufer::N,krasts,krantas
276,Küste::N,вадор,pajūris
277,Küste::N,piekraste,pajūris
278,Festland::N,му,sausuma
279,Festland::N,sauszeme,sausuma
280,Meer::N,саридз,jūra
281,Meer::N,jūra,jūra
282,Bucht::N,куръя,įlanka
283,Bucht::N,куръя,užutekis
284,Bucht::N,līcis,įlanka
285,Bucht::N,līcis,užutekis
286,Insel::N,ді,sala
287,Insel::N,sala,sala
288,Blume::N,дзоридз,gėlė
289,Blume::N,puķe,gėlė
290,Blume::N,zieds,gėlė
291,Gras::N,турун,žolė
292,Gras::N,zāle,žolė
293,Wurzel::N,вуж,šaknis
294,Wurzel::N,sakne,šaknis
295,Baum::N,пу,medis
296,Baum::N,koks,medis
297,Stamm::N,пучер,kamienas
298,Stamm::N,stumbrs,kamienas
299,Rinde::N,кырсь,žievė
300,Rinde::N,miza,žievė
301,Ast::N,ув,šaka
302,Ast::N,zars,šaka
303,Zweig::N,вож,šakelė
304,Zweig::N,nozare,šakelė
305,Blatt::N,кор,lapas
306,Blatt::N,lapa,lapas
307,Birke::N,кыдз,beržas
308,Birke::N,bērzs,beržas
309,Kiefer[Baum]::N,пожӧм,pušis
310,Kiefer[Baum]::N,priede,pušis
311,Weide[Baum]::N,бадь,karklas
312,Weide[Baum]::N,kārkls,karklas
313,Tanne::N,коз,eglė
314,Tanne::N,коз,kėnis
315,Tanne::N,egle,eglė
316,Tanne::N,egle,kėnis
317,Horn::N,сюр,ragas
318,Horn::N,rags,ragas
319,Feder::N,гӧн,plunksna
320,Feder::N,тывборд,plunksna
321,Feder::N,spalva,plunksna
322,Fell::N,ку,kailis
323,Fell::N,āda,kailis
324,Flügel::N,борд,sparnas
325,Flügel::N,spārns,sparnas
326,Klaue::N,гыж,kanopa
327,Klaue::N,nags,kanopa
328,Kralle::N,гыж,nagas
329,Kralle::N,nags,nagas
330,Schwanz::N,бӧж,uodega
331,Schwanz::N,ļipa,uodega
332,Ei::N,кольк,kiaušinis
333,Ei::N,ola,kiaušinis
334,Nest::N,поз,gūžta
335,Nest::N,поз,lizdas
336,Nest::N,ligzda,gūžta
337,Nest::N,ligzda,lizdas
338,Bau::N,горс,ola
339,Bau::N,пырмӧс,ola
340,Bau::N,гу,ola
341,Bau::N,ala,ola
342,Tier::N,пемӧс,gyvūnas
343,Tier::N,dzīvnieks,gyvūnas
344,Herde::N,стада,banda
345,Herde::N,стада,kaimenė
346,Herde::N,кельӧб,banda
347,Herde::N,кельӧб,kaimenė
348,Herde::N,ganāmpulks,banda
349,Herde::N,ganāmpulks,kaimenė
350,Kuh::N,мӧс,karvė
351,Kuh::N,govs,karvė
352,Bulle::N,ӧш,bulius
353,Bulle::N,bullis,bulius
354,Pferd::N,вӧв,arklys
355,Pferd::N,zirgs,arklys
356,Schaf::N,ыж,avis
357,Schaf::N,aita,avis
358,Schwein::N,порсь,kiaulė
359,Schwein::N,cūka,kiaulė
360,Hund::N,пон,šuo
361,Hund::N,suns,šuo
362,Katze::N,кань,katė
363,Katze::N,kaķis,katė
364,Bär::N,ош,lokys
365,Bär::N,lācis,lokys
366,Eichhörnchen::N,ур,voveraitė
367,Eichhörnchen::N,vāvere,voveraitė
368,Elch::N,йӧра,briedis
369,Elch::N,alnis,briedis
370,Fuchs::N,руч,lapė
371,Fuchs::N,lapsa,lapė
372,Hase::N,кӧч,kiškas
373,Hase::N,zaķis,kiškas
374,Maus::N,шыр,pelė
375,Maus::N,pele,pelė
376,Wolf::N,кӧин,vilkas
377,Wolf::N,vilks,vilkas
378,Vogel::N,кай,paukštis
379,Vogel::N,лэбач,paukštis
380,Vogel::N,putns,paukštis
381,Schwarm::N,чукӧр,spiečius
382,Schwarm::N,spiets,spiečius
383,Huhn::N,курӧг,višta
384,Huhn::N,vista,višta
385,Hahn::N,петук,gaidys
386,Hahn::N,gailis,gaidys
387,Gans::N,дзодзӧг,žąsis
388,Gans::N,zoss,žąsis
389,Adler::N,кутш,erelis
390,Adler::N,ērglis,erelis
391,Ente::N,утка,antis
392,Ente::N,pīle,antis
393,Eule::N,сюзь,pelėda
394,Eule::N,pūce,pelėda
395,Kranich::N,тури,gervė
396,Kranich::N,dzērve,gervė
397,Krähe::N,рака,varna
398,Krähe::N,vārna,varna
399,Kuckuck::N,кӧк,gegužė
400,Kuckuck::N,dzeguze,gegužė
401,Schwan::N,юсь,gulbė
402,Schwan::N,gulbis,gulbė
403,Fisch::N,чери,žuvis
404,Fisch::N,zivs,žuvis
405,Barsch::N,ёкыш,ešerys
406,Barsch::N,asaris,ešerys
407,Hecht::N,сир,lydeka
408,Hecht::N,līdaka,lydeka
409,Schlange[Tier]::N,кый,gyvatė
410,Schlange[Tier]::N,čūska,gyvatė
411,Wurm::N,номыр,kirmėlė
412,Wurm::N,tārps,kirmėlė
413,Spinne::N,черань,voras
414,Spinne::N,zirneklis,voras
415,Ameise::N,кодзувкот,skruzdė
416,Ameise::N,skudra,skruzdė
417,Laus::N,той,utėlė
418,Laus::N,uts,utėlė
419,Mücke::N,ном,uodas
420,Mücke::N,ods,uodas
421,Fliege::N,гут,musė
422,Fliege::N,muša,musė
423,Schmetterling::N,бобув,drugys
424,Schmetterling::N,бобув,peteliškė
425,Schmetterling::N,tauriņš,drugys
426,Schmetterling::N,tauriņš,peteliškė
427,Beere::N,тусь,uoga
428,Beere::N,вотӧс,uoga
429,Beere::N,oga,uoga
430,Apfel::N,яблӧг,obuolys
431,Apfel::N,ābols,obuolys
432,Pilz::N,тшак,grybas
433,Pilz::N,sēne,grybas
434,Zwiebel::N,луккок,svogūnas
435,Zwiebel::N,йӧнгыль,svogūnas
436,Zwiebel::N,sīpols,svogūnas
437,Saat::N,тусь,sėkla
438,Saat::N,кӧйдыс,sėkla
439,Saat::N,sēkla,sėkla
440,Korn::N,тусь,grūdai
441,Korn::N,grauds,grūdai
442,Heu::N,турун,šienas
443,Heu::N,siens,šienas
444,Schale::N,кор,žievelė
445,Schale::N,čaula,žievelė
446,Schale::N,čaumala,žievelė
447,Grube::N,гу,duobė
448,Grube::N,bedre,duobė
449,Falle::N,лэч,pinklės
450,Falle::N,лэч,žabangai
451,Falle::N,slazds,pinklės
452,Falle::N,slazds,žabangai
453,Falle::N,lamatas,pinklės
454,Falle::N,lamatas,žabangai
455,Schlinge::N,лэч,kilpa
456,Schlinge::N,cilpa,kilpa
457,Spur::N,туй,vėžė
458,Spur::N,туй,pėdos
459,Spur::N,туй,pėdsakas
460,Spur::N,pēda,vėžė
461,Spur::N,pēda,pėdos
462,Spur::N,pēda,pėdsakas
463,Asche::N,пӧм,pelenai
464,Asche::N,pelni,pelenai
465,Dreck::N,няйт,purvas
466,Dreck::N,dubļi,purvas
467,Eisen::N,кӧрт,geležis
468,Eisen::N,dzelzs,geležis
469,Gold::N,зарни,auksas
470,Gold::N,zelts,auksas
471,Silber::N,эзысь,sidabras
472,Silber::N,sudrabs,sidabras
473,Kohle::N,шом,anglis
474,Kohle::N,ogle,anglis
475,Glas::N,стеклӧ,stiklas
476,Glas::N,stikls,stiklas
477,Lehm::N,сёй,molis
478,Lehm::N,māls,molis
479,Sand::N,лыа,smėlis
480,Sand::N,smiltis,smėlis
481,Mensch::N,морт,žmogus
482,Mensch::N,cilvēks,žmogus
483,Mann::N,аймӧрт,vyras
484,Mann::N,аймӧрт,vyriškis
485,Mann::N,мужичӧй,vyras
486,Mann::N,мужичӧй,vyriškis
487,Mann::N,vīrietis,vyras
488,Mann::N,vīrietis,vyriškis
489,Frau::N,ань,moteris
490,Frau::N,нывбаба,moteris
491,Frau::N,sieviete,moteris
492,Kind::N,кага,vaikas
493,Kind::N,bērns,vaikas
494,Junge::N,пи,vaikinas
495,Junge::N,пи,berniukas
496,Junge::N,zēns,vaikinas
497,Junge::N,zēns,berniukas
498,Junge::N,puika,vaikinas
499,Junge::N,puika,berniukas
500,Junge::N,puisis,vaikinas
501,Junge::N,puisis,berniukas
502,Mädchen::N,ныв,mergytė
503,Mädchen::N,ныв,mergaitė
504,Mädchen::N,meiča,mergytė
505,Mädchen::N,meiča,mergaitė
506,Mädchen::N,skuķis,mergytė
507,Mädchen::N,skuķis,mergaitė
508,Mädchen::N,meitene,mergytė
509,Mädchen::N,meitene,mergaitė
510,Familie::N,семья,šeima
511,Familie::N,ģimene,šeima
512,Großvater::N,пӧль,senelis
513,Großvater::N,vecaistēvs,senelis
514,Großmutter::N,баб,senelė
515,Großmutter::N,vecāmāte,senelė
516,Eltern::N,ай-мам,tėvai
517,Eltern::N,бать-мам,tėvai
518,Eltern::N,vecāki,tėvai
519,Vater::N,бать,tėvas
520,Vater::N,ай,tėvas
521,Vater::N,tēvs,tėvas
522,Mutter::N,мам,motina
523,Mutter::N,māte,motina
524,Sohn::N,пи,sūnus
525,Sohn::N,dēls,sūnus
526,Tochter::N,ныв,duktė
527,Tochter::N,meita,duktė
528,Bruder::N,вок,brolis
529,Bruder::N,brālis,brolis
530,Schwester::N,чой,sesuo
531,Schwester::N,māsa,sesuo
532,Onkel::N,дядь,dėdė
533,Onkel::N,tēvocis,dėdė
534,Tante::N,тьӧт,teta
535,Tante::N,tante,teta
536,Ehemann::N,верӧс,vyras
537,Ehemann::N,vīrs,vyras
538,Ehefrau::N,гӧтыр,žmona
539,Ehefrau::N,sieva,žmona
540,Freude::N,радлун,džiaugsmas
541,Freude::N,prieks,džiaugsmas
542,Gelächter::N,серам,juokas
543,Gelächter::N,smiekli,juokas
544,Glück::N,шуд,laimė
545,Glück::N,laime,laimė
546,Kummer::N,шог,vargas
547,Kummer::N,шог,rūpestis
548,Kummer::N,bēdas,vargas
549,Kummer::N,bēdas,rūpestis
550,Kummer::N,raizes,vargas
551,Kummer::N,raizes,rūpestis
552,Wunsch::N,кӧсйӧм,troškimas
553,Wunsch::N,кӧсйӧм,pageidavimas
554,Wunsch::N,vēlme,troškimas
555,Wunsch::N,vēlme,pageidavimas
556,Wunsch::N,vēlējums,troškimas
557,Wunsch::N,vēlējums,pageidavimas
558,Lust::N,кыскӧм,noras
559,Lust::N,кыскӧм,geidulys
560,Lust::N,радейтӧм,noras
561,Lust::N,радейтӧм,geidulys
562,Lust::N,kāre,noras
563,Lust::N,kāre,geidulys
564,Geist::N,лов,dvasia
565,Geist::N,gars,dvasia
566,Gedanke::N,мӧвп,mintis
567,Gedanke::N,doma,mintis
568,Gedächtnis::N,паметь,atmintis
569,Gedächtnis::N,atmiņa,atmintis
570,Verstand::N,вежӧр,protas
571,Verstand::N,prāts,protas
572,Sinn::N,мог,prasmė
573,Sinn::N,вежӧртас,prasmė
574,Sinn::N,nozīme,prasmė
575,Grund::N,помка,priežastis
576,Grund::N,pamats,priežastis
577,Grund::N,iemesls,priežastis
578,Wahrheit::N,збыль,tiesa
579,Wahrheit::N,збыль,teisybė
580,Wahrheit::N,збыльтор,tiesa
581,Wahrheit::N,збыльтор,teisybė
582,Wahrheit::N,taisnība,tiesa
583,Wahrheit::N,taisnība,teisybė
584,Wahrheit::N,patiesība,tiesa
585,Wahrheit::N,patiesība,teisybė
586,Gespräch::N,сёрни,pokalbis
587,Gespräch::N,saruna,pokalbis
588,Märchen::N,мойд,pasaka
589,Märchen::N,pasaka,pasaka
590,Erzählung::N,висьт,apsakymas
591,Erzählung::N,висьт,pasakojimas
592,Erzählung::N,stāsts,apsakymas
593,Erzählung::N,stāsts,pasakojimas
594,Erzählung::N,nostāsts,apsakymas
595,Erzählung::N,nostāsts,pasakojimas
596,Nachricht::N,юӧртӧм,žinia
597,Nachricht::N,ziņa,žinia
598,Neuigkeit::N,выльтор,naujiena
599,Neuigkeit::N,jaunums,naujiena
600,Name::N,ним,vardas
601,Name::N,vārds,vardas
602,Rätsel::N,нӧдкыв,mįslė
603,Rätsel::N,mīkla,mįslė
604,Rede::N,сёрни,kalba
605,Rede::N,runa,kalba
606,Sprache::N,кыв,kalba
607,Sprache::N,valoda,kalba
608,Stimme::N,гӧлӧс,balsas
609,Stimme::N,вом шы,balsas
610,Stimme::N,balss,balsas
611,Wort::N,кыв,žodis
612,Wort::N,vārds,žodis
613,Zeichen::N,пас,žymė
614,Zeichen::N,пас,ženklas
615,Zeichen::N,zīme,žymė
616,Zeichen::N,zīme,ženklas
617,Ruf::N,чукӧстчӧм,šauksmas
618,Ruf::N,корӧм,šauksmas
619,Ruf::N,sauciens,šauksmas
620,Lärm::N,шы,triukšmas
621,Lärm::N,зык,triukšmas
622,Lärm::N,зычитӧм,triukšmas
623,Lärm::N,troksnis,triukšmas
624,Laut::N,шы,garsas
625,Laut::N,skaņa,garsas
626,Ton::N,шы,tonas
627,Ton::N,шы,garsas
628,Ton::N,tonis,tonas
629,Ton::N,tonis,garsas
630,Lied::N,сьылан,daina
631,Lied::N,сьылан,giesmė
632,Lied::N,сьыланкыв,daina
633,Lied::N,сьыланкыв,giesmė
634,Lied::N,dziesma,daina
635,Lied::N,dziesma,giesmė
636,Ruhe::N,чӧв,ramybė
637,Ruhe::N,чӧв,ramumas
638,Ruhe::N,miers,ramybė
639,Ruhe::N,miers,ramumas
640,Leute::N,йӧз,žmonės
641,Leute::N,войтыр,žmonės
642,Leute::N,ļaudis,žmonės
643,Leute::N,cilvēki,žmonės
644,Volk::N,йӧз,tauta
645,Volk::N,войтыр,tauta
646,Volk::N,tauta,tauta
647,Arbeit::N,удж,darbas
648,Arbeit::N,удж,triūsas
649,Arbeit::N,darbs,darbas
650,Arbeit::N,darbs,triūsas
651,Gast::N,гӧсть,svečias
652,Gast::N,viešņa,svečias
653,Gast::N,ciemiņš,svečias
654,Geschenk::N,козин,dovana
655,Geschenk::N,dāvana,dovana
656,Spiel::N,ворсан,žaismas
657,Spiel::N,ворсан,žaidimas
658,Spiel::N,rotaļa,žaismas
659,Spiel::N,rotaļa,žaidimas
660,Gesellschaft::N,котыр,draugija
661,Gesellschaft::N,котыр,kompanija
662,Gesellschaft::N,biedrība,draugija
663,Gesellschaft::N,biedrība,kompanija
664,Gesellschaft::N,kompānija,draugija
665,Gesellschaft::N,kompānija,kompanija
666,Hilfe::N,отсӧг,pagalba
667,Hilfe::N,palīdzība,pagalba
668,Freund::N,ёрт,draugas
669,Freund::N,ёрт,bičiulis
670,Freund::N,draugs,draugas
671,Freund::N,draugs,bičiulis
672,Kamerad::N,ёрт,draugas
673,Kamerad::N,biedrs,draugas
674,Angelegenheit::N,мог,dalykas
675,Angelegenheit::N,мог,reikalas
676,Angelegenheit::N,делӧ,dalykas
677,Angelegenheit::N,делӧ,reikalas
678,Angelegenheit::N,darīšana,dalykas
679,Angelegenheit::N,darīšana,reikalas
680,Anzahl::N,лыд,kiekis
681,Anzahl::N,лыд,skaičius
682,Anzahl::N,тшӧт,kiekis
683,Anzahl::N,тшӧт,skaičius
684,Anzahl::N,skaits,kiekis
685,Anzahl::N,skaits,skaičius
686,Anzahl::N,daudzums,kiekis
687,Anzahl::N,daudzums,skaičius
688,Art::N,сикас,rūšis
689,Art::N,suga,rūšis
690,Art::N,šķira,rūšis
691,Stück::N,тор,gabalas
692,Stück::N,gabals,gabalas
693,Teil::N,юкӧн,dalis
694,Teil::N,daļa,dalis
695,Hälfte::N,пӧв,pusė
696,Hälfte::N,джын,pusė
697,Hälfte::N,puse,pusė
698,Kreis::N,кытш,ratas
699,Kreis::N,кытш,apskritis
700,Kreis::N,кытш,apskritimas
701,Kreis::N,aplis,ratas
702,Kreis::N,aplis,apskritis
703,Kreis::N,aplis,apskritimas
704,Kreis::N,riņķis,ratas
705,Kreis::N,riņķis,apskritis
706,Kreis::N,riņķis,apskritimas
707,Kreuz::N,перна,kryžius
708,Kreuz::N,крест,kryžius
709,Kreuz::N,krusts,kryžius
710,Linie::N,визь,linija
711,Linie::N,līnija,linija
712,Strich::N,визь,brėžis
713,Strich::N,визь,brūkšnys
714,Strich::N,svītra,brėžis
715,Strich::N,svītra,brūkšnys
716,Abstand::N,кост,atstumas
717,Abstand::N,коласт,atstumas
718,Abstand::N,atstarpe,atstumas
719,Entfernung::N,ылна,atstumas
720,Entfernung::N,attālums,atstumas
721,Entfernung::N,atstatums,atstumas
722,Gegend::N,му-ва,vietovė
723,Gegend::N,apvidus,vietovė
724,Gegend::N,apgabals,vietovė
725,Platz::N,ылдӧс,vieta
726,Platz::N,йир,vieta
727,Platz::N,гӧгӧртас,vieta
728,Platz::N,vieta,vieta
729,Ort::N,ин,vieta
730,Ort::N,ин,vietovė
731,Ort::N,места,vieta
732,Ort::N,места,vietovė
733,Ort::N,vieta,vieta
734,Ort::N,vieta,vietovė
735,Seite::N,бок,pusė
736,Seite::N,бок,šonas
737,Seite::N,ӧтарладор,pusė
738,Seite::N,ӧтарладор,šonas
739,Seite::N,sāns,pusė
740,Seite::N,sāns,šonas
741,Mitte::N,шӧр,vidurys
742,Mitte::N,vidus,vidurys
743,Gegenstand::N,кӧлуй,dalykas
744,Gegenstand::N,priekšmets,dalykas
745,Sache::N,добра,daiktas
746,Sache::N,lieta,daiktas
747,Rand::N,дор,kraštas
748,Rand::N,дор,pakraštys
749,Rand::N,mala,kraštas
750,Rand::N,mala,pakraštys
751,Rand::N,apmale,kraštas
752,Rand::N,apmale,pakraštys
753,Kante::N,дор,kraštas
754,Kante::N,šķautne,kraštas
755,Ecke::N,пельӧс,kertė
756,Ecke::N,пельӧс,kampas
757,Ecke::N,kakts,kertė
758,Ecke::N,kakts,kampas
759,Ecke::N,stūris,kertė
760,Ecke::N,stūris,kampas
761,Spitze::N,йыв,priekis
762,Spitze::N,йыв,priešakys
763,Spitze::N,smaile,priekis
764,Spitze::N,smaile,priešakys
765,Spitze::N,galotne,priekis
766,Spitze::N,galotne,priešakys
767,Ende::N,пом,galas
768,Ende::N,gals,galas
769,Ende::N,uzgalis,galas
770,Loch::N,розь,skylė
