,Concept_ID,ro,is
167,Weide[Baum]::N,salcie,víðir
168,Weide[Baum]::N,răchită,víðir
169,Tanne::N,brad,greni
170,Horn::N,corn,horn
171,Feder::N,pană,fjöður
172,Fell::N,piele,skinn
173,Flügel::N,aripă,vængur
174,Klaue::N,gheară,kló
175,Kralle::N,labă,kló
176,Kralle::N,gheară,kló
177,Schwanz::N,coadă,rófa
178,Schwanz::N,coadă,skott
179,Ei::N,ou,egg
180,Nest::N,cuib,hreiður
181,Bau::N,bârlog,greni
182,Bau::N,bârlog,bæli
183,Bau::N,vizuină,greni
184,Bau::N,vizuină,bæli
185,Tier::N,animal,dýr
186,Herde::N,turmă,hjörð
187,Herde::N,cireadă,hjörð
188,Kuh::N,vacă,kýr
189,Bulle::N,taur,boli
190,Pferd::N,cal,hestur
191,Schaf::N,oaie,kind
192,Schwein::N,porc,svín
193,Hund::N,câine,hundur
194,Katze::N,pisică,köttur
195,Bär::N,urs,björn
196,Eichhörnchen::N,veveriță,íkorni
197,Elch::N,elan,elgur
198,Fuchs::N,vulpe,refur
199,Hase::N,iepure,héri
200,Maus::N,șoarece,mús
201,Wolf::N,lup,úlfur
202,Vogel::N,pasăre,fugl
203,Schwarm::N,cârd,sægur
204,Huhn::N,găină,hæna
205,Hahn::N,cocoș,hani
206,Gans::N,gâscă,gæs
207,Adler::N,vultur,örn
208,Ente::N,rață,önd
209,Eule::N,bufniță,uggla
210,Kranich::N,cocor,trana
211,Krähe::N,cioară,kráka
212,Kuckuck::N,cuc,gaukur
213,Schwan::N,lebădă,svanur
214,Fisch::N,pește,fiskur
215,Barsch::N,biban,aborri
216,Hecht::N,știucă,gedda
217,Schlange[Tier]::N,șarpe,naðra
218,Wurm::N,vierme,ormur
219,Spinne::N,păianjen,kónguló
220,Ameise::N,furnică,maur
221,Laus::N,păduche,lús
222,Mücke::N,țânțar,mý
223,Mücke::N,țânțar,mýfluga
224,Fliege::N,muscă,fluga
225,Schmetterling::N,fluture,fiðrildi
226,Beere::N,boabă,ber
227,Apfel::N,măr,epli
228,Pilz::N,burete,sveppur
229,Pilz::N,ciupercă,sveppur
230,Zwiebel::N,ceapă,laukur
231,Saat::N,semănătură,fræ
232,Saat::N,semănătură,útsæði
233,Korn::N,grâu,korn
234,Heu::N,fân,hey
235,Schale::N,coajă,hýði
236,Grube::N,groapă,gryfja
237,Falle::N,cursă,gildra
238,Falle::N,capcană,gildra
239,Schlinge::N,laț,snara
240,Spur::N,dâră,spor
241,Asche::N,cenușă,aska
242,Dreck::N,noroi,óþverri
243,Dreck::N,murdărie,óþverri
244,Eisen::N,fier,járn
245,Gold::N,aur,gull
246,Silber::N,argint,silfur
247,Kohle::N,cărbune,kol
248,Glas::N,sticlă,gler
249,Lehm::N,lut,leir
250,Lehm::N,humă,leir
251,Sand::N,nisip,sandur
252,Mensch::N,om,maður
253,Mensch::N,om,manneskja
254,Mensch::N,persoană,maður
255,Mensch::N,persoană,manneskja
256,Mann::N,om,maður
257,Mann::N,om,karlmaður
258,Mann::N,bărbat,maður
259,Mann::N,bărbat,karlmaður
260,Frau::N,femeie,kona
261,Kind::N,copil,barn
262,Kind::N,copil,krakki
263,Junge::N,băiat,drengur
264,Junge::N,flăcău,drengur
265,Mädchen::N,fată,stelpa
266,Familie::N,familie,fjölskylda
267,Großvater::N,bunic,afi
268,Großvater::N,tată mare,afi
269,Großmutter::N,bunică,amma
270,Großmutter::N,mamă mare,amma
271,Eltern::N,părinți,foreldrar
272,Vater::N,tată,faðir
273,Vater::N,părinte,faðir
274,Mutter::N,mamă,móðir
275,Sohn::N,fiu,sonur
276,Sohn::N,fecior,sonur
277,Tochter::N,fiică,dóttir
278,Bruder::N,frate,bróðir
279,Schwester::N,soră,systir
280,Onkel::N,unchi,föðurbróðir
281,Tante::N,mătușă,frænka
282,Tante::N,mătușă,móðursystir
283,Ehemann::N,soț,eiginmaður
284,Ehemann::N,bărbat,eiginmaður
285,Ehefrau::N,soție,eiginkona
286,Freude::N,bucurie,gleði
287,Gelächter::N,râset,hlátur
288,Glück::N,fericire,gæfa
289,Kummer::N,mâhnire,sorg
290,Wunsch::N,dorință,ósk
291,Wunsch::N,deziderat,ósk
292,Lust::N,poftă,fýsn
293,Lust::N,poftă,löngun
294,Lust::N,înclinare,fýsn
295,Lust::N,înclinare,löngun
296,Geist::N,duh,andi
297,Geist::N,minte,andi
298,Geist::N,suflet,andi
299,Gedanke::N,gând,hugsun
300,Gedanke::N,cuget,hugsun
301,Gedächtnis::N,memorie,minni
302,Verstand::N,minte,vit
303,Verstand::N,intelect,vit
304,Sinn::N,sens,merking
305,Sinn::N,înțeles,merking
306,Grund::N,cauză,ástæða
307,Grund::N,pricină,ástæða
308,Wahrheit::N,adevăr,sannleikur
309,Gespräch::N,convorbire,samtal
310,Gespräch::N,conversație,samtal
311,Märchen::N,basm,ævintýri
312,Märchen::N,poveste,ævintýri
313,Erzählung::N,poveste,saga
314,Nachricht::N,veste,frétt
315,Neuigkeit::N,noutate,frétt
316,Neuigkeit::N,actualitate,frétt
317,Name::N,nume,nafn
318,Rätsel::N,ghicitoare,gáta
319,Rede::N,discurs,ræða
320,Sprache::N,limbă,mál
321,Sprache::N,limbă,tungumál
322,Sprache::N,limbaj,mál
323,Sprache::N,limbaj,tungumál
324,Stimme::N,glas,rödd
325,Wort::N,cuvânt,orð
326,Zeichen::N,semn,tákn
327,Zeichen::N,semn,merki
328,Zeichen::N,semnal,tákn
329,Zeichen::N,semnal,merki
330,Ruf::N,chemare,kall
331,Lärm::N,zgomot,hávaði
332,Lärm::N,tărăboi,hávaði
333,Laut::N,sunet,hljóð
334,Ton::N,ton,tónn
335,Lied::N,cântec,ljóð
336,Lied::N,cântec,söngur
337,Ruhe::N,odihnă,ró
338,Ruhe::N,odihnă,kyrrð
339,Ruhe::N,liniște,ró
340,Ruhe::N,liniște,kyrrð
341,Leute::N,lume,fólk
342,Leute::N,oameni,fólk
343,Volk::N,popor,þjóð
344,Volk::N,națiune,þjóð
345,Arbeit::N,lucru,vinna
346,Gast::N,musafir,gestur
347,Geschenk::N,dar,gjöf
348,Geschenk::N,cadou,gjöf
349,Spiel::N,joc,leikur
350,Gesellschaft::N,societate,selskapur
351,Hilfe::N,ajutor,hjálp
352,Freund::N,amic,vinur
353,Freund::N,prieten,vinur
354,Kamerad::N,tovarăș,félagi
355,Angelegenheit::N,afacere,mál
356,Angelegenheit::N,afacere,málefni
357,Anzahl::N,număr,tala
358,Anzahl::N,număr,fjöldi
359,Anzahl::N,cantitate,tala
360,Anzahl::N,cantitate,fjöldi
361,Art::N,fel,tegund
362,Art::N,specie,tegund
363,Stück::N,bucată,biti
364,Stück::N,bucată,stykki
365,Teil::N,parte,hluti
366,Teil::N,parte,partur
367,Teil::N,porție,hluti
368,Teil::N,porție,partur
369,Hälfte::N,jumătate,helmingur
370,Kreis::N,cerc,hringur
371,Kreuz::N,cruce,kross
372,Kreuz::N,cruce,krossmark
373,Linie::N,linie,lína
374,Strich::N,linie,strik
375,Strich::N,trăsătură,strik
376,Abstand::N,distanță,millibil
377,Abstand::N,depărtare,millibil
378,Entfernung::N,distanță,fjarlægð
379,Entfernung::N,depărtare,fjarlægð
380,Gegend::N,regiune,hérað
381,Platz::N,loc,pláss
382,Ort::N,loc,staður
383,Seite::N,latură,hlið
384,Mitte::N,centru,miðja
385,Gegenstand::N,obiect,hlutur
386,Sache::N,lucru,mál
387,Sache::N,chestie,mál
388,Rand::N,bordură,brún
389,Kante::N,muchie,rönd
390,Kante::N,bordură,rönd
391,Ecke::N,colț,horn
392,Spitze::N,vârf,oddur
393,Spitze::N,creștet,oddur
394,Ende::N,capăt,endi
395,Loch::N,gaură,gat
396,Loch::N,gaură,hola
397,Winkel::N,colț,skot
398,Winkel::N,colț,krókur
399,Muster::N,desen,munstur
400,Größe::N,mărime,stærð
401,Länge::N,lungime,lengd
402,Höhe::N,înălțime,hæð
403,Gewicht::N,greutate,vigt
404,Gewicht::N,greutate,þyngd
405,Menge::N,cantitate,magn
406,Haufen::N,grămadă,hrúga
407,Haufen::N,grămadă,haugur
408,Reihe::N,șir,röð
409,Reihe::N,rând,röð
410,Boot::N,barcă,bátur
411,Boot::N,luntre,bátur
412,Ruder::N,vâslă,ár
413,Ruder::N,lopată,ár
414,Schlitten::N,sanie,sleði
415,Ski::N,schi,skíði
416,Lagerfeuer::N,foc de tabără,varðeldur
417,Last::N,povară,byrði
418,Last::N,povară,farmur
419,Last::N,sarcină,byrði
420,Last::N,sarcină,farmur
421,Gang::N,mers,ganga
422,Gang::N,umblet,ganga
423,Schritt::N,pas,skref
424,Norden::N,nord,norður
425,Norden::N,miazănoapte,norður
426,Süden::N,sud,suður
427,Süden::N,miazăzi,suður
428,Westen::N,apus,vestur
429,Osten::N,est,austur
430,Osten::N,răsărit,austur
431,Holz::N,lemn,viður
432,Brett::N,scândură,fjöl
433,Platte::N,placă,flötur
434,Stütze::N,proptea,stoð
435,Stange::N,bară,stöng
436,Stange::N,prăjină,stöng
437,Stock::N,băț,prik
438,Stock::N,băț,stafur
439,Stock::N,baston,prik
440,Stock::N,baston,stafur
441,Stab::N,baston,prik
442,Stab::N,baston,stafur
443,Stab::N,prăjină,prik
444,Stab::N,prăjină,stafur
445,Rohr::N,tub,rör
446,Rohr::N,tub,pípa
447,Rohr::N,țeavă,rör
448,Rohr::N,țeavă,pípa
449,Haus::N,casă,hús
450,Heim::N,casă,heimili
451,Heim::N,cămin,heimili
452,Ofen::N,sobă,ofn
453,Fußboden::N,podea,gólf
454,Fußboden::N,dușumea,gólf
455,Tisch::N,masă,borð
456,Stuhl::N,scaun,stóll
457,Wiege::N,leagăn,vagga
458,Bett::N,pat,rúm
459,Bett::N,pat,hvíla
460,Regal::N,rafturi,hilla
461,Kiste::N,ladă,kassi
462,Kiste::N,cutie,kassi
463,Fenster::N,fereastră,gluggi
464,Tür::N,ușă,dyr
465,Tür::N,ușă,hurð
466,Tor::N,poartă,hlið
467,Zaun::N,gard,girðing
468,Zaun::N,gard,limgarður
469,Dach::N,acoperiș,þak
470,Leiter::N,scară,stigi
471,Besen::N,mătură,sópur
472,Spaten::N,cazma,spaði
473,Spaten::N,hârleț,spaði
474,Schaufel::N,lopată,skófla
475,Gabel::N,furculiță,gaffall
476,Löffel::N,lingură,skeið
477,Messer::N,cuțit,hnífur
478,Nagel::N,cui,nögl
479,Netz::N,plasă,net
480,Haken::N,cârlig,krókur
481,Griff::N,mâner,tak
482,Schloss::N,lacăt,lás
483,Bild::N,tablou,mynd
484,Bild::N,imagine,mynd
485,Figur::N,chip,stytta
486,Figur::N,figură,stytta
487,Puppe::N,păpușă,brúða
488,Beutel::N,pungă,poki
489,Beutel::N,pungă,baggi
490,Beutel::N,săculeț,poki
491,Beutel::N,săculeț,baggi
492,Bündel::N,mănunchi,böggull
493,Tasche::N,geantă,veski
494,Eimer::N,găleată,fata
495,Deckel::N,capac,lok
496,Geschirr::N,vase,leirtau
497,Geschirr::N,tacâmuri,leirtau
498,Sack::N,sac,sekkur
499,Tasse::N,ceașcă,bolli
500,Topf::N,oală,pottur
501,Kessel::N,cazan,ketill
502,Kessel::N,căldare,ketill
503,Essen::N,mâncare,matur
504,Nahrung::N,hrană,fæða
505,Nahrung::N,aliment,fæða
506,Speise::N,bucate,réttur
507,Speise::N,bucate,matarréttur
508,Speise::N,fel de bucate,réttur
509,Speise::N,fel de bucate,matarréttur
510,Fleisch::N,carne,kjöt
511,Getreide::N,cereale,korn
512,Brei::N,pireu,grautur
513,Brot::N,pâine,brauð
514,Scheibe::N,felie,sneið
515,Scheibe::N,bucată,sneið
516,Fett::N,untură,fita
517,Fett::N,grăsime,fita
518,Butter::N,unt,smjör
519,Öl::N,ulei,olía
520,Salz::N,sare,salt
521,Suppe::N,supă,súpa
522,Suppe::N,ciorbă,súpa
523,Honig::N,miere,hunang
524,Milch::N,lapte,mjólk
525,Tee::N,ceai,te
526,Leder::N,piele,skinn
527,Wolle::N,lână,ull
528,Stoff::N,stofă,dúkur
529,Nadel::N,ac,nál
530,Faden::N,ață,þráður
531,Knopf::N,buton,tala
532,Knopf::N,buton,hnappur
533,Knoten::N,nod,hnútur
534,Farbe::N,vopsea,málning
535,Kleidung::N,haine,búningur
536,Kleidung::N,haine,klæðnaður
537,Kleidung::N,îmbrăcăminte,búningur
538,Kleidung::N,îmbrăcăminte,klæðnaður
539,Hemd::N,cămașă,skyrta
540,Kragen::N,guler,kragi
541,Kragen::N,guler,flibbi
542,Ärmel::N,mânecă,ermi
543,Hose::N,pantaloni,buxur
544,Gürtel::N,cordon,belti
545,Mütze::N,șapcă,húfa
546,Schuh::N,gheată,skór
547,Stiefel::N,cizmă,stígvél
548,Ring::N,inel,hringur
549,Ring::N,verigă,hringur
550,Band::N,panglică,band
551,Band::N,șiret,band
552,Kamm::N,pieptene,greiða
553,Spiegel::N,oglindă,spegill
554,Riemen::N,curea,ól
555,Riemen::N,curea,reim
556,Schnur::N,funie,snúra
557,Schnur::N,sfoară,snúra
558,Leine::N,lesă,band
559,Leine::N,curea,band
560,Decke::N,pătură,teppi
561,Kissen::N,pernă,koddi
562,Tuch::N,batic,klútur
563,Handtuch::N,prosop,þurrka
564,Handtuch::N,prosop,handklæði
565,Handtuch::N,ștergar,þurrka
566,Handtuch::N,ștergar,handklæði
567,Kraft::N,forță,afl
568,Kraft::N,forță,kraftur
569,Kraft::N,putere,afl
570,Kraft::N,putere,kraftur
571,Stärke::N,tărie,styrkur
572,Stärke::N,vigoare,styrkur
573,Gesundheit::N,sănătate,heilsa
574,Gesundheit::N,sănătate,heilbrigði
575,Krankheit::N,boală,sjúkdómur
576,Krankheit::N,maladie,sjúkdómur
577,Schmerz::N,durere,sársauki
578,Wunde::N,rană,sár
579,Fieber::N,febră,hitasótt
580,Arznei::N,leac,lyf
581,Arznei::N,medicament,lyf
582,Brücke::N,pod,brú
583,Brücke::N,punte,brú
584,Brunnen::N,puț,brunnur
585,Weide::N,izlaz,hagi
586,Weide::N,pășune,hagi
587,Pfad::N,cărare,stígur
588,Weg::N,drum,vegur
589,Straße::N,cale,gata
590,Straße::N,cale,stræti
591,Straße::N,stradă,gata
592,Straße::N,stradă,stræti
593,Dorf::N,sat,þorp
594,Stadt::N,oraș,borg
595,Brief::N,scrisoare,bréf
596,Buch::N,carte,bók
597,Buchstabe::N,literă,bókstafur
598,Buchstabe::N,caracter,bókstafur
599,Zeitung::N,ziar,dagblað
600,Zeitung::N,gazetă,dagblað
601,Leben::N,viață,líf
602,Tod::N,moarte,dauði
603,Grab::N,groapă,gröf
604,Grab::N,mormânt,gröf
605,Kirche::N,biserică,kirkja
606,Sünde::N,păcat,synd
607,Gott::N,zeu,guð
608,Arbeiter::N,muncitor,verkamaður
609,Chef::N,șef,yfirmaður
610,Meister::N,meșter,meistari
611,Meister::N,maestru,meistari
612,Arzt::N,medic,læknir
613,Arzt::N,doctor,læknir
614,Lehrer::N,profesor,kennari
615,Lehrer::N,învățător,kennari
616,Geld::N,bani,peningar
617,Geld::N,parale,peningar
618,Geschäft::N,treabă,viðskipti
619,Geschäft::N,afacere,viðskipti
620,Laden::N,magazin,búð
621,Laden::N,magazin,verslun
622,Laden::N,prăvălie,búð
623,Laden::N,prăvălie,verslun
624,Preis::N,preț,verð
625,Ware::N,marfă,vara
626,Nutzen::N,folos,gagn
627,Nutzen::N,profit,gagn
628,Reichtum::N,avuție,auður
629,Reichtum::N,bogăție,auður
630,Welt::N,lume,veröld
631,Land::N,țară,land
632,Staat::N,stat,ríki
633,König::N,rege,konungur
634,Macht::N,putere,vald
635,Macht::N,putință,vald
636,Grenze::N,hotar,landamæri
637,Grenze::N,graniță,landamæri
638,Grenze::N,frontieră,landamæri
639,Krieg::N,război,stríð
640,Feind::N,dușman,fjandmaður
641,Gewalt::N,violență,ofbeldi
642,Kampf::N,luptă,bardagi
643,Bogen[Waffe]::N,arc,bogi
644,Pfeil::N,săgeată,ör
645,Gewehr::N,armă,byssa
646,Gewehr::N,pușcă,byssa
647,Fehler::N,eroare,villa
648,Fehler::N,greșeală,villa
649,Lüge::N,minciună,lygi
650,Schaden::N,daună,skemmd
651,Schaden::N,pagubă,skemmd
652,Unglück::N,nenorocire,óhamingja
653,Schuld::N,vină,sök
654,Alter::N,etate,aldur
655,Alter::N,vârstă,aldur
656,Schluss::N,sfârșit,lok
657,Schluss::N,sfârșit,endir
658,Zeit::N,timp,tími
659,Zeit::N,vreme,tími
660,Tag::N,zi,dagur
661,Morgen::N,dimineață,morgunn
662,Mittag::N,prânz,hádegi
663,Mittag::N,amiază,hádegi
664,Abend::N,seară,kvöld
665,Nacht::N,noapte,nótt
666,Woche::N,săptămână,vika
667,Monat::N,lună,mánuður
668,Jahr::N,an,ár
669,Frühling::N,primăvară,vor
670,Sommer::N,vară,sumar
671,Herbst::N,toamnă,haust
672,Winter::N,iarnă,vetur
673,Januar::N,ianuarie,janúar
674,Februar::N,februarie,február
675,März::N,martie,mars
676,April::N,aprilie,apríl
677,Mai::N,mai,maí
678,Juni::N,iunie,júní
679,Juli::N,iulie,júlí
680,August::N,august,ágúst
681,September::N,septembrie,september
682,Oktober::N,octombrie,október
683,November::N,noiembrie,nóvember
684,Dezember::N,decembrie,desember
685,Montag::N,luni,mánudagur
686,Dienstag::N,marți,þriðjudagur
687,Mittwoch::N,miercuri,miðvikudagur
688,Donnerstag::N,joi,fimmtudagur
689,Freitag::N,vineri,föstudagur
690,Samstag::N,sâmbătă,laugardagur
691,Sonntag::N,duminică,sunnudagur
692,groß::A,mare,stór
693,klein::A,mic,lítill
694,lang::A,lung,langur
695,kurz::A,scurt,stuttur
696,breit::A,lat,breiður
697,breit::A,larg,breiður
698,schmal::A,strâmt,mjór
699,dicht::A,des,þéttur
700,dick[Gegenstand]::A,gros,þykkur
701,dünn::A,subțire,þunnur
702,fein::A,fin,fíngerður
703,fein::A,subțire,fíngerður
704,fest::A,tare,fastur
705,fest::A,solid,fastur
706,flach::A,șes,flatur
707,flach::A,plan,flatur
708,glatt::A,lins,háll
709,glatt::A,lins,sléttur
710,hart::A,dur,harður
711,weich::A,moale,mjúkur
712,rund::A,rotund,kringlóttur
713,rund::A,circular,kringlóttur
714,spitz::A,ascuțit,oddhvass
715,scharf::A,tăios,beittur
716,scharf::A,ascuțit,beittur
717,stumpf::A,tocit,bitlaus
718,schwer::A,greu,þungur
719,schön::A,frumos,fagur
720,schön::A,frumos,fallegur
721,heiß::A,cald,heitur
722,heiß::A,fierbinte,heitur
723,warm::A,cald,hlýr
724,warm::A,cald,heitur
725,warm::A,fierbinte,hlýr
726,warm::A,fierbinte,heitur
727,kalt::A,rece,kaldur
728,kühl::A,rece,svalur
729,kühl::A,răcoros,svalur
730,frisch::A,răcoros,frískur
731,frisch::A,proaspăt,frískur
732,feucht::A,umed,rakur
733,feucht::A,umed,þvalur
734,feucht::A,jilav,rakur
735,feucht::A,jilav,þvalur
736,nass::A,ud,votur
737,nass::A,ud,blautur
738,trocken::A,sec,þurr
739,trocken::A,uscat,þurr
740,voll::A,plin,fullur
741,leer::A,gol,tómur
742,offen::A,deschis,opinn
743,geschlossen::A,închis,lokaður
744,sauber::A,curat,þrifinn
745,schmutzig::A,murdar,óhreinn
746,schmutzig::A,murdar,sóðalegur
747,roh::A,crud,hrár
748,reif::A,copt,þroskaður
749,lecker::A,gustos,ljúffengur
750,süß::A,dulce,sætur
751,bitter::A,amar,beiskur
752,sauer::A,acru,súr
753,hell::A,clar,bjartur
754,hell::A,luminos,bjartur
755,dunkel::A,obscur,dimmur
756,dunkel::A,întunecos,dimmur
757,schwarz::A,negru,svartur
758,weiß::A,alb,hvítur
759,rot::A,roșu,rauður
760,gelb::A,galben,gulur
761,blau::A,albastru,blár
762,grün::A,verde,grænn
763,grau::A,gri,grár
764,grau::A,cenușiu,grár
765,bunt::A,colorat,marglitur
766,billig::A,ieftin,ódýr
767,teuer::A,scump,dýr
768,wertvoll::A,prețios,verðmætur
769,blind::A,orb,blindur
770,taub::A,surd,heyrnarlaus
771,kräftig::A,tare,öflugur
772,kräftig::A,forte,öflugur
773,kräftig::A,robust,öflugur
774,stark::A,viguros,sterkur
775,stark::A,puternic,sterkur
776,schwach::A,slab,veill
777,schwach::A,debil,veill
778,fett::A,gras,feitur
779,schlank::A,zvelt,grannur
780,schlank::A,zvelt,spengilegur
781,hübsch::A,drăguț,snotur
782,hübsch::A,drăguț,laglegur
783,böse::A,rău,illur
784,böse::A,rău,vondur
785,böse::A,răutăcios,illur
786,böse::A,răutăcios,vondur
787,dumm::A,nerod,heimskur
788,dumm::A,tâmpit,heimskur
789,faul::A,leneș,latur
790,fleißig::A,harnic,iðinn
791,fleißig::A,sârguincios,iðinn
792,geizig::A,calic,nískur
793,geizig::A,zgârcit,nískur
794,klug::A,isteț,hygginn
795,klug::A,deștept,hygginn
796,geschickt::A,dibaci,fimur
797,geschickt::A,dibaci,laginn
798,lieb::A,drag,kær
799,lieb::A,drag,ljúfur
800,lieb::A,iubit,kær
801,lieb::A,iubit,ljúfur
802,lustig::A,vesel,kátur
803,sanft::A,blând,blíður
804,sanft::A,blajin,blíður
805,hungrig::A,flămând,soltinn
806,hungrig::A,flămând,hungraður
807,krank::A,bolnav,sjúkur
808,nackt::A,gol,nakinn
809,traurig::A,trist,dapur
810,traurig::A,trist,hryggur
811,traurig::A,mâhnit,dapur
812,traurig::A,mâhnit,hryggur
813,lebendig::A,viu,lifandi
814,gut::A,bun,góður
815,schlecht::A,rău,slæmur
816,schlecht::A,rău,lélegur
817,schlecht::A,prost,slæmur
818,schlecht::A,prost,lélegur
819,richtig::A,drept,réttur
820,richtig::A,corect,réttur
821,schlimm::A,rău,slæmur
822,wahr::A,adevărat,sannur
823,alt::A,uzat,gamall
824,alt::A,vechi,gamall
825,neu::A,nou,nýr
826,ehemalig::A,fost,fyrrverandi
827,ehemalig::A,anterior,fyrrverandi
828,alt[Lebewesen]::A,bătrîn,gamall
829,jung::A,tânăr,ungur
830,arm::A,sărac,vesall
831,arm::A,sărac,fátækur
832,arm::A,sărman,vesall
833,arm::A,sărman,fátækur
834,reich::A,avut,ríkur
