,Concept_ID,ta,ru
258,Hilfe::N,உதவி,помощь
259,Freund::N,நண்பன்,друг
260,Kamerad::N,உடனிருப்பவன்,приятель
261,Angelegenheit::N,செய்தி,дело
262,Anzahl::N,எண்ணிக்கை,количество
263,Art::N,வகை,вид
264,Stück::N,துண்டம்,кусок
265,Teil::N,பகுதி,часть
266,Hälfte::N,பாதி,половина
267,Kreis::N,வட்டம்,круг
268,Kreuz::N,சிலுவை,крест
269,Linie::N,கோடு,линия
270,Strich::N,வாத நோய்,черта
271,Abstand::N,இடைவெளி,промежуток
272,Entfernung::N,தூரம்,расстояние
273,Gegend::N,வட்டாரம்,местность
274,Platz::N,வெற்றிடம்,пространство
275,Ort::N,இடம்,место
276,Seite::N,பக்கம்,сторона
277,Mitte::N,இடைப்பகுதி,середина
278,Gegenstand::N,உருப்படி,предмет
279,Sache::N,பொருள்,вещь
280,Rand::N,தொங்கு,край
281,Kante::N,விளிம்பு,ребро
282,Ecke::N,மூலை,угол
283,Spitze::N,முனை,кончик
284,Ende::N,முடிவு,конец
285,Loch::N,துளை,дыра
286,Winkel::N,கோணம்,угол
287,Muster::N,பாங்கு,узор
288,Größe::N,அளவு,размер
289,Länge::N,நீளம்,длина
290,Höhe::N,உயரம்,высота
291,Gewicht::N,எடை,вес
292,Menge::N,தொகை,количество
293,Haufen::N,குவியல்,куча
294,Reihe::N,வரிசை,ряд
295,Boot::N,படகு,лодка
296,Ruder::N,துடுப்பு,весло
297,Schlitten::N,சகடையிலா வண்டி,сани
298,Ski::N,பனிச் சறுக்கல்,лыжа
299,Lagerfeuer::N,மூட்டம்,костер
300,Last::N,பாரம்,тяжесть
301,Gang::N,நடை,ход
302,Schritt::N,காலடி,шаг
303,Norden::N,வடக்கு,север
304,Süden::N,தெற்கு,юг
305,Westen::N,மேற்கு திசை,запад
306,Osten::N,கிழக்கு,восток
307,Holz::N,மரக்கட்டை,древесина
308,Brett::N,பலகை,доска
309,Platte::N,பலகம்,плита
310,Stütze::N,அடைப்புகன்,подпорка
311,Stange::N,கம்பம்,жердь
312,Stock::N,குச்சி,палка
313,Stab::N,கம்பு,шест
314,Rohr::N,குழாய்,труба
315,Haus::N,வீடு,дом
316,Heim::N,வீடு,дом
317,Ofen::N,அடுப்பு,печь
318,Fußboden::N,தரை,пол
319,Tisch::N,மேசை,стол
320,Stuhl::N,நாற்காலி,стул
321,Wiege::N,தொட்டில்,колыбель
322,Bett::N,படுக்கை,постель
323,Regal::N,அலமாரி,полка
324,Kiste::N,பெட்டி,ящик
325,Fenster::N,சாளரம்,окно
326,Tür::N,கதவு,дверь
327,Tor::N,வாசற்கதவு,ворота
328,Zaun::N,வேலி,забор
329,Dach::N,கூரை,крыша
330,Leiter::N,ஏணி,лестница
331,Besen::N,விளக்குமாறு,метла
332,Spaten::N,மண்வெட்டி,лопата
333,Schaufel::N,அடிதண்டா,совок
334,Gabel::N,முட்கரண்டி,вилка
335,Löffel::N,கரண்டி,ложка
336,Messer::N,கத்தி,нож
337,Nagel::N,ஆணி,гвоздь
338,Netz::N,வலை,сеть
339,Haken::N,கொக்கி,крюк
340,Griff::N,கைப்பிடி,ручка
341,Schloss::N,பூட்டு,замок
342,Bild::N,படம்,картина
343,Figur::N,எண்ணிக்கை,фигура
344,Puppe::N,பொம்மை,кукла
345,Beutel::N,பை,мешок
346,Bündel::N,பொதி,связка
347,Tasche::N,பை,сумка
348,Eimer::N,வாளி,ведро
349,Deckel::N,உறை,крышка
350,Geschirr::N,பாத்திரம்,посуда
351,Sack::N,பை,мешок
352,Tasse::N,கிண்ணம்,чашка
353,Topf::N,பானை,кастрюля
354,Kessel::N,கெண்டி,котел
355,Essen::N,உணவருந்துதல்,еда
356,Nahrung::N,உணவு,пища
357,Speise::N,உணவு வகை,блюдо
358,Speise::N,உணவு வகை,кушанье
359,Fleisch::N,இறைச்சி,мясо
360,Getreide::N,மக்காச்சோளம்,хлеб
361,Brei::N,கஞ்சி,каша
362,Brot::N,ரொட்டி,хлеб
363,Scheibe::N,துண்டு,ломоть
364,Fett::N,கொழுப்பு,жир
365,Butter::N,வெண்ணெய்,масло
366,Öl::N,எண்ணெய்,масло
367,Salz::N,உப்பு,соль
368,Suppe::N,ரசம்,суп
369,Honig::N,தேன்,мед
370,Milch::N,பால்,молоко
371,Tee::N,தெனீர்,чай
372,Leder::N,பதம் செய்யப்பட்ட தோல்,кожа
373,Wolle::N,கம்பளி,шерсть
374,Stoff::N,துணி,ткань
375,Nadel::N,ஊசி,игла
376,Faden::N,நூல்,нитка
377,Knopf::N,பொத்தான்,пуговица
378,Knoten::N,முடிச்சு,узел
379,Farbe::N,வண்ணக் குழம்பு,краска
380,Kleidung::N,ஆடைகள்,одежда
381,Hemd::N,சட்டை,рубашка
382,Kragen::N,கழுத்துப் பட்டை,воротник
383,Ärmel::N,சட்டைக்கை,рукав
384,Hose::N,கால்சட்டை,брюки
385,Gürtel::N,பெல்ட்,пояс
386,Mütze::N,தொப்பி,шапка
387,Schuh::N,காலணி,ботинок
388,Stiefel::N,காலணி,сапог
389,Ring::N,மோதிரம்,кольцо
390,Band::N,நாடா,лента
391,Kamm::N,கீப்பு,расческа
392,Spiegel::N,ஆடி,зеркало
393,Spiegel::N,கண்ணாடி,зеркало
394,Riemen::N,வார்,ремень
395,Schnur::N,கயிறு,веревка
396,Leine::N,தோல்வார்,поводок
397,Decke::N,போர்வை,одеяло
398,Kissen::N,தலையணை,подушка
399,Tuch::N,துணி,платок
400,Handtuch::N,தண்டு,полотенце
401,Kraft::N,நிர்பந்தம்,сила
402,Stärke::N,பலம்,крепость
403,Gesundheit::N,ஆரோக்கியம்,здоровье
404,Krankheit::N,நோய்,болезнь
405,Schmerz::N,வலி,боль
406,Wunde::N,காயம்,рана
407,Fieber::N,காய்ச்சல்,лихорадка
408,Fieber::N,காய்ச்சல்,температура
409,Arznei::N,மருந்து,лекарство
410,Brücke::N,பாலம்,мост
411,Brunnen::N,கேணி,колодец
412,Weide::N,மேய்ச்சல் நிலம்,пастбище
413,Pfad::N,நடை வழி,тропа
414,Weg::N,வழி,путь
415,Weg::N,வழி,дорога
416,Straße::N,சாலை,улица
417,Straße::N,சாலை,дорога
418,Dorf::N,கிராமம்,деревня
419,Stadt::N,நகரம்,город
420,Brief::N,கடிதம்,письмо
421,Buch::N,புத்தகம்,книга
422,Buchstabe::N,எழத்து,буква
423,Zeitung::N,செய்தித்தாள்,газета
424,Leben::N,வாழ்க்கை,жизнь
425,Tod::N,மரணம்,смерть
426,Grab::N,சமாதி,могила
427,Kirche::N,தேவாலயம்,церковь
428,Sünde::N,பாவம்,грех
429,Gott::N,கடவுள்,бог
430,Arbeiter::N,தொழிலாளி,рабочий
431,Chef::N,மேலாளர்,начальник
432,Meister::N,தலைவன்,мастер
433,Arzt::N,மருத்துவர்,врач
434,Lehrer::N,ஆசிரியர்,учитель
435,Geld::N,பணம்,деньги
436,Geschäft::N,வாணிபம்,занятие
437,Laden::N,கடை,магазин
438,Preis::N,விலை,цена
439,Ware::N,சாமன்கள்,товар
440,Nutzen::N,இலாபம்,выгода
441,Reichtum::N,சொத்து,богатство
442,Welt::N,உலகம்,мир
443,Land::N,நாடு,страна
444,Staat::N,நாடு,государство
445,König::N,அரசன்,король
446,Macht::N,அதிகாரம்,власть
447,Grenze::N,எல்லை,граница
448,Krieg::N,போர்,война
449,Feind::N,எதிரி,враг
450,Gewalt::N,வன்முறை,насилие
451,Kampf::N,போராட்டம்,борьба
452,Bogen[Waffe]::N,வில்,лук
453,Pfeil::N,அம்பு,стрела
454,Gewehr::N,துப்பாக்கி,ружье
455,Fehler::N,தவறு,ошибка
456,Lüge::N,பொய்,ложь
457,Schaden::N,சேதாரம்,вред
458,Unglück::N,இடையூறு,беда
459,Schuld::N,குற்றம்,вина
460,Alter::N,வயது,возраст
461,Schluss::N,முடிவு,окончание
462,Zeit::N,காலம்,время
463,Tag::N,நாள்,день
464,Morgen::N,காலை நேரம்,утро
465,Mittag::N,மதியம்,полдень
466,Abend::N,மாலைப் பொழுது,вечер
467,Nacht::N,இரவு,ночь
468,Woche::N,வாரம்,неделя
469,Monat::N,மாதம்,месяц
470,Jahr::N,வருடம்,год
471,Frühling::N,வசந்தம்,весна
472,Sommer::N,கோடை,лето
473,Herbst::N,இலையுதிர் காலம்,осень
474,Winter::N,குளிர்காலம்,зима
475,Januar::N,ஜனவரி,январь
476,Februar::N,பிபரவரி மாதம்,февраль
477,März::N,மார்ச் மாதம்,март
478,April::N,ஏப்ரல் மாதம்,апрель
479,Mai::N,மே மாதம்,май
480,Juni::N,ஜூன் மாதம்,июнь
481,Juli::N,ஜூலை மாதம்,июль
482,August::N,ஆகஸ்ட் மாதம்,август
483,September::N,செப்டம்பர் மாதம்,сентябрь
484,Oktober::N,அக்டோபர் மாதம்,октябрь
485,November::N,நவம்பர் மாதம்,ноябрь
486,Dezember::N,டிசம்பர்,декабрь
487,Montag::N,திங்கட் கிழமை,понедельник
488,Dienstag::N,செவ்வாய்க்கிழமை,вторник
489,Mittwoch::N,புதன் கிழமை,среда
490,Donnerstag::N,வியாழக் கிழமை,четверг
491,Freitag::N,வெள்ளிக்கிழமை,пятница
492,Samstag::N,சனிக்கிழமை,суббота
493,Sonntag::N,ஞாயிறுக் கிழமை,воскресенье
494,groß::A,பெரிய,большой
495,klein::A,சிறிய,маленький
496,lang::A,நீண்ட,длинный
497,kurz::A,குட்டையான,короткий
498,breit::A,அகலமான,широкий
499,schmal::A,குறுகலான,узкий
500,dicht::A,அடர்த்தியான,густой
501,dick[Gegenstand]::A,தடித்த,толстый
502,dünn::A,சன்னமான,тонкий
503,fein::A,மெல்லிய,тонкий
504,fest::A,உறுதியாள,крепкий
505,flach::A,தட்டையான,плоский
506,glatt::A,வழுவழுப்பான,гладкий
507,hart::A,கடினமான,твердый
508,weich::A,மென்மையான,мягкий
509,rund::A,உருண்டையான,круглый
510,spitz::A,திகந்தமாக,остроконечный
511,scharf::A,கூரான,острый
512,stumpf::A,உளம் திறந்த,тупой
513,schwer::A,கனமான,тяжелый
514,schön::A,அழகான,красивый
515,heiß::A,சூடான,жаркий
516,warm::A,இதமான,теплый
517,kalt::A,குளிர்ச்சியான,холодный
518,kühl::A,குளிர்ச்சியான,прохладный
519,frisch::A,சுத்தமான,свежий
520,feucht::A,ஈரமான,влажный
521,nass::A,ஈரமான,мокрый
522,trocken::A,உலர்ந்த,сухой
523,voll::A,நிரம்பிய,полный
524,voll::A,நிரம்பிய,наполненный
525,leer::A,காலியான,пустой
526,offen::A,திறந்த,открытый
527,geschlossen::A,மூடப்பட்ட,закрытый
528,sauber::A,சுத்தமான,чистый
529,schmutzig::A,அழக்கான,грязный
530,roh::A,கச்சா,сырой
531,reif::A,பழுத்த,зрелый
532,lecker::A,சுவைமிக்க,вкусный
533,süß::A,இனிப்பான,сладкий
534,bitter::A,கசப்பான,горький
535,sauer::A,புளிப்பாக,кислый
536,hell::A,பளபளப்பான,светлый
537,dunkel::A,கருமையான,темный
538,schwarz::A,கருப்பு வண்ண,черный
539,weiß::A,வெண்மையன,белый
540,rot::A,சிவப்பு,красный
541,gelb::A,மஞ்சள் வண்ணம்,желтый
542,blau::A,நீல வண்ண,синий
543,grün::A,பச்சை வண்ண,зеленый
544,grau::A,சாம்பல் நிற,серый
545,bunt::A,வண்ண மயமான,пестрый
546,billig::A,மலிவான,дешевый
547,teuer::A,விலை அதிகமான,дорогой
548,wertvoll::A,மதிப்புள்ள,ценный
549,blind::A,பார்வையற்ற,слепой
550,taub::A,செவிடான,глухой
551,kräftig::A,வலிமையான,могучий
552,stark::A,பலமான,сильный
553,schwach::A,பலவீனமான,слабый
554,fett::A,பருமனாக,жирный
555,schlank::A,ஒல்லியான,стройный
556,hübsch::A,அழகிய,прелестный
557,böse::A,கேடு விளைவிக்கும்,злой
558,dumm::A,முட்டாள்தனமான,глупый
559,faul::A,சோம்பலான,ленивый
560,fleißig::A,ஊக்கந்தளராத,прилежный
561,geizig::A,கஞேசத்தனமான,жадный
562,klug::A,சாதுரியமான,умный
563,geschickt::A,திறமையள்ள,искусный
564,lieb::A,அன்புக்குரிய,милый
565,lustig::A,களிப்புமிக்க,веселый
566,sanft::A,சாதுவான,нежный
567,hungrig::A,பசியுடன்,голодный
568,krank::A,நோயுற்று,больной
569,nackt::A,ஆடையற்ற,голый
570,traurig::A,சோகமான,грустный
571,lebendig::A,பிழைப்பு,живой
572,gut::A,நல்ல,хороший
573,schlecht::A,கெட்ட,плохой
574,richtig::A,சரியான,правильный
575,schlimm::A,அருவருப்பான,отвратительный
576,schlimm::A,அருவருப்பான,мерзкий
577,wahr::A,உண்மையான,настоящий
578,alt::A,பழைய,старый
579,neu::A,புதிய,новый
580,ehemalig::A,முன்நாள்,бывший
581,alt[Lebewesen]::A,வயதான,пожилой
582,jung::A,இளமையான,молодой
583,arm::A,ஏழ்மையான,бедный
584,reich::A,செல்வம் படைத்த,богатый
585,bekannt::A,பழக்கப்பட்ட,знакомый
586,berühmt::A,புகழ்பெற்ற,знаменитый
587,fremd::A,அயல் நாட்டு,чужой
588,verschieden::A,வித்தியாசமான,разный
589,nah::A,பக்கத்தில் உள்ள,близкий
590,fern::A,தொலை தூரத்தில்,далекий
591,linker::A,மீந்திருக்கும்,левый
592,rechter::A,வலதுபக்கம்,правый
593,anderer::A,மற்ற,другой
594,erster::A,முதனமையான,первый
595,zweiter::A,இரண்டாவது,второй
596,dritter::A,மூன்றாவது,третий
597,letzter::A,கடைசி,последний
598,allein::ADV,தனியாக,один
599,auf einmal::ADV,தடீரென்று,сразу
600,zusammen::ADV,சேர்ந்து,вместе
601,lange::ADV,அதிக நோம்,долго
602,plötzlich::ADV,தடீரென்று,вдруг
603,sofort::ADV,உடனடியாக,тотчас
604,später::ADV,பிறகு,позже
605,jetzt::ADV,இப்பொழது,сейчас
606,heute::ADV,இன்று,сегодня
607,morgen::ADV,நாளைக்கு,завтра
608,bald::ADV,சீக்கிரம்,скоро
609,dann::ADV,அப்பொழுது,потом
610,gestern::ADV,நேற்று,вчера
611,einst::ADV,ஒரே முறை,однажды
612,damals::ADV,அப்பொழுது,тогда
613,danach::ADV,பிற்பாடு,затем
614,vorher::ADV,முன்பாக,раньше
615,zuerst::ADV,முதலில்,сперва
616,einmal::ADV,ஒரே முறை,раз
617,manchmal::ADV,சில நேரங்களில்,иногда
618,oft::ADV,அடிக்கடி,часто
619,immer::ADV,எப்பொழுதும்,всегда
620,niemals::ADV,ஒருபோதும் இல்லை,никогда
621,hier::ADV,இங்கே,здесь
622,hierhin::ADV,இவ்விடத்திற்கு,сюда
623,von hier::ADV,இனி,отсюда
624,dort::ADV,அங்கே,там
625,dorthin::ADV,அவ்விடத்திற்கு,туда
626,geradeaus::ADV,முன்னாலிருக்கும்,прямо
627,vorwärts::ADV,முன்புறமாக,вперед
628,rückwärts::ADV,பின்னோக்கி,назад
629,zurück::ADV,பின்பக்கம்,обратно
630,unten::ADV,கீழாக,внизу
631,hinab::ADV,கீழ் நோக்கி,вниз
632,oben::ADV,மேலே,наверху
633,hinauf::ADV,மேலே,вверх
634,überall::ADV,எல்லா இடத்திலும்,везде
635,nicht::ADV,இல்லை,не
636,ein wenig::ADV,கொஞ்சம்,немного
637,kaum::ADV,அரிதாக,едва
638,sehr::ADV,மிக்க,очень
639,so::ADV,மிகவும்,так
640,noch::ADV,இப்பொழுதும்,еще
641,nur::ADV,மட்டும்,только
642,schon::ADV,ஏற்கனவே,уже
643,wieder::ADV,மறுபடியும்,опять
644,vergebens::ADV,வீண்,напрасно
645,vor::PRP,முன்,перед
646,hinter::PRP,பின்பக்கம்,за
647,hinter::PRP,பின்பக்கம்,позади
648,unter::PRP,கீழே,под
649,durch::PRP,ஊடே,сквозь
650,neben::PRP,அடுத்து,возле
651,zwischen::PRP,இடையில்,между
652,wegen::PRP,ஏனெனில்,из-за
653,dies::PRN,இது,это
654,das::PRN,அது,то
655,alles::PRN,ஒவ்வொன்றும்,все
656,ich::PRN,நான்,я
657,du::PRN,நீ,ты
658,er::PRN,அவன்,он
659,wir::PRN,நாம்,мы
660,wir::PRN,நாங்கள்,мы
661,ihr::PRN,நீங்கள்,вы
662,sie::PRN,அவர்கள்,они
663,was::FPRN,என்ன,что
664,wer::FPRN,யார்,кто
665,wo::FADV,எங்கே,где
666,wohin::FADV,எதற்கு,куда
667,wie::FADV,எப்படி,как
668,warum::FADV,ஏன்,почему
669,wieviel::FNUM,எவ்வளவு,сколько
670,eins::NUM,ஒன்று,один
671,zwei::NUM,இரண்டு,два
672,drei::NUM,மூன்று,три
673,vier::NUM,நான்கு,четыре
674,fünf::NUM,ஐந்து,пять
675,sechs::NUM,ஆறு,шесть
676,sieben::NUM,ஏழு,семь
677,acht::NUM,எட்டு,восемь
678,neun::NUM,ஒன்பது,девять
679,zehn::NUM,பத்து,десять
680,elf::NUM,பதினொன்று,одиннадцать
681,zwölf::NUM,பன்னிரண்டு,двенадцать
682,zwanzig::NUM,இருபது,двадцать
683,dreißig::NUM,முப்பது,тридцать
684,vierzig::NUM,நாற்பது,сорок
685,fünfzig::NUM,ஐமபது,пятьдесят
686,sechzig::NUM,அறுபது,шестьдесят
687,siebzig::NUM,எழுபது,семьдесят
688,achtzig::NUM,எண்பது,восемьдесят
689,neunzig::NUM,தொன்னூறு,девяносто
690,hundert::NUM,நூறு,сто
691,tausend::NUM,ஆயிரம்,тысяча
692,und::CNJ,மற்றும்,и
693,oder::CNJ,அல்லது,или
694,oder::CNJ,அல்லது,либо
695,stehen::V,நில்,стоять
696,sitzen::V,உட்கார்,сидеть
697,liegen::V,படு,лежать
698,hängen::V,தொங்கச் செய்,висеть
699,werden::V,ஆகு,стать
700,passieren::V,நிகழ்,случиться
701,beginnen::V,ஆரம்பி,начаться
702,enden::V,முடி,кончиться
