,Concept_ID,tt,sq
801,zurück::ADV,кире,prapa
802,zurück::ADV,кире,mbrapsht
803,unten::ADV,түбәндә,poshtë
804,hinab::ADV,аска,përposh
805,oben::ADV,өстә,lart
806,oben::ADV,өстә,sipër
807,oben::ADV,югарыда,lart
808,oben::ADV,югарыда,sipër
809,hinauf::ADV,өскә,lart
810,hinauf::ADV,өскә,përpjetë
811,überall::ADV,hәркайда,kudo
812,nicht::ADV,түгел,s'
813,nicht::ADV,түгел,nuk
814,ein wenig::ADV,бераз,një tis
815,kaum::ADV,көчкә,mezi
816,sehr::ADV,бик,fort
817,sehr::ADV,бик,shumë
818,so::ADV,алай,ashtu
819,so::ADV,алай,kështu
820,noch::ADV,янә,ende
821,noch::ADV,янә,akoma
822,noch::ADV,тагын,ende
823,noch::ADV,тагын,akoma
824,nur::ADV,фәкать,vetëm
825,schon::ADV,инде,tashmë
826,wieder::ADV,янә,përsëri
827,wieder::ADV,тагын,përsëri
828,vergebens::ADV,юкка,kot
829,vor::PRP,алдыннан,para
830,hinter::PRP,арттан,prapa
831,hinter::PRP,арттан,mbrapa
832,unter::PRP,астында,nën
833,durch::PRP,аша,nëpër
834,neben::PRP,тирәсендә,pranë
835,neben::PRP,тирәсендә,përbri
836,zwischen::PRP,арасында,midis
837,zwischen::PRP,арасында,ndërmjet
838,wegen::PRP,сәбәпле,për
839,dies::PRN,бу,ky
840,das::PRN,ул,ky
841,alles::PRN,һәммә,gjithçka
842,ich::PRN,мин,unë
843,du::PRN,син,ti
844,er::PRN,ул,ai
845,wir::PRN,без,ne
846,ihr::PRN,сез,ju
847,sie::PRN,ул,ata
848,was::FPRN,ни,ç'
849,was::FPRN,ни,çfarë
850,was::FPRN,нәрсә,ç'
851,was::FPRN,нәрсә,çfarë
852,wer::FPRN,кем,kush
853,wo::FADV,кайда,ku
854,wohin::FADV,кая,për ku
855,wie::FADV,ничек,si
856,warum::FADV,нигә,pse
857,warum::FADV,нигә,përse
858,wieviel::FNUM,ничә,sa
859,eins::NUM,бер,një
860,zwei::NUM,ике,dy
861,drei::NUM,өч,tre
862,vier::NUM,дүрт,katër
863,fünf::NUM,биш,pesë
864,sechs::NUM,алты,gjashtë
865,sieben::NUM,җиде,shtatë
866,acht::NUM,сигез,tetë
867,neun::NUM,тугыз,nëntë
868,zehn::NUM,ун,dhjetë
869,elf::NUM,унбер,njëmbëdhjetë
870,zwölf::NUM,унике,dymbëdhjetë
871,zwanzig::NUM,егерме,njëzet
872,dreißig::NUM,утыз,tridhjetë
873,vierzig::NUM,кырык,dyzet
874,fünfzig::NUM,илле,pesëdhjetë
875,sechzig::NUM,алтмыш,gjashtëdhjetë
876,siebzig::NUM,җитмеш,shtatëdhjetë
877,achtzig::NUM,сиксән,tetëdhjetë
878,neunzig::NUM,туксан,nëntëdhjetë
879,hundert::NUM,йөз,qind
880,tausend::NUM,мең,mijë
881,und::CNJ,вә,e
882,und::CNJ,вә,dhe
883,oder::CNJ,яки,a
884,oder::CNJ,яки,apo
885,oder::CNJ,яисә,a
886,oder::CNJ,яисә,apo
887,stehen::V,тору,rri
888,sitzen::V,утыру,rri
889,liegen::V,яту,rri shtrirë
890,hängen::V,эленү,varem
891,werden::V,булу,bëhem
892,passieren::V,булу,ndodh
893,beginnen::V,башлану,filloj
894,enden::V,бетү,përfundoj
895,wechseln::V,үзгәртү,ndërroj
896,aufgehen[Sonne]::V,чыгу,hapem
897,untergehen[Sonne]::V,бату,hyj
898,untergehen[Sonne]::V,бату,perëndoj
899,scheinen[Sonne]::V,яктырту,ndriçoj
900,donnern::V,күкрәү,gjëmoj
901,donnern::V,күкрәү,bubulloj
902,wehen::V,исү,fryj
903,strömen::V,агу,derdh
904,fließen::V,агу,rrjedh
905,sich drehen::V,бөтерелү,rrotullohem
906,schwanken::V,икеләнү,dyzoj
907,schwingen::V,тирбәлү,dridhem
908,fallen::V,егылу,bie
909,brennen::V,яну,digjem
910,rauchen::V,төтәү,nxjerr tym
911,rauchen::V,төтенләү,nxjerr tym
912,regnen::V,яву,bie shi
913,gefrieren::V,кату,ngrij
914,tauen::V,эрү,shkrij
915,tauen::V,эретү,shkrij
916,schmelzen::V,эрү,shkrij
917,schmelzen::V,эретү,shkrij
918,trocknen::V,кибү,thaj
919,sieden::V,ургылу,ziej
920,faulen::V,черү,kalbem
921,faulen::V,черү,prishem
922,verfaulen::V,черү,kalbem
923,reißen::V,өзелү,grisem
924,reißen::V,өзелү,shqyhem
925,versinken::V,бату,humboj
926,vergehen::V,авышу,kaloj
927,erscheinen::V,пәйда булу,dukem
928,verschwinden::V,югалу,zhdukem
929,verschwinden::V,юк булу,zhdukem
930,sinken::V,кимү,ulem
931,sinken::V,кайту,ulem
932,abnehmen::V,азаю,pakësohem
933,abnehmen::V,азаю,zvogëlohem
934,zunehmen::V,арту,shtohem
935,zunehmen::V,күбәю,shtohem
936,zunehmen::V,ишәю,shtohem
937,steigen::V,үсү,rritem
938,wachsen::V,үсү,rritem
939,glänzen::V,ялкылдау,vezulloj
940,funkeln::V,ялтырау,xixoj
941,funkeln::V,ялтырау,xixëlloj
942,lärmen::V,шаулау,oshtij
943,lärmen::V,шаулау,zhurmoj
944,läuten::V,шалтырату,bie
945,klingeln::V,шалтырату,i bie ziles
946,klirren::V,чылтырау,kërcëlloj
947,brausen::V,давыллау,gjëmoj
948,brausen::V,дулау,gjëmoj
949,rauschen::V,кыштырдау,fëshfërij
950,klingen::V,ишетелү,tingëlloj
951,bellen::V,өрү,leh
952,heulen::V,улау,ulërij
953,blasen::V,өрү,fryj
954,pfeifen::V,сызгырту,fishkëllej
955,schreien::V,кычкыру,bërtas
956,stöhnen::V,ыңгырашу,rënkoj
957,zittern::V,калтырау,trembem
958,zittern::V,калтырану,trembem
959,leben::V,яшәү,rroj
960,leben::V,яшәү,jetoj
961,leben::V,гомер итү,rroj
962,leben::V,гомер итү,jetoj
963,geboren werden::V,туу,lind
964,atmen::V,сулау,marr frymë
965,trinken::V,эчү,pi
966,essen::V,ашау,ha
967,schlucken::V,йоту,gëlltis
968,schlucken::V,йоту,kapërdij
969,müde werden::V,ялыгу,lodhem
970,müde werden::V,йөгенү,lodhem
971,einschlafen::V,йокыга китү,bie të fle
972,schlafen::V,йоклау,fle
973,aufwachen::V,уяну,zgjohem
974,aufstehen::V,тору,çohem
975,aufstehen::V,тору,ngrihem
976,sich erholen::V,ял алу,qetësohem
977,sich erholen::V,ял алу,shtendosem
978,sich erholen::V,истирахәт итү,qetësohem
979,sich erholen::V,истирахәт итү,shtendosem
980,krank werden::V,чирләү,bie i sëmurë
981,krank sein::V,чирләү,jam i sëmurë
982,schmerzen::V,авырту,dhemb
983,husten::V,ютәлләү,kollitem
984,genesen::V,савыгу,shërohem
985,genesen::V,сәламәтләнү,shërohem
986,sterben::V,үлү,vdes
987,sterben::V,дөнья кую,vdes
988,sterben::V,вафат булу,vdes
989,umkommen::V,үлү,vdes
990,umkommen::V,үлү,mbaroj
991,sich bewegen::V,йөрү,shkundem
992,sich rühren::V,кыймылдау,lëviz
993,sich erheben::V,басу,ngrihem
994,sich setzen::V,утыру,ulem
995,hinfallen::V,егылу,gremisem
996,laufen::V,җәяүләү,eci
997,schreiten::V,атлау,çapem
998,spazierengehen::V,йөрү,shëtis
999,spazierengehen::V,йөргенү,shëtis
1000,eilen::V,ашыгу,ngas
1001,sich beeilen::V,ашыгу,nxitoj
1002,sich beeilen::V,кызулау,nxitoj
1003,sausen::V,җилдерү,eci shpejt
1004,rennen::V,йөгерү,vrapoj
1005,springen::V,сикерү,kërcej
1006,klettern::V,үрмәләү,hipi
1007,schaukeln::V,атыну,kolovitem
1008,kriechen::V,шуышу,zvarritem
1009,kriechen::V,үрмәләү,zvarritem
1010,schwimmen::V,йөзү,notoj
1011,tauchen::V,чуму,zhytem
1012,rudern::V,ишү,vozis
1013,fahren::V,бару,shkoj
1014,fliegen::V,очу,fluturoj
1015,gehen::V,йөрү,eci
1016,gehen::V,йөрү,shkoj
1017,weggehen::V,китү,vete
1018,abfahren::V,кузгалу,nisem
1019,anhalten::V,тукталу,ndalem
1020,hineingehen::V,инү,futem
1021,eintreten::V,инү,hyj
1022,kommen::V,килү,vij
1023,ankommen::V,бару,arrij
1024,ankommen::V,бару,mbërrij
1025,zurückkommen::V,кире кайту,kthehem
1026,bleiben::V,калу,mbetem
1027,bleiben::V,калу,qëndroj
1028,warten::V,көтү,pres
1029,erwarten::V,көтү,pres
1030,suchen::V,эзләү,kërkoj
1031,finden::V,табу,gjej
1032,versuchen::V,маташу,mundohem
1033,vorbereiten::V,хәзерләү,përgatis
1034,lieben::V,сөю,dashuroj
1035,lieben::V,ярату,dashuroj
1036,mögen::V,өнәү,dua
1037,lachen::V,көлү,qesh
1038,rühren::V,дулкынландыру,mallëngjej
1039,weinen::V,елау,qaj
1040,schimpfen::V,сүгү,shaj
1041,schimpfen::V,сүгенү,shaj
1042,sich ärgern::V,ачулану,bëhem verem
1043,sich fürchten::V,курку,kam frikë
1044,sich fürchten::V,курку,frikësohem
1045,fürchten::V,калтырау,kam frikë nga
1046,fürchten::V,калтырану,kam frikë nga
1047,fliehen::V,арка бирү,arratisem
1048,flüchten::V,качу,iki
1049,sehen::V,күрү,shoh
1050,anschauen::V,карау,shikoj
1051,ansehen::V,карау,shikoj
1052,ansehen::V,күзәтү,shikoj
1053,hören::V,ишетү,dëgjoj
1054,zuhören::V,тыңлау,veshtoj
1055,probieren::V,тату,provoj
1056,riechen::V,иснәү,nuhas
1057,fühlen::V,тою,ndiej
1058,fühlen::V,сизү,ndiej
1059,scheinen::V,күренү,ndriçoj
1060,zu sehen sein::V,күренү,dukem
1061,vernehmen::V,ишетү,dëgjoj
1062,frieren::V,өшү,mërdhij
1063,frieren::V,күшегү,mërdhij
1064,tun::V,итү,bëj
1065,können::V,алу,mund
1066,wollen::V,теләү,dua
1067,wollen::V,теләү,dëshiroj
1068,anfangen::V,керешү,filloj
1069,beenden::V,бетерү,kryej
1070,beenden::V,бетерү,mbaroj
1071,beenden::V,тәмамлау,kryej
1072,beenden::V,тәмамлау,mbaroj
1073,aufhören::V,бетү,pushoj
1074,gelingen::V,уңу,më shkon mbarë
1075,geraten::V,сабышу,del
1076,öffnen::V,ачу,hap
1077,schließen::V,ябу,mbyll
1078,stellen::V,кую,vë
1079,setzen::V,утырту,vë
1080,legen::V,яткыру,vë
1081,berühren::V,тию,rrok
1082,verbinden::V,ялгау,bashkoj
1083,bedecken::V,өрту,mbuloj
1084,bedecken::V,каплау,mbuloj
1085,bedecken::V,томалау,mbuloj
1086,aufhängen::V,асу,var
1087,anzünden::V,кабызу,ndez
1088,aufheben::V,күтәрү,ngre
1089,zurücklassen::V,калдыру,lë pas
1090,verlieren::V,югалту,humb
1091,fallen lassen::V,төшерү,lëshoj
1092,machen::V,ясау,bëj
1093,machen::V,эшләү,bëj
1094,herstellen::V,ясау,prodhoj
1095,bauen::V,кору,ndërtoj
1096,reparieren::V,төзәтү,ndreq
1097,reparieren::V,төзәтү,meremetoj
1098,verbessern::V,яхшырту,përmirësoj
1099,ändern::V,үзгәртү,ndërroj
1100,graben::V,казу,gërmoj
1101,beugen::V,ию,kërrus
1102,biegen::V,бөгү,përkul
1103,drehen::V,бору,dredh
1104,drehen::V,бору,rrotulloj
1105,drehen::V,бөтерү,dredh
1106,drehen::V,бөтерү,rrotulloj
1107,wenden::V,бору,kthej
1108,umdrehen::V,түнтәрү,kthej
1109,heben::V,күтәрү,ngre
1110,hochheben::V,күтәрү,ngre
1111,ergreifen::V,эләктерү,rrëmbej
1112,halten::V,тоту,mbaj
1113,drücken::V,кысу,shtyp
1114,schieben::V,кузгату,shtyj
1115,kratzen::V,тырнау,kruaj
1116,kratzen::V,тырнау,gërvisht
1117,lecken::V,ялау,lëpij
1118,beißen::V,тешләү,kafshoj
1119,abreißen::V,өзү,shkëpus
1120,abschneiden::V,кыю,cungoj
1121,abschneiden::V,кисү,cungoj
1122,binden::V,бәйләү,lidh
1123,stecken::V,төртү,fus
1124,stecken::V,төртү,ngul
1125,stecken::V,тыгу,fus
1126,stecken::V,тыгу,ngul
1127,brechen::V,сындыру,thyej
1128,klopfen::V,шаку,trokas
1129,klopfen::V,шакылдау,trokas
1130,hauen::V,кыйнау,godas
1131,kleben::V,ябыштыру,ngjis
1132,reiben::V,ышку,fërkoj
1133,streichen::V,ягу,lyej
1134,schleifen::V,кайрау,mpreh
1135,schneiden::V,кисү,pres
1136,rütteln::V,селкетү,shkund
1137,schütteln::V,селкетү,lëkund
1138,schwenken::V,болгау,valëvit
1139,schütten::V,кою,mbush
1140,füllen::V,тутыру,mbush
1141,einwickeln::V,төрү,mbështjell
1142,tragen::V,ташу,mbaj
1143,tragen::V,ташу,mbart
1144,schleppen::V,сөйрәү,heq
1145,schleppen::V,сөйрәү,zhgërryej
1146,schleppen::V,өстерәү,heq
1147,schleppen::V,өстерәү,zhgërryej
1148,ziehen::V,тарту,tërheq
1149,aufbewahren::V,саклау,ruaj
1150,werfen::V,ыргыту,hedh
1151,fangen::V,тоту,kap
1152,packen::V,эләктерү,rrëmbej
1153,verstecken::V,яшерү,fsheh
1154,teilen::V,бүлү,ndaj
1155,schicken::V,җибәрү,dërgoj
1156,bringen::V,китерү,sjell
1157,hinzufügen::V,өстәү,shtoj
1158,bekommen::V,алу,kap
1159,erhalten::V,алу,marr
1160,nehmen::V,алу,marr
1161,wählen::V,сайлау,zgjedh
1162,auswählen::V,сайлау,përzgjedh
1163,bewahren::V,саклау,ruaj
1164,behindern::V,комачаулау,pengoj
1165,verderben::V,бозу,prish
1166,beschädigen::V,бозу,dëmtoj
1167,zerbrechen::V,вату,thyej
1168,zerreißen::V,өзү,çjerr
1169,zerreißen::V,өзү,zheloj
1170,zerreißen::V,ерту,çjerr
1171,zerreißen::V,ерту,zheloj
1172,zerstören::V,җимерү,prish
1173,zerstören::V,җимерү,shkatërroj
1174,verbrennen::V,яндыру,djeg
1175,verbrennen::V,көйдерү,djeg
1176,geben::V,бирү,jap
1177,reichen::V,тапшыру,jap
1178,schenken::V,бүләкләү,fal
1179,schenken::V,бүләкләү,dhuroj
1180,versprechen::V,вәгъдә бирү,premtoj
1181,wünschen::V,котлау,uroj
1182,loben::V,мактау,lëvdoj
1183,loben::V,мактау,lavdëroj
1184,küssen::V,үбү,puth
1185,wiegen::V,тирбәтү,tund
1186,zudecken::V,ябу,mbuloj
1187,zudecken::V,бөркәү,mbuloj
1188,wecken::V,уяту,zgjoj
1189,zeigen::V,күрсәтү,dëftej
1190,führen::V,йөртү,çoj
1191,lehren::V,өйрәтү,arsej
1192,unterrichten::V,укыту,arsimoj
1193,aufziehen::V,асрау,rris
1194,leiten::V,җитәкләү,udhëheq
1195,antreiben::V,куалау,nxis
1196,antreiben::V,әйдәләү,nxis
1197,antreiben::V,ашыктыру,nxis
1198,lassen::V,мәҗбүр итү,detyroj
1199,einladen::V,чакыру,ftoj
1200,vereinigen::V,берләштерү,bashkoj
1201,besuchen::V,керешү,vizitoj
1202,treffen::V,очрату,ndesh
1203,sich versammeln::V,җыелышу,tubohem
1204,spielen::V,уйнау,loz
1205,spielen::V,уйнау,luaj
1206,singen::V,җырлау,këndoj
1207,tanzen::V,бию,kërcej
1208,tanzen::V,бию,vallëzoj
1209,sich trennen::V,аерылу,ndahem
1210,sich trennen::V,ташлашу,ndahem
1211,verlassen::V,ташлау,braktis
1212,verlassen::V,калдыру,braktis
1213,retten::V,коткару,shpëtoj
1214,bewachen::V,каравыллау,ruaj
1215,schützen::V,ышыклау,ruaj
1216,schützen::V,ышыклау,mbroj
1217,verteidigen::V,яклау,mbroj
1218,verteidigen::V,саклау,mbroj
1219,sich schlagen::V,сугышу,zihem
1220,schießen::V,ату,shtie
1221,siegen::V,җиңү,fitoj
1222,siegen::V,җиңү,ngadhënjej
1223,ärgern::V,ачуландыру,zemëroj
1224,schlagen::V,ору,rrah
1225,schlagen::V,ору,godas
1226,schlagen::V,бәрү,rrah
1227,schlagen::V,бәрү,godas
1228,schlagen::V,тукмау,rrah
1229,schlagen::V,тукмау,godas
1230,treten::V,тибү,shtyj
1231,treten::V,тибү,shtyj më këmbë
1232,stechen::V,кадау,ther
1233,stechen::V,кадау,shpoj
1234,stoßen::V,этү,shtyj
1235,stehlen::V,урлау,vjedh
1236,stören::V,комачаулау,pengoj
1237,belästigen::V,борчу,bezdis
1238,belästigen::V,билмазалау,bezdis
1239,verbergen::V,яшерү,fsheh
1240,täuschen::V,алдату,mashtroj
1241,betrügen::V,хәрәмләшү,kobis
1242,töten::V,үтерү,vras
1243,wohnen::V,яшәү,banoj
1244,arbeiten::V,эшләү,punoj
1245,arbeiten::V,эшләү,vardoj
1246,sammeln::V,туплау,mbledh
1247,sammeln::V,туплау,grumbulloj
1248,pflücken::V,өзү,vjel
1249,pflücken::V,өзү,mbledh
1250,jagen::V,аулау,gjuaj
1251,fischen::V,балык тоту,peshkoj
1252,fischen::V,балык тоту,gjuaj peshk
1253,fassen::V,тоту,zë
1254,hüten::V,көтү,kullos
1255,treiben::V,куалау,vë përpara
1256,anbinden::V,бәйләү,lidh
1257,füttern::V,туйдыру,grazhdoj
1258,melken::V,саву,mjel
1259,hacken::V,чабу,grij
1260,gießen::V,сугару,ujis
1261,reifen::V,җитешү,piqem
1262,zubereiten::V,пешеренү,gatuaj
1263,kochen::V,пешерү,ziej
1264,kochen::V,кайнату,ziej
1265,backen::V,пешерү,pjek
1266,backen::V,пешерү,furroj
1267,braten::V,куыру,fërgoj
1268,braten::V,куыру,tiganis
1269,braten::V,кыздыру,fërgoj
1270,braten::V,кыздыру,tiganis
1271,umrühren::V,бутау,trazoj
1272,umrühren::V,болгату,trazoj
1273,stricken::V,бәйләү,thur
1274,nähen::V,тегү,qep
1275,färben::V,ману,ngjyej
1276,färben::V,ману,bojatis
1277,reinigen::V,чистарту,qëroj
1278,reinigen::V,чистарту,pastroj
1279,waschen::V,юу,laj
1280,waschen::V,юу,finjos
1281,abwischen::V,сөртү,fshij
1282,spülen::V,чайкау,kulloj
1283,fegen::V,себерү,fshij
1284,kehren::V,себерү,fshij
1285,baden::V,коену,lahem
1286,sich waschen::V,юыну,lahem
1287,ausziehen::V,чишенү,heq
1288,ausziehen::V,чишенү,zbath
1289,anziehen::V,кию,vesh
1290,anziehen::V,кию,mbath
1291,sich anziehen::V,киенү,vishem
1292,kämmen::V,тарау,kreh
1293,schmücken::V,бизәү,hijeshoj
1294,schmücken::V,бизәкләү,hijeshoj
1295,sagen::V,дию,them
1296,sagen::V,әйтү,them
1297,sprechen::V,сөйләү,flas
1298,sprechen::V,сөйләшү,flas
1299,reden::V,сөйләү,fjalos
1300,reden::V,сөйләү,fjalëtoj
1301,sich unterhalten::V,сөйләшү,bisedoj
1302,fragen::V,сорау,pyes
1303,fragen::V,сорашу,pyes
1304,bitten::V,үтенү,lus
1305,bitten::V,үтенү,lutem
1306,erzählen::V,сөйләү,rrëfej
1307,mitteilen::V,белдерү,kumtoj
1308,nennen::V,дию,quaj
1309,rufen::V,дәшү,thërras
1310,prahlen::V,мактану,mburrem
1311,prahlen::V,мактану,kapardisem
1312,prahlen::V,шапырыну,mburrem
1313,prahlen::V,шапырыну,kapardisem
1314,übersetzen::V,күчерү,përkthej
1315,denken::V,уйлау,mendoj
1316,glauben::V,инану,besoj
1317,bemerken::V,искәрү,vërej
1318,erkennen::V,тану,njoh
1319,erkennen::V,тану,shquaj
1320,begreifen::V,аңлау,marr vesh
1321,begreifen::V,төшенү,marr vesh
1322,verstehen::V,аңлау,marr vesh
1323,verstehen::V,төшенү,marr vesh
1324,lernen::V,уку,mësoj
1325,lernen::V,өйрәнү,mësoj
1326,wissen::V,белү,di
1327,sich erinnern an::V,хәтерләү,kujtoj
1328,vergessen::V,оныту,harroj
1329,messen::V,үлчәү,mas
1330,zählen::V,санау,njeh
1331,rechnen::V,исәпләү,llogaris
1332,lesen::V,уку,lexoj
1333,lesen::V,уку,këndoj
1334,malen::V,рәсем ясау,lyej
1335,malen::V,сурәт ясау,lyej
1336,malen::V,сурәтләү,lyej
1337,zeichnen::V,язу-сызу,vizatoj
1338,zeichnen::V,сурәт ясау,vizatoj
1339,schreiben::V,язу,shkruaj
1340,besitzen::V,биләү,kam
1341,kaufen::V,алу,blej
1342,verkaufen::V,сату,shes
1343,bezahlen::V,түләү,paguaj
1344,zahlen::V,түләү,paguaj
1345,beherrschen::V,ия булу,zotëroj
1346,ertragen::V,чыдау,duroj
