,Concept_ID,fi,mdf
146,Baum::N,puu,шуфта
147,Stamm::N,runko,ро́нга
148,Rinde::N,kuori,кер
149,Rinde::N,parkki,кер
150,Ast::N,oksa,морга
151,Zweig::N,haara,тарад
152,Blatt::N,lehti,лопа
153,Birke::N,koivu,ке́лу
154,Kiefer[Baum]::N,mänty,пиче
155,Kiefer[Baum]::N,petäjä,пиче
156,Weide[Baum]::N,paju,каль
157,Tanne::N,kuusi,куз
158,Horn::N,sarvi,сюра
159,Feder::N,sulka,толга
160,Feder::N,höyhen,толга
161,Fell::N,talja,кедь
162,Flügel::N,siipi,паця
163,Klaue::N,kynsi,кенже
164,Kralle::N,kynsi,кенже
165,Schwanz::N,häntä,пула
166,Schwanz::N,pyrstö,пула
167,Ei::N,muna,ал
168,Nest::N,pesä,пиза
169,Bau::N,pesä,пиза
170,Tier::N,eläin,жува́та
171,Herde::N,lauma,нал
172,Herde::N,lauma,стада
173,Kuh::N,lehmä,скал
174,Kuh::N,lehmä,тракс
175,Bulle::N,sonni,бука
176,Pferd::N,hevonen,лишме
177,Schaf::N,lammas,уча́
178,Schwein::N,sika,тува
179,Hund::N,koira,пине
180,Katze::N,kissa,катоня
181,Katze::N,kissa,аваката
182,Bär::N,karhu,офта
183,Eichhörnchen::N,orava,ур
184,Elch::N,hirvi,ся́рда
185,Fuchs::N,kettu,келазь
186,Hase::N,jänis,ну́мол
187,Maus::N,hiiri,шеер
188,Wolf::N,susi,върьгаз
189,Vogel::N,lintu,нармонь
190,Schwarm::N,parvi,ко́вол
191,Schwarm::N,parvi,ме́швеле
192,Huhn::N,kana,сараз
193,Hahn::N,kukko,а́тякш
194,Gans::N,hanhi,маци
195,Adler::N,kotka,куцькан
196,Ente::N,ankka,яксярга
197,Eule::N,pöllö,ко́рож
198,Kranich::N,kurki,ка́рга
199,Krähe::N,varis,ва́рси
200,Kuckuck::N,käki,ку́ку
201,Schwan::N,joutsen,ло́ксти
202,Fisch::N,kala,кал
203,Barsch::N,ahven,о́кунь
204,Hecht::N,hauki,щу́ка
205,Schlange[Tier]::N,käärme,куй
206,Wurm::N,mato,сукс
207,Spinne::N,hämähäkki,унжа́
208,Ameise::N,muurahainen,панжам
209,Laus::N,täi,си
210,Mücke::N,sääski,ся́ське
211,Mücke::N,hyttynen,ся́ське
212,Fliege::N,kärpänen,кару
213,Schmetterling::N,perhonen,ме́лав
214,Beere::N,marja,и́мож
215,Apfel::N,omena,марь
216,Pilz::N,sieni,панга
217,Zwiebel::N,sipuli,шурьхкя́
218,Saat::N,siemenet,видьмот
219,Korn::N,jyvä,сёра
220,Korn::N,vilja,сёра
221,Heu::N,heinä,тише
222,Schale::N,kuori,кедь
223,Grube::N,kuoppa,лотка
224,Falle::N,loukku,туфкс
225,Falle::N,loukku,кунда́ма
226,Schlinge::N,ansa,килькш
227,Spur::N,jälki,пильгоки́
228,Asche::N,tuhka,кулу
229,Dreck::N,lika,ърда́з
230,Eisen::N,rauta,кшни
231,Gold::N,kulta,ока
232,Gold::N,kulta,золота
233,Silber::N,hopea,сия́
234,Kohle::N,hiili,седь
235,Kohle::N,hiili,седьвальмя
236,Glas::N,lasi,кля́нцек
237,Lehm::N,savi,сёвонь
238,Sand::N,hiekka,шува́р
239,Mensch::N,ihminen,ломань
240,Mann::N,mies,аля
241,Mann::N,mies,цёраломань
242,Frau::N,nainen,ава
243,Kind::N,lapsi,идь
244,Kind::N,lapsi,шаба
245,Junge::N,poika,цёраня
246,Mädchen::N,tyttö,стирня́
247,Familie::N,perhe,тнал
248,Familie::N,perhe,семья
249,Großvater::N,isoisä,атя
250,Großvater::N,isoisä,щя́тя
251,Großmutter::N,isoäiti,баба
252,Eltern::N,vanhemmat,тя́дят-а́лят
253,Vater::N,isä,аля
254,Mutter::N,äiti,ава
255,Mutter::N,äiti,тядя
256,Sohn::N,poika,цёра
257,Tochter::N,tytär,стирь
258,Bruder::N,veli,дуган
259,Bruder::N,veli,пяльне
260,Schwester::N,sisko,ака
261,Schwester::N,sisko,сазор
262,Onkel::N,eno,оця
263,Onkel::N,eno,патя
264,Onkel::N,eno,щеня́
265,Onkel::N,setä,оця
266,Onkel::N,setä,патя
267,Onkel::N,setä,щеня́
268,Tante::N,täti,ака
269,Tante::N,täti,щака
270,Ehemann::N,mies,мирде
271,Ehemann::N,aviomies,мирде
272,Ehefrau::N,vaimo,ърьвя́
273,Ehefrau::N,aviovaimo,ърьвя́
274,Freude::N,ilo,ке́нярдема
275,Freude::N,riemu,ке́нярдема
276,Gelächter::N,nauru,рахсема
277,Glück::N,onni,паваз
278,Kummer::N,suru,ризф
279,Kummer::N,suru,пичефкс
280,Kummer::N,murhe,ризф
281,Kummer::N,murhe,пичефкс
282,Wunsch::N,toive,мяль
283,Wunsch::N,toive,таколдома
284,Wunsch::N,toivomus,мяль
285,Wunsch::N,toivomus,таколдома
286,Lust::N,himo,таколдома
287,Geist::N,henki,вайме
288,Gedanke::N,aate,мяль
289,Gedanke::N,ajatus,мяль
290,Gedächtnis::N,muisti,прявий
291,Verstand::N,äly,прявий
292,Verstand::N,järki,прявий
293,Verstand::N,ymmärrys,прявий
294,Sinn::N,merkitys,ён
295,Grund::N,syy,туфта́л
296,Grund::N,peruste,туфта́л
297,Wahrheit::N,tosi,ви́де
298,Wahrheit::N,tosi,видеши́
299,Wahrheit::N,totuus,ви́де
300,Wahrheit::N,totuus,видеши́
301,Gespräch::N,puhelu,корхтама
302,Gespräch::N,keskustelu,корхтама
303,Märchen::N,satu,ёфкс
304,Erzählung::N,tarina,азкс
305,Erzählung::N,kertomus,азкс
306,Nachricht::N,tieto,куля́
307,Nachricht::N,ilmoitus,куля́
308,Neuigkeit::N,uutinen,куля́
309,Name::N,nimi,лем
310,Rätsel::N,arvoitus,со́дама ёфкс
311,Rede::N,puhe,вал
312,Rede::N,puhe,корхтама
313,Sprache::N,kieli,кяль
314,Stimme::N,ääni,вайгяль
315,Wort::N,sana,вал
316,Zeichen::N,merkki,тя́ште
317,Zeichen::N,merkki,тя́штькс
318,Ruf::N,kutsu,тердема
319,Lärm::N,melu,гайф
320,Lärm::N,melu,жалакодома
321,Lärm::N,hälinä,гайф
322,Lärm::N,hälinä,жалакодома
323,Laut::N,ääni,вайгяль
324,Ton::N,sävel,вайгяль
325,Lied::N,laulu,мора
326,Ruhe::N,lepo,сетьме
327,Ruhe::N,rauha,сетьме
328,Leute::N,väki,ломатть
329,Leute::N,ihmiset,ломатть
330,Volk::N,kansa,наро́д
331,Arbeit::N,työ,тев
332,Gast::N,vieras,и́нжи
333,Gast::N,vieras,ко́нак
334,Geschenk::N,lahja,казне
335,Spiel::N,peli,налхкома
336,Spiel::N,peli,налхксема
337,Spiel::N,leikki,налхкома
338,Spiel::N,leikki,налхксема
339,Gesellschaft::N,seura,кружок
340,Hilfe::N,apu,лездома
341,Freund::N,ystävä,я́лга
342,Kamerad::N,toveri,я́лга
343,Angelegenheit::N,asia,тев
344,Anzahl::N,lukumäärä,лувкс
345,Art::N,laji,вид
346,Stück::N,pala,пакш
347,Stück::N,kappale,пакш
348,Teil::N,osa,часть
349,Teil::N,osa,пялькс
350,Hälfte::N,puoli,пяле
351,Kreis::N,ympyrä,шаркс
352,Kreuz::N,risti,крёз
353,Linie::N,viiva,межа
354,Linie::N,viiva,китькс
355,Strich::N,piirto,межа
356,Abstand::N,väli,ётка
357,Abstand::N,väljyys,ётка
358,Entfernung::N,etäisyys,ётка
359,Gegend::N,seutu,ва́ста
360,Gegend::N,seutu,перьфпя́ль
361,Platz::N,tila,ва́ста
362,Ort::N,kohta,ва́ста
363,Ort::N,paikka,ва́ста
364,Seite::N,sivu,пяле
365,Seite::N,kylki,пяле
366,Mitte::N,keskus,кучка́
367,Mitte::N,puoliväli,кучка́
368,Gegenstand::N,kalu,веща
369,Gegenstand::N,esine,веща
370,Sache::N,asia,тев
371,Sache::N,asia,веща
372,Rand::N,ääri,пе
373,Rand::N,syrjä,пе
374,Kante::N,särmä,и́рдез
375,Ecke::N,nurkka,ужа
376,Spitze::N,terä,пря
377,Spitze::N,kärki,пря
378,Ende::N,pää,пе
379,Ende::N,perä,пе
380,Loch::N,kolo,варя
381,Loch::N,reikä,варя
382,Winkel::N,kulma,ужа
383,Muster::N,kuvio,сёрма
384,Größe::N,koko,серь
385,Größe::N,suuruus,серь
386,Länge::N,pituus,кува́лма
387,Höhe::N,korkeus,серь
388,Gewicht::N,paino,сталма
389,Menge::N,määrä,лувкс
390,Haufen::N,kasa,мар
391,Reihe::N,rivi,ряд
392,Boot::N,vene,венеж
393,Ruder::N,airo,миле
394,Schlitten::N,reki,ну́рда
395,Schlitten::N,kelkka,ну́рда
396,Ski::N,suksi,сокс
397,Lagerfeuer::N,nuotio,то́лмар
398,Last::N,kuorma,канкс
399,Last::N,kuorma,сталма
400,Gang::N,kulku,молема
401,Gang::N,käynti,молема
402,Schritt::N,askel,аськолкс
403,Norden::N,pohjoinen,якшама шире
404,Süden::N,etelä,ля́мбе ши́ре
405,Westen::N,länsi,ши валгома шире
406,Osten::N,itä,шинь стяма шире
407,Holz::N,puu,вирь
408,Holz::N,puu,шуфта
409,Brett::N,lauta,лавця
410,Platte::N,levy,плита́
411,Stütze::N,noja,неже
412,Stange::N,tanko,олга
413,Stock::N,keppi,байдек
414,Stab::N,sauva,олгоня
415,Stab::N,seiväs,олгоня
416,Rohr::N,putki,турама
417,Haus::N,talo,куд
418,Heim::N,koti,куд
419,Ofen::N,uuni,пянакуд
420,Fußboden::N,lattia,кия́кс
421,Tisch::N,pöytä,шра
422,Tisch::N,pöytä,моркш
423,Stuhl::N,tuoli,стул
424,Wiege::N,kehto,нюря́м
425,Bett::N,sänky,ацам
426,Regal::N,hylly,лавцяланга
427,Kiste::N,arkku,парга
428,Kiste::N,kirstu,парга
429,Kiste::N,laatikko,парга
430,Fenster::N,ikkuna,валмья
431,Tür::N,ovi,кенкш
432,Tor::N,portti,ортат
433,Zaun::N,aita,перяфкс
434,Dach::N,katto,кудпря
435,Leiter::N,tikkaat,куцема
436,Leiter::N,tikapuut,куцема
437,Besen::N,luuta,тяльме
438,Spaten::N,lapio,ка́йме
439,Schaufel::N,lapio,ко́поня
440,Schaufel::N,lapio,ця́рдом
441,Gabel::N,haarukka,ця́нгоня
442,Löffel::N,lusikka,куцю
443,Messer::N,veitsi,пеель
444,Nagel::N,naula,эска
445,Netz::N,verkko,
446,Haken::N,haka,кя́чказ
447,Haken::N,koukku,кя́чказ
448,Griff::N,ripa,недь
449,Griff::N,ripa,кунда́мка
450,Griff::N,kahva,недь
451,Griff::N,kahva,кунда́мка
452,Schloss::N,lukko,замо́к
453,Bild::N,kuva,карти́на
454,Figur::N,kuvio,ронга-понда
455,Puppe::N,nukke,ня́ка
456,Beutel::N,pussi,кяскав
457,Bündel::N,nippu,кярьме
458,Bündel::N,kimppu,кярьме
459,Tasche::N,laukku,кошяльня
460,Eimer::N,sanko,ве́дарка
461,Eimer::N,ämpäri,ве́дарка
462,Deckel::N,kansi,тавадкс
463,Deckel::N,kansi,вельхкс
464,Geschirr::N,astia,кядьге
465,Sack::N,säkki,кяскав
466,Tasse::N,kuppi,ша́ваня
467,Topf::N,pata,кавозь
468,Kessel::N,kattila,сргавозь
469,Essen::N,syönti,ярхцама
470,Nahrung::N,ruoka,ярхцампяль
471,Nahrung::N,ravinto,ярхцампяль
472,Speise::N,ruoka,ярхцама
473,Fleisch::N,liha,пал
474,Fleisch::N,liha,сиволь
475,Getreide::N,vilja,сёра
476,Brei::N,puuro,ям
477,Brot::N,leipä,кши
478,Scheibe::N,viipale,кочам
479,Fett::N,rasva,куя́
480,Butter::N,voi,вай
481,Öl::N,öljy,вай
482,Salz::N,suola,сал
483,Suppe::N,keitto,шонгарям
484,Suppe::N,keitto,коршампяль
485,Honig::N,hunaja,медь
486,Milch::N,maito,лофца
487,Tee::N,tee,чай
488,Leder::N,nahka,кедь
489,Wolle::N,villa,пона
490,Stoff::N,kangas,котф
491,Nadel::N,neula,салмокс
492,Faden::N,lanka,сюре
493,Knopf::N,nappi,пуня
494,Knoten::N,solmu,сюлма
495,Farbe::N,maali,архтомбяль
496,Kleidung::N,vaatteet,щам
497,Hemd::N,paita,па́нар
498,Kragen::N,kaulus,сиве
499,Ärmel::N,hiha,ожа
500,Hose::N,housut,понкст
501,Gürtel::N,vyö,каркс
502,Mütze::N,lakki,вазь
503,Schuh::N,kenkä,башма́к
504,Stiefel::N,saapas,кя́ме
505,Ring::N,sormus,суркс
506,Band::N,nauha,керькс
507,Band::N,nauha,лента
508,Kamm::N,kampa,сюрьхцем
509,Spiegel::N,peili,ванома
510,Riemen::N,hihna,шнань каркс
511,Schnur::N,naru,пикс
512,Schnur::N,naru,карькскя
513,Schnur::N,nuora,пикс
514,Schnur::N,nuora,карькскя
515,Leine::N,talutushihna,вядьме
516,Decke::N,peite,вельхкс
517,Kissen::N,tyyny,тоду
518,Kissen::N,pielus,тоду
519,Tuch::N,huivi,руця́
520,Handtuch::N,pyyheliina,на́рдама
521,Kraft::N,väki,вий
522,Kraft::N,voima,вий
523,Stärke::N,vahvuus,вииши
524,Gesundheit::N,terveys,шумбраши́
525,Krankheit::N,tauti,урма́
526,Krankheit::N,tauti,сярядема
527,Krankheit::N,sairaus,урма́
528,Krankheit::N,sairaus,сярядема
529,Schmerz::N,kipu,маряма
530,Schmerz::N,särky,маряма
531,Wunde::N,haava,керф
532,Fieber::N,kuume,маштыкс
533,Arznei::N,lääke,надо́бья
534,Arznei::N,lääke,пъчка́фтома
535,Brücke::N,silta,седь
536,Brunnen::N,kaivo,эши
537,Weide::N,laidun,ванома васта
538,Pfad::N,polku,ян
539,Pfad::N,polku,киня́
540,Weg::N,tie,ки
541,Straße::N,katu,ки
542,Dorf::N,kylä,веле
543,Stadt::N,kaupunki,ош
544,Brief::N,kirje,сёрма
545,Buch::N,kirja,книга
546,Buchstabe::N,kirjain,бу́ква
547,Zeitung::N,lehti,газе́та
548,Zeitung::N,sanomalehti,газе́та
549,Leben::N,elo,эряф
550,Leben::N,elo,эряма
551,Leben::N,elämä,эряф
552,Leben::N,elämä,эряма
553,Tod::N,kuolema,кулома́
554,Grab::N,hauta,калма
555,Kirche::N,kirkko,це́рькав
556,Sünde::N,synti,пежеть
557,Sünde::N,synti,муворкс
558,Gott::N,jumala,шкай
559,Arbeiter::N,työläinen,трудендай
560,Arbeiter::N,työläinen,работник
561,Chef::N,päällikkö,азор
562,Chef::N,päällikkö,оцюня
563,Meister::N,mestari,мастяр
564,Arzt::N,lääkäri,врач
565,Arzt::N,lääkäri,доктор
566,Lehrer::N,opettaja,учи́тель
567,Geld::N,raha,ярмакт
568,Geschäft::N,liike,ладяфкс
569,Geschäft::N,liike,ладяф тев
570,Laden::N,puoti,ла́вка
571,Laden::N,kauppa,ла́вка
572,Preis::N,hinta,питне
573,Ware::N,tavara,миф
574,Ware::N,tavara,ра́маф
575,Nutzen::N,hyöty,пара
576,Nutzen::N,hyöty,лезкс
577,Reichtum::N,rikkaus,ко́зяши
578,Welt::N,maailma,свет
579,Land::N,maa,мастор
580,Staat::N,valtio,государства
581,König::N,kuningas,король
582,Macht::N,mahti,азорондама
583,Macht::N,mahti,азорксши
584,Grenze::N,raja,ёткаян
585,Krieg::N,sota,война́
586,Feind::N,vihollinen,душман
587,Feind::N,vihollinen,каршек тюри
588,Gewalt::N,väkivalta,наругама
589,Kampf::N,taistelu,тюрема́
590,Bogen[Waffe]::N,jousi,нал
591,Pfeil::N,nuoli,нал
592,Gewehr::N,kivääri,винто́вка
593,Fehler::N,vika,эльбядькс
594,Fehler::N,virhe,эльбядькс
595,Lüge::N,valhe,васькафнема
596,Schaden::N,vaurio,зия́н
597,Schaden::N,vahinko,зия́н
598,Unglück::N,vahinko,зия́н
599,Unglück::N,onnettomuus,зия́н
600,Schuld::N,syy,муворши
601,Alter::N,ikä,эряф кизот
602,Alter::N,ikä,эряфонь пинге
603,Schluss::N,loppu,пе
604,Zeit::N,aika,пинге
605,Tag::N,päivä,ши
606,Morgen::N,aamu,шобдава
607,Morgen::N,huomen,шобдава
608,Mittag::N,keskipäivä,шикучка
609,Abend::N,ilta,иля́дь
610,Nacht::N,yö,ве
611,Woche::N,viikko,недя́ля
612,Monat::N,kuukausi,ков
613,Jahr::N,vuosi,киза
614,Frühling::N,kevät,тунда́
615,Sommer::N,kesä,киза
616,Herbst::N,syksy,сёксе
617,Winter::N,talvi,тяла
618,Januar::N,tammikuu,кельмеков
619,Februar::N,helmikuu,уфайков
620,März::N,maaliskuu,марайков
621,April::N,huhtikuu,шудиков
622,Mai::N,toukokuu,панжиков
623,Juni::N,kesäkuu,лямбеков
624,Juli::N,heinäkuu,псиков
625,August::N,elokuu,сёроньков
626,September::N,syyskuu,тюжягов
627,Oktober::N,lokakuu,кельмазаков
628,November::N,marraskuu,эйндамков
629,Dezember::N,joulukuu,кучкаков
630,Montag::N,maanantai,одговши
631,Dienstag::N,tiistai,ша́вши
632,Mittwoch::N,keskiviikko,вержи
633,Donnerstag::N,torstai,шува́ланя
634,Freitag::N,perjantai,пя́денця
635,Samstag::N,lauantai,ёткши
636,Sonntag::N,sunnuntai,таргоши
637,groß::A,iso,оцю
638,groß::A,suuri,оцю
639,klein::A,pieni,ёмла
640,lang::A,pitkä,кува́ка
641,kurz::A,lyhyt,нюрьхкя́ня
642,breit::A,leveä,кели
643,schmal::A,kapea,тяйня
644,dicht::A,taaja,сиде
645,dicht::A,taaja,туста
646,dick[Gegenstand]::A,paksu,эчке
647,dünn::A,ohut,шува́ня
648,fein::A,hieno,шува́ня
649,fest::A,luja,кеме
650,flach::A,litteä,лапш
651,flach::A,tasainen,лапш
652,glatt::A,sileä,вадяв
653,glatt::A,sileä,такор
654,glatt::A,siloinen,вадяв
655,glatt::A,siloinen,такор
656,hart::A,kova,калгода
657,weich::A,pehmeä,ляпе
658,rund::A,pyöreä,кру́глай
659,spitz::A,terävä,ботаз
660,spitz::A,terävä,оржа
661,scharf::A,terävä,оржа
662,stumpf::A,tylsä,ношка
663,schwer::A,raskas,стака
664,schwer::A,painava,стака
665,schön::A,kaunis,мазы
666,heiß::A,kuuma,пси
667,warm::A,lämmin,лямбе
668,kalt::A,kylmä,кельме
669,kalt::A,viluinen,кельме
670,kühl::A,viileä,эше
671,frisch::A,tuore,свежай
672,feucht::A,kostea,летьке
673,nass::A,märkä,начка
674,trocken::A,kuiva,коське
675,voll::A,täysi,пяшксе
676,leer::A,tyhjä,шава
677,offen::A,avonainen,панжада
678,offen::A,avonainen,виде
679,geschlossen::A,suljettu,пякстаф
680,geschlossen::A,suljettu,сёлгф
681,sauber::A,puhdas,ару
682,schmutzig::A,likainen,рда́зу
683,schmutzig::A,likainen,пя́ндра
684,roh::A,raaka,верок
685,reif::A,kypsä,ке́нерьф
686,lecker::A,herkullinen,танцти
687,süß::A,makea,ламбама
688,bitter::A,karvas,сяпи
689,bitter::A,kitkerä,сяпи
690,sauer::A,hapan,шапама
691,hell::A,kirkas,валда
692,hell::A,valoisa,валда
693,dunkel::A,pimeä,шобда
694,schwarz::A,musta,равжа
695,weiß::A,valkea,акша
696,rot::A,punainen,якстерь
697,gelb::A,keltainen,тюжя́
698,blau::A,sininen,сенем
699,grün::A,vihreä,пиже
700,grün::A,vihreä,сянгяря
701,grau::A,harmaa,уле
702,bunt::A,kirjava,сёрмав
703,billig::A,halpa,у́цез
704,billig::A,halpa,аф пи́тни
705,billig::A,huokea,у́цез
706,billig::A,huokea,аф пи́тни
707,teuer::A,kallis,пи́тни
708,wertvoll::A,arvokas,питни
709,blind::A,sokea,сокор
710,taub::A,kuuro,пярав
711,kräftig::A,väkevä,пяк вии
712,kräftig::A,voimakas,пяк вии
713,stark::A,vahva,вии
714,schwach::A,heikko,лафча
715,fett::A,lihava,куя́
716,schlank::A,hoikka,виде ронга
717,schlank::A,solakka,виде ронга
718,hübsch::A,soma,мазы
719,hübsch::A,sievä,мазы
720,böse::A,paha,кяжи
721,böse::A,häijy,кяжи
722,dumm::A,tyhmä,аф ёню
723,dumm::A,tyhmä,шава пря
724,dumm::A,typerä,аф ёню
725,dumm::A,typerä,шава пря
726,faul::A,laiska,нола
727,fleißig::A,ahkera,ку́лхцонды
728,geizig::A,saita,кирьжя
729,geizig::A,saita,жаднай
730,klug::A,älykäs,ёню
731,klug::A,älykäs,пря́ви
732,geschickt::A,taitava,маштозь тиф
733,lieb::A,rakas,цебярь
734,lustig::A,hauska,ра́хси
735,lustig::A,iloinen,ра́хси
736,sanft::A,lauha,сетьме
737,sanft::A,lempeä,сетьме
738,hungrig::A,nälkäinen,вача
739,hungrig::A,nälkäinen,вачеда
740,krank::A,sairas,сяряди
741,nackt::A,alaston,штада
742,nackt::A,alaston,кърхтапа
743,traurig::A,surullinen,ла́жнай
744,traurig::A,murheellinen,ла́жнай
745,lebendig::A,elävä,эряй
746,gut::A,hyvä,пара
747,gut::A,hyvä,цебярь
748,schlecht::A,paha,кальдяв
749,schlecht::A,huono,кальдяв
750,richtig::A,oikea,виде
751,schlimm::A,paha,кальдяв
752,wahr::A,tosi,афкуксонь
753,alt::A,vanha,ташта
754,neu::A,uusi,од
755,ehemalig::A,entinen,и́нгольдень
756,ehemalig::A,muinainen,и́нгольдень
757,alt[Lebewesen]::A,vanha,сире
758,jung::A,nuori,од
759,arm::A,köyhä,а́шу
760,reich::A,rikas,козя
761,bekannt::A,tuttu,содаф
762,bekannt::A,tunnettu,содаф
763,berühmt::A,kuuluisa,содавикс
764,fremd::A,vieras,лия
765,fremd::A,vieras,аф содаф
766,verschieden::A,eri,аф фкя ла́цонь
767,verschieden::A,erilainen,аф фкя ла́цонь
768,nah::A,läheinen,мала
769,nah::A,läheinen,аф ичкоздень
770,fern::A,etäinen,и́чкоздень
771,fern::A,etäinen,куна́рдонь
772,linker::A,vasen,кержи
773,rechter::A,oikea,види
774,anderer::A,muu,лия
775,anderer::A,toinen,лия
776,erster::A,ensimmäinen,васенце
777,zweiter::A,toinen,омбоце
778,dritter::A,kolmas,колмоце
779,letzter::A,viimeinen,ме́кольце
780,allein::ADV,yksin,ськамонза
781,auf einmal::ADV,yhdellä kertaa,вихцок
782,zusammen::ADV,yhdessä,марс
783,zusammen::ADV,yhdessä,ма́рса
784,lange::ADV,kauan,кува́тьс
785,lange::ADV,pitkään,кува́тьс
786,plötzlich::ADV,äkkiä,а́пак учт
787,sofort::ADV,heti,тяникиге
788,später::ADV,myöhemmin,ме́ле
789,jetzt::ADV,nyt,тяни
790,heute::ADV,tänään,тячи
791,morgen::ADV,huomenna,ва́нды
792,bald::ADV,pian,курок
793,dann::ADV,sitten,меле
