,Concept_ID,cs,da
852,glänzen::V,lesknout se,glinse
853,funkeln::V,jiskřit se,tindre
854,lärmen::V,dělat hluk,larme
855,läuten::V,zvonit,ringe
856,klingeln::V,zvonit,ringe
857,klirren::V,řinčet,klirre
858,brausen::V,hučet,bruse
859,rauschen::V,šumět,suse
860,klingen::V,znít,lyde
861,klingen::V,znít,klinge
862,bellen::V,štěkat,gø
863,heulen::V,výt,hyle
864,blasen::V,foukat,blæse
865,pfeifen::V,pískat,fløjte
866,schreien::V,křičet,skrige
867,stöhnen::V,sténat,stønne
868,zittern::V,třást se,dirre
869,zittern::V,třást se,skælve
870,leben::V,žít,leve
871,geboren werden::V,rodit se,fødes
872,atmen::V,dýchat,ånde
873,trinken::V,pít,drikke
874,essen::V,jíst,spise
875,schlucken::V,polykat,synke
876,müde werden::V,unavit se,blive træt
877,einschlafen::V,usnout,falde i søvn
878,schlafen::V,spát,sove
879,aufwachen::V,probudit se,vågne
880,aufstehen::V,vstát,stå op
881,sich erholen::V,zotavovat se,komme sig
882,krank werden::V,onemocnět,blive syg
883,krank sein::V,být nemocný,være syg
884,schmerzen::V,bolet,smerte
885,husten::V,kašlat,hoste
886,genesen::V,uzdravit se,komme sig
887,sterben::V,umřít,dø
888,umkommen::V,zahynout,omkomme
889,sich bewegen::V,pohnout se,bevæge sig
890,sich rühren::V,hnout se,røre på sig
891,sich erheben::V,zdvihnout se,rejse sig
892,sich setzen::V,posadit se,sætte sig
893,hinfallen::V,upadnout,
894,laufen::V,běžet,løbe
895,schreiten::V,kráčet,skride
896,spazierengehen::V,procházet se,gå en tur
897,eilen::V,spěchat,ile
898,sich beeilen::V,pospíšit si,skynde sig
899,sausen::V,fičet,suse
900,rennen::V,pádit,løbe
901,rennen::V,pádit,rende
902,springen::V,skákat,hoppe
903,springen::V,skákat,springe
904,klettern::V,lézt,klatre
905,klettern::V,šplhat,klatre
906,schaukeln::V,houpat,gynge
907,kriechen::V,lézt,krybe
908,kriechen::V,plazit se,krybe
909,schwimmen::V,plavat,svømme
910,tauchen::V,nořit se,dykke
911,rudern::V,veslovat,ro
912,fahren::V,jet,køre
913,fahren::V,jezdit,køre
914,fliegen::V,létat,flyve
915,gehen::V,jít,gå
916,weggehen::V,odejít,gå bort
917,abfahren::V,odjet,køre bort
918,anhalten::V,zastavit se,standse
919,hineingehen::V,vcházet se,gå ind
920,eintreten::V,vstoupit,træde ind
921,kommen::V,přijít,komme
922,ankommen::V,dojít,ankomme
923,zurückkommen::V,vrátit se,komme tilbage
924,bleiben::V,zůstat,blive
925,bleiben::V,zůstat,forblive
926,warten::V,čekat,vente
927,erwarten::V,čekat na,vente
928,erwarten::V,čekat na,afvente
929,suchen::V,hledat,søge
930,finden::V,najít,finde
931,versuchen::V,zkoušet,forsøge
932,vorbereiten::V,připravit,forberede
933,lieben::V,milovat,elske
934,mögen::V,mít rád,holde af
935,mögen::V,mít rád,kunne lide
936,lachen::V,smát se,le
937,rühren::V,dojmout,røre
938,weinen::V,plakat,græde
939,schimpfen::V,nadávat,skænde
940,sich ärgern::V,pohoršit se,ærgre sig
941,sich fürchten::V,bát se,være bange
942,fürchten::V,bát se,være bange for
943,fliehen::V,utéct,flygte
944,flüchten::V,prchnout,flygte
945,sehen::V,vidět,se
946,anschauen::V,podívat se na,se på
947,anschauen::V,podívat se na,betragte
948,ansehen::V,sledovat,anse
949,hören::V,slyšet,høre
950,zuhören::V,poslouchat,høre til
951,probieren::V,ochutnávat,smage
952,probieren::V,ochutnávat,smage på
953,riechen::V,cítit,lugte
954,fühlen::V,cítit,føle
955,scheinen::V,zdát se,synes
956,zu sehen sein::V,moci být viděn,synes
957,vernehmen::V,uslyšet,erfare
958,frieren::V,mrznout,fryse
959,tun::V,dělat,gøre
960,können::V,moct,kunne
961,wollen::V,chtít,ville
962,anfangen::V,začít,begynde
963,beenden::V,ukončit,afslutte
964,aufhören::V,přestat,ophøre
965,aufhören::V,přestat,holde op
966,gelingen::V,podařit se,lykkes
967,geraten::V,dařit se,blive
968,öffnen::V,otevřít,åbne
969,schließen::V,zavřít,lukke
970,stellen::V,postavit,stille
971,setzen::V,posadit,sætte
972,legen::V,klást,lægge
973,legen::V,položit,lægge
974,berühren::V,dotýkat se,berøre
975,verbinden::V,spojit,forbinde
976,bedecken::V,pokrýt,dække
977,bedecken::V,pokrýt,bedække
978,aufhängen::V,oběsit,hænge
979,aufhängen::V,oběsit,hænge op
980,aufhängen::V,pověsit,hænge
981,aufhängen::V,pověsit,hænge op
982,anzünden::V,zapálit,tænde
983,anzünden::V,zapálit,antænde
984,anzünden::V,podpálit,tænde
985,anzünden::V,podpálit,antænde
986,aufheben::V,zvednout,løfte
987,aufheben::V,zvednout,tage op
988,aufheben::V,zdvihnout,løfte
989,aufheben::V,zdvihnout,tage op
990,zurücklassen::V,zanechat,lade tilbage
991,verlieren::V,ztratit,miste
992,fallen lassen::V,upustit,tabe
993,fallen lassen::V,upustit,droppe
994,machen::V,udělat,gøre
995,herstellen::V,vyrobit,fremstille
996,bauen::V,stavět,bygge
997,bauen::V,budovat,bygge
998,reparieren::V,opravit,reparere
999,verbessern::V,zlepšit,rette
1000,verbessern::V,zlepšit,forbedre
1001,ändern::V,změnit,ændre
1002,graben::V,rýt,grave
1003,graben::V,kopat,grave
1004,beugen::V,ohnout,bøje
1005,biegen::V,ohnout,bøje
1006,drehen::V,točit,dreje
1007,wenden::V,obrátit,vende
1008,umdrehen::V,obrátit,dreje om
1009,heben::V,zdvihnout,hæve
1010,hochheben::V,zvednout,løfte
1011,ergreifen::V,chopit se,gribe fat i
1012,halten::V,držet,holde
1013,drücken::V,stisknout,trykke
1014,schieben::V,posouvat,skyde
1015,schieben::V,posouvat,skubbe
1016,kratzen::V,škrábat,klø
1017,kratzen::V,škrábat,kradse
1018,lecken::V,lízat,slikke
1019,beißen::V,kousat,bide
1020,abreißen::V,utrhat,rive af
1021,abreißen::V,odtrhat,rive af
1022,abschneiden::V,uřezat,skære af
1023,abschneiden::V,ukrojit,skære af
1024,binden::V,přivázat,binde
1025,stecken::V,strčit,stikke
1026,brechen::V,lomit,brække
1027,klopfen::V,ťukat,banke
1028,klopfen::V,klepat,banke
1029,hauen::V,bít,hugge
1030,kleben::V,lepit,klistre
1031,reiben::V,třít,gnide
1032,streichen::V,mazat,smøre
1033,schleifen::V,brousit,slibe
1034,schneiden::V,řezat,skære
1035,schneiden::V,řezat,klippe
1036,schneiden::V,střihat,skære
1037,schneiden::V,střihat,klippe
1038,rütteln::V,třást,ruske
1039,rütteln::V,otřást,ruske
1040,schütteln::V,třást,ryste
1041,schütteln::V,zatřást,ryste
1042,schwenken::V,mávat,svinge
1043,schütten::V,nasypat,hælde
1044,füllen::V,naplnit,fylde
1045,einwickeln::V,zavinout,pakke ind
1046,tragen::V,nést,bære
1047,schleppen::V,vléct,slæbe
1048,ziehen::V,tahat,trække
1049,ziehen::V,táhnout,trække
1050,aufbewahren::V,schovat,opbevare
1051,werfen::V,házet,kaste
1052,fangen::V,chytat,fange
1053,packen::V,uchvátit,gribe
1054,verstecken::V,schovat,gemme
1055,teilen::V,rozdělit,dele
1056,schicken::V,posílat,sende
1057,bringen::V,přinést,bringe
1058,hinzufügen::V,připojit,tilføje
1059,bekommen::V,dostat,få
1060,erhalten::V,uchovat,få
1061,nehmen::V,vzít,tage
1062,wählen::V,zvolit,vælge
1063,auswählen::V,vybrat,udvælge
1064,bewahren::V,uchránit,bevare
1065,behindern::V,překážet,hindre
1066,behindern::V,překážet,forhindre
1067,verderben::V,zkazit,ødelægge
1068,beschädigen::V,porušit,beskadige
1069,beschädigen::V,poškodit,beskadige
1070,zerbrechen::V,rozlámat,brække itu
1071,zerreißen::V,roztrhnout,rive itu
1072,zerstören::V,zničit,ødelægge
1073,verbrennen::V,spálit,brænde
1074,geben::V,dát,give
1075,reichen::V,podat,række
1076,schenken::V,darovat,forære
1077,versprechen::V,slíbit,love
1078,wünschen::V,přát,ønske
1079,loben::V,chválit,rose
1080,küssen::V,líbat,kysse
1081,wiegen::V,chovat,vugge
1082,wiegen::V,kolébat,vugge
1083,zudecken::V,přikrýt,dække til
1084,zudecken::V,přiklopit,dække til
1085,wecken::V,vzbudit,vække
1086,zeigen::V,ukázat,vise
1087,führen::V,vést,føre
1088,lehren::V,učit,lære
1089,unterrichten::V,vyučovat,undervise
1090,aufziehen::V,vychovat,opdrage
1091,leiten::V,vodit,lede
1092,antreiben::V,nutit,skynde på
1093,lassen::V,dát,få til at
1094,einladen::V,pozvat,indbyde
1095,einladen::V,pozvat,invitere
1096,vereinigen::V,spojit,forene
1097,besuchen::V,návštívit,besøge
1098,treffen::V,potkat,møde
1099,sich versammeln::V,shromáždit se,forsamles
1100,spielen::V,hrát,lege
1101,spielen::V,hrát,spille
1102,singen::V,zpívat,synge
1103,tanzen::V,tančit,danse
1104,sich trennen::V,rozejít se,skilles
1105,verlassen::V,opustit,forlade
1106,retten::V,zachránit,redde
1107,bewachen::V,hlídat,bevogte
1108,schützen::V,chránit,skærme
1109,schützen::V,chránit,beskytte
1110,verteidigen::V,obhájit,forsvare
1111,sich schlagen::V,bít se,slås
1112,schießen::V,střílet,skyde
1113,siegen::V,zvítězit,sejre
1114,ärgern::V,zlobit,ærgre
1115,ärgern::V,pohoršit,ærgre
1116,schlagen::V,udeřit,slå
1117,schlagen::V,praštit,slå
1118,treten::V,kopnout,sparke
1119,stechen::V,bodnout,stikke
1120,stechen::V,píchnout,stikke
1121,stoßen::V,strčit,støde
1122,stehlen::V,ukrást,stjæle
1123,stören::V,vyrušit,forstyrre
1124,belästigen::V,obtěžovat,genere
1125,belästigen::V,obtěžovat,ulejlige
1126,verbergen::V,skrýt,skjule
1127,täuschen::V,klamat,villede
1128,betrügen::V,podvést,bedrage
1129,töten::V,zabít,dræbe
1130,wohnen::V,bydlit,bo
1131,arbeiten::V,pracovat,arbejde
1132,sammeln::V,sebrat,samle
1133,pflücken::V,česat,plukke
1134,jagen::V,uhonit,jage
1135,fischen::V,chytat ryby,fiske
1136,fassen::V,ulovit,fange
1137,hüten::V,pást,vogte
1138,treiben::V,hnát,drive
1139,anbinden::V,přivázat,binde fast
1140,füttern::V,krmit,fodre
1141,melken::V,dojit,malke
1142,hacken::V,seknout,hakke
1143,gießen::V,zalít,hælde
1144,reifen::V,uzrát,modne
1145,zubereiten::V,připravit,tilberede
1146,kochen::V,vařit,koge
1147,backen::V,péct,bage
1148,braten::V,smažit,stege
1149,umrühren::V,zamíchat,røre om
1150,stricken::V,plést,strikke
1151,nähen::V,šít,sy
1152,färben::V,nabarvit,farve
1153,reinigen::V,očistit,rense
1154,reinigen::V,očistit,gøre ren
1155,waschen::V,mýt,vaske
1156,abwischen::V,utřít,tørre af
1157,spülen::V,spláchnout,skylle
1158,fegen::V,zamést,feje
1159,kehren::V,mést,feje
1160,baden::V,koupat se,bade
1161,sich waschen::V,mýt se,vaske sig
1162,ausziehen::V,svléct,tage af
1163,anziehen::V,obléct,tage på
1164,sich anziehen::V,oblékat se,klæde sig på
1165,kämmen::V,učesat,rede
1166,kämmen::V,učesat,frisere
1167,schmücken::V,ozdobit,pynte
1168,schmücken::V,ozdobit,smykke
1169,sagen::V,říct,sige
1170,sprechen::V,mluvit,snakke
1171,reden::V,hovořit,tale
1172,reden::V,hovořit,snakke
1173,sich unterhalten::V,povídat se,snakke sammen
1174,fragen::V,zeptat se,spørge
1175,bitten::V,prosit,bede
1176,erzählen::V,povídat,berette
1177,erzählen::V,povídat,fortælle
1178,mitteilen::V,sdělit,meddele
1179,mitteilen::V,oznámit,meddele
1180,nennen::V,nazvat,nævne
1181,rufen::V,volat,råbe
1182,rufen::V,zavolat,råbe
1183,prahlen::V,chlubit se,prale
1184,übersetzen::V,přeložit,oversætte
1185,denken::V,myslit,tænke
1186,glauben::V,věřit,tro
1187,bemerken::V,zpozorovat,bemærke
1188,bemerken::V,zpozorovat,lægge mærke til
1189,erkennen::V,poznat,genkende
1190,begreifen::V,pochopit,begribe
1191,verstehen::V,porozumět,forstå
1192,lernen::V,učit se,lære
1193,wissen::V,vědět,vide
1194,sich erinnern an::V,vzpomínat si na,mindes
1195,sich erinnern an::V,vzpomínat si na,huske på
1196,vergessen::V,zapomínat,glemme
1197,messen::V,měřit,måle
1198,zählen::V,spočítat,tælle
1199,rechnen::V,počítat,regne
1200,lesen::V,číst,læse
1201,malen::V,malovat,male
1202,zeichnen::V,rýsovat,tegne
1203,schreiben::V,psát,skrive
1204,besitzen::V,mít,eje
1205,besitzen::V,mít,besidde
1206,besitzen::V,vlastnit,eje
1207,besitzen::V,vlastnit,besidde
1208,kaufen::V,koupit,købe
1209,verkaufen::V,prodat,sælge
1210,bezahlen::V,zaplatit,betale
1211,zahlen::V,platit,betale
1212,beherrschen::V,ovládat,beherske
1213,ertragen::V,snést,tåle
1214,ertragen::V,snést,udholde
