,Concept_ID,ro,lbe
86,Schatten::N,umbră,ххют
87,Wetter::N,timp,гьава
88,Wetter::N,vreme,гьава
89,Nebel::N,ceață,шархь ттурлу
90,Nebel::N,negură,шархь ттурлу
91,Wolke::N,nor,ттурлу
92,Regen::N,ploaie,гъарал
93,Schnee::N,zăpadă,марххала
94,Eis::N,gheață,микӏ
95,Frost::N,ger,дяркъу
96,Frost::N,ger,замгьар
97,Kälte::N,frig,дяркъу
98,Hitze::N,arșiță,кӏиришиву
99,Hitze::N,căldură,кӏиришиву
100,Raureif::N,chiciură,сил
101,Raureif::N,chiciură,бурса
102,Regenbogen::N,curcubeu,ссурул ккуртта
103,Donner::N,tunet,къув
104,Strömung::N,curent,экьинанаву
105,Tropfen::N,picătură,кӏунтӏ
106,Schaum::N,spumă,хьама
107,Schmutz::N,murdărie,кьяркьи
108,See::N,lac,бяр
109,Sumpf::N,mlaștină,кунцӏа
110,Moor::N,bărăgan,
111,Wiese::N,fânaț,кьан
112,Wiese::N,livadă,кьан
113,Wald::N,codru,вацӏа
114,Wald::N,pădure,вацӏа
115,Hügel::N,deal,бакӏу
116,Hügel::N,movilă,бакӏу
117,Anhöhe::N,deal,
118,Anhöhe::N,ridicătură,
119,Berg::N,munte,зунтту
120,Gipfel::N,pisc,мицӏ
121,Höhle::N,peșteră,нух
122,Abhang::N,pantă,сун
123,Abhang::N,versant,сун
124,Quelle::N,izvor,дайдихьу
125,Quelle::N,izvor,бакӏ
126,Bach::N,gârlă,чӏрир нех
127,Fluss::N,râu,нех
128,Fluss::N,fluviu,нех
129,Ufer::N,mal,зума
130,Ufer::N,țărm,зума
131,Küste::N,coastă,зумаинхалу
132,Küste::N,coastă,зуманицӏалу
133,Festland::N,uscat,кьири
134,Meer::N,mare,хьхьири
135,Bucht::N,golf,
136,Insel::N,insulă,жазира
137,Blume::N,floare,тӏутӏи
138,Gras::N,iarbă,уртту
139,Wurzel::N,rădăcină,мархха
140,Baum::N,copac,мурхь
141,Baum::N,arbore,мурхь
142,Stamm::N,tulpină,ттарцӏ
143,Rinde::N,scoarță,ккамара
144,Ast::N,cracă,матӏи
145,Ast::N,creangă,матӏи
146,Zweig::N,ramură,къяртта
147,Zweig::N,creangă,къяртта
148,Blatt::N,frunză,чӏапӏи
149,Birke::N,mesteacăn,кӏялахӏи
150,Birke::N,mesteacăn,кӏялахӏилул мурхь
151,Kiefer[Baum]::N,pin,ттар
152,Kiefer[Baum]::N,pin,ттарлил мурхь
153,Weide[Baum]::N,salcie,щавщи
154,Weide[Baum]::N,răchită,щавщи
155,Tanne::N,brad,ттарлил мурхь
156,Horn::N,corn,хъи
157,Feder::N,pană,лелуххул тӏиму
158,Fell::N,piele,бурчу
159,Flügel::N,aripă,хъа
160,Flügel::N,aripă,ххурупӏайрал тӏиму
161,Klaue::N,gheară,михь
162,Kralle::N,labă,ххяппа
163,Kralle::N,gheară,ххяппа
164,Schwanz::N,coadă,магъ
165,Ei::N,ou,ккунук
166,Nest::N,cuib,кюру
167,Bau::N,bârlog,цукъуккутӏ
168,Bau::N,vizuină,цукъуккутӏ
169,Tier::N,animal,хӏайван
170,Herde::N,turmă,газу
171,Herde::N,cireadă,газу
172,Kuh::N,vacă,оьл
173,Bulle::N,taur,ниц
174,Pferd::N,cal,чу
175,Schaf::N,oaie,тта
176,Schwein::N,porc,дунгъуз
177,Hund::N,câine,ккаччи
178,Katze::N,pisică,ччиту
179,Bär::N,urs,цуша
180,Eichhörnchen::N,veveriță,бюрхттукку
181,Elch::N,elan,ниц-бюрин
182,Fuchs::N,vulpe,цулчӏа
183,Fuchs::N,vulpe,куча цулчӏа
184,Hase::N,iepure,бюрх
185,Maus::N,șoarece,кӏулу
186,Wolf::N,lup,барцӏ
187,Vogel::N,pasăre,лелуххи
188,Schwarm::N,cârd,гьухъала
189,Huhn::N,găină,аьнакӏи
190,Hahn::N,cocoș,ажари
191,Gans::N,gâscă,къаз
192,Adler::N,vultur,барзу
193,Ente::N,rață,урдак
194,Eule::N,bufniță,ису
195,Eule::N,bufniță,ччиккумяв
196,Kranich::N,cocor,кьурукь
197,Krähe::N,cioară,хъатӏу
198,Kuckuck::N,cuc,ччикку
199,Schwan::N,lebădă,урттил къаз
200,Fisch::N,pește,чавахъ
201,Barsch::N,biban,
202,Hecht::N,știucă,
203,Schlange[Tier]::N,șarpe,шатта
204,Wurm::N,vierme,кьюнукьай шатта
205,Spinne::N,păianjen,ххялцу
206,Ameise::N,furnică,митӏикьукьу
207,Laus::N,păduche,
208,Mücke::N,țânțar,мичӏак
209,Fliege::N,muscă,зимиз
210,Schmetterling::N,fluture,чӏимучӏали
211,Beere::N,boabă,хӏаллил ахъулсса
212,Apfel::N,măr,гьивч
213,Pilz::N,burete,ттуккул иис
214,Pilz::N,ciupercă,ттуккул иис
215,Zwiebel::N,ceapă,лаччул чсмусул бакӏ
216,Saat::N,semănătură,гьанна
217,Korn::N,grâu,къама
218,Heu::N,fân,ххулув
219,Schale::N,coajă,ккиртту
220,Grube::N,groapă,кӏаланг
221,Falle::N,cursă,къатӏа
222,Falle::N,capcană,къатӏа
223,Schlinge::N,laț,хӏатӏ
224,Spur::N,dâră,ша
225,Asche::N,cenușă,лах
226,Dreck::N,noroi,кьяркьи
227,Dreck::N,noroi,венп
228,Dreck::N,murdărie,кьяркьи
229,Dreck::N,murdărie,венп
230,Eisen::N,fier,мах
231,Gold::N,aur,муси
232,Silber::N,argint,арцу
233,Kohle::N,cărbune,кӏалаш
234,Kohle::N,cărbune,хъуручӏ
235,Glas::N,sticlă,пюрун
236,Lehm::N,lut,сина аьрщи
237,Lehm::N,humă,сина аьрщи
238,Sand::N,nisip,къун
239,Mensch::N,om,инсан
240,Mensch::N,persoană,инсан
241,Mann::N,om,чув
242,Mann::N,om,адимина
243,Mann::N,bărbat,чув
244,Mann::N,bărbat,адимина
245,Frau::N,femeie,щарсса
246,Frau::N,femeie,хъамитайпа
247,Kind::N,copil,чӏиви оьрчӏ
248,Junge::N,băiat,оьрчӏ
249,Junge::N,băiat,бурхьин оьрчӏ
250,Junge::N,flăcău,оьрчӏ
251,Junge::N,flăcău,бурхьин оьрчӏ
252,Mädchen::N,fată,душ
253,Familie::N,familie,кулпат
254,Großvater::N,bunic,ттатта
255,Großvater::N,bunic,ниттил ппу
256,Großvater::N,tată mare,ттатта
257,Großvater::N,tată mare,ниттил ппу
258,Großmutter::N,bunică,буттал нину
259,Großmutter::N,mamă mare,буттал нину
260,Eltern::N,părinți,нину-ппу
261,Vater::N,tată,ппу
262,Vater::N,părinte,ппу
263,Mutter::N,mamă,нину
264,Sohn::N,fiu,арс
265,Sohn::N,fecior,арс
266,Tochter::N,fiică,душ
267,Bruder::N,frate,уссу
268,Schwester::N,soră,ссу
269,Onkel::N,unchi,буттауссу
270,Tante::N,mătușă,буттал ссу
271,Ehemann::N,soț,лас
272,Ehemann::N,bărbat,лас
273,Ehefrau::N,soție,щар
274,Ehefrau::N,soție,щарсса
275,Freude::N,bucurie,шадшиву
276,Freude::N,bucurie,ххаришиву
277,Gelächter::N,râset,хъяхъаву
278,Glück::N,fericire,талихӏ
279,Kummer::N,mâhnire,дард
280,Wunsch::N,dorință,мурад
281,Wunsch::N,deziderat,мурад
282,Lust::N,poftă,гьавас
283,Lust::N,poftă,ччаву
284,Lust::N,înclinare,гьавас
285,Lust::N,înclinare,ччаву
286,Geist::N,duh,рухӏ
287,Geist::N,minte,рухӏ
288,Geist::N,suflet,рухӏ
289,Gedanke::N,gând,пикри
290,Gedanke::N,cuget,пикри
291,Gedächtnis::N,memorie,дакӏний личӏаву
292,Verstand::N,minte,аькьлу
293,Verstand::N,intelect,аькьлу
294,Sinn::N,sens,мяъна
295,Sinn::N,înțeles,мяъна
296,Grund::N,cauză,багьана
297,Grund::N,pricină,багьана
298,Wahrheit::N,adevăr,тӏайламур
299,Wahrheit::N,adevăr,хӏакьмур
300,Gespräch::N,convorbire,ихтилат
301,Gespräch::N,conversație,ихтилат
302,Märchen::N,basm,магьа
303,Märchen::N,poveste,магьа
304,Erzählung::N,poveste,хавар
305,Nachricht::N,veste,хавар
306,Neuigkeit::N,noutate,хавар
307,Neuigkeit::N,actualitate,хавар
308,Name::N,nume,цӏа
309,Rätsel::N,ghicitoare,ссигьа
310,Rede::N,discurs,гъалгъа
311,Sprache::N,limbă,маз
312,Sprache::N,limbaj,маз
313,Stimme::N,glas,чӏу
314,Stimme::N,glas,чӏукӏа
315,Wort::N,cuvânt,махъ
316,Zeichen::N,semn,лишан
317,Zeichen::N,semnal,лишан
318,Ruf::N,chemare,
319,Lärm::N,zgomot,чӏу
320,Lärm::N,tărăboi,чӏу
321,Laut::N,sunet,чӏу
322,Ton::N,ton,чӏу
323,Lied::N,cântec,балай
324,Ruhe::N,odihnă,дигьалагру
325,Ruhe::N,liniște,дигьалагру
326,Leute::N,lume,инсантал
327,Leute::N,oameni,инсантал
328,Volk::N,popor,ил
329,Volk::N,popor,халкь
330,Volk::N,națiune,ил
331,Volk::N,națiune,халкь
332,Arbeit::N,lucru,заву
333,Gast::N,musafir,хъамаличу
334,Geschenk::N,dar,бухчакарши
335,Geschenk::N,dar,лажинккакку
336,Geschenk::N,cadou,бухчакарши
337,Geschenk::N,cadou,лажинккакку
338,Spiel::N,joc,тӏуркӏу
339,Gesellschaft::N,societate,жямат
340,Gesellschaft::N,societate,ккуран
341,Hilfe::N,ajutor,кумаг
342,Freund::N,amic,дус
343,Freund::N,prieten,дус
344,Kamerad::N,tovarăș,хӏаласу
345,Angelegenheit::N,afacere,иш
346,Anzahl::N,număr,аьдад
347,Anzahl::N,cantitate,аьдад
348,Art::N,fel,жинс
349,Art::N,specie,жинс
350,Stück::N,bucată,касак
351,Teil::N,parte,бутӏа
352,Teil::N,porție,бутӏа
353,Hälfte::N,jumătate,дачӏи
354,Kreis::N,cerc,кюрщан
355,Kreuz::N,cruce,ххач
356,Linie::N,linie,щва
357,Strich::N,linie,щва
358,Strich::N,trăsătură,щва
359,Abstand::N,distanță,манзил
360,Abstand::N,depărtare,манзил
361,Entfernung::N,distanță,манзил
362,Entfernung::N,depărtare,манзил
363,Gegend::N,regiune,кӏану
364,Platz::N,loc,
365,Ort::N,loc,кӏану
366,Seite::N,latură,чул
367,Seite::N,latură,чулухалу
368,Mitte::N,centru,дя
369,Gegenstand::N,obiect,зат
370,Sache::N,lucru,зат
371,Sache::N,chestie,зат
372,Rand::N,bordură,зума
373,Kante::N,muchie,
374,Kante::N,bordură,
375,Ecke::N,colț,мурцӏу
376,Spitze::N,vârf,мицӏ
377,Spitze::N,creștet,мицӏ
378,Ende::N,capăt,зума
379,Loch::N,gaură,ккутӏ
380,Winkel::N,colț,мурцӏу
381,Muster::N,desen,накьич
382,Größe::N,mărime,
383,Länge::N,lungime,лахъишиву
384,Höhe::N,înălțime,лахъшиву
385,Gewicht::N,greutate,дуццин
386,Gewicht::N,greutate,кӏушиву
387,Menge::N,cantitate,
388,Haufen::N,grămadă,бакӏу
389,Reihe::N,șir,кьюкьа
390,Reihe::N,rând,кьюкьа
391,Boot::N,barcă,луткка
392,Boot::N,luntre,луткка
393,Ruder::N,vâslă,весло
394,Ruder::N,vâslă,чӏатӏа
395,Ruder::N,lopată,весло
396,Ruder::N,lopată,чӏатӏа
397,Schlitten::N,sanie,чана
398,Schlitten::N,sanie,санкка
399,Ski::N,schi,лижарду
400,Lagerfeuer::N,foc de tabără,къавтӏн
401,Last::N,povară,гьиву
402,Last::N,sarcină,гьиву
403,Gang::N,mers,нанаву
404,Gang::N,umblet,нанаву
405,Schritt::N,pas,ша
406,Norden::N,nord,ухссав
407,Norden::N,nord,ухссавнил чулухалу
408,Norden::N,miazănoapte,ухссав
409,Norden::N,miazănoapte,ухссавнил чулухалу
410,Süden::N,sud,кьилва
411,Süden::N,miazăzi,кьилва
412,Westen::N,apus,баргълагавал
413,Westen::N,apus,баргълагавал чул
414,Osten::N,est,баргъбуккай чулухалу
415,Osten::N,răsărit,баргъбуккай чулухалу
416,Holz::N,lemn,тӏама
417,Brett::N,scândură,тахта
418,Platte::N,placă,гъуни
419,Stütze::N,proptea,гьалакӏу
420,Stange::N,bară,къазихъ
421,Stange::N,prăjină,къазихъ
422,Stock::N,băț,ттархь
423,Stock::N,baston,ттархь
424,Stab::N,baston,ччантӏакъу
425,Stab::N,prăjină,ччантӏакъу
426,Rohr::N,tub,бургъу
427,Rohr::N,țeavă,бургъу
428,Haus::N,casă,къатта
429,Heim::N,casă,къатта
430,Heim::N,cămin,къатта
431,Ofen::N,sobă,пач
432,Fußboden::N,podea,чӏанкъатта
433,Fußboden::N,dușumea,чӏанкъатта
434,Tisch::N,masă,усттул
435,Stuhl::N,scaun,кӏану
436,Wiege::N,leagăn,оьрчӏал кӏану
437,Bett::N,pat,тах
438,Regal::N,rafturi,чӏаму
439,Kiste::N,ladă,яшикӏ
440,Kiste::N,ladă,къурши
441,Kiste::N,cutie,яшикӏ
442,Kiste::N,cutie,къурши
443,Fenster::N,fereastră,чӏавахьулу
444,Tür::N,ușă,нуз
445,Tür::N,ușă,нузкьун
446,Tor::N,poartă,къапу
447,Tor::N,poartă,дарваза
448,Zaun::N,gard,дайгьузанну
449,Dach::N,acoperiș,магъи
450,Dach::N,acoperiș,цӏиялу
451,Leiter::N,scară,чуртту
452,Besen::N,mătură,чӏатлу
453,Spaten::N,cazma,бил
454,Spaten::N,hârleț,бил
455,Schaufel::N,lopată,чӏатӏа
456,Gabel::N,furculiță,гьиссилу
457,Löffel::N,lingură,къуса
458,Messer::N,cuțit,чӏила
459,Nagel::N,cui,мяр
460,Netz::N,plasă,къери
461,Haken::N,cârlig,къича
462,Griff::N,mâner,куяму
463,Schloss::N,lacăt,кьункьула
464,Bild::N,tablou,сурат
465,Bild::N,imagine,сурат
466,Figur::N,chip,
467,Figur::N,figură,
468,Puppe::N,păpușă,ссихьу
469,Beutel::N,pungă,чантай
470,Beutel::N,săculeț,чантай
471,Bündel::N,mănunchi,гьи
472,Bündel::N,mănunchi,къар
473,Tasche::N,geantă,
474,Eimer::N,găleată,бадра
475,Deckel::N,capac,къапаза
476,Geschirr::N,vase,пюрунчӏул
477,Geschirr::N,vase,тӏахӏникӏичӏу
478,Geschirr::N,tacâmuri,пюрунчӏул
479,Geschirr::N,tacâmuri,тӏахӏникӏичӏу
480,Sack::N,sac,къап
481,Sack::N,sac,дарваг
482,Tasse::N,ceașcă,пижан
483,Tasse::N,ceașcă,пинжан
484,Tasse::N,ceașcă,инкираччатӏи
485,Tasse::N,ceașcă,цинцилттал бушкъап
486,Topf::N,oală,кӏункӏур
487,Kessel::N,cazan,чаг
488,Kessel::N,cazan,кӏункӏур
489,Kessel::N,căldare,чаг
490,Kessel::N,căldare,кӏункӏур
491,Essen::N,mâncare,дукия
492,Essen::N,mâncare,дукин
493,Nahrung::N,hrană,дукра
494,Nahrung::N,aliment,дукра
495,Speise::N,bucate,дукра
496,Speise::N,fel de bucate,дукра
497,Fleisch::N,carne,дикӏ
498,Getreide::N,cereale,къама
499,Brei::N,pireu,ккурч
500,Brot::N,pâine,ччатӏ
501,Scheibe::N,felie,парча
502,Scheibe::N,bucată,парча
503,Fett::N,untură,аьгъушиву
504,Fett::N,grăsime,аьгъушиву
505,Butter::N,unt,нагь
506,Butter::N,unt,лагаву
507,Öl::N,ulei,
508,Salz::N,sare,цӏву
509,Suppe::N,supă,накь
510,Suppe::N,ciorbă,накь
511,Honig::N,miere,ницӏ
512,Milch::N,lapte,накӏ
513,Tee::N,ceai,чяй
514,Leder::N,piele,бурчу
515,Wolle::N,lână,ппал
516,Stoff::N,stofă,янна
517,Nadel::N,ac,ххалаххи
518,Faden::N,ață,ххал
519,Knopf::N,buton,банд
520,Knoten::N,nod,къурхъ
521,Farbe::N,vopsea,сир
522,Kleidung::N,haine,янна
523,Kleidung::N,haine,лаххия
524,Kleidung::N,îmbrăcăminte,янна
525,Kleidung::N,îmbrăcăminte,лаххия
526,Hemd::N,cămașă,гьухъа
527,Kragen::N,guler,дарвач
528,Ärmel::N,mânecă,кахха
529,Hose::N,pantaloni,хӏажак
530,Gürtel::N,cordon,мухӏлу
531,Mütze::N,șapcă,кьяпа
532,Schuh::N,gheată,
533,Stiefel::N,cizmă,чакма
534,Ring::N,inel,кӏисса
535,Ring::N,verigă,кӏисса
536,Band::N,panglică,линт
537,Band::N,șiret,линт
538,Kamm::N,pieptene,ттарал
539,Spiegel::N,oglindă,дагьани
540,Riemen::N,curea,эн
541,Schnur::N,funie,хьхьа
542,Schnur::N,sfoară,хьхьа
543,Leine::N,lesă,
544,Leine::N,curea,
545,Decke::N,pătură,виргъан
546,Kissen::N,pernă,кӏаралу
547,Tuch::N,batic,карщи
548,Handtuch::N,prosop,калихьу
549,Handtuch::N,prosop,лажинлихьу
550,Handtuch::N,ștergar,калихьу
551,Handtuch::N,ștergar,лажинлихьу
552,Kraft::N,forță,эллаж
553,Kraft::N,putere,эллаж
554,Stärke::N,tărie,гуж
555,Stärke::N,vigoare,гуж
556,Gesundheit::N,sănătate,цӏуллу-сагъшиву
557,Krankheit::N,boală,къашайшиву
558,Krankheit::N,maladie,къашайшиву
559,Schmerz::N,durere,къюву
560,Wunde::N,rană,щаву
561,Fieber::N,febră,кӏиришиву
562,Arznei::N,leac,дару
563,Arznei::N,medicament,дару
564,Brücke::N,pod,ламу
565,Brücke::N,punte,ламу
566,Brunnen::N,puț,къуй
567,Weide::N,izlaz,бизантту
568,Weide::N,pășune,бизантту
569,Pfad::N,cărare,жегъир ххуллу
570,Weg::N,drum,ххуллу
571,Straße::N,cale,ххуллу
572,Straße::N,stradă,ххуллу
573,Dorf::N,sat,щар
574,Dorf::N,sat,шяравалу
575,Stadt::N,oraș,шагьру
576,Brief::N,scrisoare,чагъар
577,Buch::N,carte,лу
578,Buchstabe::N,literă,хӏарп
579,Buchstabe::N,caracter,хӏарп
580,Zeitung::N,ziar,кказит
581,Zeitung::N,gazetă,кказит
582,Leben::N,viață,оьрму
583,Tod::N,moarte,ажал
584,Tod::N,moarte,бивкӏу
585,Tod::N,moarte,ивчӏаву
586,Grab::N,groapă,гьав
587,Grab::N,mormânt,гьав
588,Kirche::N,biserică,килиса
589,Sünde::N,păcat,бунагъ
590,Gott::N,zeu,зал
591,Arbeiter::N,muncitor,зузала
592,Chef::N,șef,ялувма
593,Meister::N,meșter,усттар
594,Meister::N,maestru,усттар
595,Arzt::N,medic,хӏакин
596,Arzt::N,doctor,хӏакин
597,Lehrer::N,profesor,учитель
598,Lehrer::N,învățător,учитель
599,Geld::N,bani,арцу
600,Geld::N,parale,арцу
601,Geschäft::N,treabă,даву
602,Geschäft::N,afacere,даву
603,Laden::N,magazin,ттучан
604,Laden::N,prăvălie,ттучан
605,Preis::N,preț,багъа
606,Ware::N,marfă,хъус
607,Nutzen::N,folos,хайр
608,Nutzen::N,folos,мюнпат
609,Nutzen::N,profit,хайр
610,Nutzen::N,profit,мюнпат
611,Reichtum::N,avuție,давлат
612,Reichtum::N,avuție,аваданшиву
613,Reichtum::N,bogăție,давлат
614,Reichtum::N,bogăție,аваданшиву
615,Welt::N,lume,дуниял
616,Land::N,țară,билаят
617,Staat::N,stat,паччахӏлугъ
618,König::N,rege,
619,Macht::N,putere,власть
620,Macht::N,putință,власть
621,Grenze::N,hotar,дазу
622,Grenze::N,graniță,дазу
623,Grenze::N,frontieră,дазу
624,Krieg::N,război,дяъви
625,Feind::N,dușman,душман
626,Gewalt::N,violență,къия
627,Kampf::N,luptă,лачӏуи уккаву
628,Bogen[Waffe]::N,arc,ккуртта
629,Pfeil::N,săgeată,чӏатӏаракӏ
630,Gewehr::N,armă,ттупанг
631,Gewehr::N,pușcă,ттупанг
632,Fehler::N,eroare,гъалатӏ
633,Fehler::N,greșeală,гъалатӏ
634,Lüge::N,minciună,щялмахъ
635,Schaden::N,daună,зарал
636,Schaden::N,pagubă,зарал
637,Unglück::N,nenorocire,бала
638,Schuld::N,vină,тахсир
639,Alter::N,etate,оьрму
640,Alter::N,vârstă,оьрму
641,Schluss::N,sfârșit,ахир
642,Zeit::N,timp,чӏун
643,Zeit::N,vreme,чӏун
644,Tag::N,zi,кьини
645,Morgen::N,dimineață,кӏюрх
646,Mittag::N,prânz,ахттайн
647,Mittag::N,prânz,дяахттайн
648,Mittag::N,prânz,ахттайн чӏун
649,Mittag::N,amiază,ахттайн
650,Mittag::N,amiază,дяахттайн
651,Mittag::N,amiază,ахттайн чӏун
652,Abend::N,seară,маркӏачӏан
653,Nacht::N,noapte,хьхьу
654,Woche::N,săptămână,нюжмар
655,Monat::N,lună,барз
656,Jahr::N,an,шин
657,Frühling::N,primăvară,инт
658,Sommer::N,vară,гъи
659,Herbst::N,toamnă,ссут
660,Winter::N,iarnă,кӏи
661,Januar::N,ianuarie,цалчинмур барз
662,Februar::N,februarie,кӏилчинмур барз
663,März::N,martie,шамилчинмур барз
664,April::N,aprilie,апрель
665,April::N,aprilie,мукьилчинмур барз
666,Mai::N,mai,май
667,Mai::N,mai,ххюлчинмур барз
668,Juni::N,iunie,июнь
669,Juni::N,iunie,ряххилчинмур барз
670,Juli::N,iulie,июль
671,Juli::N,iulie,Арулчинмур барз
672,August::N,august,мяйлчинмур барз
673,September::N,septembrie,урчӏилчинмур барз
674,Oktober::N,octombrie,ацӏилчинмур барз
675,November::N,noiembrie,ацӏния цалчинмур барз
676,Dezember::N,decembrie,ацӏния кӏилчинмур барз
677,Montag::N,luni,итин
678,Montag::N,luni,итин кьини
679,Dienstag::N,marți,тталат
680,Dienstag::N,marți,тталат кьини
681,Mittwoch::N,miercuri,арвахӏ
682,Donnerstag::N,joi,хамис
683,Freitag::N,vineri,нюжмар
684,Freitag::N,vineri,нюжмар кьини
685,Samstag::N,sâmbătă,ххуллун
686,Samstag::N,sâmbătă,ххуллун кьини
687,Sonntag::N,duminică,алхӏат
688,Sonntag::N,duminică,алхӏат кьини
689,groß::A,mare,бугъарасса
690,klein::A,mic,чӏивисса
691,lang::A,lung,лахъисса
692,kurz::A,scurt,кутӏасса
693,breit::A,lat,уттасса
694,breit::A,larg,уттасса
695,schmal::A,strâmt,уттакӏюласса
696,dicht::A,des,ццунсса
697,dick[Gegenstand]::A,gros,ганзсса
698,dünn::A,subțire,кӏюласса
699,fein::A,fin,
700,fein::A,subțire,
701,fest::A,tare,цӏакьсса
702,fest::A,tare,кьянкьасса
703,fest::A,solid,цӏакьсса
704,fest::A,solid,кьянкьасса
705,flach::A,șes,баягъисса
706,flach::A,șes,цӏубакъасса
707,flach::A,șes,куртӏ дакъасса
708,flach::A,plan,баягъисса
709,flach::A,plan,цӏубакъасса
710,flach::A,plan,куртӏ дакъасса
711,glatt::A,lins,дюрчӏусса
712,hart::A,dur,кьянкьасса
713,weich::A,moale,кӏукӏлусса
714,rund::A,rotund,ккурккисса
715,rund::A,circular,ккурккисса
716,spitz::A,ascuțit,ярксса
717,spitz::A,ascuțit,дайлсса
718,spitz::A,ascuțit,мицӏ бусса
719,scharf::A,tăios,ярксса
720,scharf::A,tăios,дайлсса
721,scharf::A,tăios,мицӏ бусса
722,scharf::A,ascuțit,ярксса
723,scharf::A,ascuțit,дайлсса
724,scharf::A,ascuțit,мицӏ бусса
725,stumpf::A,tocit,къуркъасса
726,schwer::A,greu,кӏусса
727,schön::A,frumos,аьнтӏикӏасса
728,heiß::A,cald,кӏирисса
729,heiß::A,fierbinte,кӏирисса
730,warm::A,cald,гъелисса
731,warm::A,fierbinte,гъелисса
732,kalt::A,rece,дяркъусса
733,kühl::A,rece,дюхлулсса
734,kühl::A,răcoros,дюхлулсса
735,frisch::A,răcoros,цӏусса
736,frisch::A,proaspăt,цӏусса
737,feucht::A,umed,атилсса
738,feucht::A,umed,хъавтусса
739,feucht::A,jilav,атилсса
740,feucht::A,jilav,хъавтусса
741,nass::A,ud,атилсса
742,nass::A,ud,хъавтусса
743,trocken::A,sec,кьавкьсса
744,trocken::A,sec,кьакьан бувсса
745,trocken::A,uscat,кьавкьсса
746,trocken::A,uscat,кьакьан бувсса
747,voll::A,plin,бувцӏусса
748,leer::A,gol,бачӏвасса
749,offen::A,deschis,тӏивтӏусса
750,geschlossen::A,închis,лавкьусса
751,sauber::A,curat,марцӏсса
752,schmutzig::A,murdar,чапалсса
753,roh::A,crud,шакъавхьсса
754,reif::A,copt,дирсса
755,lecker::A,gustos,нахӏусса
756,lecker::A,gustos,тӏааьнсса
757,süß::A,dulce,нацӏусса
758,bitter::A,amar,кьурчӏисса
759,sauer::A,acru,туршсса
760,hell::A,clar,чаннасса
761,hell::A,luminos,чаннасса
