,Concept_ID,br,xal
783,wechseln::V,cheñch,хүврх
784,aufgehen[Sonne]::V,dirouzañ,һарх
785,scheinen[Sonne]::V,lugernañ,герлтх
786,donnern::V,taranal,күрҗңнх
787,wehen::V,c'hwezhañ,сальклх
788,strömen::V,deredek,һооҗх
789,fließen::V,redek,урсх
790,sich drehen::V,troiñ,эргх
791,schwanken::V,trantellat,дәәвлх
792,schwingen::V,froumal,нәәхлх
793,fallen::V,kouezhañ,унх
794,fallen::V,kouezhañ,киисх
795,brennen::V,deviñ,шатх
796,rauchen::V,divogedañ,ута һарһх
797,regnen::V,glavañ,орх
798,gefrieren::V,reviñ,мөстх
799,tauen::V,diskornañ,хәәлх
800,schmelzen::V,teuziñ,хәәлх
801,schmelzen::V,teuziñ,хәәлгдх
802,trocknen::V,sec'hañ,эврх
803,sieden::V,berviñ,буслх
804,faulen::V,breinañ,үмкәрх
805,verfaulen::V,breinañ,илҗрх
806,reißen::V,darnaouiñ,тасрх
807,versinken::V,sodellañ,чивх
808,vergehen::V,tremen,болх
809,erscheinen::V,donet war-wel,һарх
810,verschwinden::V,monet diwar wel,уга болх
811,sinken::V,en em izelat,татгдх
812,abnehmen::V,nebeutaat,хасгдх
813,zunehmen::V,kreskiñ,өсх
814,steigen::V,sevel,немх
815,wachsen::V,kreskiñ,өсх
816,wachsen::V,kreskiñ,урһх
817,glänzen::V,lugernañ,гилвкх
818,funkeln::V,elieniñ,цәклх
819,lärmen::V,rabotat,шууглдх
820,klirren::V,diridignat,җиңнх
821,klirren::V,sterlinkañ,җиңнх
822,brausen::V,gwegal,догшрхх
823,rauschen::V,trouzal,сарҗңнх
824,klingen::V,seniñ,ә һарх
825,bellen::V,harzhal,хуцх
826,heulen::V,yudal,уульх
827,blasen::V,c'hwezhañ,үләх
828,pfeifen::V,c'hwitellat,ишкрх
829,schreien::V,huchal,хәәкрх
830,stöhnen::V,hirvoudiñ,түңшх
831,zittern::V,krenañ,дагҗннх
832,leben::V,bevañ,бәәх
833,geboren werden::V,genel,төрх
834,atmen::V,tennañ e anal,әмсхлх
835,trinken::V,evañ,уух
836,essen::V,debriñ,идх
837,schlucken::V,lonkañ,зальгх
838,müde werden::V,skuizhañ,көшх
839,einschlafen::V,menel kousket,унтх
840,schlafen::V,kousket,нөөрсх
841,aufwachen::V,dihuniñ,серх
842,aufstehen::V,sevel,босх
843,sich erholen::V,diskuizhañ,амрх
844,krank werden::V,klañviñ,гемтх
845,krank sein::V,bezañ klañv,шалтглх
846,schmerzen::V,skourjezañ,өвдх
847,husten::V,pasaat,ханях
848,husten::V,peudal,ханях
849,genesen::V,pareañ,эдгх
850,sterben::V,mervel,үкх
851,sterben::V,mervel,өңгрх
852,umkommen::V,perisañ,үкх
853,sich bewegen::V,bouljal,көдлх
854,sich bewegen::V,bouljal,көндрх
855,sich rühren::V,fiñval,көндрх
856,sich erheben::V,sevel,босх
857,sich setzen::V,azezañ,суух
858,sich setzen::V,mont en e goazez,суух
859,hinfallen::V,kouezhañ,унх
860,hinfallen::V,kouezhañ,киисх
861,laufen::V,redek,йовх
862,schreiten::V,kerzhet,алхх
863,spazierengehen::V,pourmen,сергҗ йовх
864,eilen::V,hastañ,шулудх
865,sich beeilen::V,hastañ,адһх
866,sich beeilen::V,hastañ,шамдх
867,sausen::V,karzhañ,хурдлх
868,sausen::V,karzhañ,йир_хурдар_гүүх
869,sausen::V,karzhañ,йир_хурдар_йовх
870,rennen::V,redek,гүүх
871,springen::V,lammat,һәрәдх
872,klettern::V,krimpat,давшх
873,schaukeln::V,brañsellat,дүүдңндх
874,kriechen::V,skrampañ,мөлкх
875,schwimmen::V,neuial,усчх
876,tauchen::V,splujañ,булхх
877,rudern::V,roeñvat,хәәвдх
878,fahren::V,kas,йовх
879,fahren::V,bleniañ,йовх
880,fliegen::V,nijal,нисх
881,gehen::V,mont,йовх
882,weggehen::V,mont kuit,йовх
883,weggehen::V,mont kuit,одх
884,weggehen::V,mont kuit,һарх
885,weggehen::V,mont kuit,мөрлх
886,abfahren::V,mont kuit,мордх
887,anhalten::V,chom a-sav,зогсх
888,hineingehen::V,monet e-barzh,орх
889,eintreten::V,monet e-barzh,орх
890,kommen::V,dont,ирх
891,ankommen::V,erruout,ирх
892,zurückkommen::V,addonet,орх
893,bleiben::V,chom,бәәх
894,warten::V,gortoz,күләх
895,erwarten::V,gortoz,күләх
896,suchen::V,klask,хәәх
897,finden::V,kavout,олх
898,versuchen::V,klask,седх
899,vorbereiten::V,aozañ,белдх
900,lieben::V,karout,дурлх
901,mögen::V,karout,таассгдх
902,lachen::V,c'hoarzin,инәх
903,rühren::V,tenerañ,уйрах
904,weinen::V,gouelañ,уульх
905,schimpfen::V,krozal,харах
906,sich ärgern::V,fachañ,уурлх
907,sich ärgern::V,en em fachañ,уурлх
908,fliehen::V,tec'het,зулх
909,flüchten::V,tuzañ,орһх
910,flüchten::V,tuzañ,зулх
911,sehen::V,gwelet,үзх
912,anschauen::V,sellout ouzh,харх
913,ansehen::V,sellout ouzh,хәләх
914,ansehen::V,sellout ouzh,үзх
915,hören::V,klevet,соңсх
916,zuhören::V,selaou,соңсх
917,probieren::V,blasa,амсх
918,riechen::V,klevet,үнрчлх
919,fühlen::V,santout,медх
920,scheinen::V,diskouez bezañ,болҗ медгдх
921,scheinen::V,diskouez bezañ,миниһәр болхла
922,scheinen::V,diskouez bezañ,болад бәәх
923,zu sehen sein::V,bezañ gwelus,үзгдх
924,vernehmen::V,merzhañ,соңсх
925,frieren::V,anoued,даарх
926,tun::V,ober,кех
927,können::V,gouzout,чадх
928,wollen::V,fellout da,дурлх
929,wollen::V,kaout c'hoant da,дурлх
930,anfangen::V,kregiñ,эклх
931,beenden::V,achuiñ,дуусх
932,aufhören::V,paouez,уурх
933,öffnen::V,digeriñ,секх
934,schließen::V,serriñ,хаах
935,stellen::V,lakaat,тәвх
936,setzen::V,lakaat,суулһх
937,legen::V,lakaat,тәвх
938,berühren::V,touch,көндәх
939,verbinden::V,eren,боох
940,bedecken::V,goloiñ,хучх
941,bedecken::V,goloiñ,бүркх
942,aufhängen::V,istribilhañ,өлгх
943,anzünden::V,alumiñ,асах
944,anzünden::V,alumiñ,шатах
945,anzünden::V,c'hwezzañ,асах
946,anzünden::V,c'hwezzañ,шатах
947,aufheben::V,dastum,өөдән өргх
948,zurücklassen::V,lezel,үлдәх
949,verlieren::V,koll,геех
950,fallen lassen::V,laoskel,алдх
951,fallen lassen::V,lezel da gouezhel,алдх
952,machen::V,ober,кех
953,herstellen::V,fardañ,кех
954,bauen::V,sevel,тосхх
955,reparieren::V,adaozañ,ясх
956,verbessern::V,gwellaat,сәәрүлх
957,ändern::V,cheñch,хүврәх
958,graben::V,kleuzañ,малтх
959,beugen::V,plegañ,нуһлх
960,biegen::V,krommañ,матилһх
961,drehen::V,treiñ,эргүлх
962,wenden::V,treiñ,көмрх
963,wenden::V,treiñ,эргүлх
964,umdrehen::V,treiñ,эргүлх
965,heben::V,sevel,өргх
966,heben::V,sevel,деер өргх
967,hochheben::V,sevel,өргх
968,ergreifen::V,kemer,бәрх
969,halten::V,dalc'hen,бәрх
970,drücken::V,bountañ,шахх
971,schieben::V,poulzañ,түлкх
972,kratzen::V,skrabat,мааҗх
973,lecken::V,lipat,долах
974,beißen::V,kregiñ,хазх
975,abreißen::V,diframmañ,таслх
976,abschneiden::V,troc'hañ,тәәрх
977,binden::V,stagañ,боох
978,stecken::V,sankañ,шаах
979,stecken::V,sankañ,хатхх
980,brechen::V,darnaouiñ,хамхлх
981,klopfen::V,skoiñ,цокх
982,hauen::V,dornañ,цокх
983,kleben::V,pegañ,наах
984,reiben::V,taravat,зүлгх
985,reiben::V,trekiñ,зүлгх
986,streichen::V,toazañ,наах
987,streichen::V,toazañ,лашх
988,streichen::V,toazañ,түркх
989,schleifen::V,lemmañ,хурцлх
990,schneiden::V,troc'hañ,хәәчлх
991,rütteln::V,tordorosañ,дәәвлүлх
992,schütteln::V,hejañ,сегсрх
993,schütten::V,diskargañ,кех
994,füllen::V,kargañ,дүүргх
995,einwickeln::V,gronnañ,орах
996,tragen::V,dougen,зөөх
997,schleppen::V,stlejal,чирх
998,ziehen::V,sachañ,татх
999,aufbewahren::V,miret,хадһлх
1000,werfen::V,teuler,хайх
1001,fangen::V,tapañ,бәрх
1002,fangen::V,tapañ,хавлх
1003,packen::V,krapat,бәрх
1004,verstecken::V,kuzhat,дүрх
1005,verstecken::V,kuzhat,бултулх
1006,teilen::V,rannañ,хувах
1007,schicken::V,kas,илгәх
1008,bringen::V,degas,авч ирх
1009,hinzufügen::V,lakat ouzhpenn,немх
1010,bekommen::V,kaout,авх
1011,erhalten::V,kaout,авх 
1012,nehmen::V,kemer,авх
1013,wählen::V,choaz,шүүх
1014,auswählen::V,dibab,шүүх
1015,bewahren::V,mirout,хадһлх
1016,bewahren::V,mirout,кевтнь үлдәх
1017,bewahren::V,mirout,кевтнь бәәлһх
1018,behindern::V,diaezañ,харшлх
1019,verderben::V,lovrañ,үрәх
1020,beschädigen::V,gwallegañ,эвдх
1021,zerbrechen::V,torriñ,күүлх
1022,zerbrechen::V,torriñ,хамхлх
1023,zerreißen::V,diroegiñ,шуучх
1024,zerstören::V,distrujañ,эвдх
1025,verbrennen::V,deviñ,шатах
1026,geben::V,reiñ,өгх
1027,schenken::V,donezonañ,белглх
1028,versprechen::V,prometiñ,амлх
1029,wünschen::V,hetiñ,сә хәәх
1030,loben::V,feurmiñ,магтх
1031,küssen::V,pokat,үмсх
1032,wiegen::V,pouezañ,саатулх
1033,zudecken::V,goloiñ,бүркх
1034,wecken::V,dihuniñ,серүлх
1035,zeigen::V,diskouez,үзүлх
1036,führen::V,kas,көтлх
1037,lehren::V,deskiñ,заах
1038,lehren::V,deskiñ,сурһх
1039,unterrichten::V,kelenn,сурһх
1040,unterrichten::V,kelenn,багшлх
1041,leiten::V,bleinañ,һардх
1042,leiten::V,bleinañ,толһалх
1043,antreiben::V,poulzañ,шамдах
1044,lassen::V,leuskel,күч үзүлх
1045,einladen::V,pediñ,үрх
1046,vereinigen::V,unisañ,хамцулх
1047,besuchen::V,gweladenniñ,одх
1048,treffen::V,kejal,харһх
1049,treffen::V,ankontrañ,харһх
1050,sich versammeln::V,bodennañ,цуглрх
1051,sich versammeln::V,bodennañ,хурх
1052,spielen::V,c'hoari,наадх
1053,singen::V,kanañ,дуулх
1054,tanzen::V,dañsal,биилх
1055,sich trennen::V,dispartiañ,хаһцх
1056,verlassen::V,lezel,хайх
1057,retten::V,saveteiñ,әм аврх
1058,retten::V,saveteiñ,әәмшгәс харсх
1059,bewachen::V,mesa,харх
1060,bewachen::V,mesa,манх
1061,schützen::V,diwall,харсх
1062,verteidigen::V,difenn,харсх
1063,sich schlagen::V,lopañ,гүвдлдх
1064,siegen::V,trec'hiñ,диилх
1065,ärgern::V,hegasiñ,уурлулх
1066,schlagen::V,skeiñ,цокх
1067,schlagen::V,skeiñ,гүвдх
1068,treten::V,botaouiñ,
1069,stechen::V,pikat,хатхх
1070,stoßen::V,stokañ,түлкчкх
1071,stehlen::V,laerezh,хулхалх
1072,stören::V,direnkañ,һә болх
1073,belästigen::V,dregasiñ,амр эс өгх
1074,verbergen::V,skoachañ,нуух
1075,verbergen::V,skoachañ,бултулх
1076,täuschen::V,tromplañ,меклх
1077,betrügen::V,lorbañ,меклх
1078,betrügen::V,lorbañ,мек һарһх
1079,töten::V,lazhañ,алх
1080,wohnen::V,bezañ o chom,бәәх
1081,arbeiten::V,labourat,көдлх
1082,sammeln::V,dastum,түүх
1083,pflücken::V,kuntuilhañ,түүх
1084,pflücken::V,kuntuilhañ,хурах
1085,jagen::V,chaseal,аңнх
1086,jagen::V,chaseal,аңһучлх
1087,fischen::V,pesketa,заһс аңнх
1088,fassen::V,pakañ,бәрх
1089,hüten::V,geota,хәрүлх
1090,anbinden::V,stagañ,уйх
1091,füttern::V,boueta,теҗәх
1092,melken::V,goro,саах
1093,hacken::V,difrakal,чавчх
1094,gießen::V,dourañ,услх
1095,reifen::V,azviñ,болх
1096,reifen::V,azviñ,болвсрх
1097,zubereiten::V,keginañ,белдх
1098,kochen::V,poazhañ,чанх
1099,kochen::V,poazhañ,болһх
1100,backen::V,fritañ,болһх
1101,braten::V,rostañ,хуурх
1102,stricken::V,stammañ,өлгх
1103,nähen::V,gwriat,уйх
1104,färben::V,livañ,будх
1105,reinigen::V,naetañ,цеврлх
1106,waschen::V,gwalc'hiñ,уһах
1107,abwischen::V,torchañ,арчх
1108,spülen::V,disgwalc'hiñ,зәәлх
1109,fegen::V,skubañ,сәвүрдх
1110,kehren::V,skubañ,сәвүрдх
1111,baden::V,kouronkañ,өөмх
1112,sich waschen::V,en em walc'hiñ,уһах
1113,sich waschen::V,en em walc'hiñ,бийән уһаҗ
1114,sich anziehen::V,gwiskañ,хувцлх
1115,kämmen::V,kribat,самлх
1116,schmücken::V,kinklañ,чимх
1117,schmücken::V,kinklañ,кеерүлх
1118,sagen::V,larêt,келх
1119,sagen::V,lavaret,келх
1120,sprechen::V,komz,келх
1121,reden::V,kaozeal,күүндх
1122,reden::V,kaozeal,күр_кех
1123,sich unterhalten::V,balbotal,күүндх
1124,fragen::V,goulenn,сурх
1125,bitten::V,goulenn,эрх
1126,erzählen::V,kontañ,келх
1127,erzählen::V,kontañ,келҗ өгх
1128,mitteilen::V,kemenn,медүлх
1129,nennen::V,anviñ,нерәдх
1130,nennen::V,anviñ,нер өгх
1131,rufen::V,gelver,дуудх
1132,prahlen::V,fougeal,көөрх
1133,übersetzen::V,treiñ,орчулх
1134,denken::V,soñjal,санх
1135,glauben::V,krediñ,шүтх
1136,glauben::V,krediñ,нәәлх
1137,bemerken::V,apresevañ,темдглх
1138,erkennen::V,anavout,таньх
1139,erkennen::V,anavout,медх
1140,begreifen::V,meizañ,медх
1141,verstehen::V,kompren,соңсх
1142,lernen::V,deskiñ,сурх
1143,wissen::V,gouzout,медх
1144,sich erinnern an::V,kaout soñj e,санх
1145,vergessen::V,ankouaat,мартх
1146,messen::V,muzuliañ,кемҗәлх
1147,zählen::V,kontañ,тоолх
1148,rechnen::V,jedañ,тоолх
1149,lesen::V,lenn,умшх
1150,malen::V,livañ,зурх
1151,zeichnen::V,tresañ,зурх
1152,schreiben::V,skrivañ,бичх
1153,besitzen::V,kaout,эзлх
1154,kaufen::V,prenañ,хулдҗ авх
1155,verkaufen::V,gwerzhañ,хулдх
1156,verkaufen::V,gwerzhañ,гүүлгх
1157,bezahlen::V,paeañ,өгх
1158,zahlen::V,paeañ,өгх
1159,beherrschen::V,mestroniañ,эзлх
1160,ertragen::V,anduriñ,даах
1161,Grube::N,,нүкн
1162,Spur::N,,мөр
1163,Lehm::N,,шавр
1164,Laut::N,,ә
1165,Winkel::N,,булң
1166,Lagerfeuer::N,,костёр
1167,vergebens::ADV,,киидән
1168,untergehen[Sonne]::V,,орх
1169,untergehen[Sonne]::V,,сүүрлх
1170,läuten::V,,хоңх
1171,klingeln::V,,җиңнулх
1172,sich fürchten::V,,әәх
1173,fürchten::V,,әәх
1174,fürchten::V,,сүрдх
1175,gelingen::V,,бүтх
1176,gelingen::V,,күцәх
1177,geraten::V,,болх
1178,schwenken::V,,дайлх
1179,reichen::V,,өгх
1180,aufziehen::V,,өскәх
1181,schießen::V,,хах
1182,treiben::V,,туух
1183,umrühren::V,,самрх
1184,ausziehen::V,,тәәлх
1185,anziehen::V,,өмсх
