,Concept_ID,sl,lez
791,er::PRN,òn,гьа
792,wir::PRN,mí,чун
793,ihr::PRN,ví,куьн
794,sie::PRN,ôni,абур
795,was::FPRN,káj,вуч
796,wer::FPRN,kdó,вуж
797,wo::FADV,kjé,гьина
798,wohin::FADV,kám,гьиниз
799,wie::FADV,kakó,гьикӏ
800,warum::FADV,zakáj,вучиз
801,wieviel::FNUM,kóliko,шумуд
802,eins::NUM,êden,са
803,zwei::NUM,dvá,кьвед
804,drei::NUM,trí,пуд
805,vier::NUM,štíri,кьуд
806,fünf::NUM,pét,вад
807,sechs::NUM,šést,ругуд
808,sieben::NUM,sédem,ирид
809,acht::NUM,ósem,муьжуьд
810,neun::NUM,devét,кӏуьд
811,zehn::NUM,desét,цӏуд
812,elf::NUM,enájst,цӏусад
813,zwölf::NUM,dvánajst,цӏикьвед
814,zwanzig::NUM,dvájset,къад
815,dreißig::NUM,trídeset,къанницӏуд
816,vierzig::NUM,štírideset,яхцӏур
817,fünfzig::NUM,pétdeset,яхцӏурни цӏуд
818,sechzig::NUM,šéstdeset,пудкъад
819,siebzig::NUM,sédemdeset,пудкъанни цӏуд
820,achtzig::NUM,ósemdeset,кьудкъад
821,neunzig::NUM,devétdeset,кьудкъанни цӏуд
822,hundert::NUM,stó,виш
823,tausend::NUM,tísoč,агъзур
824,und::CNJ,in,ва
825,oder::CNJ,áli,я
826,stehen::V,státi,акъвазун
827,sitzen::V,sedéti,ацукьун
828,liegen::V,ležáti,къаткун
829,hängen::V,viséti,куьрс хьун
830,werden::V,postáti,хьун
831,passieren::V,zgodíti se,хьун
832,beginnen::V,začéti se,башламиш хьун
833,enden::V,končáti se,куьтягь хьун
834,wechseln::V,ménjati se,дегиш хьун
835,aufgehen[Sonne]::V,vzíti,экъечӏун
836,untergehen[Sonne]::V,zaíti,акӏун
837,scheinen[Sonne]::V,sijáti,ишигь гун
838,donnern::V,grméti,къукърумар авун
839,wehen::V,píhati,
840,strömen::V,líti,авахьун
841,fließen::V,têči,авахьун
842,sich drehen::V,vrtéti se,элкъуьн
843,schwanken::V,kolébati,юзун
844,schwingen::V,níhati,галтад хьун
845,fallen::V,pádati,аватун
846,brennen::V,goréti,кун
847,brennen::V,goréti,ккун
848,rauchen::V,kadíti se,
849,regnen::V,deževáti,къун
850,gefrieren::V,zmŕzniti,муркӏади кьун
851,tauen::V,tájati,цӏурун
852,schmelzen::V,kopnéti,цӏурун
853,trocknen::V,sušíti se,кьурун
854,sieden::V,kipéti,ругун
855,faulen::V,gníti,кутӏун
856,verfaulen::V,zgníti,чуьруьтмиш хьун
857,verfaulen::V,zgníti,кутӏун
858,reißen::V,tŕgati se,атӏун
859,reißen::V,tŕgati se,къазунун
860,versinken::V,pogrézniti se,батмиш хьун
861,vergehen::V,miníti,алатун
862,erscheinen::V,pojáviti se,майдандиз акъатун
863,verschwinden::V,izgíniti,квахьун
864,sinken::V,péšati,элекьун
865,abnehmen::V,pojémati,тӏимил хьун
866,abnehmen::V,pojémati,гъвечӏи хьун
867,zunehmen::V,véčati se,артух хьун
868,zunehmen::V,množíti se,артух хьун
869,steigen::V,dvígati se,хкаж хьун
870,wachsen::V,rásti,экъечӏун
871,glänzen::V,sijáti,цӏарцӏар гун
872,funkeln::V,ískriti se,нур гун
873,lärmen::V,ropotáti,ван авун
874,lärmen::V,razgrájati,ван авун
875,läuten::V,zvoníti,зенг ягъун
876,klingeln::V,zvončkljáti,зенг ягъун
877,klirren::V,žvenketáti,зигринг авун
878,brausen::V,šuméti,къати хьун
879,rauschen::V,šuštéti,вишриш авун
880,rauschen::V,šelestéti,вишриш авун
881,klingen::V,zvenéti,ван авун
882,bellen::V,lájati,элуькьун
883,heulen::V,zavíjati,къув ягъун
884,blasen::V,píhniti,уф гун
885,pfeifen::V,pískati,уьфт ягъун
886,pfeifen::V,žvížgati,уьфт ягъун
887,schreien::V,kričáti,гьараюн
888,stöhnen::V,stókati,суза авун
889,zittern::V,drgetáti,зурзун
890,leben::V,živéti,яшамиш хьун
891,geboren werden::V,rodíti se,хьун
892,atmen::V,díhati,нефес чӏугун
893,trinken::V,píti,хъун
894,essen::V,jésti,тӏуьн
895,schlucken::V,požírati,туькьуьнун
896,müde werden::V,péšati,галатун
897,müde werden::V,péšati,юргъун хьун
898,müde werden::V,utrúditi se,галатун
899,müde werden::V,utrúditi se,юргъун хьун
900,einschlafen::V,zaspáti,ксун
901,schlafen::V,spáti,ксун
902,aufwachen::V,zbudíti se,ахварай аватун
903,aufstehen::V,vstáti,къарагъун
904,sich erholen::V,oddahníti se,ял ягъун
905,krank werden::V,oboléti,кефсуз хьун
906,krank sein::V,bíti bolán,тӏа хьун
907,schmerzen::V,boléti,тӏа хьун
908,husten::V,kášljati,уьгьуь ягъун
909,genesen::V,okrévati,сагъ хъхьун
910,sterben::V,umréti,кьин
911,umkommen::V,pogíniti,терг хьун
912,sich bewegen::V,zganíti se,юзун
913,sich rühren::V,premakníti se,юзун
914,sich erheben::V,vstájati,къарагъун
915,sich erheben::V,vzdígniti se,къарагъун
916,sich setzen::V,sésti,ацукьун
917,hinfallen::V,pásti dôl,алукьун
918,laufen::V,hodíti,къекъуьн
919,schreiten::V,stópati,ккамар къачун
920,spazierengehen::V,na sprehòd íti,сейр авун
921,eilen::V,drvéti,тади авун
922,sich beeilen::V,hitéti,гьерекатун
923,sausen::V,dírkati,чкурун
924,rennen::V,dírjati,катун
925,rennen::V,dírjati,зверун
926,springen::V,skákati,хкадарун
927,klettern::V,plézati,акьахун
928,schaukeln::V,kolébati,
929,kriechen::V,pláziti se,капаралди фин
930,schwimmen::V,plávati,сирнав авун
931,tauchen::V,potápljati se,кьилихъди циз вегьин
932,rudern::V,vesláti,кьусуйралди лодка гьалун
933,rudern::V,vesláti,цуьруьгъуьлдалди кӏватӏун
934,fahren::V,vozíti se,фин
935,fahren::V,peljáti se,фин
936,fliegen::V,létati,лув гун
937,fliegen::V,létati,цавай фин
938,gehen::V,íti,фин
939,weggehen::V,odíti,хъфин
940,abfahren::V,odpeljáti se,фин
941,abfahren::V,odpeljáti se,рекье гьатун
942,anhalten::V,ustáviti se,акъвазун
943,hineingehen::V,íti nóter,гьахьун
944,eintreten::V,vstopíti,гьахьун
945,kommen::V,príti,атун
946,ankommen::V,prispéti,атун
947,ankommen::V,prihájati,атун
948,zurückkommen::V,vrníti se,хтун
949,bleiben::V,ostáti,амукьун
950,warten::V,čákati,гуьзлемишун
951,erwarten::V,pričakováti,вил алаз акъвазун
952,suchen::V,iskáti,къекъуьн
953,finden::V,nájti,жугъун
954,versuchen::V,poskúšati,алахъун
955,vorbereiten::V,pripráviti,гьазурун
956,lieben::V,ljubíti,кӏан хьун
957,mögen::V,márati,рикӏ ацукьун
958,lachen::V,smejáti se,хъуьруьн
959,rühren::V,ganíti,
960,weinen::V,jókati,шехьун
961,weinen::V,plákati,шехьун
962,schimpfen::V,psováti,сеперар гун
963,schimpfen::V,psováti,экъуьгъунар авун
964,schimpfen::V,zmérjati,сеперар гун
965,schimpfen::V,zmérjati,экъуьгъунар авун
966,sich ärgern::V,jezíti se,хъел акатун
967,sich fürchten::V,báti se,кичӏе хьун
968,fürchten::V,báti se,къурхутмиш хьун
969,fliehen::V,bežáti,катун
970,flüchten::V,pobégniti,катун
971,sehen::V,vídeti,акун
972,anschauen::V,oglédati,вил вегьин
973,ansehen::V,glédati,килигун
974,hören::V,slíšati,ван хьун
975,zuhören::V,poslúšati,яб гун
976,probieren::V,poskúšati,дад акун
977,riechen::V,dúhati,ни чӏугун
978,fühlen::V,čutíti,гьисс авун
979,scheinen::V,zdéti se,
980,zu sehen sein::V,vídeti se,
981,vernehmen::V,čúti,
982,frieren::V,zébsti,кьун
983,frieren::V,zébsti,мекьи хьун
984,tun::V,délati,авун
985,können::V,môči,хьун
986,können::V,môči,акъакьун
987,wollen::V,hotéti,кӏан хьун
988,anfangen::V,začéti,башламишун
989,beenden::V,dokončáti,куьтягьун
990,aufhören::V,prenéhati,акъвазун
991,gelingen::V,uspéti,арадал атун
992,gelingen::V,posréčiti se,арадал атун
993,geraten::V,obnêsti se,акъатун
994,öffnen::V,odpréti,ахъаюн
995,schließen::V,zapréti,акьалун
996,stellen::V,postáviti,эцигун
997,setzen::V,posadíti,ацукьарун
998,legen::V,položíti,эцигун
999,berühren::V,dotíkati se,хкӏурун
1000,verbinden::V,obvézati,гилигун
1001,bedecken::V,pokríti,кӏевун
1002,aufhängen::V,obésiti,куьрсарун
1003,anzünden::V,zažgáti,куькӏуьрун
1004,aufheben::V,vzdígniti,хкажун
1005,zurücklassen::V,zapustíti,тун
1006,verlieren::V,izgubíti,квадарун
1007,fallen lassen::V,navréči,авадрун
1008,machen::V,naredíti,авун
1009,machen::V,naredíti,кар авун
1010,machen::V,napráviti,авун
1011,machen::V,napráviti,кар авун
1012,herstellen::V,izdélati,расун
1013,bauen::V,gradíti,туькӏуьрун
1014,reparieren::V,popráviti,расун
1015,verbessern::V,izbóljšati,хъсанрун
1016,ändern::V,spremeníti,табдил авун
1017,graben::V,kopáti,эгъуьнун
1018,graben::V,grêbsti,эгъуьнун
1019,beugen::V,upogníti,акӏажарун
1020,beugen::V,upogníti,кангур авун
1021,biegen::V,zavíjati,патахъарун
1022,drehen::V,vrtéti,алчударун
1023,wenden::V,obrníti,
1024,umdrehen::V,zasúkati,элкъуьрун
1025,heben::V,dvígati,хкажун
1026,hochheben::V,privzdígniti,хкажун
1027,ergreifen::V,zgrábiti,агалчна кьун
1028,halten::V,držáti,кьун
1029,drücken::V,tiščáti,чуькьуьн
1030,schieben::V,ríniti,хуртӏ гун
1031,kratzen::V,práskati,къадгъунун
1032,lecken::V,lízati,мез гун
1033,beißen::V,grísti,кӏасун
1034,abreißen::V,odtŕgati,галудун
1035,abschneiden::V,odrézati,атӏун
1036,binden::V,vézati,
1037,stecken::V,vtakníti,сухун
1038,brechen::V,lomíti,хун
1039,brechen::V,lomíti,кукӏварун
1040,klopfen::V,tólči,тахъ-тахъ авун
1041,hauen::V,séči,ягъун
1042,kleben::V,lépiti,алкӏурун
1043,kleben::V,lépiti,кукӏурун
1044,reiben::V,tréti,тӏушунун
1045,reiben::V,dŕgniti,тӏушунун
1046,streichen::V,namázati,алтадун
1047,schleifen::V,brúsiti,кӏвенкӏв авун
1048,schneiden::V,rézati,атӏун
1049,rütteln::V,strésti,къарсурун
1050,schütteln::V,majáti,къарсурун
1051,schwenken::V,obrníti,элягъун
1052,schwenken::V,obrníti,галтадун
1053,schütten::V,sípati,цун
1054,füllen::V,napolníti,ацӏурун
1055,einwickeln::V,zavíti,кутун
1056,einwickeln::V,zavíti,элкъуьрун
1057,tragen::V,nêsti,тухун
1058,schleppen::V,vláčiti,галчӏурун
1059,ziehen::V,vléči,ялун
1060,ziehen::V,vléči,чӏугун
1061,aufbewahren::V,shranjeváti,хуьн
1062,werfen::V,lúčati,гадрун
1063,fangen::V,ujéti,кьун
1064,packen::V,prijéti,кьун
1065,verstecken::V,skríti,кӏевун
1066,teilen::V,razdelíti,паюн
1067,schicken::V,pošíljati,ракъурун
1068,bringen::V,prinêsti,гъун
1069,hinzufügen::V,pristáviti,алава авун
1070,bekommen::V,dobíti,къачун
1071,bekommen::V,dobíti,жугъурун
1072,erhalten::V,prejéti,къачун
1073,nehmen::V,vzéti,къачун
1074,wählen::V,izbírati,хкягъун
1075,auswählen::V,izbráti,хкягъун
1076,bewahren::V,ohraníti,хуьн
1077,behindern::V,ovírati,манийвал авун
1078,verderben::V,pokváriti,чӏурун
1079,beschädigen::V,poškodováti,нукьсанвал гун
1080,zerbrechen::V,razlomíti,хун
1081,zerreißen::V,raztŕgati,къазунун
1082,zerstören::V,razrúšiti,чӏурун
1083,zerstören::V,razrúšiti,барбатӏун
1084,verbrennen::V,sežgáti,ккун
1085,geben::V,dáti,гун
1086,reichen::V,séči,вугун
1087,reichen::V,séči,гун
1088,reichen::V,molíti,вугун
1089,reichen::V,molíti,гун
1090,schenken::V,podáriti,пишкеш авун
1091,versprechen::V,obljubíti,гаф гун
1092,wünschen::V,vóščiti,дуьа авун
1093,loben::V,hváliti,тариф авун
1094,küssen::V,poljubováti,темен гун
1095,wiegen::V,zíbati,эчӏягъун
1096,zudecken::V,pokríti,гьалдун
1097,wecken::V,zbudíti,ахварай авудун
1098,zeigen::V,pokázati,къалурун
1099,führen::V,vêsti,тухун
1100,lehren::V,učíti,кӏелиз тун
1101,unterrichten::V,poučeváti,тарс гун
1102,aufziehen::V,vzgojíti,тербия гун
1103,aufziehen::V,vzgojíti,тербияламишун
1104,leiten::V,uprávljati,идара авун
1105,antreiben::V,goníti,тади кутун
1106,lassen::V,povzročíti,
1107,einladen::V,povábiti,теклиф авун
1108,vereinigen::V,zdrúžiti,сад авун
1109,besuchen::V,obiskáti,кьилив атун
1110,treffen::V,pogodíti,гьалтун
1111,sich versammeln::V,zbráti se,алтӏушун
1112,spielen::V,igráti se,къугъун
1113,singen::V,péti,лугьун
1114,singen::V,péti,мани лугьун
1115,tanzen::V,plésati,кьуьл авун
1116,sich trennen::V,ločíti se,къакъатун
1117,verlassen::V,zapustíti,гъил къачун
1118,retten::V,réšiti,къутармишун
1119,bewachen::V,strážiti,хуьн
1120,schützen::V,sčítiti,хуьн
1121,verteidigen::V,braníti,хуьн
1122,sich schlagen::V,têpsti se,кукӏун
1123,schießen::V,stréljati,акъатун
1124,siegen::V,zmágati,гъалиб хьун
1125,ärgern::V,jezíti,хъел гъун
1126,ärgern::V,jezíti,хъел кутун
1127,ärgern::V,razbúriti,хъел гъун
1128,ärgern::V,razbúriti,хъел кутун
1129,schlagen::V,têpsti,ягъун
1130,schlagen::V,têpsti,галукьарун
1131,schlagen::V,udáriti,ягъун
1132,schlagen::V,udáriti,галукьарун
1133,treten::V,teptáti,кьуьл къекъягъун
1134,treten::V,teptáti,кьуьл эцягъун
1135,stechen::V,ubôsti,акьадарун
1136,stoßen::V,peháti,эцягъун
1137,stoßen::V,drégniti,эцягъун
1138,stehlen::V,ukrásti,чуьнуьхун
1139,stehlen::V,pokrásti,чуьнуьхун
1140,stören::V,motíti,хкуьрун
1141,belästigen::V,nadlegováti,хкуьрун
1142,belästigen::V,nadlegováti,азият гун
1143,verbergen::V,skríti,далдаламишун
1144,täuschen::V,slepíti,алцурарун
1145,täuschen::V,slepíti,алцуррун
1146,betrügen::V,várati,алцурарун
1147,betrügen::V,várati,гьарамзадавал авун
1148,betrügen::V,ogoljufáti,алцурарун
1149,betrügen::V,ogoljufáti,гьарамзадавал авун
1150,töten::V,ubíti,яна кьин
1151,wohnen::V,prebívati,дуланмиш хьун
1152,arbeiten::V,délati,кӏвалахун
1153,arbeiten::V,délati,кӏвалах авун
1154,sammeln::V,zbráti,кӏватӏун
1155,pflücken::V,obráti,атӏун
1156,jagen::V,lovíti,гъуьрч авун
1157,fischen::V,ribáriti,гъетер кьун
1158,fassen::V,zajéti,кьун
1159,hüten::V,pásti,чӏура хуьн
1160,treiben::V,pogánjati,гьалун
1161,anbinden::V,privézati,акалун
1162,füttern::V,kŕmiti,ем гун
1163,melken::V,mólsti,ацун
1164,hacken::V,sékati,куьткуьнун
1165,gießen::V,ulíti,яд гун
1166,reifen::V,zoréti,чурун
1167,reifen::V,zoréti,агакьун
1168,zubereiten::V,pripráviti,гьазурун
1169,kochen::V,kúhati,ругун
1170,backen::V,cvréti,чурун
1171,braten::V,pêči,чурун
1172,umrühren::V,preméšati,какадарун
1173,stricken::V,plêsti,хурун
1174,nähen::V,šívati,цун
1175,färben::V,bárvati,шир ягъун
1176,reinigen::V,očístiti,михьун
1177,waschen::V,opráti,чуьхуьн
1178,abwischen::V,obrísati,гуьцӏун
1179,spülen::V,splakováti,экъуьрун
1180,fegen::V,pométati,шуткун
1181,kehren::V,mésti,кул алтадун
1182,baden::V,kópati se,эхъуьн
1183,sich waschen::V,umíti se,жендек чуьхуьн
1184,ausziehen::V,izvléči,хутӏунун
1185,ausziehen::V,izvléči,галудун
1186,anziehen::V,obléči,алукӏун
1187,sich anziehen::V,obléči se,алукӏун
1188,sich anziehen::V,obléči se,парталар алукӏун
1189,kämmen::V,česáti,эвягъун
1190,schmücken::V,okrasíti,безетмишун
1191,schmücken::V,okrasíti,гуьрчегарун
1192,sagen::V,dejáti,лугьун
1193,sprechen::V,govoríti,рахун
1194,reden::V,rêči,рахун
1195,sich unterhalten::V,razgovárjati se,ихтилат авун
1196,fragen::V,vprášati,жузун
1197,bitten::V,prosíti,тӏалабун
1198,erzählen::V,práviti,ахъаюн
1199,mitteilen::V,naznániti,хабар гун
1200,nennen::V,imenováti,тӏвар гун
1201,rufen::V,klícati,эверун
1202,prahlen::V,baháti se,яцӏу гафар авун
1203,übersetzen::V,prevêsti,таржума авун
1204,übersetzen::V,prevêsti,гафладун
1205,denken::V,mísliti,фикир авун
1206,glauben::V,verjéti,агъун
1207,bemerken::V,opáziti,фикир гун
1208,erkennen::V,spoznáti,
1209,begreifen::V,pôjmiti,гъавурда акьун
1210,verstehen::V,razuméti,
1211,lernen::V,učíti se,кӏелун
1212,wissen::V,znáti,чир хьун
1213,wissen::V,znáti,чирхьун
1214,wissen::V,védeti,чир хьун
1215,wissen::V,védeti,чирхьун
1216,sich erinnern an::V,spómniti se,рикӏел хуьн
1217,vergessen::V,pozábiti,рикӏелай фин
1218,vergessen::V,pozábiti,рикӏелай алатун
1219,messen::V,mériti,алцумун
1220,zählen::V,štéti,гьисабун
1221,rechnen::V,račúnati,гьисабун
1222,lesen::V,bráti,кӏелун
1223,lesen::V,čítati,кӏелун
1224,malen::V,slíkati,кхьин
1225,malen::V,slíkati,шикилар чӏугун
1226,zeichnen::V,rísati,чӏугун
1227,schreiben::V,písati,кхьин
1228,besitzen::V,iméti,иеси хьун
1229,kaufen::V,kupíti,къачун
1230,kaufen::V,kupíti,маса къачун
1231,verkaufen::V,prodáti,гун
1232,verkaufen::V,prodáti,маса гун
1233,bezahlen::V,pláčati,къимет гун
1234,bezahlen::V,pláčati,эвезда авун
1235,bezahlen::V,pláčati,гьакъи агакьрун
1236,zahlen::V,plačeváti,къимет гун
1237,zahlen::V,plačeváti,эвезда авун
1238,zahlen::V,plačeváti,гьакъи агакьрун
1239,beherrschen::V,obvládati,иеси хьун
1240,ertragen::V,prenêsti,таб гун
1241,Verstand::N,,акьул
