,Concept_ID,mdf,kl
324,Name::N,лем,ateq
325,Rätsel::N,со́дама ёфкс,nalorsitsaarut
326,Rede::N,вал,oqaluuseq
327,Rede::N,корхтама,oqaluuseq
328,Sprache::N,кяль,oqaatsit
329,Stimme::N,вайгяль,erinaq
330,Stimme::N,вайгяль,qarluuseq
331,Wort::N,вал,oqaasii
332,Zeichen::N,тя́ште,nalunaaqqut
333,Zeichen::N,тя́штькс,nalunaaqqut
334,Ruf::N,тердема,qaaqqussut
335,Lärm::N,гайф,perpaluk
336,Lärm::N,жалакодома,perpaluk
337,Laut::N,вайгяль,torsukattak
338,Ton::N,вайгяль,erinaq
339,Lied::N,мора,taalliaq
340,Lied::N,мора,erinarsuut
341,Ruhe::N,сетьме,qatsunganeq
342,Leute::N,ломатть,inuiak
343,Leute::N,ломатть,inuiaqatigiit
344,Volk::N,наро́д,inuiaat
345,Arbeit::N,тев,suliaq
346,Gast::N,и́нжи,qaaqqusaq
347,Gast::N,ко́нак,qaaqqusaq
348,Geschenk::N,казне,pajugut
349,Spiel::N,налхкома,
350,Spiel::N,налхксема,
351,Gesellschaft::N,кружок,
352,Hilfe::N,лездома,annertoqqut
353,Freund::N,я́лга,tiliaq
354,Freund::N,я́лга,ikinngut
355,Kamerad::N,я́лга,tiliaq
356,Kamerad::N,я́лга,ikinngut
357,Angelegenheit::N,тев,
358,Anzahl::N,лувкс,
359,Art::N,вид,ileqquuseq
360,Stück::N,пакш,nakkaalaniku
361,Teil::N,часть,tassiaasat
362,Teil::N,пялькс,tassiaasat
363,Hälfte::N,пяле,affaq
364,Kreis::N,шаркс,kaajaluinneq or kaajaluitsoq
365,Kreuz::N,крёз,sanningasulik
366,Linie::N,межа,tittaq
367,Linie::N,межа,titarneq
368,Linie::N,китькс,tittaq
369,Linie::N,китькс,titarneq
370,Strich::N,межа,
371,Abstand::N,ётка,aku
372,Abstand::N,ётка,ikiaq
373,Entfernung::N,ётка,asi
374,Gegend::N,ва́ста,nuna
375,Gegend::N,перьфпя́ль,nuna
376,Platz::N,ва́ста,ini
377,Platz::N,ва́ста,inissaq
378,Ort::N,ва́ста,sumiiffik
379,Seite::N,пяле,saneraq
380,Mitte::N,кучка́,qiteq
381,Gegenstand::N,веща,
382,Sache::N,тев,pigisaq
383,Sache::N,веща,pigisaq
384,Rand::N,пе,sini
385,Rand::N,пе,akerfineq
386,Kante::N,и́рдез,akerfineq
387,Ecke::N,ужа,teqeqqoq
388,Ecke::N,ужа,tikeqqoq
389,Spitze::N,пря,inngik
390,Ende::N,пе,isu
391,Loch::N,варя,putu
392,Winkel::N,ужа,teqeqqorissaat
393,Muster::N,сёрма,ilisserut
394,Größe::N,серь,angissuseq
395,Länge::N,кува́лма,takissuseq
396,Höhe::N,серь,
397,Gewicht::N,сталма,oqimaalutaq
398,Menge::N,лувкс,amerlassuseq
399,Haufen::N,мар,eqimattat
400,Reihe::N,ряд,allunaasaq
401,Boot::N,венеж,qajaq
402,Boot::N,венеж,angallat
403,Boot::N,венеж,umiatsiaq
404,Ruder::N,миле,iput
405,Schlitten::N,ну́рда,qamutit
406,Schlitten::N,ну́рда,qimusseq
407,Ski::N,сокс,ataarut
408,Lagerfeuer::N,то́лмар,
409,Last::N,канкс,nammagaq
410,Last::N,сталма,nammagaq
411,Gang::N,молема,
412,Schritt::N,аськолкс,allorneq
413,Norden::N,якшама шире,avannaq
414,Süden::N,ля́мбе ши́ре,qava
415,Süden::N,ля́мбе ши́ре,kujat
416,Süden::N,ля́мбе ши́ре,kujataa
417,Westen::N,ши валгома шире,kitaa
418,Osten::N,шинь стяма шире,kangi
419,Holz::N,вирь,qisuk
420,Holz::N,шуфта,qisuk
421,Brett::N,лавця,salliligaq
422,Platte::N,плита́,qaateq
423,Stütze::N,неже,ajagutaq
424,Stütze::N,неже,ajaagutaq
425,Stange::N,олга,kaaviffik
426,Stock::N,байдек,ajaappissat
427,Stab::N,олгоня,ajaappissat
428,Rohr::N,турама,sullulik
429,Haus::N,куд,illu
430,Heim::N,куд,
431,Ofen::N,пянакуд,kissarsuut
432,Fußboden::N,кия́кс,nateq
433,Tisch::N,шра,allattarfik
434,Tisch::N,моркш,allattarfik
435,Stuhl::N,стул,issiavik
436,Stuhl::N,стул,issiaffik
437,Wiege::N,нюря́м,uaasoq
438,Bett::N,ацам,nallavik
439,Regal::N,лавцяланга,ilisivik
440,Kiste::N,парга,sakissat
441,Kiste::N,парга,illerfiusaq
442,Fenster::N,валмья,aki
443,Fenster::N,валмья,igalaaq
444,Tür::N,кенкш,matu
445,Tor::N,ортат,isaaffik
446,Zaun::N,перяфкс,saputit
447,Dach::N,кудпря,qaliaq
448,Leiter::N,куцема,tummeqqat
449,Leiter::N,куцема,majuartarfiit
450,Besen::N,тяльме,saligutit
451,Spaten::N,ка́йме,nivaataq
452,Schaufel::N,ко́поня,nivaataq
453,Schaufel::N,ця́рдом,nivaataq
454,Gabel::N,ця́нгоня,qilluaq
455,Gabel::N,ця́нгоня,ajassaatit
456,Löffel::N,куцю,alussaat
457,Messer::N,пеель,savik
458,Nagel::N,эска,kukik
459,Haken::N,кя́чказ,nissik
460,Haken::N,кя́чказ,qarsorsaq
461,Haken::N,кя́чказ,qarsorsartoq
462,Griff::N,недь,ipi
463,Griff::N,кунда́мка,ipi
464,Schloss::N,замо́к,illussaarsuaq
465,Bild::N,карти́на,assiliaq
466,Figur::N,ронга-понда,kisitsit
467,Puppe::N,ня́ка,inuusaq
468,Beutel::N,кяскав,
469,Bündel::N,кярьме,qilertaq
470,Tasche::N,кошяльня,pooqattaq
471,Eimer::N,ве́дарка,
472,Deckel::N,тавадкс,matu
473,Deckel::N,вельхкс,matu
474,Geschirr::N,кядьге,anut
475,Sack::N,кяскав,
476,Tasse::N,ша́ваня,tiitorfik
477,Tasse::N,ша́ваня,tiitorfiup ilorlia
478,Topf::N,кавозь,qoqqoq
479,Kessel::N,сргавозь,uunnaavik
480,Essen::N,ярхцама,igaaq
481,Nahrung::N,ярхцампяль,neqissaq
482,Speise::N,ярхцама,nerisassat
483,Fleisch::N,пал,neqi
484,Fleisch::N,сиволь,neqi
485,Getreide::N,сёра,maannineq
486,Brei::N,ям,
487,Brot::N,кши,iffit
488,Brot::N,кши,iffiaq
489,Scheibe::N,кочам,igalaassiaq
490,Fett::N,куя́,tarnutissaq
491,Fett::N,куя́,tarnutissiaq
492,Butter::N,вай,punneq
493,Öl::N,вай,uulia
494,Salz::N,сал,taratsut
495,Suppe::N,шонгарям,qajoq
496,Suppe::N,коршампяль,qajoq
497,Honig::N,медь,tungusunnitsuut
498,Milch::N,лофца,immuk
499,Tee::N,чай,tii
500,Tee::N,чай,teeq
501,Leder::N,кедь,
502,Wolle::N,пона,nuersagassiaq
503,Stoff::N,котф,milliaq
504,Stoff::N,котф,qarlissiaq
505,Nadel::N,салмокс,meqqut
506,Faden::N,сюре,ujalussiaq
507,Knopf::N,пуня,attat
508,Knoten::N,сюлма,akeroq
509,Knoten::N,сюлма,qilerneq
510,Farbe::N,архтомбяль,qalipaat
511,Kleidung::N,щам,atisat
512,Kleidung::N,щам,annoraaq
513,Hemd::N,па́нар,ilupaaq
514,Kragen::N,сиве,qungasiinnaq
515,Ärmel::N,ожа,aaq
516,Hose::N,понкст,qarliit
517,Gürtel::N,каркс,qiterut
518,Gürtel::N,каркс,unngersaq
519,Mütze::N,вазь,nasaq
520,Schuh::N,башма́к,skuu
521,Schuh::N,башма́к,ikernuk
522,Schuh::N,башма́к,ateraasaq
523,Stiefel::N,кя́ме,kamik
524,Ring::N,суркс,assammiu
525,Band::N,керькс,qilerutissiaq
526,Band::N,лента,qilerutissiaq
527,Kamm::N,сюрьхцем,illaagutit
528,Kamm::N,сюрьхцем,illaajaatit pl.
529,Spiegel::N,ванома,tarrarsuut
530,Riemen::N,шнань каркс,allunaaq
531,Schnur::N,пикс,kujaaq
532,Schnur::N,пикс,allunaasaq
533,Schnur::N,карькскя,kujaaq
534,Schnur::N,карькскя,allunaasaq
535,Leine::N,вядьме,aleq
536,Decke::N,вельхкс,qipik
537,Kissen::N,тоду,akit
538,Tuch::N,руця́,qarlissiaq
539,Handtuch::N,на́рдама,allarut
540,Handtuch::N,на́рдама,allarterut
541,Kraft::N,вий,pissak
542,Stärke::N,вииши,qerattarsaat
543,Gesundheit::N,шумбраши́,peqqisusseq
544,Krankheit::N,урма́,nappaat
545,Krankheit::N,сярядема,nappaat
546,Schmerz::N,маряма,anniaat
547,Wunde::N,керф,iki
548,Fieber::N,маштыкс,nappaat qanimanartoq
549,Arznei::N,надо́бья,imigassaq
550,Arznei::N,пъчка́фтома,imigassaq
551,Brücke::N,седь,ikaartarfik
552,Brunnen::N,эши,tissaluttuliaq
553,Weide::N,ванома васта,masarsuk
554,Pfad::N,ян,aqqut
555,Pfad::N,киня́,aqqut
556,Weg::N,ки,aggerfik
557,Straße::N,ки,aqqusineq
558,Dorf::N,веле,nunaqarfik
559,Stadt::N,ош,illorpaat
560,Stadt::N,ош,illorpalik
561,Brief::N,сёрма,allagarsiaq
562,Buch::N,книга,atuakkat
563,Buch::N,книга,mappersagaq
564,Buchstabe::N,бу́ква,naqinneq
565,Zeitung::N,газе́та,aviisi
566,Leben::N,эряф,inuussuseq
567,Leben::N,эряма,inuussuseq
568,Tod::N,кулома́,toqu
569,Tod::N,кулома́,toquneq
570,Grab::N,калма,iliveq
571,Grab::N,калма,illissat
572,Kirche::N,це́рькав,oqaluffik
573,Sünde::N,пежеть,ajorti
574,Sünde::N,муворкс,ajorti
575,Gott::N,шкай,
576,Arbeiter::N,трудендай,sulisoq
577,Arbeiter::N,работник,sulisoq
578,Chef::N,азор,ittoqut
579,Chef::N,оцюня,ittoqut
580,Meister::N,мастяр,naalagaq
581,Arzt::N,врач,katsorsaasoq
582,Arzt::N,доктор,katsorsaasoq
583,Lehrer::N,учи́тель,ilinniartitsisoq
584,Geld::N,ярмакт,aningaasat
585,Geschäft::N,ладяфкс,niuertarfik
586,Geschäft::N,ладяф тев,niuertarfik
587,Laden::N,ла́вка,niuertarfik
588,Preis::N,питне,aki
589,Ware::N,миф,qaliata pii
590,Ware::N,миф,nioqqutissaq
591,Ware::N,ра́маф,qaliata pii
592,Ware::N,ра́маф,nioqqutissaq
593,Nutzen::N,пара,iluaqut
594,Nutzen::N,лезкс,iluaqut
595,Reichtum::N,ко́зяши,
596,Welt::N,свет,nunarsuaq
597,Land::N,мастор,nuna
598,Staat::N,государства,
599,König::N,король,kunngi
600,Macht::N,азорондама,pissaassuseq
601,Macht::N,азорксши,pissaassuseq
602,Grenze::N,ёткаян,killik
603,Krieg::N,война́,sorsunneq
604,Feind::N,душман,akeraq
605,Feind::N,душман,akerartorti
606,Feind::N,душман,qinngarsuisoq
607,Feind::N,каршек тюри,akeraq
608,Feind::N,каршек тюри,akerartorti
609,Feind::N,каршек тюри,qinngarsuisoq
610,Gewalt::N,наругама,
611,Kampf::N,тюрема́,sorsunneq
612,Bogen[Waffe]::N,нал,
613,Pfeil::N,нал,qalugiusaq
614,Gewehr::N,винто́вка,aallaat
615,Fehler::N,эльбядькс,kukkuneq
616,Fehler::N,эльбядькс,paarlaappaa
617,Lüge::N,васькафнема,
618,Schaden::N,зия́н,
619,Unglück::N,зия́н,perluut
620,Schuld::N,муворши,akiitsugaq
621,Schuld::N,муворши,akiligassaq
622,Alter::N,эряф кизот,utoqqaq
623,Alter::N,эряфонь пинге,utoqqaq
624,Schluss::N,пе,isu
625,Zeit::N,пинге,ulloq
626,Zeit::N,пинге,akuttoqatigiinneq
627,Tag::N,ши,ulloq
628,Morgen::N,шобдава,ullaaq
629,Mittag::N,шикучка,ulloqeqqa
630,Abend::N,иля́дь,unnuk
631,Nacht::N,ве,unnuaq
632,Woche::N,недя́ля,sapaatip akunnera
633,Monat::N,ков,qaammat
634,Jahr::N,киза,ukioq
635,Frühling::N,тунда́,upernaaq
636,Sommer::N,киза,aasaq
637,Herbst::N,сёксе,ukiaq
638,Winter::N,тяла,ukioq
639,Januar::N,кельмеков,siulleeq
640,Januar::N,кельмеков,qaammaliaq
641,Februar::N,уфайков,aarlaat
642,März::N,марайков,marsi
643,März::N,марайков,martsi
644,April::N,шудиков,
645,Mai::N,панжиков,maaji
646,Juni::N,лямбеков,juuni
647,Juli::N,псиков,juuli
648,August::N,сёроньков,aggusti
649,September::N,тюжягов,septembari
650,Oktober::N,кельмазаков,oktobari
651,November::N,эйндамков,novembari
652,Dezember::N,кучкаков,detsembari
653,Montag::N,одговши,ataasinngortoq
654,Dienstag::N,ша́вши,marlunngorneq
655,Mittwoch::N,вержи,pingasunngorneq
656,Donnerstag::N,шува́ланя,sisamanngorneq
657,Freitag::N,пя́денця,tallimanngorneq
658,Samstag::N,ёткши,arfininngorneq
659,Sonntag::N,таргоши,sapaat
660,Sonntag::N,таргоши,sapaati
661,groß::A,оцю,angivoq
662,klein::A,ёмла,mikivoq
663,lang::A,кува́ка,takisooq
664,kurz::A,нюрьхкя́ня,naatsoq
665,breit::A,кели,silippoq
666,schmal::A,тяйня,amitsoq
667,dicht::A,сиде,torsusooq
668,dicht::A,туста,torsusooq
669,dick[Gegenstand]::A,эчке,issuvoq
670,dick[Gegenstand]::A,эчке,issusooq
671,dünn::A,шува́ня,amitsoq
672,fein::A,шува́ня,mamarpoq
673,fest::A,кеме,tangeqarpoq
674,flach::A,лапш,nalimmappoq
675,glatt::A,вадяв,quasak
676,glatt::A,такор,quasak
677,hart::A,калгода,mattusooq
678,hart::A,калгода,manngerpoq
679,hart::A,калгода,titeqquluppoq
680,weich::A,ляпе,nerumaarpoq
681,rund::A,кру́глай,ammallorippoq
682,spitz::A,ботаз,qummukujooq
683,spitz::A,оржа,qummukujooq
684,scharf::A,оржа,ipippoq
685,stumpf::A,ношка,anngerpoq
686,schwer::A,стака,oqimaappoq
687,schön::A,мазы,kusanarpoq
688,heiß::A,пси,kiappoq
689,warm::A,лямбе,oqorpoq
690,kalt::A,кельме,issippoq
691,kühl::A,эше,pueqqortippoq
692,frisch::A,свежай,
693,feucht::A,летьке,isugutavoq
694,feucht::A,летьке,qaasernarpoq
695,nass::A,начка,imerorpoq
696,trocken::A,коське,panerpoq
697,voll::A,пяшксе,ulikkaarpoq
698,leer::A,шава,imaattuarpoq
699,offen::A,панжада,ammavoq
700,offen::A,виде,ammavoq
701,geschlossen::A,пякстаф,matuvoq
702,geschlossen::A,сёлгф,matuvoq
703,sauber::A,ару,eqqippoq
704,sauber::A,ару,sukuluippoq
705,sauber::A,ару,ipeqanngilaq
706,schmutzig::A,рда́зу,tapappoq
707,schmutzig::A,рда́зу,minguppoq
708,schmutzig::A,пя́ндра,tapappoq
709,schmutzig::A,пя́ндра,minguppoq
710,roh::A,верок,aapavoq
711,reif::A,ке́нерьф,qaarulerpoq
712,lecker::A,танцти,
713,süß::A,ламбама,tungusunnippoq
714,bitter::A,сяпи,qasilippoq
715,sauer::A,шапама,
716,hell::A,валда,qaamavoq
717,dunkel::A,шобда,qernerpoq
718,schwarz::A,равжа,qernerpoq
719,weiß::A,акша,qaqorpoq
720,rot::A,якстерь,aappaluppoq
721,gelb::A,тюжя́,sungaarpoq
722,blau::A,сенем,tungujorpoq
723,grün::A,пиже,qorsooqqippoq
724,grün::A,сянгяря,qorsooqqippoq
725,grau::A,уле,qaserpoq
726,bunt::A,сёрмав,
727,billig::A,у́цез,akikippoq
728,billig::A,аф пи́тни,akikippoq
729,teuer::A,пи́тни,
730,wertvoll::A,питни,erlinnarpoq
731,blind::A,сокор,tappiippoq
732,blind::A,сокор,isigisaqanngilaq
733,taub::A,пярав,tusilarpoq
734,kräftig::A,пяк вии,pissaq
735,kräftig::A,пяк вии,pissarsuaq
736,stark::A,вии,sanngivoq
