,Concept_ID,ru,uk
846,fliegen::V,летать,літати
847,gehen::V,идти,іти
848,weggehen::V,уйти,піти
849,abfahren::V,отправиться,від’їхати
850,abfahren::V,отправиться,відправитися
851,anhalten::V,остановиться,зупинитися
852,hineingehen::V,входить,входити
853,eintreten::V,войти,увійти
854,kommen::V,прийти,прийти
855,ankommen::V,прибыть,прибути
856,zurückkommen::V,возвратиться,повернутися
857,bleiben::V,остаться,залишитися
858,warten::V,ждать,чекати
859,erwarten::V,ожидать,чекати
860,suchen::V,искать,шукати
861,finden::V,найти,знайти
862,versuchen::V,пытаться,випробовувати
863,vorbereiten::V,подготовить,підготувати
864,lieben::V,любить,любити
865,mögen::V,любить,любити
866,mögen::V,любить,подобатися
867,lachen::V,смеяться,сміятися
868,rühren::V,растрогать,розчулити
869,weinen::V,плакать,плакати
870,schimpfen::V,ругаться,лаятися
871,sich ärgern::V,сердиться,сердитися
872,sich fürchten::V,бояться,боятися
873,fürchten::V,бояться,боятися
874,fliehen::V,убегать,тікати
875,flüchten::V,убежать,утекти
876,sehen::V,видеть,бачити
877,anschauen::V,посмотреть,поглянути
878,ansehen::V,смотреть,дивитися на
879,hören::V,слышать,чути
880,zuhören::V,слушать,слухати
881,probieren::V,пробовать,покуштувати
882,riechen::V,нюхать,нюхати
883,fühlen::V,чувствовать,відчувати
884,scheinen::V,казаться,здаватися
885,zu sehen sein::V,виднеться,виднітися
886,vernehmen::V,услышать,почути
887,frieren::V,мерзнуть,мерзнути
888,tun::V,делать,робити
889,können::V,мочь,могти
890,können::V,уметь,могти
891,wollen::V,хотеть,хотіти
892,anfangen::V,начать,почати
893,beenden::V,закончить,закінчити
894,aufhören::V,перестать,перестати
895,gelingen::V,удаться,вдатися
896,geraten::V,оказаться,опинитися
897,öffnen::V,открыть,відкрити
898,schließen::V,закрыть,закрити
899,stellen::V,поставить,поставити
900,setzen::V,посадить,посадити
901,legen::V,класть,класти
902,berühren::V,трогать,чіпати
903,verbinden::V,связать,зв’язати
904,bedecken::V,покрыть,покрити
905,aufhängen::V,повесить,повісити
906,anzünden::V,зажечь,запалити
907,aufheben::V,поднять,підняти
908,zurücklassen::V,оставить,залишити
909,verlieren::V,потерять,загубити
910,fallen lassen::V,уронить,упустити
911,machen::V,сделать,зробити
912,herstellen::V,изготовить,виготовити
913,bauen::V,строить,будувати
914,reparieren::V,чинить,лагодити
915,verbessern::V,улучшить,поліпшити
916,ändern::V,изменить,змінити
917,graben::V,копать,копати
918,beugen::V,согнуть,зігнути
919,biegen::V,погнуть,погнути
920,drehen::V,вертеть,вертіти
921,wenden::V,повернуть,повернути
922,umdrehen::V,перевернуть,перевернути
923,heben::V,поднимать,піднімати
924,hochheben::V,поднять,підняти
925,ergreifen::V,схватить,схопити
926,halten::V,держать,тримати
927,drücken::V,нажимать,натискати
928,schieben::V,толкать,пхати
929,schieben::V,толкать,штовхати
930,kratzen::V,скрести,шкребти
931,lecken::V,лизать,лизати
932,beißen::V,кусать,кусати
933,abreißen::V,оторвать,відірвати
934,abschneiden::V,отрезать,відрізати
935,binden::V,вязать,в’язати
936,stecken::V,воткнуть,увіткнути
937,brechen::V,сломать,зламати
938,klopfen::V,стучать,стукати
939,hauen::V,бить,бити
940,kleben::V,клеить,клеїти
941,reiben::V,тереть,терти
942,streichen::V,намазать,намазати
943,schleifen::V,точить,точити
944,schneiden::V,резать,різати
945,rütteln::V,шатать,хитати
946,schütteln::V,трясти,трясти
947,schwenken::V,махать,махати
948,schütten::V,налить,налити
949,füllen::V,наполнить,наповнити
950,einwickeln::V,завернуть,загорнути
951,tragen::V,нести,нести
952,schleppen::V,тащить,тягти
953,ziehen::V,тянуть,тягнути
954,aufbewahren::V,хранить,зберігати
955,werfen::V,бросать,кидати
956,fangen::V,ловить,ловити
957,packen::V,схватить,схопити
958,verstecken::V,спрятать,сховати
959,teilen::V,разделить,розділити
960,schicken::V,посылать,посилати
961,bringen::V,принести,принести
962,hinzufügen::V,добавить,додати
963,bekommen::V,достать,дістати
964,erhalten::V,получить,одержати
965,nehmen::V,взять,взяти
966,wählen::V,выбрать,вибрати
967,auswählen::V,отобрать,відібрати
968,bewahren::V,сохранить,зберегти
969,behindern::V,препятствовать,перешкоджати
970,verderben::V,испортить,зіпсувати
971,beschädigen::V,повредить,зашкодити
972,zerbrechen::V,разбить,розбити
973,zerreißen::V,разорвать,розірвати
974,zerstören::V,разрушить,зруйнувати
975,verbrennen::V,сжечь,спалити
976,geben::V,дать,дати
977,reichen::V,передать,передати
978,schenken::V,дарить,дарувати
979,versprechen::V,обещать,обіцяти
980,wünschen::V,желать,бажати
981,loben::V,хвалить,хвалити
982,küssen::V,целовать,цілувати
983,wiegen::V,качать,качати
984,zudecken::V,накрыть,накрити
985,wecken::V,разбудить,розбудити
986,zeigen::V,показать,показати
987,führen::V,вести,вести
988,lehren::V,учить,вчити
989,unterrichten::V,преподавать,викладати
990,aufziehen::V,воспитать,виховати
991,leiten::V,руководить,керувати
992,antreiben::V,подгонять,підганяти
993,lassen::V,заставить,змусити
994,einladen::V,пригласить,запросити
995,vereinigen::V,объединить,об’єднати
996,besuchen::V,посетить,завітати
997,besuchen::V,посетить,відвідати
998,treffen::V,встретить,зустріти
999,sich versammeln::V,собраться,зібратися
1000,spielen::V,играть,грати
1001,singen::V,петь,співати
1002,tanzen::V,плясать,танцювати
1003,tanzen::V,танцевать,танцювати
1004,sich trennen::V,расстаться,розлучитися
1005,verlassen::V,покинуть,покинути
1006,retten::V,спасти,врятувати
1007,bewachen::V,охранять,охороняти
1008,schützen::V,уберегать,уберігати
1009,verteidigen::V,защитить,захистити
1010,sich schlagen::V,драться,битися
1011,sich schlagen::V,драться,дратися
1012,schießen::V,стрелять,стріляти
1013,siegen::V,победить,перемогти
1014,ärgern::V,сердить,сердити
1015,schlagen::V,ударить,ударити
1016,treten::V,пинать,штовхати
1017,stechen::V,уколоть,вколоти
1018,stoßen::V,толкнуть,штовхнути
1019,stehlen::V,украсть,украсти
1020,stören::V,помешать,перешкодити
1021,belästigen::V,надоедать,докучати
1022,verbergen::V,скрыть,сховати
1023,täuschen::V,обмануть,обдурити
1024,betrügen::V,смошенничать,зшахраювати
1025,töten::V,убить,убити
1026,wohnen::V,проживать,жити
1027,wohnen::V,проживать,мешкати
1028,arbeiten::V,работать,працювати
1029,sammeln::V,собрать,зібрати
1030,pflücken::V,рвать,зривати
1031,pflücken::V,срывать,зривати
1032,jagen::V,охотиться,полювати
1033,fischen::V,рыбачить,рибалити
1034,fassen::V,поймать,піймати
1035,hüten::V,пасти,пасти
1036,treiben::V,гнать,гнати
1037,anbinden::V,привязать,прив’язати
1038,füttern::V,кормить,годувати
1039,füttern::V,кормить,харчувати
1040,melken::V,доить,доїти
1041,hacken::V,рубить,рубати
1042,gießen::V,полить,полити
1043,reifen::V,созреть,дозріти
1044,zubereiten::V,приготовить,зготовити
1045,zubereiten::V,приготовить,приготувати
1046,kochen::V,варить,варити
1047,kochen::V,варить,готувати
1048,backen::V,печь,пекти
1049,braten::V,жарить,смажити
1050,umrühren::V,перемешать,переміщати
1051,stricken::V,вязать,в’язати
1052,nähen::V,шить,шити
1053,färben::V,покрасить,пофарбувати
1054,reinigen::V,очистить,очистити
1055,waschen::V,стирать,мити
1056,abwischen::V,вытереть,витерти
1057,spülen::V,полоскать,полоскати
1058,fegen::V,подметать,підмітати
1059,kehren::V,мести,мести
1060,baden::V,купаться,купатися
1061,sich waschen::V,мыться,митися
1062,ausziehen::V,снять,зняти
1063,anziehen::V,надеть,надіти
1064,sich anziehen::V,одеться,одягтися
1065,sich anziehen::V,одеться,одягнутися
1066,kämmen::V,причесать,зачесати
1067,schmücken::V,украсить,оздобити
1068,sagen::V,сказать,сказати
1069,sprechen::V,говорить,говорити
1070,reden::V,разговаривать,розмовляти
1071,sich unterhalten::V,беседовать,бесідувати
1072,fragen::V,спросить,запитати
1073,bitten::V,просить,просити
1074,erzählen::V,рассказать,розповісти
1075,mitteilen::V,сообщить,повідомити
1076,nennen::V,назвать,назвати
1077,rufen::V,звать,кликати
1078,prahlen::V,хвастаться,хвалитися
1079,übersetzen::V,перевести,перекласти
1080,denken::V,думать,думати
1081,denken::V,думать,мислити
1082,glauben::V,верить,вірити
1083,bemerken::V,заметить,помітити
1084,erkennen::V,узнать,пізнати
1085,begreifen::V,понять,осягнути
1086,begreifen::V,постичь,осягнути
1087,verstehen::V,услышать,почути
1088,lernen::V,учиться,навчатися
1089,wissen::V,знать,знати
1090,sich erinnern an::V,вспомнить,пам’ятати
1091,vergessen::V,забыть,забути
1092,messen::V,мерить,міряти
1093,zählen::V,считать,лічити
1094,rechnen::V,считать,рахувати
1095,lesen::V,читать,читати
1096,malen::V,рисовать,малювати
1097,zeichnen::V,рисовать,рисувати
1098,schreiben::V,писать,писати
1099,besitzen::V,иметь,мати
1100,kaufen::V,купить,купити
1101,verkaufen::V,продать,продати
1102,bezahlen::V,заплатить,заплатити
1103,zahlen::V,платить,платити
1104,beherrschen::V,владеть,володіти
1105,ertragen::V,вытерпеть,витерпіти
