,Concept_ID,te,sv
715,hinter::PRP,వెనుక,bakom
716,unter::PRP,క్రింద,under
717,durch::PRP,ద్వారా,genom
718,durch::PRP,ద్వారా,igenom
719,neben::PRP,దగ్గెర,bredvid
720,neben::PRP,దగ్గెర,vid sidan av
721,zwischen::PRP,మధ్య,mellan
722,wegen::PRP,కారణంగా,på grund av
723,dies::PRN,ఇది,detta
724,das::PRN,అది,det
725,alles::PRN,సకలము,allt
726,ich::PRN,నేను,jag
727,du::PRN,నీవు,du
728,er::PRN,అతడు,han
729,wir::PRN,మనము,vi
730,ihr::PRN,మీరు,ni
731,sie::PRN,వారు,de
732,was::FPRN,ఏమి,vad
733,wer::FPRN,ఎవడు,vem
734,wo::FADV,ఎక్కడ,var
735,wohin::FADV,ఎందుకు,vart
736,wie::FADV,ఎట్టు,hur
737,warum::FADV,ఏల,varför
738,wieviel::FNUM,ఎంత,hur mycket
739,eins::NUM,ఒకటి,en
740,eins::NUM,ఒకటి,ett
741,zwei::NUM,రెండు,två
742,drei::NUM,మూడు,tre
743,vier::NUM,నాలుగు,fyra
744,fünf::NUM,అయిదు,fem
745,sechs::NUM,ఆఱు,sex
746,sieben::NUM,ఏరు,sju
747,acht::NUM,ఎనిమదు,åtta
748,neun::NUM,తొమ్మిది,nio
749,zehn::NUM,పది,tio
750,elf::NUM,పదునొకొండు,elva
751,zwölf::NUM,పండ్రండు,tolv
752,zwanzig::NUM,ఇరుపది,tjugo
753,dreißig::NUM,ముప్పది,trettio
754,vierzig::NUM,నలువది,fyrtio
755,fünfzig::NUM,ఏబది,femtio
756,sechzig::NUM,అరుపది,sextio
757,siebzig::NUM,డెబ్బది,sjuttio
758,achtzig::NUM,ఎనుబది,åttio
759,neunzig::NUM,తొంబది,nittio
760,hundert::NUM,నూఱు,hundra
761,tausend::NUM,వేయి,tusen
762,und::CNJ,మఱియు,och
763,oder::CNJ,లేక,eller
764,stehen::V,నిలుచు,stå
765,sitzen::V,కూర్చుండు,sitta
766,liegen::V,పండుకొనుట,ligga
767,hängen::V,వ్రేలాడదీయు,hänga
768,werden::V,అగు,bli
769,passieren::V,సంభవించు,ske
770,passieren::V,సంభవించు,hända
771,beginnen::V,ఆరంభించు,börja
772,enden::V,తీరుట,ända
773,wechseln::V,మార్చు,växla
774,aufgehen[Sonne]::V,ఉదయించు,gå upp
775,untergehen[Sonne]::V,అస్తమించు,gå ned
776,scheinen[Sonne]::V,ప్రకాశించు,skina
777,donnern::V,ఉరుముట,dundra
778,wehen::V,దురద్పప్టము,blåsa
779,strömen::V,పారుట,forsa
780,strömen::V,పారుట,strömma
781,fließen::V,ప్రవహించు,flyta
782,sich drehen::V,తిరుగు,snurra
783,schwanken::V,ఆడించుట,vackla
784,schwingen::V,ఊగుట,svinga
785,fallen::V,పడు,falla
786,brennen::V,కాలుట,brinna
787,rauchen::V,పొగసుట,ryka
788,regnen::V,కురిపించుట,regna
789,gefrieren::V,గడ్డకట్టు,frysa
790,tauen::V,కరగు,töa
791,schmelzen::V,కరగు,smälta
792,trocknen::V,యెండుట,torka
793,sieden::V,ఉడుకు,koka
794,sieden::V,ఉడుకు,sjuda
795,faulen::V,క్రుళ్లు,ruttna
796,verfaulen::V,క్షిణించు,ruttna
797,reißen::V,చించు,brista
798,versinken::V,మునుగు,sjunka
799,vergehen::V,సంభవించు,förgå
800,erscheinen::V,కనబడు,synas
801,erscheinen::V,కనబడు,visa sig
802,verschwinden::V,అదృశ్యమగు,försvinna
803,sinken::V,ముణుగుట,sjunka
804,abnehmen::V,తగ్గు,avta
805,abnehmen::V,తగ్గు,minskas
806,zunehmen::V,పెరుగుట,tilltaga
807,steigen::V,లేచు,stiga
808,wachsen::V,పెరుగు,växa
809,glänzen::V,ప్రకాశించు,glimma
810,funkeln::V,ప్రకాశించు,tindra
811,funkeln::V,ప్రకాశించు,gnistra
812,lärmen::V,అరుచుట,bråka
813,lärmen::V,అరుచుట,väsnas
814,läuten::V,మేళవించుట,ringa
815,klingeln::V,వాయించుట,ringa
816,klirren::V,ఘంటానాదము,klirra
817,brausen::V,గర్జించు,brusa
818,rauschen::V,చటచటమనుట,susa
819,klingen::V,ధ్వనించుట,låta
820,klingen::V,ధ్వనించుట,klinga
821,bellen::V,అఱచు,skälla
822,heulen::V,కూయు,yla
823,heulen::V,కూయు,tjuta
824,blasen::V,దురద్పప్టము,blåsa
825,pfeifen::V,ఈలవేయు,vissla
826,schreien::V,అఱచు,skrika
827,stöhnen::V,మూలుగు,stöna
828,zittern::V,వణకు,darra
829,zittern::V,వణకు,skälva
830,leben::V,జీవించుట,leva
831,geboren werden::V,పుట్టుట,födas
832,atmen::V,ఉపిరి తీయు,andas
833,trinken::V,త్రాగు,dricka
834,essen::V,తిను,äta
835,schlucken::V,మ్రింగు,svälja
836,müde werden::V,అలయు,tröttna
837,einschlafen::V,నిద్రించు,somna
838,schlafen::V,నిద్రురించు,sova
839,aufwachen::V,మేలుకొను,vakna
840,aufstehen::V,లేచు,stiga upp
841,sich erholen::V,నడ్డి వాల్చు,repa sig
842,sich erholen::V,నడ్డి వాల్చు,hämta sig
843,krank werden::V,జబ్బుపడు,insjukna
844,krank sein::V,జబ్బు చేయు,vara sjuk
845,schmerzen::V,నొచ్చుట,smärta
846,schmerzen::V,నొచ్చుట,göra ont
847,husten::V,దగ్గుట,hosta
848,genesen::V,కుదురుట,tillfriskna
849,sterben::V,మరణించు,dö
850,umkommen::V,నశించు,omkomma
851,sich bewegen::V,కదలు,röra sig
852,sich rühren::V,కదలు,röra på sig
853,sich erheben::V,లేచు,resa sig
854,sich setzen::V,కూర్చుణ్డు,sätta sig
855,hinfallen::V,దొర్లు,falla omkull
856,laufen::V,నడచు,löpa
857,schreiten::V,అడుగుపెట్టుట,skrida
858,spazierengehen::V,పచారు చేయు,promenera
859,eilen::V,తొందరపడు,ila
860,sich beeilen::V,త్వరపెట్టు,skynda sig
861,sausen::V,విసరికొట్టు,susa
862,rennen::V,పరుగెత్తు,löpa
863,rennen::V,పరుగెత్తు,springa
864,springen::V,దుముకు,hoppa
865,klettern::V,ఎక్కు,klättra
866,schaukeln::V,ఉయ్యాల ఊగు ,gunga
867,kriechen::V,ప్రాకు,kräla
868,schwimmen::V,ఈదు,simma
869,tauchen::V,మునుగు,dyka
870,rudern::V,తెడ్లతోఁగడపు,ro
871,fahren::V,నడపు,köra
872,fliegen::V,ఎగురు,flyga
873,gehen::V,పోవు,gå
874,weggehen::V,బయలుదేరు,gå bort
875,abfahren::V,విడిచిపోవు,resa
876,abfahren::V,విడిచిపోవు,avresa
877,anhalten::V,నిలుపు,stanna
878,hineingehen::V,ప్రవేశించు,gå in
879,eintreten::V,ప్రవేశించు,träda in
880,kommen::V,వచ్చు,komma
881,ankommen::V,వచ్చి చేరు,ankomma
882,zurückkommen::V,తిరిగీవచ్చుట,återkomma
883,bleiben::V,ఉండు,bli
884,bleiben::V,ఉండు,förbli
885,warten::V,కనిపెట్టు,vänta
886,erwarten::V,నిరిక్షించు,vänta
887,suchen::V,వెదకు,leta
888,finden::V,కనుగొను,finna
889,versuchen::V,ప్రయత్నించు,försöka
890,vorbereiten::V,తయారుచేయు,förbereda
891,lieben::V,ప్రేమించు,älska
892,mögen::V,ఇష్టపడు,tycka om
893,lachen::V,నవ్వు,skratta
894,rühren::V,గుండె తాకు,röra
895,weinen::V,వీడ్చు,gråta
896,schimpfen::V,గొణుగు,skälla
897,sich ärgern::V,అలుగు,förargas
898,sich fürchten::V,భయపడు,vara rädd
899,fürchten::V,భయపడు,frukta
900,fliehen::V,పాఱిపోపు,fly
901,fliehen::V,పాఱిపోపు,rymma
902,flüchten::V,తప్పించుకొను,fly
903,sehen::V,చూచు,se
904,anschauen::V,చూచు,se på
905,anschauen::V,చూచు,betrakta
906,ansehen::V,కాచియుండు,åse
907,hören::V,విను,höra
908,zuhören::V,విను,höra på
909,zuhören::V,విను,lyssna till
910,probieren::V,చవిచూచుట,smaka
911,probieren::V,చవిచూచుట,smaka på
912,riechen::V,వాసనచూచు,lukta
913,fühlen::V,స్పర్శించుట,känna
914,scheinen::V,కనబడు,verka
915,scheinen::V,కనబడు,tyckas
916,zu sehen sein::V,చూవు,synas
917,zu sehen sein::V,చూవు,kunna ses
918,vernehmen::V,విను,få veta
919,vernehmen::V,విను,förnimma
920,frieren::V,చలికి వడకు,frysa
921,tun::V,చేయు,göra
922,können::V,గల,kunna
923,wollen::V,కోరు,vilja
924,anfangen::V,ఆరంభించు,börja
925,beenden::V,ముగించు,avsluta
926,aufhören::V,నిలుపు,sluta
927,aufhören::V,నిలుపు,upphöra
928,gelingen::V,గెలుపాందు,lyckas
929,geraten::V,వెలువడు,bli
930,öffnen::V,తెఱచు,öppna
931,schließen::V,మూయు,låsa
932,schließen::V,మూయు,stänga
933,stellen::V,ఉంచు,ställa
934,setzen::V,ఉంచు,sätta
935,legen::V,పెట్టు,lägga
936,berühren::V,తాకు,beröra
937,verbinden::V,చేర్చుట,förbinda
938,bedecken::V,మూయు,täcka
939,bedecken::V,మూయు,betäcka
940,aufhängen::V,వ్రేలాడదీయు,hänga
941,aufhängen::V,వ్రేలాడదీయు,hänga upp
942,anzünden::V,వెలిగించు,tända
943,anzünden::V,వెలిగించు,antända
944,anzünden::V,వెలిగించు,tända på
945,aufheben::V,సేకరించు,lyfta
946,zurücklassen::V,విడుచు,lämna
947,zurücklassen::V,విడుచు,efterlämna
948,verlieren::V,పోగొట్టుకొను,mista
949,verlieren::V,పోగొట్టుకొను,förlora
950,fallen lassen::V,జాఱవిడుచు,tappa
951,fallen lassen::V,జాఱవిడుచు,släppa
952,machen::V,చేయు,göra
953,herstellen::V,ఉత్పత్తిచేయు,tillverka
954,herstellen::V,ఉత్పత్తిచేయు,framställa
955,bauen::V,నిర్మించు,bygga
956,reparieren::V,సరిచేయు,reparera
957,verbessern::V,వృద్ధి చేయు,rätta
958,verbessern::V,వృద్ధి చేయు,förbättra
959,ändern::V,మార్చు,ändra
960,ändern::V,మార్చు,förändra
961,graben::V,త్రవ్వు,gräva
962,beugen::V,వంచు,böja
963,biegen::V,వంచు,böja
964,biegen::V,వంచు,kröka
965,drehen::V,నూలువడుకు,vrida
966,wenden::V,త్రిప్పు,vända
967,umdrehen::V,త్రిప్పు,vrida om
968,heben::V,ఎత్తు,häva
969,hochheben::V,ఎత్తు,lyfta
970,ergreifen::V,వశపఱచుకొను,gripa
971,halten::V,ఉంచు,hålla
972,drücken::V,అణచు,trycka
973,schieben::V,నొక్కు,skjuta
974,kratzen::V,గోకు,riva
975,kratzen::V,గోకు,skrapa
976,lecken::V,నాకు,slicka
977,beißen::V,కఱచు,bita
978,abreißen::V,తెగతెంచు,slita_av
979,abreißen::V,తెగతెంచు,riva_av
980,abschneiden::V,తెగకొట్టు,skära av
981,binden::V,కట్టు,binda
982,stecken::V,తగులుకొనివుండుట,sticka
983,brechen::V,పగులగొట్టు,bryta
984,brechen::V,పగులగొట్టు,brista
985,klopfen::V,కొట్టు,banka
986,klopfen::V,కొట్టు,klappa
987,hauen::V,కొట్టు,hugga
988,kleben::V,అంటుకొను,klistra
989,reiben::V,రాచు,gnida
990,streichen::V,వ్యాపింపజేయు,smörja
991,schleifen::V,రాచు,slipa
992,schneiden::V,కోయు,skära
993,schneiden::V,కోయు,klippa
994,rütteln::V,కుదిలించుట,skaka
995,schütteln::V,కదల్చు,rista
996,schwenken::V,ఊచుట,svänga
997,schütten::V,పోయు,hälla
998,füllen::V,నింపు,fylla
999,einwickeln::V,చుట్టు,slå in
1000,einwickeln::V,చుట్టు,veckla in
1001,tragen::V,మోయు,bära
1002,schleppen::V,ఈడ్చు,släpa
1003,ziehen::V,ఈడ్చు,dra
1004,aufbewahren::V,కాపాడు,förvara
1005,aufbewahren::V,కాపాడు,ta vara på
1006,werfen::V,విసరు,kasta
1007,fangen::V,పట్టుకొను,fånga
1008,packen::V,పట్టుకొను,gripa
1009,packen::V,పట్టుకొను,gripa tag
1010,verstecken::V,దాచు,gömma
1011,teilen::V,భాగించు,dela
1012,schicken::V,పంపు,skicka
1013,bringen::V,తెచ్చు,bringa
1014,hinzufügen::V,చేర్చు,tillägga
1015,bekommen::V,సంపాదించు,få
1016,bekommen::V,సంపాదించు,erhålla
1017,erhalten::V,పుచ్చుకొను,få
1018,erhalten::V,పుచ్చుకొను,erhålla
1019,nehmen::V,తీసికొను,ta
1020,nehmen::V,తీసికొను,taga
1021,wählen::V,ఇష్టపడు,välja
1022,auswählen::V,ఏరుకొను,utvälja
1023,bewahren::V,భద్రపఱుచు,bevara
1024,behindern::V,అడ్డగించుట,hindra
1025,behindern::V,అడ్డగించుట,förhindra
1026,verderben::V,చెఱచు,förstöra
1027,beschädigen::V,చెరుపుట,skada
1028,zerbrechen::V,పగులగొట్టు,bryta isär
1029,zerbrechen::V,పగులగొట్టు,bryta sönder
1030,zerreißen::V,చించు,riva sönder
1031,zerreißen::V,చించు,slita sönder
1032,zerstören::V,వాశనము చేయు,förstöra
1033,verbrennen::V,కాల్చు,bränna
1034,verbrennen::V,కాల్చు,bränna upp
1035,geben::V,ఇచ్చు,ge
1036,reichen::V,అందుకొనుట,räcka
1037,schenken::V,అర్పించు,skänka
1038,versprechen::V,వాగ్దత్తము చేయు,lova
1039,wünschen::V,కోరు,önska
1040,loben::V,స్తుతించు,lova
1041,loben::V,స్తుతించు,beröma
1042,küssen::V,ముద్దుపెట్టుకొను,pussa
1043,wiegen::V,ఊచుట,vagga
1044,zudecken::V,మూయు,täcka
1045,wecken::V,నిద్రపలేపుట,väcka
1046,zeigen::V,చూవు,visa
1047,führen::V,దారిచూపు,föra
1048,lehren::V,బోధించు,lära
1049,unterrichten::V,నేర్పు,undervisa
1050,aufziehen::V,పెంచు,uppfostra
1051,leiten::V,తీసుకపోవుట,leda
1052,antreiben::V,ప్రేరేపించు,driva på
1053,lassen::V,అనుమతించు,få att
1054,einladen::V,ఆహ్వానించు,bjuda
1055,einladen::V,ఆహ్వానించు,inbjuda
1056,vereinigen::V,కూడుట,förena
1057,besuchen::V,పోయి చూచు,besöka
1058,treffen::V,కలియు,möta
1059,treffen::V,కలియు,träffa
1060,sich versammeln::V,కూర్చు,församla sig
1061,spielen::V,ఆట లాడు,leka
1062,spielen::V,ఆట లాడు,spela
1063,singen::V,పాడు,sjunga
1064,tanzen::V,నృత్యముచేయు,dansa
1065,sich trennen::V,ఎడబాయుట,skiljas
1066,verlassen::V,విడుచు,lämna
1067,verlassen::V,విడుచు,överge
1068,retten::V,తప్పించుట,rädda
1069,bewachen::V,కాపాడు,bevaka
1070,schützen::V,రక్షించు,skydda
1071,schützen::V,రక్షించు,beskydda
1072,verteidigen::V,రక్షించు,försvara
1073,sich schlagen::V,జగడమాడు,slåss
1074,schießen::V,కాల్చు,skjuta
1075,siegen::V,గెలుచు,segra
1076,ärgern::V,పీడించుట,förarga
1077,schlagen::V,కొట్టు,slå
1078,treten::V,తన్ను,sparka
1079,stechen::V,కుట్టు,sticka
1080,stoßen::V,గెంటు,stöta
1081,stehlen::V,దొంగిలించు,stjäla
1082,stören::V,కలతపఱచు,störa
1083,belästigen::V,పీడించు,genera
1084,belästigen::V,పీడించు,besvära
1085,verbergen::V,దాచు,dölja
1086,täuschen::V,మోసము చేయు,vilseleda
1087,betrügen::V,మోసపుచ్చు,bedra
1088,töten::V,చంపు,döda
1089,wohnen::V,నివసించు,bo
1090,arbeiten::V,పనిచేయు,arbeta
1091,sammeln::V,ప్రోగుచేయు,samla
1092,pflücken::V,యేరుట,plocka
1093,jagen::V,వేటాడు,jaga
1094,fischen::V,వెదకు,fiska
1095,fassen::V,పట్టుకొమ,fånga
1096,hüten::V,మందచేరుట,vakta
1097,treiben::V,నడపు,driva
1098,anbinden::V,కట్టు,binda fast
1099,füttern::V,భోజనము పెట్టు,fodra
1100,melken::V,పాలు పితుకు,mjölka
1101,hacken::V,నఱకు,hacka
1102,gießen::V,నీళ్ళుకట్టుట,hälla
1103,gießen::V,నీళ్ళుకట్టుట,vattna
1104,reifen::V,పండుట,mogna
1105,zubereiten::V,వండు,tillaga
1106,zubereiten::V,వండు,tillreda
1107,kochen::V,వండు,koka
1108,backen::V,రొట్టెకాల్చు,baka
1109,braten::V,వేపు,steka
1110,umrühren::V,కదులుట,röra om
1111,stricken::V,అల్లు,sticka
1112,nähen::V,కుట్టు,sy
1113,färben::V,రంగు వేయు,färga
1114,reinigen::V,శుభ్రము చేయు,rensa
1115,reinigen::V,శుభ్రము చేయు,rengöra
1116,waschen::V,కడుగు,tvätta
1117,abwischen::V,తుడుచు,torka av
1118,spülen::V,నీటిలో జడించు,spola
1119,spülen::V,నీటిలో జడించు,skölja
1120,fegen::V,ఊడ్చు,feja
1121,kehren::V,ఊడ్చు,sopa
1122,baden::V,స్నానము చేయు,bada
1123,sich waschen::V,కడుగు,tvätta sig
1124,ausziehen::V,విప్పు,ta av
1125,anziehen::V,ధరించు,ta på
1126,sich anziehen::V,బట్టలు వేసుకొను,klä på sig
1127,sich anziehen::V,తొడుగుకొను,klä på sig
1128,kämmen::V,దువ్వుట,kamma
1129,schmücken::V,అలంకరించు,pynta
1130,schmücken::V,అలంకరించు,smycka
1131,sagen::V,చెప్పు,säga
1132,sprechen::V,చెప్పు,tala
1133,reden::V,మాటలాడు,tala
1134,reden::V,మాటలాడు,prata
1135,sich unterhalten::V,ముచ్చటలాడు,prata
1136,fragen::V,ప్రశ్నించు,fråga
1137,fragen::V,ప్రశ్నించు,spörja
1138,bitten::V,కోరు,be
1139,erzählen::V,చెప్పు,berätta
1140,mitteilen::V,తెలియజేయు,meddela
1141,nennen::V,పేరు వెట్టు,kalla
1142,rufen::V,పిలుచు,ropa
1143,prahlen::V,జల్లి,pråla
1144,prahlen::V,జల్లి,skryta
1145,übersetzen::V,తర్జుమాచేయు,tolka
1146,übersetzen::V,తర్జుమాచేయు,översätta
1147,denken::V,ఆలోచించు,tänka
1148,glauben::V,నమ్ము,tro
1149,bemerken::V,గుర్తించు,uppmärksamma
1150,bemerken::V,గుర్తించు,lägga märke till
1151,erkennen::V,గుర్తించు,känna igen
1152,begreifen::V,గ్రహించు,begripa
1153,verstehen::V,గ్రహించు,förstå
1154,lernen::V,నేర్చు కొను,lära sig
1155,wissen::V,తెలిసికొను,veta
1156,sich erinnern an::V,జ్ఞాపకముంచుకొను,minnas
1157,sich erinnern an::V,జ్ఞాపకముంచుకొను,komma ihåg
1158,vergessen::V,మఱచిపోవు,glömma
1159,messen::V,కొలుచుట,mäta
1160,zählen::V,లెక్కపెట్టు,räkna
1161,rechnen::V,లెక్కపెట్టు,räkna
1162,lesen::V,చదువు,läsa
1163,malen::V,పూనుట,måla
1164,zeichnen::V,వ్రాసుట,teckna
1165,schreiben::V,వ్రాయు,skriva
1166,besitzen::V,కలిగియుండు,äga
1167,besitzen::V,కలిగియుండు,besitta
1168,kaufen::V,కొను,köpa
1169,verkaufen::V,అమ్ము,sälja
1170,bezahlen::V,చెల్లించు,betala
1171,zahlen::V,చెల్లించు,betala
1172,beherrschen::V,ఏలు,behärska
1173,ertragen::V,భరించు,tåla
1174,ertragen::V,భరించు,uthärda
