,Concept_ID,sl,mdf
88,Regen::N,dèž,пизем
89,Schnee::N,snég,лов
90,Eis::N,léd,эй
91,Frost::N,zmrzál,ке́льме
92,Kälte::N,mràz,якшама
93,Hitze::N,pripéka,пси
94,Raureif::N,ívje,леш
95,Raureif::N,slána,леш
96,Regenbogen::N,mávrica,а́тямъёнга
97,Donner::N,gròm,атям
98,Strömung::N,strúja,шудема́
99,Tropfen::N,káplja,путькс
100,Tropfen::N,káplja,пътняфкс
101,Schaum::N,péna,шов
102,Schmutz::N,nesnága,ърда́з
103,See::N,jézero,эрьхке
104,Sumpf::N,močvírje,шяй
105,Moor::N,bárje,шяй
106,Wiese::N,trávnik,луга
107,Wald::N,lés,вирь
108,Wald::N,gòzd,вирь
109,Hügel::N,brég,губо́р
110,Hügel::N,brég,пандоня
111,Hügel::N,goríca,губо́р
112,Hügel::N,goríca,пандоня
113,Anhöhe::N,gríč,губо́р
114,Anhöhe::N,višína,губо́р
115,Berg::N,gôra,панда
116,Berg::N,planína,панда
117,Gipfel::N,vŕh,пря
118,Höhle::N,jáma,у́нда
119,Höhle::N,votlína,у́нда
120,Abhang::N,pobóčje,па́нда ша́ма
121,Quelle::N,izvír,эшиня
122,Bach::N,pôtok,шудерькс
123,Fluss::N,réka,ляй
124,Ufer::N,brég,търва́
125,Küste::N,obála,ляйтърва́
126,Küste::N,obréžje,ляйтърва́
127,Festland::N,celína,мода
128,Festland::N,kopnína,мода
129,Meer::N,mórje,моря
130,Bucht::N,zalív,ведьуське
131,Insel::N,ôtok,цёнга
132,Blume::N,cvetlíca,панчф
133,Gras::N,tráva,тише
134,Wurzel::N,korenína,юр
135,Wurzel::N,korenína,ункс
136,Baum::N,drevó,шуфта
137,Stamm::N,dêblo,ро́нга
138,Rinde::N,lúbje,кер
139,Rinde::N,skórja,кер
140,Ast::N,véja,морга
141,Zweig::N,véja,тарад
142,Blatt::N,líst,лопа
143,Birke::N,bréza,ке́лу
144,Kiefer[Baum]::N,bòr,пиче
145,Weide[Baum]::N,vŕba,каль
146,Tanne::N,hója,куз
147,Horn::N,róg,сюра
148,Feder::N,peró,толга
149,Fell::N,kŕzno,кедь
150,Flügel::N,krílo,паця
151,Klaue::N,párkelj,кенже
152,Kralle::N,krémpelj,кенже
153,Schwanz::N,rèp,пула
154,Ei::N,jájce,ал
155,Nest::N,gnézdo,пиза
156,Bau::N,brlòg,пиза
157,Tier::N,živál,жува́та
158,Herde::N,čréda,нал
159,Herde::N,čréda,стада
160,Kuh::N,kráva,скал
161,Kuh::N,kráva,тракс
162,Bulle::N,bìk,бука
163,Pferd::N,kònj,лишме
164,Schaf::N,ôvca,уча́
165,Schwein::N,svínja,тува
166,Hund::N,pès,пине
167,Katze::N,máčka,катоня
168,Katze::N,máčka,аваката
169,Bär::N,mêdved,офта
170,Eichhörnchen::N,véverica,ур
171,Elch::N,lós,ся́рда
172,Fuchs::N,lisíca,келазь
173,Hase::N,zájec,ну́мол
174,Maus::N,mìš,шеер
175,Wolf::N,vólk,върьгаз
176,Vogel::N,ptìč,нармонь
177,Vogel::N,ptíca,нармонь
178,Schwarm::N,játa,ко́вол
179,Schwarm::N,játa,ме́швеле
180,Huhn::N,kokóš,сараз
181,Hahn::N,petêlin,а́тякш
182,Gans::N,gós,маци
183,Adler::N,ôrel,куцькан
184,Ente::N,ráca,яксярга
185,Eule::N,sôva,ко́рож
186,Kranich::N,žerjàv,ка́рга
187,Krähe::N,vrána,ва́рси
188,Kuckuck::N,kúkavica,ку́ку
189,Schwan::N,labód,ло́ксти
190,Fisch::N,ríba,кал
191,Barsch::N,ostríž,о́кунь
192,Hecht::N,ščúka,щу́ка
193,Schlange[Tier]::N,káča,куй
194,Wurm::N,čr̀v,сукс
195,Wurm::N,glísta,сукс
196,Spinne::N,pájek,унжа́
197,Ameise::N,mrávlja,панжам
198,Laus::N,úš,си
199,Mücke::N,komár,ся́ське
200,Fliege::N,múha,кару
201,Schmetterling::N,metúlj,ме́лав
202,Beere::N,jágoda,и́мож
203,Apfel::N,jábolko,марь
204,Pilz::N,góba,панга
205,Zwiebel::N,čebúla,шурьхкя́
206,Saat::N,séme,видьмот
207,Korn::N,zŕno,сёра
208,Heu::N,senó,тише
209,Schale::N,lupína,кедь
210,Grube::N,jáma,лотка
211,Falle::N,pást,туфкс
212,Falle::N,pást,кунда́ма
213,Schlinge::N,zánka,килькш
214,Schlinge::N,pêtlja,килькш
215,Spur::N,sléd,пильгоки́
216,Asche::N,pepél,кулу
217,Dreck::N,bláto,ърда́з
218,Eisen::N,želézo,кшни
219,Gold::N,zlató,ока
220,Gold::N,zlató,золота
221,Silber::N,srebró,сия́
222,Kohle::N,ógel,седь
223,Kohle::N,ógel,седьвальмя
224,Glas::N,stêklo,кля́нцек
225,Lehm::N,ílo,сёвонь
226,Sand::N,pések,шува́р
227,Mensch::N,člôvek,ломань
228,Mann::N,móž,аля
229,Mann::N,móž,цёраломань
230,Mann::N,môški,аля
231,Mann::N,môški,цёраломань
232,Frau::N,gospá,ава
233,Frau::N,žénska,ава
234,Kind::N,déte,идь
235,Kind::N,déte,шаба
236,Kind::N,otròk,идь
237,Kind::N,otròk,шаба
238,Junge::N,fànt,цёраня
239,Junge::N,déček,цёраня
240,Mädchen::N,deklè,стирня́
241,Mädchen::N,déklica,стирня́
242,Familie::N,družína,тнал
243,Familie::N,družína,семья
244,Großvater::N,dèd,атя
245,Großvater::N,dèd,щя́тя
246,Großvater::N,dédek,атя
247,Großvater::N,dédek,щя́тя
248,Großmutter::N,bábica,баба
249,Eltern::N,stárši,тя́дят-а́лят
250,Vater::N,ôče,аля
251,Mutter::N,máma,ава
252,Mutter::N,máma,тядя
253,Sohn::N,sín,цёра
254,Tochter::N,hčí,стирь
255,Tochter::N,hčérka,стирь
256,Bruder::N,bràt,дуган
257,Bruder::N,bràt,пяльне
258,Schwester::N,sêstra,ака
259,Schwester::N,sêstra,сазор
260,Onkel::N,újec,оця
261,Onkel::N,újec,патя
262,Onkel::N,újec,щеня́
263,Onkel::N,stríc,оця
264,Onkel::N,stríc,патя
265,Onkel::N,stríc,щеня́
266,Tante::N,têta,ака
267,Tante::N,têta,щака
268,Tante::N,strína,ака
269,Tante::N,strína,щака
270,Ehemann::N,móž,мирде
271,Ehemann::N,sopróg,мирде
272,Ehefrau::N,žêna,ърьвя́
273,Ehefrau::N,sopróga,ърьвя́
274,Freude::N,rádost,ке́нярдема
275,Freude::N,vesêlje,ке́нярдема
276,Gelächter::N,sméh,рахсема
277,Gelächter::N,grohòt,рахсема
278,Glück::N,sréča,паваз
279,Kummer::N,gorjé,ризф
280,Kummer::N,gorjé,пичефкс
281,Wunsch::N,žêlja,мяль
282,Wunsch::N,žêlja,таколдома
283,Lust::N,poželênje,таколдома
284,Geist::N,dúša,вайме
285,Gedanke::N,mísel,мяль
286,Gedächtnis::N,pámet,прявий
287,Sinn::N,pomèn,ён
288,Sinn::N,smísel,ён
289,Grund::N,vzròk,туфта́л
290,Wahrheit::N,resníca,ви́де
291,Wahrheit::N,resníca,видеши́
292,Gespräch::N,pogóvor,корхтама
293,Märchen::N,právljica,ёфкс
294,Erzählung::N,povést,азкс
295,Nachricht::N,sporočílo,куля́
296,Neuigkeit::N,novóst,куля́
297,Name::N,imé,лем
298,Rätsel::N,ugánka,со́дама ёфкс
299,Rede::N,góvor,вал
300,Rede::N,góvor,корхтама
301,Sprache::N,jêzik,кяль
302,Stimme::N,glás,вайгяль
303,Wort::N,beséda,вал
304,Zeichen::N,znák,тя́ште
305,Zeichen::N,znák,тя́штькс
306,Ruf::N,klíc,тердема
307,Lärm::N,hrúp,гайф
308,Lärm::N,hrúp,жалакодома
309,Lärm::N,trúšč,гайф
310,Lärm::N,trúšč,жалакодома
311,Laut::N,glás,вайгяль
312,Ton::N,tón,вайгяль
313,Lied::N,pésem,мора
314,Ruhe::N,pokòj,сетьме
315,Leute::N,ljudjé,ломатть
316,Volk::N,národ,наро́д
317,Arbeit::N,délo,тев
318,Gast::N,gòst,и́нжи
319,Gast::N,gòst,ко́нак
320,Geschenk::N,darílo,казне
321,Spiel::N,ígra,налхкома
322,Spiel::N,ígra,налхксема
323,Gesellschaft::N,drúžba,кружок
324,Hilfe::N,pomóč,лездома
325,Freund::N,prijátelj,я́лга
326,Kamerad::N,továriš,я́лга
327,Angelegenheit::N,zadéva,тев
328,Anzahl::N,števílo,лувкс
329,Art::N,vŕsta,вид
330,Stück::N,kós,пакш
331,Teil::N,dél,часть
332,Teil::N,dél,пялькс
333,Hälfte::N,polovíca,пяле
334,Kreis::N,króg,шаркс
335,Kreis::N,kolobár,шаркс
336,Kreuz::N,kríž,крёз
337,Linie::N,próga,межа
338,Linie::N,próga,китькс
339,Strich::N,čŕta,межа
340,Abstand::N,preslédek,ётка
341,Entfernung::N,oddáljenost,ётка
342,Gegend::N,kràj,ва́ста
343,Gegend::N,kràj,перьфпя́ль
344,Gegend::N,dežêla,ва́ста
345,Gegend::N,dežêla,перьфпя́ль
346,Platz::N,prôstor,ва́ста
347,Ort::N,mésto,ва́ста
348,Seite::N,bòk,пяле
349,Seite::N,strán,пяле
350,Mitte::N,sredína,кучка́
351,Gegenstand::N,prédmet,веща
352,Sache::N,réč,тев
353,Sache::N,réč,веща
354,Sache::N,stvár,тев
355,Sache::N,stvár,веща
356,Rand::N,kràj,пе
357,Kante::N,rób,и́рдез
358,Ecke::N,vogál,ужа
359,Spitze::N,óst,пря
360,Ende::N,kônec,пе
361,Loch::N,lúknja,варя
362,Winkel::N,kót,ужа
363,Muster::N,vzórec,сёрма
364,Größe::N,veličína,серь
365,Länge::N,dolžína,кува́лма
366,Höhe::N,vršína,серь
367,Gewicht::N,téža,сталма
368,Menge::N,količína,лувкс
369,Haufen::N,kùp,мар
370,Haufen::N,kopíca,мар
371,Reihe::N,níz,ряд
372,Reihe::N,vŕsta,ряд
373,Boot::N,čóln,венеж
374,Ruder::N,vêslo,миле
375,Schlitten::N,saní,ну́рда
376,Ski::N,smučí,сокс
377,Lagerfeuer::N,táborni ôgenj,то́лмар
378,Last::N,tôvor,канкс
379,Last::N,tôvor,сталма
380,Gang::N,hòd,молема
381,Schritt::N,korák,аськолкс
382,Norden::N,séver,якшама шире
383,Süden::N,júg,ля́мбе ши́ре
384,Westen::N,zapàd,ши валгома шире
385,Osten::N,vzhòd,шинь стяма шире
386,Holz::N,lés,вирь
387,Holz::N,lés,шуфта
388,Brett::N,deskà,лавця
389,Platte::N,plôča,плита́
390,Stütze::N,opóra,неже
391,Stütze::N,zaslómba,неже
392,Stange::N,gréd,олга
393,Stock::N,pálica,байдек
394,Stab::N,pálica,олгоня
395,Rohr::N,cév,турама
396,Haus::N,híša,куд
397,Heim::N,dóm,куд
398,Ofen::N,péč,пянакуд
399,Fußboden::N,pòd,кия́кс
400,Tisch::N,míza,шра
401,Tisch::N,míza,моркш
402,Stuhl::N,stòl,стул
403,Wiege::N,zíbel,нюря́м
404,Bett::N,póstelja,ацам
405,Regal::N,políca,лавцяланга
406,Kiste::N,zabòj,парга
407,Fenster::N,ôkno,валмья
408,Tür::N,vráta,кенкш
409,Tor::N,velíka vráta,ортат
410,Zaun::N,ográja,перяфкс
411,Dach::N,stréha,кудпря
412,Leiter::N,léstev,куцема
413,Besen::N,mêtla,тяльме
414,Spaten::N,lopáta,ка́йме
415,Schaufel::N,lopáta,ко́поня
416,Schaufel::N,lopáta,ця́рдом
417,Gabel::N,vílice,ця́нгоня
418,Löffel::N,žlíca,куцю
419,Messer::N,nòž,пеель
420,Nagel::N,žebèlj,эска
421,Netz::N,mréža,
422,Haken::N,kljúka,кя́чказ
423,Griff::N,ročáj,недь
424,Griff::N,ročáj,кунда́мка
425,Griff::N,oprijèm,недь
426,Griff::N,oprijèm,кунда́мка
427,Schloss::N,ključávnica,замо́к
428,Bild::N,slíka,карти́на
429,Figur::N,figúra,ронга-понда
430,Figur::N,postáva,ронга-понда
431,Puppe::N,lútka,ня́ка
432,Beutel::N,môšnja,кяскав
433,Bündel::N,cúla,кярьме
434,Bündel::N,svéženj,кярьме
435,Tasche::N,tórba,кошяльня
436,Tasche::N,tobôlec,кошяльня
437,Eimer::N,vêdro,ве́дарка
438,Deckel::N,pokròv,тавадкс
439,Deckel::N,pokròv,вельхкс
440,Deckel::N,poklópec,тавадкс
441,Deckel::N,poklópec,вельхкс
442,Geschirr::N,posóda,кядьге
443,Sack::N,vréča,кяскав
444,Tasse::N,skodélica,ша́ваня
445,Topf::N,lônec,кавозь
446,Kessel::N,kôtel,сргавозь
447,Essen::N,hrána,ярхцама
448,Nahrung::N,živílo,ярхцампяль
449,Speise::N,jéd,ярхцама
450,Fleisch::N,mesó,пал
451,Fleisch::N,mesó,сиволь
452,Getreide::N,žíto,сёра
453,Brei::N,káša,ям
454,Brot::N,krùh,кши
455,Scheibe::N,réženj,кочам
456,Fett::N,mást,куя́
457,Fett::N,maščôba,куя́
458,Butter::N,máslo,вай
459,Öl::N,ólje,вай
460,Salz::N,sól,сал
461,Suppe::N,júha,шонгарям
462,Suppe::N,júha,коршампяль
463,Honig::N,méd,медь
464,Milch::N,mléko,лофца
465,Tee::N,čáj,чай
466,Leder::N,úsnje,кедь
467,Wolle::N,vólna,пона
468,Stoff::N,blagó,котф
469,Nadel::N,ígla,салмокс
470,Faden::N,nít,сюре
471,Knopf::N,gúmb,пуня
472,Knoten::N,vôzel,сюлма
473,Farbe::N,bárva,архтомбяль
474,Kleidung::N,obléka,щам
475,Hemd::N,srájca,па́нар
476,Kragen::N,ovrátnik,сиве
477,Ärmel::N,rokáv,ожа
478,Hose::N,hláče,понкст
479,Gürtel::N,pás,каркс
480,Mütze::N,kápa,вазь
481,Mütze::N,čépica,вазь
482,Schuh::N,čévelj,башма́к
483,Stiefel::N,škórenj,кя́ме
484,Ring::N,pŕstan,суркс
485,Band::N,trák,керькс
486,Band::N,trák,лента
487,Kamm::N,glavník,сюрьхцем
488,Spiegel::N,zrcálo,ванома
489,Spiegel::N,ogledálo,ванома
490,Riemen::N,jêrmen,шнань каркс
491,Schnur::N,vŕvca,пикс
492,Schnur::N,vŕvca,карькскя
493,Leine::N,konôpec,вядьме
494,Decke::N,odéja,вельхкс
495,Kissen::N,blazína,тоду
496,Tuch::N,pŕt,руця́
497,Tuch::N,rúta,руця́
498,Handtuch::N,brisáča,на́рдама
499,Kraft::N,síla,вий
500,Stärke::N,jákost,вииши
501,Gesundheit::N,zdrávje,шумбраши́
502,Krankheit::N,bolézen,урма́
503,Krankheit::N,bolézen,сярядема
504,Schmerz::N,ból,маряма
505,Schmerz::N,bolečína,маряма
506,Wunde::N,rána,керф
507,Fieber::N,vročína,маштыкс
508,Arznei::N,lék,надо́бья
509,Arznei::N,lék,пъчка́фтома
510,Arznei::N,zdravílo,надо́бья
511,Arznei::N,zdravílo,пъчка́фтома
512,Brücke::N,móst,седь
513,Brunnen::N,vodnják,эши
514,Weide::N,páša,ванома васта
515,Pfad::N,stezà,ян
516,Pfad::N,stezà,киня́
517,Weg::N,pót,ки
518,Straße::N,césta,ки
519,Dorf::N,vás,веле
520,Stadt::N,mésto,ош
521,Brief::N,písmo,сёрма
522,Buch::N,knjíga,книга
523,Buchstabe::N,čŕka,бу́ква
524,Zeitung::N,čásnik,газе́та
525,Leben::N,življênje,эряф
526,Leben::N,življênje,эряма
527,Tod::N,smŕt,кулома́
528,Grab::N,gròb,калма
529,Kirche::N,cérkev,це́рькав
530,Sünde::N,gréh,пежеть
531,Sünde::N,gréh,муворкс
532,Gott::N,bóg,шкай
533,Arbeiter::N,délavec,трудендай
534,Arbeiter::N,délavec,работник
535,Chef::N,šéf,азор
536,Chef::N,šéf,оцюня
537,Meister::N,mójster,мастяр
538,Arzt::N,zdravník,врач
539,Arzt::N,zdravník,доктор
540,Lehrer::N,učítelj,учи́тель
541,Geld::N,denár,ярмакт
542,Geschäft::N,kupčíja,ладяфкс
543,Geschäft::N,kupčíja,ладяф тев
544,Laden::N,trgovína,ла́вка
545,Preis::N,céna,питне
546,Ware::N,róba,миф
547,Ware::N,róba,ра́маф
548,Nutzen::N,príd,пара
549,Nutzen::N,príd,лезкс
550,Reichtum::N,bogástvo,ко́зяши
551,Welt::N,svét,свет
552,Land::N,dežêla,мастор
553,Staat::N,držáva,государства
554,König::N,králj,король
555,Macht::N,oblást,азорондама
556,Macht::N,oblást,азорксши
557,Grenze::N,mêja,ёткаян
558,Krieg::N,vôjna,война́
559,Feind::N,sovrážnik,душман
560,Feind::N,sovrážnik,каршек тюри
561,Gewalt::N,nasílje,наругама
562,Kampf::N,bòj,тюрема́
563,Kampf::N,bórba,тюрема́
564,Bogen[Waffe]::N,lók,нал
565,Pfeil::N,puščíca,нал
566,Gewehr::N,púška,винто́вка
567,Fehler::N,zmóta,эльбядькс
568,Lüge::N,láž,васькафнема
569,Schaden::N,okvára,зия́н
570,Unglück::N,nesréča,зия́н
571,Schuld::N,krívda,муворши
572,Alter::N,dôba,эряф кизот
573,Alter::N,dôba,эряфонь пинге
574,Schluss::N,kônec,пе
575,Zeit::N,čàs,пинге
576,Tag::N,dán,ши
577,Morgen::N,jútro,шобдава
578,Mittag::N,póldan,шикучка
579,Abend::N,večér,иля́дь
580,Nacht::N,nóč,ве
581,Woche::N,téden,недя́ля
582,Monat::N,mésec,ков
583,Jahr::N,léto,киза
584,Frühling::N,pomlád,тунда́
585,Sommer::N,polétje,киза
586,Herbst::N,jesén,сёксе
587,Winter::N,zíma,тяла
588,Januar::N,jánuar,кельмеков
589,Februar::N,fébruar,уфайков
590,März::N,márec,марайков
591,April::N,apríl,шудиков
592,Mai::N,máj,панжиков
593,Juni::N,júnij,лямбеков
594,Juli::N,júlij,псиков
595,August::N,avgúst,сёроньков
596,September::N,septêmber,тюжягов
597,Oktober::N,október,кельмазаков
598,November::N,novêmber,эйндамков
599,Dezember::N,decémber,кучкаков
600,Montag::N,ponedéljek,одговши
601,Dienstag::N,tôrek,ша́вши
602,Mittwoch::N,sréda,вержи
603,Donnerstag::N,četŕtek,шува́ланя
604,Freitag::N,pétek,пя́денця
605,Samstag::N,sobóta,ёткши
606,Sonntag::N,nedélja,таргоши
607,groß::A,vêlik,оцю
608,klein::A,májhen,ёмла
609,lang::A,dólg,кува́ка
610,kurz::A,krátek,нюрьхкя́ня
611,breit::A,širòk,кели
612,schmal::A,ózek,тяйня
613,dicht::A,góst,сиде
614,dicht::A,góst,туста
615,dick[Gegenstand]::A,dêbel,эчке
616,dünn::A,tánek,шува́ня
617,fein::A,drôben,шува́ня
618,fest::A,tŕden,кеме
619,flach::A,plán,лапш
620,flach::A,plòsk,лапш
621,glatt::A,gládek,вадяв
622,glatt::A,gládek,такор
623,hart::A,tŕd,калгода
624,weich::A,mehák,ляпе
625,rund::A,okrógel,кру́глай
626,spitz::A,šílast,ботаз
627,spitz::A,šílast,оржа
628,scharf::A,óster,оржа
629,stumpf::A,tóp,ношка
630,stumpf::A,skŕhan,ношка
631,schwer::A,têžek,стака
632,schön::A,lép,мазы
633,schön::A,krásen,мазы
634,heiß::A,vròč,пси
635,warm::A,tôpel,лямбе
636,kalt::A,mŕzel,кельме
637,kalt::A,hláden,кельме
638,kühl::A,hláden,эше
639,frisch::A,svéž,свежай
640,feucht::A,vlážen,летьке
641,nass::A,móker,начка
642,trocken::A,súh,коське
643,voll::A,póln,пяшксе
644,leer::A,prázen,шава
645,offen::A,odpŕt,панжада
646,offen::A,odpŕt,виде
647,geschlossen::A,zapŕt,пякстаф
648,geschlossen::A,zapŕt,сёлгф
649,sauber::A,číst,ару
650,sauber::A,líčen,ару
651,schmutzig::A,umázan,рда́зу
652,schmutzig::A,umázan,пя́ндра
653,roh::A,suròv,верок
654,reif::A,zrèl,ке́нерьф
655,lecker::A,okúsen,танцти
656,süß::A,sládek,ламбама
657,bitter::A,grenák,сяпи
658,sauer::A,kísel,шапама
659,hell::A,svetèl,валда
660,dunkel::A,temèn,шобда
661,schwarz::A,čŕn,равжа
662,weiß::A,bél,акша
663,rot::A,rdèč,якстерь
664,gelb::A,žólt,тюжя́
665,gelb::A,rumèn,тюжя́
666,blau::A,móder,сенем
667,grün::A,zelèn,пиже
668,grün::A,zelèn,сянгяря
669,grau::A,sív,уле
670,bunt::A,písan,сёрмав
671,billig::A,pocéni,у́цез
672,billig::A,pocéni,аф пи́тни
673,teuer::A,drág,пи́тни
674,wertvoll::A,dragocén,питни
675,blind::A,slép,сокор
676,taub::A,glúh,пярав
677,kräftig::A,močán,пяк вии
678,stark::A,ják,вии
679,schwach::A,šíbek,лафча
680,fett::A,dêbel,куя́
681,schlank::A,vítek,виде ронга
682,hübsch::A,lép,мазы
683,böse::A,zèl,кяжи
684,böse::A,hudôben,кяжи
685,dumm::A,glúp,аф ёню
686,dumm::A,glúp,шава пря
687,dumm::A,bédast,аф ёню
688,dumm::A,bédast,шава пря
689,faul::A,lén,нола
690,fleißig::A,marljív,ку́лхцонды
691,geizig::A,škŕt,кирьжя
692,geizig::A,škŕt,жаднай
693,klug::A,pámeten,ёню
694,klug::A,pámeten,пря́ви
695,geschickt::A,spréten,маштозь тиф
696,lieb::A,míl,цебярь
697,lieb::A,ljúb,цебярь
698,lustig::A,vesél,ра́хси
699,sanft::A,láhek,сетьме
700,hungrig::A,láčen,вача
701,hungrig::A,láčen,вачеда
702,krank::A,bolán,сяряди
703,nackt::A,nág,штада
704,nackt::A,nág,кърхтапа
705,traurig::A,túžen,ла́жнай
706,lebendig::A,žív,эряй
707,gut::A,dóber,пара
708,gut::A,dóber,цебярь
709,schlecht::A,malopríden,кальдяв
710,richtig::A,pravílen,виде
711,schlimm::A,húd,кальдяв
712,wahr::A,resníčen,афкуксонь
713,alt::A,stàr,ташта
714,neu::A,nòv,од
715,ehemalig::A,nekdánji,и́нгольдень
716,alt[Lebewesen]::A,stàr,сире
717,jung::A,mlád,од
718,arm::A,ubóg,а́шу
719,arm::A,réven,а́шу
720,reich::A,bogàt,козя
721,bekannt::A,znán,содаф
722,berühmt::A,sláven,содавикс
723,berühmt::A,znamenít,содавикс
724,fremd::A,túj,лия
725,fremd::A,túj,аф содаф
726,verschieden::A,razlíčen,аф фкя ла́цонь
727,nah::A,blížnji,мала
728,nah::A,blížnji,аф ичкоздень
729,fern::A,dáleč,и́чкоздень
730,fern::A,dáleč,куна́рдонь
731,linker::A,lévi,кержи
732,rechter::A,désni,види
733,anderer::A,drúgi,лия
734,erster::A,pŕvi,васенце
735,zweiter::A,drúgi,омбоце
736,dritter::A,trétji,колмоце
737,letzter::A,poslédnji,ме́кольце
738,allein::ADV,sám,ськамонза
739,auf einmal::ADV,obênem,вихцок
740,zusammen::ADV,skúpaj,марс
741,zusammen::ADV,skúpaj,ма́рса
742,lange::ADV,dólgo,кува́тьс
743,plötzlich::ADV,náglo,а́пак учт
744,plötzlich::ADV,nenádoma,а́пак учт
745,sofort::ADV,prècej,тяникиге
746,später::ADV,poznêje,ме́ле
747,jetzt::ADV,zdàj,тяни
748,heute::ADV,dánes,тячи
749,morgen::ADV,jútri,ва́нды
750,bald::ADV,kmálu,курок
751,dann::ADV,nató,меле
752,dann::ADV,nató,сяда меле
753,gestern::ADV,včéraj,ися́к
754,einst::ADV,nékdaj,весть
755,einst::ADV,nékdaj,мзя́рда-бди
756,damals::ADV,tedàj,эста
757,damals::ADV,takràt,эста
758,danach::ADV,potèm,меле
759,vorher::ADV,poprèj,инголи
760,zuerst::ADV,spŕva,ва́сенда
761,einmal::ADV,ênkrat,весть
762,manchmal::ADV,včásih,лия́ста
763,manchmal::ADV,včásih,ко́ста-ко́ста
764,oft::ADV,pogósto,си́деста
765,immer::ADV,védno,фалу
766,immer::ADV,védno,най
767,immer::ADV,zméraj,фалу
768,immer::ADV,zméraj,най
769,niemals::ADV,nikdàr,аф мзя́рдонга
770,hier::ADV,tù,тяса
771,hier::ADV,túkaj,тяса
772,hierhin::ADV,sèmkaj,сей
773,hierhin::ADV,sèmkaj,тяза
774,von hier::ADV,od tú,тя́ста
775,dort::ADV,tàm,тоса
776,dorthin::ADV,tjà,тов
777,dorthin::ADV,tjà,тоза
778,geradeaus::ADV,rávno napréj,ви́деста
779,vorwärts::ADV,napréj,и́нголи
780,rückwärts::ADV,zádaj,ме́ки
781,zurück::ADV,nazáj,ме́ки
782,unten::ADV,dôli,ала
783,unten::ADV,spôdaj,ала
784,hinab::ADV,dôl,алу
785,oben::ADV,gôri,вяре
786,oben::ADV,zgôraj,вяре
787,hinauf::ADV,gôr,вяри
788,überall::ADV,povsód,се́мбе ва́стова
789,nicht::ADV,ne,аф
790,ein wenig::ADV,málo,аф лама
791,kaum::ADV,kómaj,а́ньцек
