,Concept_ID,ca,te
711,unter::PRP,sota,క్రింద
712,durch::PRP,per,ద్వారా
713,neben::PRP,al costāt de,దగ్గెర
714,zwischen::PRP,entre,మధ్య
715,wegen::PRP,a causa de,కారణంగా
716,dies::PRN,aquest,ఇది
717,das::PRN,això,అది
718,alles::PRN,tot,సకలము
719,ich::PRN,jo,నేను
720,du::PRN,tu,నీవు
721,er::PRN,ell,అతడు
722,wir::PRN,nosaltres,మనము
723,ihr::PRN,vosaltres,మీరు
724,sie::PRN,ells,వారు
725,sie::PRN,elles,వారు
726,was::FPRN,què,ఏమి
727,wer::FPRN,qui,ఎవడు
728,wo::FADV,on,ఎక్కడ
729,wohin::FADV,cap a on,ఎందుకు
730,wie::FADV,com,ఎట్టు
731,warum::FADV,per què,ఏల
732,wieviel::FNUM,quant,ఎంత
733,eins::NUM,u,ఒకటి
734,zwei::NUM,dos,రెండు
735,drei::NUM,tres,మూడు
736,vier::NUM,quatre,నాలుగు
737,fünf::NUM,cinc,అయిదు
738,sechs::NUM,sis,ఆఱు
739,sieben::NUM,set,ఏరు
740,acht::NUM,vuit,ఎనిమదు
741,neun::NUM,nou,తొమ్మిది
742,zehn::NUM,deu,పది
743,elf::NUM,onze,పదునొకొండు
744,zwölf::NUM,dotze,పండ్రండు
745,zwanzig::NUM,vint,ఇరుపది
746,dreißig::NUM,trenta,ముప్పది
747,vierzig::NUM,quaranta,నలువది
748,fünfzig::NUM,cinquanta,ఏబది
749,sechzig::NUM,seixanta,అరుపది
750,siebzig::NUM,setanta,డెబ్బది
751,achtzig::NUM,vuitanta,ఎనుబది
752,neunzig::NUM,noranta,తొంబది
753,hundert::NUM,cent,నూఱు
754,tausend::NUM,mil,వేయి
755,und::CNJ,i,మఱియు
756,oder::CNJ,o,లేక
757,stehen::V,estar de peu,నిలుచు
758,sitzen::V,seure,కూర్చుండు
759,liegen::V,jeure,పండుకొనుట
760,hängen::V,penjar,వ్రేలాడదీయు
761,werden::V,fer-se,అగు
762,werden::V,posar-se,అగు
763,passieren::V,succeir,సంభవించు
764,beginnen::V,iniciar-se,ఆరంభించు
765,enden::V,acabar-se,తీరుట
766,enden::V,terminar-se,తీరుట
767,wechseln::V,canviar,మార్చు
768,aufgehen[Sonne]::V,sortir,ఉదయించు
769,untergehen[Sonne]::V,posar-se,అస్తమించు
770,scheinen[Sonne]::V,brillar,ప్రకాశించు
771,donnern::V,tronar,ఉరుముట
772,wehen::V,bufar,దురద్పప్టము
773,strömen::V,afluir,పారుట
774,fließen::V,fluir,ప్రవహించు
775,sich drehen::V,girar,తిరుగు
776,schwanken::V,vacil·lar,ఆడించుట
777,schwingen::V,oscil·lar,ఊగుట
778,fallen::V,caure,పడు
779,fallen::V,tombar,పడు
780,brennen::V,cremar,కాలుట
781,rauchen::V,fumejar,పొగసుట
782,regnen::V,ploure,కురిపించుట
783,gefrieren::V,gelar-se,గడ్డకట్టు
784,tauen::V,fondre's,కరగు
785,schmelzen::V,fondre's,కరగు
786,trocknen::V,assecar-se,యెండుట
787,sieden::V,bullir,ఉడుకు
788,faulen::V,podrir-se,క్రుళ్లు
789,verfaulen::V,podrir-se,క్షిణించు
790,reißen::V,trencar-se,చించు
791,versinken::V,enfonsar-se,మునుగు
792,vergehen::V,passar,సంభవించు
793,erscheinen::V,aparèixer,కనబడు
794,verschwinden::V,desaparèixer,అదృశ్యమగు
795,sinken::V,baixar,ముణుగుట
796,sinken::V,descendir,ముణుగుట
797,abnehmen::V,decréixer,తగ్గు
798,zunehmen::V,augmentar,పెరుగుట
799,steigen::V,pujar,లేచు
800,wachsen::V,créixer,పెరుగు
801,glänzen::V,brillar,ప్రకాశించు
802,glänzen::V,resplendir,ప్రకాశించు
803,funkeln::V,espurnejar,ప్రకాశించు
804,lärmen::V,fer soroll,అరుచుట
805,läuten::V,sonar,మేళవించుట
806,klingeln::V,trucar,వాయించుట
807,klirren::V,dringar,ఘంటానాదము
808,brausen::V,rugir,గర్జించు
809,rauschen::V,murmurar,చటచటమనుట
810,klingen::V,sonar,ధ్వనించుట
811,bellen::V,lladrar,అఱచు
812,heulen::V,udolar,కూయు
813,blasen::V,bufar,దురద్పప్టము
814,pfeifen::V,xiular,ఈలవేయు
815,schreien::V,cridar,అఱచు
816,stöhnen::V,gemegar,మూలుగు
817,zittern::V,tremolar,వణకు
818,leben::V,vīure,జీవించుట
819,geboren werden::V,néixer,పుట్టుట
820,atmen::V,respirar,ఉపిరి తీయు
821,trinken::V,beure,త్రాగు
822,essen::V,menjar,తిను
823,schlucken::V,empassar-se,మ్రింగు
824,müde werden::V,cansar-se,అలయు
825,einschlafen::V,adormir-se,నిద్రించు
826,schlafen::V,dormir,నిద్రురించు
827,aufwachen::V,despertar-se,మేలుకొను
828,aufstehen::V,llevar-se,లేచు
829,sich erholen::V,descansar,నడ్డి వాల్చు
830,krank werden::V,posar-se malalt,జబ్బుపడు
831,krank sein::V,estar malalt,జబ్బు చేయు
832,schmerzen::V,doldre,నొచ్చుట
833,husten::V,tossir,దగ్గుట
834,genesen::V,recuperar-se,కుదురుట
835,sterben::V,morir,మరణించు
836,umkommen::V,perir,నశించు
837,sich bewegen::V,moure's,కదలు
838,sich rühren::V,moure's,కదలు
839,sich erheben::V,aixecar-se,లేచు
840,sich setzen::V,asseure's,కూర్చుణ్డు
841,hinfallen::V,caure's,దొర్లు
842,laufen::V,caminar,నడచు
843,schreiten::V,procedir,అడుగుపెట్టుట
844,spazierengehen::V,passejar,పచారు చేయు
845,eilen::V,anar corrent,తొందరపడు
846,sich beeilen::V,afanyar-se,త్వరపెట్టు
847,sausen::V,córrer,విసరికొట్టు
848,rennen::V,córrer,పరుగెత్తు
849,springen::V,saltar,దుముకు
850,klettern::V,escalar,ఎక్కు
851,schaukeln::V,gronxar-se,ఉయ్యాల ఊగు 
852,schaukeln::V,balancejar-se,ఉయ్యాల ఊగు 
853,kriechen::V,reptar,ప్రాకు
854,kriechen::V,arrossegar-se,ప్రాకు
855,schwimmen::V,nadar,ఈదు
856,tauchen::V,bussejar,మునుగు
857,tauchen::V,submergir-se,మునుగు
858,rudern::V,remar,తెడ్లతోఁగడపు
859,fahren::V,anar,నడపు
860,fliegen::V,volar,ఎగురు
861,gehen::V,caminar,పోవు
862,weggehen::V,anar-se'n,బయలుదేరు
863,abfahren::V,partir,విడిచిపోవు
864,anhalten::V,aturar-se,నిలుపు
865,hineingehen::V,entrar,ప్రవేశించు
866,eintreten::V,entrar,ప్రవేశించు
867,kommen::V,venir,వచ్చు
868,ankommen::V,arribar,వచ్చి చేరు
869,zurückkommen::V,tornar,తిరిగీవచ్చుట
870,bleiben::V,quedar-se,ఉండు
871,warten::V,esperar,కనిపెట్టు
872,erwarten::V,esperar,నిరిక్షించు
873,suchen::V,buscar,వెదకు
874,finden::V,trobar,కనుగొను
875,versuchen::V,intentar,ప్రయత్నించు
876,vorbereiten::V,preparar,తయారుచేయు
877,lieben::V,estimar,ప్రేమించు
878,mögen::V,agradar a,ఇష్టపడు
879,lachen::V,riure,నవ్వు
880,rühren::V,commoure,గుండె తాకు
881,rühren::V,emocionar,గుండె తాకు
882,weinen::V,plorar,వీడ్చు
883,schimpfen::V,renyar,గొణుగు
884,sich ärgern::V,enfadar-se,అలుగు
885,sich fürchten::V,tenir por,భయపడు
886,fürchten::V,témer,భయపడు
887,fliehen::V,fugir,పాఱిపోపు
888,flüchten::V,refugiar-se,తప్పించుకొను
889,sehen::V,veure,చూచు
890,anschauen::V,mirar,చూచు
891,ansehen::V,mirar,కాచియుండు
892,hören::V,oir,విను
893,zuhören::V,escoltar,విను
894,probieren::V,provar,చవిచూచుట
895,riechen::V,olorar,వాసనచూచు
896,fühlen::V,sentīr,స్పర్శించుట
897,scheinen::V,semblar,కనబడు
898,zu sehen sein::V,poder-se veure,చూవు
899,vernehmen::V,percebre,విను
900,frieren::V,tenir fred,చలికి వడకు
901,tun::V,fer,చేయు
902,können::V,poder,గల
903,wollen::V,voler,కోరు
904,anfangen::V,iniciar,ఆరంభించు
905,beenden::V,acabar,ముగించు
906,aufhören::V,deixar,నిలుపు
907,gelingen::V,sortir bé,గెలుపాందు
908,geraten::V,sortir,వెలువడు
909,öffnen::V,obrir,తెఱచు
910,schließen::V,tancar,మూయు
911,stellen::V,posar,ఉంచు
912,stellen::V,col·locar,ఉంచు
913,setzen::V,assentar,ఉంచు
914,legen::V,posar,పెట్టు
915,berühren::V,tocar,తాకు
916,verbinden::V,unir,చేర్చుట
917,verbinden::V,connectar,చేర్చుట
918,bedecken::V,tapar,మూయు
919,bedecken::V,cobrir,మూయు
920,aufhängen::V,penjar,వ్రేలాడదీయు
921,anzünden::V,encendre,వెలిగించు
922,aufheben::V,aixecar,సేకరించు
923,zurücklassen::V,deixar,విడుచు
924,verlieren::V,pērdre,పోగొట్టుకొను
925,fallen lassen::V,deixar caure,జాఱవిడుచు
926,machen::V,fer,చేయు
927,herstellen::V,producir,ఉత్పత్తిచేయు
928,bauen::V,construir,నిర్మించు
929,reparieren::V,reparar,సరిచేయు
930,verbessern::V,millorar,వృద్ధి చేయు
931,ändern::V,canviar,మార్చు
932,graben::V,cavar,త్రవ్వు
933,beugen::V,doblegar,వంచు
934,biegen::V,corbar,వంచు
935,biegen::V,arquejar,వంచు
936,drehen::V,girar,నూలువడుకు
937,wenden::V,girar,త్రిప్పు
938,umdrehen::V,voltar,త్రిప్పు
939,heben::V,pujar,ఎత్తు
940,heben::V,aixecar,ఎత్తు
941,hochheben::V,aixecar,ఎత్తు
942,ergreifen::V,agafar,వశపఱచుకొను
943,halten::V,mantenir,ఉంచు
944,drücken::V,prémer,అణచు
945,drücken::V,estrènyer,అణచు
946,schieben::V,empènyer,నొక్కు
947,kratzen::V,raspar,గోకు
948,lecken::V,llepar,నాకు
949,beißen::V,mossegar,కఱచు
950,abreißen::V,arrencar,తెగతెంచు
951,abschneiden::V,tallar,తెగకొట్టు
952,binden::V,lligar,కట్టు
953,stecken::V,ficar,తగులుకొనివుండుట
954,brechen::V,trencar,పగులగొట్టు
955,klopfen::V,trucar,కొట్టు
956,hauen::V,picar,కొట్టు
957,hauen::V,colpejar,కొట్టు
958,kleben::V,enganxar,అంటుకొను
959,reiben::V,fregar,రాచు
960,streichen::V,untar,వ్యాపింపజేయు
961,schleifen::V,afilar,రాచు
962,schleifen::V,esmolar,రాచు
963,schneiden::V,tallar,కోయు
964,rütteln::V,sacsejar,కుదిలించుట
965,schütteln::V,agitar,కదల్చు
966,schütteln::V,sacsejar,కదల్చు
967,schwenken::V,agitar,ఊచుట
968,schütten::V,abocar,పోయు
969,füllen::V,omplir,నింపు
970,einwickeln::V,embolicar,చుట్టు
971,tragen::V,dur,మోయు
972,tragen::V,portar,మోయు
973,schleppen::V,arrossegar,ఈడ్చు
974,ziehen::V,tirar,ఈడ్చు
975,ziehen::V,estirar,ఈడ్చు
976,aufbewahren::V,conservar,కాపాడు
977,werfen::V,llançar,విసరు
978,fangen::V,agafar,పట్టుకొను
979,fangen::V,atrapar,పట్టుకొను
980,packen::V,engrapar,పట్టుకొను
981,verstecken::V,amagar,దాచు
982,teilen::V,dividir,భాగించు
983,schicken::V,enviar,పంపు
984,bringen::V,portar,తెచ్చు
985,hinzufügen::V,afegir,చేర్చు
986,bekommen::V,obtenir,సంపాదించు
987,erhalten::V,rebre,పుచ్చుకొను
988,nehmen::V,prendre,తీసికొను
989,wählen::V,triar,ఇష్టపడు
990,wählen::V,elegir,ఇష్టపడు
991,auswählen::V,escollir,ఏరుకొను
992,auswählen::V,seleccionar,ఏరుకొను
993,bewahren::V,conservar,భద్రపఱుచు
994,behindern::V,impedir,అడ్డగించుట
995,behindern::V,obstaculitzar,అడ్డగించుట
996,verderben::V,espatllar,చెఱచు
997,beschädigen::V,danyar,చెరుపుట
998,beschädigen::V,destrossar,చెరుపుట
999,zerbrechen::V,trencar,పగులగొట్టు
1000,zerreißen::V,estripar,చించు
1001,zerstören::V,destruir,వాశనము చేయు
1002,verbrennen::V,cremar,కాల్చు
1003,geben::V,donar,ఇచ్చు
1004,reichen::V,passar,అందుకొనుట
1005,schenken::V,regalar,అర్పించు
1006,versprechen::V,prometre,వాగ్దత్తము చేయు
1007,wünschen::V,desitjar,కోరు
1008,loben::V,elogiar,స్తుతించు
1009,küssen::V,fer un petó a,ముద్దుపెట్టుకొను
1010,wiegen::V,bressolar,ఊచుట
1011,zudecken::V,tapar,మూయు
1012,zudecken::V,cobrir,మూయు
1013,wecken::V,despertar,నిద్రపలేపుట
1014,zeigen::V,mostrar,చూవు
1015,zeigen::V,ensenyar,చూవు
1016,führen::V,guiar,దారిచూపు
1017,führen::V,conduir,దారిచూపు
1018,lehren::V,ensenyar,బోధించు
1019,unterrichten::V,ensenyar,నేర్పు
1020,aufziehen::V,criar,పెంచు
1021,leiten::V,dirigir,తీసుకపోవుట
1022,antreiben::V,impel·lir,ప్రేరేపించు
1023,lassen::V,fer,అనుమతించు
1024,einladen::V,invitar,ఆహ్వానించు
1025,einladen::V,convidar,ఆహ్వానించు
1026,vereinigen::V,unir,కూడుట
1027,besuchen::V,visitar,పోయి చూచు
1028,besuchen::V,anar a veure,పోయి చూచు
1029,treffen::V,trobar,కలియు
1030,sich versammeln::V,reunir-se,కూర్చు
1031,spielen::V,jugar,ఆట లాడు
1032,singen::V,cantār,పాడు
1033,tanzen::V,ballar,నృత్యముచేయు
1034,sich trennen::V,separar-se,ఎడబాయుట
1035,verlassen::V,deixar,విడుచు
1036,verlassen::V,abandonar,విడుచు
1037,retten::V,salvar,తప్పించుట
1038,bewachen::V,vigilar,కాపాడు
1039,schützen::V,protegir,రక్షించు
1040,verteidigen::V,defensar,రక్షించు
1041,sich schlagen::V,barallar-se,జగడమాడు
1042,schießen::V,tirar,కాల్చు
1043,schießen::V,disparar,కాల్చు
1044,siegen::V,vèncer,గెలుచు
1045,ärgern::V,enfadar,పీడించుట
1046,schlagen::V,pegar,కొట్టు
1047,schlagen::V,colpejar,కొట్టు
1048,treten::V,donar un cop de peu a,తన్ను
1049,stechen::V,punxar,కుట్టు
1050,stechen::V,apunyalar,కుట్టు
1051,stoßen::V,empènyer,గెంటు
1052,stehlen::V,robar,దొంగిలించు
1053,stören::V,molestar,కలతపఱచు
1054,belästigen::V,importunar,పీడించు
1055,verbergen::V,amagar,దాచు
1056,verbergen::V,ocultar,దాచు
1057,täuschen::V,enganyar,మోసము చేయు
1058,betrügen::V,estafar,మోసపుచ్చు
1059,töten::V,matar,చంపు
1060,wohnen::V,vīure,నివసించు
1061,wohnen::V,habitar,నివసించు
1062,arbeiten::V,treballar,పనిచేయు
1063,sammeln::V,col·leccionar,ప్రోగుచేయు
1064,pflücken::V,collir,యేరుట
1065,jagen::V,caçar,వేటాడు
1066,fischen::V,pescar,వెదకు
1067,fassen::V,atrapar,పట్టుకొమ
1068,hüten::V,pasturar,మందచేరుట
1069,treiben::V,arriar,నడపు
1070,anbinden::V,lligar,కట్టు
1071,füttern::V,donar menjar a,భోజనము పెట్టు
1072,melken::V,munyir,పాలు పితుకు
1073,hacken::V,picar,నఱకు
1074,hacken::V,tallar,నఱకు
1075,gießen::V,regar,నీళ్ళుకట్టుట
1076,reifen::V,madurar,పండుట
1077,zubereiten::V,preparar,వండు
1078,kochen::V,coure,వండు
1079,backen::V,coure al forn,రొట్టెకాల్చు
1080,braten::V,rostir,వేపు
1081,umrühren::V,remenar,కదులుట
1082,stricken::V,tricotar,అల్లు
1083,stricken::V,fer punt de mitja,అల్లు
1084,nähen::V,cosir,కుట్టు
1085,färben::V,tenyir,రంగు వేయు
1086,reinigen::V,netejar,శుభ్రము చేయు
1087,waschen::V,rentār,కడుగు
1088,abwischen::V,eixugar,తుడుచు
1089,spülen::V,esbandir,నీటిలో జడించు
1090,fegen::V,escombrar,ఊడ్చు
1091,kehren::V,escombrar,ఊడ్చు
1092,baden::V,banyar-se,స్నానము చేయు
1093,sich waschen::V,rentār-se,కడుగు
1094,ausziehen::V,treure's,విప్పు
1095,anziehen::V,posar-se,ధరించు
1096,sich anziehen::V,vestir-se,బట్టలు వేసుకొను
1097,sich anziehen::V,vestir-se,తొడుగుకొను
1098,kämmen::V,pentinar,దువ్వుట
1099,schmücken::V,adornar,అలంకరించు
1100,sagen::V,dir,చెప్పు
1101,sprechen::V,parlar,చెప్పు
1102,reden::V,parlar,మాటలాడు
1103,sich unterhalten::V,conversar,ముచ్చటలాడు
1104,fragen::V,preguntar,ప్రశ్నించు
1105,bitten::V,demanar,కోరు
1106,erzählen::V,contar,చెప్పు
1107,erzählen::V,explicar,చెప్పు
1108,mitteilen::V,comunicar,తెలియజేయు
1109,nennen::V,nomenar,పేరు వెట్టు
1110,rufen::V,cridar,పిలుచు
1111,prahlen::V,lloar-se,జల్లి
1112,prahlen::V,jactar-se,జల్లి
1113,übersetzen::V,traduir,తర్జుమాచేయు
1114,denken::V,pensar,ఆలోచించు
1115,glauben::V,creure,నమ్ము
1116,bemerken::V,notar,గుర్తించు
1117,erkennen::V,reconèixer,గుర్తించు
1118,begreifen::V,comprendre,గ్రహించు
1119,verstehen::V,entendre,గ్రహించు
1120,lernen::V,aprendre,నేర్చు కొను
1121,wissen::V,saber,తెలిసికొను
1122,sich erinnern an::V,recordar,జ్ఞాపకముంచుకొను
1123,vergessen::V,oblidar,మఱచిపోవు
1124,messen::V,mesurar,కొలుచుట
1125,zählen::V,comptar,లెక్కపెట్టు
1126,rechnen::V,calcular,లెక్కపెట్టు
1127,lesen::V,llegir,చదువు
1128,malen::V,pintar,పూనుట
1129,zeichnen::V,dibuixar,వ్రాసుట
1130,schreiben::V,escrīure,వ్రాయు
1131,besitzen::V,posseir,కలిగియుండు
1132,kaufen::V,comprar,కొను
1133,verkaufen::V,vendre,అమ్ము
1134,bezahlen::V,pagar,చెల్లించు
1135,zahlen::V,pagar per,చెల్లించు
1136,beherrschen::V,dominar,ఏలు
1137,ertragen::V,aguantar,భరించు
