,Concept_ID,ka,sah
108,Sumpf::N,ჭაობი,бадараан
109,Moor::N,ტორფნარი,дьэбэрэ
110,Wiese::N,ველი,ходуһа
111,Wiese::N,მდელო,ходуһа
112,Wald::N,ტყე,ойуур
113,Hügel::N,ბორცვი,булгунньах
114,Anhöhe::N,მაღლობი,үрдэл
115,Berg::N,მთა,хайа
116,Gipfel::N,მწვერვალი,чыпчаал
117,Höhle::N,მღვიმე,хайа_хаспаҕа
118,Höhle::N,მღვიმე,көҥүс
119,Höhle::N,გამოქვებული,хайа_хаспаҕа
120,Höhle::N,გამოქვებული,көҥүс
121,Abhang::N,ფერდობი,эниэ
122,Quelle::N,წყარო,дьүүктэ
123,Quelle::N,სათავე,дьүүктэ
124,Bach::N,რუ,үрүйэ
125,Bach::N,ნაკადული,үрүйэ
126,Fluss::N,მდინარე,өрүс
127,Ufer::N,კიდე,биэрэк
128,Ufer::N,ნაპირი,биэрэк
129,Küste::N,ნაპირი,кытыл
130,Festland::N,ხმელეთი,кураанах сир
131,Meer::N,ზღვა,муора
132,Bucht::N,ყურე,хомо
133,Bucht::N,ყურე,бухта
134,Insel::N,კუნძული,арыы
135,Blume::N,ყვავილი,сибэкки
136,Gras::N,ბალახი,от
137,Wurzel::N,ძირი,силис
138,Wurzel::N,ფესვი,силис
139,Baum::N,ხე,мас
140,Stamm::N,ტანი,умнас
141,Rinde::N,ქერქი,хатырык
142,Ast::N,ტოტი,мутук
143,Zweig::N,შტო,лабаа
144,Blatt::N,ფოთოლი,сэбирдэх
145,Birke::N,არყი,хатыҥ
146,Kiefer[Baum]::N,ფიჭვი,бэс
147,Weide[Baum]::N,ტირიფი,үөт
148,Weide[Baum]::N,ტირიფი,талах
149,Tanne::N,ნაძვი,харыйа
150,Horn::N,რქა,муос
151,Feder::N,ფრთა,куорсун
152,Fell::N,ტყავი,тирии
153,Flügel::N,ფრთა,кынат
154,Klaue::N,კლანჭი,тыҥырах
155,Kralle::N,ტორი,баппаҕай
156,Schwanz::N,კუდი,кутурук
157,Ei::N,კვერცხი,сымыыт
158,Nest::N,ბუდე,уйа
159,Bau::N,სორო,хороон
160,Tier::N,ნადირი,кыыл
161,Tier::N,ნადირი,харамай
162,Tier::N,ცხოველი,кыыл
163,Tier::N,ცხოველი,харамай
164,Herde::N,ფარა,үөр
165,Kuh::N,ფური,ынах
166,Kuh::N,ძროხა,ынах
167,Bulle::N,ხარი,оҕус
168,Pferd::N,რაში,сылгы
169,Pferd::N,ცხენი,сылгы
170,Schaf::N,ცხვარი,овца
171,Schwein::N,ღორი,сибиинньэ
172,Hund::N,ძაღლი,ыт
173,Katze::N,კატა,куоска
174,Bär::N,დათვი,эһэ
175,Eichhörnchen::N,ციყვი,тииҥ
176,Elch::N,ცხენ-ირემი,тайах
177,Fuchs::N,მელა,саһыл
178,Hase::N,კურდღელი,куобах
179,Maus::N,თაგვი,кутуйах
180,Wolf::N,მგელი,бөрө
181,Vogel::N,ჩიტი,көтөр
182,Vogel::N,ფრინველი,көтөр
183,Schwarm::N,გუნდი,бөлөх
184,Huhn::N,დედალი,куурусса
185,Hahn::N,მამალი,бөтүүк
186,Gans::N,ბატი,хаас
187,Adler::N,არწივი,хотой
188,Ente::N,იხვი,кус
189,Eule::N,ბუ,мэкчиргэ
190,Kranich::N,წერო,туруйа
191,Krähe::N,ყვავი,тураах
192,Kuckuck::N,გუგული,кэҕэ
193,Schwan::N,გედი,куба
194,Fisch::N,თევზი,балык
195,Barsch::N,ქორჭილა,алыһар
196,Hecht::N,ქარიყლაპია,сордон
197,Schlange[Tier]::N,გველი,моҕой
198,Schlange[Tier]::N,გველი,эриэн үөн
199,Wurm::N,ჭია,үөн
200,Spinne::N,ობობა,ооҕуй
201,Ameise::N,ჭიანჭველა,кымырдаҕас
202,Laus::N,ტილი,быт
203,Laus::N,მკბენარი,быт
204,Mücke::N,კოღო,кумаар
205,Fliege::N,ბუზი,сахсырҕа
206,Schmetterling::N,პეპელა,лыах
207,Schmetterling::N,პეპელა,үрүмэччи
208,Beere::N,კენკრა,отон
209,Apfel::N,ვაშლი,яблоко
210,Pilz::N,სოკო,тэллэй
211,Zwiebel::N,ხახვი,луук
212,Saat::N,თესლი,сиэмэ
213,Korn::N,მარცვალი,сиэмэ
214,Heu::N,თივა,от
215,Schale::N,ჩენჩო,хах
216,Grube::N,ორმო,дьаама
217,Falle::N,ხაფანგი,сохсо
218,Schlinge::N,მახე,уктаа
219,Spur::N,კვალი,суол
220,Asche::N,ფერფლი,күл
221,Dreck::N,ტალახი,бадараан
222,Dreck::N,სიბინძურე,бадараан
223,Eisen::N,რკინა,тимир
224,Gold::N,ოქრო,көмүс
225,Gold::N,ოქრო,кыһыл көмүс
226,Silber::N,ვერცხლი,көмүс
227,Silber::N,ვერცხლი,үрүҥ көмүс
228,Kohle::N,ნახშირი,чох
229,Glas::N,მინა,өстүөкүлэ
230,Lehm::N,თიხა,туой
231,Sand::N,ქვიშა,кумах
232,Mensch::N,ადამიანი,киһи
233,Mann::N,კაცი,эр
234,Frau::N,ქალი,дьахтар
235,Kind::N,ბავშვი,оҕо
236,Junge::N,ვაჟი,уол
237,Mädchen::N,გოგო,кыыс оҕо
238,Familie::N,ოჯახი,кэргэн
239,Großvater::N,პაპა,эһэ
240,Großvater::N,ბაბუა,эһэ
241,Großmutter::N,ბებია,эбэ
242,Großmutter::N,დიდედა,эбэ
243,Eltern::N,მშობლები,аҕа-ийэ
244,Vater::N,მამა,аҕа
245,Mutter::N,დედა,ийэ
246,Sohn::N,ვაჟიშვილი,уол
247,Tochter::N,ქალიშვილი,кыыс
248,Bruder::N,ძმა,убай
249,Bruder::N,ძმა,быраат
250,Schwester::N,და,аҕас
251,Schwester::N,და,балыс
252,Onkel::N,ბიძა,таай
253,Onkel::N,ბიძა,абаҕа
254,Tante::N,დეიდა,эдьиий
255,Tante::N,მამიდა,эдьиий
256,Ehemann::N,ქმარი,эр
257,Ehefrau::N,ცოლი,ойох
258,Freude::N,სიხარული,үөрүү
259,Gelächter::N,სიცილი,күлүү
260,Glück::N,ბედნიერება,дьол
261,Glück::N,ბედნიერება,соргу
262,Kummer::N,მწუხარება,кутурҕан
263,Wunsch::N,წადილი,баҕарыы
264,Wunsch::N,სურვილი,баҕарыы
265,Lust::N,წადილი,баҕа
266,Geist::N,სული,тыын
267,Gedanke::N,ფიქრი,санаа
268,Gedächtnis::N,მეხსიერება,өй
269,Verstand::N,ჭკუა,өй
270,Verstand::N,გონება,өй
271,Sinn::N,მნიშვნელობა,суолта
272,Grund::N,მიზეზი,төрүөт
273,Wahrheit::N,სიმართლე,кырдьык
274,Wahrheit::N,ჭეშმარიტება,кырдьык
275,Gespräch::N,ბაასი,бэсиэдэ
276,Gespräch::N,ბაასი,кэпсэтии
277,Gespräch::N,საუბარი,бэсиэдэ
278,Gespräch::N,საუბარი,кэпсэтии
279,Märchen::N,არაკი,остуоруйа
280,Märchen::N,ზღაპარი,остуоруйа
281,Erzählung::N,თქმულება,кэпсээн
282,Nachricht::N,ცნობა,биллэриллии
283,Nachricht::N,ამბავი,биллэриллии
284,Neuigkeit::N,სიახლე,сонун
285,Name::N,სახელი,аат
286,Rätsel::N,გამოცანა,таабырын
287,Rede::N,სიტყვა,этии
288,Sprache::N,ენა,тыл
289,Stimme::N,ხმა,куолас
290,Wort::N,სიტყვა,тыл
291,Zeichen::N,ნიშანი,бэлиэ
292,Ruf::N,ძახილი,ыҥырыы
293,Lärm::N,ხმაური,айдаан
294,Laut::N,ხმა,тыас
295,Laut::N,ბგერა,тыас
296,Ton::N,ტონი,дорҕоон
297,Lied::N,სიმღერა,ырыа
298,Ruhe::N,სიწყნარე,уу чуумпу
299,Leute::N,ადამიანები,дьон
300,Volk::N,ერი,дьон
301,Volk::N,ერი,норуот
302,Volk::N,ხალხი,дьон
303,Volk::N,ხალხი,норуот
304,Arbeit::N,მუშაობა,үлэ
305,Gast::N,სტუმარი,ыалдьыт
306,Geschenk::N,საჩუქარი,бэлэх
307,Spiel::N,თამაში,оонньуу
308,Gesellschaft::N,საზოგადოება,общество
309,Hilfe::N,შველა,көмө
310,Hilfe::N,დახმარება,көмө
311,Freund::N,მეგობარი,доҕор
312,Kamerad::N,ამხანაგი,атас
313,Angelegenheit::N,საქმე,дьыала
314,Anzahl::N,ოდენობა,ахсаан
315,Art::N,სახეობა,биис
316,Stück::N,ნატეხი,кырбас
317,Teil::N,წილი,ирээт
318,Hälfte::N,ნახევარი,аҥар
319,Kreis::N,წრე,төгүрүк
320,Kreis::N,წრე,төгүрүмтэ
321,Kreuz::N,ჯვარი,кириэс
322,Linie::N,ხაზი,сурааһын
323,Strich::N,შტრიხი,сурааһын
324,Abstand::N,მანძილი,арыт
325,Entfernung::N,სიშორე,ыраах
326,Gegend::N,არე,сир
327,Gegend::N,მხარე,сир
328,Platz::N,ფართობი,арыт
329,Ort::N,ადგილი,сир
330,Seite::N,მხარე,өрүт
331,Seite::N,მხარე,сирэй
332,Mitte::N,შუა,орто
333,Gegenstand::N,საგანი,предмет
334,Sache::N,ნივთი,мал
335,Rand::N,კიდე,кытыы
336,Rand::N,კიდე,ойоҕос
337,Kante::N,ნაწიბული,кырыы
338,Ecke::N,კუთხე,муннук
339,Spitze::N,წვეტი,чыпчаал
340,Ende::N,ბოლო,төбө
341,Loch::N,ხვრელი,тэһэҕэс
342,Loch::N,ხვრელი,дьөлөҕөс
343,Winkel::N,კუთხე,муннук
344,Muster::N,მოხატულობა,оһуор
345,Größe::N,ზომა,кээмэй
346,Größe::N,სიდიდე,кээмэй
347,Länge::N,სიგრძე,уста
348,Höhe::N,სიმაღლე,үрдүк
349,Gewicht::N,წონა,ыйааһын
350,Menge::N,რაოდენობა,ахсаан
351,Haufen::N,გროვა,чөмчөх
352,Reihe::N,რიგი,кэккэ
353,Reihe::N,წყება,кэккэ
354,Boot::N,გემი,оҥочо
355,Ruder::N,ხოფი,эрдии
356,Ruder::N,ნიჩაბი,эрдии
357,Schlitten::N,მარხილი,сыарҕа
358,Ski::N,თხილამური,хайыһар
359,Lagerfeuer::N,კოცონი,кутаа
360,Last::N,ტვირთი,ыарахан
361,Gang::N,სვლა,хаамыы
362,Schritt::N,ბიჯი,хардыы
363,Norden::N,ჩრდილოეთი,хоту
364,Süden::N,სამხრეთი,соҕуруу
365,Westen::N,დასავლეთი,арҕаа
366,Osten::N,აღმოსავლეთი,илин
367,Holz::N,ხე,мас
368,Brett::N,დაფა,дуоска
369,Brett::N,დაფა,хаптаһын
370,Brett::N,ფიცარი,дуоска
371,Brett::N,ფიცარი,хаптаһын
372,Platte::N,თლილი ქვა,билиитэ
373,Stütze::N,საყრდენი,тулааһын
374,Stange::N,ჭოკი,ураҕас
375,Stock::N,კეტი,мас
376,Stock::N,კეტი,баалкы
377,Stab::N,ლატანი,ураҕас
378,Rohr::N,მილაკი,турба
379,Haus::N,სახლი,дьиэ
380,Heim::N,ოჯახის კერა,дьиэ
381,Ofen::N,ღუმელი,оһох
382,Fußboden::N,იატაკი,муоста
383,Tisch::N,სუფრა,остуол
384,Tisch::N,მაგიდა,остуол
385,Stuhl::N,სკამი,устуул
386,Wiege::N,აკვანი,биһик
387,Bett::N,საწოლი,кырабаат
388,Bett::N,სარეცელი,кырабаат
389,Regal::N,თაროები,долбуур
390,Kiste::N,ყუთი,дьааһык
391,Kiste::N,სკივრი,дьааһык
392,Fenster::N,ფანჯარა,түннүк
393,Fenster::N,სარკმელი,түннүк
394,Tür::N,ბჭე,аан
395,Tür::N,კარი,аан
396,Tor::N,ჭიშკარი,аан
397,Zaun::N,ღობე,соппулуот
398,Zaun::N,გალავანი,соппулуот
399,Dach::N,სახურავი,кырыыса
400,Leiter::N,კიბე,кирилиэс
401,Besen::N,ცოცხი,миинньик
402,Spaten::N,ნიჩაბი,күрдьэх
403,Schaufel::N,ბარი,күрдьэх
404,Gabel::N,ჩანგალი,биилкэ
405,Löffel::N,კოვზი,луоска
406,Messer::N,დანა,быһах
407,Nagel::N,ლურსმანი,тоһоҕо
408,Netz::N,ბადე,илим
409,Haken::N,კავი,көхө
410,Haken::N,კაუჭი,көхө
411,Griff::N,ტარი,ук
412,Griff::N,ტარი,тутаах
413,Schloss::N,კლიტე,күлүүс
414,Schloss::N,საკეტი,күлүүс
415,Bild::N,სურათი,хартыына
416,Figur::N,ფიგურა,фигура
417,Puppe::N,თოჯინა,куукула
418,Beutel::N,პარკი,мөһөөччук
419,Bündel::N,გალა,баайыы
420,Bündel::N,ასხმა,баайыы
421,Tasche::N,ჩანთა,суумка
422,Eimer::N,ჩამჩა,биэдэрэ
423,Deckel::N,ხუფი,хаппах
424,Deckel::N,სარქველი,хаппах
425,Geschirr::N,ჭურჭელი,иһит
426,Sack::N,ტომარა,куул
427,Tasse::N,ფინჯანი,сэлиэнэй
428,Topf::N,ქოთანი,көстүрүүҥкэ
429,Kessel::N,ქვაბი,хочуол
430,Essen::N,ჭამა,аһылык
431,Nahrung::N,საზრდო,ас
432,Nahrung::N,საკვები,ас
433,Speise::N,საჭმელი,аһылык
434,Fleisch::N,ხორცი,эт
435,Getreide::N,მარცვლოვანი,злактар
436,Brei::N,ფაფა,хааһы
437,Brot::N,პური,килиэп
438,Scheibe::N,ნაჭერი,куһуок
439,Fett::N,ქონი,сыа
440,Fett::N,ცხიმი,сыа
441,Butter::N,კარაქი,арыы
442,Öl::N,ზეთი,арыы
443,Salz::N,მარილი,туус
444,Suppe::N,სუფი,мин
445,Honig::N,თაფლი,мүөт
446,Milch::N,რძე,үүт
447,Tee::N,ჩაი,чэй
448,Leder::N,ტყავი,тирии
449,Wolle::N,მატყლი,түү
450,Stoff::N,ქსოვილი,таҥас
451,Nadel::N,ნემსი,иннэ
452,Faden::N,ძაფი,сап
453,Faden::N,მკედი,сап
454,Knopf::N,ღილი,тимэх
455,Knoten::N,ნასკვი,түмүк
456,Farbe::N,საღებავი,кырааска
457,Kleidung::N,ტანსაცმელი,таҥас
458,Hemd::N,ხალათი,ырбаахы
459,Hemd::N,პერანგი,ырбаахы
460,Kragen::N,საყელო,саҕа
461,Ärmel::N,სახელო,сиэх
462,Hose::N,შარვალი,ыстаан
463,Hose::N,შარვალი,бүрүүкэ
464,Gürtel::N,ქამარი,кур
465,Mütze::N,ქუდი,бэргэһэ
466,Schuh::N,ფეხსაცმელი,бачыыҥка
467,Stiefel::N,ჩექმა,саппыкы
468,Ring::N,ბეჭედი,биһилэх
469,Band::N,ბაფთი,лиэнтэ
470,Kamm::N,სავარცხელი,тараах
471,Spiegel::N,სარკე,сиэркилэ
472,Riemen::N,ღვედი,кур
473,Schnur::N,ლარი,быа
474,Leine::N,ჯაჭვი,тэһиин
475,Decke::N,საბანი,суорҕан
476,Kissen::N,ბალიში,сыттык
477,Tuch::N,მაუდი,былаат
478,Tuch::N,თავშალი,былаат
479,Handtuch::N,ხელსახოცი,соттор
480,Kraft::N,ძალა,сыра
481,Stärke::N,ღონე,күүс
482,Gesundheit::N,ჯანმრთელობა,доруобуйа
483,Krankheit::N,სენი,ыарыы
484,Krankheit::N,ავადმყოფობა,ыарыы
485,Schmerz::N,ტკივილი,ыарыы
486,Wunde::N,იარი,баас
487,Wunde::N,ჭრილობა,баас
488,Fieber::N,ციება,түрүлгэн
489,Fieber::N,ციება,лихорадка
490,Fieber::N,ციება,температура
491,Arznei::N,წამალი,эмп
492,Brücke::N,ხიდი,күргэ
493,Brunnen::N,ჭა,холуодьас
494,Weide::N,საძოვარი,мэччирэҥ
495,Pfad::N,ბილიკი,ыллык
496,Weg::N,გზა,суол
497,Straße::N,შარაგზა,суол
498,Dorf::N,დაბა,дэриэбинэ
499,Dorf::N,სოფელი,дэриэбинэ
500,Stadt::N,ქალაქი,куорат
501,Brief::N,წერილი,сурук
502,Buch::N,წიგნი,кинигэ
503,Buchstabe::N,ასო,буква
504,Zeitung::N,გაზეთი,хаһыат
505,Leben::N,სიცოცხლე,тыын
506,Tod::N,სიკვდილი,өлүү
507,Grab::N,სამარე,иин
508,Grab::N,საფლავი,иин
509,Kirche::N,ეკლესია,таҥара дьиэтэ
510,Sünde::N,ცოდვა,айыы
511,Gott::N,ღმერთი,тангара
512,Arbeiter::N,მუშა,үлэһит
513,Chef::N,გამგე,баһылык
514,Chef::N,გამგე,начальник
515,Meister::N,ოსტატი,уус
516,Meister::N,ოსტატი,маастар
517,Arzt::N,ექიმი,врач
518,Arzt::N,მკურნალი,врач
519,Lehrer::N,მასწავლებელი,учуутал
520,Geld::N,ფული,харчы
521,Geschäft::N,საქმე,идэ
522,Geschäft::N,ბიზნესი,идэ
523,Laden::N,დუქანი,маҕаһыын
524,Laden::N,მაღაზია,маҕаһыын
525,Preis::N,ფასი,сыана
526,Ware::N,საქონელი,табаар
527,Nutzen::N,ხეირი,туһа
528,Reichtum::N,სიმდიდრე,баай
529,Welt::N,მსოფლიო,аан дойду
530,Land::N,მხარე,дойду
531,Land::N,ქვეყანა,дойду
532,Staat::N,სახელმწიფო,государство
533,König::N,მეფე,король
534,Macht::N,ძლიერება,былаас
535,Grenze::N,ზღვარი,кыраныысса
536,Krieg::N,ომი,сэрии
537,Feind::N,მტერი,өстөөх
538,Gewalt::N,სისასტიკე,күүһүлээһин
539,Kampf::N,ბრძოლა,охсуһуу
540,Bogen[Waffe]::N,მშვილდი,ох
541,Pfeil::N,ისარი,ох
542,Pfeil::N,მახვილი,ох
543,Gewehr::N,თოფი,саа
544,Gewehr::N,შაშხანა,саа
545,Fehler::N,შეცდომა,сыыһа
546,Lüge::N,სიცრუე,сымыйа
547,Schaden::N,ვნება,хоромньу
548,Unglück::N,ხიფათი,алдьархай
549,Unglück::N,უბედურება,алдьархай
550,Schuld::N,ბრალი,буруй
551,Alter::N,ასაკი,саас
552,Schluss::N,ბოლო,тиһэх
553,Schluss::N,დასასრული,тиһэх
554,Zeit::N,დრო,бириэмэ
555,Tag::N,დღე,күн
556,Morgen::N,დილა,сарсыарда
557,Mittag::N,შუადღე,күн ортото
558,Abend::N,საღამო,киэһэ
559,Nacht::N,ღამე,түүн
560,Woche::N,კვირა,нэдиэлэ
561,Monat::N,თვე,ый
562,Jahr::N,წელი,сыл
563,Jahr::N,წელი,дьыл
564,Frühling::N,გაზაფხული,саас
565,Sommer::N,ზაფხული,сайын
566,Herbst::N,შემოდგომა,күһүн
567,Winter::N,ზამთარი,кыһын
568,Januar::N,იანვარი,тохсунньу
569,Februar::N,თებერვალი,олунньу
570,März::N,მარტი,кулун тутар
571,April::N,აპრილი,муус устар ый
572,Mai::N,მაისი,ыам ыйа
573,Juni::N,ივნისი,бэс ыйа
574,Juli::N,ივლისი,от ыйа
575,August::N,აგვისტო,атырдьах ыйа
576,September::N,სექტემბერი,балаҕан ыйа
577,Oktober::N,ოქტომბერი,алтынньы
578,November::N,ნოემბერი,сэтинньи
579,Dezember::N,დეკემბერი,ахсынньы
580,Montag::N,ორშაბათი,бэнидиэнньик
581,Dienstag::N,სამშაბათი,оптуорунньук
582,Mittwoch::N,ოთხშაბათი,сэрэдэ
583,Donnerstag::N,ხუთშაბათი,чэппиэр
584,Freitag::N,პარასკევი,бээтинсэ
585,Samstag::N,შაბათი,субуота
586,Sonntag::N,კვირა,баскыһыанньа
587,groß::A,დიდი,бөдөҥ
588,groß::A,დიდი,улахан
589,klein::A,მცირე,кыр
590,klein::A,პატარა,кыр
591,lang::A,გრძელი,уһун
592,kurz::A,მოკლე,кылгас
593,breit::A,ფართო,кэтит
594,breit::A,განიერი,кэтит
595,schmal::A,ვიწრო,кыараҕас
596,schmal::A,წვრილი,кыараҕас
597,dicht::A,მჭიდრო,хойуу
598,dick[Gegenstand]::A,სქელი,суон
599,dick[Gegenstand]::A,სქელი,хойуу
600,dünn::A,წვრილი,чараас
601,fein::A,თხელი,бытархай
602,fein::A,თხელი,синньигес
603,fest::A,მყარი,бөҕө
604,fest::A,მყარი,кытаанах
605,flach::A,ბრტყელი,хаптаҕай
606,glatt::A,გლუ,кылааккай
607,hart::A,მაგარი,хатан
608,hart::A,მაგარი,кытаанах
609,weich::A,რბილი,сымнаҕас
610,rund::A,მრგვალი,төгүрүк
611,spitz::A,წვეტიანი,сытыы
612,spitz::A,წვეტიანი,уһуктаах
613,scharf::A,მჭრელი,сытыы
614,stumpf::A,ბლაგვი,сыппах
615,schwer::A,მძიმე,ыарахан
616,schön::A,ლამაზი,кыраһыабай
617,heiß::A,ცხელი,итии
618,warm::A,თბილი,ичигэс
619,kalt::A,ცივი,тымныы
620,kühl::A,გრილი,сөрүүн
621,frisch::A,სუფთა,ыраас
622,frisch::A,სუფთა,сөрүүн
623,frisch::A,სუფთა,тымныы
624,feucht::A,ნოტიო,сииктээх
625,nass::A,სველი,инчэҕэй
626,trocken::A,მშრალი,кураан
627,voll::A,სავსე,толору
628,leer::A,ცარიელი,иччитэх
629,offen::A,ღია,аһаҕас
630,offen::A,გაშლილი,аһаҕас
631,geschlossen::A,დახურული,бүтэй
632,sauber::A,სუფთა,сэбэр
633,sauber::A,წმინდა,сэбэр
634,schmutzig::A,ტალახიანი,кирдээх
635,roh::A,უმი,сиикэй
636,reif::A,მწიფე,буспут
637,reif::A,მწიფე,сиппит-хоппут
638,lecker::A,გემრიელი,минньигэс
639,süß::A,ტკბილი,минньигэс
640,bitter::A,მწარე,аһыы
641,sauer::A,მჟავე,аһыы
642,hell::A,ნათელი,сырдык
643,dunkel::A,ბნელი,хараҥа
644,schwarz::A,შავი,хара
645,weiß::A,თეთრი,үрүҥ
646,weiß::A,თეთრი,маҥан
647,rot::A,წითელი,кыһыл
648,gelb::A,ყვითელი,саһархай
649,blau::A,ლურჯი,күөх
650,blau::A,ცისფერი,күөх
651,grün::A,მწვანე,күөх
652,grün::A,მწვანე,от күөҕэ
653,grau::A,რუხი,сиэрэй
654,grau::A,ნაცრისფერი,сиэрэй
655,bunt::A,ჭრელი,эриэн
656,bunt::A,ფერადი,эриэн
657,billig::A,იაფი,чэпчэки
658,teuer::A,ძვირი,сыаналаах
659,wertvoll::A,ღირსიანი,сыаналаах
660,blind::A,ბრმა,хараҕа суох
661,taub::A,ყრუ,дьүлэй
662,kräftig::A,ძალავანი,модун
663,stark::A,ძლიერი,күүстээх
664,stark::A,ღონიერი,күүстээх
665,schwach::A,სუსტი,мөлтөх
666,fett::A,სქელი,эмис
667,schlank::A,გამხდარი,дьылҕан
668,schlank::A,გამხდარი,дьыпсаҕай
669,hübsch::A,ეშხიანი,олус кэрэ
670,hübsch::A,ეშხიანი,көрүөхтэн үчүгэй
671,hübsch::A,მშვენიერი,олус кэрэ
672,hübsch::A,მშვენიერი,көрүөхтэн үчүгэй
673,böse::A,ავი,өһүөннээх
674,böse::A,ბოროტი,өһүөннээх
675,dumm::A,ბოთე,акаары
676,dumm::A,სულელი,акаары
677,faul::A,ზანტი,нэс
678,faul::A,ზარმაცი,нэс
679,fleißig::A,ბეჯითი,кыһамньылаах
680,fleißig::A,მუყაითი,кыһамньылаах
681,geizig::A,ძუნწი,иҥсэлээх
682,klug::A,ჭკვიანი,өйдөөх
683,geschickt::A,მარჯვე,наһаа дьоҕурдаах
684,geschickt::A,გაწაფული,наһаа дьоҕурдаах
685,lieb::A,სატრფიალო,тапталлаах
686,lustig::A,მხიარული,көрдөөх
687,sanft::A,ალერსიანი,намчы
688,sanft::A,ალერსიანი,сымнаҕас
689,sanft::A,გრძნობიერი,намчы
690,sanft::A,გრძნობიერი,сымнаҕас
691,hungrig::A,მშიერი,аччык
