,Concept_ID,myv,es
827,zwischen::PRP,ютксо,entre
828,wegen::PRP,кис,por
829,wegen::PRP,кис,a causa de
830,wegen::PRP,коряс,por
831,wegen::PRP,коряс,a causa de
832,wegen::PRP,кувалт,por
833,wegen::PRP,кувалт,a causa de
834,dies::PRN,те,esto
835,das::PRN,те,eso
836,das::PRN,те,esto
837,das::PRN,тона,eso
838,das::PRN,тона,esto
839,alles::PRN,весе,todo
840,alles::PRN,весемесь,todo
841,ich::PRN,мон,yo
842,du::PRN,тон,tú
843,er::PRN,сон,él
844,wir::PRN,минь,nosotros
845,ihr::PRN,тынь,vosotros
846,sie::PRN,сынь,ellos
847,was::FPRN,мезе,qué
848,wer::FPRN,ки,quién
849,wo::FADV,косо,dónde
850,wohin::FADV,ков,adónde
851,wohin::FADV,ков,hacia dónde
852,wohin::FADV,козо,adónde
853,wohin::FADV,козо,hacia dónde
854,wie::FADV,кода,cómo
855,warum::FADV,мекс,por qué
856,wieviel::FNUM,зяро,cuánto
857,eins::NUM,вейке,uno
858,zwei::NUM,кавто,dos
859,drei::NUM,колмо,tres
860,vier::NUM,ниле,cuatro
861,fünf::NUM,вете,cinco
862,sechs::NUM,кото,seis
863,sieben::NUM,сисем,siete
864,acht::NUM,кавксо,ocho
865,neun::NUM,вейксэ,nueve
866,zehn::NUM,кемень,diez
867,elf::NUM,кевейкее,once
868,zwölf::NUM,кемгавтово,doce
869,zwanzig::NUM,комсь,veinte
870,dreißig::NUM,колоньгемень,treinta
871,vierzig::NUM,ниленьгемень,cuarenta
872,fünfzig::NUM,ведьгемень,cincuenta
873,sechzig::NUM,кодгемень,sesenta
874,siebzig::NUM,сизьгемень,setenta
875,achtzig::NUM,кавксоньгемень,ochenta
876,neunzig::NUM,вейксэньгемень,noventa
877,hundert::NUM,сядо,cien
878,hundert::NUM,сядо,ciento
879,tausend::NUM,тыща,mil
880,und::CNJ,ды,y
881,oder::CNJ,или,o
882,stehen::V,аштемс стядо,estar de pie
883,sitzen::V,аштемс озадо,estar sentado
884,liegen::V,мадезь аштемс,yacer
885,liegen::V,мадезь аштемс,estar acostado
886,hängen::V,нурьгемс,pender
887,werden::V,арамс,hacerse
888,passieren::V,лисэмс,suceder
889,beginnen::V,ушодомс,iniciarse
890,beginnen::V,ушодомс,principiar
891,enden::V,лоткамс,acabar
892,enden::V,лоткамс,terminar
893,wechseln::V,полавтнемс,variar
894,wechseln::V,полавтнемс,alternar
895,aufgehen[Sonne]::V,лисемс,salir
896,aufgehen[Sonne]::V,стямс,salir
897,untergehen[Sonne]::V,валгомс,ponerse
898,untergehen[Sonne]::V,валгомс,descender
899,scheinen[Sonne]::V,валдомтомс,brillar
900,donnern::V,цярномс,tronar
901,donnern::V,галдордомс,tronar
902,wehen::V,пувамс,soplar
903,strömen::V,чудемс,afluir
904,fließen::V,чудемс,fluir
905,fließen::V,чудемс,correr
906,sich drehen::V,велямс,girar
907,schwanken::V,лыкамс,vacilar
908,schwanken::V,якамс,vacilar
909,schwingen::V,нурсемс,oscilar
910,schwingen::V,лыкамс,oscilar
911,fallen::V,прамс,caer
912,fallen::V,сяворемс,caer
913,brennen::V,паломс,arder
914,brennen::V,паломс,quemar
915,rauchen::V,качадомс,humear
916,rauchen::V,качадомс,echar humo
917,regnen::V,пиземс,llover
918,gefrieren::V,кельмемс,helarse
919,tauen::V,соламс,deshelarse
920,schmelzen::V,соламс,fundirse
921,schmelzen::V,соламс,derretirse
922,trocknen::V,коськемс,secarse
923,sieden::V,лакамс,hervir
924,sieden::V,пиксемс,hervir
925,faulen::V,наксадомс,pudrirse
926,verfaulen::V,наксадомс,pudrirse
927,reißen::V,сезневемс,romperse
928,versinken::V,ваямс,hundirse
929,vergehen::V,ютамс,pasar
930,erscheinen::V,лисемс,aparecer
931,verschwinden::V,ёмамс,desaparecer
932,sinken::V,явамс,bajar
933,abnehmen::V,киремемс,decrecer
934,abnehmen::V,киремемс,disminuir
935,zunehmen::V,ламолгадомс,crecer
936,zunehmen::V,ламолгадомс,aumentar
937,zunehmen::V,раштамс,crecer
938,zunehmen::V,раштамс,aumentar
939,steigen::V,куземс,subir
940,steigen::V,куземс,ascender
941,steigen::V,кепсевемс,subir
942,steigen::V,кепсевемс,ascender
943,wachsen::V,касомс,crecer
944,glänzen::V,цитнемс,brillar
945,glänzen::V,цитнемс,resplandecer
946,funkeln::V,пиндолдомс,chispear
947,funkeln::V,цивтёрдомс,chispear
948,lärmen::V,шалномс,hacer ruido
949,läuten::V,гайгезевемс,sonar
950,läuten::V,гайгезевемс,repicar
951,klingeln::V,чавомс баягас,tocar el timbre
952,klirren::V,калдордомс,tintinear
953,klirren::V,кальцяемс,tintinear
954,brausen::V,лакамс,zumbar
955,rauschen::V,лажномс,murmurar
956,klingen::V,гайгемс,sonar
957,bellen::V,онгомс,ladrar
958,heulen::V,урномс,ulular
959,blasen::V,пувамс,soplar
960,pfeifen::V,вешкемс,silbar
961,schreien::V,пижнемс,gritar
962,stöhnen::V,кувсемс,gemir
963,zittern::V,тарномс,temblar
964,leben::V,эрямс,vivir
965,geboren werden::V,чачомс,nacer
966,atmen::V,лексемс,respirar
967,trinken::V,симемс,beber
968,essen::V,ярсамс,comer
969,schlucken::V,нилемс,tragar
970,schlucken::V,порнемс,tragar
971,müde werden::V,сиземс,cansarse
972,müde werden::V,сиземс,fatigarse
973,einschlafen::V,матедевемс,dormirse
974,schlafen::V,удомс,dormir
975,aufwachen::V,сыргоземс,despertarse
976,aufstehen::V,стямс,levantarse
977,sich erholen::V,оймсемс,reposar
978,sich erholen::V,оймсемс,descansar
979,krank werden::V,сэредезевемс,caer enfermo
980,krank sein::V,сэредемс,estar enfermo
981,schmerzen::V,сэредемс,doler
982,husten::V,козомс,toser
983,genesen::V,пичкамс,convalecer
984,genesen::V,пичкамс,restablecerse
985,sterben::V,куломс,morir
986,umkommen::V,чавовомс,perecer
987,umkommen::V,ёмамс,perecer
988,sich bewegen::V,шаштомс,moverse
989,sich rühren::V,сыргамс,rebullir
990,sich erheben::V,куземс,levantarse
991,sich setzen::V,озамс,sentarse
992,hinfallen::V,прамс,caerse
993,hinfallen::V,сяворемс,caerse
994,laufen::V,якамс,andar
995,schreiten::V,эскелямс,proceder
996,schreiten::V,молемс,proceder
997,spazierengehen::V,якамс,pasear
998,spazierengehen::V,якамс,pasearse
999,eilen::V,эрзкалемс,correr prisa
1000,eilen::V,капшамс,correr prisa
1001,sich beeilen::V,капшамс,darse prisa
1002,sausen::V,ливтямс,correr
1003,rennen::V,чийнемс,correr
1004,rennen::V,ардтнемс,correr
1005,springen::V,кирнявтнемс,saltar
1006,klettern::V,куземс,trepar
1007,klettern::V,куземс,escalar
1008,schaukeln::V,нурямс,bambolearse
1009,kriechen::V,ёзмолдомс,reptar
1010,kriechen::V,ёзмолдомс,arrastrarse
1011,schwimmen::V,уемс,nadar
1012,tauchen::V,чопавтомс,bucear
1013,tauchen::V,чопавтомс,sumergirse
1014,tauchen::V,чопавтнемс,bucear
1015,tauchen::V,чопавтнемс,sumergirse
1016,rudern::V,миледемс,remar
1017,fahren::V,ардомс,ir
1018,fliegen::V,ливтямс,volar
1019,gehen::V,туемс,ir
1020,gehen::V,туемс,andar
1021,gehen::V,молемс,ir
1022,gehen::V,молемс,andar
1023,weggehen::V,туемс,irse
1024,weggehen::V,туемс,marcharse
1025,abfahren::V,туемс,salir
1026,abfahren::V,туемс,partir
1027,anhalten::V,лоткамс,parar
1028,anhalten::V,лоткамс,pararse
1029,hineingehen::V,совамс,entrar
1030,eintreten::V,совамс,entrar
1031,eintreten::V,эскельдямс,entrar
1032,kommen::V,самс,venir
1033,ankommen::V,самс,llegar
1034,ankommen::V,пачкодемс,llegar
1035,zurückkommen::V,велявтомс,volver
1036,zurückkommen::V,велявтомс,regresar
1037,bleiben::V,кадовомс,quedarse
1038,warten::V,учомс,esperar
1039,erwarten::V,учомс,esperar
1040,suchen::V,вешнемс,buscar
1041,finden::V,муемс,hallar
1042,finden::V,муемс,encontrar
1043,versuchen::V,варштамс,intentar
1044,vorbereiten::V,анокстамс,preparar
1045,lieben::V,вечкемс,amar
1046,lieben::V,вечкемс,querer
1047,mögen::V,вечкемс,querer
1048,lachen::V,пейдемс,reír
1049,rühren::V,токамс седейс,conmover
1050,weinen::V,авардемс,llorar
1051,schimpfen::V,сёвномс,regañar
1052,sich ärgern::V,кежиявтнемс,enfadarse
1053,sich fürchten::V,пелемс,tener miedo
1054,fürchten::V,пелемс,temer
1055,fürchten::V,пелемс,tener miedo a
1056,fliehen::V,оргодемс,huir
1057,flüchten::V,ворьгодемс,escaparse
1058,flüchten::V,чадомс,escaparse
1059,sehen::V,неемс,ver
1060,anschauen::V,ваномс,mirar
1061,ansehen::V,ваномс,mirar
1062,hören::V,марямс,oír
1063,zuhören::V,кунсоломс,escuchar
1064,probieren::V,варшамс,probar
1065,probieren::V,варшамс,degustar
1066,riechen::V,никсемс,oler
1067,fühlen::V,марямс,sentir
1068,scheinen::V,марявомс,parecer
1069,zu sehen sein::V,неявомс,poder verse
1070,vernehmen::V,марямс,oír
1071,vernehmen::V,марямс,percibir
1072,frieren::V,кельмемс,tener frío
1073,tun::V,теемс,hacer
1074,können::V,маштомс,poder
1075,wollen::V,бажамс,querer
1076,anfangen::V,кармамс,iniciar
1077,beenden::V,прядомс,acabar
1078,beenden::V,прядомс,terminar
1079,aufhören::V,лоткамс,cesar
1080,gelingen::V,удаламс,salir bien
1081,geraten::V,лисемс,salir
1082,geraten::V,лисемс,dar resultado
1083,öffnen::V,панжомс,abrir
1084,schließen::V,пекстамс,cerrar
1085,schließen::V,сёлгомс,cerrar
1086,schließen::V,конямс,cerrar
1087,stellen::V,аравтомс,poner
1088,stellen::V,аравтомс,colocar
1089,setzen::V,ойсевтемс,poner
1090,setzen::V,ойсевтемс,colocar
1091,setzen::V,озавтнемс,poner
1092,setzen::V,озавтнемс,colocar
1093,legen::V,путомс,poner
1094,berühren::V,токамс,tocar
1095,verbinden::V,содомс,unir
1096,verbinden::V,содомс,juntar
1097,bedecken::V,вельтямс,tapar
1098,bedecken::V,вельтямс,cubrir
1099,aufhängen::V,понгавтомс,colgar
1100,anzünden::V,кирвастемс,encender
1101,aufheben::V,кепедемс,recoger
1102,zurücklassen::V,кадомс,dejar
1103,verlieren::V,ёмавтомс,perder
1104,fallen lassen::V,правтомс,dejar caer
1105,machen::V,теемс,hacer
1106,herstellen::V,анокстамс,fabricar
1107,bauen::V,путомс,construir
1108,reparieren::V,витемс,reparar
1109,verbessern::V,паролгавтомс,mejorar
1110,verbessern::V,вадрялгавтомс,mejorar
1111,ändern::V,полавтомс,mudar
1112,ändern::V,полавтомс,modificar
1113,graben::V,чувомс,cavar
1114,graben::V,таргамс,cavar
1115,beugen::V,мендемс,doblar
1116,beugen::V,мендемс,inclinar
1117,biegen::V,комавтомс,doblar
1118,drehen::V,чаравтомс,volver
1119,drehen::V,чаравтомс,hacer girar
1120,drehen::V,велявтнемс,volver
1121,drehen::V,велявтнемс,hacer girar
1122,wenden::V,велявтомс,volver
1123,umdrehen::V,велявтомс,revolver
1124,heben::V,кепедемс,levantar
1125,hochheben::V,кепедемс,alzar
1126,ergreifen::V,кундамс,coger
1127,halten::V,кирдемс,tener
1128,drücken::V,нуемс,apretar
1129,schieben::V,шаштомс,empujar
1130,kratzen::V,ангордамс,rascar
1131,lecken::V,нолсемс,lamer
1132,beißen::V,сускомс,morder
1133,abreißen::V,сеземс,arrancar
1134,abschneiden::V,печкемс,cortar
1135,binden::V,кодамс,atar
1136,binden::V,сюлмамс,atar
1137,stecken::V,сялгомс,meter
1138,brechen::V,синдемс,romper
1139,brechen::V,синдемс,quebrar
1140,brechen::V,калавтомс,romper
1141,brechen::V,калавтомс,quebrar
1142,klopfen::V,калтаямс,golpear
1143,hauen::V,чавомс,pegar
1144,kleben::V,педявтнемс,pegar
1145,kleben::V,педявтнемс,encolar
1146,reiben::V,ёзамс,frotar
1147,streichen::V,вадемс,untar
1148,streichen::V,вадемс,recubrir
1149,schleifen::V,човамс,afilar
1150,schneiden::V,керямс,cortar
1151,rütteln::V,чукамс,agitar
1152,rütteln::V,лыкавтомс,agitar
1153,schütteln::V,чукамс,agitar
1154,schütteln::V,чукамс,sacudir
1155,schwenken::V,яхолемс,menear
1156,schütten::V,каямс,verter
1157,füllen::V,пештямс,llenar
1158,einwickeln::V,тапарямс,envolver
1159,tragen::V,кандомс,llevar
1160,schleppen::V,ускомс,arrastrar
1161,ziehen::V,ускомс,tirar
1162,aufbewahren::V,ванстомс,conservar
1163,werfen::V,ёртомс,echar
1164,werfen::V,ёртомс,lanzar
1165,fangen::V,кундамс,coger
1166,packen::V,кундамс,agarrar
1167,verstecken::V,кекшемс,esconder
1168,teilen::V,явомс,partir
1169,teilen::V,явомс,dividir
1170,schicken::V,кучомс,enviar
1171,bringen::V,кандомс,traer
1172,hinzufügen::V,путомс,añadir
1173,hinzufügen::V,максомс,añadir
1174,bekommen::V,саемс,obtener
1175,bekommen::V,саемс,conseguir
1176,erhalten::V,саемс,recibir
1177,nehmen::V,саемс,tomar
1178,wählen::V,кочкамс,elegir
1179,auswählen::V,кочкамс,escoger
1180,auswählen::V,кочкамс,seleccionar
1181,bewahren::V,ванстомс,guardar
1182,bewahren::V,ванстомс,preservar
1183,behindern::V,кирдемс,estorbar
1184,behindern::V,кирдемс,obstaculizar
1185,verderben::V,коламс,estropear
1186,beschädigen::V,теемс зыян,deteriorar
1187,zerbrechen::V,коламс,romper
1188,zerbrechen::V,коламс,quebrar
1189,zerreißen::V,сеземс,desgarrar
1190,zerreißen::V,сеземс,despedazar
1191,zerstören::V,калавтомс,destruir
1192,zerstören::V,калавтомс,destrozar
1193,verbrennen::V,пултамс,quemar
1194,geben::V,максомс,dar
1195,reichen::V,максомс,pasar
1196,schenken::V,каземс,regalar
1197,versprechen::V,алтамс,prometer
1198,wünschen::V,арсемс,desear
1199,loben::V,шнамс,alabar
1200,küssen::V,палсемс,besar
1201,wiegen::V,нурсемс,mecer
1202,zudecken::V,тавадомс,tapar
1203,zudecken::V,тавадомс,cubrir
1204,zudecken::V,вельтямс,tapar
1205,zudecken::V,вельтямс,cubrir
1206,wecken::V,стявтомс,despertar
1207,zeigen::V,невтемс,mostrar
1208,führen::V,ветямс,guiar
1209,führen::V,ветямс,conducir
1210,lehren::V,тонавтомс,enseñar
1211,lehren::V,тонавтомс,instruir
1212,unterrichten::V,тонавтомс,enseñar
1213,aufziehen::V,трямс,criar
1214,aufziehen::V,кастомс,criar
1215,leiten::V,ветямс,guiar
1216,leiten::V,ветямс,dirigir
1217,leiten::V,азоркстамс,guiar
1218,leiten::V,азоркстамс,dirigir
1219,antreiben::V,ветямс,impeler
1220,antreiben::V,ветямс,impulsar
1221,lassen::V,кармавтомс,hacer
1222,einladen::V,тердемс,invitar
1223,vereinigen::V,вейсэндямс,unir
1224,vereinigen::V,вейс путомс,unir
1225,vereinigen::V,вейс пурнамс,unir
1226,besuchen::V,варштамс,visitar
1227,besuchen::V,варштамс,ir a ver
1228,treffen::V,вастомс,encontrar
1229,sich versammeln::V,промокшномс,reunirse
1230,sich versammeln::V,промокшномс,congregarse
1231,spielen::V,налксемс,jugar
1232,singen::V,морамс,cantar
1233,tanzen::V,киштемс,bailar
1234,sich trennen::V,явомс,separarse
1235,verlassen::V,кадомс,dejar
1236,verlassen::V,кадомс,abandonar
1237,retten::V,идемс,salvar
1238,bewachen::V,ванстомс,vigilar
1239,schützen::V,аштемс,proteger
1240,verteidigen::V,ваномс,defender
1241,sich schlagen::V,тюремс,batirse
1242,schießen::V,ледемс,tirar
1243,schießen::V,ледемс,disparar
1244,siegen::V,изнямс,vencer
1245,ärgern::V,кежейгавтомс,enojar
1246,ärgern::V,кежейгавтомс,enfadar
1247,schlagen::V,токамс,pegar
1248,schlagen::V,токамс,golpear
1249,treten::V,тапамс,dar una patada a
1250,stechen::V,пупамс,pinchar
1251,stoßen::V,тулкадемс,empujar
1252,stehlen::V,саламс,robar
1253,stehlen::V,саламс,hurtar
1254,stören::V,пирямс ки,molestar
1255,belästigen::V,а максомс,molestar
1256,belästigen::V,а максомс,importunar
1257,belästigen::V,а кадомс оймамо,molestar
1258,belästigen::V,а кадомс оймамо,importunar
1259,verbergen::V,сёпомс,ocultar
1260,verbergen::V,сёпомс,esconder
1261,verbergen::V,кекшемс,ocultar
1262,verbergen::V,кекшемс,esconder
1263,täuschen::V,манямс,engañar
1264,betrügen::V,манчемс,engañar
1265,töten::V,чавномс,matar
1266,töten::V,маштнемс,matar
1267,wohnen::V,эрямс,vivir
1268,wohnen::V,эрямс,habitar
1269,arbeiten::V,важодемс,trabajar
1270,sammeln::V,пурнамс,recoger
1271,sammeln::V,пурнамс,coleccionar
1272,pflücken::V,ноцковтнемс,coger
1273,jagen::V,кундамс,cazar
1274,fischen::V,калонь кундамс,pescar
1275,fassen::V,кундамс,atrapar
1276,fassen::V,кундамс,capturar
1277,hüten::V,ваномс,guardar
1278,treiben::V,панемс,aballar
1279,anbinden::V,сюлмамс,atar
1280,füttern::V,андомс,echar de comer
1281,melken::V,потявтомс,ordeñar
1282,hacken::V,лазномс,picar
1283,hacken::V,лазномс,cortar
1284,gießen::V,валомс,regar
1285,reifen::V,кенеремс,madurar
1286,zubereiten::V,анокстамс,preparar
1287,kochen::V,пидемс,cocer
1288,kochen::V,пидемс,guisar
1289,backen::V,пидемс,hornear
1290,backen::V,пидемс,cocer al horno
1291,braten::V,пуштамс,asar
1292,braten::V,пуштамс,freír
1293,umrühren::V,човорямс,remover
1294,stricken::V,кодамс,hacer punto
1295,stricken::V,кодамс,hacer calceta
1296,nähen::V,стамс,coser
1297,färben::V,артомс,teñir
1298,färben::V,артомс,colorear
1299,reinigen::V,урядамс,limpiar
1300,waschen::V,муськемс,lavar
1301,abwischen::V,нардамс,fregar
1302,abwischen::V,нардамс,limpiar
1303,spülen::V,ёрвалдомс,aclarar
1304,spülen::V,ёрвалдомс,enjuagar
1305,fegen::V,тенсемс,barrer
1306,fegen::V,тенсемс,pasar la escoba
1307,kehren::V,тенсемс,barrer
1308,baden::V,экшелямс,bañarse
1309,sich waschen::V,шлямс,lavarse
1310,ausziehen::V,кайсевтемс,quitar
1311,ausziehen::V,кайсевтемс,quitarse
1312,anziehen::V,оршамс,ponerse
1313,sich anziehen::V,оршамс,vestirse
1314,kämmen::V,судрямс,peinar
1315,schmücken::V,мазылгавтомс,adornar
1316,schmücken::V,наряжамс,adornar
1317,sagen::V,меремс,decir
1318,sprechen::V,кортамс,hablar
1319,reden::V,кортамс,hablar
1320,reden::V,кортамс,conversar
1321,sich unterhalten::V,кортнемс,charlar
1322,sich unterhalten::V,кортнемс,conversar
1323,fragen::V,кевкстемс,preguntar
1324,bitten::V,вешемс,rogar
1325,erzählen::V,ёвтнемс,contar
1326,mitteilen::V,ёвтамс,comunicar
1327,mitteilen::V,ёвтамс,participar
1328,nennen::V,лемдемс,llamar
1329,nennen::V,лемдемс,nombrar
1330,nennen::V,путомс лем,llamar
1331,nennen::V,путомс лем,nombrar
1332,rufen::V,тердемс,llamar
1333,rufen::V,серьгедемс,llamar
1334,prahlen::V,шнамс пря,jactarse
1335,übersetzen::V,ютавтомс,traducir
1336,denken::V,арсемс,pensar
1337,glauben::V,кемемс,creer
1338,bemerken::V,неемс,notar
1339,erkennen::V,содамс,reconocer
1340,begreifen::V,пачкодемс,concebir
1341,verstehen::V,чарькодемс,entender
1342,verstehen::V,чарькодемс,comprender
1343,lernen::V,тонавтнемс,aprender
1344,wissen::V,содамс,saber
1345,sich erinnern an::V,ледстямс,recordar
1346,sich erinnern an::V,ледстямс,acordarse de
1347,vergessen::V,стувтомс,olvidar
1348,messen::V,онкстнемс,medir
1349,zählen::V,ловомс,contar
1350,rechnen::V,ловомс,contar
1351,rechnen::V,ловомс,calcular
1352,lesen::V,ловномс,leer
1353,malen::V,рисовамс,pintar
1354,zeichnen::V,рисовамс,dibujar
1355,schreiben::V,сёрмадомс,escribir
1356,besitzen::V,улемс,poseer
1357,besitzen::V,улемс азорокс,poseer
1358,kaufen::V,рамамс,comprar
1359,verkaufen::V,миемс,vender
1360,bezahlen::V,пандомс,pagar
1361,zahlen::V,пандомс,pagar
1362,beherrschen::V,азоркстамс,dominar
1363,ertragen::V,кирдемс,soportar
