,Concept_ID,eu,sah
176,Herde::N,saldo,үөр
177,Herde::N,abere talde,үөр
178,Kuh::N,behi,ынах
179,Bulle::N,zezen,оҕус
180,Pferd::N,zaldi,сылгы
181,Schaf::N,ardi,овца
182,Schwein::N,urde,сибиинньэ
183,Schwein::N,txerri,сибиинньэ
184,Hund::N,txakur,ыт
185,Katze::N,katu,куоска
186,Bär::N,hartz,эһэ
187,Eichhörnchen::N,urtxintxa,тииҥ
188,Elch::N,altze,тайах
189,Fuchs::N,azeri,саһыл
190,Hase::N,erbi,куобах
191,Maus::N,sagu,кутуйах
192,Wolf::N,otso,бөрө
193,Vogel::N,txori,көтөр
194,Vogel::N,hegazti,көтөр
195,Schwarm::N,aldra,бөлөх
196,Huhn::N,oilo,куурусса
197,Hahn::N,oilar,бөтүүк
198,Gans::N,antzara,хаас
199,Adler::N,arrano,хотой
200,Ente::N,ahate,кус
201,Eule::N,hontza,мэкчиргэ
202,Kranich::N,kurrilo,туруйа
203,Krähe::N,bele,тураах
204,Kuckuck::N,kuku,кэҕэ
205,Schwan::N,beltxarga,куба
206,Fisch::N,arrain,балык
207,Barsch::N,perka,алыһар
208,Hecht::N,lutxo,сордон
209,Schlange[Tier]::N,suge,моҕой
210,Schlange[Tier]::N,suge,эриэн үөн
211,Wurm::N,har,үөн
212,Spinne::N,armiarma,ооҕуй
213,Ameise::N,inurri,кымырдаҕас
214,Laus::N,zorri,быт
215,Mücke::N,eltxo,кумаар
216,Fliege::N,euli,сахсырҕа
217,Schmetterling::N,pinpirin,лыах
218,Schmetterling::N,pinpirin,үрүмэччи
219,Schmetterling::N,tximeleta,лыах
220,Schmetterling::N,tximeleta,үрүмэччи
221,Beere::N,baia,отон
222,Apfel::N,sagar,яблоко
223,Pilz::N,onddo,тэллэй
224,Pilz::N,perretxiko,тэллэй
225,Zwiebel::N,tipula,луук
226,Saat::N,haziak,сиэмэ
227,Korn::N,ale,сиэмэ
228,Korn::N,pikor,сиэмэ
229,Heu::N,belar ondu,от
230,Schale::N,azal,хах
231,Grube::N,hobi,дьаама
232,Falle::N,harrapagailu,сохсо
233,Schlinge::N,bilur,уктаа
234,Schlinge::N,xedera,уктаа
235,Spur::N,lorratz,суол
236,Asche::N,errauts,күл
237,Dreck::N,satsukeria,бадараан
238,Eisen::N,burdina,тимир
239,Gold::N,urre,көмүс
240,Gold::N,urre,кыһыл көмүс
241,Gold::N,urregorri,көмүс
242,Gold::N,urregorri,кыһыл көмүс
243,Silber::N,zilar,көмүс
244,Silber::N,zilar,үрүҥ көмүс
245,Silber::N,urrezuri,көмүс
246,Silber::N,urrezuri,үрүҥ көмүс
247,Kohle::N,ikatz,чох
248,Glas::N,beira,өстүөкүлэ
249,Lehm::N,buztin,туой
250,Sand::N,harea,кумах
251,Sand::N,hondar,кумах
252,Mensch::N,gizaki,киһи
253,Mann::N,gizon,эр
254,Frau::N,andere,дьахтар
255,Frau::N,emakume,дьахтар
256,Kind::N,haur,оҕо
257,Junge::N,mutil,уол
258,Mädchen::N,neska,кыыс оҕо
259,Familie::N,sendi,кэргэн
260,Familie::N,familia,кэргэн
261,Großvater::N,aitona,эһэ
262,Großvater::N,aitatxi,эһэ
263,Großmutter::N,amona,эбэ
264,Großmutter::N,amatxi,эбэ
265,Eltern::N,gurasoak,аҕа-ийэ
266,Vater::N,aita,аҕа
267,Mutter::N,ama,ийэ
268,Sohn::N,seme,уол
269,Tochter::N,alaba,кыыс
270,Bruder::N,neba,убай
271,Bruder::N,neba,быраат
272,Bruder::N,anaia,убай
273,Bruder::N,anaia,быраат
274,Schwester::N,ahizpa,аҕас
275,Schwester::N,ahizpa,балыс
276,Onkel::N,osaba,таай
277,Onkel::N,osaba,абаҕа
278,Tante::N,izeba,эдьиий
279,Ehemann::N,senar,эр
280,Ehefrau::N,emazte,ойох
281,Freude::N,poz,үөрүү
282,Freude::N,pozkari,үөрүү
283,Gelächter::N,barre,күлүү
284,Gelächter::N,karkara,күлүү
285,Glück::N,zori,дьол
286,Glück::N,zori,соргу
287,Kummer::N,xangrin,кутурҕан
288,Kummer::N,atsekabe,кутурҕан
289,Wunsch::N,nahi,баҕарыы
290,Wunsch::N,nahikunde,баҕарыы
291,Lust::N,gogo,баҕа
292,Geist::N,gogo,тыын
293,Gedanke::N,gogoeta,санаа
294,Gedächtnis::N,oroimen,өй
295,Gedächtnis::N,gogoramen,өй
296,Verstand::N,adimen,өй
297,Verstand::N,ulermen,өй
298,Sinn::N,zentzu,суолта
299,Grund::N,zergati,төрүөт
300,Wahrheit::N,egia,кырдьык
301,Gespräch::N,hizketa,бэсиэдэ
302,Gespräch::N,hizketa,кэпсэтии
303,Gespräch::N,elkarrizketa,бэсиэдэ
304,Gespräch::N,elkarrizketa,кэпсэтии
305,Märchen::N,ipuin,остуоруйа
306,Erzählung::N,edesti,кэпсээн
307,Erzählung::N,kontakizun,кэпсээн
308,Nachricht::N,albiste,биллэриллии
309,Neuigkeit::N,berri,сонун
310,Name::N,izen,аат
311,Rätsel::N,asmakizun,таабырын
312,Rede::N,hitzaldi,этии
313,Rede::N,mintzaldi,этии
314,Sprache::N,hizkuntza,тыл
315,Stimme::N,ahots,куолас
316,Wort::N,hitz,тыл
317,Zeichen::N,agerbide,бэлиэ
318,Zeichen::N,agergarri,бэлиэ
319,Ruf::N,dei,ыҥырыы
320,Lärm::N,zarata,айдаан
321,Lärm::N,harrabots,айдаан
322,Laut::N,hots,тыас
323,Ton::N,tonu,дорҕоон
324,Ton::N,soinu,дорҕоон
325,Lied::N,abesti,ырыа
326,Ruhe::N,nasaitasun,уу чуумпу
327,Leute::N,jende,дьон
328,Volk::N,herri,дьон
329,Volk::N,herri,норуот
330,Volk::N,populu,дьон
331,Volk::N,populu,норуот
332,Arbeit::N,lan,үлэ
333,Gast::N,arrotz,ыалдьыт
334,Gast::N,apopilo,ыалдьыт
335,Geschenk::N,opari,бэлэх
336,Spiel::N,jolas,оонньуу
337,Gesellschaft::N,gizarte,общество
338,Hilfe::N,helpide,көмө
339,Hilfe::N,laguntza,көмө
340,Freund::N,lagun,доҕор
341,Kamerad::N,adiskide,атас
342,Kamerad::N,lagunkide,атас
343,Angelegenheit::N,afera,дьыала
344,Anzahl::N,kopuru,ахсаан
345,Art::N,mota,биис
346,Stück::N,puska,кырбас
347,Teil::N,atal,ирээт
348,Hälfte::N,erdi,аҥар
349,Kreis::N,biribilki,төгүрүк
350,Kreis::N,biribilki,төгүрүмтэ
351,Kreuz::N,gurutze,кириэс
352,Linie::N,linea,сурааһын
353,Strich::N,marra,сурааһын
354,Abstand::N,tarte,арыт
355,Entfernung::N,urrunera,ыраах
356,Gegend::N,alderdi,сир
357,Gegend::N,eskualde,сир
358,Platz::N,leku,арыт
359,Ort::N,toki,сир
360,Seite::N,albo,өрүт
361,Seite::N,albo,сирэй
362,Mitte::N,erdi,орто
363,Gegenstand::N,gauzaki,предмет
364,Sache::N,gauza,мал
365,Rand::N,ertz,кытыы
366,Rand::N,ertz,ойоҕос
367,Kante::N,ertz,кырыы
368,Ecke::N,kantoi,муннук
369,Spitze::N,punta,чыпчаал
370,Ende::N,buru,төбө
371,Ende::N,mutur,төбө
372,Loch::N,zulo,тэһэҕэс
373,Loch::N,zulo,дьөлөҕөс
374,Winkel::N,zoko,муннук
375,Winkel::N,bazter,муннук
376,Muster::N,eredu,оһуор
377,Muster::N,marrazki,оһуор
378,Größe::N,kaizu,кээмэй
379,Größe::N,tamaina,кээмэй
380,Länge::N,luzera,уста
381,Höhe::N,goiera,үрдүк
382,Höhe::N,garaiera,үрдүк
383,Gewicht::N,hazta,ыйааһын
384,Menge::N,kopuru,ахсаан
385,Haufen::N,pila,чөмчөх
386,Haufen::N,mendoi,чөмчөх
387,Reihe::N,ilara,кэккэ
388,Reihe::N,errenkada,кэккэ
389,Boot::N,potin,оҥочо
390,Boot::N,txalupa,оҥочо
391,Ruder::N,arraun,эрдии
392,Schlitten::N,lera,сыарҕа
393,Schlitten::N,narra,сыарҕа
394,Ski::N,eski,хайыһар
395,Lagerfeuer::N,su,кутаа
396,Last::N,zama,ыарахан
397,Last::N,karga,ыарахан
398,Gang::N,ibilera,хаамыы
399,Schritt::N,pauso,хардыы
400,Schritt::N,urrats,хардыы
401,Norden::N,ipar,хоту
402,Norden::N,iparralde,хоту
403,Süden::N,hego,соҕуруу
404,Süden::N,hegoalde,соҕуруу
405,Westen::N,sartalde,арҕаа
406,Westen::N,mendebalde,арҕаа
407,Osten::N,ekialde,илин
408,Osten::N,sortalde,илин
409,Holz::N,zur,мас
410,Brett::N,ohol,дуоска
411,Brett::N,ohol,хаптаһын
412,Platte::N,lauza,билиитэ
413,Stütze::N,irozgarri,тулааһын
414,Stütze::N,bermagailu,тулааһын
415,Stange::N,haga,ураҕас
416,Stock::N,makila,мас
417,Stock::N,makila,баалкы
418,Stab::N,makila,ураҕас
419,Rohr::N,hodi,турба
420,Haus::N,etxe,дьиэ
421,Heim::N,etxe,дьиэ
422,Heim::N,etxaleku,дьиэ
423,Ofen::N,berogailu,оһох
424,Fußboden::N,zoru,муоста
425,Tisch::N,mahai,остуол
426,Stuhl::N,aulki,устуул
427,Wiege::N,kuma,биһик
428,Wiege::N,sehaska,биһик
429,Bett::N,ohe,кырабаат
430,Bett::N,ohatze,кырабаат
431,Regal::N,apalategi,долбуур
432,Kiste::N,kutxa,дьааһык
433,Fenster::N,leiho,түннүк
434,Tür::N,ate,аан
435,Tor::N,atari,аан
436,Zaun::N,hesi,соппулуот
437,Dach::N,teilatu,кырыыса
438,Leiter::N,zurubi,кирилиэс
439,Besen::N,erratz,миинньик
440,Spaten::N,burdinpala,күрдьэх
441,Schaufel::N,pala,күрдьэх
442,Gabel::N,sardexka,биилкэ
443,Löffel::N,koilara,луоска
444,Messer::N,aizto,быһах
445,Nagel::N,iltze,тоһоҕо
446,Netz::N,sare,илим
447,Haken::N,mako,көхө
448,Griff::N,eskutoki,ук
449,Griff::N,eskutoki,тутаах
450,Schloss::N,sarraila,күлүүс
451,Bild::N,irudi,хартыына
452,Figur::N,figura,фигура
453,Puppe::N,panpina,куукула
454,Puppe::N,andrakila,куукула
455,Beutel::N,zorro,мөһөөччук
456,Bündel::N,azao,баайыы
457,Bündel::N,espal,баайыы
458,Tasche::N,poltsa,суумка
459,Eimer::N,treska,биэдэрэ
460,Deckel::N,tapa,хаппах
461,Deckel::N,estalki,хаппах
462,Geschirr::N,baxera,иһит
463,Geschirr::N,ontziteria,иһит
464,Sack::N,zaku,куул
465,Tasse::N,kikara,сэлиэнэй
466,Topf::N,ontzi,көстүрүүҥкэ
467,Topf::N,lapiko,көстүрүүҥкэ
468,Kessel::N,pazia,хочуол
469,Essen::N,janaldi,аһылык
470,Nahrung::N,jan,ас
471,Speise::N,jaki,аһылык
472,Fleisch::N,okela,эт
473,Fleisch::N,haragi,эт
474,Getreide::N,labore,злактар
475,Brei::N,ahi,хааһы
476,Brei::N,pure,хааһы
477,Brot::N,ogi,килиэп
478,Scheibe::N,xerra,куһуок
479,Scheibe::N,pirripita,куһуок
480,Fett::N,urin,сыа
481,Fett::N,koipe,сыа
482,Butter::N,gurin,арыы
483,Öl::N,olio,арыы
484,Salz::N,gatz,туус
485,Suppe::N,zopa,мин
486,Suppe::N,salda,мин
487,Honig::N,ezti,мүөт
488,Milch::N,esne,үүт
489,Tee::N,te,чэй
490,Leder::N,larru,тирии
491,Wolle::N,artile,түү
492,Stoff::N,ehun,таҥас
493,Nadel::N,orratz,иннэ
494,Nadel::N,jostorratz,иннэ
495,Faden::N,hari,сап
496,Knopf::N,botoi,тимэх
497,Knoten::N,korapilo,түмүк
498,Farbe::N,pintura,кырааска
499,Kleidung::N,arropa,таҥас
500,Kleidung::N,jantziak,таҥас
501,Hemd::N,atorra,ырбаахы
502,Hemd::N,alkandora,ырбаахы
503,Kragen::N,idun,саҕа
504,Ärmel::N,mahuka,сиэх
505,Hose::N,prakak,ыстаан
506,Hose::N,prakak,бүрүүкэ
507,Hose::N,galtzak,ыстаан
508,Hose::N,galtzak,бүрүүкэ
509,Gürtel::N,gerriko,кур
510,Mütze::N,txano,бэргэһэ
511,Mütze::N,txapel,бэргэһэ
512,Schuh::N,oski,бачыыҥка
513,Schuh::N,oinetako,бачыыҥка
514,Stiefel::N,bota,саппыкы
515,Ring::N,uztai,биһилэх
516,Band::N,zinta,лиэнтэ
517,Band::N,xingola,лиэнтэ
518,Kamm::N,orrazi,тараах
519,Spiegel::N,mirail,сиэркилэ
520,Riemen::N,uhal,кур
521,Schnur::N,lokailu,быа
522,Leine::N,lotura,тэһиин
523,Decke::N,burusi,суорҕан
524,Kissen::N,kuxin,сыттык
525,Tuch::N,zapi,былаат
526,Tuch::N,oihal,былаат
527,Handtuch::N,eskuzapi,соттор
528,Handtuch::N,eskuoihal,соттор
529,Kraft::N,indar,сыра
530,Stärke::N,indar,күүс
531,Gesundheit::N,osasun,доруобуйа
532,Krankheit::N,eritasun,ыарыы
533,Krankheit::N,gaixotasun,ыарыы
534,Schmerz::N,min,ыарыы
535,Wunde::N,zauri,баас
536,Fieber::N,sukar,түрүлгэн
537,Fieber::N,sukar,лихорадка
538,Fieber::N,sukar,температура
539,Arznei::N,osagai,эмп
540,Arznei::N,sendagai,эмп
541,Brücke::N,zubi,күргэ
542,Brunnen::N,putzu,холуодьас
543,Weide::N,alha,мэччирэҥ
544,Weide::N,bazkaleku,мэччирэҥ
545,Pfad::N,zidor,ыллык
546,Pfad::N,bidexka,ыллык
547,Weg::N,bide,суол
548,Straße::N,errepide,суол
549,Dorf::N,herri,дэриэбинэ
550,Stadt::N,hiri,куорат
551,Brief::N,gutun,сурук
552,Brief::N,eskutitz,сурук
553,Buch::N,liburu,кинигэ
554,Buchstabe::N,hizki,буква
555,Zeitung::N,egunkari,хаһыат
556,Leben::N,bizi,тыын
557,Leben::N,bizitza,тыын
558,Tod::N,herio,өлүү
559,Tod::N,heriotza,өлүү
560,Grab::N,hobi,иин
561,Grab::N,hilobi,иин
562,Kirche::N,eliza,таҥара дьиэтэ
563,Sünde::N,hoben,айыы
564,Sünde::N,bekatu,айыы
565,Gott::N,jainko,тангара
566,Arbeiter::N,langile,үлэһит
567,Arbeiter::N,behargin,үлэһит
568,Chef::N,nagusi,баһылык
569,Chef::N,nagusi,начальник
570,Meister::N,maisu,уус
571,Meister::N,maisu,маастар
572,Arzt::N,osagile,врач
573,Arzt::N,sendagile,врач
574,Lehrer::N,irakasle,учуутал
575,Geld::N,diru,харчы
576,Geschäft::N,negozio,идэ
577,Laden::N,denda,маҕаһыын
578,Laden::N,saltegi,маҕаһыын
579,Preis::N,prezio,сыана
580,Preis::N,salneurri,сыана
581,Ware::N,salgai,табаар
582,Nutzen::N,onura,туһа
583,Nutzen::N,probetxu,туһа
584,Reichtum::N,aberastasun,баай
585,Welt::N,ludi,аан дойду
586,Welt::N,mundu,аан дойду
587,Land::N,herrialde,дойду
588,Staat::N,estatu,государство
589,König::N,errege,король
590,Macht::N,botere,былаас
591,Grenze::N,muga,кыраныысса
592,Krieg::N,guda,сэрии
593,Feind::N,etsai,өстөөх
594,Feind::N,arerio,өстөөх
595,Gewalt::N,bortxa,күүһүлээһин
596,Gewalt::N,bortizkeria,күүһүлээһин
597,Kampf::N,gudu,охсуһуу
598,Kampf::N,auska,охсуһуу
599,Bogen[Waffe]::N,arku,ох
600,Pfeil::N,gezi,ох
601,Gewehr::N,fusil,саа
602,Fehler::N,huts,сыыһа
603,Fehler::N,hutsegin,сыыһа
604,Lüge::N,gezur,сымыйа
605,Schaden::N,kalte,хоромньу
606,Unglück::N,zoritxar,алдьархай
607,Unglück::N,zorigaitz,алдьархай
608,Schuld::N,erru,буруй
609,Alter::N,adin,саас
610,Schluss::N,bukaera,тиһэх
611,Zeit::N,aldi,бириэмэ
612,Zeit::N,denbora,бириэмэ
613,Tag::N,egun,күн
614,Morgen::N,goiz,сарсыарда
615,Mittag::N,eguerdi,күн ортото
616,Abend::N,arrats,киэһэ
617,Nacht::N,gau,түүн
618,Woche::N,aste,нэдиэлэ
619,Monat::N,hil,ый
620,Jahr::N,urte,сыл
621,Jahr::N,urte,дьыл
622,Frühling::N,udalehen,саас
623,Sommer::N,uda,сайын
624,Herbst::N,udazken,күһүн
625,Herbst::N,neguantz,күһүн
626,Winter::N,negu,кыһын
627,Januar::N,urtarril,тохсунньу
628,Februar::N,otsail,олунньу
629,März::N,martxo,кулун тутар
630,April::N,apiril,муус устар ый
631,Mai::N,maiatz,ыам ыйа
632,Juni::N,ekain,бэс ыйа
633,Juli::N,uztail,от ыйа
634,August::N,abuztu,атырдьах ыйа
635,September::N,irail,балаҕан ыйа
636,Oktober::N,urri,алтынньы
637,November::N,azaro,сэтинньи
638,Dezember::N,abendu,ахсынньы
639,Montag::N,astelehen,бэнидиэнньик
640,Dienstag::N,astearte,оптуорунньук
641,Mittwoch::N,asteazken,сэрэдэ
642,Donnerstag::N,ostegun,чэппиэр
643,Freitag::N,ostiral,бээтинсэ
644,Samstag::N,larunbat,субуота
645,Sonntag::N,igande,баскыһыанньа
646,groß::A,handi,бөдөҥ
647,groß::A,handi,улахан
648,klein::A,txiki,кыр
649,lang::A,luze,уһун
650,kurz::A,labur,кылгас
651,breit::A,zabal,кэтит
652,schmal::A,mehar,кыараҕас
653,dicht::A,sarri,хойуу
654,dicht::A,trinko,хойуу
655,dick[Gegenstand]::A,lodi,суон
656,dick[Gegenstand]::A,lodi,хойуу
657,dünn::A,mehe,чараас
658,fein::A,fin,бытархай
659,fein::A,fin,синньигес
660,fest::A,tinko,бөҕө
661,fest::A,tinko,кытаанах
662,flach::A,lau,хаптаҕай
663,flach::A,ordoki,хаптаҕай
664,glatt::A,leun,кылааккай
665,hart::A,gogor,хатан
666,hart::A,gogor,кытаанах
667,weich::A,bigun,сымнаҕас
668,weich::A,beratz,сымнаҕас
669,rund::A,biribil,төгүрүк
670,spitz::A,puntadun,сытыы
671,spitz::A,puntadun,уһуктаах
672,scharf::A,zorrotz,сытыы
673,stumpf::A,kamuts,сыппах
674,schwer::A,astun,ыарахан
675,schwer::A,pisutsu,ыарахан
676,schön::A,eder,кыраһыабай
677,heiß::A,bero,итии
678,heiß::A,oso bero,итии
679,warm::A,bero,ичигэс
680,kalt::A,hotz,тымныы
681,kühl::A,hotzil,сөрүүн
682,frisch::A,fresko,ыраас
683,frisch::A,fresko,сөрүүн
684,frisch::A,fresko,тымныы
685,frisch::A,hozkirri,ыраас
686,frisch::A,hozkirri,сөрүүн
687,frisch::A,hozkirri,тымныы
688,feucht::A,heze,сииктээх
689,nass::A,busti,инчэҕэй
690,trocken::A,siku,кураан
691,trocken::A,lehor,кураан
692,voll::A,bete,толору
693,leer::A,huts,иччитэх
694,offen::A,ireki,аһаҕас
695,geschlossen::A,itxita,бүтэй
696,sauber::A,xahu,сэбэр
697,sauber::A,garbi,сэбэр
698,schmutzig::A,lohi,кирдээх
699,schmutzig::A,zikin,кирдээх
700,roh::A,gordin,сиикэй
701,reif::A,umo,буспут
702,reif::A,umo,сиппит-хоппут
703,reif::A,heldu,буспут
704,reif::A,heldu,сиппит-хоппут
705,lecker::A,goxo,минньигэс
706,süß::A,goxo,минньигэс
707,bitter::A,karmin,аһыы
708,bitter::A,garratz,аһыы
709,sauer::A,mingots,аһыы
710,hell::A,argi,сырдык
711,dunkel::A,ilun,хараҥа
712,schwarz::A,beltz,хара
713,weiß::A,zuri,үрүҥ
714,weiß::A,zuri,маҥан
715,rot::A,gorri,кыһыл
716,gelb::A,hori,саһархай
717,blau::A,urdin,күөх
718,grün::A,berde,күөх
719,grün::A,berde,от күөҕэ
720,grün::A,musker,күөх
721,grün::A,musker,от күөҕэ
722,grau::A,urdin,сиэрэй
723,grau::A,urdinabar,сиэрэй
724,bunt::A,koloretsu,эриэн
725,billig::A,merke,чэпчэки
726,teuer::A,garesti,сыаналаах
727,wertvoll::A,baliotsu,сыаналаах
728,blind::A,itsu,хараҕа суох
729,taub::A,gor,дьүлэй
730,kräftig::A,kementsu,модун
731,stark::A,bizkor,күүстээх
732,stark::A,indartsu,күүстээх
733,schwach::A,ahul,мөлтөх
734,schwach::A,indargabe,мөлтөх
735,fett::A,gizen,эмис
736,schlank::A,lerden,дьылҕан
737,schlank::A,lerden,дьыпсаҕай
738,hübsch::A,polit,олус кэрэ
739,hübsch::A,polit,көрүөхтэн үчүгэй
740,böse::A,tzar,өһүөннээх
741,böse::A,gaizto,өһүөннээх
742,dumm::A,lelo,акаары
743,dumm::A,pello,акаары
744,faul::A,nagi,нэс
745,faul::A,alfer,нэс
746,fleißig::A,maratz,кыһамньылаах
747,fleißig::A,lanzale,кыһамньылаах
748,geizig::A,zeken,иҥсэлээх
749,geizig::A,zikoitz,иҥсэлээх
750,klug::A,zuhur,өйдөөх
751,geschickt::A,trebe,наһаа дьоҕурдаах
752,geschickt::A,antzetsu,наһаа дьоҕурдаах
753,lieb::A,maite,тапталлаах
754,lieb::A,laztan,тапталлаах
755,lustig::A,alaitsu,көрдөөх
756,sanft::A,eme,намчы
757,sanft::A,eme,сымнаҕас
758,sanft::A,ezti,намчы
759,sanft::A,ezti,сымнаҕас
760,hungrig::A,gose,аччык
761,krank::A,eri,ыалдьар
762,krank::A,gaixo,ыалдьар
763,nackt::A,biluzi,сыгынньах
764,traurig::A,itun,санаарҕабыллаах
765,traurig::A,betilun,санаарҕабыллаах
766,lebendig::A,bizirik,тыыннаах
767,gut::A,on,үтүө
