,Concept_ID,ka,he
724,vorher::ADV,ადრე,לפני זה
725,vorher::ADV,წინათ,לפני זה
726,zuerst::ADV,ჯერ,קדם
727,einmal::ADV,ერთხელ,פעם
728,manchmal::ADV,ხან,לפעמים
729,manchmal::ADV,ზოგჯერ,לפעמים
730,oft::ADV,ხშირად,לעתים קרובות
731,immer::ADV,მუდამ,תמיד
732,immer::ADV,ყოველთვის,תמיד
733,niemals::ADV,არასდროს,אף פעם
734,hier::ADV,აქ,כאן
735,hierhin::ADV,აქეთ,פה
736,von hier::ADV,აქედან,מפה
737,dort::ADV,იქ,שם
738,dorthin::ADV,იქით,שם
739,geradeaus::ADV,პირდაპირ,ישר
740,vorwärts::ADV,წინ,קדימה
741,rückwärts::ADV,უკან,לאחור
742,zurück::ADV,უკანვე,בחזרה
743,zurück::ADV,უკანვე,אחורנית
744,unten::ADV,დაბლა,למטה
745,unten::ADV,ქვევით,למטה
746,hinab::ADV,ძირს,למטה
747,oben::ADV,ზემოთ,מעל
748,oben::ADV,ზემოთ,למעלה
749,hinauf::ADV,ზევით,למעלה
750,überall::ADV,ყველგან,בכל מקום
751,nicht::ADV,არ,לא
752,ein wenig::ADV,ცოტა,קצת
753,kaum::ADV,ძლივს,בקשי
754,sehr::ADV,მეტად,מאוד
755,sehr::ADV,ძალიან,מאוד
756,so::ADV,ისე,כך
757,so::ADV,ისე,ככה
758,noch::ADV,ჯერ,עוד
759,noch::ADV,ჯერ,עדין
760,nur::ADV,მხოლოდ,רק
761,schon::ADV,უკვე,כבר
762,wieder::ADV,ისევ,שוב
763,wieder::ADV,კიდევ,שוב
764,vergebens::ADV,ამაოდ,לריק
765,vergebens::ADV,ამაოდ,לשוא
766,vergebens::ADV,ტყუილად,לריק
767,vergebens::ADV,ტყუილად,לשוא
768,vor::PRP,წინ,מול
769,hinter::PRP,უკან,מאחורי
770,hinter::PRP,მიღმა,מאחורי
771,unter::PRP,ქვეშ,מתחת
772,unter::PRP,ქვევით,מתחת
773,durch::PRP,გავლით,דרך
774,neben::PRP,გვერდით,ליד
775,neben::PRP,გვერდით,על-יד
776,zwischen::PRP,შუა,בין
777,zwischen::PRP,შორის,בין
778,wegen::PRP,გამო,בשל
779,wegen::PRP,გამო,בגלל
780,wegen::PRP,შედეგად,בשל
781,wegen::PRP,შედეგად,בגלל
782,dies::PRN,ეს,זה
783,das::PRN,ეგ,זה
784,alles::PRN,ყველაფერი,הכל
785,ich::PRN,მე,אני
786,du::PRN,შენ,את
787,du::PRN,შენ,אתה
788,er::PRN,ის,הוא
789,er::PRN,იგი,הוא
790,wir::PRN,ჩვენ,אנחנו
791,ihr::PRN,თქვენ,לה
792,sie::PRN,ისინი,הם
793,was::FPRN,რა,מה
794,wer::FPRN,ვინ,מי
795,wo::FADV,სად,איפה
796,wohin::FADV,საით,לאן
797,wie::FADV,როგორ,איך
798,warum::FADV,რაზე,למה
799,warum::FADV,რატომ,למה
800,wieviel::FNUM,რამდენი,כמה
801,eins::NUM,ერთი,אחד
802,zwei::NUM,ორი,שתים
803,drei::NUM,სამი,שלושה
804,vier::NUM,ოთხი,ארבעה
805,fünf::NUM,ხუთი,חמשה
806,sechs::NUM,ექვსი,ששה
807,sieben::NUM,შვიდი,שבעה
808,acht::NUM,რვა,שמונה
809,neun::NUM,ცხრა,תשעה
810,zehn::NUM,ათი,עשרה
811,elf::NUM,თერთმეტი,אחת עשרה
812,zwölf::NUM,თორმეტი,שתים עשרה
813,zwanzig::NUM,ოცი,עשרים
814,dreißig::NUM,ოცდაათი,שלושים
815,vierzig::NUM,ორმოცი,ארבעים
816,fünfzig::NUM,ორმოცდაათი,חמשים
817,sechzig::NUM,სამოცი,ששים
818,siebzig::NUM,სამოცდაათი,שבעים
819,achtzig::NUM,ოთხმოცი,שמונים
820,neunzig::NUM,ოთხმოცდაათი,תשעים
821,hundert::NUM,ასი,מאה
822,tausend::NUM,ათასი,אלף
823,und::CNJ,და,ו
824,oder::CNJ,ან,או
825,stehen::V,დგას,עמד
826,sitzen::V,ზის,ישב
827,liegen::V,აწევს,שכב
828,hängen::V,კიდია,היה תלוי
829,werden::V,გახდება,הפך ל
830,passieren::V,მოხდება,קרה
831,beginnen::V,იწყება,התחיל
832,enden::V,გათავდება,הסתים
833,wechseln::V,იცვლება,השתנה
834,aufgehen[Sonne]::V,ამოდის,זרח
835,untergehen[Sonne]::V,ჩადის,שקע
836,scheinen[Sonne]::V,ანათებს,בהק
837,donnern::V,ქუხს,רעם
838,wehen::V,ქრის,נשב
839,wehen::V,დაუბერავს,נשב
840,strömen::V,იღვრება,זרם
841,fließen::V,დის,זרם
842,fließen::V,მიედინება,זרם
843,sich drehen::V,ტრიალებს,הסתובב
844,schwanken::V,ირხევა,התנודד
845,schwingen::V,ირხევა,התנענע
846,fallen::V,დავარდება,נפל
847,brennen::V,იწვის,בער
848,rauchen::V,ბოლავს,עשן
849,rauchen::V,აბოლებს,עשן
850,regnen::V,წვიმს,ירד גשם
851,gefrieren::V,იყინება,קפא
852,tauen::V,დნება,נמס
853,schmelzen::V,დნება,התיך
854,trocknen::V,გაშრება,התיבש
855,sieden::V,დუღს,רתח
856,faulen::V,ლპება,רקב
857,verfaulen::V,ლპება,רקב
858,reißen::V,დაიხევა,נקרע
859,versinken::V,ეფლობა,טבע
860,versinken::V,ჩაიძირება,טבע
861,vergehen::V,გადის,עבר
862,erscheinen::V,გამოჩნდება,נגלה
863,erscheinen::V,გამოჩნდება,הופיע
864,verschwinden::V,გააქრება,נעלם
865,verschwinden::V,დაიკარგება,נעלם
866,sinken::V,დაიწევს,ירד
867,abnehmen::V,შემცირდება,הפחית
868,zunehmen::V,გასუქდება,רבה
869,steigen::V,მოიმატებს,עלה
870,wachsen::V,იზრდება,גדל
871,wachsen::V,მრავლდება,גדל
872,glänzen::V,ბრწყინავს,נצץ
873,glänzen::V,ბრწყინავს,בהק
874,funkeln::V,კაშკაშებს,נצנץ
875,lärmen::V,ხმაურობს,רעש
876,läuten::V,დარეკავს,צלצל
877,klingeln::V,დარეკავს,צלצל
878,klirren::V,დააწკარუნებს,קרקש
879,brausen::V,ბობოქრობს,געש
880,rauschen::V,შრიალებს,רשרש
881,klingen::V,ხმას გამოსცემს,נשמע
882,bellen::V,უყეფს,נבח
883,heulen::V,ღმუის,ילל
884,blasen::V,დაუბერავს,נשף
885,pfeifen::V,უსტვენს,שרק
886,schreien::V,ყვირის,צעק
887,stöhnen::V,კვნესის,נאנק
888,zittern::V,აძაგძაგებს,רעד
889,leben::V,ცოცხლობს,חי
890,geboren werden::V,იშვება,נולד
891,geboren werden::V,იბადება,נולד
892,atmen::V,სუნთქავს,נשם
893,trinken::V,სვამს,שתה
894,trinken::V,დალევს,שתה
895,essen::V,შეჭამს,אכל
896,schlucken::V,ყლაპავს,בלע
897,müde werden::V,დაიქანცება,התעיף
898,einschlafen::V,დაიძინებს,נרדם
899,schlafen::V,სძინავს,ישן
900,aufwachen::V,გაიღვიძებს,התעורר
901,aufstehen::V,ადგება,קם
902,sich erholen::V,დაისვენებს,נפש
903,krank werden::V,ავად გახდება,חלה
904,krank sein::V,ავადმყოფობს,היה חולה
905,schmerzen::V,სტკივა,כאב
906,husten::V,ახველებს,השתעל
907,genesen::V,მორჩება,הבריא
908,sterben::V,კვდება,מת
909,umkommen::V,დაიღუპება,נספה
910,sich bewegen::V,იძვრის,נע
911,sich bewegen::V,მოძრაობს,נע
912,sich rühren::V,გაინძრევა,זז
913,sich erheben::V,ადგება,קם
914,sich setzen::V,დაჯდება,התישב
915,hinfallen::V,დაეცემა,נפל
916,laufen::V,დადის,הלך ברגל
917,schreiten::V,აბიჯებს,פסע
918,spazierengehen::V,დასეირნობს,טיל
919,eilen::V,მიიჩქარის,אץ
920,eilen::V,მიიჩქარის,מהר
921,sich beeilen::V,აჩქარდება,מהר
922,sausen::V,მიქრის,אץ
923,rennen::V,დარბის,רץ
924,springen::V,ხტის,קפץ
925,klettern::V,ძვრება,טפס
926,schaukeln::V,ქანაობს,התנדנד
927,kriechen::V,დაბობღავს,זחל
928,schwimmen::V,ცურავს,שחה
929,tauchen::V,ჩაიძირება,צלל
930,rudern::V,ნიჩაბს უსვამს,חתר
931,fahren::V,დადის,נסע
932,fahren::V,მგზავრობს,נסע
933,fliegen::V,იფრენს,עף
934,fliegen::V,გაფრინდება,עף
935,gehen::V,მიდის,הלך
936,weggehen::V,წამოდის,עזב
937,abfahren::V,მიემგზავრება,יצא
938,anhalten::V,ჩერდება,עצר
939,hineingehen::V,შედის,נכנס
940,eintreten::V,შედის,נכנס
941,kommen::V,მოდის,בא
942,ankommen::V,ჩადის,הגיע
943,zurückkommen::V,დაბრუნდება,שב
944,zurückkommen::V,დაბრუნდება,חזר
945,bleiben::V,დარჩება,נשאר
946,warten::V,ელოდება,חכה
947,warten::V,ელოდება,המתין
948,erwarten::V,ელის,צפה
949,erwarten::V,დაიცდის,צפה
950,suchen::V,ეძებს,חפש
951,suchen::V,მოძებნის,חפש
952,finden::V,მიაგნებს,מצא
953,finden::V,გამოძებნის,מצא
954,versuchen::V,ცდის,נסה
955,versuchen::V,ცდილობს,נסה
956,vorbereiten::V,მოამზადებს,הכין
957,lieben::V,უყვარს,אהב
958,mögen::V,ეტრფის,אהב
959,lachen::V,იცინის,צחק
960,rühren::V,გულს აუჩუყებს,נגע ללב
961,weinen::V,ტირის,בכה
962,schimpfen::V,შეიგინება,גער
963,sich ärgern::V,გაბრაზობს,זעם
964,sich ärgern::V,გაბრაზობს,כעס
965,sich fürchten::V,შიშობს,פחד
966,sich fürchten::V,შიშობს,חשש
967,fürchten::V,ფრთხილობს,פחד מ
968,fürchten::V,ფრთხილობს,חשש מ
969,fliehen::V,გაიქცევა,ברח
970,flüchten::V,გაიქცევა,נמלט
971,sehen::V,ხედავს,ראה
972,anschauen::V,ნახავს,הביט
973,ansehen::V,უყურებს,התבונן
974,hören::V,ისმენს,שמע
975,zuhören::V,მოისმენს,הקשיב
976,probieren::V,გასინჯავს,נסה
977,riechen::V,ყნოსავს,הריח
978,fühlen::V,გრძნობს,חש
979,scheinen::V,ეჩვენება,נדמה
980,zu sehen sein::V,მოჩანს,נראה
981,vernehmen::V,გაიგებს,נודע ל
982,frieren::V,იყინება,קר ל
983,tun::V,აკეთებს,פעל
984,können::V,შეიძლება,יכל
985,wollen::V,უნდა,רצה
986,anfangen::V,დაიწყებს,התחיל
987,beenden::V,ამთავრებს,גמר
988,aufhören::V,შეწყვეტს,סים
989,gelingen::V,მოახერხებს,הצליח
990,geraten::V,გამოდის,עלה
991,öffnen::V,გახსნის,פתח
992,schließen::V,ხურავს,סגר
993,schließen::V,დაკეტავს,סגר
994,stellen::V,დადგამს,העמיד
995,setzen::V,დასვამს,הושיב
996,legen::V,დადებს,שם
997,berühren::V,შეახებს,נגע
998,berühren::V,მიაკარებს,נגע
999,verbinden::V,შეაერთებს,קשר
1000,bedecken::V,გადააფარებს,כסה
1001,aufhängen::V,დაკიდებს,תלה
1002,anzünden::V,დაანთებს,הצית
1003,anzünden::V,მოუკიდებს,הצית
1004,aufheben::V,აიღებს,אסף
1005,aufheben::V,აიყვანს,אסף
1006,zurücklassen::V,დატოვებს,השאיר
1007,verlieren::V,დაკარგავს,אבד
1008,fallen lassen::V,გაუვარდება,שמט
1009,fallen lassen::V,გაუვარდება,הפיל
1010,machen::V,გააკეთებს,עשה
1011,machen::V,გამოიწვევს,עשה
1012,herstellen::V,დაამზადებს,יצר
1013,bauen::V,ააშენებს,בנה
1014,reparieren::V,შეაკეთებს,תקן
1015,reparieren::V,გაარემონტებს,תקן
1016,verbessern::V,გამოაკეთებს,שפר
1017,verbessern::V,გააუმჯობესებს,שפר
1018,ändern::V,შეცვლის,שנה
1019,graben::V,თხრის,חפר
1020,beugen::V,ხრის,כפף
1021,biegen::V,გაღუნავს,כופף
1022,drehen::V,ატრიალებს,סובב
1023,wenden::V,მოაბრუნებს,הפך
1024,umdrehen::V,შეატრიალებს,סובב
1025,heben::V,ასწევს,הרים
1026,hochheben::V,აიყვანს,הרים
1027,ergreifen::V,სტაცებს,אחז
1028,halten::V,უჭირავს,החזיק
1029,drücken::V,დააწვება,לחץ
1030,schieben::V,მისწევს,הזיז
1031,kratzen::V,მოფხანს,שרט
1032,kratzen::V,მოფხანს,שפשף
1033,lecken::V,ლოკავს,לקק
1034,beißen::V,უკბენს,נשך
1035,abreißen::V,გლეჯს,קרע
1036,abreißen::V,მოწყვეტს,קרע
1037,abschneiden::V,გაჭრის,חתך
1038,binden::V,შეკრავს,קשר
1039,binden::V,გადააბამს,קשר
1040,stecken::V,ჩაასობს,תקע
1041,brechen::V,მოიტეხს,שבר
1042,klopfen::V,აკაკუნებს,נקש
1043,hauen::V,ლეწავს,הכה
1044,kleben::V,წებავს,הדביק
1045,kleben::V,დააწებებს,הדביק
1046,reiben::V,დაზელს,שפשף
1047,streichen::V,უსვამს,מרח
1048,schleifen::V,ლესავს,השחיז
1049,schneiden::V,გაჭრის,גזר
1050,rütteln::V,არხევს,נענע
1051,schütteln::V,არყევს,נער
1052,schütteln::V,ანძრევს,נער
1053,schwenken::V,აქნევს,נופף
1054,schwenken::V,აქნევს,טלטל
1055,schütten::V,ღვრის,שפך
1056,schütten::V,დააქცევს,שפך
1057,füllen::V,გაავსებს,מלא
1058,einwickeln::V,შეახვევს,עטף
1059,tragen::V,მიიტანს,נשא
1060,schleppen::V,მიათრევს,סחב
1061,ziehen::V,წევს,משך
1062,ziehen::V,ათრევს,משך
1063,aufbewahren::V,შეინახავს,שמר
1064,werfen::V,ისვრის,זרק
1065,fangen::V,დაიჭერს,תפס
1066,packen::V,სტაცებს,אחז
1067,verstecken::V,მალავს,החביא
1068,teilen::V,დაყოფს,חלק
1069,schicken::V,გაგზავნის,שלח
1070,bringen::V,მოიტანს,הביא
1071,hinzufügen::V,დაამატებს,הוסיף
1072,bekommen::V,ამოიღებს,תפס
1073,erhalten::V,იღებს,קבל
1074,nehmen::V,აიღებს,אחז
1075,wählen::V,გადაარჩევს,בחר
1076,auswählen::V,ამოარჩევს,בחר ב
1077,bewahren::V,ინარჩუნებს,קים
1078,behindern::V,აბრკოლებს,מנע
1079,behindern::V,გააძნელებს,מנע
1080,verderben::V,გააფუჭებს,מנע
1081,beschädigen::V,დააზიანებს,הזיק
1082,zerbrechen::V,დაამტვრევს,נשבר
1083,zerreißen::V,გახევს,קרע
1084,zerstören::V,მოსპობს,הרס
1085,zerstören::V,მოსპობს,השמיד
1086,zerstören::V,დაანგრევს,הרס
1087,zerstören::V,დაანგრევს,השמיד
1088,verbrennen::V,დაწვავს,שרף
1089,geben::V,აძლევს,נתן
1090,reichen::V,მიაწოდებს,העביר
1091,schenken::V,აჩუქებს,נתן במתנה
1092,versprechen::V,აღუთქვამს,הבטיח
1093,wünschen::V,უსურვებს,אחל
1094,loben::V,აქებს,שבח
1095,loben::V,ამკობს,שבח
1096,küssen::V,აკოცებს,נשק
1097,wiegen::V,არხევს,נדנד
1098,zudecken::V,გადახურავს,כסה
1099,wecken::V,გააღვიძებს,עורר
1100,zeigen::V,დაანახვებს,הראה
1101,führen::V,მიჰყავს,הביא
1102,führen::V,მიჰყავს,הוביל
1103,lehren::V,ასწავლის,למד
1104,unterrichten::V,ასწავლის,למד
1105,aufziehen::V,აღზრდის,רומם
1106,leiten::V,აწარმოებს,נהל
1107,leiten::V,ხელმძღვანელობს,נהל
1108,antreiben::V,დააჩქარებს,המרץ
1109,lassen::V,ა--ინებს,נתן
1110,einladen::V,მოიპატიჟებს,הזמין
1111,vereinigen::V,შეაერთებს,אחד
1112,vereinigen::V,შეაერთებს,לכד
1113,besuchen::V,სანახავად მიდის,בקר
1114,treffen::V,შეხვდება,פגש
1115,sich versammeln::V,შეიკრიბება,התאסף
1116,spielen::V,ეთამაშება,שחק
1117,singen::V,მღერის,שר
1118,tanzen::V,ცეკვავს,רקד
1119,sich trennen::V,მოშორდება,נפרד
1120,verlassen::V,მიატოვებს,עזב
1121,retten::V,იხსნის,הציל
1122,retten::V,გადაარჩენს,הציל
1123,bewachen::V,დარაჯობს,שמר
1124,bewachen::V,უთვალთვალებს,שמר
1125,schützen::V,დაიფარავს,אבטח
1126,verteidigen::V,დაიცავს,הגן
1127,sich schlagen::V,იჩხუბებს,התכתש
1128,schießen::V,ისვრის,ירה
1129,siegen::V,გაიმარჯვებს,גבר
1130,siegen::V,გაიმარჯვებს,נצח
1131,ärgern::V,აჯავრებს,עצבן
1132,schlagen::V,ცემს,הכה
1133,schlagen::V,ცემს,הלקה
1134,treten::V,პანღურს ამოჰკრავს,בעט
1135,stechen::V,სჩხვლეტს,דקר
1136,stoßen::V,დაეჯახება,דחק
1137,stehlen::V,ქურდობს,גנב
1138,stehlen::V,მოიპარავს,גנב
1139,stören::V,შეაწუხებს,קטע
1140,stören::V,შეაწუხებს,הפריע
1141,belästigen::V,მობეზრდება,הציק
1142,belästigen::V,მობეზრდება,הטריד
1143,verbergen::V,დამალავს,הצניע
1144,täuschen::V,შეცდებს,שגע
1145,betrügen::V,მოატყუებს,הונה
1146,töten::V,მოკლავს,הרג
1147,wohnen::V,ცხოვრობს,גר
1148,wohnen::V,ბინადრობს,גר
1149,arbeiten::V,მუშაობს,עבד
1150,sammeln::V,შეკრებს,אסף
1151,pflücken::V,კრეფს,קטף
1152,jagen::V,ნადირობს,צד
1153,fischen::V,თევზაობს,דג
1154,fassen::V,დააჭერს,תפס
1155,hüten::V,მწყემსავს,רעה
1156,treiben::V,მიერეკება,הוציא
1157,anbinden::V,მიაბამს,קשר
1158,füttern::V,აჭმევს,הלעיט
1159,melken::V,წველის,חלב
1160,hacken::V,კეპავს,קצץ
1161,gießen::V,რწყავს,השקה
1162,reifen::V,მწიფდება,בשל
1163,zubereiten::V,მოამზადებს,הכין
1164,kochen::V,მოხარშავს,בשל
1165,backen::V,გამოაცხობს,אפה
1166,braten::V,შეწვავს,צלה
1167,braten::V,შეწვავს,טגן
1168,umrühren::V,შეურევს,ערבב
1169,umrühren::V,გათქვეფს,ערבב
1170,stricken::V,ქსოვს,סרג
1171,nähen::V,გაკერავს,תפר
1172,färben::V,შეღებავს,צבע
1173,reinigen::V,გაწმენდს,נקה
1174,reinigen::V,გასუფთავებს,נקה
1175,waschen::V,გარეცხავს,רחץ
1176,waschen::V,გარეცხავს,כבס
1177,abwischen::V,წაშლის,נגב
1178,spülen::V,გაავლებს,שטף
1179,fegen::V,დაბლანდავს,טאטא
1180,kehren::V,დაგვის,טאטא
1181,baden::V,ბანაობს,טבל
1182,baden::V,ბანაობს,שחה
1183,sich waschen::V,იბანება,התרחץ
1184,ausziehen::V,გაიხდის,הוריד
1185,anziehen::V,ჩაიცვამს,לבש
1186,sich anziehen::V,ჩაიცვამს,התלבש
1187,kämmen::V,დავარცხნის,סרק
1188,schmücken::V,მორთავს,קשט
1189,sagen::V,იტყვის,אמר
1190,sprechen::V,ლაპარაკობს,דבר
1191,reden::V,საუბრობს,דבר
1192,sich unterhalten::V,ბაასობს,שוחח
1193,sich unterhalten::V,მუსაიფობს,שוחח
1194,fragen::V,ჰკითხავს,שאל
1195,bitten::V,სთხოვს,בקש
1196,erzählen::V,მოუთხრობს,ספר
1197,mitteilen::V,აუწყებს,מסר
1198,mitteilen::V,აუწყებს,הודיע
1199,mitteilen::V,აცნობებს,מסר
1200,mitteilen::V,აცნობებს,הודיע
1201,nennen::V,უწოდებს,קרא בשם
1202,rufen::V,დაუძახებს,גיס
1203,rufen::V,დაუძახებს,הזמין לבוא
1204,prahlen::V,ტრაბახობს,התרברב
1205,übersetzen::V,გადათარგმნის,תרגם
1206,denken::V,ფიქრობს,חשב
1207,denken::V,აზროვნებს,חשב
1208,glauben::V,სჯერა,האמין
1209,bemerken::V,შენიშვნავს,הבחין
1210,erkennen::V,გამოიცნობს,זהה
1211,begreifen::V,გაიგებს,קלט
1212,begreifen::V,გაიგებს,הבין
1213,verstehen::V,გაიგონებს,הבין
1214,lernen::V,ისწავლის,למד
1215,wissen::V,ეცოდინება,ידע
1216,sich erinnern an::V,მოიგონებს,זכר
1217,sich erinnern an::V,გაიხსენებს,זכר
1218,vergessen::V,ივიწყებს,שכח
1219,messen::V,ზომავს,מדד
1220,zählen::V,ითვლის,ספר
1221,rechnen::V,გაიანგარიშებს,חשב
1222,lesen::V,კითხულობს,קרא
1223,malen::V,ხატავს,ציר
1224,zeichnen::V,ხაზავს,שרטט
1225,schreiben::V,დაწერს,כתב
1226,besitzen::V,ექნება,היה בעל של
1227,kaufen::V,ყიდულობს,קנה
1228,kaufen::V,ყიდულობს,רכש
1229,verkaufen::V,გაყიდის,מכר
1230,bezahlen::V,გადაიხდის,שלם
1231,zahlen::V,გადაიხდის,שלם
1232,beherrschen::V,ფლობს,שלט
1233,ertragen::V,მოითმენს,סבל
